actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
267,PT06M58.00S,2026-02-20T02:01:03.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641711,5.590000152587891,50.0,1610612761,30,39,2026-02-20T02:01:26Z,2610000,False,0.0,0.0,1,left,MISS G. Dick putback DUNK,[1641711],1610612761.0,TOR,putback,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
268,PT06M57.00S,2026-02-20T02:01:04.4Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,30,39,2026-02-20T02:01:05Z,2620000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,267.0,1.0,1.0,0.0,,,,,,,,,,
269,PT06M55.00S,2026-02-20T02:01:06.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641824,93.38042049934296,51.470588235294116,1610612741,32,39,2026-02-20T02:01:17Z,2630000,False,7.0,10.0,1,right,M. Buzelis running DUNK (4 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,1.22,Made,4.0,,,,,,J. Giddey,1630581.0,1.0,,,,,,
271,PT06M47.00S,2026-02-20T02:01:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,11.12023653088042,40.19607843137255,1610612761,32,41,2026-02-20T02:01:20Z,2650000,False,49.0,52.0,1,left,I. Quickley 7' driving floating Jump Shot (4 PTS),[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,7.14,Made,4.0,,,,,,,,,,,,,,
272,PT06M47.00S,2026-02-20T02:01:21.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,32,41,2026-02-20T02:01:21Z,2660000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M47.00S,2026-02-20T02:03:47.4Z,2,REGULAR,substitution,out,[],1641711,,,1610612741,32,41,2026-02-20T02:04:04Z,2670000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M47.00S,2026-02-20T02:03:47.4Z,2,REGULAR,substitution,out,[],1630193,,,1610612741,32,41,2026-02-20T02:04:04Z,2680000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M47.00S,2026-02-20T02:03:47.4Z,2,REGULAR,substitution,out,[],1629628,,,1610612741,32,41,2026-02-20T02:04:04Z,2690000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M47.00S,2026-02-20T02:03:47.4Z,2,REGULAR,substitution,in,[],1642266,,,1610612741,32,41,2026-02-20T02:04:04Z,2700000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M47.00S,2026-02-20T02:03:47.4Z,2,REGULAR,substitution,in,[],1630572,,,1610612741,32,41,2026-02-20T02:04:04Z,2710000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M47.00S,2026-02-20T02:03:47.4Z,2,REGULAR,substitution,in,[],1642347,,,1610612741,32,41,2026-02-20T02:04:04Z,2720000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M27.00S,2026-02-20T02:04:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.51182654402102,48.28431372549019,1610612741,32,41,2026-02-20T02:04:34Z,2730000,False,-9.0,8.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,1.21,Missed,,,,,,,,,,,,,,,
280,PT06M25.00S,2026-02-20T02:04:32.7Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,32,41,2026-02-20T02:04:34Z,2740000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,279.0,1.0,1.0,0.0,,,,,,,,,,
281,PT06M20.00S,2026-02-20T02:04:37.7Z,2,REGULAR,3pt,Jump Shot,[],1630572,30.962549277266753,71.07843137254902,1610612761,32,44,2026-02-20T02:06:36Z,2750000,False,-105.0,239.0,1,left,S. Mamukelashvili 26' 3PT  (5 PTS) (B. Ingram 2 AST),"[1630572, 1627742]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,26.08,Made,5.0,,,,,,B. Ingram,1627742.0,2.0,,,,,,
283,PT06M05.00S,2026-02-20T02:04:52.7Z,2,REGULAR,3pt,Jump Shot,[],1630171,95.0886990801577,3.9215686274509802,1610612741,32,44,2026-02-20T02:04:57Z,2770000,False,-230.0,-6.0,1,right,MISS I. Okoro 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,23.05,Missed,,,,,,,,,,,,,,,
284,PT06M02.00S,2026-02-20T02:04:56.0Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612741,32,44,2026-02-20T02:04:56Z,2780000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,,,,283.0,2.0,1.0,1.0,,,,,,,,,,
285,PT05M55.00S,2026-02-20T02:05:02.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641824,73.01248357424441,80.3921568627451,1610612741,32,44,2026-02-20T02:05:06Z,2790000,False,152.0,201.0,1,right,MISS M. Buzelis 25' step back 3PT,[1641824],1610612741.0,CHI,step back,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,25.22,Missed,,,,,,,,,,,,,,,
286,PT05M52.00S,2026-02-20T02:05:05.3Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,32,44,2026-02-20T02:05:06Z,2800000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,,,,,285.0,1.0,1.0,0.0,,,,,,,,,,
287,PT05M45.00S,2026-02-20T02:05:12.8Z,2,REGULAR,3pt,Jump Shot,[],1642266,23.209592641261498,12.254901960784313,1610612761,32,44,2026-02-20T02:05:17Z,2810000,False,189.0,166.0,1,left,MISS J. Walter 25' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,25.11,Missed,,,,,,,,,,,,,,,
288,PT05M42.00S,2026-02-20T02:05:15.8Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,32,44,2026-02-20T02:05:17Z,2820000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:2),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,287.0,2.0,2.0,0.0,,,,,,,,,,
289,PT05M33.00S,2026-02-20T02:05:24.6Z,2,REGULAR,3pt,Jump Shot,[],1630171,94.95729303547962,2.2058823529411766,1610612741,32,44,2026-02-20T02:05:29Z,2830000,False,-239.0,-5.0,1,right,MISS I. Okoro 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,23.91,Missed,,,,,,,,,,,,,,,
290,PT05M30.00S,2026-02-20T02:05:27.6Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,32,44,2026-02-20T02:05:29Z,2840000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,,,,,289.0,1.0,1.0,0.0,,,,,,,,,,
291,PT05M22.00S,2026-02-20T02:05:35.9Z,2,REGULAR,turnover,bad pass,[],1627742,,,1610612761,32,44,2026-02-20T02:05:38Z,2850000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1630581]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,2.0,Giddey,1630581.0,,,,,,,,,,,,,,,,,
292,PT05M22.00S,2026-02-20T02:05:35.9Z,2,REGULAR,steal,,[],1630581,,,1610612741,32,44,2026-02-20T02:05:37Z,2860000,False,,,0,,J. Giddey STEAL (2 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
293,PT05M18.00S,2026-02-20T02:05:39.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629014,70.77858081471747,76.22549019607843,1610612741,35,44,2026-02-20T02:05:43Z,2870000,False,131.0,222.0,1,right,A. Simons 25' 3PT running (7 PTS) (J. Giddey 2 AST),"[1629014, 1630581]",1610612741.0,CHI,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,25.8,Made,7.0,,,,,,J. Giddey,1630581.0,2.0,,,,,,
295,PT05M00.00S,2026-02-20T02:05:57.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642266,6.1268068331143235,50.0,1610612761,35,46,2026-02-20T02:06:02Z,2890000,False,0.0,5.0,1,left,J. Walter cutting DUNK (6 PTS) (B. Ingram 3 AST),"[1642266, 1627742]",1610612761.0,TOR,cutting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,0.51,Made,6.0,,,,,,B. Ingram,1627742.0,3.0,,,,,,
298,PT04M46.00S,2026-02-20T02:06:24.0Z,2,REGULAR,substitution,out,[],1641824,,,1610612741,35,46,2026-02-20T02:06:26Z,2920000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M46.00S,2026-02-20T02:06:24.0Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,35,46,2026-02-20T02:06:26Z,2930000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M42.00S,2026-02-20T02:06:39.0Z,2,REGULAR,3pt,Jump Shot,[],1630171,95.0886990801577,4.901960784313726,1610612741,38,46,2026-02-20T02:06:43Z,2940000,False,-225.0,-6.0,1,right,I. Okoro 3PT  (8 PTS) (T. Jones 2 AST),"[1630171, 1630200]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,22.56,Made,8.0,,,,,,T. Jones,1630200.0,2.0,,,,,,
302,PT04M41.00S,2026-02-20T02:06:50.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,38,46,2026-02-20T02:06:54Z,2960000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,1628168.0,,,,,,,,,
303,PT04M19.00S,2026-02-20T02:07:17.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,23.47240473061761,57.35294117647059,1610612761,38,46,2026-02-20T02:07:20Z,2970000,False,-37.0,168.0,1,left,MISS B. Ingram 17' turnaround fadeaway Shot,[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,17.21,Missed,,,,,,,,,,,,,,,
304,PT04M18.00S,2026-02-20T02:07:18.2Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,38,46,2026-02-20T02:07:20Z,2980000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:3),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Mid-Range,16-24 Center,,,,,,,303.0,3.0,3.0,0.0,,,,,,,,,,
305,PT04M14.00S,2026-02-20T02:07:25.1Z,2,REGULAR,foul,personal,[],1642347,,,1610612741,38,46,2026-02-20T02:07:32Z,2990000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1630581]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Giddey,1630581.0
307,PT04M14.00S,2026-02-20T02:07:33.8Z,2,REGULAR,substitution,out,[],1630581,,,1610612741,38,46,2026-02-20T02:07:40Z,3010000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M14.00S,2026-02-20T02:07:33.8Z,2,REGULAR,substitution,out,[],1627824,,,1610612741,38,46,2026-02-20T02:07:40Z,3020000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT04M14.00S,2026-02-20T02:07:33.8Z,2,REGULAR,substitution,in,[],1630188,,,1610612741,38,46,2026-02-20T02:07:40Z,3030000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M14.00S,2026-02-20T02:07:33.8Z,2,REGULAR,substitution,in,[],1641824,,,1610612741,38,46,2026-02-20T02:07:40Z,3040000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M06.00S,2026-02-20T02:08:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,86.41590013140605,54.90196078431373,1610612741,38,46,2026-02-20T02:08:05Z,3050000,False,25.0,75.0,1,right,MISS T. Jones 7' driving floating Shot,[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,7.91,Missed,,,,,,,,,,,,,,,
312,PT04M02.00S,2026-02-20T02:08:05.4Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,38,46,2026-02-20T02:08:05Z,3060000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,
313,PT03M52.00S,2026-02-20T02:08:14.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,6.389618922470433,48.529411764705884,1610612761,38,46,2026-02-20T02:08:17Z,3070000,False,7.0,8.0,1,left,MISS S. Mamukelashvili cutting Layup,[1630572],1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,1.06,Missed,,,,,,,,,,,,,,,
315,PT03M50.00S,2026-02-20T02:08:16.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,38,46,2026-02-20T02:08:17Z,3090000,False,,,0,,J. Smith REBOUND (Off:0 Def:5),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,313.0,5.0,5.0,0.0,,,,,,,,,,
316,PT03M46.00S,2026-02-20T02:08:21.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,94.82588699080158,54.90196078431373,1610612741,38,46,2026-02-20T02:08:28Z,3100000,False,25.0,-4.0,1,right,MISS I. Okoro running Layup,[1630171],1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,2.48,Missed,,,,,,,,,,,,,,,
317,PT03M43.00S,2026-02-20T02:08:24.5Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,38,46,2026-02-20T02:13:46Z,3110000,False,,,0,,J. Shead REBOUND (Off:0 Def:2),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,316.0,2.0,2.0,0.0,,,,,,,,,,
320,PT03M41.00S,2026-02-20T02:08:26.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,31.882391590013142,34.55882352941176,1610612761,38,49,2026-02-20T02:12:51Z,3140000,False,77.0,247.0,1,left,B. Ingram 25' 3PT running (15 PTS) (J. Shead 1 AST),"[1627742, 1642347]",1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,25.9,Made,15.0,,,,,,J. Shead,1642347.0,1.0,,,,,,
322,PT03M20.00S,2026-02-20T02:08:46.6Z,2,REGULAR,3pt,Jump Shot,[],1629014,61.84296977660972,40.68627450980392,1610612741,41,49,2026-02-20T02:08:50Z,3160000,False,-47.0,306.0,1,right,A. Simons 30' 3PT  (10 PTS) (I. Okoro 1 AST),"[1629014, 1630171]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,30.97,Made,10.0,,,,,,I. Okoro,1630171.0,1.0,,,,,,
324,PT03M04.00S,2026-02-20T02:09:03.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,13.354139290407357,49.26470588235294,1610612761,41,51,2026-02-20T02:09:07Z,3180000,False,4.0,73.0,1,left,J. Shead 7' driving floating Jump Shot (2 PTS),[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,7.31,Made,2.0,,,,,,,,,,,,,,
325,PT02M53.00S,2026-02-20T02:09:13.1Z,2,REGULAR,3pt,Jump Shot,[],1641824,78.79434954007884,89.95098039215686,1610612741,41,51,2026-02-20T02:09:17Z,3190000,False,200.0,147.0,1,right,MISS M. Buzelis 24' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,24.79,Missed,,,,,,,,,,,,,,,
326,PT02M52.00S,2026-02-20T02:09:16.1Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,41,51,2026-02-20T02:09:16Z,3200000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,,,325.0,3.0,3.0,0.0,,,,,,,,,,
327,PT02M52.00S,2026-02-20T02:09:21.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,41,51,2026-02-20T02:09:24Z,3210000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M52.00S,2026-02-20T02:10:35.1Z,2,REGULAR,substitution,out,[],1627751,,,1610612761,41,51,2026-02-20T02:10:48Z,3220000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M52.00S,2026-02-20T02:10:35.1Z,2,REGULAR,substitution,out,[],1642347,,,1610612761,41,51,2026-02-20T02:10:48Z,3230000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT02M52.00S,2026-02-20T02:10:35.1Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,41,51,2026-02-20T02:10:48Z,3240000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M52.00S,2026-02-20T02:10:35.1Z,2,REGULAR,substitution,in,[],1642867,,,1610612761,41,51,2026-02-20T02:10:48Z,3250000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M52.00S,2026-02-20T02:10:35.1Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,41,51,2026-02-20T02:10:48Z,3260000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M52.00S,2026-02-20T02:10:35.1Z,2,REGULAR,substitution,in,[],1630193,,,1610612761,41,51,2026-02-20T02:10:48Z,3270000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M40.00S,2026-02-20T02:11:07.4Z,2,REGULAR,2pt,Jump Shot,[],1627742,22.28975032851511,48.529411764705884,1610612761,41,51,2026-02-20T02:14:28Z,3280000,False,7.0,157.0,1,left,MISS B. Ingram 15' Jump Shot,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,,,,15.72,Missed,,,,,,,,,,,,,,,
335,PT02M36.00S,2026-02-20T02:11:11.4Z,2,REGULAR,rebound,offensive,[],1627742,,,1610612761,41,51,2026-02-20T02:11:12Z,3290000,False,,,0,,B. Ingram REBOUND (Off:3 Def:0),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,,,,,,,334.0,3.0,0.0,3.0,,,,,,,,,,
336,PT02M24.00S,2026-02-20T02:11:23.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,4.812746386333772,3.9215686274509802,1610612761,41,51,2026-02-20T02:11:29Z,3300000,False,230.0,-7.0,1,left,MISS B. Ingram 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,23.05,Missed,,,,,,,,,,,,,,,
337,PT02M22.00S,2026-02-20T02:11:25.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,41,51,2026-02-20T02:11:29Z,3310000,False,,,0,,J. Smith REBOUND (Off:0 Def:6),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,,336.0,6.0,6.0,0.0,,,,,,,,,,
339,PT02M05.00S,2026-02-20T02:11:56.5Z,2,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612741,41,51,2026-02-20T02:12:12Z,3330000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Smith 2 FT),"[1642266, 1630188]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,1.0,0.0,Smith,1630188.0
341,PT02M05.00S,2026-02-20T02:12:28.4Z,2,REGULAR,freethrow,1 of 2,[],1630188,,,1610612741,42,51,2026-02-20T02:12:28Z,3350000,False,,,0,,J. Smith Free Throw 1 of 2 (3 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
342,PT02M05.00S,2026-02-20T02:12:29.5Z,2,REGULAR,substitution,out,[],1641824,,,1610612741,42,51,2026-02-20T02:12:37Z,3360000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT02M05.00S,2026-02-20T02:12:29.5Z,2,REGULAR,substitution,out,[],1642266,,,1610612741,42,51,2026-02-20T02:12:37Z,3370000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT02M05.00S,2026-02-20T02:12:29.5Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,42,51,2026-02-20T02:12:37Z,3380000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT02M05.00S,2026-02-20T02:12:29.5Z,2,REGULAR,substitution,in,[],1629628,,,1610612741,42,51,2026-02-20T02:12:37Z,3390000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT02M05.00S,2026-02-20T02:12:51.2Z,2,REGULAR,freethrow,2 of 2,[],1630188,,,1610612741,43,51,2026-02-20T02:12:51Z,3400000,False,,,0,,J. Smith Free Throw 2 of 2 (4 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
347,PT01M51.00S,2026-02-20T02:13:08.6Z,2,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612761,43,51,2026-02-20T02:13:16Z,3410000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Ingram 2 FT),"[1629014, 1627742]",1610612741.0,CHI,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,1.0,0.0,Ingram,1627742.0
349,PT01M51.00S,2026-02-20T02:13:34.6Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,43,52,2026-02-20T02:13:34Z,3430000,False,,,0,,B. Ingram Free Throw 1 of 2 (16 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
350,PT01M51.00S,2026-02-20T02:13:50.1Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,43,53,2026-02-20T02:13:50Z,3440000,False,,,0,,B. Ingram Free Throw 2 of 2 (17 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
351,PT01M31.00S,2026-02-20T02:14:14.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,93.11760840998686,49.01960784313725,1610612741,45,53,2026-02-20T02:14:20Z,3450000,False,-5.0,12.0,1,right,P. Williams driving finger roll Layup (4 PTS) (T. Jones 3 AST),"[1630172, 1630200]",1610612741.0,CHI,driving finger roll,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,1.31,Made,4.0,,,,,,T. Jones,1630200.0,3.0,,,,,,
353,PT01M19.00S,2026-02-20T02:14:26.0Z,2,REGULAR,2pt,Jump Shot,[],1630567,4.155716162943495,76.7156862745098,1610612761,45,53,2026-02-20T02:14:30Z,3470000,False,-134.0,-13.0,1,left,MISS S. Barnes 13' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,13.43,Missed,,,,,,,,,,,,,,,
