actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
250,PT07M46.00S,2024-12-20T01:47:59.4Z,2,REGULAR,freethrow,1 of 2,[],1631218,,,1610612744,47,21,2024-12-20T01:47:59Z,2470000,False,,,0,,T. Jackson-Davis Free Throw 1 of 2 (3 PTS),[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,Made,3.0,,,,,,,,,,,,,
251,PT07M46.00S,2024-12-20T01:48:00.3Z,2,REGULAR,substitution,out,[],1631222,,,1610612744,47,21,2024-12-20T01:48:09Z,2480000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
252,PT07M46.00S,2024-12-20T01:48:00.3Z,2,REGULAR,substitution,out,[],1630322,,,1610612744,47,21,2024-12-20T01:48:09Z,2490000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
253,PT07M46.00S,2024-12-20T01:48:00.3Z,2,REGULAR,substitution,in,[],1642377,,,1610612744,47,21,2024-12-20T01:48:09Z,2500000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,
254,PT07M46.00S,2024-12-20T01:48:00.3Z,2,REGULAR,substitution,in,[],203952,,,1610612744,47,21,2024-12-20T01:48:09Z,2510000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
255,PT07M46.00S,2024-12-20T01:48:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,47,21,2024-12-20T01:48:14Z,2520000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M46.00S,2024-12-20T01:51:17.5Z,2,REGULAR,freethrow,2 of 2,[],1631218,,,1610612744,47,22,2024-12-20T01:51:17Z,2530000,False,,,0,,T. Jackson-Davis Free Throw 2 of 2 (4 PTS),[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,Made,4.0,,,,,,,,,,,,,
257,PT07M31.00S,2024-12-20T01:51:35.9Z,2,REGULAR,3pt,Jump Shot,[],1629630,83.78777923784494,5.637254901960785,1610612763,47,22,2024-12-20T01:51:40Z,2540000,False,-222.0,100.0,1,right,MISS J. Morant 24' step back 3PT,[1629630],1610612763.0,MEM,step back,,,,,,Above the Break 3,24+ Left Center,,,,Morant,J. Morant,,,24.33,Missed,,,,,,,,,,,,,,
258,PT07M29.00S,2024-12-20T01:51:37.9Z,2,REGULAR,rebound,offensive,[],1641744,,,1610612763,47,22,2024-12-20T01:51:40Z,2550000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Edey,Z. Edey,,,,,,,,,,,,257.0,1.0,0.0,1.0,,,
259,PT07M23.00S,2024-12-20T01:51:43.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641744,90.48948751642575,49.754901960784316,1610612763,49,22,2024-12-20T01:51:47Z,2560000,False,-1.0,37.0,1,right,Z. Edey Hook (2 PTS) (J. Jackson Jr. 2 AST),"[1641744, 1628991]",1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Edey,Z. Edey,,,3.69,Made,2.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,,,,
261,PT07M10.00S,2024-12-20T01:51:56.9Z,2,REGULAR,3pt,Jump Shot,[],203952,33.065045992115635,51.9607843137255,1610612744,49,25,2024-12-20T01:52:00Z,2580000,False,-10.0,258.0,1,left,A. Wiggins 25' 3PT pullup (12 PTS),[203952],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Center,,,,Wiggins,A. Wiggins,,,25.85,Made,12.0,,,,,,,,,,,,,
262,PT06M53.00S,2024-12-20T01:52:14.1Z,2,REGULAR,turnover,lost ball,[],1641744,,,1610612763,49,25,2024-12-20T01:52:16Z,2590000,False,,,0,,Z. Edey lost ball TURNOVER (4 TO),"[1641744, 1641764]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Left,,,,Edey,Z. Edey,,,,,,,,,4.0,Podziemski,1641764.0,,,,,,,
263,PT06M53.00S,2024-12-20T01:52:14.1Z,2,REGULAR,steal,,[],1641764,,,1610612744,49,25,2024-12-20T01:52:15Z,2600000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
264,PT06M42.00S,2024-12-20T01:52:24.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203937,4.812746386333772,95.09803921568627,1610612744,49,28,2024-12-20T01:52:28Z,2610000,False,-225.0,-7.0,1,left,K. Anderson 3PT  (3 PTS) (B. Podziemski 1 AST),"[203937, 1641764]",1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Anderson,K. Anderson,,,22.56,Made,3.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,
266,PT06M20.00S,2024-12-20T01:52:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.72339027595268,55.14705882352941,1610612763,49,28,2024-12-20T01:52:51Z,2630000,False,26.0,16.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,3.02,Missed,,,,,,,,,,,,,,
267,PT06M19.00S,2024-12-20T01:52:50.0Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,49,28,2024-12-20T01:52:50Z,2640000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,266.0,4.0,3.0,1.0,,,
268,PT06M19.00S,2024-12-20T01:52:51.3Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612763,49,28,2024-12-20T01:52:58Z,2650000,False,,,0,,K. Anderson shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[203937, 1628991]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,101283.0,2.0,0.0,Anderson,K. Anderson,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
270,PT06M19.00S,2024-12-20T01:53:20.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,50,28,2024-12-20T01:53:20Z,2670000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (3 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Made,3.0,,,,,,,,,,,,,
271,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,out,[],1628379,,,1610612763,50,28,2024-12-20T01:53:39Z,2680000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
272,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,out,[],1629630,,,1610612763,50,28,2024-12-20T01:53:39Z,2690000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
273,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,out,[],1641744,,,1610612763,50,28,2024-12-20T01:53:39Z,2700000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
274,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,out,[],201939,,,1610612763,50,28,2024-12-20T01:53:39Z,2710000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
275,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,out,[],1631218,,,1610612763,50,28,2024-12-20T01:53:39Z,2720000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
276,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,50,28,2024-12-20T01:53:39Z,2730000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
277,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,in,[],1630590,,,1610612763,50,28,2024-12-20T01:53:39Z,2740000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,
278,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,50,28,2024-12-20T01:53:39Z,2750000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
279,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,in,[],1627780,,,1610612763,50,28,2024-12-20T01:53:39Z,2760000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
280,PT06M19.00S,2024-12-20T01:53:21.8Z,2,REGULAR,substitution,in,[],203471,,,1610612763,50,28,2024-12-20T01:53:39Z,2770000,False,,,0,,SUB in: D. Schröder,[203471],1610612744.0,GSW,,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,
281,PT06M19.00S,2024-12-20T01:53:52.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628991,,,1610612763,51,28,2024-12-20T01:53:52Z,2780000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (4 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Made,4.0,,,,,,,,,,,,,
282,PT05M55.00S,2024-12-20T01:54:19.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203937,6.783837056504599,48.28431372549019,1610612744,51,28,2024-12-20T01:54:35Z,2790000,False,9.0,11.0,1,left,MISS K. Anderson driving DUNK - blocked,"[203937, 1628991]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,,,,Anderson,K. Anderson,,,1.42,Missed,,,,,,,,,,,,Jackson Jr.,1628991.0,
283,PT05M55.00S,2024-12-20T01:54:19.5Z,2,REGULAR,block,,[],1628991,,,1610612744,51,28,2024-12-20T01:54:21Z,2800000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
284,PT05M55.00S,2024-12-20T01:54:19.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,51,28,2024-12-20T01:54:35Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,282.0,,,,,,
285,PT05M55.00S,2024-12-20T01:54:29.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612744,51,28,2024-12-20T01:54:39Z,2820000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,,,,,,,,,
286,PT05M47.00S,2024-12-20T01:54:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,93.77463863337714,48.77450980392157,1610612763,53,28,2024-12-20T01:54:56Z,2830000,False,-6.0,6.0,1,right,J. Jackson Jr. driving finger roll Layup (6 PTS),[1628991],1610612763.0,MEM,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,0.86,Made,6.0,,,,,,,,,,,,,
287,PT05M35.00S,2024-12-20T01:55:04.0Z,2,REGULAR,3pt,Jump Shot,[],1627780,3.7614980289093296,3.1862745098039214,1610612744,53,31,2024-12-20T01:55:06Z,2840000,False,234.0,-17.0,1,left,G. Payton II 3PT  (3 PTS) (B. Podziemski 2 AST),"[1627780, 1641764]",1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Payton II,G. Payton II,,,23.47,Made,3.0,B. Podziemski,1641764.0,2.0,,,,,,,,,,
289,PT05M17.00S,2024-12-20T01:55:24.5Z,2,REGULAR,foul,personal,['2freethrow'],203471,,,1610612763,53,31,2024-12-20T01:55:31Z,2860000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (Pippen Jr. 2 FT),"[203471, 1630590]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202026.0,1.0,0.0,Schröder,D. Schröder,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,,
291,PT05M17.00S,2024-12-20T01:55:49.4Z,2,REGULAR,freethrow,1 of 2,[],1630590,,,1610612763,53,31,2024-12-20T01:55:49Z,2880000,False,,,0,,MISS S. Pippen Jr. Free Throw 1 of 2,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,Missed,,,,,,,,,,,,,,
292,PT05M17.00S,2024-12-20T01:55:49.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,53,31,2024-12-20T01:55:49Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,291.0,,,,,,
293,PT05M17.00S,2024-12-20T01:56:07.1Z,2,REGULAR,freethrow,2 of 2,[],1630590,,,1610612763,53,31,2024-12-20T01:56:07Z,2900000,False,,,0,,MISS S. Pippen Jr. Free Throw 2 of 2,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,Missed,,,,,,,,,,,,,,
294,PT05M15.00S,2024-12-20T01:56:08.2Z,2,REGULAR,rebound,defensive,[],203937,,,1610612744,53,31,2024-12-20T01:56:08Z,2910000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612744.0,GSW,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,293.0,2.0,2.0,0.0,,,
295,PT05M02.00S,2024-12-20T01:56:21.8Z,2,REGULAR,3pt,Jump Shot,[],203952,28.728646517739815,74.75490196078431,1610612744,53,31,2024-12-20T01:56:28Z,2920000,False,-124.0,218.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Wiggins,A. Wiggins,,,25.03,Missed,,,,,,,,,,,,,,
296,PT04M58.00S,2024-12-20T01:56:25.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,53,31,2024-12-20T01:56:28Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,295.0,,,,,,
298,PT04M58.00S,2024-12-20T01:56:29.6Z,2,REGULAR,substitution,out,[],1642377,,,1610612744,53,31,2024-12-20T01:56:44Z,2950000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,
299,PT04M58.00S,2024-12-20T01:56:29.6Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,53,31,2024-12-20T01:56:44Z,2960000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
300,PT04M58.00S,2024-12-20T01:56:29.6Z,2,REGULAR,substitution,in,[],1630583,,,1610612744,53,31,2024-12-20T01:56:44Z,2970000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
301,PT04M58.00S,2024-12-20T01:56:29.6Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,53,31,2024-12-20T01:56:44Z,2980000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
302,PT04M50.00S,2024-12-20T01:56:56.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,30.962549277266753,33.088235294117645,1610612744,53,31,2024-12-20T01:56:59Z,2990000,False,85.0,239.0,1,left,MISS B. Podziemski 25' 3PT,[1641764],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Podziemski,B. Podziemski,,,25.31,Missed,,,,,,,,,,,,,,
303,PT04M47.00S,2024-12-20T01:56:59.1Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,53,31,2024-12-20T01:56:59Z,3000000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,302.0,5.0,4.0,1.0,,,
304,PT04M35.00S,2024-12-20T01:57:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,88.51839684625493,49.01960784313725,1610612763,53,31,2024-12-20T01:57:15Z,3010000,False,-5.0,55.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 203937]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,5.56,Missed,,,,,,,,,,,,Anderson,203937.0,
305,PT04M35.00S,2024-12-20T01:57:10.7Z,2,REGULAR,block,,[],203937,,,1610612763,53,31,2024-12-20T01:57:13Z,3020000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
306,PT04M31.00S,2024-12-20T01:57:14.7Z,2,REGULAR,rebound,defensive,[],203471,,,1610612744,53,31,2024-12-20T01:57:15Z,3030000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Schröder,D. Schröder,,,,,,,,,,,,304.0,1.0,1.0,0.0,,,
307,PT04M28.00S,2024-12-20T01:57:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.389618922470433,52.20588235294118,1610612744,53,33,2024-12-20T01:57:23Z,3040000,False,-11.0,8.0,1,left,B. Hield driving Layup (2 PTS),[1627741],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,,,,Hield,B. Hield,,,1.34,Made,2.0,,,,,,,,,,,,,
308,PT04M15.00S,2024-12-20T01:57:30.9Z,2,REGULAR,2pt,Jump Shot,[],1630217,89.43823915900131,9.068627450980392,1610612763,55,33,2024-12-20T01:57:34Z,3050000,False,-205.0,47.0,1,right,D. Bane 21' pullup Jump Shot (8 PTS) (S. Pippen Jr. 3 AST),"[1630217, 1630590]",1610612763.0,MEM,pullup,,,,,,Mid-Range,16-24 Left,,,,Bane,D. Bane,,,21.0,Made,8.0,S. Pippen Jr.,1630590.0,3.0,,,,,,,,,,
310,PT03M59.00S,2024-12-20T01:57:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.5722733245729295,55.14705882352941,1610612744,55,33,2024-12-20T01:57:50Z,3070000,False,-26.0,19.0,1,left,MISS D. Schröder driving Layup,[203471],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,,,,Schröder,D. Schröder,,,3.18,Missed,,,,,,,,,,,,,,
312,PT03M56.00S,2024-12-20T01:57:50.3Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,55,33,2024-12-20T01:57:50Z,3090000,False,,,0,,S. Aldama REBOUND (Off:0 Def:5),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,310.0,5.0,5.0,0.0,,,
313,PT03M53.00S,2024-12-20T01:57:53.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,70.38436268068331,23.774509803921568,1610612763,58,33,2024-12-20T01:57:58Z,3100000,False,-131.0,226.0,1,right,S. Aldama 26' 3PT running (11 PTS) (S. Pippen Jr. 4 AST),"[1630583, 1630590]",1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Left Center,,,,Aldama,S. Aldama,,,26.12,Made,11.0,S. Pippen Jr.,1630590.0,4.0,,,,,,,,,,
315,PT03M51.00S,2024-12-20T01:57:59.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,58,33,2024-12-20T01:57:59Z,3120000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,out,[],1628991,,,1610612744,58,33,2024-12-20T02:00:44Z,3130000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
317,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,out,[],203937,,,1610612744,58,33,2024-12-20T02:00:44Z,3140000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
318,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,58,33,2024-12-20T02:00:44Z,3150000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
319,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,out,[],203952,,,1610612744,58,33,2024-12-20T02:00:44Z,3160000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
320,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,in,[],1631222,,,1610612744,58,33,2024-12-20T02:00:44Z,3170000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
321,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,58,33,2024-12-20T02:00:44Z,3180000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
322,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,in,[],203110,,,1610612744,58,33,2024-12-20T02:00:44Z,3190000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
323,PT03M51.00S,2024-12-20T01:59:55.8Z,2,REGULAR,substitution,in,[],201939,,,1610612744,58,33,2024-12-20T02:00:44Z,3200000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
324,PT03M38.00S,2024-12-20T02:01:05.9Z,2,REGULAR,foul,offensive,[],203471,,,1610612744,58,33,2024-12-20T02:15:15Z,3210000,False,,,0,,D. Schröder offensive FOUL (2 PF),"[203471, 1630583]",1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,202035.0,2.0,0.0,Schröder,D. Schröder,Aldama,1630583.0,,,,,,,,,,,,,,,,
326,PT03M38.00S,2024-12-20T02:01:05.9Z,2,REGULAR,turnover,offensive foul,[],203471,,,1610612744,58,33,2024-12-20T02:01:05Z,3230000,False,,,0,,D. Schröder offensive foul TURNOVER (3 TO),[203471],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,202035.0,,,Schröder,D. Schröder,,,,,,,,,3.0,,,,,,,,,
327,PT03M23.00S,2024-12-20T02:01:40.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630590,78.26872536136662,32.1078431372549,1610612763,58,33,2024-12-20T02:01:43Z,3240000,False,-89.0,152.0,1,right,MISS S. Pippen Jr. 17' pullup Shot,[1630590],1610612763.0,MEM,pullup,,,,,,Mid-Range,16-24 Left Center,,,,Pippen Jr.,S. Pippen Jr.,,,17.62,Missed,,,,,,,,,,,,,,
328,PT03M22.00S,2024-12-20T02:01:41.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,58,33,2024-12-20T02:01:43Z,3250000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,327.0,,,,,,
330,PT03M06.00S,2024-12-20T02:02:05.1Z,2,REGULAR,3pt,Jump Shot,[],203471,28.728646517739815,73.52941176470588,1610612744,58,33,2024-12-20T02:02:08Z,3270000,False,-118.0,218.0,1,left,MISS D. Schröder 24' 3PT,[203471],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Schröder,D. Schröder,,,24.73,Missed,,,,,,,,,,,,,,
331,PT03M03.00S,2024-12-20T02:02:08.1Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,58,33,2024-12-20T02:02:08Z,3280000,False,,,0,,S. Aldama REBOUND (Off:0 Def:6),[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Aldama,S. Aldama,,,,,,,,,,,,330.0,6.0,6.0,0.0,,,
332,PT02M56.00S,2024-12-20T02:02:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,84.1819973718791,40.931372549019606,1610612763,60,33,2024-12-20T02:02:18Z,3290000,False,-45.0,96.0,1,right,B. Clarke 10' driving floating Jump Shot (6 PTS) (S. Aldama 2 AST),"[1629634, 1630583]",1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Clarke,B. Clarke,,,10.63,Made,6.0,S. Aldama,1630583.0,2.0,,,,,,,,,,
334,PT02M40.00S,2024-12-20T02:02:30.4Z,2,REGULAR,3pt,Jump Shot,[],1627741,29.517082785808146,74.26470588235294,1610612744,60,36,2024-12-20T02:02:33Z,3310000,False,-121.0,225.0,1,left,B. Hield 25' 3PT  (5 PTS) (D. Schröder 2 AST),"[1627741, 203471]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Hield,B. Hield,,,25.56,Made,5.0,D. Schröder,203471.0,2.0,,,,,,,,,,
