actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
265,PT07M15.00S,2022-10-24T01:26:23.1Z,2,REGULAR,2pt,Jump Shot,[],201939,81.94809461235218,76.7156862745098,1610612744,58,54,2022-10-24T01:26:28Z,2640000,134.0,117.0,1,right,S. Curry 17' pullup Jump Shot (9 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,17.77,Made,9.0,,,,,,,,,,,,,,,,,
266,PT07M03.00S,2022-10-24T01:26:34.7Z,2,REGULAR,3pt,Jump Shot,[],1628989,18.347568988173457,3.431372549019608,1610612758,58,54,2022-10-24T01:26:40Z,2650000,233.0,120.0,1,left,MISS K. Huerter 26' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
267,PT07M00.00S,2022-10-24T01:26:38.1Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612758,58,54,2022-10-24T01:26:38Z,2660000,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,266.0,2.0,1.0,1.0,,,,,,,,,,,,,
268,PT06M59.00S,2022-10-24T01:26:39.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,29.77989487516426,75.98039215686273,1610612758,58,57,2022-10-24T01:26:44Z,2670000,-130.0,227.0,1,left,K. Murray 26' 3PT  (13 PTS) (D. Fox 6 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.19,Made,13.0,,,,,D. Fox,1628368.0,6.0,,,,,,,,,,
270,PT06M47.00S,2022-10-24T01:26:52.0Z,2,REGULAR,3pt,Jump Shot,[],201939,68.28186596583443,27.941176470588236,1610612744,61,57,2022-10-24T01:26:58Z,2690000,-110.0,246.0,1,right,S. Curry 26' 3PT  (12 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.93,Made,12.0,,,,,,,,,,,,,,,,,
271,PT06M32.00S,2022-10-24T01:27:10.9Z,2,REGULAR,foul,offensive,[],1628989,,,1610612758,61,57,2022-10-24T01:28:26Z,2700000,,,0,,K. Huerter offensive FOUL (2 PF),"[1628989, 1628978]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1662.0,2.0,0.0,DiVincenzo,1628978.0,,,,,
273,PT06M32.00S,2022-10-24T01:27:10.9Z,2,REGULAR,turnover,offensive foul,[],1628989,,,1610612758,61,57,2022-10-24T01:28:26Z,2720000,,,0,,K. Huerter offensive foul TURNOVER (1 TO),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1662.0,,,,,1.0,,,,
274,PT06M32.00S,2022-10-24T01:27:15.7Z,2,REGULAR,substitution,out,[],1628978,,,1610612744,61,57,2022-10-24T01:27:22Z,2730000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M32.00S,2022-10-24T01:27:15.7Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,61,57,2022-10-24T01:27:22Z,2740000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M32.00S,2022-10-24T01:27:15.7Z,2,REGULAR,substitution,in,[],202691,,,1610612744,61,57,2022-10-24T01:27:22Z,2750000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M32.00S,2022-10-24T01:27:15.7Z,2,REGULAR,substitution,in,[],203952,,,1610612744,61,57,2022-10-24T01:27:22Z,2760000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M22.00S,2022-10-24T01:27:39.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,66.5735873850197,67.8921568627451,1610612744,64,57,2022-10-24T01:27:44Z,2770000,89.0,262.0,1,right,S. Curry 27' 3PT pullup (15 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.66,Made,15.0,,,,,,,,,,,,,,,,,
279,PT06M09.00S,2022-10-24T01:27:52.4Z,2,REGULAR,3pt,Jump Shot,[],1629056,27.94021024967148,12.009803921568627,1610612758,64,57,2022-10-24T01:27:57Z,2780000,190.0,210.0,1,left,MISS T. Davis 28' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Right Center,28.33,Missed,,,,,,,,,,,,,,,,,,
280,PT06M08.00S,2022-10-24T01:27:53.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,64,57,2022-10-24T01:27:57Z,2790000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,279.0,,,,,,,,,,,,,,,,
282,PT05M55.00S,2022-10-24T01:28:38.7Z,2,REGULAR,3pt,Jump Shot,[],203952,87.99277266754271,97.05882352941177,1610612744,64,57,2022-10-24T01:28:44Z,2810000,235.0,60.0,1,right,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
283,PT05M51.00S,2022-10-24T01:28:42.7Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,64,57,2022-10-24T01:28:44Z,2820000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,,282.0,3.0,2.0,1.0,,,,,,,,,,,,,
284,PT05M51.00S,2022-10-24T01:28:43.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,66,57,2022-10-24T01:28:43Z,2830000,0.0,0.0,1,right,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
285,PT05M39.00S,2022-10-24T01:28:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.95335085413929,48.529411764705884,1610612758,66,57,2022-10-24T01:29:00Z,2840000,7.0,116.0,1,left,MISS D. Fox 11' floating Shot - blocked,"[1628368, 203952]",1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,11.65,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0
286,PT05M39.00S,2022-10-24T01:28:55.4Z,2,REGULAR,block,,[],203952,,,1610612758,66,57,2022-10-24T01:48:35Z,2850000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
287,PT05M37.00S,2022-10-24T01:28:57.4Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,66,57,2022-10-24T01:29:00Z,2860000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,285.0,1.0,1.0,0.0,,,,,,,,,,,,,
288,PT05M35.00S,2022-10-24T01:29:00.2Z,2,REGULAR,turnover,lost ball,[],202691,,,1610612744,66,57,2022-10-24T01:29:05Z,2870000,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1628368]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Fox,1628368.0,,
289,PT05M35.00S,2022-10-24T01:29:00.2Z,2,REGULAR,steal,,[],1628368,,,1610612758,66,57,2022-10-24T01:29:01Z,2880000,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
290,PT05M22.00S,2022-10-24T01:29:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,11.383048620236531,51.225490196078425,1610612758,66,59,2022-10-24T01:29:23Z,2890000,-6.0,55.0,1,left,K. Huerter finger roll Layup (2 PTS),[1628989],1610612758.0,SAC,finger roll,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,2.0,,,,,,,,,,,,,,,,,
291,PT05M22.00S,2022-10-24T01:29:18.5Z,2,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612758,66,59,2022-10-24T01:29:30Z,2900000,,,0,,K. Looney shooting personal FOUL (1 PF) (Huerter 1 FT),"[1626172, 1628989]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,1.0,0.0,Huerter,1628989.0,,,,,
293,PT05M22.00S,2022-10-24T01:29:24.8Z,2,REGULAR,substitution,out,[],1631099,,,1610612758,66,59,2022-10-24T01:30:49Z,2920000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M22.00S,2022-10-24T01:29:24.8Z,2,REGULAR,substitution,in,[],203084,,,1610612758,66,59,2022-10-24T01:30:49Z,2930000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT05M22.00S,2022-10-24T01:29:43.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628989,,,1610612758,66,60,2022-10-24T01:29:43Z,2940000,,,0,,K. Huerter Free Throw 1 of 1 (3 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
296,PT05M15.00S,2022-10-24T01:29:54.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629056,,,1610612744,66,60,2022-10-24T01:30:01Z,2950000,,,0,,T. Davis personal FOUL (3 PF) (Curry 2 FT),"[1629056, 201939]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202056.0,3.0,0.0,Curry,201939.0,,,,,
298,PT05M15.00S,2022-10-24T01:30:17.2Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,67,60,2022-10-24T01:30:17Z,2970000,,,0,,S. Curry Free Throw 1 of 2 (16 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
299,PT05M15.00S,2022-10-24T01:30:31.0Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,68,60,2022-10-24T01:30:31Z,2980000,,,0,,S. Curry Free Throw 2 of 2 (17 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
300,PT05M05.00S,2022-10-24T01:30:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,8.492115637319317,54.41176470588235,1610612758,68,60,2022-10-24T01:31:03Z,2990000,-22.0,27.0,1,left,MISS K. Huerter driving Layup - blocked,"[1628989, 1626172]",1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,Looney,1626172.0
301,PT05M05.00S,2022-10-24T01:30:42.7Z,2,REGULAR,block,,[],1626172,,,1610612758,68,60,2022-10-24T01:48:20Z,3000000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
302,PT05M05.00S,2022-10-24T01:30:42.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,68,60,2022-10-24T01:31:03Z,3010000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,300.0,,,,,,,,,,,,,,,,
304,PT04M57.00S,2022-10-24T01:31:11.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628989,9.411957950065702,56.61764705882353,1610612758,68,60,2022-10-24T01:42:47Z,3030000,-33.0,36.0,1,left,MISS K. Huerter driving reverse Layup,[1628989],1610612758.0,SAC,driving reverse,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,4.89,Missed,,,,,,,,,,,,,,,,,,
305,PT04M53.00S,2022-10-24T01:31:15.4Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,68,60,2022-10-24T01:42:47Z,3040000,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,304.0,5.0,3.0,2.0,,,,,,,,,,,,,
306,PT04M53.00S,2022-10-24T01:31:15.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,5.590000152587891,50.0,1610612758,68,60,2022-10-24T01:31:15Z,3050000,0.0,0.0,1,left,MISS D. Sabonis putback Layup - blocked,"[1627734, 203952]",1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0
307,PT04M53.00S,2022-10-24T01:31:15.5Z,2,REGULAR,block,,[],203952,,,1610612758,68,60,2022-10-24T01:31:16Z,3060000,,,0,,A. Wiggins BLOCK (2 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
308,PT04M51.00S,2022-10-24T01:31:17.0Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,68,60,2022-10-24T01:31:17Z,3070000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,306.0,2.0,1.0,1.0,,,,,,,,,,,,,
309,PT04M44.00S,2022-10-24T01:31:23.7Z,2,REGULAR,3pt,Jump Shot,[],202691,69.20170827858082,72.05882352941177,1610612744,71,60,2022-10-24T01:31:28Z,3080000,110.0,237.0,1,right,K. Thompson 26' 3PT  (8 PTS) (K. Looney 2 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.14,Made,8.0,,,,,K. Looney,1626172.0,2.0,,,,,,,,,,
311,PT04M31.00S,2022-10-24T01:31:37.4Z,2,REGULAR,2pt,Jump Shot,[],1629056,21.76412614980289,73.77450980392157,1610612758,71,60,2022-10-24T01:31:41Z,3100000,-119.0,152.0,1,left,MISS T. Davis 19' step back Shot,[1629056],1610612758.0,SAC,step back,,,Davis,T. Davis,,,,,Mid-Range,16-24 Left Center,19.31,Missed,,,,,,,,,,,,,,,,,,
312,PT04M29.00S,2022-10-24T01:31:39.4Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,71,60,2022-10-24T01:31:41Z,3110000,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,,,
313,PT04M14.00S,2022-10-24T01:31:54.4Z,2,REGULAR,2pt,Jump Shot,[],202691,87.07293035479631,66.17647058823529,1610612744,71,60,2022-10-24T01:32:00Z,3120000,81.0,69.0,1,right,MISS K. Thompson 10' turnaround bank Shot,[202691],1610612744.0,GSW,turnaround bank,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,10.63,Missed,,,,,,,,,,,,,,,,,,
314,PT04M12.00S,2022-10-24T01:31:56.4Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,71,60,2022-10-24T01:32:00Z,3130000,,,0,,D. Fox REBOUND (Off:1 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,313.0,3.0,2.0,1.0,,,,,,,,,,,,,
315,PT04M06.00S,2022-10-24T01:32:02.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612758,71,60,2022-10-24T01:32:16Z,3140000,,,0,,K. Looney shooting personal FOUL (2 PF) (Barnes 2 FT),"[1626172, 203084]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,202056.0,2.0,0.0,Barnes,203084.0,,,,,
317,PT04M06.00S,2022-10-24T01:32:29.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,71,60,2022-10-24T01:34:36Z,3160000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT04M06.00S,2022-10-24T01:34:41.8Z,2,REGULAR,substitution,out,[],1629056,,,1610612758,71,60,2022-10-24T01:35:13Z,3180000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT04M06.00S,2022-10-24T01:34:41.8Z,2,REGULAR,substitution,out,[],1628989,,,1610612758,71,60,2022-10-24T01:35:13Z,3190000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT04M06.00S,2022-10-24T01:34:41.8Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,71,60,2022-10-24T01:35:13Z,3200000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT04M06.00S,2022-10-24T01:34:41.8Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,71,60,2022-10-24T01:35:13Z,3210000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT04M06.00S,2022-10-24T01:35:36.6Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,71,60,2022-10-24T01:35:36Z,3220000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
324,PT04M06.00S,2022-10-24T01:35:36.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,71,60,2022-10-24T01:35:36Z,3230000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,,
325,PT04M06.00S,2022-10-24T01:35:53.1Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,71,61,2022-10-24T01:35:53Z,3240000,,,0,,H. Barnes Free Throw 2 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
326,PT03M53.00S,2022-10-24T01:36:07.6Z,2,REGULAR,3pt,Jump Shot,[],201939,72.48685939553219,12.745098039215685,1610612744,74,61,2022-10-24T01:36:12Z,3250000,-186.0,206.0,1,right,S. Curry 27' 3PT  (20 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,27.78,Made,20.0,,,,,A. Wiggins,203952.0,1.0,,,,,,,,,,
328,PT03M34.00S,2022-10-24T01:36:29.9Z,2,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,74,61,2022-10-24T01:36:45Z,3270000,,,0,,K. Murray step out-of-bounds TURNOVER (1 TO),[1631099],1610612758.0,SAC,step,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1662.0,,,,,1.0,,,,
329,PT03M22.00S,2022-10-24T01:36:49.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626172,92.85479632063075,55.63725490196079,1610612744,76,61,2022-10-24T01:36:54Z,3280000,28.0,15.0,1,right,K. Looney cutting DUNK (4 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.18,Made,4.0,,,,,K. Thompson,202691.0,1.0,,,,,,,,,,
331,PT02M59.00S,2022-10-24T01:37:12.3Z,2,REGULAR,2pt,Jump Shot,[],1628370,24.655059132720105,47.794117647058826,1610612758,76,63,2022-10-24T01:50:31Z,3300000,11.0,179.0,1,left,M. Monk 17' pullup Jump Shot (10 PTS) (D. Sabonis 2 AST),"[1628370, 1627734]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,16-24 Center,17.96,Made,10.0,,,,,D. Sabonis,1627734.0,2.0,,,,,,,,,,
333,PT02M50.00S,2022-10-24T01:37:21.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,80.23981603153744,4.901960784313726,1610612744,79,63,2022-10-24T01:37:29Z,3320000,-225.0,133.0,1,right,S. Curry 26' 3PT step back (23 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.19,Made,23.0,,,,,,,,,,,,,,,,,
334,PT02M28.00S,2022-10-24T01:37:43.3Z,2,REGULAR,3pt,Jump Shot,[],1627734,26.49474375821288,84.55882352941177,1610612758,79,63,2022-10-24T01:37:54Z,3330000,-173.0,197.0,1,left,MISS D. Sabonis 26' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
335,PT02M26.00S,2022-10-24T01:37:45.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,79,63,2022-10-24T01:38:04Z,3340000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,334.0,,,,,,,,,,,,,,,,
336,PT02M26.00S,2022-10-24T01:37:50.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203084,,,1610612744,79,63,2022-10-24T01:38:00Z,3350000,,,0,,H. Barnes loose ball personal FOUL (1 PF) (Curry 2 FT),"[203084, 201939]",1610612758.0,SAC,loose ball,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,1.0,0.0,Curry,201939.0,,,,,
338,PT02M26.00S,2022-10-24T01:38:25.3Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,80,63,2022-10-24T01:38:25Z,3370000,,,0,,S. Curry Free Throw 1 of 2 (24 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
339,PT02M26.00S,2022-10-24T01:38:41.2Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,81,63,2022-10-24T01:38:41Z,3380000,,,0,,S. Curry Free Throw 2 of 2 (25 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
340,PT02M11.00S,2022-10-24T01:39:00.2Z,2,REGULAR,turnover,bad pass,[],203084,,,1610612758,81,63,2022-10-24T01:39:03Z,3390000,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 203952]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,
341,PT02M11.00S,2022-10-24T01:39:00.2Z,2,REGULAR,steal,,[],203952,,,1610612744,81,63,2022-10-24T01:39:01Z,3400000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
342,PT02M06.00S,2022-10-24T01:39:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,90.75229960578186,63.725490196078425,1610612744,83,63,2022-10-24T01:39:12Z,3410000,69.0,34.0,1,right,A. Wiggins 7' running Layup (15 PTS),[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,15.0,,,,,,,,,,,,,,,,,
343,PT01M53.00S,2022-10-24T01:39:18.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,8.623521681997373,54.65686274509803,1610612758,83,65,2022-10-24T01:39:23Z,3420000,-23.0,29.0,1,left,D. Sabonis DUNK (10 PTS) (M. Monk 3 AST),"[1627734, 1628370]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.69,Made,10.0,,,,,M. Monk,1628370.0,3.0,,,,,,,,,,
345,PT01M37.00S,2022-10-24T01:39:34.3Z,2,REGULAR,3pt,Jump Shot,[],202691,69.46452036793693,71.81372549019608,1610612744,83,65,2022-10-24T01:39:38Z,3440000,109.0,235.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
346,PT01M34.00S,2022-10-24T01:39:37.3Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,83,65,2022-10-24T01:39:38Z,3450000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,345.0,1.0,1.0,0.0,,,,,,,,,,,,,
348,PT01M32.00S,2022-10-24T01:39:39.0Z,2,REGULAR,turnover,bad pass,[],203084,,,1610612758,83,65,2022-10-24T01:39:43Z,3470000,,,0,,H. Barnes bad pass TURNOVER (2 TO),"[203084, 201939]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Curry,201939.0,,
349,PT01M32.00S,2022-10-24T01:39:39.0Z,2,REGULAR,steal,,[],201939,,,1610612744,83,65,2022-10-24T01:39:41Z,3480000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT01M28.00S,2022-10-24T01:39:42.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,84.31340341655716,3.431372549019608,1610612744,86,65,2022-10-24T01:39:47Z,3490000,-233.0,95.0,1,right,S. Curry 25' 3PT  (28 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.14,Made,28.0,,,,,,,,,,,,,,,,,
