actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
613,PT02M04.00S,2023-03-04T05:22:51.1Z,4,REGULAR,rebound,offensive,[],203468,,,1610612740,100,96,2023-03-04T05:22:54Z,6080000,False,,,0,,C. McCollum REBOUND (Off:1 Def:5),[203468],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,McCollum,C. McCollum,,,,,,,,612.0,6.0,5.0,1.0,,,,,,,
614,PT01M53.00S,2023-03-04T05:23:02.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,30.042706964520367,13.23529411764706,1610612740,100,96,2023-03-04T05:23:09Z,6090000,False,184.0,230.0,1,left,MISS T. Murphy III 29' 3PT,[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,29.43,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
615,PT01M50.00S,2023-03-04T05:23:05.0Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612744,100,96,2023-03-04T05:23:06Z,6100000,False,,,0,,D. DiVincenzo REBOUND (Off:2 Def:4),[1628978],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,DiVincenzo,D. DiVincenzo,,,,,,,,614.0,6.0,4.0,2.0,,,,,,,
616,PT01M32.00S,2023-03-04T05:23:23.3Z,4,REGULAR,2pt,Jump Shot,[],202691,76.69185282522996,26.47058823529412,1610612744,102,96,2023-03-04T05:23:28Z,6110000,False,-118.0,167.0,1,right,K. Thompson 20' step back Jump Shot (27 PTS),[202691],1610612744.0,GSW,step back,,,,,,Mid-Range,16-24 Left Center,20.39,Made,27.0,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
617,PT01M17.00S,2023-03-04T05:23:47.6Z,4,REGULAR,turnover,lost ball,[],1630529,,,1610612740,102,96,2023-03-04T05:24:55Z,6120000,False,,,0,,H. Jones lost ball TURNOVER (2 TO),"[1630529, 1630228]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jones,H. Jones,,,,,2.0,Kuminga,1630228.0,,,,,,,,,,,
618,PT01M17.00S,2023-03-04T05:23:47.6Z,4,REGULAR,steal,,[],1630228,,,1610612744,102,96,2023-03-04T05:23:49Z,6130000,False,,,0,,J. Kuminga STEAL (4 STL),[1630228],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
619,PT01M10.00S,2023-03-04T05:23:56.7Z,4,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612744,102,96,2023-03-04T05:24:03Z,6140000,False,,,0,,B. Ingram shooting personal FOUL (5 PF) (Poole 2 FT),"[1627742, 1629673]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Ingram,B. Ingram,,,,2882.0,,,,,,,,5.0,0.0,Poole,1629673.0,,,
621,PT01M10.00S,2023-03-04T05:24:28.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629673,,,1610612744,103,96,2023-03-04T05:24:28Z,6160000,False,,,0,,J. Poole Free Throw 1 of 2 (13 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,13.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
622,PT01M10.00S,2023-03-04T05:24:51.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629673,,,1610612744,104,96,2023-03-04T05:24:51Z,6170000,False,,,0,,J. Poole Free Throw 2 of 2 (14 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,14.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
623,PT01M01.00S,2023-03-04T05:25:04.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203110,,,1610612740,104,96,2023-03-04T05:25:18Z,6180000,False,,,0,,D. Green personal FOUL (6 PF) (Ingram 2 FT),"[203110, 1627742]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Green,D. Green,,,,1193.0,,,,,,,,6.0,0.0,Ingram,1627742.0,,,
625,PT01M01.00S,2023-03-04T05:25:12.8Z,4,REGULAR,substitution,out,[],203110,,,1610612740,104,96,2023-03-04T05:25:17Z,6200000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
626,PT01M01.00S,2023-03-04T05:25:12.8Z,4,REGULAR,substitution,in,[],1626172,,,1610612740,104,96,2023-03-04T05:25:17Z,6210000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
627,PT01M01.00S,2023-03-04T05:25:45.5Z,4,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,104,96,2023-03-04T05:25:45Z,6220000,False,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,,,,,,,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
628,PT01M01.00S,2023-03-04T05:25:45.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,104,96,2023-03-04T05:25:45Z,6230000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,627.0,,,,,,,,,,
629,PT01M01.00S,2023-03-04T05:26:04.6Z,4,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,104,97,2023-03-04T05:26:04Z,6240000,False,,,0,,B. Ingram Free Throw 2 of 2 (17 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,17.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
630,PT00M42.20S,2023-03-04T05:26:25.6Z,4,REGULAR,turnover,bad pass,[],1628978,,,1610612744,104,97,2023-03-04T05:26:28Z,6250000,False,,,0,,D. DiVincenzo bad pass TURNOVER (2 TO),"[1628978, 1630530]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,DiVincenzo,D. DiVincenzo,,,,,2.0,Murphy III,1630530.0,,,,,,,,,,,
631,PT00M42.20S,2023-03-04T05:26:25.6Z,4,REGULAR,steal,,[],1630530,,,1610612740,104,97,2023-03-04T05:26:26Z,6260000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
632,PT00M36.10S,2023-03-04T05:26:31.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,7.966491458607096,42.8921568627451,1610612740,104,97,2023-03-04T05:26:36Z,6270000,False,36.0,22.0,1,left,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,4.2,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
634,PT00M33.70S,2023-03-04T05:26:34.1Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,104,97,2023-03-04T05:26:36Z,6290000,False,,,0,,K. Looney REBOUND (Off:2 Def:9),[1626172],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,,,,,632.0,11.0,9.0,2.0,,,,,,,
635,PT00M29.60S,2023-03-04T05:26:39.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612744,104,97,2023-03-04T05:26:48Z,6300000,False,,,0,,B. Ingram take personal FOUL (6 PF) (Poole 2 FT),"[1627742, 1629673]",1610612740.0,NOP,take,,,,,,Above the Break 3,24+ Right Center,,,,Ingram,B. Ingram,,,,202901.0,,,,,,,,6.0,0.0,Poole,1629673.0,,,
637,PT00M29.60S,2023-03-04T05:26:50.6Z,4,REGULAR,substitution,out,[],1627742,,,1610612744,104,97,2023-03-04T05:26:56Z,6320000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
638,PT00M29.60S,2023-03-04T05:26:50.6Z,4,REGULAR,substitution,in,[],1630700,,,1610612744,104,97,2023-03-04T05:26:56Z,6330000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
639,PT00M29.60S,2023-03-04T05:27:11.9Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,105,97,2023-03-04T05:27:11Z,6340000,False,,,0,,J. Poole Free Throw 1 of 2 (15 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,15.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
640,PT00M29.60S,2023-03-04T05:27:35.6Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,106,97,2023-03-04T05:27:35Z,6350000,False,,,0,,J. Poole Free Throw 2 of 2 (16 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,16.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
641,PT00M29.60S,2023-03-04T05:27:39.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,106,97,2023-03-04T05:27:39Z,6360000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M25.20S,2023-03-04T05:29:19.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,11.251642575558476,47.549019607843135,1610612740,106,97,2023-03-04T05:29:28Z,6370000,False,12.0,53.0,1,left,MISS C. McCollum driving Layup - blocked,"[203468, 1630228]",1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,Kuminga,1630228.0,
643,PT00M25.20S,2023-03-04T05:29:19.3Z,4,REGULAR,block,,[],1630228,,,1610612740,106,97,2023-03-04T05:29:22Z,6380000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
644,PT00M22.00S,2023-03-04T05:29:22.5Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612744,106,97,2023-03-04T05:29:28Z,6390000,False,,,0,,D. DiVincenzo REBOUND (Off:2 Def:5),[1628978],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,DiVincenzo,D. DiVincenzo,,,,,,,,642.0,7.0,5.0,2.0,,,,,,,
645,PT00M21.30S,2023-03-04T05:29:24.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629673,90.75229960578186,48.529411764705884,1610612744,108,97,2023-03-04T05:29:33Z,6400000,False,-7.0,34.0,1,right,J. Poole running DUNK (18 PTS) (D. DiVincenzo 6 AST),"[1629673, 1628978]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,3.52,Made,18.0,Poole,J. Poole,D. DiVincenzo,1628978.0,6.0,,,,,,,,,,,,,,,
647,PT00M13.00S,2023-03-04T05:29:37.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,7.703679369250986,44.36274509803921,1610612740,108,99,2023-03-04T05:29:42Z,6420000,False,28.0,20.0,1,left,T. Murphy III driving DUNK (15 PTS),[1630530],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,3.45,Made,15.0,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2023-03-04T05:29:58.0Z,4,REGULAR,period,end,[],0,,,1610612744,108,99,2023-03-04T05:29:58Z,6430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2023-03-04T05:29:59.8Z,4,REGULAR,game,end,[],0,,,0,108,99,2023-03-04T05:29:59Z,6440000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
