actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
348,PT11M52.00S,2023-03-01T04:25:26.4Z,3,REGULAR,3pt,Jump Shot,[],203081,65.52233902759527,20.833333333333336,1610612757,48,65,2023-03-01T04:25:39Z,3410000,False,-146.0,272.0,1,right,MISS D. Lillard 30' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,30.83,Missed,,,,,,,,,,,,,,,,,,
349,PT11M48.00S,2023-03-01T04:25:30.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,48,65,2023-03-01T04:25:39Z,3420000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,348.0,,,,,,,,,,,,,,,
351,PT11M34.00S,2023-03-01T04:25:50.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,13.222733245729303,45.09803921568628,1610612744,50,65,2023-03-01T04:25:57Z,3440000,False,25.0,72.0,1,left,D. DiVincenzo 7' driving floating Jump Shot (12 PTS) (K. Thompson 2 AST),"[1628978, 202691]",1610612744.0,GSW,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,7.59,Made,,,,,,,,,,12.0,,,,,,K. Thompson,202691.0,2.0
353,PT11M12.00S,2023-03-01T04:26:12.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,92.32917214191852,57.59803921568627,1610612757,50,67,2023-03-01T04:26:45Z,3460000,False,38.0,20.0,1,right,C. Reddish cutting finger roll Layup (10 PTS) (J. Grant 1 AST),"[1629629, 203924]",1610612757.0,POR,cutting finger roll,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,4.28,Made,,,,,,,,,,10.0,,,,,,J. Grant,203924.0,1.0
355,PT11M00.00S,2023-03-01T04:26:25.1Z,3,REGULAR,3pt,Jump Shot,[],1628978,28.465834428383708,15.441176470588236,1610612744,50,67,2023-03-01T04:26:30Z,3480000,False,173.0,215.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,27.59,Missed,,,,,,,,,,,,,,,,,,
356,PT10M58.00S,2023-03-01T04:26:27.1Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,50,67,2023-03-01T04:26:58Z,3490000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:6),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,,,355.0,7.0,6.0,1.0,,,,,,,,,,,,
357,PT10M43.00S,2023-03-01T04:26:41.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,84.70762155059133,49.50980392156863,1610612757,50,67,2023-03-01T04:27:34Z,3500000,False,-2.0,91.0,1,right,MISS D. Eubanks 9' driving Hook,[1629234],1610612757.0,POR,driving,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,9.12,Missed,,,,,,,,,,,,,,,,,,
358,PT10M42.00S,2023-03-01T04:26:42.5Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,50,67,2023-03-01T04:26:47Z,3510000,False,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,357.0,4.0,2.0,2.0,,,,,,,,,,,,
359,PT10M34.00S,2023-03-01T04:26:51.5Z,3,REGULAR,2pt,Jump Shot,[],202691,25.18068331143233,41.17647058823529,1610612744,50,67,2023-03-01T04:26:56Z,3520000,False,44.0,184.0,1,left,MISS K. Thompson 18' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,18.94,Missed,,,,,,,,,,,,,,,,,,
360,PT10M31.00S,2023-03-01T04:26:54.5Z,3,REGULAR,rebound,defensive,[],1629629,,,1610612757,50,67,2023-03-01T04:26:56Z,3530000,False,,,0,,C. Reddish REBOUND (Off:0 Def:2),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Center,,,,,359.0,2.0,2.0,0.0,,,,,,,,,,,,
361,PT10M22.00S,2023-03-01T04:27:03.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,92.85479632063075,55.63725490196079,1610612757,50,67,2023-03-01T04:28:19Z,3540000,False,28.0,15.0,1,right,MISS M. Thybulle cutting Layup,[1629680],1610612757.0,POR,cutting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
362,PT10M19.00S,2023-03-01T04:27:06.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,50,67,2023-03-01T04:27:07Z,3550000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,361.0,4.0,4.0,0.0,,,,,,,,,,,,
363,PT10M13.00S,2023-03-01T04:27:11.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,8.360709592641262,43.872549019607845,1610612744,50,67,2023-03-01T04:27:21Z,3560000,False,31.0,26.0,1,left,MISS J. Poole running Layup,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
364,PT10M10.00S,2023-03-01T04:27:14.8Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,50,67,2023-03-01T04:27:16Z,3570000,False,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,363.0,5.0,2.0,3.0,,,,,,,,,,,,
365,PT10M10.00S,2023-03-01T04:27:14.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1626172,5.590000152587891,50.0,1610612744,52,67,2023-03-01T04:27:26Z,3580000,False,0.0,0.0,1,left,K. Looney tip DUNK (8 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,8.0,,,,,,,,
366,PT09M56.00S,2023-03-01T04:27:28.6Z,3,REGULAR,3pt,Jump Shot,[],1629680,96.40275952693824,95.58823529411765,1610612757,52,70,2023-03-01T04:27:33Z,3590000,False,228.0,-19.0,1,right,M. Thybulle 3PT  (9 PTS) (D. Eubanks 4 AST),"[1629680, 1629234]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,22.87,Made,,,,,,,,,,9.0,,,,,,D. Eubanks,1629234.0,4.0
368,PT09M34.00S,2023-03-01T04:27:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.835085413929041,52.69607843137255,1610612744,54,70,2023-03-01T04:27:55Z,3610000,False,-13.0,21.0,1,left,K. Thompson driving Layup (9 PTS),[202691],1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,,,,9.0,,,,,,,,
369,PT09M25.00S,2023-03-01T04:28:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,89.30683311432325,47.549019607843135,1610612757,54,72,2023-03-01T04:28:07Z,3620000,False,-12.0,48.0,1,right,D. Lillard driving finger roll Layup (21 PTS),[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,,,,,,,,,,21.0,,,,,,,,
370,PT09M10.00S,2023-03-01T04:28:17.5Z,3,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612744,54,72,2023-03-01T04:28:28Z,3630000,False,,,0,,C. Reddish shooting personal FOUL (1 PF) (Poole 2 FT),"[1629629, 1629673]",1610612757.0,POR,shooting,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1179.0,1.0,0.0,Poole,1629673.0,,,
372,PT09M10.00S,2023-03-01T04:28:41.0Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,55,72,2023-03-01T04:28:41Z,3650000,False,,,0,,J. Poole Free Throw 1 of 2 (13 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,13.0,,,,,,,,
373,PT09M10.00S,2023-03-01T04:28:58.1Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,56,72,2023-03-01T04:28:58Z,3660000,False,,,0,,J. Poole Free Throw 2 of 2 (14 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,14.0,,,,,,,,
374,PT09M01.00S,2023-03-01T04:29:09.0Z,3,REGULAR,3pt,Jump Shot,[],203924,76.82325886990802,9.313725490196079,1610612757,56,72,2023-03-01T04:29:16Z,3670000,False,-203.0,165.0,1,right,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
375,PT08M57.00S,2023-03-01T04:29:13.0Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,56,72,2023-03-01T04:29:16Z,3680000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,374.0,2.0,2.0,0.0,,,,,,,,,,,,
377,PT08M45.00S,2023-03-01T04:29:40.9Z,3,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,56,72,2023-03-01T04:29:46Z,3700000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (2 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,,1179.0,,,,,,,
378,PT08M28.00S,2023-03-01T04:30:06.0Z,3,REGULAR,turnover,bad pass,[],1629629,,,1610612757,56,72,2023-03-01T04:30:09Z,3710000,False,,,0,,C. Reddish bad pass TURNOVER (4 TO),"[1629629, 202691]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Left,,,,,,,,,4.0,Thompson,202691.0,,,,,,,,,
379,PT08M28.00S,2023-03-01T04:30:06.0Z,3,REGULAR,steal,,[],202691,,,1610612744,56,72,2023-03-01T04:30:07Z,3720000,False,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
380,PT08M24.00S,2023-03-01T04:30:10.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,9.806176084099869,48.77450980392157,1610612744,58,72,2023-03-01T04:30:15Z,3730000,False,6.0,40.0,1,left,J. Poole running Layup (16 PTS) (K. Thompson 3 AST),"[1629673, 202691]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.02,Made,,,,,,,,,,16.0,,,,,,K. Thompson,202691.0,3.0
382,PT08M10.00S,2023-03-01T04:30:24.5Z,3,REGULAR,2pt,Jump Shot,[],203924,89.04402102496715,80.63725490196079,1610612757,58,72,2023-03-01T04:30:29Z,3750000,False,153.0,50.0,1,right,MISS J. Grant 16' step back Shot,[203924],1610612757.0,POR,step back,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,16.13,Missed,,,,,,,,,,,,,,,,,,
383,PT08M08.00S,2023-03-01T04:30:26.5Z,3,REGULAR,rebound,offensive,[],1629680,,,1610612757,58,72,2023-03-01T04:30:41Z,3760000,False,,,0,,M. Thybulle REBOUND (Off:3 Def:0),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Right,,,,,382.0,3.0,0.0,3.0,,,,,,,,,,,,
384,PT08M00.00S,2023-03-01T04:30:34.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203924,75.77201051248358,45.83333333333333,1610612757,58,74,2023-03-01T04:30:38Z,3770000,False,-21.0,175.0,1,right,J. Grant 17' pullup Jump Shot (16 PTS),[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,17.64,Made,,,,,,,,,,16.0,,,,,,,,
385,PT07M43.00S,2023-03-01T04:30:58.7Z,3,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,58,74,2023-03-01T04:31:05Z,3780000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (3 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,3.0,,,,1179.0,,,,,,,
386,PT07M37.00S,2023-03-01T04:31:06.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203924,63.81406044678055,46.81372549019608,1610612757,58,74,2023-03-01T04:31:11Z,3790000,False,-16.0,288.0,1,right,MISS J. Grant 28' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,28.8,Missed,,,,,,,,,,,,,,,,,,
387,PT07M35.00S,2023-03-01T04:31:08.1Z,3,REGULAR,rebound,offensive,[],203081,,,1610612757,58,74,2023-03-01T04:31:25Z,3800000,False,,,0,,D. Lillard REBOUND (Off:1 Def:0),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,386.0,1.0,0.0,1.0,,,,,,,,,,,,
388,PT07M34.00S,2023-03-01T04:31:10.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203081,94.40999984741211,50.0,1610612757,58,74,2023-03-01T04:52:43Z,3810000,False,0.0,0.0,1,right,MISS D. Lillard tip Layup,[203081],1610612757.0,POR,tip,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
389,PT07M33.00S,2023-03-01T04:31:11.2Z,3,REGULAR,rebound,offensive,[],203081,,,1610612757,58,74,2023-03-01T04:52:43Z,3820000,False,,,0,,D. Lillard REBOUND (Off:2 Def:0),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,388.0,2.0,0.0,2.0,,,,,,,,,,,,
416,PT07M32.00S,2023-03-01T04:31:14.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203081,91.50788436268068,53.67647058823529,1610612757,58,74,2023-03-01T04:37:51Z,3835000,False,18.0,27.0,1,right,MISS D. Lillard tip Layup,[203081],1610612757.0,POR,tip,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
417,PT07M32.00S,2023-03-01T04:31:14.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,58,74,2023-03-01T04:37:51Z,3842500,False,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,416.0,5.0,5.0,0.0,,,,,,,,,,,,
392,PT07M23.00S,2023-03-01T04:31:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,10.068988173455978,48.77450980392157,1610612744,60,74,2023-03-01T04:31:22Z,3850000,False,6.0,42.0,1,left,K. Looney driving Layup (10 PTS) (K. Thompson 4 AST),"[1626172, 202691]",1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,4.25,Made,,,,,,,,,,10.0,,,,,,K. Thompson,202691.0,4.0
393,PT07M10.00S,2023-03-01T04:31:31.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.59198423127464,53.67647058823529,1610612757,60,74,2023-03-01T04:31:36Z,3860000,False,18.0,17.0,1,right,MISS J. Grant driving reverse Layup - blocked,"[203924, 203110]",1610612757.0,POR,driving reverse,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.51,Missed,Green,203110.0,,,,,,,,,,,,,,,,
394,PT07M10.00S,2023-03-01T04:31:31.8Z,3,REGULAR,block,,[],203110,,,1610612757,60,74,2023-03-01T04:31:33Z,3870000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT07M08.00S,2023-03-01T04:31:33.8Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,60,74,2023-03-01T04:31:36Z,3880000,False,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,393.0,6.0,6.0,0.0,,,,,,,,,,,,
396,PT07M02.00S,2023-03-01T04:31:41.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626172,9.280551905387648,50.98039215686274,1610612744,62,74,2023-03-01T04:35:55Z,3890000,False,-5.0,35.0,1,left,K. Looney running Layup (12 PTS) (D. DiVincenzo 2 AST),"[1626172, 1628978]",1610612744.0,GSW,running,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.5,Made,,,,,,,,,,12.0,,,,,,D. DiVincenzo,1628978.0,2.0
398,PT07M02.00S,2023-03-01T04:31:45.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,62,74,2023-03-01T04:31:45Z,3910000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M49.00S,2023-03-01T04:34:51.8Z,3,REGULAR,3pt,Jump Shot,[],203081,58.820630749014455,32.84313725490196,1610612757,62,74,2023-03-01T04:34:55Z,3920000,False,-86.0,335.0,1,right,MISS D. Lillard 34' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,34.54,Missed,,,,,,,,,,,,,,,,,,
400,PT06M46.00S,2023-03-01T04:34:54.8Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,62,74,2023-03-01T04:34:55Z,3930000,False,,,0,,K. Thompson REBOUND (Off:1 Def:5),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,399.0,6.0,5.0,1.0,,,,,,,,,,,,
401,PT06M44.00S,2023-03-01T04:34:59.0Z,3,REGULAR,foul,personal,[],203081,,,1610612744,62,74,2023-03-01T04:35:34Z,3940000,False,,,0,,D. Lillard personal FOUL (2 PF),"[203081, 1628978]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1627962.0,2.0,0.0,DiVincenzo,1628978.0,,,
403,PT06M44.00S,2023-03-01T04:35:15.0Z,3,REGULAR,substitution,out,[],1629629,,,1610612744,62,74,2023-03-01T04:35:25Z,3960000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M44.00S,2023-03-01T04:35:15.0Z,3,REGULAR,substitution,out,[],203924,,,1610612744,62,74,2023-03-01T04:35:25Z,3970000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M44.00S,2023-03-01T04:35:15.0Z,3,REGULAR,substitution,in,[],1629642,,,1610612744,62,74,2023-03-01T04:35:25Z,3980000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M44.00S,2023-03-01T04:35:15.0Z,3,REGULAR,substitution,in,[],1631101,,,1610612744,62,74,2023-03-01T04:35:25Z,3990000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M36.00S,2023-03-01T04:35:38.6Z,3,REGULAR,foul,personal,['3freethrow'],203081,,,1610612744,62,74,2023-03-01T04:35:46Z,4000000,False,,,0,,D. Lillard shooting personal FOUL (3 PF) (Poole 3 FT),"[203081, 1629673]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628159.0,3.0,0.0,Poole,1629673.0,,,
409,PT06M36.00S,2023-03-01T04:36:19.6Z,3,REGULAR,freethrow,1 of 3,[],1629673,,,1610612744,63,74,2023-03-01T04:36:19Z,4020000,False,,,0,,J. Poole Free Throw 1 of 3 (17 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,17.0,,,,,,,,
410,PT06M36.00S,2023-03-01T04:36:39.2Z,3,REGULAR,freethrow,2 of 3,[],1629673,,,1610612744,64,74,2023-03-01T04:36:39Z,4030000,False,,,0,,J. Poole Free Throw 2 of 3 (18 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
411,PT06M36.00S,2023-03-01T04:36:56.6Z,3,REGULAR,freethrow,3 of 3,[],1629673,,,1610612744,65,74,2023-03-01T04:36:56Z,4040000,False,,,0,,J. Poole Free Throw 3 of 3 (19 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
412,PT06M26.00S,2023-03-01T04:37:09.1Z,3,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,65,74,2023-03-01T04:37:14Z,4050000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,1179.0,,,,,,,
413,PT06M14.00S,2023-03-01T04:37:29.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629673,10.068988173455978,39.950980392156865,1610612744,67,74,2023-03-01T04:37:38Z,4060000,False,50.0,42.0,1,left,J. Poole 6' driving floating bank Jump Shot (21 PTS),[1629673],1610612744.0,GSW,driving floating bank,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,,,,,,,,,,21.0,,,,,,,,
414,PT06M02.00S,2023-03-01T04:37:41.2Z,3,REGULAR,3pt,Jump Shot,[],1629642,79.58278580814718,92.15686274509804,1610612757,67,74,2023-03-01T04:37:45Z,4070000,False,211.0,139.0,1,right,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
415,PT06M00.00S,2023-03-01T04:37:43.2Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,67,74,2023-03-01T04:37:45Z,4080000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,414.0,3.0,3.0,0.0,,,,,,,,,,,,
418,PT05M52.00S,2023-03-01T04:37:52.2Z,3,REGULAR,3pt,Jump Shot,[],1629673,30.17411300919842,84.06862745098039,1610612744,67,74,2023-03-01T04:37:59Z,4090000,False,-170.0,231.0,1,left,MISS J. Poole 28' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,28.71,Missed,,,,,,,,,,,,,,,,,,
419,PT05M48.00S,2023-03-01T04:37:55.4Z,3,REGULAR,rebound,offensive,[],1628978,,,1610612744,67,74,2023-03-01T04:37:55Z,4100000,False,,,0,,D. DiVincenzo REBOUND (Off:2 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,418.0,3.0,1.0,2.0,,,,,,,,,,,,
421,PT05M44.00S,2023-03-01T04:38:10.1Z,3,REGULAR,substitution,out,[],1629234,,,1610612744,67,74,2023-03-01T04:38:12Z,4120000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M44.00S,2023-03-01T04:38:10.1Z,3,REGULAR,substitution,in,[],1630570,,,1610612744,67,74,2023-03-01T04:38:12Z,4130000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M39.00S,2023-03-01T04:38:27.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202691,7.178055190538765,38.970588235294116,1610612744,67,74,2023-03-01T04:38:37Z,4140000,False,55.0,15.0,1,left,MISS K. Thompson driving Layup - blocked,"[202691, 1629642]",1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,Little,1629642.0,,,,,,,,,,,,,,,,
424,PT05M39.00S,2023-03-01T04:38:27.9Z,3,REGULAR,block,,[],1629642,,,1610612744,67,74,2023-03-01T04:38:29Z,4150000,False,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
425,PT05M39.00S,2023-03-01T04:38:27.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,67,74,2023-03-01T04:38:37Z,4160000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,423.0,,,,,,,,,,,,,,,
427,PT05M37.00S,2023-03-01T04:38:47.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,25.706307490144546,13.23529411764706,1610612744,70,74,2023-03-01T04:38:51Z,4180000,False,184.0,189.0,1,left,J. Poole 26' 3PT  (24 PTS) (D. Green 3 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.37,Made,,,,,,,,,,24.0,,,,,,D. Green,203110.0,3.0
429,PT05M20.00S,2023-03-01T04:39:03.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,85.62746386333771,46.32352941176471,1610612757,70,74,2023-03-01T04:39:08Z,4200000,False,-18.0,83.0,1,right,MISS T. Watford 8' driving floating Shot,[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,8.46,Missed,,,,,,,,,,,,,,,,,,
430,PT05M19.00S,2023-03-01T04:39:04.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,70,74,2023-03-01T04:39:08Z,4210000,False,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,429.0,7.0,7.0,0.0,,,,,,,,,,,,
