actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
255,PT03M26.00S,2023-02-05T02:27:25.9Z,2,REGULAR,3pt,Jump Shot,[],203501,25.837713534822605,82.59803921568627,1610612742,63,48,2023-02-05T02:27:30Z,2550000,False,-163.0,190.0,1,left,T. Hardaway Jr. 25' 3PT  (8 PTS) (M. Wright IV 1 AST),"[203501, 1630593]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.06,Made,,,,,8.0,,,M. Wright IV,1630593.0,1.0,,,,,,,,
259,PT03M11.00S,2023-02-05T02:27:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.62089356110381,41.66666666666667,1610612744,65,48,2023-02-05T02:41:49Z,2570000,False,-42.0,36.0,1,right,S. Curry driving Layup (10 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,5.49,Made,,,,,10.0,,,,,,,,,,,,,
260,PT03M04.00S,2023-02-05T02:27:48.3Z,2,REGULAR,3pt,Jump Shot,[],1630593,26.888961892247043,80.63725490196079,1610612742,65,48,2023-02-05T02:43:25Z,2580000,False,-153.0,200.0,1,left,MISS M. Wright IV 25' 3PT,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
261,PT03M01.00S,2023-02-05T02:27:51.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,65,48,2023-02-05T02:27:54Z,2590000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,260.0,2.0,2.0,0.0,,,,,,,,,,,,,,
262,PT02M57.00S,2023-02-05T02:27:55.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,67.7562417871222,60.78431372549019,1610612744,65,48,2023-02-05T02:28:03Z,2600000,False,54.0,251.0,1,right,MISS S. Curry 25' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
263,PT02M55.00S,2023-02-05T02:27:57.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,65,48,2023-02-05T02:28:03Z,2610000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,262.0,,,,,,,,,,,,,,,,,
265,PT02M55.00S,2023-02-05T02:28:05.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,65,48,2023-02-05T02:28:05Z,2630000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M55.00S,2023-02-05T02:30:48.9Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,65,48,2023-02-05T02:31:09Z,2640000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M55.00S,2023-02-05T02:30:48.9Z,2,REGULAR,substitution,in,[],1630639,,,1610612742,65,48,2023-02-05T02:31:09Z,2650000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M43.00S,2023-02-05T02:31:38.9Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201939,,,1610612742,65,48,2023-02-05T02:31:45Z,2660000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Hardaway Jr. 3 FT),"[201939, 203501]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,202035.0,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,,
270,PT02M43.00S,2023-02-05T02:32:07.6Z,2,REGULAR,freethrow,1 of 3,[],203501,,,1610612742,65,49,2023-02-05T02:32:07Z,2680000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 3 (9 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
271,PT02M43.00S,2023-02-05T02:32:19.5Z,2,REGULAR,freethrow,2 of 3,[],203501,,,1610612742,65,50,2023-02-05T02:32:19Z,2690000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 3 (10 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
272,PT02M43.00S,2023-02-05T02:32:33.5Z,2,REGULAR,freethrow,3 of 3,[],203501,,,1610612742,65,51,2023-02-05T02:32:33Z,2700000,False,,,0,,T. Hardaway Jr. Free Throw 3 of 3 (11 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
273,PT02M36.00S,2023-02-05T02:32:47.9Z,2,REGULAR,foul,personal,[],1630639,,,1610612744,65,51,2023-02-05T02:37:33Z,2710000,False,,,0,,A. Lawson personal FOUL (1 PF),"[1630639, 203952]",1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202035.0,,,,,,,1.0,0.0,Wiggins,203952.0,,
275,PT02M31.00S,2023-02-05T02:33:05.2Z,2,REGULAR,3pt,Jump Shot,[],202691,66.17936925098554,44.85294117647059,1610612744,65,51,2023-02-05T02:33:09Z,2730000,False,-26.0,265.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
276,PT02M29.00S,2023-02-05T02:33:07.2Z,2,REGULAR,rebound,defensive,[],1630639,,,1610612742,65,51,2023-02-05T02:33:49Z,2740000,False,,,0,,A. Lawson REBOUND (Off:0 Def:1),[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Center,,,275.0,1.0,1.0,0.0,,,,,,,,,,,,,,
277,PT02M20.00S,2023-02-05T02:33:16.0Z,2,REGULAR,3pt,Jump Shot,[],203501,32.933639947437584,59.55882352941176,1610612742,65,51,2023-02-05T02:33:20Z,2750000,False,-48.0,257.0,1,left,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.15,Missed,,,,,,,,,,,,,,,,,,
278,PT02M18.00S,2023-02-05T02:33:18.0Z,2,REGULAR,rebound,offensive,[],203493,,,1610612742,65,51,2023-02-05T02:33:46Z,2760000,False,,,0,,R. Bullock REBOUND (Off:1 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Center,,,277.0,2.0,1.0,1.0,,,,,,,,,,,,,,
279,PT02M14.00S,2023-02-05T02:33:21.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,27.151773981603156,15.931372549019606,1610612742,65,54,2023-02-05T02:33:26Z,2770000,False,170.0,203.0,1,left,D. Finney-Smith 26' 3PT  (17 PTS) (R. Bullock 2 AST),"[1627827, 203493]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,26.47,Made,,,,,17.0,,,R. Bullock,203493.0,2.0,,,,,,,,
281,PT02M01.00S,2023-02-05T02:33:34.1Z,2,REGULAR,3pt,Jump Shot,[],201939,84.83902759526939,95.58823529411765,1610612744,65,54,2023-02-05T02:33:40Z,2790000,False,228.0,90.0,1,right,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right,24.5,Missed,,,,,,,,,,,,,,,,,,
282,PT02M00.00S,2023-02-05T02:33:35.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,65,54,2023-02-05T02:33:40Z,2800000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right,,,281.0,,,,,,,,,,,,,,,,,
284,PT01M39.00S,2023-02-05T02:34:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630593,7.966491458607096,54.41176470588235,1610612742,65,56,2023-02-05T02:34:11Z,2820000,False,-22.0,22.0,1,left,M. Wright IV driving Layup (2 PTS),[1630593],1610612742.0,DAL,driving,,,Wright IV,M. Wright IV,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,2.0,,,,,,,,,,,,,
285,PT01M26.00S,2023-02-05T02:34:20.2Z,2,REGULAR,3pt,Jump Shot,[],203210,66.44218134034165,46.07843137254902,1610612744,68,56,2023-02-05T02:34:25Z,2830000,False,-20.0,263.0,1,right,J. Green 26' 3PT  (11 PTS) (K. Thompson 1 AST),"[203210, 202691]",1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.36,Made,,,,,11.0,,,K. Thompson,202691.0,1.0,,,,,,,,
287,PT01M03.00S,2023-02-05T02:34:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,9.674770039421814,37.745098039215684,1610612742,68,58,2023-02-05T02:34:49Z,2850000,False,61.0,38.0,1,left,T. Hardaway Jr. 7' turnaround fadeaway bank Jump Shot (13 PTS),[203501],1610612742.0,DAL,turnaround fadeaway bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,,,,,13.0,,,,,,,,,,,,,
288,PT00M50.60S,2023-02-05T02:34:57.1Z,2,REGULAR,3pt,Jump Shot,[],203110,95.3515111695138,4.411764705882353,1610612744,71,58,2023-02-05T02:35:01Z,2860000,False,-228.0,-9.0,1,right,D. Green 3PT  (11 PTS) (A. Wiggins 1 AST),"[203110, 203952]",1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,22.81,Made,,,,,11.0,,,A. Wiggins,203952.0,1.0,,,,,,,,
290,PT00M42.50S,2023-02-05T02:35:10.1Z,2,REGULAR,turnover,out-of-bounds,[],1630593,,,1610612742,71,58,2023-02-05T02:35:14Z,2880000,False,,,0,,M. Wright IV lost ball out-of-bounds TURNOVER (1 TO),[1630593],1610612742.0,DAL,lost ball,,,Wright IV,M. Wright IV,,,,,Mid-Range,8-16 Right,,,,,,,,202035.0,1.0,,,,,,,,,,,
291,PT00M38.20S,2023-02-05T02:35:19.4Z,2,REGULAR,foul,personal,['2freethrow'],203493,,,1610612744,71,58,2023-02-05T02:35:33Z,2890000,False,,,0,,R. Bullock shooting personal FOUL (1 PF) (Thompson 2 FT),"[203493, 202691]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,,,1.0,0.0,Thompson,202691.0,,
294,PT00M38.20S,2023-02-05T02:35:47.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202691,,,1610612744,72,58,2023-02-05T02:35:47Z,2910000,False,,,0,,K. Thompson Free Throw 1 of 2 (8 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
297,PT00M38.20S,2023-02-05T02:36:07.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202691,,,1610612744,73,58,2023-02-05T02:36:07Z,2920000,False,,,0,,K. Thompson Free Throw 2 of 2 (9 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
298,PT00M30.70S,2023-02-05T02:36:16.4Z,2,REGULAR,3pt,Jump Shot,[],1630639,5.256241787122208,96.59160539215686,1610612742,73,58,2023-02-05T02:49:46Z,2930000,False,-233.0,-3.0,1,left,MISS A. Lawson 3PT,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
299,PT00M27.80S,2023-02-05T02:36:19.3Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,73,58,2023-02-05T02:36:21Z,2940000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,24+ Left,,,298.0,1.0,1.0,0.0,,,,,,,,,,,,,,
300,PT00M10.10S,2023-02-05T02:36:37.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,82.86793692509855,49.754901960784316,1610612744,73,58,2023-02-05T02:50:57Z,2950000,False,-1.0,109.0,1,right,MISS K. Thompson 10' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.85,Missed,,,,,,,,,,,,,,,,,,
301,PT00M08.60S,2023-02-05T02:36:38.6Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,73,58,2023-02-05T02:39:04Z,2960000,False,,,0,,R. Bullock REBOUND (Off:1 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Center,,,300.0,3.0,2.0,1.0,,,,,,,,,,,,,,
302,PT00M00.50S,2023-02-05T02:36:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630593,8.886333771353483,62.5,1610612742,73,58,2023-02-05T02:37:05Z,2970000,False,-62.0,31.0,1,left,MISS M. Wright IV 6' driving floating bank Shot,[1630593],1610612742.0,DAL,driving floating bank,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,,,,,,,,,,,,,,,,,,
303,PT00M00.10S,2023-02-05T02:36:47.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,73,58,2023-02-05T02:37:05Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,302.0,,,,,,,,,,,,,,,,,
304,PT00M00.00S,2023-02-05T02:36:57.5Z,2,REGULAR,period,end,[],0,,,1610612742,73,58,2023-02-05T02:36:57Z,2990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,out,['startperiod'],203210,,,1610612742,73,58,2023-02-05T02:53:00Z,3000000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,out,['startperiod'],203493,,,1610612742,73,58,2023-02-05T02:53:00Z,3010000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,out,['startperiod'],1630593,,,1610612742,73,58,2023-02-05T02:53:00Z,3020000,False,,,0,,SUB out: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,out,['startperiod'],1630639,,,1610612742,73,58,2023-02-05T02:53:00Z,3030000,False,,,0,,SUB out: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612742,73,58,2023-02-05T02:53:00Z,3040000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,73,58,2023-02-05T02:53:00Z,3050000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,in,['startperiod'],1630182,,,1610612742,73,58,2023-02-05T02:53:00Z,3060000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2023-02-05T02:52:36.9Z,3,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,73,58,2023-02-05T02:53:00Z,3070000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2023-02-05T02:53:00.4Z,3,REGULAR,period,start,[],0,,,1610612742,73,58,2023-02-05T02:53:01Z,3080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT11M48.00S,2023-02-05T02:53:11.5Z,3,REGULAR,3pt,Jump Shot,[],203501,65.65374507227332,51.9607843137255,1610612742,73,58,2023-02-05T02:55:31Z,3090000,False,10.0,270.0,1,right,MISS T. Hardaway Jr. 27' turnaround 3PT,[203501],1610612742.0,DAL,turnaround,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
316,PT11M45.00S,2023-02-05T02:53:14.5Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,73,58,2023-02-05T02:53:15Z,3100000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,315.0,2.0,2.0,0.0,,,,,,,,,,,,,,
317,PT11M34.00S,2023-02-05T02:53:26.7Z,3,REGULAR,foul,personal,[],203915,,,1610612744,73,58,2023-02-05T02:53:35Z,3110000,False,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 203952]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,,,2.0,1.0,Wiggins,203952.0,,
320,PT11M19.00S,2023-02-05T02:54:17.5Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,73,58,2023-02-05T02:54:22Z,3140000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 203915]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,,,,,,Dinwiddie,203915.0
321,PT11M19.00S,2023-02-05T02:54:17.5Z,3,REGULAR,steal,,[],203915,,,1610612742,73,58,2023-02-05T02:54:19Z,3150000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
322,PT11M16.00S,2023-02-05T02:54:21.4Z,3,REGULAR,foul,personal,['2freethrow'],202691,,,1610612742,73,58,2023-02-05T02:54:32Z,3160000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Green 2 FT),"[202691, 1630182]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,,,,,,,1.0,0.0,Green,1630182.0,,
324,PT11M16.00S,2023-02-05T02:54:42.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630182,,,1610612742,73,58,2023-02-05T02:54:42Z,3180000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
325,PT11M16.00S,2023-02-05T02:54:42.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,73,58,2023-02-05T02:54:42Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,
326,PT11M16.00S,2023-02-05T02:54:54.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630182,,,1610612742,73,59,2023-02-05T02:54:54Z,3200000,False,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
327,PT11M03.00S,2023-02-05T02:55:08.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,8.360709592641262,45.83333333333333,1610612744,75,59,2023-02-05T02:55:13Z,3210000,False,21.0,26.0,1,left,K. Looney cutting DUNK (8 PTS) (K. Thompson 2 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,8.0,,,K. Thompson,202691.0,2.0,,,,,,,,
329,PT10M50.00S,2023-02-05T02:55:22.2Z,3,REGULAR,turnover,bad pass,[],1627827,,,1610612742,75,59,2023-02-05T02:59:39Z,3230000,False,,,0,,D. Finney-Smith bad pass TURNOVER (2 TO),"[1627827, 1626172]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,,,,,,,,,,Looney,1626172.0
330,PT10M50.00S,2023-02-05T02:55:22.2Z,3,REGULAR,steal,,[],1626172,,,1610612744,75,59,2023-02-05T02:55:53Z,3240000,False,,,0,,K. Looney STEAL (2 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
332,PT10M41.00S,2023-02-05T02:55:32.5Z,3,REGULAR,violation,kicked ball,[],203939,,,1610612744,75,59,2023-02-05T02:55:39Z,3260000,False,,,0,,D. Powell kicked ball VIOLATION,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,1155.0,,,,,,,,,,,,
333,PT10M31.00S,2023-02-05T02:56:02.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,7.703679369250986,55.63725490196079,1610612744,77,59,2023-02-05T02:56:12Z,3270000,False,-28.0,20.0,1,left,S. Curry driving Layup (12 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.45,Made,,,,,12.0,,,,,,,,,,,,,
334,PT10M07.00S,2023-02-05T02:56:26.0Z,3,REGULAR,3pt,Jump Shot,[],1630182,75.64060446780552,13.23529411764706,1610612742,77,59,2023-02-05T02:56:32Z,3280000,False,-184.0,176.0,1,right,MISS J. Green 25' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
335,PT10M04.00S,2023-02-05T02:56:29.0Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,77,59,2023-02-05T03:03:29Z,3290000,False,,,0,,D. Finney-Smith REBOUND (Off:4 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,334.0,7.0,3.0,4.0,,,,,,,,,,,,,,
336,PT10M03.00S,2023-02-05T02:56:31.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203501,65.52233902759527,43.38235294117647,1610612742,77,59,2023-02-05T02:56:35Z,3300000,False,-33.0,272.0,1,right,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,27.36,Missed,,,,,,,,,,,,,,,,,,
337,PT10M01.00S,2023-02-05T02:56:33.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,77,59,2023-02-05T02:56:35Z,3310000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,336.0,3.0,3.0,0.0,,,,,,,,,,,,,,
338,PT09M56.00S,2023-02-05T02:56:39.5Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612744,77,59,2023-02-05T02:56:48Z,3320000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Green 2 FT),"[203939, 203110]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,202035.0,,,,,,,1.0,0.0,Green,203110.0,,
340,PT09M56.00S,2023-02-05T02:57:01.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203110,,,1610612744,78,59,2023-02-05T02:57:01Z,3340000,False,,,0,,D. Green Free Throw 1 of 2 (12 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
341,PT09M56.00S,2023-02-05T02:57:15.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203110,,,1610612744,79,59,2023-02-05T02:57:15Z,3350000,False,,,0,,D. Green Free Throw 2 of 2 (13 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
342,PT09M41.00S,2023-02-05T02:57:37.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,91.40932982917214,46.81372549019608,1610612742,79,61,2023-02-05T02:57:49Z,3360000,False,-16.0,28.0,1,right,S. Dinwiddie driving finger roll Layup (14 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,14.0,,,,,,,,,,,,,
343,PT09M41.00S,2023-02-05T02:57:40.1Z,3,REGULAR,foul,personal,['1freethrow'],203952,,,1610612742,79,61,2023-02-05T02:57:52Z,3370000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[203952, 203915]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,,,,,,,1.0,0.0,Dinwiddie,203915.0,,
345,PT09M41.00S,2023-02-05T02:58:02.8Z,3,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,79,61,2023-02-05T02:58:07Z,3390000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 1,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
346,PT09M39.00S,2023-02-05T02:58:04.8Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,79,61,2023-02-05T02:58:07Z,3400000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,345.0,4.0,4.0,0.0,,,,,,,,,,,,,,
