actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
246,PT06M47.00S,2024-01-14T01:18:27.1Z,2,REGULAR,substitution,out,[],1630168,,,1610612764,30,41,2024-01-14T01:18:34Z,2440000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M47.00S,2024-01-14T01:18:27.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,30,41,2024-01-14T01:18:34Z,2450000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M47.00S,2024-01-14T01:18:27.1Z,2,REGULAR,substitution,in,[],203991,,,1610612764,30,41,2024-01-14T01:18:34Z,2460000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M47.00S,2024-01-14T01:18:27.1Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,30,41,2024-01-14T01:18:34Z,2470000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M47.00S,2024-01-14T01:18:50.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612764,30,42,2024-01-14T01:18:50Z,2480000,False,,,0,,D. Gafford Free Throw 2 of 2 (6 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
251,PT06M35.00S,2024-01-14T01:19:03.7Z,2,REGULAR,3pt,Jump Shot,[],203992,26.49474375821288,83.08823529411765,1610612737,33,42,2024-01-14T01:19:08Z,2490000,False,-165.0,197.0,1,left,B. Bogdanovic 25' 3PT  (5 PTS) (D. Murray 2 AST),"[203992, 1627749]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.69,Made,,,,,,5.0,D. Murray,1627749.0,2.0,,,,,,,,,
253,PT06M17.00S,2024-01-14T01:19:21.4Z,2,REGULAR,3pt,Jump Shot,[],1626145,68.15045992115637,31.862745098039213,1610612764,33,42,2024-01-14T01:19:27Z,2510000,False,-91.0,247.0,1,right,MISS T. Jones 26' 3PT,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
254,PT06M13.00S,2024-01-14T01:19:25.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,33,42,2024-01-14T01:19:27Z,2520000,False,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,253.0,3.0,3.0,0.0,,,,,,,,,,,,,,
255,PT06M03.00S,2024-01-14T01:19:34.9Z,2,REGULAR,turnover,lost ball,[],1630235,,,1610612737,33,42,2024-01-14T01:19:38Z,2530000,False,,,0,,T. Forrest lost ball TURNOVER (1 TO),"[1630235, 1626145]",1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Jones,1626145.0
256,PT06M03.00S,2024-01-14T01:19:34.9Z,2,REGULAR,steal,,[],1626145,,,1610612764,33,42,2024-01-14T01:19:36Z,2540000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT05M51.00S,2024-01-14T01:19:47.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,66.83639947437582,43.38235294117647,1610612764,33,45,2024-01-14T01:19:52Z,2550000,False,-33.0,259.0,1,right,K. Kuzma 26' 3PT  (18 PTS) (T. Jones 5 AST),"[1628398, 1626145]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,26.13,Made,,,,,,18.0,T. Jones,1626145.0,5.0,,,,,,,,,
259,PT05M34.00S,2024-01-14T01:20:03.4Z,2,REGULAR,3pt,Jump Shot,[],1627749,31.882391590013142,46.81372549019608,1610612737,33,45,2024-01-14T01:20:08Z,2570000,False,16.0,247.0,1,left,MISS D. Murray 24' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,24.77,Missed,,,,,,,,,,,,,,,,,,
260,PT05M32.00S,2024-01-14T01:20:05.4Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,33,45,2024-01-14T01:20:08Z,2580000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,259.0,2.0,2.0,0.0,,,,,,,,,,,,,,
261,PT05M25.00S,2024-01-14T01:20:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.72339027595268,50.49019607843137,1610612764,33,45,2024-01-14T01:20:18Z,2590000,False,2.0,16.0,1,right,MISS J. Poole driving Layup,[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
262,PT05M21.00S,2024-01-14T01:20:17.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,33,45,2024-01-14T01:20:18Z,2600000,False,,,0,,C. Capela REBOUND (Off:0 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,261.0,4.0,4.0,0.0,,,,,,,,,,,,,,
263,PT05M14.00S,2024-01-14T01:20:23.3Z,2,REGULAR,3pt,Jump Shot,[],203992,29.6484888304862,70.34313725490196,1610612737,33,45,2024-01-14T01:20:27Z,2610000,False,-102.0,226.0,1,left,MISS B. Bogdanovic 24' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
264,PT05M12.00S,2024-01-14T01:20:25.3Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,33,45,2024-01-14T01:20:27Z,2620000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,263.0,4.0,2.0,2.0,,,,,,,,,,,,,,
265,PT05M09.00S,2024-01-14T01:20:31.6Z,2,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612764,33,45,2024-01-14T01:21:50Z,2630000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (3 TO),[1630166],1610612764.0,WAS,bad pass,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,1193.0,,,,,3.0,,,,,,,,
266,PT05M09.00S,2024-01-14T01:20:37.1Z,2,REGULAR,substitution,out,[],1630235,,,1610612737,33,45,2024-01-14T01:20:46Z,2640000,False,,,0,,SUB out: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M09.00S,2024-01-14T01:20:37.1Z,2,REGULAR,substitution,out,[],203992,,,1610612737,33,45,2024-01-14T01:20:46Z,2650000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M09.00S,2024-01-14T01:20:37.1Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,33,45,2024-01-14T01:20:46Z,2660000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M09.00S,2024-01-14T01:20:37.1Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,33,45,2024-01-14T01:20:46Z,2670000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M03.00S,2024-01-14T01:21:03.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612737,33,45,2024-01-14T01:21:29Z,2680000,False,,,0,,J. Poole personal FOUL (1 PF) (Murray 2 FT),"[1629673, 1627749]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Murray,1627749.0,,
273,PT05M03.00S,2024-01-14T01:21:32.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627749,,,1610612737,34,45,2024-01-14T01:21:33Z,2700000,False,,,0,,D. Murray Free Throw 1 of 2 (6 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
274,PT05M03.00S,2024-01-14T01:21:46.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627749,,,1610612737,35,45,2024-01-14T01:21:46Z,2710000,False,,,0,,D. Murray Free Throw 2 of 2 (7 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
275,PT04M45.00S,2024-01-14T01:22:06.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,75.3777923784494,13.725490196078432,1610612764,35,45,2024-01-14T01:22:11Z,2720000,False,-181.0,179.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
276,PT04M42.00S,2024-01-14T01:22:09.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612737,35,45,2024-01-14T01:22:11Z,2730000,False,,,0,,S. Bey REBOUND (Off:2 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,275.0,3.0,1.0,2.0,,,,,,,,,,,,,,
278,PT04M32.00S,2024-01-14T01:22:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,10.068988173455978,45.34313725490196,1610612737,35,45,2024-01-14T01:22:53Z,2750000,False,23.0,42.0,1,left,MISS D. Murray driving Layup - blocked,"[1627749, 1626145]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,Jones,1626145.0,,,,,,
279,PT04M32.00S,2024-01-14T01:22:41.4Z,2,REGULAR,block,,[],1626145,,,1610612737,35,45,2024-01-14T01:22:44Z,2760000,False,,,0,,T. Jones BLOCK (1 BLK),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
280,PT04M31.00S,2024-01-14T01:22:42.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,35,45,2024-01-14T01:22:53Z,2770000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,278.0,,,,,,,,,,,,,,,,,
282,PT04M27.00S,2024-01-14T01:23:08.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627749,5.995400788436268,53.431372549019606,1610612737,37,45,2024-01-14T01:23:15Z,2790000,False,-17.0,4.0,1,left,D. Murray driving Layup (9 PTS) (T. Young 3 AST),"[1627749, 1629027]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,9.0,T. Young,1629027.0,3.0,,,,,,,,,
284,PT04M26.00S,2024-01-14T01:23:14.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,37,45,2024-01-14T01:23:14Z,2810000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M13.00S,2024-01-14T01:26:21.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.11760840998686,51.225490196078425,1610612764,37,47,2024-01-14T01:26:29Z,2820000,False,6.0,12.0,1,right,D. Gafford cutting DUNK (8 PTS) (D. Avdija 3 AST),"[1629655, 1630166]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,8.0,D. Avdija,1630166.0,3.0,,,,,,,,,
287,PT03M52.00S,2024-01-14T01:26:42.2Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,37,47,2024-01-14T01:26:49Z,2840000,False,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[1630552, 1629673]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Poole,1629673.0
288,PT03M52.00S,2024-01-14T01:26:42.2Z,2,REGULAR,steal,,[],1629673,,,1610612764,37,47,2024-01-14T01:26:44Z,2850000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
289,PT03M51.00S,2024-01-14T01:26:46.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,93.64323258869908,49.01960784313725,1610612764,37,49,2024-01-14T01:26:58Z,2860000,False,-5.0,7.0,1,right,J. Poole running Layup (5 PTS),[1629673],1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,5.0,,,,,,,,,,,,
290,PT03M51.00S,2024-01-14T01:26:50.4Z,2,REGULAR,foul,personal,['1freethrow'],1630180,,,1610612764,37,49,2024-01-14T01:27:12Z,2870000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Poole 1 FT),"[1630180, 1629673]",1610612737.0,ATL,shooting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,,,1.0,0.0,Poole,1629673.0,,
292,PT03M51.00S,2024-01-14T01:27:19.3Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629673,,,1610612764,37,50,2024-01-14T01:27:19Z,2890000,False,,,0,,J. Poole Free Throw 1 of 1 (6 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
293,PT03M42.00S,2024-01-14T01:27:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.1268068331143235,47.30392156862745,1610612737,39,50,2024-01-14T01:27:37Z,2900000,False,13.0,5.0,1,left,C. Capela cutting Layup (4 PTS) (T. Young 4 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.44,Made,,,,,,4.0,T. Young,1629027.0,4.0,,,,,,,,,
295,PT03M26.00S,2024-01-14T01:27:45.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,82.7365308804205,65.68627450980392,1610612764,39,50,2024-01-14T01:27:55Z,2920000,False,78.0,110.0,1,right,MISS K. Kuzma 13' fadeaway Shot,[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,13.49,Missed,,,,,,,,,,,,,,,,,,
296,PT03M25.00S,2024-01-14T01:27:46.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,50,2024-01-14T01:27:55Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,295.0,,,,,,,,,,,,,,,,,
298,PT03M23.00S,2024-01-14T01:28:05.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,95.6143232588699,3.1862745098039214,1610612764,39,50,2024-01-14T01:28:10Z,2950000,False,-234.0,-11.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,23.44,Missed,,,,,,,,,,,,,,,,,,
299,PT03M19.00S,2024-01-14T01:28:08.0Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612764,39,50,2024-01-14T01:28:08Z,2960000,False,,,0,,K. Kuzma REBOUND (Off:3 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,298.0,5.0,2.0,3.0,,,,,,,,,,,,,,
300,PT03M12.00S,2024-01-14T01:28:15.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,75.77201051248358,12.254901960784313,1610612764,39,50,2024-01-14T01:28:23Z,2970000,False,-189.0,175.0,1,right,MISS K. Kuzma 25' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
301,PT03M08.00S,2024-01-14T01:28:19.1Z,2,REGULAR,rebound,offensive,[],1626145,,,1610612764,39,50,2024-01-14T01:28:19Z,2980000,False,,,0,,T. Jones REBOUND (Off:1 Def:2),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,300.0,3.0,2.0,1.0,,,,,,,,,,,,,,
302,PT03M07.00S,2024-01-14T01:28:20.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626145,71.875,67.1798406862745,1610612764,39,52,2024-01-14T01:40:52Z,2990000,False,86.0,212.0,1,right,T. Jones 22' pullup Jump Shot (2 PTS),[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,22.86,Made,,,,,,2.0,,,,,,,,,,,,
303,PT02M53.00S,2024-01-14T01:28:34.2Z,2,REGULAR,3pt,Jump Shot,[],1630180,7.5722733245729295,96.07843137254902,1610612737,42,52,2024-01-14T01:28:39Z,3000000,False,-230.0,19.0,1,left,S. Bey 3PT  (5 PTS) (T. Young 5 AST),"[1630180, 1629027]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.12,Made,,,,,,5.0,T. Young,1629027.0,5.0,,,,,,,,,
305,PT02M35.00S,2024-01-14T01:28:52.5Z,2,REGULAR,turnover,lost ball,[],1628398,,,1610612764,42,52,2024-01-14T01:28:57Z,3020000,False,,,0,,K. Kuzma lost ball TURNOVER (1 TO),"[1628398, 1630180]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Bey,1630180.0
306,PT02M35.00S,2024-01-14T01:28:52.5Z,2,REGULAR,steal,,[],1630180,,,1610612737,42,52,2024-01-14T01:28:54Z,3030000,False,,,0,,S. Bey STEAL (4 STL),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
308,PT02M32.00S,2024-01-14T01:29:22.0Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612737,42,52,2024-01-14T01:32:18Z,3050000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M32.00S,2024-01-14T01:32:04.6Z,2,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612737,42,52,2024-01-14T01:32:17Z,3070000,False,,,0,,S. Bey lost ball out-of-bounds TURNOVER (1 TO),[1630180],1610612737.0,ATL,lost ball,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,200834.0,,,,,1.0,,,,,,,,
311,PT02M15.00S,2024-01-14T01:32:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,92.59198423127464,50.0,1610612764,42,54,2024-01-14T01:32:51Z,3080000,False,0.0,17.0,1,right,J. Poole driving Layup (8 PTS) (K. Kuzma 2 AST),"[1629673, 1628398]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,8.0,K. Kuzma,1628398.0,2.0,,,,,,,,,
313,PT01M57.00S,2024-01-14T01:33:07.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612737,42,54,2024-01-14T01:33:34Z,3100000,False,,,0,,D. Avdija personal FOUL (2 PF) (Young 2 FT),"[1630166, 1629027]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,1193.0,,,,,,,,2.0,0.0,Young,1629027.0,,
315,PT01M57.00S,2024-01-14T01:33:35.7Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,43,54,2024-01-14T01:33:51Z,3120000,False,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
316,PT01M57.00S,2024-01-14T01:33:35.7Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,43,54,2024-01-14T01:33:51Z,3130000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
317,PT01M55.00S,2024-01-14T01:33:37.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,43,54,2024-01-14T01:33:51Z,3140000,False,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,316.0,6.0,6.0,0.0,,,,,,,,,,,,,,
318,PT01M41.00S,2024-01-14T01:34:03.7Z,2,REGULAR,2pt,Jump Shot,[],1628398,81.15965834428384,78.67647058823529,1610612764,43,54,2024-01-14T01:34:08Z,3150000,False,143.0,125.0,1,right,MISS K. Kuzma 19' Jump Shot,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,19.0,Missed,,,,,,,,,,,,,,,,,,
319,PT01M39.00S,2024-01-14T01:34:05.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,43,54,2024-01-14T01:34:08Z,3160000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,318.0,2.0,2.0,0.0,,,,,,,,,,,,,,
320,PT01M30.00S,2024-01-14T01:34:14.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,6.389618922470433,49.50980392156863,1610612737,45,54,2024-01-14T01:34:20Z,3170000,False,2.0,8.0,1,left,J. Johnson driving DUNK (5 PTS) (D. Murray 3 AST),"[1630552, 1627749]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,5.0,D. Murray,1627749.0,3.0,,,,,,,,,
322,PT01M20.00S,2024-01-14T01:34:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.9862023653088,51.470588235294116,1610612764,45,54,2024-01-14T01:34:30Z,3190000,False,7.0,13.0,1,right,MISS J. Poole driving Layup,[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
323,PT01M18.00S,2024-01-14T01:34:27.0Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,45,54,2024-01-14T01:34:30Z,3200000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,322.0,3.0,3.0,0.0,,,,,,,,,,,,,,
324,PT01M13.00S,2024-01-14T01:34:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203991,6.258212877792378,47.30392156862745,1610612737,45,54,2024-01-14T01:34:40Z,3210000,False,13.0,6.0,1,left,MISS C. Capela running Layup - blocked,"[203991, 1629655]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,Gafford,1629655.0,,,,,,
325,PT01M13.00S,2024-01-14T01:34:31.8Z,2,REGULAR,block,,[],1629655,,,1610612737,45,54,2024-01-14T01:34:34Z,3220000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
326,PT01M08.00S,2024-01-14T01:34:36.8Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612737,45,54,2024-01-14T01:34:40Z,3230000,False,,,0,,S. Bey REBOUND (Off:3 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,324.0,4.0,1.0,3.0,,,,,,,,,,,,,,
327,PT01M08.00S,2024-01-14T01:34:36.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630180,5.590000152587891,50.0,1610612737,47,54,2024-01-14T01:45:04Z,3240000,False,0.0,0.0,1,left,S. Bey putback Layup (7 PTS),[1630180],1610612737.0,ATL,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,7.0,,,,,,,,,,,,
328,PT00M56.30S,2024-01-14T01:34:49.8Z,2,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612764,47,54,2024-01-14T01:35:34Z,3250000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1629027, 1628398]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Kuzma,1628398.0,,
330,PT00M56.30S,2024-01-14T01:35:35.5Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,47,55,2024-01-14T01:35:35Z,3270000,False,,,0,,K. Kuzma Free Throw 1 of 2 (19 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
331,PT00M56.30S,2024-01-14T01:35:56.1Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,47,56,2024-01-14T01:35:56Z,3280000,False,,,0,,K. Kuzma Free Throw 2 of 2 (20 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
332,PT00M31.70S,2024-01-14T01:36:23.8Z,2,REGULAR,2pt,Jump Shot,[],1629027,8.886333771353483,32.1078431372549,1610612737,47,56,2024-01-14T01:36:32Z,3290000,False,89.0,31.0,1,left,MISS T. Young 9' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,8-16 Right,9.47,Missed,,,,,,,,,,,,,,,,,,
