actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
272,PT05M55.00S,2026-03-08T22:57:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,91.14651773981603,48.77450980392157,1610612765,48,32,2026-03-08T23:09:34Z,2535000,False,-6.0,31.0,1,right,J. Duren cutting Layup (10 PTS) (J. Green 1 AST),"[1631105, 1629750]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,3.13,Made,10.0,J. Green,1629750.0,1.0,,,,,,,,,,,,,
264,PT05M55.00S,2026-03-08T22:58:05.6Z,2,REGULAR,foul,personal,['1freethrow'],1642276,,,1610612765,48,32,2026-03-08T22:58:26Z,2540000,False,,,0,,K. Ware shooting personal FOUL (2 PF) (Duren 1 FT),"[1642276, 1631105]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1627961.0,2.0,0.0,Duren,1631105.0,,,,
266,PT05M55.00S,2026-03-08T22:58:34.7Z,2,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,48,32,2026-03-08T22:58:39Z,2560000,False,,,0,,MISS J. Duren Free Throw 1 of 1,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
267,PT05M52.00S,2026-03-08T22:58:37.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,48,32,2026-03-08T22:58:39Z,2570000,False,,,0,,T. Herro REBOUND (Off:1 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,266.0,4.0,3.0,1.0,,,,,,,,,
268,PT05M41.00S,2026-03-08T22:58:46.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,12.697109067017081,39.705882352941174,1610612748,48,32,2026-03-08T23:10:27Z,2580000,False,51.0,67.0,1,left,MISS P. Larsson 8' turnaround fadeaway Shot,[1641796],1610612748.0,MIA,turnaround fadeaway,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Right,,8.44,Missed,,,,,,,,,,,,,,,,,
269,PT05M38.00S,2026-03-08T22:58:50.3Z,2,REGULAR,rebound,defensive,[],1642450,,,1610612765,48,32,2026-03-08T22:58:50Z,2590000,False,,,0,,D. Jenkins REBOUND (Off:0 Def:1),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,268.0,1.0,1.0,0.0,,,,,,,,,
270,PT05M36.00S,2026-03-08T22:58:52.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629750,72.22404730617609,83.08823529411765,1610612765,48,32,2026-03-08T23:10:52Z,2600000,False,165.0,209.0,1,right,MISS J. Green 26' running 3PT,[1629750],1610612765.0,DET,running,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,26.62,Missed,,,,,,,,,,,,,,,,,
271,PT05M32.00S,2026-03-08T22:58:57.0Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,48,32,2026-03-08T22:58:57Z,2610000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,270.0,3.0,2.0,1.0,,,,,,,,,
274,PT05M27.00S,2026-03-08T22:59:00.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631105,86.81011826544021,52.69607843137255,1610612765,48,32,2026-03-08T23:11:19Z,2620000,False,13.0,71.0,1,right,MISS J. Duren 7' driving Hook,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,7.28,Missed,,,,,,,,,,,,,,,,,
275,PT05M23.00S,2026-03-08T22:59:04.7Z,2,REGULAR,rebound,defensive,[],1630696,,,1610612748,48,32,2026-03-08T22:59:10Z,2630000,False,,,0,,D. Smith REBOUND (Off:0 Def:1),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,274.0,1.0,1.0,0.0,,,,,,,,,
276,PT05M21.00S,2026-03-08T22:59:07.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,26.49474375821288,19.607843137254903,1610612748,51,32,2026-03-08T23:11:46Z,2640000,False,152.0,197.0,1,left,T. Herro 24' 3PT running (7 PTS) (P. Larsson 3 AST),"[1629639, 1641796]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,24.85,Made,7.0,P. Larsson,1641796.0,3.0,,,,,,,,,,,,,
278,PT05M01.00S,2026-03-08T22:59:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,88.78120893561103,56.61764705882353,1610612765,51,34,2026-03-08T23:12:07Z,2660000,False,33.0,53.0,1,right,J. Green 6' reverse Layup (4 PTS) (D. Jenkins 1 AST),"[1629750, 1642450]",1610612765.0,DET,reverse,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,6.25,Made,4.0,D. Jenkins,1642450.0,1.0,,,,,,,,,,,,,
280,PT04M49.00S,2026-03-08T22:59:43.7Z,2,REGULAR,2pt,Layup,[],1641796,14.931011826544022,25.735294117647058,1610612748,51,34,2026-03-08T23:25:50Z,2680000,False,121.0,88.0,1,left,MISS P. Larsson 14' driving Layup - blocked,"[1641796, 1642450]",1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,Mid-Range,8-16 Right,,14.98,Missed,,,,,,,,,,,,,,,,Jenkins,1642450.0
353,PT04M49.00S,2026-03-08T22:59:43.7Z,2,REGULAR,block,,[],1642450,,,1610612748,51,34,2026-03-08T23:14:25Z,2685000,False,,,0,,D. Jenkins BLOCK (2 BLK),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
281,PT04M47.00S,2026-03-08T22:59:45.7Z,2,REGULAR,rebound,defensive,[],1642450,,,1610612765,51,34,2026-03-08T23:25:50Z,2690000,False,,,0,,D. Jenkins REBOUND (Off:0 Def:2),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Right,,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,
282,PT04M43.00S,2026-03-08T22:59:50.3Z,2,REGULAR,foul,offensive,['inpenalty'],1629750,,,1610612765,51,34,2026-03-08T22:59:59Z,2700000,False,,,0,,J. Green charge offensive FOUL (2 PF),"[1629750, 1630696]",1610612765.0,DET,charge,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2882.0,2.0,0.0,Smith,1630696.0,,,,
284,PT04M43.00S,2026-03-08T22:59:50.3Z,2,REGULAR,turnover,offensive foul,[],1629750,,,1610612765,51,34,2026-03-08T22:59:50Z,2720000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,2882.0,,,,,,,,
285,PT04M43.00S,2026-03-08T23:00:02.3Z,2,REGULAR,substitution,out,[],1642276,,,1610612748,51,34,2026-03-08T23:00:10Z,2730000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M43.00S,2026-03-08T23:00:02.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,51,34,2026-03-08T23:00:10Z,2740000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M40.00S,2026-03-08T23:00:38.9Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629750,,,1610612748,51,34,2026-03-08T23:00:48Z,2760000,False,,,0,,J. Green technical FOUL (1 Tech),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2882.0,2.0,1.0,,,,,,
289,PT04M40.00S,2026-03-08T23:00:56.5Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,51,34,2026-03-08T23:00:56Z,2770000,False,,,0,,MISS T. Herro technical Free Throw 1 of 1,[1629639],1610612748.0,MIA,technical,,,Herro,T. Herro,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
290,PT04M40.00S,2026-03-08T23:00:56.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,51,34,2026-03-08T23:00:56Z,2780000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,289.0,,,,,,,,,,,,
291,PT04M27.00S,2026-03-08T23:01:28.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,15.193823915900131,50.49019607843137,1610612748,53,34,2026-03-08T23:14:37Z,2790000,False,-2.0,90.0,1,left,T. Herro 9' pullup Jump Shot (9 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,9.03,Made,9.0,,,,,,,,,,,,,,,,
292,PT04M27.00S,2026-03-08T23:01:33.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631105,,,1610612748,53,34,2026-03-08T23:01:57Z,2800000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Herro 1 FT),"[1631105, 1629639]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627961.0,1.0,0.0,Herro,1629639.0,,,,
294,PT04M27.00S,2026-03-08T23:01:43.0Z,2,REGULAR,substitution,out,[],1642450,,,1610612748,53,34,2026-03-08T23:01:52Z,2820000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M27.00S,2026-03-08T23:01:43.0Z,2,REGULAR,substitution,out,[],1629750,,,1610612748,53,34,2026-03-08T23:01:52Z,2830000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M27.00S,2026-03-08T23:01:43.0Z,2,REGULAR,substitution,in,[],1641842,,,1610612748,53,34,2026-03-08T23:01:52Z,2840000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M27.00S,2026-03-08T23:01:43.0Z,2,REGULAR,substitution,in,[],1630595,,,1610612748,53,34,2026-03-08T23:01:52Z,2850000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M27.00S,2026-03-08T23:02:09.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629639,,,1610612748,54,34,2026-03-08T23:02:09Z,2860000,False,,,0,,T. Herro Free Throw 1 of 1 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
299,PT04M17.00S,2026-03-08T23:02:21.0Z,2,REGULAR,turnover,bad pass,[],1641842,,,1610612765,54,34,2026-03-08T23:02:30Z,2870000,False,,,0,,R. Holland II bad pass TURNOVER (1 TO),"[1641842, 1628389]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,,Adebayo,1628389.0,,
300,PT04M17.00S,2026-03-08T23:02:21.0Z,2,REGULAR,steal,,[],1628389,,,1610612748,54,34,2026-03-08T23:02:23Z,2880000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
301,PT04M02.00S,2026-03-08T23:02:35.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628389,11.383048620236531,3.6764705882352944,1610612748,57,34,2026-03-08T23:02:41Z,2890000,False,232.0,55.0,1,left,B. Adebayo 3PT  (12 PTS) (P. Larsson 4 AST),"[1628389, 1641796]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,23.79,Made,12.0,P. Larsson,1641796.0,4.0,,,,,,,,,,,,,
303,PT04M01.00S,2026-03-08T23:02:41.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,57,34,2026-03-08T23:02:41Z,2910000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M59.00S,2026-03-08T23:05:50.7Z,2,REGULAR,foul,personal,[],1630696,,,1610612765,57,34,2026-03-08T23:06:04Z,2920000,False,,,0,,D. Smith personal FOUL (2 PF),"[1630696, 1631204]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2882.0,2.0,0.0,Sasser,1631204.0,,,,
306,PT03M46.00S,2026-03-08T23:06:14.8Z,2,REGULAR,3pt,Jump Shot,[],1631204,66.96780551905388,57.84313725490197,1610612765,57,34,2026-03-08T23:06:27Z,2940000,False,39.0,258.0,1,right,MISS M. Sasser 26' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,,26.1,Missed,,,,,,,,,,,,,,,,,
307,PT03M44.00S,2026-03-08T23:06:16.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,57,34,2026-03-08T23:06:27Z,2950000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,306.0,,,,,,,,,,,,
309,PT03M40.00S,2026-03-08T23:06:31.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631204,,,1610612748,57,34,2026-03-08T23:06:40Z,2970000,False,,,0,,M. Sasser personal FOUL (2 PF) (Herro 2 FT),"[1631204, 1629639]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2882.0,2.0,0.0,Herro,1629639.0,,,,
311,PT03M40.00S,2026-03-08T23:07:01.2Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,58,34,2026-03-08T23:07:01Z,2990000,False,,,0,,T. Herro Free Throw 1 of 2 (11 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
312,PT03M40.00S,2026-03-08T23:07:19.1Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,59,34,2026-03-08T23:07:19Z,3000000,False,,,0,,T. Herro Free Throw 2 of 2 (12 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
313,PT03M28.00S,2026-03-08T23:07:32.5Z,2,REGULAR,2pt,Jump Shot,[],202699,84.57621550591328,24.509803921568626,1610612765,59,36,2026-03-08T23:07:42Z,3010000,False,-127.0,92.0,1,right,T. Harris 15' pullup Jump Shot (4 PTS) (C. Cunningham 6 AST),"[202699, 1630595]",1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,15.75,Made,4.0,C. Cunningham,1630595.0,6.0,,,,,,,,,,,,,
316,PT03M15.00S,2026-03-08T23:07:51.2Z,2,REGULAR,substitution,out,[],1630696,,,1610612748,59,36,2026-03-08T23:07:59Z,3030000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M15.00S,2026-03-08T23:07:51.2Z,2,REGULAR,substitution,out,[],1641842,,,1610612748,59,36,2026-03-08T23:07:59Z,3040000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M15.00S,2026-03-08T23:07:51.2Z,2,REGULAR,substitution,in,[],1631170,,,1610612748,59,36,2026-03-08T23:07:59Z,3050000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M15.00S,2026-03-08T23:07:51.2Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,59,36,2026-03-08T23:07:59Z,3060000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M06.00S,2026-03-08T23:08:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,10.068988173455978,50.73529411764706,1610612748,61,36,2026-03-08T23:08:27Z,3070000,False,-4.0,42.0,1,left,T. Herro driving finger roll Layup (14 PTS) (J. Jaquez Jr. 4 AST),"[1629639, 1631170]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,4.23,Made,14.0,J. Jaquez Jr.,1631170.0,4.0,,,,,,,,,,,,,
322,PT02M45.00S,2026-03-08T23:08:40.0Z,2,REGULAR,3pt,Jump Shot,[],1629130,68.67608409986859,68.13725490196079,1610612765,61,39,2026-03-08T23:08:48Z,3090000,False,91.0,242.0,1,right,D. Robinson 25' 3PT pullup (3 PTS) (M. Sasser 1 AST),"[1629130, 1631204]",1610612765.0,DET,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,25.83,Made,3.0,M. Sasser,1631204.0,1.0,,,,,,,,,,,,,
324,PT02M23.00S,2026-03-08T23:09:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630558,30.436925098554536,68.87254901960785,1610612748,61,39,2026-03-08T23:09:09Z,3110000,False,-94.0,234.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,25.2,Missed,,,,,,,,,,,,,,,,,
325,PT02M21.00S,2026-03-08T23:09:03.8Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,61,39,2026-03-08T23:09:09Z,3120000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,324.0,4.0,3.0,1.0,,,,,,,,,
326,PT02M17.00S,2026-03-08T23:09:09.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630595,86.67871222076215,45.09803921568628,1610612765,61,41,2026-03-09T01:49:28Z,3130000,False,-25.0,73.0,1,right,C. Cunningham 7' running pullup Jump Shot (15 PTS) (J. Duren 1 AST),"[1630595, 1631105]",1610612765.0,DET,running pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,7.67,Made,15.0,J. Duren,1631105.0,1.0,,,,,,,,,,,,,
327,PT01M56.00S,2026-03-08T23:09:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,15.456636005256241,43.627450980392155,1610612748,63,41,2026-03-08T23:18:20Z,3140000,False,32.0,93.0,1,left,T. Herro 9' driving floating Jump Shot (16 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,9.81,Made,16.0,,,,,,,,,,,,,,,,
329,PT01M38.00S,2026-03-08T23:09:47.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,90.3580814717477,56.61764705882353,1610612765,63,43,2026-03-08T23:09:54Z,3150000,False,33.0,38.0,1,right,J. Duren cutting DUNK (12 PTS) (C. Cunningham 7 AST),"[1631105, 1630595]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,5.05,Made,12.0,C. Cunningham,1630595.0,7.0,,,,,,,,,,,,,
331,PT01M28.00S,2026-03-08T23:09:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,10.463206307490145,56.61764705882353,1610612748,63,43,2026-03-08T23:10:13Z,3170000,False,-33.0,46.0,1,left,MISS P. Larsson driving Layup - blocked,"[1641796, 1631105]",1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,5.66,Missed,,,,,,,,,,,,,,,,Duren,1631105.0
332,PT01M28.00S,2026-03-08T23:09:58.4Z,2,REGULAR,block,,[],1631105,,,1610612748,63,43,2026-03-08T23:10:01Z,3180000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT01M28.00S,2026-03-08T23:09:58.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,63,43,2026-03-08T23:10:13Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,331.0,,,,,,,,,,,,
335,PT01M24.00S,2026-03-08T23:10:18.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,24.26084099868594,85.29411764705883,1610612748,63,43,2026-03-08T23:10:48Z,3210000,False,-176.0,176.0,1,left,MISS T. Herro 24' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,24.9,Missed,,,,,,,,,,,,,,,,,
336,PT01M21.00S,2026-03-08T23:10:21.8Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,63,43,2026-03-08T23:29:56Z,3220000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,335.0,6.0,4.0,2.0,,,,,,,,,
337,PT01M21.00S,2026-03-08T23:10:46.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612748,63,43,2026-03-08T23:10:52Z,3230000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1631105, 1628389]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203593.0,2.0,0.0,Adebayo,1628389.0,,,,
339,PT01M21.00S,2026-03-08T23:11:01.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,64,43,2026-03-08T23:11:01Z,3250000,False,,,0,,B. Adebayo Free Throw 1 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
340,PT01M21.00S,2026-03-08T23:11:20.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,65,43,2026-03-08T23:11:20Z,3260000,False,,,0,,B. Adebayo Free Throw 2 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
341,PT01M05.00S,2026-03-08T23:11:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,88.51839684625493,41.66666666666667,1610612765,65,43,2026-03-08T23:11:47Z,3270000,False,-42.0,55.0,1,right,MISS C. Cunningham 6' driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,6.93,Missed,,,,,,,,,,,,,,,,,
342,PT01M00.00S,2026-03-08T23:11:44.8Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,65,43,2026-03-08T23:11:44Z,3280000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,341.0,3.0,3.0,0.0,,,,,,,,,
343,PT01M00.00S,2026-03-08T23:11:46.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641796,9.017739816031538,46.81372549019608,1610612748,67,43,2026-03-08T23:11:53Z,3290000,False,16.0,32.0,1,left,P. Larsson running DUNK (5 PTS) (J. Jaquez Jr. 5 AST),"[1641796, 1631170]",1610612748.0,MIA,running,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,3.6,Made,5.0,J. Jaquez Jr.,1631170.0,5.0,,,,,,,,,,,,,
345,PT00M39.80S,2026-03-08T23:12:08.7Z,2,REGULAR,3pt,Jump Shot,[],1630595,70.38436268068331,14.460784313725492,1610612765,67,46,2026-03-08T23:12:15Z,3310000,False,-178.0,226.0,1,right,C. Cunningham 28' 3PT step back (18 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,28.74,Made,18.0,,,,,,,,,,,,,,,,
346,PT00M33.60S,2026-03-08T23:12:17.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,29.517082785808146,74.50980392156863,1610612748,67,46,2026-03-08T23:12:26Z,3320000,False,-123.0,225.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,25.62,Missed,,,,,,,,,,,,,,,,,
347,PT00M29.90S,2026-03-08T23:12:21.4Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,67,46,2026-03-08T23:12:26Z,3330000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,346.0,5.0,4.0,1.0,,,,,,,,,
348,PT00M21.70S,2026-03-08T23:12:30.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,91.27792378449409,44.36274509803921,1610612765,67,48,2026-03-08T23:12:35Z,3340000,False,-28.0,29.0,1,right,J. Duren alley-oop DUNK (14 PTS) (C. Cunningham 8 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,4.08,Made,14.0,C. Cunningham,1630595.0,8.0,,,,,,,,,,,,,
350,PT00M00.40S,2026-03-08T23:12:55.4Z,2,REGULAR,2pt,Jump Shot,[],1641796,17.0335085413929,87.00980392156863,1610612748,67,48,2026-03-08T23:30:51Z,3360000,False,-185.0,108.0,1,left,MISS P. Larsson 21' pullup Shot,[1641796],1610612748.0,MIA,pullup,,,Larsson,P. Larsson,,,,,Mid-Range,16-24 Left,,21.4,Missed,,,,,,,,,,,,,,,,,
351,PT00M00.40S,2026-03-08T23:12:55.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,67,48,2026-03-08T23:29:24Z,3370000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,350.0,,,,,,,,,,,,
