actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
568,PT11M47.00S,2026-03-11T01:33:41.4Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,114,97,2026-03-11T01:33:41Z,5590000,False,,,0,,B. Adebayo Free Throw 1 of 2 (63 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,63.0,,,,,,,,,,,,,,,,,
569,PT11M47.00S,2026-03-11T01:33:56.5Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,115,97,2026-03-11T01:33:56Z,5600000,False,,,0,,B. Adebayo Free Throw 2 of 2 (64 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,64.0,,,,,,,,,,,,,,,,,
570,PT11M37.00S,2026-03-11T01:34:09.7Z,4,REGULAR,foul,personal,['2freethrow'],1630696,,,1610612764,115,97,2026-03-11T01:34:17Z,5610000,False,,,0,,D. Smith shooting personal FOUL (2 PF) (Riley 2 FT),"[1630696, 1642860]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,2.0,0.0,Riley,1642860.0,,,
572,PT11M37.00S,2026-03-11T01:34:31.1Z,4,REGULAR,freethrow,1 of 2,[],1642860,,,1610612764,115,97,2026-03-11T01:34:31Z,5630000,False,,,0,,MISS W. Riley Free Throw 1 of 2,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
573,PT11M37.00S,2026-03-11T01:34:31.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,115,97,2026-03-11T01:34:31Z,5640000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,
574,PT11M37.00S,2026-03-11T01:34:32.8Z,4,REGULAR,substitution,out,[],1630536,,,1610612764,115,97,2026-03-11T01:34:36Z,5650000,False,,,0,,SUB out: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT11M37.00S,2026-03-11T01:34:32.8Z,4,REGULAR,substitution,in,[],1641731,,,1610612764,115,97,2026-03-11T01:34:36Z,5660000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT11M37.00S,2026-03-11T01:34:47.6Z,4,REGULAR,freethrow,2 of 2,[],1642860,,,1610612764,115,98,2026-03-11T01:34:47Z,5670000,False,,,0,,W. Riley Free Throw 2 of 2 (14 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
577,PT11M30.00S,2026-03-11T01:34:56.3Z,4,REGULAR,3pt,Jump Shot,[],1630696,89.70105124835742,94.6078431372549,1610612748,115,98,2026-03-11T01:35:02Z,5680000,False,223.0,44.0,1,right,MISS D. Smith 3PT,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Right Corner 3,24+ Right,22.74,Missed,,,,,,,,,,,,,,,,,,
578,PT11M27.00S,2026-03-11T01:34:59.3Z,4,REGULAR,rebound,defensive,[],1630264,,,1610612764,115,98,2026-03-11T01:35:02Z,5690000,False,,,0,,A. Gill REBOUND (Off:1 Def:3),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Right Corner 3,24+ Right,,,,577.0,,,4.0,3.0,1.0,,,,,,,,,,,
579,PT11M10.00S,2026-03-11T01:35:16.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,6.389618922470433,49.01960784313725,1610612764,115,100,2026-03-11T01:35:21Z,5700000,False,5.0,8.0,1,left,J. Champagnie cutting Layup (6 PTS) (A. Gill 3 AST),"[1630551, 1630264]",1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.9,Made,6.0,,,,,,,A. Gill,1630264.0,3.0,,,,,,,,
581,PT10M58.00S,2026-03-11T01:35:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,93.9060446780552,47.794117647058826,1610612748,115,100,2026-03-11T01:35:33Z,5720000,False,-11.0,5.0,1,right,MISS J. Jaquez Jr. cutting Layup,[1631170],1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,,
582,PT10M56.00S,2026-03-11T01:35:30.9Z,4,REGULAR,rebound,defensive,[],1642860,,,1610612764,115,100,2026-03-11T01:35:33Z,5730000,False,,,0,,W. Riley REBOUND (Off:0 Def:2),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,581.0,,,2.0,2.0,0.0,,,,,,,,,,,
583,PT10M52.00S,2026-03-11T01:35:36.9Z,4,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612764,115,100,2026-03-11T01:35:53Z,5740000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1631323, 1630551]",1610612748.0,MIA,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Champagnie,1630551.0,,,
585,PT10M52.00S,2026-03-11T01:36:00.7Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630551,,,1610612764,115,101,2026-03-11T01:36:00Z,5760000,False,,,0,,J. Champagnie Free Throw 1 of 2 (7 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
586,PT10M52.00S,2026-03-11T01:36:17.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630551,,,1610612764,115,102,2026-03-11T01:36:17Z,5770000,False,,,0,,J. Champagnie Free Throw 2 of 2 (8 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
587,PT10M43.00S,2026-03-11T01:36:28.8Z,4,REGULAR,3pt,Jump Shot,[],1628389,94.69448094612353,93.87254901960785,1610612748,118,102,2026-03-11T01:36:35Z,5780000,False,219.0,-3.0,1,right,B. Adebayo 3PT  (67 PTS) (J. Jaquez Jr. 8 AST),"[1628389, 1631170]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,21.94,Made,67.0,,,,,,,J. Jaquez Jr.,1631170.0,8.0,,,,,,,,
589,PT10M24.00S,2026-03-11T01:36:46.8Z,4,REGULAR,2pt,Jump Shot,[],1641731,20.45006570302234,30.88235294117647,1610612764,118,102,2026-03-11T01:36:52Z,5800000,False,96.0,140.0,1,left,MISS B. Coulibaly 16' pullup Shot,[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,16.93,Missed,,,,,,,,,,,,,,,,,,
590,PT10M21.00S,2026-03-11T01:36:49.8Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,118,102,2026-03-11T01:36:52Z,5810000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,589.0,,,7.0,6.0,1.0,,,,,,,,,,,
591,PT10M11.00S,2026-03-11T01:37:00.3Z,4,REGULAR,3pt,Jump Shot,[],1631323,70.64717477003943,71.07843137254902,1610612748,121,102,2026-03-11T01:50:06Z,5820000,False,105.0,223.0,1,right,S. Fontecchio 24' 3PT  (16 PTS) (B. Adebayo 1 AST),"[1631323, 1628389]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,24.7,Made,16.0,,,,,,,B. Adebayo,1628389.0,1.0,,,,,,,,
593,PT09M56.00S,2026-03-11T01:37:17.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,6.521024967148489,44.36274509803921,1610612764,121,102,2026-03-11T02:20:29Z,5840000,False,28.0,9.0,1,left,MISS J. Hardy driving Layup,[1630702],1610612764.0,WAS,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
594,PT09M55.00S,2026-03-11T01:37:18.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,121,102,2026-03-11T01:38:33Z,5850000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,593.0,,,,,,,,,,,,,,,,
595,PT09M55.00S,2026-03-11T01:37:29.2Z,4,REGULAR,foul,personal,[],1631323,,,1610612764,121,102,2026-03-11T01:37:40Z,5860000,False,,,0,,S. Fontecchio loose ball personal FOUL (2 PF),"[1631323, 1630551]",1610612748.0,MIA,loose ball,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202049.0,2.0,0.0,Champagnie,1630551.0,,,
597,PT09M55.00S,2026-03-11T01:37:37.7Z,4,REGULAR,substitution,out,[],1630551,,,1610612764,121,102,2026-03-11T01:37:39Z,5880000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT09M55.00S,2026-03-11T01:37:37.7Z,4,REGULAR,substitution,in,[],1642267,,,1610612764,121,102,2026-03-11T01:37:39Z,5890000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT09M49.00S,2026-03-11T01:37:54.8Z,4,REGULAR,turnover,bad pass,[],1630702,,,1610612764,121,102,2026-03-11T01:38:00Z,5900000,False,,,0,,J. Hardy bad pass TURNOVER (2 TO),"[1630702, 1642352]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,Johnson,1642352.0
600,PT09M49.00S,2026-03-11T01:37:54.8Z,4,REGULAR,steal,,[],1642352,,,1610612748,121,102,2026-03-11T01:37:57Z,5910000,False,,,0,,K. Johnson STEAL (1 STL),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
601,PT09M42.00S,2026-03-11T01:38:02.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630696,84.44480946123521,3.1862745098039214,1610612748,124,102,2026-03-11T01:38:08Z,5920000,False,-234.0,94.0,1,right,D. Smith 25' 3PT  (3 PTS) (B. Adebayo 2 AST),"[1630696, 1628389]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left,25.22,Made,3.0,,,,,,,B. Adebayo,1628389.0,2.0,,,,,,,,
603,PT09M41.00S,2026-03-11T01:38:10.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,124,102,2026-03-11T01:38:10Z,5940000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT09M18.00S,2026-03-11T01:41:22.2Z,4,REGULAR,3pt,Jump Shot,[],1630702,13.354139290407357,95.09803921568627,1610612764,124,105,2026-03-11T02:18:43Z,5950000,False,-225.0,73.0,1,left,J. Hardy 3PT step back (11 PTS),[1630702],1610612764.0,WAS,step back,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,23.7,Made,11.0,,,,,,,,,,,,,,,,,
605,PT09M05.00S,2026-03-11T01:41:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.72339027595268,47.794117647058826,1610612748,126,105,2026-03-11T01:41:43Z,5960000,False,-11.0,16.0,1,right,B. Adebayo driving finger roll Layup (69 PTS) (D. Smith 3 AST),"[1628389, 1630696]",1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.93,Made,69.0,,,,,,,D. Smith,1630696.0,3.0,,,,,,,,
607,PT09M05.00S,2026-03-11T01:41:40.3Z,4,REGULAR,foul,personal,['1freethrow'],1642267,,,1610612748,126,105,2026-03-11T01:41:55Z,5980000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1642267, 1628389]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Adebayo,1628389.0,,,
609,PT09M05.00S,2026-03-11T01:42:10.3Z,4,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,127,105,2026-03-11T01:42:10Z,6000000,False,,,0,,B. Adebayo Free Throw 1 of 1 (70 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,70.0,,,,,,,,,,,,,,,,,
610,PT08M50.00S,2026-03-11T01:42:24.0Z,4,REGULAR,3pt,Jump Shot,[],1642860,13.222733245729303,2.941176470588235,1610612764,127,108,2026-03-11T01:42:32Z,6010000,False,235.0,72.0,1,left,W. Riley 24' 3PT pullup (17 PTS) (B. Coulibaly 3 AST),"[1642860, 1641731]",1610612764.0,WAS,pullup,,,Riley,W. Riley,,,,,Right Corner 3,24+ Right,24.6,Made,17.0,,,,,,,B. Coulibaly,1641731.0,3.0,,,,,,,,
612,PT08M34.00S,2026-03-11T01:42:39.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642352,93.9060446780552,48.77450980392157,1610612748,129,108,2026-03-11T01:42:45Z,6030000,False,-6.0,5.0,1,right,K. Johnson cutting DUNK (7 PTS) (D. Smith 4 AST),"[1642352, 1630696]",1610612748.0,MIA,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.78,Made,7.0,,,,,,,D. Smith,1630696.0,4.0,,,,,,,,
614,PT08M24.00S,2026-03-11T01:42:49.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,6.258212877792378,51.71568627450981,1610612764,129,108,2026-03-11T01:42:58Z,6050000,False,-9.0,6.0,1,left,MISS W. Riley driving Layup - blocked,"[1642860, 1628389]",1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,1.07,Missed,,,Adebayo,1628389.0,,,,,,,,,,,,,,
615,PT08M24.00S,2026-03-11T01:42:49.4Z,4,REGULAR,block,,[],1628389,,,1610612764,129,108,2026-03-11T01:42:53Z,6060000,False,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
616,PT08M19.00S,2026-03-11T01:42:54.4Z,4,REGULAR,rebound,defensive,[],1630696,,,1610612748,129,108,2026-03-11T01:43:24Z,6070000,False,,,0,,D. Smith REBOUND (Off:0 Def:2),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,614.0,,,2.0,2.0,0.0,,,,,,,,,,,
618,PT08M18.00S,2026-03-11T01:42:56.0Z,4,REGULAR,foul,personal,['2freethrow'],1630702,,,1610612748,129,108,2026-03-11T01:43:24Z,6090000,False,,,0,,J. Hardy shooting personal FOUL (3 PF) (Johnson 2 FT),"[1630702, 1642352]",1610612764.0,WAS,shooting,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,3.0,0.0,Johnson,1642352.0,,,
620,PT08M18.00S,2026-03-11T01:43:25.8Z,4,REGULAR,freethrow,1 of 2,[],1642352,,,1610612748,130,108,2026-03-11T01:43:46Z,6110000,False,,,0,,K. Johnson Free Throw 1 of 2 (8 PTS),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
621,PT08M18.00S,2026-03-11T01:43:25.8Z,4,REGULAR,freethrow,2 of 2,[],1642352,,,1610612748,130,108,2026-03-11T01:43:46Z,6120000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT08M14.00S,2026-03-11T01:43:29.8Z,4,REGULAR,rebound,defensive,[],1642860,,,1610612764,130,108,2026-03-11T01:43:46Z,6130000,False,,,0,,W. Riley REBOUND (Off:0 Def:3),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,621.0,,,3.0,3.0,0.0,,,,,,,,,,,
624,PT08M04.00S,2026-03-11T01:44:14.0Z,4,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,130,108,2026-03-11T01:44:24Z,6150000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (7 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202049.0,,,,,7.0,,
625,PT07M49.00S,2026-03-11T01:44:39.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631170,92.85479632063075,94.11764705882352,1610612748,133,108,2026-03-11T01:44:46Z,6160000,False,221.0,15.0,1,right,J. Jaquez Jr. 3PT  (5 PTS) (B. Adebayo 3 AST),"[1631170, 1628389]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,22.11,Made,5.0,,,,,,,B. Adebayo,1628389.0,3.0,,,,,,,,
627,PT07M34.00S,2026-03-11T01:44:53.4Z,4,REGULAR,3pt,Jump Shot,[],1630702,26.10052562417871,13.725490196078432,1610612764,133,108,2026-03-11T01:49:12Z,6180000,False,181.0,193.0,1,left,MISS J. Hardy 26' 3PT,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
628,PT07M30.00S,2026-03-11T01:44:57.4Z,4,REGULAR,rebound,defensive,[],1631323,,,1610612748,133,108,2026-03-11T01:45:14Z,6190000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:3),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,627.0,,,4.0,3.0,1.0,,,,,,,,,,,
629,PT07M25.00S,2026-03-11T01:45:02.7Z,4,REGULAR,3pt,Jump Shot,[],1628389,67.36202365308804,52.20588235294118,1610612748,133,108,2026-03-11T01:45:17Z,6200000,False,11.0,254.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
630,PT07M22.00S,2026-03-11T01:45:05.7Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,133,108,2026-03-11T01:45:17Z,6210000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:5),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,629.0,,,5.0,5.0,0.0,,,,,,,,,,,
631,PT07M16.00S,2026-03-11T01:45:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,4.944152431011826,46.32352941176471,1610612764,133,108,2026-03-11T01:45:50Z,6220000,False,18.0,-6.0,1,left,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
635,PT07M16.00S,2026-03-11T01:45:13.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,133,108,2026-03-11T01:45:50Z,6230000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,631.0,,,,,,,,,,,,,,,,
632,PT07M12.00S,2026-03-11T01:45:48.4Z,4,REGULAR,jumpball,recovered,[],1630696,,,1610612748,133,108,2026-03-11T01:45:48Z,6240000,False,,,0,,Jump Ball B. Adebayo vs. B. Coulibaly: Tip to D. Smith,"[1630696, 1628389, 1641731]",1610612748.0,MIA,lodgedball,D. Smith,1630696.0,Smith,D. Smith,Adebayo,1628389.0,Coulibaly,1641731.0,,,,,,,,,,,,,,,,,,,,,,
636,PT07M03.00S,2026-03-11T01:45:57.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,92.19776609724047,49.50980392156863,1610612748,135,108,2026-03-11T01:46:04Z,6270000,False,-2.0,21.0,1,right,D. Smith driving Layup (5 PTS),[1630696],1610612748.0,MIA,driving,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,2.09,Made,5.0,,,,,,,,,,,,,,,,,
637,PT06M47.00S,2026-03-11T01:46:14.6Z,4,REGULAR,2pt,Jump Shot,[],1630264,18.74178712220762,30.88235294117647,1610612764,135,108,2026-03-11T01:46:22Z,6280000,False,96.0,124.0,1,left,MISS A. Gill 15' floating Shot,[1630264],1610612764.0,WAS,floating,,,Gill,A. Gill,,,,,Mid-Range,8-16 Right,15.63,Missed,,,,,,,,,,,,,,,,,,
638,PT06M45.00S,2026-03-11T01:46:16.6Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,135,108,2026-03-11T01:46:22Z,6290000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,637.0,,,8.0,7.0,1.0,,,,,,,,,,,
639,PT06M43.00S,2026-03-11T01:46:21.1Z,4,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612748,135,108,2026-03-11T01:46:39Z,6300000,False,,,0,,A. Gill shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1630264, 1628389]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,3.0,0.0,Adebayo,1628389.0,,,
641,PT06M43.00S,2026-03-11T01:47:04.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628389,,,1610612748,135,108,2026-03-11T01:47:14Z,6320000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
642,PT06M43.00S,2026-03-11T01:47:04.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,135,108,2026-03-11T01:47:14Z,6330000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,
643,PT06M43.00S,2026-03-11T01:47:04.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628389,,,1610612748,136,108,2026-03-11T01:47:14Z,6340000,False,,,0,,B. Adebayo Free Throw 2 of 2 (71 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,71.0,,,,,,,,,,,,,,,,,
645,PT06M19.00S,2026-03-11T01:47:50.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612764,136,108,2026-03-11T01:48:01Z,6360000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202049.0,,,,,,,
646,PT06M07.00S,2026-03-11T01:48:07.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642352,74.72076215505913,82.35294117647058,1610612748,136,108,2026-03-11T01:48:13Z,6370000,False,162.0,185.0,1,right,MISS K. Johnson 24' 3PT,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,24.58,Missed,,,,,,,,,,,,,,,,,,
647,PT06M04.00S,2026-03-11T01:48:10.0Z,4,REGULAR,rebound,defensive,[],1642860,,,1610612764,136,108,2026-03-11T01:48:13Z,6380000,False,,,0,,W. Riley REBOUND (Off:0 Def:4),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,,646.0,,,4.0,4.0,0.0,,,,,,,,,,,
648,PT05M54.00S,2026-03-11T01:48:20.4Z,4,REGULAR,2pt,Jump Shot,[],1642267,21.76412614980289,70.09803921568627,1610612764,136,110,2026-03-11T01:48:26Z,6390000,False,-100.0,152.0,1,left,B. Carrington 18' step back Jump Shot (6 PTS),[1642267],1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,18.23,Made,6.0,,,,,,,,,,,,,,,,,
649,PT05M46.00S,2026-03-11T01:48:31.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641731,,,1610612748,136,110,2026-03-11T01:48:46Z,6400000,False,,,0,,B. Coulibaly personal FOUL (2 PF) (Adebayo 2 FT),"[1641731, 1628389]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,203592.0,2.0,1.0,Adebayo,1628389.0,,,
651,PT05M46.00S,2026-03-11T01:48:57.0Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,136,110,2026-03-11T01:48:57Z,6420000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
652,PT05M46.00S,2026-03-11T01:48:57.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,136,110,2026-03-11T01:48:57Z,6430000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,651.0,,,,,,,,,,,,,,,,
653,PT05M46.00S,2026-03-11T01:49:13.4Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,137,110,2026-03-11T01:49:13Z,6440000,False,,,0,,B. Adebayo Free Throw 2 of 2 (72 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,72.0,,,,,,,,,,,,,,,,,
654,PT05M29.00S,2026-03-11T01:49:33.6Z,4,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612764,137,110,2026-03-11T01:49:55Z,6450000,False,,,0,,S. Fontecchio shooting personal FOUL (3 PF) (Hardy 2 FT),"[1631323, 1630702]",1610612748.0,MIA,shooting,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,3.0,0.0,Hardy,1630702.0,,,
656,PT05M29.00S,2026-03-11T01:49:57.8Z,4,REGULAR,freethrow,1 of 2,[],1630702,,,1610612764,137,111,2026-03-11T01:49:57Z,6470000,False,,,0,,J. Hardy Free Throw 1 of 2 (12 PTS),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
