actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
344,PT00M50.40S,2023-11-04T03:22:30.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202681,20.71287779237845,7.8431372549019605,1610612742,64,55,2023-11-04T03:22:37Z,3400000,False,211.0,142.0,1,left,MISS K. Irving 25' fadeaway 3PT,[202681],1610612742.0,DAL,fadeaway,,,,,,Above the Break 3,24+ Right Center,,Irving,K. Irving,,,25.43,Missed,,,,,,,,,,,,,,,
345,PT00M47.40S,2023-11-04T03:22:33.9Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,64,55,2023-11-04T03:22:37Z,3410000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,344.0,2.0,2.0,0.0,,,,,,,
346,PT00M34.30S,2023-11-04T03:22:47.1Z,2,REGULAR,3pt,Jump Shot,[],203932,93.11760840998686,4.166666666666666,1610612743,67,55,2023-11-04T03:22:50Z,3420000,False,-229.0,12.0,1,right,A. Gordon 3PT  (8 PTS) (R. Jackson 2 AST),"[203932, 202704]",1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Gordon,A. Gordon,,,22.95,Made,8.0,R. Jackson,202704.0,2.0,,,,,,,,,,,
348,PT00M19.30S,2023-11-04T03:23:08.0Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,67,55,2023-11-04T03:23:11Z,3440000,False,,,0,,L. Doncic bad pass TURNOVER (6 TO),"[1629029, 203484]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,6.0,Doncic,L. Doncic,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
349,PT00M19.30S,2023-11-04T03:23:08.0Z,2,REGULAR,steal,,[],203484,,,1610612743,67,55,2023-11-04T03:23:09Z,3450000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Left,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,
352,PT00M00.40S,2023-11-04T03:24:01.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203999,70.38436268068331,75.98039215686273,1610612743,70,55,2023-11-04T03:24:08Z,3480000,False,130.0,226.0,1,right,N. Jokic 26' 3PT turnaround (20 PTS) (A. Gordon 3 AST),"[203999, 203932]",1610612743.0,DEN,turnaround,,,,,,Above the Break 3,24+ Right Center,,Jokic,N. Jokic,,,26.06,Made,20.0,A. Gordon,203932.0,3.0,,,,,,,,,,,
355,PT00M00.00S,2023-11-04T03:25:13.2Z,2,REGULAR,period,end,[],0,,,1610612742,70,55,2023-11-04T03:25:13Z,3510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2023-11-04T03:39:36.2Z,3,REGULAR,substitution,out,['startperiod'],202704,,,1610612742,70,55,2023-11-04T03:40:35Z,3520000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2023-11-04T03:39:36.2Z,3,REGULAR,substitution,in,['startperiod'],1627750,,,1610612742,70,55,2023-11-04T03:40:35Z,3530000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2023-11-04T03:41:00.4Z,3,REGULAR,period,start,[],0,,,1610612742,70,55,2023-11-04T03:41:00Z,3540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M48.00S,2023-11-04T03:41:12.2Z,3,REGULAR,2pt,Jump Shot,[],202681,87.86136662286465,71.56862745098039,1610612742,70,57,2023-11-04T03:41:17Z,3550000,False,108.0,62.0,1,right,K. Irving 12' pullup Jump Shot (12 PTS),[202681],1610612742.0,DAL,pullup,,,,,,Mid-Range,8-16 Right,,Irving,K. Irving,,,12.42,Made,12.0,,,,,,,,,,,,,,
360,PT11M33.00S,2023-11-04T03:41:27.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.389618922470433,58.08823529411765,1610612743,72,57,2023-11-04T03:41:37Z,3560000,False,-40.0,8.0,1,left,J. Murray driving finger roll Layup (11 PTS) (A. Gordon 4 AST),"[1627750, 203932]",1610612743.0,DEN,driving finger roll,,,,,,Restricted Area,0-8 Center,,Murray,J. Murray,,,4.11,Made,11.0,A. Gordon,203932.0,4.0,,,,,,,,,,,
362,PT11M21.00S,2023-11-04T03:41:38.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,91.80354796320631,3.9215686274509802,1610612742,72,57,2023-11-04T03:41:42Z,3580000,False,-230.0,25.0,1,right,MISS G. Williams 3PT,[1629684],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Williams,G. Williams,,,23.17,Missed,,,,,,,,,,,,,,,
363,PT11M19.00S,2023-11-04T03:41:39.9Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,72,57,2023-11-04T03:41:39Z,3590000,False,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Gordon,A. Gordon,,,,,,,,,362.0,4.0,4.0,0.0,,,,,,,
364,PT11M15.00S,2023-11-04T03:41:43.9Z,3,REGULAR,2pt,Jump Shot,[],203932,18.084756898817346,65.93137254901961,1610612743,72,57,2023-11-04T03:42:01Z,3600000,False,-80.0,117.0,1,left,MISS A. Gordon 14' fadeaway Shot,[203932],1610612743.0,DEN,fadeaway,,,,,,Mid-Range,8-16 Left,,Gordon,A. Gordon,,,14.2,Missed,,,,,,,,,,,,,,,
365,PT11M13.00S,2023-11-04T03:41:46.9Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,72,57,2023-11-04T03:41:46Z,3610000,False,,,0,,N. Jokic REBOUND (Off:7 Def:2),[203999],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Left,,Jokic,N. Jokic,,,,,,,,,364.0,9.0,2.0,7.0,,,,,,,
366,PT11M10.00S,2023-11-04T03:41:49.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,21.50131406044678,89.70588235294117,1610612743,72,57,2023-11-04T03:42:26Z,3620000,False,-199.0,150.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,Porter Jr.,M. Porter Jr.,,,24.86,Missed,,,,,,,,,,,,,,,
367,PT11M07.00S,2023-11-04T03:41:52.4Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612742,72,57,2023-11-04T03:42:07Z,3630000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Williams,G. Williams,,,,,,,,,366.0,2.0,1.0,1.0,,,,,,,
368,PT11M02.00S,2023-11-04T03:41:57.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202681,69.07030223390277,27.696078431372552,1610612742,72,57,2023-11-04T03:42:47Z,3640000,False,-112.0,238.0,1,right,MISS K. Irving 26' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,,,,Above the Break 3,24+ Left Center,,Irving,K. Irving,,,26.3,Missed,,,,,,,,,,,,,,,
369,PT11M01.00S,2023-11-04T03:41:58.0Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,72,57,2023-11-04T03:42:14Z,3650000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,Murray,J. Murray,,,,,,,,,368.0,2.0,2.0,0.0,,,,,,,
370,PT10M49.00S,2023-11-04T03:42:10.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,6.1268068331143235,55.392156862745104,1610612743,74,57,2023-11-04T03:42:19Z,3660000,False,-27.0,5.0,1,left,N. Jokic turnaround bank Jump Shot (22 PTS) (J. Murray 8 AST),"[203999, 1627750]",1610612743.0,DEN,turnaround bank,,,,,,Restricted Area,0-8 Center,,Jokic,N. Jokic,,,2.75,Made,22.0,J. Murray,1627750.0,8.0,,,,,,,,,,,
372,PT10M32.00S,2023-11-04T03:42:26.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,80.23981603153744,63.970588235294116,1610612742,74,57,2023-11-04T03:42:32Z,3680000,False,70.0,133.0,1,right,MISS L. Doncic 15' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,Doncic,L. Doncic,,,15.04,Missed,,,,,,,,,,,,,,,
373,PT10M29.00S,2023-11-04T03:42:29.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,74,57,2023-11-04T03:42:32Z,3690000,False,,,0,,N. Jokic REBOUND (Off:7 Def:3),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,Jokic,N. Jokic,,,,,,,,,372.0,10.0,3.0,7.0,,,,,,,
374,PT10M19.00S,2023-11-04T03:42:39.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203932,11.12023653088042,50.0,1610612743,74,57,2023-11-04T03:43:47Z,3700000,False,0.0,52.0,1,left,MISS A. Gordon driving Hook - blocked,"[203932, 202681]",1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Gordon,A. Gordon,,,5.2,Missed,,,,,,,,,,,,,,Irving,202681.0
375,PT10M19.00S,2023-11-04T03:42:39.7Z,3,REGULAR,block,,[],202681,,,1610612743,74,57,2023-11-04T03:42:42Z,3710000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
376,PT10M18.00S,2023-11-04T03:42:40.7Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,74,57,2023-11-04T03:44:31Z,3720000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:1),[1629008],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,Porter Jr.,M. Porter Jr.,,,,,,,,,374.0,3.0,1.0,2.0,,,,,,,
377,PT10M18.00S,2023-11-04T03:42:42.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,5.469776609724048,95.58823529411765,1610612743,74,57,2023-11-04T03:56:53Z,3730000,False,-228.0,-1.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Porter Jr.,M. Porter Jr.,,,22.79,Missed,,,,,,,,,,,,,,,
378,PT10M17.00S,2023-11-04T03:42:43.3Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,74,57,2023-11-04T03:56:53Z,3740000,False,,,0,,A. Gordon REBOUND (Off:1 Def:4),[203932],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Gordon,A. Gordon,,,,,,,,,377.0,5.0,4.0,1.0,,,,,,,
424,PT10M17.00S,2023-11-04T03:42:43.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,7.30946123521682,48.77450980392157,1610612743,74,57,2023-11-04T03:51:47Z,3742500,False,6.0,16.0,1,left,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,1.73,Missed,,,,,,,,,,,,,,,
425,PT10M17.00S,2023-11-04T03:42:43.1Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,74,57,2023-11-04T03:51:47Z,3743750,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:1),[1629008],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Porter Jr.,M. Porter Jr.,,,,,,,,,424.0,4.0,1.0,3.0,,,,,,,
379,PT10M07.00S,2023-11-04T03:42:52.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,11.251642575558476,40.931372549019606,1610612743,76,57,2023-11-04T03:42:56Z,3750000,False,45.0,53.0,1,left,N. Jokic 6' driving floating Jump Shot (24 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,Jokic,N. Jokic,,,6.99,Made,24.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,
381,PT09M51.00S,2023-11-04T03:43:10.1Z,3,REGULAR,turnover,out-of-bounds,[],202681,,,1610612742,76,57,2023-11-04T03:43:17Z,3770000,False,,,0,,K. Irving bad pass out-of-bounds TURNOVER (2 TO),[202681],1610612742.0,DAL,bad pass,,,,,,Above the Break 3,24+ Right Center,2.0,Irving,K. Irving,,,,,,,,,,,,,204058.0,,,,,,
382,PT09M39.00S,2023-11-04T03:43:28.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203484,22.026938239159,38.23529411764706,1610612743,76,57,2023-11-04T03:43:35Z,3780000,False,59.0,155.0,1,left,MISS K. Caldwell-Pope 16' fadeaway Shot,[203484],1610612743.0,DEN,fadeaway,,,,,,Mid-Range,16-24 Right Center,,Caldwell-Pope,K. Caldwell-Pope,,,16.54,Missed,,,,,,,,,,,,,,,
383,PT09M36.00S,2023-11-04T03:43:31.6Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,76,57,2023-11-04T03:43:35Z,3790000,False,,,0,,L. Doncic REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right Center,,Doncic,L. Doncic,,,,,,,,,382.0,5.0,4.0,1.0,,,,,,,
384,PT09M24.00S,2023-11-04T03:43:43.6Z,3,REGULAR,3pt,Jump Shot,[],1629029,73.01248357424441,83.33333333333334,1610612742,76,60,2023-11-04T03:44:03Z,3800000,False,167.0,201.0,1,right,L. Doncic 26' 3PT  (15 PTS) (G. Williams 1 AST),"[1629029, 1629684]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,Doncic,L. Doncic,,,26.13,Made,15.0,G. Williams,1629684.0,1.0,,,,,,,,,,,
388,PT09M08.00S,2023-11-04T03:43:59.2Z,3,REGULAR,3pt,Jump Shot,[],203932,5.338370565045992,96.32352941176471,1610612743,76,60,2023-11-04T03:44:05Z,3820000,False,-232.0,-2.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Gordon,A. Gordon,,,23.16,Missed,,,,,,,,,,,,,,,
389,PT09M08.00S,2023-11-04T03:43:59.2Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612742,76,60,2023-11-04T03:52:24Z,3830000,False,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Williams,G. Williams,,,,,,,,,388.0,3.0,2.0,1.0,,,,,,,
390,PT08M59.00S,2023-11-04T03:44:07.8Z,3,REGULAR,3pt,Jump Shot,[],1629029,66.83639947437582,74.01960784313727,1610612742,76,60,2023-11-04T03:44:14Z,3840000,False,120.0,259.0,1,right,MISS L. Doncic 28' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Right Center,,Doncic,L. Doncic,,,28.57,Missed,,,,,,,,,,,,,,,
391,PT08M57.00S,2023-11-04T03:44:10.7Z,3,REGULAR,rebound,offensive,[],1629029,,,1610612742,76,60,2023-11-04T03:44:10Z,3850000,False,,,0,,L. Doncic REBOUND (Off:2 Def:4),[1629029],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,Doncic,L. Doncic,,,,,,,,,390.0,6.0,4.0,2.0,,,,,,,
393,PT08M55.00S,2023-11-04T03:44:17.0Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612742,76,60,2023-11-04T03:44:25Z,3870000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Williams 2 FT),"[203932, 1629684]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Gordon,A. Gordon,,,,,,,,,,,,,2530.0,2.0,0.0,Williams,1629684.0,,
395,PT08M55.00S,2023-11-04T03:44:42.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612742,76,61,2023-11-04T03:44:42Z,3890000,False,,,0,,G. Williams Free Throw 1 of 2 (7 PTS),[1629684],1610612742.0,DAL,,,,,,,,,,Williams,G. Williams,,,,Made,7.0,,,,,,,,,,,,,,
396,PT08M55.00S,2023-11-04T03:44:56.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612742,76,62,2023-11-04T03:44:56Z,3900000,False,,,0,,G. Williams Free Throw 2 of 2 (8 PTS),[1629684],1610612742.0,DAL,,,,,,,,,,Williams,G. Williams,,,,Made,8.0,,,,,,,,,,,,,,
397,PT08M42.00S,2023-11-04T03:45:12.9Z,3,REGULAR,foul,personal,[],1629684,,,1610612743,76,62,2023-11-04T03:45:48Z,3910000,False,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 203999]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Center,,Williams,G. Williams,,,,,,,,,,,,,204058.0,3.0,1.0,Jokic,203999.0,,
399,PT08M32.00S,2023-11-04T03:45:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.09789750328515,47.794117647058826,1610612743,78,62,2023-11-04T03:45:51Z,3930000,False,11.0,24.0,1,left,J. Murray driving finger roll Layup (13 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,,,,Restricted Area,0-8 Center,,Murray,J. Murray,,,2.6,Made,13.0,,,,,,,,,,,,,,
401,PT08M25.00S,2023-11-04T03:45:58.4Z,3,REGULAR,2pt,Jump Shot,[],1629684,73.27529566360053,47.794117647058826,1610612742,78,62,2023-11-04T03:53:02Z,3950000,False,-11.0,199.0,1,right,MISS G. Williams 19' floating Shot - blocked,"[1629684, 1629008]",1610612742.0,DAL,floating,,,,,,Mid-Range,16-24 Center,,Williams,G. Williams,,,19.9,Missed,,,,,,,,,,,,,,Porter Jr.,1629008.0
402,PT08M25.00S,2023-11-04T03:45:58.4Z,3,REGULAR,block,,[],1629008,,,1610612742,78,62,2023-11-04T03:46:01Z,3960000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,
403,PT08M24.00S,2023-11-04T03:45:59.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,78,62,2023-11-04T03:46:15Z,3970000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,401.0,,,,,,,,,,
405,PT08M12.00S,2023-11-04T03:46:27.5Z,3,REGULAR,foul,personal,[],203999,,,1610612742,78,62,2023-11-04T03:46:33Z,3990000,False,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 1629029]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,Jokic,N. Jokic,,,,,,,,,,,,,204058.0,2.0,0.0,Doncic,1629029.0,,
407,PT08M12.00S,2023-11-04T03:46:36.3Z,3,REGULAR,substitution,out,[],1627884,,,1610612742,78,62,2023-11-04T03:46:41Z,4010000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
408,PT08M12.00S,2023-11-04T03:46:36.3Z,3,REGULAR,substitution,in,[],203501,,,1610612742,78,62,2023-11-04T03:46:41Z,4020000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
409,PT08M07.00S,2023-11-04T03:46:58.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,69.85873850197109,15.931372549019606,1610612742,78,65,2023-11-04T03:53:54Z,4030000,False,-170.0,231.0,1,right,L. Doncic 28' 3PT step back (18 PTS),[1629029],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,,Doncic,L. Doncic,,,28.68,Made,18.0,,,,,,,,,,,,,,
410,PT07M48.00S,2023-11-04T03:47:16.7Z,3,REGULAR,3pt,Jump Shot,[],1629008,22.946780551905388,10.784313725490197,1610612743,81,65,2023-11-04T03:47:20Z,4040000,False,196.0,163.0,1,left,M. Porter Jr. 25' 3PT  (14 PTS) (A. Gordon 5 AST),"[1629008, 203932]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,Porter Jr.,M. Porter Jr.,,,25.51,Made,14.0,A. Gordon,203932.0,5.0,,,,,,,,,,,
412,PT07M26.00S,2023-11-04T03:47:39.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,81,65,2023-11-04T03:47:43Z,4060000,False,,,0,,L. Doncic bad pass TURNOVER (7 TO),"[1629029, 203484]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left Center,7.0,Doncic,L. Doncic,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
413,PT07M26.00S,2023-11-04T03:47:39.4Z,3,REGULAR,steal,,[],203484,,,1610612743,81,65,2023-11-04T03:47:41Z,4070000,False,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,
414,PT07M20.00S,2023-11-04T03:47:45.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,7.5722733245729295,42.8921568627451,1610612743,81,65,2023-11-04T03:47:54Z,4080000,False,36.0,19.0,1,left,MISS M. Porter Jr. running Layup,[1629008],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,,Porter Jr.,M. Porter Jr.,,,4.01,Missed,,,,,,,,,,,,,,,
415,PT07M18.00S,2023-11-04T03:47:47.7Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,81,65,2023-11-04T03:47:47Z,4090000,False,,,0,,M. Porter Jr. REBOUND (Off:4 Def:1),[1629008],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Porter Jr.,M. Porter Jr.,,,,,,,,,414.0,5.0,1.0,4.0,,,,,,,
416,PT07M16.00S,2023-11-04T03:47:49.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629008,9.280551905387648,45.588235294117645,1610612743,83,65,2023-11-04T03:54:46Z,4100000,False,22.0,35.0,1,left,M. Porter Jr. floating Jump Shot (16 PTS),[1629008],1610612743.0,DEN,floating,,,,,,Restricted Area,0-8 Center,,Porter Jr.,M. Porter Jr.,,,4.11,Made,16.0,,,,,,,,,,,,,,
417,PT07M16.00S,2023-11-04T03:47:52.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,83,65,2023-11-04T03:47:52Z,4110000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M16.00S,2023-11-04T03:50:49.0Z,3,REGULAR,substitution,out,[],1641726,,,1610612742,83,65,2023-11-04T03:51:16Z,4120000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,,,,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,
419,PT07M16.00S,2023-11-04T03:50:49.0Z,3,REGULAR,substitution,out,[],202681,,,1610612742,83,65,2023-11-04T03:51:16Z,4130000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
420,PT07M16.00S,2023-11-04T03:50:49.0Z,3,REGULAR,substitution,in,[],203939,,,1610612742,83,65,2023-11-04T03:51:16Z,4140000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,
421,PT07M16.00S,2023-11-04T03:50:49.0Z,3,REGULAR,substitution,in,[],1630182,,,1610612742,83,65,2023-11-04T03:51:16Z,4150000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
422,PT07M07.00S,2023-11-04T03:51:36.5Z,3,REGULAR,3pt,Jump Shot,[],1629684,73.40670170827858,14.950980392156863,1610612742,83,65,2023-11-04T03:52:03Z,4160000,False,-175.0,197.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Williams,G. Williams,,,26.4,Missed,,,,,,,,,,,,,,,
423,PT07M04.00S,2023-11-04T03:51:39.3Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,83,65,2023-11-04T03:51:39Z,4170000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,422.0,3.0,3.0,0.0,,,,,,,
426,PT06M53.00S,2023-11-04T03:51:50.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,5.732588699080158,50.49019607843137,1610612743,85,65,2023-11-04T03:52:07Z,4180000,False,-2.0,1.0,1,left,A. Gordon driving DUNK (10 PTS),[203932],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,0.29,Made,10.0,,,,,,,,,,,,,,
428,PT06M32.00S,2023-11-04T03:52:16.6Z,3,REGULAR,foul,technical,['1freethrow'],203999,,,1610612742,85,65,2023-11-04T03:52:26Z,4200000,False,,,0,,N. Jokic defensive-3-second technical FOUL (1 Tech),[203999],1610612743.0,DEN,defensive-3-second,,,,,,In The Paint (Non-RA),0-8 Center,,Jokic,N. Jokic,,,,,,,,,,,,,1198.0,2.0,1.0,,,,
429,PT06M32.00S,2023-11-04T03:52:37.5Z,3,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,85,66,2023-11-04T03:52:37Z,4210000,False,,,0,,L. Doncic technical Free Throw 1 of 1 (19 PTS),[1629029],1610612742.0,DAL,technical,,,,,,,,,Doncic,L. Doncic,,,,Made,19.0,,,,,,,,,,,,,,
430,PT06M17.00S,2023-11-04T03:53:02.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,68.15045992115637,61.51960784313726,1610612742,85,66,2023-11-04T03:53:10Z,4220000,False,58.0,247.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,Williams,G. Williams,,,25.35,Missed,,,,,,,,,,,,,,,
