actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,descriptor,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
632,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,out,[],1630192,,,1610612743,131,106,2024-04-07T03:16:25Z,6310000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,
633,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,out,[],203992,,,1610612743,131,106,2024-04-07T03:16:25Z,6320000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
634,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,in,[],1629618,,,1610612743,131,106,2024-04-07T03:16:25Z,6330000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,
635,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,in,[],1630643,,,1610612743,131,106,2024-04-07T03:16:25Z,6340000,False,,,0,,SUB in: J. Huff,[1630643],1610612743.0,DEN,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,
636,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,in,[],1631124,,,1610612743,131,106,2024-04-07T03:16:25Z,6350000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
637,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,in,[],1629726,,,1610612743,131,106,2024-04-07T03:16:25Z,6360000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
638,PT03M10.00S,2024-04-07T03:16:36.7Z,4,REGULAR,3pt,Jump Shot,[],1641816,26.363337713534822,17.647058823529413,1610612743,131,106,2024-04-07T03:16:41Z,6370000,False,162.0,195.0,1,left,MISS H. Tyson 25' 3PT,[1641816],1610612743.0,DEN,,Tyson,H. Tyson,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
639,PT03M07.00S,2024-04-07T03:16:39.7Z,4,REGULAR,rebound,defensive,[],1641723,,,1610612737,131,106,2024-04-07T03:16:41Z,6380000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:3),[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,Above the Break 3,24+ Right Center,,,,,,,,,,,638.0,3.0,3.0,0.0,,,,,,
640,PT02M53.00S,2024-04-07T03:16:54.0Z,4,REGULAR,2pt,Jump Shot,[],1641723,84.05059132720105,21.568627450980394,1610612737,131,108,2024-04-07T03:17:00Z,6390000,False,-142.0,97.0,1,right,K. Bufkin 17' pullup Jump Shot (2 PTS) (B. Fernando 2 AST),"[1641723, 1628981]",1610612737.0,ATL,,Bufkin,K. Bufkin,Mid-Range,16-24 Left,17.24,Made,2.0,B. Fernando,1628981.0,2.0,,,,pullup,,,,,,,,,,
642,PT02M37.00S,2024-04-07T03:17:09.7Z,4,REGULAR,3pt,Jump Shot,[],1629618,13.091327201051248,2.450980392156863,1610612743,131,108,2024-04-07T03:17:14Z,6410000,False,238.0,71.0,1,left,MISS J. Pickett 24' 3PT,[1629618],1610612743.0,DEN,,Pickett,J. Pickett,Right Corner 3,24+ Right,24.8,Missed,,,,,,,,,,,,,,,,,,
643,PT02M34.00S,2024-04-07T03:17:12.7Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612737,131,108,2024-04-07T03:17:14Z,6420000,False,,,0,,V. Krejci REBOUND (Off:1 Def:4),[1630249],1610612737.0,ATL,,Krejci,V. Krejci,Right Corner 3,24+ Right,,,,,,,,,,,642.0,5.0,4.0,1.0,,,,,,
644,PT02M27.00S,2024-04-07T03:17:19.4Z,4,REGULAR,3pt,Jump Shot,[],1631243,94.03745072273325,93.87254901960785,1610612737,131,108,2024-04-07T03:17:25Z,6430000,False,219.0,4.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,Gueye,M. Gueye,Right Corner 3,24+ Right,21.94,Missed,,,,,,,,,,,,,,,,,,
645,PT02M24.00S,2024-04-07T03:17:22.4Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,131,108,2024-04-07T03:17:25Z,6440000,False,,,0,,J. Strawther REBOUND (Off:0 Def:3),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,Right Corner 3,24+ Right,,,,,,,,,,,644.0,3.0,3.0,0.0,,,,,,
646,PT02M19.00S,2024-04-07T03:17:28.7Z,4,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612743,131,108,2024-04-07T03:17:39Z,6450000,False,,,0,,B. Fernando shooting personal FOUL (5 PF) (Strawther 2 FT),"[1628981, 1631124]",1610612737.0,ATL,2002.0,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,5.0,0.0,Strawther,1631124.0
648,PT02M19.00S,2024-04-07T03:17:48.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1631124,,,1610612743,132,108,2024-04-07T03:21:37Z,6470000,False,,,0,,J. Strawther Free Throw 1 of 2 (4 PTS),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,Made,4.0,,,,,,,,,,,,,,,,,
649,PT02M19.00S,2024-04-07T03:17:48.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1631124,,,1610612743,133,108,2024-04-07T03:21:37Z,6480000,False,,,0,,J. Strawther Free Throw 2 of 2 (5 PTS),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,Made,5.0,,,,,,,,,,,,,,,,,
650,PT02M07.00S,2024-04-07T03:18:13.7Z,4,REGULAR,3pt,Jump Shot,[],1641723,66.83639947437582,54.166666666666664,1610612737,133,108,2024-04-07T03:21:58Z,6490000,False,21.0,259.0,1,right,MISS K. Bufkin 26' step back 3PT,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,step back,,,,,,,,,,
651,PT02M03.00S,2024-04-07T03:18:17.7Z,4,REGULAR,rebound,offensive,[],1631243,,,1610612737,133,108,2024-04-07T03:18:20Z,6500000,False,,,0,,M. Gueye REBOUND (Off:1 Def:0),[1631243],1610612737.0,ATL,,Gueye,M. Gueye,Above the Break 3,24+ Center,,,,,,,,,,,650.0,1.0,0.0,1.0,,,,,,
652,PT02M03.00S,2024-04-07T03:18:18.8Z,4,REGULAR,turnover,bad pass,[],1631243,,,1610612737,133,108,2024-04-07T03:18:23Z,6510000,False,,,0,,M. Gueye bad pass TURNOVER (1 TO),"[1631243, 1629618]",1610612737.0,ATL,,Gueye,M. Gueye,Restricted Area,0-8 Center,,,,,,,1.0,Pickett,1629618.0,,,,,,,,,,,
653,PT02M03.00S,2024-04-07T03:18:18.8Z,4,REGULAR,steal,,[],1629618,,,1610612743,133,108,2024-04-07T03:18:20Z,6520000,False,,,0,,J. Pickett STEAL (1 STL),[1629618],1610612743.0,DEN,,Pickett,J. Pickett,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
654,PT01M58.00S,2024-04-07T03:18:23.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629618,32.670827858081466,47.794117647058826,1610612743,136,108,2024-04-07T03:23:06Z,6530000,False,11.0,255.0,1,left,J. Pickett 25' 3PT running (3 PTS) (J. Strawther 2 AST),"[1629618, 1631124]",1610612743.0,DEN,,Pickett,J. Pickett,Above the Break 3,24+ Center,25.48,Made,3.0,J. Strawther,1631124.0,2.0,,,,running,,,,,,,,,,
656,PT01M44.00S,2024-04-07T03:18:44.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,91.67214191852825,44.6078431372549,1610612737,136,108,2024-04-07T03:18:51Z,6550000,False,-27.0,26.0,1,right,MISS B. Fernando Layup - blocked,"[1628981, 1630643]",1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,Huff,1630643.0,,,,
657,PT01M44.00S,2024-04-07T03:18:44.7Z,4,REGULAR,block,,[],1630643,,,1610612737,136,108,2024-04-07T03:19:43Z,6560000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612743.0,DEN,,Huff,J. Huff,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
658,PT01M44.00S,2024-04-07T03:18:44.7Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,136,108,2024-04-07T03:18:51Z,6570000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,Pickett,J. Pickett,Restricted Area,0-8 Center,,,,,,,,,,,656.0,1.0,1.0,0.0,,,,,,
659,PT01M34.00S,2024-04-07T03:18:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630643,7.178055190538765,48.28431372549019,1610612743,138,108,2024-04-07T03:19:00Z,6580000,False,9.0,15.0,1,left,J. Huff driving finger roll Layup (2 PTS) (J. Pickett 1 AST),"[1630643, 1629618]",1610612743.0,DEN,,Huff,J. Huff,Restricted Area,0-8 Center,1.73,Made,2.0,J. Pickett,1629618.0,1.0,,,,driving finger roll,,,,,,,,,,
661,PT01M16.00S,2024-04-07T03:19:15.8Z,4,REGULAR,3pt,Jump Shot,[],1630249,68.15045992115637,66.66666666666666,1610612737,138,108,2024-04-07T03:23:59Z,6600000,False,83.0,247.0,1,right,MISS V. Krejci 26' step back 3PT,[1630249],1610612737.0,ATL,,Krejci,V. Krejci,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,step back,,,,,,,,,,
662,PT01M13.00S,2024-04-07T03:19:18.8Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,138,108,2024-04-07T03:19:22Z,6610000,False,,,0,,J. Strawther REBOUND (Off:0 Def:4),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,Above the Break 3,24+ Right Center,,,,,,,,,,,661.0,4.0,4.0,0.0,,,,,,
663,PT01M06.00S,2024-04-07T03:19:27.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630643,6.1268068331143235,49.50980392156863,1610612743,140,108,2024-04-07T03:19:37Z,6620000,False,2.0,5.0,1,left,J. Huff driving DUNK (4 PTS) (J. Strawther 3 AST),"[1630643, 1631124]",1610612743.0,DEN,,Huff,J. Huff,Restricted Area,0-8 Center,0.57,Made,4.0,J. Strawther,1631124.0,3.0,,,,driving,,,,,,,,,,
665,PT00M54.50S,2024-04-07T03:19:43.7Z,4,REGULAR,2pt,Jump Shot,[],1641723,85.49605781865965,69.11764705882352,1610612737,140,110,2024-04-07T03:20:00Z,6640000,False,96.0,84.0,1,right,K. Bufkin 12' pullup Jump Shot (4 PTS),[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,Mid-Range,8-16 Right,12.71,Made,4.0,,,,,,,pullup,,,,,,,,,,
666,PT00M42.20S,2024-04-07T03:20:00.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641816,6.258212877792378,38.970588235294116,1610612743,142,110,2024-04-07T03:24:39Z,6650000,False,55.0,6.0,1,left,H. Tyson driving Layup (2 PTS) (J. Pickett 2 AST),"[1641816, 1629618]",1610612743.0,DEN,,Tyson,H. Tyson,In The Paint (Non-RA),0-8 Center,5.55,Made,2.0,J. Pickett,1629618.0,2.0,,,,driving,,,,,,,,,,
668,PT00M28.60S,2024-04-07T03:20:15.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,82.7365308804205,35.049019607843135,1610612737,142,110,2024-04-07T03:20:24Z,6670000,False,-75.0,110.0,1,right,MISS M. Gueye 13' pullup bank Shot,[1631243],1610612737.0,ATL,,Gueye,M. Gueye,In The Paint (Non-RA),8-16 Left,13.29,Missed,,,,,,,,pullup bank,,,,,,,,,,
669,PT00M25.70S,2024-04-07T03:20:18.2Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,142,110,2024-04-07T03:20:24Z,6680000,False,,,0,,J. Pickett REBOUND (Off:0 Def:2),[1629618],1610612743.0,DEN,,Pickett,J. Pickett,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,668.0,2.0,2.0,0.0,,,,,,
670,PT00M02.50S,2024-04-07T03:20:42.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,142,110,2024-04-07T03:21:01Z,6690000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2024-04-07T03:21:04.5Z,4,REGULAR,period,end,[],0,,,1610612737,142,110,2024-04-07T03:21:04Z,6700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M00.00S,2024-04-07T03:21:07.3Z,4,REGULAR,game,end,[],0,,,0,142,110,2024-04-07T03:21:07Z,6710000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
