actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
616,PT02M50.00S,2023-12-29T04:12:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,93.77463863337714,45.34313725490196,1610612743,138,100,2023-12-29T04:12:18Z,6060000,False,-23.0,6.0,1,right,C. Braun driving Layup (11 PTS) (J. Strawther 2 AST),"[1631128, 1631124]",1610612743.0,DEN,,Braun,C. Braun,driving,Restricted Area,0-8 Center,2.41,Made,,,,,11.0,J. Strawther,1631124.0,2.0,,,,,,,,,
618,PT02M40.00S,2023-12-29T04:12:22.4Z,4,REGULAR,3pt,Jump Shot,[],1631367,30.17411300919842,36.51960784313725,1610612763,138,100,2023-12-29T04:12:28Z,6080000,False,67.0,231.0,1,left,MISS J. Gilyard 24' 3PT,[1631367],1610612763.0,MEM,,Gilyard,J. Gilyard,,Above the Break 3,24+ Center,24.07,Missed,,,,,,,,,,,,,,,,,
619,PT02M37.00S,2023-12-29T04:12:25.4Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,138,100,2023-12-29T04:12:28Z,6090000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,Pickett,J. Pickett,,Above the Break 3,24+ Center,,,618.0,1.0,1.0,0.0,,,,,,,,,,,,,
620,PT02M30.00S,2023-12-29T04:12:33.0Z,4,REGULAR,3pt,Jump Shot,[],1631124,72.88107752956637,19.11764705882353,1610612743,138,100,2023-12-29T04:12:39Z,6100000,False,-154.0,202.0,1,right,MISS J. Strawther 25' 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,
621,PT02M27.00S,2023-12-29T04:12:36.6Z,4,REGULAR,rebound,offensive,[],1630296,,,1610612743,138,100,2023-12-29T04:12:36Z,6110000,False,,,0,,B. Key REBOUND (Off:1 Def:0),[1630296],1610612743.0,DEN,,Key,B. Key,,Above the Break 3,24+ Left Center,,,620.0,1.0,0.0,1.0,,,,,,,,,,,,,
622,PT02M24.00S,2023-12-29T04:12:39.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630296,94.1688567674113,52.69607843137255,1610612743,138,100,2023-12-29T04:17:34Z,6120000,False,13.0,2.0,1,right,MISS B. Key Layup,[1630296],1610612743.0,DEN,,Key,B. Key,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,
623,PT02M24.00S,2023-12-29T04:12:39.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,138,100,2023-12-29T04:12:43Z,6130000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,Restricted Area,0-8 Center,,,622.0,,,,,,,,,,,,,,,,
625,PT02M16.00S,2023-12-29T04:13:02.6Z,4,REGULAR,turnover,bad pass,[],1630192,,,1610612743,138,100,2023-12-29T04:13:08Z,6150000,False,,,0,,Z. Nnaji bad pass TURNOVER (1 TO),"[1630192, 1629723]",1610612743.0,DEN,,Nnaji,Z. Nnaji,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,1.0,Konchar,1629723.0
626,PT02M16.00S,2023-12-29T04:13:02.6Z,4,REGULAR,steal,,[],1629723,,,1610612763,138,100,2023-12-29T04:13:04Z,6160000,False,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
627,PT02M14.00S,2023-12-29T04:13:05.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629723,5.469776609724048,50.0,1610612763,138,102,2023-12-29T04:13:19Z,6170000,False,0.0,-1.0,1,left,J. Konchar running DUNK (10 PTS),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,running,Restricted Area,0-8 Center,0.11,Made,,,,,10.0,,,,,,,,,,,,
628,PT01M54.00S,2023-12-29T04:13:26.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631124,94.03745072273325,49.26470588235294,1610612743,140,102,2023-12-29T04:13:32Z,6180000,False,-4.0,4.0,1,right,J. Strawther cutting DUNK (12 PTS) (C. Braun 4 AST),"[1631124, 1631128]",1610612743.0,DEN,,Strawther,J. Strawther,cutting,Restricted Area,0-8 Center,0.51,Made,,,,,12.0,C. Braun,1631128.0,4.0,,,,,,,,,
630,PT01M44.00S,2023-12-29T04:13:44.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631223,5.732588699080158,48.77450980392157,1610612763,140,104,2023-12-29T04:13:51Z,6200000,False,6.0,1.0,1,left,D. Roddy cutting DUNK (15 PTS) (X. Tillman 4 AST),"[1631223, 1630214]",1610612763.0,MEM,,Roddy,D. Roddy,cutting,Restricted Area,0-8 Center,0.63,Made,,,,,15.0,X. Tillman,1630214.0,4.0,,,,,,,,,
632,PT01M33.00S,2023-12-29T04:13:57.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,93.64323258869908,49.01960784313725,1610612743,142,104,2023-12-29T04:14:07Z,6220000,False,-5.0,7.0,1,right,Z. Nnaji driving DUNK (4 PTS) (J. Pickett 2 AST),"[1630192, 1629618]",1610612743.0,DEN,,Nnaji,Z. Nnaji,driving,Restricted Area,0-8 Center,0.88,Made,,,,,4.0,J. Pickett,1629618.0,2.0,,,,,,,,,
634,PT01M20.00S,2023-12-29T04:14:15.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612763,142,104,2023-12-29T04:14:21Z,6240000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Tillman 2 FT),"[1630192, 1630214]",1610612743.0,DEN,1626302.0,Nnaji,Z. Nnaji,shooting,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,0.0,Tillman,1630214.0,,,
636,PT01M20.00S,2023-12-29T04:14:42.6Z,4,REGULAR,freethrow,1 of 2,[],1630214,,,1610612763,142,105,2023-12-29T04:15:01Z,6260000,False,,,0,,X. Tillman Free Throw 1 of 2 (6 PTS),[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,,,,Made,,,,,6.0,,,,,,,,,,,,
637,PT01M20.00S,2023-12-29T04:14:42.6Z,4,REGULAR,freethrow,2 of 2,[],1630214,,,1610612763,142,105,2023-12-29T04:15:01Z,6270000,False,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,,,,Missed,,,,,,,,,,,,,,,,,
638,PT01M18.00S,2023-12-29T04:14:44.6Z,4,REGULAR,rebound,defensive,[],1630296,,,1610612743,142,105,2023-12-29T04:15:01Z,6280000,False,,,0,,B. Key REBOUND (Off:1 Def:1),[1630296],1610612743.0,DEN,,Key,B. Key,,,,,,637.0,2.0,1.0,1.0,,,,,,,,,,,,,
639,PT01M05.00S,2023-12-29T04:15:12.5Z,4,REGULAR,3pt,Jump Shot,[],1629618,66.96780551905388,60.5392156862745,1610612743,142,105,2023-12-29T04:23:03Z,6290000,False,53.0,258.0,1,right,MISS J. Pickett 26' pullup 3PT,[1629618],1610612743.0,DEN,,Pickett,J. Pickett,pullup,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,
640,PT01M00.00S,2023-12-29T04:15:17.5Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,142,105,2023-12-29T04:15:20Z,6300000,False,,,0,,J. Konchar REBOUND (Off:3 Def:4),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Above the Break 3,24+ Center,,,639.0,7.0,4.0,3.0,,,,,,,,,,,,,
641,PT00M40.20S,2023-12-29T04:15:38.0Z,4,REGULAR,3pt,Jump Shot,[],1630214,7.178055190538765,1.715686274509804,1610612763,142,105,2023-12-29T04:15:44Z,6310000,False,241.0,15.0,1,left,MISS X. Tillman 24' 3PT,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,Right Corner 3,24+ Right,24.19,Missed,,,,,,,,,,,,,,,,,
642,PT00M37.40S,2023-12-29T04:15:40.8Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,142,105,2023-12-29T04:15:44Z,6320000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,Braun,C. Braun,,Right Corner 3,24+ Right,,,641.0,3.0,3.0,0.0,,,,,,,,,,,,,
643,PT00M14.80S,2023-12-29T04:16:04.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,142,105,2023-12-29T04:16:22Z,6330000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
644,PT00M00.00S,2023-12-29T04:16:32.7Z,4,REGULAR,period,end,[],0,,,1610612763,142,105,2023-12-29T04:16:32Z,6340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M00.00S,2023-12-29T04:16:35.0Z,4,REGULAR,game,end,[],0,,,0,142,105,2023-12-29T04:16:35Z,6350000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
