actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
343,PT08M09.00S,2023-03-07T03:21:58.2Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,67,69,2023-03-07T03:22:01Z,3340000,False,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 1627751]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,2.0,Poeltl,1627751.0
344,PT08M09.00S,2023-03-07T03:21:58.2Z,3,REGULAR,steal,,[],1627751,,,1610612761,67,69,2023-03-07T03:21:59Z,3350000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
345,PT08M01.00S,2023-03-07T03:22:06.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627751,89.70105124835742,36.27450980392157,1610612761,67,69,2023-03-07T03:24:06Z,3360000,False,-69.0,44.0,1,right,MISS J. Poeltl 8' turnaround Hook,[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),8-16 Left,8.17,Missed,,,,,,,,,,,,,,,,,
346,PT07M58.00S,2023-03-07T03:22:09.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,67,69,2023-03-07T03:22:11Z,3370000,False,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Left,,,,,345.0,5.0,4.0,1.0,,,,,,,,,,,
347,PT07M53.00S,2023-03-07T03:22:14.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627750,6.915243101182654,50.98039215686274,1610612743,69,69,2023-03-07T03:22:19Z,3380000,False,-5.0,13.0,1,left,J. Murray running DUNK (15 PTS),[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,15.0,,,,,,,,,,
349,PT07M36.00S,2023-03-07T03:22:30.7Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,69,69,2023-03-07T03:22:33Z,3400000,False,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 203932]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,2.0,Gordon,203932.0
350,PT07M36.00S,2023-03-07T03:22:30.7Z,3,REGULAR,steal,,[],203932,,,1610612743,69,69,2023-03-07T03:22:32Z,3410000,False,,,0,,A. Gordon STEAL (2 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
351,PT07M27.00S,2023-03-07T03:22:39.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,29.122864651773984,20.588235294117645,1610612743,72,69,2023-03-07T03:22:45Z,3420000,False,147.0,221.0,1,left,J. Murray 26' 3PT step back (18 PTS) (K. Caldwell-Pope 2 AST),"[1627750, 203484]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Right Center,26.57,Made,,,,,,,18.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,
353,PT07M26.00S,2023-03-07T03:22:45.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,72,69,2023-03-07T03:22:45Z,3440000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT07M02.00S,2023-03-07T03:25:56.0Z,3,REGULAR,3pt,Jump Shot,[],1630567,66.5735873850197,45.588235294117645,1610612761,72,69,2023-03-07T03:26:00Z,3450000,False,-22.0,262.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,
355,PT07M00.00S,2023-03-07T03:25:58.0Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,72,69,2023-03-07T03:26:00Z,3460000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Above the Break 3,24+ Center,,,,,354.0,3.0,1.0,2.0,,,,,,,,,,,
356,PT06M48.00S,2023-03-07T03:26:10.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627783,94.03745072273325,48.28431372549019,1610612761,72,71,2023-03-07T03:27:07Z,3470000,False,-9.0,4.0,1,right,P. Siakam cutting DUNK (15 PTS) (F. VanVleet 10 AST),"[1627783, 1627832]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,15.0,F. VanVleet,1627832.0,10.0,,,,,,,
358,PT06M31.00S,2023-03-07T03:26:29.2Z,3,REGULAR,foul,personal,[],1627832,,,1610612743,72,71,2023-03-07T03:28:06Z,3490000,False,,,0,,F. VanVleet personal FOUL (2 PF),"[1627832, 203484]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,1162.0,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,0.0,Caldwell-Pope,203484.0,,,
360,PT06M25.00S,2023-03-07T03:27:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,10.85742444152431,51.470588235294116,1610612743,72,71,2023-03-07T03:27:09Z,3510000,False,-7.0,50.0,1,left,MISS A. Gordon driving Layup - blocked,"[203932, 1630567]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,Barnes,1630567.0,,,,,,,,,,,,,,,
361,PT06M25.00S,2023-03-07T03:27:05.0Z,3,REGULAR,block,,[],1630567,,,1610612743,72,71,2023-03-07T03:27:07Z,3520000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
362,PT06M23.00S,2023-03-07T03:27:07.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,72,71,2023-03-07T03:27:09Z,3530000,False,,,0,,S. Barnes REBOUND (Off:3 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,In The Paint (Non-RA),0-8 Center,,,,,360.0,8.0,5.0,3.0,,,,,,,,,,,
363,PT06M07.00S,2023-03-07T03:27:22.8Z,3,REGULAR,turnover,lost ball,[],1627832,,,1610612761,72,71,2023-03-07T03:27:26Z,3540000,False,,,0,,F. VanVleet lost ball TURNOVER (2 TO),"[1627832, 1627750]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,2.0,Murray,1627750.0
364,PT06M07.00S,2023-03-07T03:27:22.8Z,3,REGULAR,steal,,[],1627750,,,1610612743,72,71,2023-03-07T03:27:24Z,3550000,False,,,0,,J. Murray STEAL (3 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
365,PT06M04.00S,2023-03-07T03:27:25.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,29.77989487516426,27.205882352941174,1610612743,72,71,2023-03-07T03:27:30Z,3560000,False,114.0,227.0,1,left,MISS J. Murray 25' running pullup 3PT,[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,
366,PT06M01.00S,2023-03-07T03:27:28.3Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,72,71,2023-03-07T03:27:30Z,3570000,False,,,0,,S. Barnes REBOUND (Off:3 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Above the Break 3,24+ Right Center,,,,,365.0,9.0,6.0,3.0,,,,,,,,,,,
367,PT05M56.00S,2023-03-07T03:27:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.32917214191852,57.35294117647059,1610612761,72,71,2023-03-07T03:27:43Z,3580000,False,37.0,20.0,1,right,MISS P. Siakam Layup,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,,,,,,,,
368,PT05M54.00S,2023-03-07T03:27:35.9Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,72,71,2023-03-07T03:27:35Z,3590000,False,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Restricted Area,0-8 Center,,,,,367.0,4.0,2.0,2.0,,,,,,,,,,,
369,PT05M53.00S,2023-03-07T03:27:37.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.72339027595268,57.107843137254896,1610612761,72,71,2023-03-07T03:27:46Z,3600000,False,36.0,16.0,1,right,MISS P. Siakam putback Layup,[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,
370,PT05M52.00S,2023-03-07T03:27:38.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,72,71,2023-03-07T03:27:46Z,3610000,False,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,,,,,369.0,6.0,5.0,1.0,,,,,,,,,,,
371,PT05M42.00S,2023-03-07T03:27:48.5Z,3,REGULAR,3pt,Jump Shot,[],203484,29.38567674113009,72.30392156862744,1610612743,72,71,2023-03-07T03:30:13Z,3620000,False,-112.0,224.0,1,left,MISS K. Caldwell-Pope 24' step back 3PT,[203484],1610612743.0,DEN,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,
372,PT05M41.00S,2023-03-07T03:27:49.5Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,72,71,2023-03-07T03:34:08Z,3630000,False,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Above the Break 3,24+ Left Center,,,,,371.0,7.0,5.0,2.0,,,,,,,,,,,
395,PT05M41.00S,2023-03-07T03:28:00.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,6.783837056504599,49.26470588235294,1610612743,72,71,2023-03-07T03:34:15Z,3635000,False,4.0,11.0,1,left,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,,,,,,,,,,,,,
396,PT05M41.00S,2023-03-07T03:28:00.0Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,72,71,2023-03-07T03:34:15Z,3637500,False,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,,,,,395.0,8.0,6.0,2.0,,,,,,,,,,,
373,PT05M19.00S,2023-03-07T03:28:11.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,87.07293035479631,50.49019607843137,1610612761,72,73,2023-03-07T03:28:16Z,3640000,False,2.0,69.0,1,right,J. Poeltl 6' floating Jump Shot (12 PTS) (P. Siakam 4 AST),"[1627751, 1627783]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,,,,,,,12.0,P. Siakam,1627783.0,4.0,,,,,,,
376,PT05M00.00S,2023-03-07T03:28:32.3Z,3,REGULAR,substitution,out,[],203484,,,1610612743,72,73,2023-03-07T03:28:40Z,3670000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M00.00S,2023-03-07T03:28:32.3Z,3,REGULAR,substitution,out,[],1630567,,,1610612743,72,73,2023-03-07T03:28:40Z,3680000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M00.00S,2023-03-07T03:28:32.3Z,3,REGULAR,substitution,in,[],1628971,,,1610612743,72,73,2023-03-07T03:28:40Z,3690000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M00.00S,2023-03-07T03:28:32.3Z,3,REGULAR,substitution,in,[],1630173,,,1610612743,72,73,2023-03-07T03:28:40Z,3700000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT04M56.00S,2023-03-07T03:28:53.6Z,3,REGULAR,2pt,Jump Shot,[],1629008,23.99802890932983,49.754901960784316,1610612743,74,73,2023-03-07T03:28:59Z,3710000,False,1.0,173.0,1,left,M. Porter Jr. 17' fadeaway Jump Shot (16 PTS) (N. Jokic 5 AST),"[1629008, 203999]",1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,,Mid-Range,16-24 Center,17.31,Made,,,,,,,16.0,N. Jokic,203999.0,5.0,,,,,,,
382,PT04M41.00S,2023-03-07T03:29:08.2Z,3,REGULAR,3pt,Jump Shot,[],1627832,72.35545335085413,78.67647058823529,1610612761,74,73,2023-03-07T03:29:15Z,3730000,False,143.0,207.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,
383,PT04M39.00S,2023-03-07T03:29:10.2Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,74,73,2023-03-07T03:29:15Z,3740000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:6),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,Above the Break 3,24+ Right Center,,,,,382.0,9.0,6.0,3.0,,,,,,,,,,,
384,PT04M37.00S,2023-03-07T03:29:12.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,76.42904073587385,11.76470588235294,1610612761,74,76,2023-03-07T03:29:18Z,3750000,False,-191.0,169.0,1,right,O. Anunoby 25' 3PT  (12 PTS) (J. Poeltl 4 AST),"[1628384, 1627751]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Above the Break 3,24+ Left Center,25.52,Made,,,,,,,12.0,J. Poeltl,1627751.0,4.0,,,,,,,
386,PT04M36.00S,2023-03-07T03:29:20.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,74,76,2023-03-07T03:29:20Z,3770000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M15.00S,2023-03-07T03:32:33.4Z,3,REGULAR,turnover,traveling,[],1628971,,,1610612743,74,76,2023-03-07T03:32:44Z,3780000,False,,,0,,B. Brown traveling TURNOVER (1 TO),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,202007.0,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,1.0,,
388,PT04M05.00S,2023-03-07T03:32:54.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,91.80354796320631,3.6764705882352944,1610612761,74,76,2023-03-07T03:32:58Z,3790000,False,-232.0,25.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,
389,PT04M02.00S,2023-03-07T03:32:57.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,74,76,2023-03-07T03:32:58Z,3800000,False,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Left Corner 3,24+ Left,,,,,388.0,8.0,6.0,2.0,,,,,,,,,,,
390,PT03M53.00S,2023-03-07T03:33:06.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,8.09789750328515,50.73529411764706,1610612743,74,76,2023-03-07T03:33:11Z,3810000,False,-4.0,24.0,1,left,MISS B. Brown cutting Layup,[1628971],1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,
391,PT03M52.00S,2023-03-07T03:33:08.1Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612743,74,76,2023-03-07T03:33:08Z,3820000,False,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,Restricted Area,0-8 Center,,,,,390.0,2.0,1.0,1.0,,,,,,,,,,,
392,PT03M52.00S,2023-03-07T03:33:09.3Z,3,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612743,74,76,2023-03-07T03:33:17Z,3830000,False,,,0,,F. VanVleet shooting personal FOUL (3 PF) (Brown 2 FT),"[1627832, 1628971]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,1162.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,0.0,Brown,1628971.0,,,
394,PT03M52.00S,2023-03-07T03:33:37.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628971,,,1610612743,75,76,2023-03-07T03:33:38Z,3850000,False,,,0,,B. Brown Free Throw 1 of 2 (4 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,
397,PT03M52.00S,2023-03-07T03:33:38.6Z,3,REGULAR,substitution,out,[],203932,,,1610612743,75,76,2023-03-07T03:33:57Z,3860000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M52.00S,2023-03-07T03:33:38.6Z,3,REGULAR,substitution,out,[],1627783,,,1610612743,75,76,2023-03-07T03:33:57Z,3870000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M52.00S,2023-03-07T03:33:38.6Z,3,REGULAR,substitution,in,[],201145,,,1610612743,75,76,2023-03-07T03:33:57Z,3880000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M52.00S,2023-03-07T03:33:38.6Z,3,REGULAR,substitution,in,[],1629018,,,1610612743,75,76,2023-03-07T03:33:57Z,3890000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M52.00S,2023-03-07T03:34:07.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628971,,,1610612743,75,76,2023-03-07T03:34:07Z,3900000,False,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
402,PT03M49.00S,2023-03-07T03:34:07.9Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,75,76,2023-03-07T03:34:07Z,3910000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,401.0,2.0,2.0,0.0,,,,,,,,,,,
403,PT03M29.00S,2023-03-07T03:34:28.2Z,3,REGULAR,3pt,Jump Shot,[],1627832,61.18593955321945,75.0,1610612761,75,79,2023-03-07T03:34:40Z,3920000,False,125.0,312.0,1,right,F. VanVleet 33' 3PT  (15 PTS) (P. Achiuwa 2 AST),"[1627832, 1630173]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Above the Break 3,24+ Right Center,33.65,Made,,,,,,,15.0,P. Achiuwa,1630173.0,2.0,,,,,,,
405,PT03M23.00S,2023-03-07T03:34:37.2Z,3,REGULAR,foul,personal,[],1628384,,,1610612743,75,79,2023-03-07T03:34:52Z,3940000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 203999]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,1162.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,0.0,Jokic,203999.0,,,
407,PT03M23.00S,2023-03-07T03:34:43.3Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,75,79,2023-03-07T03:34:49Z,3960000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M23.00S,2023-03-07T03:34:43.3Z,3,REGULAR,substitution,in,[],202704,,,1610612743,75,79,2023-03-07T03:34:49Z,3970000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M05.00S,2023-03-07T03:35:23.4Z,3,REGULAR,3pt,Jump Shot,[],1628971,10.5946123521682,3.9215686274509802,1610612743,75,79,2023-03-07T03:35:27Z,3990000,False,230.0,47.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,
411,PT03M03.00S,2023-03-07T03:35:25.4Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,75,79,2023-03-07T03:35:27Z,4000000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Right Corner 3,24+ Right,,,,,410.0,3.0,3.0,0.0,,,,,,,,,,,
412,PT02M59.00S,2023-03-07T03:35:30.4Z,3,REGULAR,turnover,lost ball,[],1627832,,,1610612761,75,79,2023-03-07T03:35:38Z,4010000,False,,,0,,F. VanVleet lost ball TURNOVER (3 TO),"[1627832, 1628971]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,3.0,Brown,1628971.0
413,PT02M59.00S,2023-03-07T03:35:30.4Z,3,REGULAR,steal,,[],1628971,,,1610612743,75,79,2023-03-07T03:35:32Z,4020000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
414,PT02M58.00S,2023-03-07T03:35:36.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612743,75,79,2023-03-07T03:35:46Z,4030000,False,,,0,,F. VanVleet shooting personal FOUL (4 PF) (Brown 2 FT),"[1627832, 1628971]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,202007.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,0.0,Brown,1628971.0,,,
416,PT02M58.00S,2023-03-07T03:36:01.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628971,,,1610612743,76,79,2023-03-07T03:36:01Z,4050000,False,,,0,,B. Brown Free Throw 1 of 2 (5 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
417,PT02M58.00S,2023-03-07T03:36:16.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628971,,,1610612743,77,79,2023-03-07T03:36:16Z,4060000,False,,,0,,B. Brown Free Throw 2 of 2 (6 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
418,PT02M47.00S,2023-03-07T03:36:29.1Z,3,REGULAR,3pt,Jump Shot,[],1629018,69.99014454664915,22.30392156862745,1610612761,77,82,2023-03-07T03:36:34Z,4070000,False,-138.0,230.0,1,right,G. Trent Jr. 26' 3PT  (9 PTS) (F. VanVleet 11 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Above the Break 3,24+ Left Center,26.81,Made,,,,,,,9.0,F. VanVleet,1627832.0,11.0,,,,,,,
420,PT02M35.00S,2023-03-07T03:36:44.5Z,3,REGULAR,turnover,out-of-bounds,[],201145,,,1610612743,77,82,2023-03-07T03:36:51Z,4090000,False,,,0,,J. Green step out-of-bounds TURNOVER (2 TO),[201145],1610612743.0,DEN,step,,,Green,J. Green,,,,,1162.0,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,2.0,,
421,PT02M35.00S,2023-03-07T03:36:48.6Z,3,REGULAR,substitution,out,[],1627750,,,1610612761,77,82,2023-03-07T03:36:57Z,4100000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M35.00S,2023-03-07T03:36:48.6Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,77,82,2023-03-07T03:36:57Z,4110000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M35.00S,2023-03-07T03:36:48.6Z,3,REGULAR,substitution,in,[],203484,,,1610612761,77,82,2023-03-07T03:36:57Z,4120000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M35.00S,2023-03-07T03:36:48.6Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,77,82,2023-03-07T03:36:57Z,4130000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M20.00S,2023-03-07T03:37:15.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630173,92.32917214191852,74.26470588235294,1610612761,77,82,2023-03-07T03:37:21Z,4140000,False,121.0,20.0,1,right,MISS P. Achiuwa 12' Jump Shot,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Mid-Range,8-16 Right,12.29,Missed,,,,,,,,,,,,,,,,,
426,PT02M19.00S,2023-03-07T03:37:16.8Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,77,82,2023-03-07T03:37:21Z,4150000,False,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,Mid-Range,8-16 Right,,,,,425.0,3.0,2.0,1.0,,,,,,,,,,,
