actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
263,PT02M58.00S,2022-11-06T01:53:28.4Z,2,REGULAR,turnover,bad pass,[],1626196,,,1610612759,60,45,2022-11-06T01:53:36Z,2620000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 203484]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0
264,PT02M58.00S,2022-11-06T01:53:28.4Z,2,REGULAR,steal,,[],203484,,,1610612743,60,45,2022-11-06T01:53:29Z,2630000,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
265,PT02M54.00S,2022-11-06T01:53:31.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,92.46057818659659,50.245098039215684,1610612743,62,45,2022-11-06T01:53:43Z,2640000,1.0,18.0,1,right,K. Caldwell-Pope running DUNK (9 PTS),[203484],1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1.84,Made,9.0,,,,,,,,,,,,,,,,,
266,PT02M36.00S,2022-11-06T01:53:49.8Z,2,REGULAR,turnover,bad pass,[],203476,,,1610612759,62,45,2022-11-06T01:53:53Z,2650000,,,0,,G. Dieng bad pass TURNOVER (2 TO),"[203476, 203484]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0
267,PT02M36.00S,2022-11-06T01:53:49.8Z,2,REGULAR,steal,,[],203484,,,1610612743,62,45,2022-11-06T01:53:51Z,2660000,,,0,,K. Caldwell-Pope STEAL (3 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
268,PT02M31.00S,2022-11-06T01:53:55.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203999,93.11760840998686,50.73529411764706,1610612743,64,45,2022-11-06T01:54:01Z,2670000,4.0,12.0,1,right,N. Jokic running DUNK (8 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.27,Made,8.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,,
270,PT02M28.00S,2022-11-06T01:54:03.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,64,45,2022-11-06T01:54:03Z,2690000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M28.00S,2022-11-06T01:56:28.3Z,2,REGULAR,substitution,out,[],203476,,,1610612759,64,45,2022-11-06T01:56:54Z,2700000,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M28.00S,2022-11-06T01:56:28.3Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,64,45,2022-11-06T01:56:54Z,2710000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M08.00S,2022-11-06T01:57:23.2Z,2,REGULAR,2pt,Hook,[],1629640,9.937582128777924,25.98039215686275,1610612759,64,45,2022-11-06T01:57:28Z,2720000,120.0,41.0,1,left,MISS K. Johnson 12' turnaround Hook,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,12.69,Missed,,,,,,,,,,,,,,,,,,
274,PT02M05.00S,2022-11-06T01:57:26.2Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,64,45,2022-11-06T01:57:28Z,2730000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,273.0,6.0,6.0,0.0,,,,,
275,PT01M56.00S,2022-11-06T01:57:34.1Z,2,REGULAR,2pt,Jump Shot,[],1629008,76.2976346911958,64.4607843137255,1610612743,64,45,2022-11-06T01:57:41Z,2740000,72.0,170.0,1,right,MISS M. Porter Jr. 18' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,18.5,Missed,,,,,,,,,,,,,,,,,,
276,PT01M55.00S,2022-11-06T01:57:35.1Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,64,45,2022-11-06T01:57:41Z,2750000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,275.0,2.0,2.0,0.0,,,,,
278,PT01M39.00S,2022-11-06T01:58:11.3Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612759,64,45,2022-11-06T01:58:29Z,2770000,,,0,,N. Jokic shooting personal FOUL (2 PF) (Poeltl 2 FT),"[203999, 1627751]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,2.0,0.0,Poeltl,1627751.0,,,,,,,,,
280,PT01M39.00S,2022-11-06T01:58:11.4Z,2,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,64,45,2022-11-06T01:58:55Z,2790000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
281,PT01M39.00S,2022-11-06T01:58:11.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,64,45,2022-11-06T01:58:55Z,2800000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,
282,PT01M39.00S,2022-11-06T01:58:11.4Z,2,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,64,45,2022-11-06T01:58:55Z,2810000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
283,PT01M39.00S,2022-11-06T01:58:11.4Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,64,45,2022-11-06T01:58:55Z,2820000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,282.0,3.0,3.0,0.0,,,,,
284,PT01M15.00S,2022-11-06T01:59:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,55.14705882352941,1610612743,66,45,2022-11-06T01:59:20Z,2830000,26.0,16.0,1,right,N. Jokic finger roll Layup (10 PTS) (J. Murray 4 AST),"[203999, 1627750]",1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.02,Made,10.0,J. Murray,1627750.0,4.0,,,,,,,,,,,,,,
286,PT00M49.90S,2022-11-06T01:59:40.4Z,2,REGULAR,3pt,Jump Shot,[],1630170,25.57490144546649,16.176470588235293,1610612759,66,48,2022-11-06T01:59:44Z,2850000,169.0,188.0,1,left,D. Vassell 25' 3PT  (11 PTS) (K. Bates-Diop 1 AST),"[1630170, 1628966]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.28,Made,11.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,,,,
288,PT00M43.20S,2022-11-06T01:59:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.24901445466492,47.05882352941176,1610612743,68,48,2022-11-06T01:59:58Z,2870000,-15.0,11.0,1,right,A. Gordon reverse Layup (6 PTS) (N. Jokic 7 AST),"[203932, 203999]",1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.84,Made,6.0,N. Jokic,203999.0,7.0,,,,,,,,,,,,,,
290,PT00M32.60S,2022-11-06T02:00:06.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612759,68,48,2022-11-06T02:00:20Z,2890000,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Johnson 2 FT),"[203484, 1629640]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1151.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,
292,PT00M32.60S,2022-11-06T02:00:30.9Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,68,49,2022-11-06T02:00:30Z,2910000,,,0,,K. Johnson Free Throw 1 of 2 (8 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
293,PT00M32.60S,2022-11-06T02:00:48.8Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,68,50,2022-11-06T02:00:48Z,2920000,,,0,,K. Johnson Free Throw 2 of 2 (9 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
295,PT00M10.40S,2022-11-06T02:01:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,55.392156862745104,1610612743,70,50,2022-11-06T02:01:44Z,2940000,27.0,16.0,1,right,N. Jokic driving finger roll Layup (12 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.13,Made,12.0,J. Murray,1627750.0,5.0,,,,,,,,,,,,,,
297,PT00M06.20S,2022-11-06T02:01:52.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612759,70,50,2022-11-06T02:02:04Z,2960000,,,0,,M. Porter Jr. personal FOUL (2 PF) (Johnson 2 FT),"[1629008, 1629640]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202035.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,
299,PT00M06.20S,2022-11-06T02:02:12.4Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,70,51,2022-11-06T02:02:12Z,2980000,,,0,,K. Johnson Free Throw 1 of 2 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
300,PT00M06.20S,2022-11-06T02:02:21.5Z,2,REGULAR,substitution,out,[],1626196,,,1610612759,70,51,2022-11-06T02:02:33Z,2990000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M06.20S,2022-11-06T02:02:21.5Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,70,51,2022-11-06T02:02:33Z,3000000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M06.20S,2022-11-06T02:02:21.5Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,70,51,2022-11-06T02:02:33Z,3010000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M06.20S,2022-11-06T02:02:21.5Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,70,51,2022-11-06T02:02:33Z,3020000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M06.20S,2022-11-06T02:02:12.4Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,70,51,2022-11-06T02:03:38Z,3030000,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
305,PT00M02.50S,2022-11-06T02:02:16.1Z,2,REGULAR,rebound,offensive,[],1628966,,,1610612759,70,51,2022-11-06T02:03:38Z,3040000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,304.0,2.0,1.0,1.0,,,,,
306,PT00M02.50S,2022-11-06T02:02:55.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,5.590000152587891,50.0,1610612759,70,51,2022-11-06T02:02:55Z,3050000,0.0,0.0,1,left,MISS K. Bates-Diop tip Layup,[1628966],1610612759.0,SAS,tip,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
307,PT00M01.40S,2022-11-06T02:02:57.1Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,70,51,2022-11-06T02:02:57Z,3060000,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,306.0,4.0,4.0,0.0,,,,,
308,PT00M00.00S,2022-11-06T02:03:00.1Z,2,REGULAR,3pt,Jump Shot,[],203932,31.61957950065703,80.63725490196079,1610612743,70,51,2022-11-06T02:03:10Z,3070000,153.0,590.0,1,right,MISS A. Gordon 60' running 3PT,[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,60.99,Missed,,,,,,,,,,,,,,,,,,
309,PT00M00.00S,2022-11-06T02:03:01.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,70,51,2022-11-06T02:03:01Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,308.0,,,,,,,,
310,PT00M00.00S,2022-11-06T02:03:06.6Z,2,REGULAR,period,end,[],0,,,1610612743,70,51,2022-11-06T02:03:06Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-11-06T02:17:31.2Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612743,70,51,2022-11-06T02:18:33Z,3100000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-11-06T02:17:31.2Z,3,REGULAR,substitution,out,['startperiod'],1628966,,,1610612743,70,51,2022-11-06T02:18:33Z,3110000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-11-06T02:17:31.2Z,3,REGULAR,substitution,in,['startperiod'],1631103,,,1610612743,70,51,2022-11-06T02:18:33Z,3120000,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-11-06T02:17:31.2Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612743,70,51,2022-11-06T02:18:33Z,3130000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-11-06T02:18:32.4Z,3,REGULAR,period,start,[],0,,,1610612743,70,51,2022-11-06T02:18:34Z,3140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M51.00S,2022-11-06T02:18:40.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,8.886333771353483,4.166666666666666,1610612743,70,51,2022-11-06T02:18:44Z,3150000,229.0,31.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,,,,,,,,,,,,
317,PT11M48.00S,2022-11-06T02:18:43.5Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,70,51,2022-11-06T02:19:17Z,3160000,,,0,,A. Gordon REBOUND (Off:1 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,316.0,5.0,4.0,1.0,,,,,
318,PT11M47.00S,2022-11-06T02:18:45.2Z,3,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612743,70,51,2022-11-06T02:22:52Z,3170000,,,0,,M. Porter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1629008],1610612743.0,DEN,lost ball,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,202049.0,,,,,,,,,,,1.0,,
319,PT11M34.00S,2022-11-06T02:19:06.5Z,3,REGULAR,violation,kicked ball,[],1627750,,,1610612759,70,51,2022-11-06T02:19:36Z,3180000,,,0,,J. Murray kicked ball VIOLATION,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,
320,PT11M23.00S,2022-11-06T02:19:29.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631110,93.51182654402102,51.225490196078425,1610612759,70,53,2022-11-06T02:19:39Z,3190000,6.0,8.0,1,right,J. Sochan DUNK (2 PTS) (J. Poeltl 2 AST),"[1631110, 1627751]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,
322,PT10M58.00S,2022-11-06T02:19:53.9Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,70,53,2022-11-06T02:19:58Z,3210000,,,0,,N. Jokic bad pass TURNOVER (3 TO),"[203999, 1627751]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,3.0,Poeltl,1627751.0
323,PT10M58.00S,2022-11-06T02:19:53.9Z,3,REGULAR,steal,,[],1627751,,,1610612759,70,53,2022-11-06T02:19:55Z,3220000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
324,PT10M48.00S,2022-11-06T02:20:04.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,92.85479632063075,55.14705882352941,1610612759,70,55,2022-11-06T02:20:09Z,3230000,26.0,15.0,1,right,K. Johnson driving Layup (12 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.96,Made,12.0,,,,,,,,,,,,,,,,,
325,PT10M25.00S,2022-11-06T02:20:26.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.1268068331143235,47.30392156862745,1610612743,72,55,2022-11-06T02:20:29Z,3240000,13.0,5.0,1,left,A. Gordon DUNK (8 PTS) (J. Murray 6 AST),"[203932, 1627750]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.44,Made,8.0,J. Murray,1627750.0,6.0,,,,,,,,,,,,,,
327,PT10M18.00S,2022-11-06T02:20:34.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.19776609724047,45.588235294117645,1610612759,72,57,2022-11-06T02:34:51Z,3260000,-22.0,21.0,1,right,K. Johnson driving Layup (14 PTS) (T. Jones 5 AST),"[1629640, 1630200]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.03,Made,14.0,T. Jones,1630200.0,5.0,,,,,,,,,,,,,,
329,PT10M18.00S,2022-11-06T02:20:37.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,72,57,2022-11-06T02:20:37Z,3280000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT10M00.00S,2022-11-06T02:23:42.6Z,3,REGULAR,2pt,Jump Shot,[],1627750,19.398817345597898,78.43137254901961,1610612743,74,57,2022-11-06T02:23:59Z,3290000,-142.0,130.0,1,left,J. Murray 19' step back Jump Shot (13 PTS) (N. Jokic 8 AST),"[1627750, 203999]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,19.25,Made,13.0,N. Jokic,203999.0,8.0,,,,,,,,,,,,,,
332,PT09M45.00S,2022-11-06T02:23:56.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,82.60512483574244,39.705882352941174,1610612759,74,57,2022-11-06T02:24:02Z,3310000,-51.0,111.0,1,right,MISS J. Poeltl 12' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,,,,,,,,,,,,,,,,,
333,PT09M45.00S,2022-11-06T02:23:56.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,74,57,2022-11-06T02:24:02Z,3320000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,332.0,4.0,4.0,0.0,,,,,
334,PT09M36.00S,2022-11-06T02:24:07.7Z,3,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612743,74,57,2022-11-06T02:24:15Z,3330000,,,0,,J. Sochan shooting personal FOUL (2 PF) (Gordon 2 FT),"[1631110, 203932]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,2.0,0.0,Gordon,203932.0,,,,,,,,,
336,PT09M36.00S,2022-11-06T02:24:30.5Z,3,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,74,57,2022-11-06T02:24:30Z,3350000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
337,PT09M36.00S,2022-11-06T02:24:30.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,74,57,2022-11-06T02:24:30Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,336.0,,,,,,,,
338,PT09M36.00S,2022-11-06T02:24:46.6Z,3,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,74,57,2022-11-06T02:24:46Z,3370000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
339,PT09M34.00S,2022-11-06T02:24:47.1Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,74,57,2022-11-06T02:24:47Z,3380000,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,338.0,6.0,4.0,2.0,,,,,
340,PT09M23.00S,2022-11-06T02:24:57.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,90.88370565045992,59.80392156862745,1610612759,74,59,2022-11-06T02:25:03Z,3390000,49.0,33.0,1,right,M. Branham driving floating Jump Shot (2 PTS) (K. Johnson 4 AST),"[1631103, 1629640]",1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,2.0,K. Johnson,1629640.0,4.0,,,,,,,,,,,,,,
342,PT09M03.00S,2022-11-06T02:25:17.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.85742444152431,49.26470588235294,1610612743,76,59,2022-11-06T02:25:23Z,3410000,4.0,50.0,1,left,N. Jokic floating Jump Shot (14 PTS) (J. Murray 7 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,14.0,J. Murray,1627750.0,7.0,,,,,,,,,,,,,,
344,PT08M37.00S,2022-11-06T02:25:43.6Z,3,REGULAR,turnover,bad pass,[],1629640,,,1610612759,76,59,2022-11-06T02:25:51Z,3430000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1629640, 203999]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Jokic,203999.0
345,PT08M37.00S,2022-11-06T02:25:43.6Z,3,REGULAR,steal,,[],203999,,,1610612743,76,59,2022-11-06T02:25:45Z,3440000,,,0,,N. Jokic STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
346,PT08M32.00S,2022-11-06T02:25:49.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203484,29.38567674113009,21.813725490196077,1610612743,79,59,2022-11-06T02:26:40Z,3450000,141.0,224.0,1,left,K. Caldwell-Pope 26' 3PT running (12 PTS) (A. Gordon 1 AST),"[203484, 203932]",1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.44,Made,12.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
348,PT08M16.00S,2022-11-06T02:26:04.6Z,3,REGULAR,turnover,bad pass,[],1631103,,,1610612759,79,59,2022-11-06T02:26:08Z,3470000,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 1629008]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0
349,PT08M16.00S,2022-11-06T02:26:04.6Z,3,REGULAR,steal,,[],1629008,,,1610612743,79,59,2022-11-06T02:26:06Z,3480000,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
350,PT08M08.00S,2022-11-06T02:26:13.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,8.886333771353483,49.26470588235294,1610612743,81,59,2022-11-06T02:26:27Z,3490000,4.0,31.0,1,left,N. Jokic turnaround Hook (16 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.12,Made,16.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,,
