actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
600,PT03M23.00S,2022-11-23T04:16:24.9Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,100,103,2022-11-23T04:16:24Z,5880000,False,,,0,,A. Gordon REBOUND (Off:2 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,599.0,6.0,4.0,2.0,,,,,,,,
601,PT03M17.00S,2022-11-23T04:16:30.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,8.360709592641262,42.40196078431372,1610612743,100,103,2022-11-23T04:17:34Z,5890000,False,38.0,26.0,1,left,MISS M. Porter Jr. driving Layup,[1629008],1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.61,Missed,,,,,,,,,,,,,,,,,,
602,PT03M16.00S,2022-11-23T04:16:31.5Z,4,REGULAR,rebound,defensive,[],1628995,,,1610612765,100,103,2022-11-23T04:22:05Z,5900000,False,,,0,,K. Knox II REBOUND (Off:1 Def:5),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,601.0,6.0,5.0,1.0,,,,,,,,
603,PT03M13.00S,2022-11-23T04:16:34.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,91.93495400788436,40.931372549019606,1610612765,100,103,2022-11-23T04:16:42Z,5910000,False,-45.0,23.0,1,right,MISS J. Ivey running Layup - blocked,"[1631093, 203932]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,,,Gordon,203932.0,,
604,PT03M13.00S,2022-11-23T04:16:34.9Z,4,REGULAR,block,,[],203932,,,1610612765,100,103,2022-11-23T04:16:36Z,5920000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
605,PT03M11.00S,2022-11-23T04:16:36.9Z,4,REGULAR,rebound,offensive,[],202711,,,1610612765,100,103,2022-11-23T04:16:42Z,5930000,False,,,0,,B. Bogdanovic REBOUND (Off:2 Def:7),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,603.0,9.0,7.0,2.0,,,,,,,,
606,PT03M10.00S,2022-11-23T04:16:45.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612765,100,103,2022-11-23T04:17:55Z,5940000,False,,,0,,K. Caldwell-Pope personal FOUL (4 PF) (Bogdanovic 2 FT),"[203484, 202711]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,202058.0,,,,,,,,,4.0,0.0,Bogdanovic,202711.0,,,,
608,PT03M10.00S,2022-11-23T04:17:16.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],202711,,,1610612765,100,103,2022-11-23T04:17:16Z,5960000,False,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
614,PT03M10.00S,2022-11-23T04:17:16.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,100,103,2022-11-23T04:17:46Z,5970000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,608.0,,,,,,,,,,,
615,PT03M10.00S,2022-11-23T04:17:16.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],202711,,,1610612765,100,104,2022-11-23T04:17:46Z,5975000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (20 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
610,PT03M10.00S,2022-11-23T04:17:18.6Z,4,REGULAR,substitution,out,[],1631093,,,1610612743,100,104,2022-11-23T04:17:46Z,5980000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M10.00S,2022-11-23T04:17:18.6Z,4,REGULAR,substitution,out,[],1630165,,,1610612743,100,104,2022-11-23T04:17:46Z,5990000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M10.00S,2022-11-23T04:17:18.6Z,4,REGULAR,substitution,in,[],202692,,,1610612743,100,104,2022-11-23T04:17:46Z,6000000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M10.00S,2022-11-23T04:17:18.6Z,4,REGULAR,substitution,in,[],202709,,,1610612743,100,104,2022-11-23T04:17:46Z,6010000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M52.00S,2022-11-23T04:17:57.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,7.835085413929041,51.71568627450981,1610612743,102,104,2022-11-23T04:18:03Z,6020000,False,-9.0,21.0,1,left,N. Jokic turnaround Hook (26 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.28,Made,26.0,,,,,,,,,,,,,,,,,
617,PT02M34.00S,2022-11-23T04:18:15.8Z,4,REGULAR,2pt,Jump Shot,[],202711,74.85216819973719,60.29411764705882,1610612765,102,104,2022-11-23T04:18:20Z,6030000,False,51.0,184.0,1,right,MISS B. Bogdanovic 19' fadeaway Shot,[202711],1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,19.1,Missed,,,,,,,,,,,,,,,,,,
618,PT02M31.00S,2022-11-23T04:18:18.8Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,102,104,2022-11-23T04:18:20Z,6040000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,617.0,8.0,5.0,3.0,,,,,,,,
619,PT02M17.00S,2022-11-23T04:18:36.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612743,102,104,2022-11-23T04:18:43Z,6050000,False,,,0,,J. Duren personal FOUL (4 PF) (Jokic 2 FT),"[1631105, 203999]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,1627524.0,,,,,,,,,4.0,0.0,Jokic,203999.0,,,,
621,PT02M17.00S,2022-11-23T04:19:04.6Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,102,104,2022-11-23T04:19:04Z,6070000,False,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT02M17.00S,2022-11-23T04:19:04.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,102,104,2022-11-23T04:19:04Z,6080000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,621.0,,,,,,,,,,,
623,PT02M17.00S,2022-11-23T04:19:16.7Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,103,104,2022-11-23T04:19:16Z,6090000,False,,,0,,N. Jokic Free Throw 2 of 2 (27 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
624,PT01M58.00S,2022-11-23T04:19:39.7Z,4,REGULAR,3pt,Jump Shot,[],202711,67.49342969776609,53.18627450980392,1610612765,103,104,2022-11-23T04:19:44Z,6100000,False,16.0,253.0,1,right,MISS B. Bogdanovic 25' step back 3PT,[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
625,PT01M55.00S,2022-11-23T04:19:42.7Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,103,104,2022-11-23T04:19:44Z,6110000,False,,,0,,N. Jokic REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,,,,624.0,9.0,7.0,2.0,,,,,,,,
626,PT01M40.00S,2022-11-23T04:19:57.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.783837056504599,55.14705882352941,1610612743,103,104,2022-11-23T04:20:01Z,6120000,False,-26.0,11.0,1,left,MISS J. Murray driving reverse Layup,[1627750],1610612743.0,DEN,driving reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
627,PT01M39.00S,2022-11-23T04:19:58.1Z,4,REGULAR,rebound,defensive,[],1628995,,,1610612765,103,104,2022-11-23T04:20:01Z,6130000,False,,,0,,K. Knox II REBOUND (Off:1 Def:6),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,,,,,,626.0,7.0,6.0,1.0,,,,,,,,
628,PT01M36.00S,2022-11-23T04:20:06.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612765,103,104,2022-11-23T04:20:19Z,6140000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Burks 2 FT),"[203932, 202692]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,,1627524.0,,,,,,,,,2.0,0.0,Burks,202692.0,,,,
630,PT01M36.00S,2022-11-23T04:20:40.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202692,,,1610612765,103,105,2022-11-23T04:20:40Z,6160000,False,,,0,,A. Burks Free Throw 1 of 2 (18 PTS),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
631,PT01M36.00S,2022-11-23T04:21:00.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202692,,,1610612765,103,106,2022-11-23T04:21:00Z,6170000,False,,,0,,A. Burks Free Throw 2 of 2 (19 PTS),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
632,PT01M14.00S,2022-11-23T04:21:25.0Z,4,REGULAR,3pt,Jump Shot,[],203932,26.888961892247043,80.14705882352942,1610612743,103,106,2022-11-23T04:22:49Z,6180000,False,-151.0,200.0,1,left,MISS A. Gordon 25' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
633,PT01M12.00S,2022-11-23T04:21:27.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,103,106,2022-11-23T04:21:34Z,6190000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,632.0,,,,,,,,,,,
634,PT01M12.00S,2022-11-23T04:21:31.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,103,106,2022-11-23T04:21:41Z,6200000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,,,,,,,,,,
635,PT00M50.60S,2022-11-23T04:22:08.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202692,76.82325886990802,35.049019607843135,1610612765,103,108,2022-11-23T04:22:15Z,6210000,False,-75.0,165.0,1,right,A. Burks 18' pullup Jump Shot (21 PTS) (K. Knox II 1 AST),"[202692, 1628995]",1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Mid-Range,16-24 Left Center,18.15,Made,21.0,,,K. Knox II,1628995.0,1.0,,,,,,,,,,,,
637,PT00M50.60S,2022-11-23T04:22:15.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,103,108,2022-11-23T04:22:15Z,6230000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M46.10S,2022-11-23T04:24:07.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612743,103,108,2022-11-23T04:24:14Z,6240000,False,,,0,,C. Joseph shooting personal FOUL (2 PF) (Jokic 2 FT),"[202709, 203999]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Left,,,,1627524.0,,,,,,,,,2.0,0.0,Jokic,203999.0,,,,
640,PT00M46.10S,2022-11-23T04:24:41.6Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,104,108,2022-11-23T04:24:41Z,6260000,False,,,0,,N. Jokic Free Throw 1 of 2 (28 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
641,PT00M46.10S,2022-11-23T04:24:45.0Z,4,REGULAR,substitution,out,[],1629008,,,1610612743,104,108,2022-11-23T04:24:53Z,6270000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M46.10S,2022-11-23T04:24:45.0Z,4,REGULAR,substitution,in,[],1628971,,,1610612743,104,108,2022-11-23T04:24:53Z,6280000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M46.10S,2022-11-23T04:25:03.8Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,105,108,2022-11-23T04:25:03Z,6290000,False,,,0,,N. Jokic Free Throw 2 of 2 (29 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
644,PT00M24.90S,2022-11-23T04:25:35.2Z,4,REGULAR,turnover,traveling,[],202692,,,1610612765,105,108,2022-11-23T04:25:44Z,6300000,False,,,0,,A. Burks traveling TURNOVER (3 TO),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Center,,,,203177.0,3.0,,,,,,,,,,,,,,,
645,PT00M24.90S,2022-11-23T04:25:44.4Z,4,REGULAR,substitution,out,[],1628971,,,1610612743,105,108,2022-11-23T04:25:50Z,6310000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M24.90S,2022-11-23T04:25:44.4Z,4,REGULAR,substitution,in,[],1629008,,,1610612743,105,108,2022-11-23T04:25:50Z,6320000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M13.20S,2022-11-23T04:26:15.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,7.5722733245729295,41.42156862745098,1610612743,107,108,2022-11-23T04:26:20Z,6330000,False,43.0,19.0,1,left,N. Jokic turnaround bank Hook (31 PTS) (J. Murray 8 AST),"[203999, 1627750]",1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,31.0,,,J. Murray,1627750.0,8.0,,,,,,,,,,,,
649,PT00M08.20S,2022-11-23T04:26:25.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612765,107,108,2022-11-23T04:26:32Z,6350000,False,,,0,,A. Gordon take personal FOUL (3 PF) (Bogdanovic 2 FT),"[203932, 202711]",1610612743.0,DEN,take,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,203177.0,,,,,,,,,3.0,0.0,Bogdanovic,202711.0,,,,
651,PT00M08.20S,2022-11-23T04:26:50.8Z,4,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,107,109,2022-11-23T04:26:50Z,6370000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (21 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
652,PT00M08.20S,2022-11-23T04:27:06.9Z,4,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,107,110,2022-11-23T04:27:07Z,6380000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (22 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
653,PT00M02.20S,2022-11-23T04:27:23.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612743,107,110,2022-11-23T04:31:27Z,6390000,False,,,0,,C. Joseph personal FOUL (3 PF) (Murray 2 FT),"[202709, 1627750]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,,,,203177.0,,,,,,,,,3.0,0.0,Murray,1627750.0,,,,
659,PT00M02.20S,2022-11-23T04:29:15.1Z,4,REGULAR,substitution,out,[],203484,,,1610612743,107,110,2022-11-23T04:31:27Z,6420000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M02.20S,2022-11-23T04:29:15.1Z,4,REGULAR,substitution,out,[],202692,,,1610612743,107,110,2022-11-23T04:31:27Z,6430000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M02.20S,2022-11-23T04:29:15.1Z,4,REGULAR,substitution,in,[],1630192,,,1610612743,107,110,2022-11-23T04:31:27Z,6440000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M02.20S,2022-11-23T04:29:15.1Z,4,REGULAR,substitution,in,[],1628963,,,1610612743,107,110,2022-11-23T04:31:27Z,6450000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M02.20S,2022-11-23T04:29:30.5Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,108,110,2022-11-23T04:29:30Z,6460000,False,,,0,,J. Murray Free Throw 1 of 2 (10 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
664,PT00M02.20S,2022-11-23T04:29:30.5Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,108,110,2022-11-23T04:30:00Z,6470000,False,,,0,,MISS J. Murray Free Throw 2 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
665,PT00M02.20S,2022-11-23T04:29:30.5Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,108,110,2022-11-23T04:30:00Z,6480000,False,,,0,,A. Gordon REBOUND (Off:3 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,664.0,7.0,4.0,3.0,,,,,,,,
666,PT00M02.10S,2022-11-23T04:29:56.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203932,6.652431011826544,25.49019607843137,1610612743,108,110,2022-11-23T04:31:27Z,6495000,False,123.0,10.0,1,left,MISS A. Gordon 12' fadeaway Shot,[203932],1610612743.0,DEN,fadeaway,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,12.29,Missed,,,,,,,,,,,,,,,,,,
667,PT00M00.20S,2022-11-23T04:29:58.5Z,4,REGULAR,rebound,defensive,[],1628995,,,1610612765,108,110,2022-11-23T04:32:13Z,6502500,False,,,0,,K. Knox II REBOUND (Off:1 Def:7),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Mid-Range,8-16 Right,,,,,,,,,666.0,8.0,7.0,1.0,,,,,,,,
668,PT00M00.00S,2022-11-23T04:30:45.2Z,4,REGULAR,period,end,[],0,,,1610612765,108,110,2022-11-23T04:31:27Z,6510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2022-11-23T04:32:16.7Z,4,REGULAR,game,end,[],0,,,0,108,110,2022-11-23T04:32:16Z,6520000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
