actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
345,PT00M46.80S,2023-03-04T04:14:49.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629008,,,1610612743,50,55,2023-03-04T04:16:12Z,3430000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (10 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
346,PT00M35.30S,2023-03-04T04:15:20.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,82.86793692509855,38.970588235294116,1610612763,50,57,2023-03-04T04:15:25Z,3440000,False,-55.0,109.0,1,right,J. Morant 12' pullup Jump Shot (18 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,12.17,Made,18.0,,,,,,,,,,,,,,,,,
347,PT00M35.30S,2023-03-04T04:15:21.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629008,,,1610612763,50,57,2023-03-04T04:15:26Z,3450000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Morant 1 FT),"[1629008, 1629630]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Morant,1629630.0
349,PT00M35.30S,2023-03-04T04:15:34.9Z,2,REGULAR,substitution,out,[],1628379,,,1610612763,50,57,2023-03-04T04:16:06Z,3470000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M35.30S,2023-03-04T04:15:34.9Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,50,57,2023-03-04T04:16:06Z,3480000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M35.30S,2023-03-04T04:15:51.3Z,2,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,50,58,2023-03-04T04:15:51Z,3490000,False,,,0,,J. Morant Free Throw 1 of 1 (19 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
352,PT00M31.30S,2023-03-04T04:16:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,18.2161629434954,37.745098039215684,1610612743,50,58,2023-03-04T04:16:10Z,3500000,False,61.0,119.0,1,left,MISS J. Murray 13' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.36,Missed,,,,,,,,,,,,,,,,,,
353,PT00M28.80S,2023-03-04T04:16:06.8Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,50,58,2023-03-04T04:16:06Z,3510000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,352.0,1.0,1.0,0.0,,,,,,,,,,,,,
354,PT00M05.30S,2023-03-04T04:16:30.3Z,2,REGULAR,3pt,Jump Shot,[],1630583,84.97043363994744,1.9607843137254901,1610612763,50,58,2023-03-04T04:16:36Z,3520000,False,-240.0,89.0,1,right,MISS S. Aldama 25' step back 3PT,[1630583],1610612763.0,MEM,step back,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,25.61,Missed,,,,,,,,,,,,,,,,,,
355,PT00M05.10S,2023-03-04T04:16:30.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,50,58,2023-03-04T04:16:50Z,3530000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,,354.0,,,,,,,,,,,,,,,,
356,PT00M05.10S,2023-03-04T04:16:33.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612763,50,58,2023-03-04T04:16:40Z,3540000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202058.0,,,,
359,PT00M00.00S,2023-03-04T04:17:24.4Z,2,REGULAR,period,end,[],0,,,1610612743,50,58,2023-03-04T04:17:24Z,3570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2023-03-04T04:32:09.8Z,3,REGULAR,substitution,out,['startperiod'],201145,,,1610612743,50,58,2023-03-04T04:32:35Z,3580000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2023-03-04T04:32:09.8Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612743,50,58,2023-03-04T04:32:35Z,3590000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2023-03-04T04:32:09.8Z,3,REGULAR,substitution,in,['startperiod'],203932,,,1610612743,50,58,2023-03-04T04:32:35Z,3600000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2023-03-04T04:32:09.8Z,3,REGULAR,substitution,in,['startperiod'],1630214,,,1610612743,50,58,2023-03-04T04:32:35Z,3610000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2023-03-04T04:32:43.0Z,3,REGULAR,period,start,[],0,,,1610612763,50,58,2023-03-04T04:32:43Z,3620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M46.00S,2023-03-04T04:32:59.2Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612763,50,58,2023-03-04T04:33:08Z,3630000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203999, 1628991]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Jackson Jr.,1628991.0
369,PT11M46.00S,2023-03-04T04:33:22.2Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,50,58,2023-03-04T04:33:22Z,3650000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
370,PT11M46.00S,2023-03-04T04:33:22.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,50,58,2023-03-04T04:33:22Z,3660000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,,
371,PT11M46.00S,2023-03-04T04:33:35.1Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,50,59,2023-03-04T04:33:35Z,3670000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
372,PT11M34.00S,2023-03-04T04:33:48.9Z,3,REGULAR,3pt,Jump Shot,[],1627750,66.96780551905388,39.21568627450981,1610612743,53,59,2023-03-04T04:33:58Z,3680000,False,-54.0,258.0,1,right,J. Murray 26' 3PT  (8 PTS) (N. Jokic 7 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.36,Made,8.0,,,,,,,,N. Jokic,203999.0,7.0,,,,,,,
374,PT11M21.00S,2023-03-04T04:34:01.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,7.5722733245729295,62.99019607843137,1610612763,53,59,2023-03-04T04:34:48Z,3700000,False,-65.0,19.0,1,left,MISS J. Morant 6' driving floating bank Shot,[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
375,PT11M21.00S,2023-03-04T04:34:01.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,53,59,2023-03-04T04:34:29Z,3710000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,374.0,,,,,,,,,,,,,,,,
378,PT11M10.00S,2023-03-04T04:34:31.2Z,3,REGULAR,foul,personal,[],1628415,,,1610612743,53,59,2023-03-04T04:35:02Z,3740000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1627750]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Murray,1627750.0
380,PT10M58.00S,2023-03-04T04:34:56.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'defensivegoaltending']",203932,92.59198423127464,48.03921568627451,1610612743,55,59,2023-03-04T04:35:12Z,3760000,False,-10.0,17.0,1,right,A. Gordon DUNK (6 PTS) (N. Jokic 8 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.97,Made,6.0,,,,,,,,N. Jokic,203999.0,8.0,,,,,,,
382,PT10M58.00S,2023-03-04T04:34:58.7Z,3,REGULAR,violation,defensive goaltending,[],1628991,,,1610612743,55,59,2023-03-04T04:35:12Z,3780000,False,,,0,,J. Jackson Jr. defensive goaltending VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,203592.0,,,,
383,PT10M46.00S,2023-03-04T04:35:24.4Z,3,REGULAR,2pt,Jump Shot,[],1630217,6.915243101182654,18.627450980392158,1610612763,55,61,2023-03-04T04:35:31Z,3790000,False,157.0,13.0,1,left,D. Bane 15' fadeaway Jump Shot (14 PTS) (X. Tillman 4 AST),"[1630217, 1630214]",1610612763.0,MEM,fadeaway,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,15.74,Made,14.0,,,,,,,,X. Tillman,1630214.0,4.0,,,,,,,
385,PT10M32.00S,2023-03-04T04:35:37.6Z,3,REGULAR,turnover,lost ball,[],203999,,,1610612743,55,61,2023-03-04T04:35:41Z,3810000,False,,,0,,N. Jokic lost ball TURNOVER (2 TO),"[203999, 1629630]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Morant,1629630.0,,,,,,,,,,
386,PT10M32.00S,2023-03-04T04:35:37.6Z,3,REGULAR,steal,,[],1629630,,,1610612763,55,61,2023-03-04T04:35:39Z,3820000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
387,PT10M27.00S,2023-03-04T04:35:42.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,7.966491458607096,43.627450980392155,1610612763,55,63,2023-03-04T04:35:53Z,3830000,False,32.0,22.0,1,left,D. Bane running finger roll Layup (16 PTS) (J. Morant 7 AST),"[1630217, 1629630]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.9,Made,16.0,,,,,,,,J. Morant,1629630.0,7.0,,,,,,,
389,PT10M11.00S,2023-03-04T04:35:58.5Z,3,REGULAR,3pt,Jump Shot,[],1627750,83.39356110381078,4.6568627450980395,1610612743,55,63,2023-03-04T04:36:04Z,3850000,False,-227.0,104.0,1,right,MISS J. Murray 24' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
390,PT10M09.00S,2023-03-04T04:36:00.5Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,55,63,2023-03-04T04:36:04Z,3860000,False,,,0,,N. Jokic REBOUND (Off:1 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,389.0,10.0,9.0,1.0,,,,,,,,,,,,,
391,PT10M08.00S,2023-03-04T04:36:02.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,92.72339027595268,54.41176470588235,1610612743,57,63,2023-03-04T04:37:49Z,3870000,False,22.0,16.0,1,right,N. Jokic putback Layup (14 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.72,Made,14.0,,,,,,,,,,,,,,,,,
392,PT09M50.00S,2023-03-04T04:36:19.4Z,3,REGULAR,3pt,Jump Shot,[],1628415,27.54599211563732,18.627450980392158,1610612763,57,66,2023-03-04T04:36:24Z,3880000,False,157.0,206.0,1,left,D. Brooks 25' 3PT  (5 PTS) (J. Morant 8 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.93,Made,5.0,,,,,,,,J. Morant,1629630.0,8.0,,,,,,,
394,PT09M34.00S,2023-03-04T04:36:37.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,92.59198423127464,54.41176470588235,1610612743,59,66,2023-03-04T04:36:42Z,3900000,False,22.0,17.0,1,right,M. Porter Jr. driving reverse Layup (12 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,driving reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.79,Made,12.0,,,,,,,,J. Murray,1627750.0,3.0,,,,,,,
396,PT09M34.00S,2023-03-04T04:36:39.8Z,3,REGULAR,foul,personal,['1freethrow'],1630214,,,1610612743,59,66,2023-03-04T04:36:48Z,3920000,False,,,0,,X. Tillman shooting personal FOUL (3 PF) (Porter Jr. 1 FT),"[1630214, 1629008]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203592.0,3.0,0.0,Porter Jr.,1629008.0
398,PT09M34.00S,2023-03-04T04:37:05.2Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,60,66,2023-03-04T04:37:05Z,3940000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (13 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
399,PT09M15.00S,2023-03-04T04:37:28.1Z,3,REGULAR,turnover,traveling,[],1628415,,,1610612763,60,66,2023-03-04T04:37:33Z,3950000,False,,,0,,D. Brooks traveling TURNOVER (1 TO),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,203592.0,,,,
400,PT09M04.00S,2023-03-04T04:37:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,92.06636005256242,56.127450980392155,1610612743,60,66,2023-03-04T04:37:55Z,3960000,False,31.0,22.0,1,right,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
401,PT09M02.00S,2023-03-04T04:37:49.7Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,60,66,2023-03-04T04:37:49Z,3970000,False,,,0,,A. Gordon REBOUND (Off:2 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,400.0,2.0,0.0,2.0,,,,,,,,,,,,,
402,PT09M01.00S,2023-03-04T04:37:50.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203932,91.27792378449409,55.63725490196079,1610612743,60,66,2023-03-04T04:38:02Z,3980000,False,28.0,29.0,1,right,MISS A. Gordon putback Layup,[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
403,PT09M00.00S,2023-03-04T04:37:51.7Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,60,66,2023-03-04T04:38:02Z,3990000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,402.0,6.0,5.0,1.0,,,,,,,,,,,,,
404,PT09M00.00S,2023-03-04T04:37:53.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629008,94.40999984741211,50.0,1610612743,62,66,2023-03-04T04:37:53Z,4000000,False,0.0,0.0,1,right,M. Porter Jr. tip Layup (15 PTS),[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,15.0,,,,,,,,,,,,,,,,,
405,PT09M00.00S,2023-03-04T04:38:07.6Z,3,REGULAR,foul,technical,['1freethrow'],203932,,,1610612763,62,66,2023-03-04T04:41:29Z,4010000,False,,,0,,A. Gordon technical FOUL (1 Tech),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,3.0,1.0,,
406,PT09M00.00S,2023-03-04T04:38:39.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,62,66,2023-03-04T04:38:39Z,4020000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT09M00.00S,2023-03-04T04:41:38.2Z,3,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,62,67,2023-03-04T04:41:38Z,4030000,False,,,0,,D. Bane technical Free Throw 1 of 1 (17 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
408,PT08M45.00S,2023-03-04T04:42:10.2Z,3,REGULAR,3pt,Jump Shot,[],1628415,5.469776609724048,94.6078431372549,1610612763,62,70,2023-03-04T04:42:16Z,4040000,False,-223.0,-1.0,1,left,D. Brooks 3PT  (8 PTS) (J. Morant 9 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,22.3,Made,8.0,,,,,,,,J. Morant,1629630.0,9.0,,,,,,,
410,PT08M16.00S,2023-03-04T04:42:37.8Z,3,REGULAR,3pt,Jump Shot,[],1627750,91.93495400788436,95.83333333333334,1610612743,65,70,2023-03-04T04:42:41Z,4060000,False,229.0,23.0,1,right,J. Murray 3PT fadeaway (11 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,23.04,Made,11.0,,,,,,,,,,,,,,,,,
411,PT08M08.00S,2023-03-04T04:42:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,15.456636005256241,51.225490196078425,1610612763,65,70,2023-03-04T04:42:54Z,4070000,False,-6.0,93.0,1,left,MISS J. Morant 9' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.3,Missed,,,,,,,,,,,,,,,,,,
412,PT08M03.00S,2023-03-04T04:42:51.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,65,70,2023-03-04T04:42:54Z,4080000,False,,,0,,N. Jokic REBOUND (Off:1 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,411.0,11.0,10.0,1.0,,,,,,,,,,,,,
413,PT07M58.00S,2023-03-04T04:42:56.1Z,3,REGULAR,3pt,Jump Shot,[],1629008,70.51576872536137,76.47058823529412,1610612743,65,70,2023-03-04T04:43:23Z,4090000,False,132.0,225.0,1,right,MISS M. Porter Jr. 26' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
414,PT07M55.00S,2023-03-04T04:42:59.1Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,65,70,2023-03-04T04:43:02Z,4100000,False,,,0,,X. Tillman REBOUND (Off:1 Def:6),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,413.0,7.0,6.0,1.0,,,,,,,,,,,,,
415,PT07M36.00S,2023-03-04T04:43:22.5Z,3,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612763,65,70,2023-03-04T04:43:33Z,4110000,False,,,0,,J. Murray shooting personal FOUL (3 PF) (Morant 2 FT),"[1627750, 1629630]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203592.0,3.0,0.0,Morant,1629630.0
417,PT07M36.00S,2023-03-04T04:43:45.9Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,65,71,2023-03-04T04:43:45Z,4130000,False,,,0,,J. Morant Free Throw 1 of 2 (20 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
418,PT07M36.00S,2023-03-04T04:44:01.9Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,65,72,2023-03-04T04:44:01Z,4140000,False,,,0,,J. Morant Free Throw 2 of 2 (21 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
419,PT07M23.00S,2023-03-04T04:44:16.7Z,3,REGULAR,2pt,Jump Shot,[],1627750,80.1084099868594,27.696078431372552,1610612743,65,72,2023-03-04T04:44:21Z,4150000,False,-112.0,134.0,1,right,MISS J. Murray 17' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,17.47,Missed,,,,,,,,,,,,,,,,,,
420,PT07M21.00S,2023-03-04T04:44:18.7Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,65,72,2023-03-04T04:44:21Z,4160000,False,,,0,,X. Tillman REBOUND (Off:1 Def:7),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Left Center,,,,419.0,8.0,7.0,1.0,,,,,,,,,,,,,
421,PT07M13.00S,2023-03-04T04:44:26.2Z,3,REGULAR,turnover,bad pass,[],1630217,,,1610612763,65,72,2023-03-04T04:44:31Z,4170000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1627750]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Murray,1627750.0,,,,,,,,,,
422,PT07M13.00S,2023-03-04T04:44:26.2Z,3,REGULAR,steal,,[],1627750,,,1610612743,65,72,2023-03-04T04:44:28Z,4180000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
423,PT07M08.00S,2023-03-04T04:44:31.0Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203484,92.42772667542707,97.30392156862744,1610612743,65,72,2023-03-04T04:46:01Z,4190000,False,237.0,19.0,1,right,MISS K. Caldwell-Pope running 3PT,[203484],1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.72,Missed,,,,,,,,,,,,,,,,,,
424,PT07M06.00S,2023-03-04T04:44:33.0Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,65,72,2023-03-04T04:46:01Z,4200000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,,,,423.0,2.0,2.0,0.0,,,,,,,,,,,,,
425,PT06M59.00S,2023-03-04T04:44:47.0Z,3,REGULAR,foul,personal,[],203484,,,1610612763,65,72,2023-03-04T04:46:24Z,4210000,False,,,0,,K. Caldwell-Pope personal FOUL (2 PF),"[203484, 1629630]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Morant,1629630.0
427,PT06M59.00S,2023-03-04T04:45:00.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,65,72,2023-03-04T04:45:00Z,4230000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M59.00S,2023-03-04T04:47:31.9Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,65,72,2023-03-04T04:48:06Z,4250000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M59.00S,2023-03-04T04:47:31.9Z,3,REGULAR,substitution,in,[],1630583,,,1610612763,65,72,2023-03-04T04:48:06Z,4260000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M50.00S,2023-03-04T04:48:28.0Z,3,REGULAR,3pt,Jump Shot,[],1630217,26.888961892247043,12.990196078431374,1610612763,65,72,2023-03-04T04:49:20Z,4270000,False,185.0,200.0,1,left,MISS D. Bane 27' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,27.27,Missed,,,,,,,,,,,,,,,,,,
432,PT06M46.00S,2023-03-04T04:48:32.0Z,3,REGULAR,rebound,offensive,[],1628415,,,1610612763,65,72,2023-03-04T04:48:35Z,4280000,False,,,0,,D. Brooks REBOUND (Off:1 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,431.0,3.0,2.0,1.0,,,,,,,,,,,,,
433,PT06M46.00S,2023-03-04T04:48:32.4Z,3,REGULAR,turnover,bad pass,[],1628415,,,1610612763,65,72,2023-03-04T04:48:38Z,4290000,False,,,0,,D. Brooks bad pass TURNOVER (2 TO),"[1628415, 1629008]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,Porter Jr.,1629008.0,,,,,,,,,,
