actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
261,PT05M59.00S,2023-01-19T04:00:40.9Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,38,39,2023-01-19T04:00:45Z,2580000,False,,,0,,N. Jokic REBOUND (Off:3 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,260.0,4.0,1.0,3.0,,,,,,,,,,,,
262,PT05M59.00S,2023-01-19T04:00:44.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,40,39,2023-01-19T04:00:44Z,2590000,False,0.0,0.0,1,right,N. Jokic putback Layup (15 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,15.0,,,,,,,,,,
263,PT05M59.00S,2023-01-19T04:00:45.3Z,2,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612743,40,39,2023-01-19T04:01:09Z,2600000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Jokic 1 FT),"[1630183, 203999]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,1151.0,,,,,,,,2.0,0.0,Jokic,203999.0
265,PT05M59.00S,2023-01-19T04:00:57.9Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,40,39,2023-01-19T04:01:37Z,2620000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M59.00S,2023-01-19T04:00:57.9Z,2,REGULAR,substitution,out,[],1626156,,,1610612743,40,39,2023-01-19T04:01:37Z,2630000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M59.00S,2023-01-19T04:00:57.9Z,2,REGULAR,substitution,out,[],1630183,,,1610612743,40,39,2023-01-19T04:01:37Z,2640000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M59.00S,2023-01-19T04:00:57.9Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,40,39,2023-01-19T04:01:37Z,2650000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M59.00S,2023-01-19T04:00:57.9Z,2,REGULAR,substitution,in,[],1629669,,,1610612743,40,39,2023-01-19T04:01:37Z,2660000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M59.00S,2023-01-19T04:00:57.9Z,2,REGULAR,substitution,in,[],1627752,,,1610612743,40,39,2023-01-19T04:01:37Z,2670000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M59.00S,2023-01-19T04:01:20.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203999,,,1610612743,41,39,2023-01-19T04:01:20Z,2680000,False,,,0,,N. Jokic Free Throw 1 of 1 (16 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
272,PT05M46.00S,2023-01-19T04:01:34.1Z,2,REGULAR,3pt,Jump Shot,[],1629669,31.882391590013142,59.31372549019608,1610612750,41,39,2023-01-19T04:01:55Z,2690000,False,-47.0,247.0,1,left,MISS J. Nowell 25' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
273,PT05M43.00S,2023-01-19T04:01:37.3Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,41,39,2023-01-19T04:01:37Z,2700000,False,,,0,,A. Edwards REBOUND (Off:2 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,272.0,5.0,3.0,2.0,,,,,,,,,,,,
274,PT05M38.00S,2023-01-19T04:01:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,6.258212877792378,58.57843137254902,1610612750,41,41,2023-01-19T04:02:02Z,2710000,False,-43.0,6.0,1,left,A. Edwards driving finger roll Layup (4 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.34,Made,,,,,,,,4.0,,,,,,,,,,
275,PT05M38.00S,2023-01-19T04:01:47.0Z,2,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612750,41,41,2023-01-19T04:01:59Z,2720000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Edwards 1 FT),"[1628971, 1630162]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,1151.0,,,,,,,,1.0,0.0,Edwards,1630162.0
279,PT05M38.00S,2023-01-19T04:02:11.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630162,,,1610612750,41,42,2023-01-19T04:02:11Z,2740000,False,,,0,,A. Edwards Free Throw 1 of 1 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
280,PT05M28.00S,2023-01-19T04:02:20.7Z,2,REGULAR,3pt,Jump Shot,[],203932,88.25558475689881,97.05882352941177,1610612743,41,42,2023-01-19T04:03:09Z,2750000,False,235.0,58.0,1,right,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,24.23,Missed,,,,,,,,,,,,,,,,,,
281,PT05M26.00S,2023-01-19T04:02:23.4Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,41,42,2023-01-19T04:02:23Z,2760000,False,,,0,,T. Prince REBOUND (Off:1 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,280.0,3.0,2.0,1.0,,,,,,,,,,,,
284,PT05M06.00S,2023-01-19T04:02:43.7Z,2,REGULAR,2pt,Jump Shot,[],203937,16.507884362680684,31.372549019607842,1610612750,41,42,2023-01-19T04:03:11Z,2770000,False,93.0,103.0,1,left,MISS K. Anderson 13' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,13.86,Missed,,,,,,,,,,,,,,,,,,
285,PT05M03.00S,2023-01-19T04:02:46.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,41,42,2023-01-19T04:03:11Z,2780000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Right,,,,,284.0,,,,,,,,,,,,,,,
287,PT04M52.00S,2023-01-19T04:03:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.72339027595268,45.83333333333333,1610612743,43,42,2023-01-19T04:03:15Z,2800000,False,-21.0,16.0,1,right,B. Brown cutting Layup (10 PTS) (N. Jokic 6 AST),"[1628971, 203999]",1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,10.0,,,,N. Jokic,203999.0,6.0,,,,
289,PT04M52.00S,2023-01-19T04:03:10.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629669,,,1610612743,43,42,2023-01-19T04:03:23Z,2820000,False,,,0,,J. Nowell shooting personal FOUL (1 PF) (Brown 1 FT),"[1629669, 1628971]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,,,,,,1151.0,,,,,,,,1.0,0.0,Brown,1628971.0
291,PT04M52.00S,2023-01-19T04:03:48.0Z,2,REGULAR,freethrow,1 of 1,[],1628971,,,1610612743,43,42,2023-01-19T04:03:50Z,2840000,False,,,0,,MISS B. Brown Free Throw 1 of 1,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
292,PT04M49.00S,2023-01-19T04:03:51.0Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,43,42,2023-01-19T04:03:50Z,2850000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,,,,,,,
293,PT04M45.00S,2023-01-19T04:03:58.5Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612750,43,42,2023-01-19T04:04:05Z,2860000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Edwards 2 FT),"[203999, 1630162]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1151.0,,,,,,,,1.0,0.0,Edwards,1630162.0
295,PT04M45.00S,2023-01-19T04:04:32.8Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,43,42,2023-01-19T04:12:10Z,2880000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
296,PT04M45.00S,2023-01-19T04:04:32.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,43,42,2023-01-19T04:12:10Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,
297,PT04M45.00S,2023-01-19T04:04:32.8Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,43,43,2023-01-19T04:12:10Z,2900000,False,,,0,,A. Edwards Free Throw 2 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
298,PT04M30.00S,2023-01-19T04:05:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,86.41590013140605,43.872549019607845,1610612743,45,43,2023-01-19T04:05:11Z,2910000,False,-31.0,75.0,1,right,N. Jokic 8' turnaround fadeaway Jump Shot (18 PTS) (B. Brown 2 AST),"[203999, 1628971]",1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,8.12,Made,,,,,,,,18.0,,,,B. Brown,1628971.0,2.0,,,,
300,PT04M30.00S,2023-01-19T04:05:09.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629675,,,1610612743,45,43,2023-01-19T04:05:19Z,2930000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Jokic 1 FT),"[1629675, 203999]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1151.0,,,,,,,,2.0,0.0,Jokic,203999.0
302,PT04M30.00S,2023-01-19T04:05:22.2Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,45,43,2023-01-19T04:06:13Z,2950000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M30.00S,2023-01-19T04:05:22.2Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,45,43,2023-01-19T04:06:13Z,2960000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M30.00S,2023-01-19T04:05:38.3Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,46,43,2023-01-19T04:05:38Z,2970000,False,,,0,,N. Jokic Free Throw 1 of 1 (19 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,19.0,,,,,,,,,,
305,PT04M12.00S,2023-01-19T04:05:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,9.280551905387648,34.31372549019608,1610612750,46,45,2023-01-19T04:06:06Z,2980000,False,78.0,35.0,1,left,K. Anderson 8' pullup bank Jump Shot (9 PTS) (J. Nowell 1 AST),"[203937, 1629669]",1610612750.0,MIN,pullup bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Right,8.57,Made,,,,,,,,9.0,,,,J. Nowell,1629669.0,1.0,,,,
307,PT03M59.00S,2023-01-19T04:06:10.5Z,2,REGULAR,3pt,Jump Shot,[],1629008,70.90998685939553,77.69607843137256,1610612743,46,45,2023-01-19T04:06:17Z,3000000,False,138.0,221.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
308,PT03M56.00S,2023-01-19T04:06:13.5Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,46,45,2023-01-19T04:06:17Z,3010000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,307.0,2.0,1.0,1.0,,,,,,,,,,,,
309,PT03M50.00S,2023-01-19T04:06:23.5Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612750,46,45,2023-01-19T04:06:37Z,3020000,False,,,0,,N. Jokic shooting personal FOUL (2 PF) (Reid 2 FT),"[203999, 1629675]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,,,,2.0,0.0,Reid,1629675.0
311,PT03M50.00S,2023-01-19T04:06:44.6Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,46,46,2023-01-19T04:07:07Z,3040000,False,,,0,,N. Reid Free Throw 1 of 2 (7 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
312,PT03M50.00S,2023-01-19T04:06:44.6Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,46,46,2023-01-19T04:07:07Z,3050000,False,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT03M48.00S,2023-01-19T04:06:46.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,46,46,2023-01-19T04:07:07Z,3060000,False,,,0,,N. Jokic REBOUND (Off:3 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,312.0,5.0,2.0,3.0,,,,,,,,,,,,
314,PT03M43.00S,2023-01-19T04:07:12.6Z,2,REGULAR,foul,offensive,[],203999,,,1610612743,46,46,2023-01-19T04:07:20Z,3070000,False,,,0,,N. Jokic charge offensive FOUL (3 PF),"[203999, 1629675]",1610612743.0,DEN,charge,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,,,,,,,,,2004.0,,,,,,,,3.0,0.0,Reid,1629675.0
316,PT03M43.00S,2023-01-19T04:07:12.6Z,2,REGULAR,turnover,offensive foul,[],203999,,,1610612743,46,46,2023-01-19T04:07:12Z,3090000,False,,,0,,N. Jokic offensive foul TURNOVER (2 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,,,,,,,,,2004.0,,2.0,,,,,,,,,
317,PT03M43.00S,2023-01-19T04:07:23.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,46,46,2023-01-19T04:07:23Z,3100000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M43.00S,2023-01-19T04:10:16.3Z,2,REGULAR,substitution,out,[],203999,,,1610612750,46,46,2023-01-19T04:10:46Z,3110000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M43.00S,2023-01-19T04:10:16.3Z,2,REGULAR,substitution,in,[],1628971,,,1610612750,46,46,2023-01-19T04:10:46Z,3120000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M25.00S,2023-01-19T04:11:08.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,6.258212877792378,55.63725490196079,1610612750,46,48,2023-01-19T04:11:13Z,3130000,False,-28.0,6.0,1,left,A. Edwards driving Layup (8 PTS) (K. Anderson 3 AST),"[1630162, 203937]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,,,,8.0,,,,K. Anderson,203937.0,3.0,,,,
322,PT03M10.00S,2023-01-19T04:11:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,90.3580814717477,40.68627450980392,1610612743,46,48,2023-01-19T04:11:28Z,3150000,False,-47.0,38.0,1,right,MISS J. Murray 6' driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
323,PT03M08.00S,2023-01-19T04:11:26.0Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,46,48,2023-01-19T04:11:28Z,3160000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,322.0,3.0,2.0,1.0,,,,,,,,,,,,
324,PT02M57.00S,2023-01-19T04:11:39.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612750,46,48,2023-01-19T04:11:50Z,3170000,False,,,0,,A. Gordon personal FOUL (3 PF) (Reid 2 FT),"[203932, 1629675]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,,,,3.0,0.0,Reid,1629675.0
326,PT02M57.00S,2023-01-19T04:12:15.3Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,46,49,2023-01-19T04:12:15Z,3190000,False,,,0,,N. Reid Free Throw 1 of 2 (8 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
327,PT02M57.00S,2023-01-19T04:12:15.7Z,2,REGULAR,substitution,out,[],203932,,,1610612750,46,49,2023-01-19T04:12:18Z,3200000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M57.00S,2023-01-19T04:12:15.7Z,2,REGULAR,substitution,in,[],1630192,,,1610612750,46,49,2023-01-19T04:12:18Z,3210000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M57.00S,2023-01-19T04:12:40.4Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,46,50,2023-01-19T04:12:40Z,3220000,False,,,0,,N. Reid Free Throw 2 of 2 (9 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
330,PT02M41.00S,2023-01-19T04:12:56.8Z,2,REGULAR,turnover,lost ball,[],1629008,,,1610612743,46,50,2023-01-19T04:13:05Z,3230000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1630162]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Edwards,1630162.0,,,,,,,
331,PT02M41.00S,2023-01-19T04:12:56.8Z,2,REGULAR,steal,,[],1630162,,,1610612750,46,50,2023-01-19T04:12:58Z,3240000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
332,PT02M36.00S,2023-01-19T04:13:01.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,7.440867279894875,42.40196078431372,1610612750,46,52,2023-01-19T04:13:08Z,3250000,False,38.0,17.0,1,left,A. Edwards running Layup (10 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,,,10.0,,,,,,,,,,
333,PT02M23.00S,2023-01-19T04:13:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.59198423127464,57.84313725490197,1610612743,46,52,2023-01-19T04:13:26Z,3260000,False,39.0,17.0,1,right,MISS B. Brown driving Layup - blocked,"[1628971, 1630162]",1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,4.28,Missed,Edwards,1630162.0,,,,,,,,,,,,,,,,
335,PT02M23.00S,2023-01-19T04:13:15.7Z,2,REGULAR,block,,[],1630162,,,1610612743,46,52,2023-01-19T04:13:26Z,3265000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
334,PT02M23.00S,2023-01-19T04:13:15.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,46,52,2023-01-19T04:13:26Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,333.0,,,,,,,,,,,,,,,
337,PT02M11.00S,2023-01-19T04:13:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,91.40932982917214,44.36274509803921,1610612743,48,52,2023-01-19T04:13:49Z,3290000,False,-28.0,28.0,1,right,Z. Nnaji Layup (2 PTS) (J. Murray 1 AST),"[1630192, 1627750]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,,,,2.0,,,,J. Murray,1627750.0,1.0,,,,
339,PT01M55.00S,2023-01-19T04:14:01.2Z,2,REGULAR,2pt,Jump Shot,[],1630162,23.866622864651774,21.568627450980394,1610612750,48,52,2023-01-19T04:14:08Z,3310000,False,142.0,172.0,1,left,MISS A. Edwards 22' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,22.3,Missed,,,,,,,,,,,,,,,,,,
340,PT01M54.00S,2023-01-19T04:14:02.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,48,52,2023-01-19T04:14:08Z,3320000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right Center,,,,,339.0,3.0,3.0,0.0,,,,,,,,,,,,
341,PT01M50.00S,2023-01-19T04:14:06.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,69.85873850197109,22.30392156862745,1610612743,51,52,2023-01-19T04:18:05Z,3330000,False,-138.0,231.0,1,right,J. Murray 26' 3PT running pullup (7 PTS) (B. Brown 3 AST),"[1627750, 1628971]",1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.92,Made,,,,,,,,7.0,,,,B. Brown,1628971.0,3.0,,,,
342,PT01M27.00S,2023-01-19T04:14:29.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,9.149145860709593,48.28431372549019,1610612750,51,54,2023-01-19T04:19:07Z,3340000,False,9.0,34.0,1,left,N. Reid turnaround Hook (11 PTS) (K. Anderson 4 AST),"[1629675, 203937]",1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,,,,11.0,,,,K. Anderson,203937.0,4.0,,,,
344,PT01M21.00S,2023-01-19T04:14:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,89.83245729303549,44.85294117647059,1610612743,51,54,2023-01-19T04:14:56Z,3360000,False,-26.0,43.0,1,right,MISS B. Brown running Layup - blocked,"[1628971, 1629675]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,Reid,1629675.0,,,,,,,,,,,,,,,,
345,PT01M21.00S,2023-01-19T04:14:39.2Z,2,REGULAR,block,,[],1629675,,,1610612743,51,54,2023-01-19T04:14:42Z,3370000,False,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT01M21.00S,2023-01-19T04:14:39.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,51,54,2023-01-19T04:14:50Z,3380000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,344.0,,,,,,,,,,,,,,,
348,PT01M13.00S,2023-01-19T04:15:03.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203937,,,1610612743,51,54,2023-01-19T04:15:24Z,3400000,False,,,0,,K. Anderson personal FOUL (1 PF) (Murray 2 FT),"[203937, 1627750]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,,1151.0,,,,,,,,1.0,0.0,Murray,1627750.0
350,PT01M13.00S,2023-01-19T04:15:39.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627750,,,1610612743,52,54,2023-01-19T04:15:39Z,3420000,False,,,0,,J. Murray Free Throw 1 of 2 (8 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
351,PT01M13.00S,2023-01-19T04:15:58.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627750,,,1610612743,53,54,2023-01-19T04:15:58Z,3430000,False,,,0,,J. Murray Free Throw 2 of 2 (9 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
353,PT00M58.30S,2023-01-19T04:17:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,7.703679369250986,46.07843137254902,1610612750,53,56,2023-01-19T04:17:28Z,3450000,False,20.0,20.0,1,left,J. Nowell reverse Layup (4 PTS) (K. Anderson 5 AST),"[1629669, 203937]",1610612750.0,MIN,reverse,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,4.0,,,,K. Anderson,203937.0,5.0,,,,
