actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
250,PT04M39.00S,2022-10-27T02:58:11.8Z,2,REGULAR,foul,personal,[],1629308,,,1610612743,42,39,2022-10-27T03:00:40Z,2490000,,,0,,J. Toscano-Anderson loose ball personal FOUL (1 PF),"[1629308, 203484]",1610612747.0,LAL,loose ball,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203591.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
252,PT04M39.00S,2022-10-27T02:58:30.7Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,42,39,2022-10-27T02:58:37Z,2510000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M39.00S,2022-10-27T02:58:30.7Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,42,39,2022-10-27T02:58:37Z,2520000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M18.00S,2022-10-27T02:59:05.8Z,2,REGULAR,2pt,Jump Shot,[],203932,5.075558475689881,22.30392156862745,1610612743,42,39,2022-10-27T02:59:11Z,2530000,138.0,-5.0,1,left,MISS A. Gordon 13' fadeaway Shot,[203932],1610612743.0,DEN,fadeaway,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,13.86,Missed,,,,,,,,,,,,,,,,,,
255,PT04M14.00S,2022-10-27T02:59:09.8Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,42,39,2022-10-27T02:59:11Z,2540000,,,0,,A. Gordon REBOUND (Off:3 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,254.0,5.0,2.0,3.0,,,,,,,,,,,,,,
256,PT04M09.00S,2022-10-27T02:59:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,8.229303547963205,41.66666666666667,1610612743,44,39,2022-10-27T02:59:25Z,2550000,42.0,25.0,1,left,N. Jokic driving Layup (10 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,,,,,10.0,,,,,,A. Gordon,203932.0,2.0,,,,,
257,PT04M09.00S,2022-10-27T02:59:19.8Z,2,REGULAR,foul,personal,['1freethrow'],203076,,,1610612743,44,39,2022-10-27T02:59:28Z,2560000,,,0,,A. Davis shooting personal FOUL (1 PF) (Jokic 1 FT),"[203076, 203999]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,1.0,0.0,Jokic,203999.0,,,,,,,,
259,PT04M09.00S,2022-10-27T02:59:54.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203999,,,1610612743,45,39,2022-10-27T02:59:54Z,2580000,,,0,,N. Jokic Free Throw 1 of 1 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
260,PT03M57.00S,2022-10-27T03:00:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.59198423127464,48.03921568627451,1610612747,45,41,2022-10-27T03:00:16Z,2590000,-10.0,17.0,1,right,A. Davis cutting finger roll Layup (10 PTS) (L. Walker IV 1 AST),"[203076, 1629022]",1610612747.0,LAL,cutting finger roll,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,10.0,,,,,,L. Walker IV,1629022.0,1.0,,,,,
262,PT03M47.00S,2022-10-27T03:00:16.9Z,2,REGULAR,3pt,Jump Shot,[],1628971,28.728646517739815,74.01960784313727,1610612743,48,41,2022-10-27T03:00:21Z,2610000,-120.0,218.0,1,left,B. Brown 24' 3PT  (16 PTS) (J. Murray 3 AST),"[1628971, 1627750]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,24.85,Made,,,,,16.0,,,,,,J. Murray,1627750.0,3.0,,,,,
264,PT03M29.00S,2022-10-27T03:00:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,92.32917214191852,54.65686274509803,1610612747,48,41,2022-10-27T03:00:42Z,2630000,23.0,20.0,1,right,MISS L. Walker IV driving finger roll Layup,[1629022],1610612747.0,LAL,driving finger roll,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
265,PT03M26.00S,2022-10-27T03:00:38.2Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,48,41,2022-10-27T03:00:42Z,2640000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,
266,PT03M24.00S,2022-10-27T03:00:42.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612743,48,41,2022-10-27T03:00:51Z,2650000,,,0,,P. Beverley shooting personal FOUL (1 PF) (Gordon 2 FT),"[201976, 203932]",1610612747.0,LAL,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,1.0,0.0,Gordon,203932.0,,,,,,,,
268,PT03M24.00S,2022-10-27T03:01:11.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203932,,,1610612743,48,41,2022-10-27T03:01:11Z,2670000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
269,PT03M24.00S,2022-10-27T03:01:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,48,41,2022-10-27T03:01:11Z,2680000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,
270,PT03M24.00S,2022-10-27T03:01:12.2Z,2,REGULAR,substitution,out,[],1630559,,,1610612743,48,41,2022-10-27T03:01:20Z,2690000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M24.00S,2022-10-27T03:01:12.2Z,2,REGULAR,substitution,out,[],201976,,,1610612743,48,41,2022-10-27T03:01:20Z,2700000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M24.00S,2022-10-27T03:01:12.2Z,2,REGULAR,substitution,in,[],1629134,,,1610612743,48,41,2022-10-27T03:01:20Z,2710000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M24.00S,2022-10-27T03:01:12.2Z,2,REGULAR,substitution,in,[],1628972,,,1610612743,48,41,2022-10-27T03:01:20Z,2720000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M24.00S,2022-10-27T03:01:34.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203932,,,1610612743,49,41,2022-10-27T03:01:34Z,2730000,,,0,,A. Gordon Free Throw 2 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
275,PT03M06.00S,2022-10-27T03:01:54.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203076,87.46714848883047,47.794117647058826,1610612747,49,41,2022-10-27T03:01:59Z,2740000,-11.0,65.0,1,right,MISS A. Davis 6' turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,,,,,,,,,,,,,,,,,,
276,PT03M03.00S,2022-10-27T03:01:57.5Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,49,41,2022-10-27T03:01:59Z,2750000,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,275.0,8.0,8.0,0.0,,,,,,,,,,,,,,
278,PT02M56.00S,2022-10-27T03:02:04.3Z,2,REGULAR,3pt,Jump Shot,[],1627750,29.38567674113009,27.941176470588236,1610612743,49,41,2022-10-27T03:02:09Z,2760000,110.0,224.0,1,left,MISS J. Murray 24' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
279,PT02M53.00S,2022-10-27T03:02:07.3Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612747,49,41,2022-10-27T03:02:09Z,2770000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Right Center,,,278.0,2.0,2.0,0.0,,,,,,,,,,,,,,
280,PT02M40.00S,2022-10-27T03:02:20.4Z,2,REGULAR,3pt,Jump Shot,[],1629022,74.58935611038108,12.745098039215685,1610612747,49,41,2022-10-27T03:02:25Z,2780000,-186.0,186.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
281,PT02M37.00S,2022-10-27T03:02:23.4Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,49,41,2022-10-27T03:02:25Z,2790000,,,0,,A. Gordon REBOUND (Off:3 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,280.0,6.0,3.0,3.0,,,,,,,,,,,,,,
282,PT02M32.00S,2022-10-27T03:02:30.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629308,,,1610612743,49,41,2022-10-27T03:02:40Z,2800000,,,0,,J. Toscano-Anderson personal FOUL (2 PF) (Jokic 2 FT),"[1629308, 203999]",1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,203591.0,2.0,0.0,Jokic,203999.0,,,,,,,,
284,PT02M32.00S,2022-10-27T03:02:44.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,49,41,2022-10-27T03:02:44Z,2820000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M32.00S,2022-10-27T03:04:59.7Z,2,REGULAR,substitution,out,[],1629308,,,1610612743,49,41,2022-10-27T03:05:39Z,2830000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M32.00S,2022-10-27T03:04:59.7Z,2,REGULAR,substitution,in,[],2544,,,1610612743,49,41,2022-10-27T03:05:39Z,2840000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M32.00S,2022-10-27T03:06:10.4Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,50,41,2022-10-27T03:06:10Z,2850000,,,0,,N. Jokic Free Throw 1 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
288,PT02M32.00S,2022-10-27T03:06:22.6Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,51,41,2022-10-27T03:06:22Z,2860000,,,0,,N. Jokic Free Throw 2 of 2 (13 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
289,PT02M19.00S,2022-10-27T03:06:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,93.11760840998686,55.392156862745104,1610612747,51,43,2022-10-27T03:06:43Z,2870000,27.0,12.0,1,right,L. Walker IV driving Layup (9 PTS) (L. James 4 AST),"[1629022, 2544]",1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,9.0,,,,,,L. James,2544.0,4.0,,,,,
291,PT02M03.00S,2022-10-27T03:06:54.2Z,2,REGULAR,3pt,Jump Shot,[],1627750,31.09395532194481,37.5,1610612743,51,43,2022-10-27T03:06:59Z,2890000,62.0,240.0,1,left,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,24.78,Missed,,,,,,,,,,,,,,,,,,
292,PT01M59.00S,2022-10-27T03:06:58.2Z,2,REGULAR,rebound,defensive,[],1629134,,,1610612747,51,43,2022-10-27T03:06:59Z,2900000,,,0,,K. Nunn REBOUND (Off:0 Def:3),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,291.0,3.0,3.0,0.0,,,,,,,,,,,,,,
293,PT01M49.00S,2022-10-27T03:07:08.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.38042049934296,50.245098039215684,1610612747,51,45,2022-10-27T03:07:11Z,2910000,1.0,10.0,1,right,A. Davis alley-oop DUNK (12 PTS) (L. James 5 AST),"[203076, 2544]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,12.0,,,,,,L. James,2544.0,5.0,,,,,
295,PT01M29.00S,2022-10-27T03:07:28.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2544,,,1610612743,51,45,2022-10-27T03:07:41Z,2930000,,,0,,L. James shooting personal FOUL (1 PF) (Gordon 2 FT),"[2544, 203932]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,1.0,0.0,Gordon,203932.0,,,,,,,,
297,PT01M29.00S,2022-10-27T03:08:02.5Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,51,45,2022-10-27T03:08:02Z,2950000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT01M29.00S,2022-10-27T03:08:02.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,51,45,2022-10-27T03:08:02Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,
299,PT01M29.00S,2022-10-27T03:08:23.4Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,52,45,2022-10-27T03:08:23Z,2970000,,,0,,A. Gordon Free Throw 2 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
300,PT01M15.00S,2022-10-27T03:08:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629134,95.22010512483574,96.56862745098039,1610612747,52,48,2022-10-27T03:08:42Z,2980000,233.0,-8.0,1,right,K. Nunn 3PT  (5 PTS) (L. James 6 AST),"[1629134, 2544]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,5.0,,,,,,L. James,2544.0,6.0,,,,,
302,PT01M14.00S,2022-10-27T03:08:46.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,52,48,2022-10-27T03:08:46Z,3000000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M09.00S,2022-10-27T03:10:27.1Z,2,REGULAR,foul,technical,[],203932,,,1610612743,52,48,2022-10-27T03:11:01Z,3010000,,,0,,A. Gordon double technical FOUL (1 Tech),[203932],1610612743.0,DEN,double,,,Gordon,A. Gordon,,,,,,,,,,,,,,203591.0,0.0,1.0,,,,,,,,,,
307,PT01M09.00S,2022-10-27T03:10:27.1Z,2,REGULAR,foul,technical,['inpenalty'],201976,,,1610612743,52,48,2022-10-27T03:11:09Z,3015000,,,0,,P. Beverley double technical FOUL (1 Tech),[201976],1610612747.0,LAL,double,,,Beverley,P. Beverley,,,,,,,,,,,,,,203591.0,1.0,1.0,,,,,,,,,,
305,PT01M04.00S,2022-10-27T03:10:47.8Z,2,REGULAR,3pt,Jump Shot,[],203999,31.488173455978973,28.431372549019606,1610612743,52,48,2022-10-27T03:10:52Z,3030000,108.0,243.0,1,left,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
306,PT01M00.00S,2022-10-27T03:10:51.8Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612747,52,48,2022-10-27T03:10:52Z,3040000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,305.0,2.0,2.0,0.0,,,,,,,,,,,,,,
308,PT00M41.00S,2022-10-27T03:11:11.3Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,52,48,2022-10-27T03:11:14Z,3050000,,,0,,L. James bad pass TURNOVER (4 TO),"[2544, 203484]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,4.0,Caldwell-Pope,203484.0
309,PT00M41.00S,2022-10-27T03:11:11.3Z,2,REGULAR,steal,,[],203484,,,1610612743,52,48,2022-10-27T03:11:12Z,3060000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
310,PT00M37.20S,2022-10-27T03:11:17.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628972,,,1610612743,52,48,2022-10-27T03:11:40Z,3070000,,,0,,T. Brown Jr. shooting personal FOUL (2 PF) (Caldwell-Pope 2 FT),"[1628972, 203484]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,2.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
312,PT00M37.20S,2022-10-27T03:11:48.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203484,,,1610612743,53,48,2022-10-27T03:11:48Z,3090000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (4 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
313,PT00M37.20S,2022-10-27T03:12:02.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203484,,,1610612743,54,48,2022-10-27T03:12:02Z,3100000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (5 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
314,PT00M33.40S,2022-10-27T03:12:16.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,92.19776609724047,49.50980392156863,1610612747,54,50,2022-10-27T03:12:21Z,3110000,-2.0,21.0,1,right,A. Davis alley-oop DUNK (14 PTS) (K. Nunn 1 AST),"[203076, 1629134]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,14.0,,,,,,K. Nunn,1629134.0,1.0,,,,,
316,PT00M19.60S,2022-10-27T03:12:36.5Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,54,50,2022-10-27T03:12:41Z,3130000,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 1629022]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,2.0,Walker IV,1629022.0
317,PT00M19.60S,2022-10-27T03:12:36.5Z,2,REGULAR,steal,,[],1629022,,,1610612747,54,50,2022-10-27T03:12:37Z,3140000,,,0,,L. Walker IV STEAL (2 STL),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
318,PT00M15.30S,2022-10-27T03:12:41.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629022,92.9862023653088,44.36274509803921,1610612747,54,52,2022-10-27T03:12:47Z,3150000,-28.0,13.0,1,right,L. Walker IV running finger roll Layup (11 PTS) (T. Brown Jr. 3 AST),"[1629022, 1628972]",1610612747.0,LAL,running finger roll,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,11.0,,,,,,T. Brown Jr.,1628972.0,3.0,,,,,
320,PT00M04.70S,2022-10-27T03:12:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.966491458607096,47.30392156862745,1610612743,54,52,2022-10-27T03:13:01Z,3170000,13.0,22.0,1,left,MISS J. Murray reverse Layup,[1627750],1610612743.0,DEN,reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
321,PT00M03.00S,2022-10-27T03:12:56.9Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,54,52,2022-10-27T03:12:56Z,3180000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,320.0,3.0,3.0,0.0,,,,,,,,,,,,,,
322,PT00M00.30S,2022-10-27T03:13:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,92.59198423127464,45.588235294117645,1610612747,54,54,2022-10-27T03:13:09Z,3190000,-22.0,17.0,1,right,A. Davis running alley-oop Layup (16 PTS) (L. James 7 AST),"[203076, 2544]",1610612747.0,LAL,running alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,16.0,,,,,,L. James,2544.0,7.0,,,,,
324,PT00M00.00S,2022-10-27T03:13:15.5Z,2,REGULAR,period,end,[],0,,,1610612743,54,54,2022-10-27T03:13:15Z,3210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-10-27T03:27:44.8Z,3,REGULAR,substitution,out,['startperiod'],1628972,,,1610612743,54,54,2022-10-27T03:28:18Z,3220000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-10-27T03:27:44.8Z,3,REGULAR,substitution,out,['startperiod'],1629134,,,1610612743,54,54,2022-10-27T03:28:18Z,3230000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-10-27T03:27:44.8Z,3,REGULAR,substitution,in,['startperiod'],1630559,,,1610612743,54,54,2022-10-27T03:28:18Z,3240000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-10-27T03:27:44.8Z,3,REGULAR,substitution,in,['startperiod'],201976,,,1610612743,54,54,2022-10-27T03:28:18Z,3250000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-10-27T03:28:44.3Z,3,REGULAR,period,start,[],0,,,1610612747,54,54,2022-10-27T03:28:44Z,3260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M45.00S,2022-10-27T03:28:58.6Z,3,REGULAR,3pt,Jump Shot,[],1629022,7.835085413929041,96.56862745098039,1610612747,54,54,2022-10-27T03:29:34Z,3270000,-233.0,21.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
331,PT11M42.00S,2022-10-27T03:29:01.6Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,54,54,2022-10-27T03:29:06Z,3280000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,330.0,3.0,3.0,0.0,,,,,,,,,,,,,,
332,PT11M29.00S,2022-10-27T03:29:18.1Z,3,REGULAR,foul,offensive,[],1627750,,,1610612743,54,54,2022-10-27T03:30:10Z,3290000,,,0,,J. Murray charge offensive FOUL (1 PF),"[1627750, 201976]",1610612743.0,DEN,charge,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,1.0,0.0,Beverley,201976.0,,,,,,,,
334,PT11M29.00S,2022-10-27T03:29:18.1Z,3,REGULAR,turnover,offensive foul,[],1627750,,,1610612743,54,54,2022-10-27T03:29:32Z,3310000,,,0,,J. Murray offensive foul TURNOVER (3 TO),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,,,,,,,,,,3.0,,
335,PT11M09.00S,2022-10-27T03:29:54.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,13.748357424441524,37.99019607843137,1610612747,54,56,2022-10-27T03:30:02Z,3320000,60.0,77.0,1,left,A. Davis 9' fadeaway Jump Shot (18 PTS),[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,9.74,Made,,,,,18.0,,,,,,,,,,,,,
336,PT10M57.00S,2022-10-27T03:30:06.4Z,3,REGULAR,3pt,Jump Shot,[],203484,93.64323258869908,3.9215686274509802,1610612743,54,56,2022-10-27T03:30:15Z,3330000,-230.0,7.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
337,PT10M52.00S,2022-10-27T03:30:11.4Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612743,54,56,2022-10-27T03:30:15Z,3340000,,,0,,B. Brown REBOUND (Off:2 Def:0),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,336.0,2.0,0.0,2.0,,,,,,,,,,,,,,
