actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
279,PT05M04.00S,2021-11-03T03:27:08.2Z,2,REGULAR,3pt,Jump Shot,[],203145,94.26741130091985,3.9215686274509807,1610612747,51,55,2021-11-03T03:27:12Z,2680000,-230.0,1.0,1,right,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
280,PT05M01.00S,2021-11-03T03:27:11.2Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,51,55,2021-11-03T03:27:12Z,2690000,,,0,,C. Wood REBOUND (Off:0 Def:7),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,279.0,7.0,7.0,0.0,,,,,
281,PT05M00.00S,2021-11-03T03:27:13.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,7.145203679369246,53.92156862745098,1610612745,51,55,2021-11-03T03:27:25Z,2700000,-20.0,15.0,1,left,MISS J. Tate running finger roll Layup,[1630256],1610612745.0,HOU,running finger roll,,,Tate,J. Tate,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,
282,PT04M57.00S,2021-11-03T03:27:16.2Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,51,55,2021-11-03T03:27:25Z,2710000,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,281.0,4.0,4.0,0.0,,,,,
283,PT04M54.00S,2021-11-03T03:27:19.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",201566,82.83508541392904,60.049019607843135,1610612747,53,55,2021-11-03T03:27:32Z,2720000,50.0,109.0,1,right,R. Westbrook 11' running pullup Jump Shot (10 PTS),[201566],1610612747.0,LAL,running pullup,,,Westbrook,R. Westbrook,,,,,11.99,Made,10.0,,,,,,,,,,,,,,,,,
284,PT04M43.00S,2021-11-03T03:27:31.9Z,2,REGULAR,foul,personal,[],203145,,,1610612745,53,55,2021-11-03T03:27:41Z,2730000,,,0,,K. Bazemore personal FOUL (3 PF),"[203145, 1629645]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,202058.0,3.0,1.0,Porter Jr.,1629645.0,,,,,,,,,
286,PT04M43.00S,2021-11-03T03:27:41.6Z,2,REGULAR,substitution,out,[],203145,,,1610612745,53,55,2021-11-03T03:27:47Z,2750000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M43.00S,2021-11-03T03:27:41.6Z,2,REGULAR,substitution,in,[],1628370,,,1610612745,53,55,2021-11-03T03:27:47Z,2760000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M34.00S,2021-11-03T03:28:25.4Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,53,55,2021-11-03T03:28:36Z,2770000,,,0,,A. Sengun offensive FOUL (3 PF),"[1630578, 202340]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,1627964.0,3.0,1.0,Bradley,202340.0,,,,,,,,,
290,PT04M34.00S,2021-11-03T03:28:25.4Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,53,55,2021-11-03T03:28:25Z,2790000,,,0,,A. Sengun offensive foul TURNOVER (4 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,1627964.0,,,,,,,,,,,4.0,,
291,PT04M34.00S,2021-11-03T03:28:38.5Z,2,REGULAR,substitution,out,[],1630578,,,1610612747,53,55,2021-11-03T03:28:46Z,2800000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M34.00S,2021-11-03T03:28:38.5Z,2,REGULAR,substitution,in,[],1630231,,,1610612747,53,55,2021-11-03T03:28:46Z,2810000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M24.00S,2021-11-03T03:28:59.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203076,81.38961892247043,96.07843137254902,1610612747,53,55,2021-11-03T03:29:03Z,2820000,230.0,122.0,1,right,MISS A. Davis 26' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
294,PT04M22.00S,2021-11-03T03:29:01.2Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,53,55,2021-11-03T03:29:03Z,2830000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,293.0,3.0,2.0,1.0,,,,,
295,PT04M15.00S,2021-11-03T03:29:08.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,6.8823915900131425,50.49019607843137,1610612745,53,57,2021-11-03T03:33:10Z,2840000,-2.0,12.0,1,left,K. Porter Jr. driving floating Jump Shot (8 PTS),[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,1.25,Made,8.0,,,,,,,,,,,,,,,,,
296,PT04M04.00S,2021-11-03T03:29:20.3Z,2,REGULAR,2pt,Jump Shot,[],2546,90.98226018396846,28.186274509803923,1610612747,55,57,2021-11-03T03:29:25Z,2850000,-109.0,32.0,1,right,C. Anthony 11' step back Jump Shot (7 PTS),[2546],1610612747.0,LAL,step back,,,Anthony,C. Anthony,,,,,11.38,Made,7.0,,,,,,,,,,,,,,,,,
297,PT03M47.00S,2021-11-03T03:29:36.3Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612745,55,57,2021-11-03T03:29:43Z,2860000,,,0,,J. Green bad pass TURNOVER (3 TO),"[1630224, 203076]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,3.0,Davis,203076.0
298,PT03M47.00S,2021-11-03T03:29:36.3Z,2,REGULAR,steal,,[],203076,,,1610612747,55,57,2021-11-04T19:08:15Z,2870000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M40.00S,2021-11-03T03:29:44.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201566,85.3318002628121,45.833333333333336,1610612747,57,57,2021-11-03T03:34:59Z,2880000,-21.0,85.0,1,right,R. Westbrook 8' pullup bank Jump Shot (12 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,8.79,Made,12.0,,,,,,,,,,,,,,,,,
300,PT03M28.00S,2021-11-03T03:29:55.8Z,2,REGULAR,2pt,Jump Shot,[],1629645,10.95597897503285,6.372549019607845,1610612745,57,57,2021-11-03T03:30:03Z,2890000,218.0,50.0,1,left,MISS K. Porter Jr. 22' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,22.39,Missed,,,,,,,,,,,,,,,,,,
301,PT03M25.00S,2021-11-03T03:29:58.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,57,57,2021-11-03T03:30:03Z,2900000,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,300.0,5.0,5.0,0.0,,,,,
302,PT03M21.00S,2021-11-03T03:30:02.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,93.08475689881735,49.26470588235294,1610612747,57,57,2021-11-03T03:30:08Z,2910000,-4.0,13.0,1,right,MISS A. Davis cutting Layup,[203076],1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,1.3,Missed,,,,,,,,,,,,,,,,,,
303,PT03M19.00S,2021-11-03T03:30:04.1Z,2,REGULAR,rebound,offensive,[],201566,,,1610612747,57,57,2021-11-03T03:30:04Z,2920000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,302.0,3.0,2.0,1.0,,,,,
304,PT03M18.00S,2021-11-03T03:30:05.5Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,57,57,2021-11-03T03:30:11Z,2930000,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1629645]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,2.0,Porter Jr.,1629645.0
305,PT03M18.00S,2021-11-03T03:30:05.5Z,2,REGULAR,steal,,[],1629645,,,1610612745,57,57,2021-11-03T03:30:07Z,2940000,,,0,,K. Porter Jr. STEAL (3 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M13.00S,2021-11-03T03:30:10.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630256,7.539421813403408,50.98039215686275,1610612745,57,59,2021-11-03T03:30:15Z,2950000,-5.0,18.0,1,left,J. Tate running Layup (9 PTS) (K. Martin Jr. 2 AST),"[1630256, 1630231]",1610612745.0,HOU,running,,,Tate,J. Tate,,,,,1.9,Made,9.0,K. Martin Jr.,1630231.0,2.0,,,,,,,,,,,,,,
308,PT02M56.00S,2021-11-03T03:30:27.5Z,2,REGULAR,2pt,Jump Shot,[],203076,75.34494086727989,53.431372549019606,1610612747,57,59,2021-11-03T03:30:32Z,2970000,17.0,179.0,1,right,MISS A. Davis 18' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,18.01,Missed,,,,,,,,,,,,,,,,,,
309,PT02M53.00S,2021-11-03T03:30:30.5Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,57,59,2021-11-03T03:30:32Z,2980000,,,0,,C. Wood REBOUND (Off:0 Def:8),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,308.0,8.0,8.0,0.0,,,,,
310,PT02M41.00S,2021-11-03T03:30:42.5Z,2,REGULAR,3pt,Jump Shot,[],1630224,23.570959264126145,13.970588235294116,1610612745,57,59,2021-11-03T03:30:51Z,2990000,180.0,169.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,
311,PT02M41.00S,2021-11-03T03:30:42.5Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,57,59,2021-11-03T03:30:51Z,3000000,,,0,,J. Tate REBOUND (Off:3 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,310.0,4.0,1.0,3.0,,,,,
312,PT02M41.00S,2021-11-03T03:30:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.590000152587891,50.0,1610612745,57,61,2021-11-03T03:30:47Z,3010000,0.0,0.0,1,left,J. Tate tip Layup (11 PTS),[1630256],1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,
313,PT02M41.00S,2021-11-03T03:30:53.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612747,57,61,2021-11-03T03:30:53Z,3020000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M41.00S,2021-11-03T03:32:00.9Z,2,REGULAR,substitution,out,[],1628370,,,1610612747,57,61,2021-11-03T03:32:07Z,3030000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M41.00S,2021-11-03T03:32:00.9Z,2,REGULAR,substitution,in,[],2544,,,1610612747,57,61,2021-11-03T03:32:07Z,3040000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M30.00S,2021-11-03T03:32:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.50788436268068,53.67647058823529,1610612747,57,61,2021-11-03T03:32:38Z,3050000,18.0,27.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1629645]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,3.29,Missed,,,,,,,,,,,,,,Porter Jr.,1629645.0,,,
317,PT02M30.00S,2021-11-03T03:32:32.5Z,2,REGULAR,block,,[],1629645,,,1610612747,57,61,2021-11-03T03:32:35Z,3060000,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M26.00S,2021-11-03T03:32:36.5Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,57,61,2021-11-03T03:32:38Z,3070000,,,0,,C. Wood REBOUND (Off:0 Def:9),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,316.0,9.0,9.0,0.0,,,,,
319,PT02M19.00S,2021-11-03T03:32:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,7.670827858081481,51.470588235294116,1610612745,57,63,2021-11-03T03:32:46Z,3080000,-7.0,20.0,1,left,K. Martin Jr. driving Layup (12 PTS) (J. Tate 1 AST),"[1630231, 1630256]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,2.1,Made,12.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,,
321,PT02M07.00S,2021-11-03T03:32:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.69053876478318,50.245098039215684,1610612747,57,63,2021-11-03T03:32:59Z,3100000,1.0,16.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.62,Missed,,,,,,,,,,,,,,,,,,
322,PT02M05.00S,2021-11-03T03:32:56.8Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,57,63,2021-11-03T03:32:59Z,3110000,,,0,,C. Wood REBOUND (Off:0 Def:10),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,321.0,10.0,10.0,0.0,,,,,
323,PT01M59.00S,2021-11-03T03:33:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,7.802233902759525,53.18627450980392,1610612745,57,65,2021-11-03T03:38:06Z,3120000,-16.0,21.0,1,left,C. Wood driving Layup (12 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,2.62,Made,12.0,,,,,,,,,,,,,,,,,
324,PT01M40.00S,2021-11-03T03:33:26.2Z,2,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612747,57,65,2021-11-03T03:33:33Z,3130000,,,0,,C. Wood shooting personal FOUL (1 PF) (Davis 2 FT),"[1626174, 203076]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,,,,1155.0,1.0,0.0,Davis,203076.0,,,,,,,,,
326,PT01M40.00S,2021-11-03T03:33:50.6Z,2,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,58,65,2021-11-03T03:33:50Z,3150000,,,0,,A. Davis Free Throw 1 of 2 (14 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
327,PT01M40.00S,2021-11-03T03:34:03.9Z,2,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,59,65,2021-11-03T03:34:03Z,3160000,,,0,,A. Davis Free Throw 2 of 2 (15 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
328,PT01M25.00S,2021-11-03T03:34:19.9Z,2,REGULAR,turnover,bad pass,[],1629645,,,1610612745,59,65,2021-11-03T03:34:23Z,3170000,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 203076]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Davis,203076.0
329,PT01M25.00S,2021-11-03T03:34:19.9Z,2,REGULAR,steal,,[],203076,,,1610612747,59,65,2021-11-03T03:41:57Z,3180000,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M20.00S,2021-11-03T03:34:25.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,90.98226018396846,51.96078431372549,1610612747,61,65,2021-11-03T03:34:31Z,3190000,10.0,32.0,1,right,L. James running DUNK (16 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,3.38,Made,16.0,,,,,,,,,,,,,,,,,
331,PT01M00.00S,2021-11-03T03:34:45.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,7.670827858081481,48.0392156862745,1610612745,61,67,2021-11-03T03:34:51Z,3200000,10.0,20.0,1,left,J. Tate driving Hook (13 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,2.19,Made,13.0,,,,,,,,,,,,,,,,,
332,PT00M52.30S,2021-11-03T03:34:56.7Z,2,REGULAR,3pt,Jump Shot,[],201566,70.61432325886992,23.774509803921575,1610612747,61,67,2021-11-03T03:35:01Z,3210000,-131.0,224.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
333,PT00M49.50S,2021-11-03T03:34:59.5Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,61,67,2021-11-03T03:35:01Z,3220000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,332.0,1.0,1.0,0.0,,,,,
334,PT00M33.70S,2021-11-03T03:35:15.2Z,2,REGULAR,3pt,Jump Shot,[],1626174,30.27266754270697,77.20588235294117,1610612745,61,67,2021-11-03T03:35:20Z,3230000,-136.0,232.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
335,PT00M30.90S,2021-11-03T03:35:18.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,61,67,2021-11-03T03:35:20Z,3240000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,334.0,3.0,3.0,0.0,,,,,
336,PT00M29.50S,2021-11-03T03:35:19.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2546,74.29369250985545,87.25490196078431,1610612747,64,67,2021-11-03T03:35:27Z,3250000,186.0,189.0,1,right,C. Anthony 26' 3PT running (10 PTS) (L. James 5 AST),"[2546, 2544]",1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,26.55,Made,10.0,L. James,2544.0,5.0,,,,,,,,,,,,,,
338,PT00M05.00S,2021-11-03T03:35:50.2Z,2,REGULAR,3pt,Jump Shot,[],1626174,8.853482260183966,95.34313725490196,1610612745,64,70,2021-11-03T03:35:55Z,3270000,-227.0,31.0,1,left,C. Wood 3PT  (15 PTS) (K. Martin Jr. 3 AST),"[1626174, 1630231]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,22.88,Made,15.0,K. Martin Jr.,1630231.0,3.0,,,,,,,,,,,,,,
340,PT00M01.30S,2021-11-03T03:36:00.9Z,2,REGULAR,3pt,Jump Shot,[],2546,71.66557161629436,19.85294117647058,1610612747,64,70,2021-11-03T03:36:24Z,3290000,-151.0,214.0,1,right,MISS C. Anthony 26' pullup 3PT,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
341,PT00M00.10S,2021-11-03T03:36:02.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,64,70,2021-11-03T03:36:24Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,
342,PT00M00.00S,2021-11-03T03:36:04.9Z,2,REGULAR,period,end,[],0,,,1610612747,64,70,2021-11-03T03:36:04Z,3310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-11-03T03:50:54.0Z,3,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,64,70,2021-11-03T03:51:10Z,3320000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-11-03T03:50:54.0Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612747,64,70,2021-11-03T03:51:10Z,3330000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-11-03T03:50:54.0Z,3,REGULAR,substitution,out,['startperiod'],1630231,,,1610612747,64,70,2021-11-03T03:51:10Z,3340000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-11-03T03:50:54.0Z,3,REGULAR,substitution,in,['startperiod'],201599,,,1610612747,64,70,2021-11-03T03:51:10Z,3350000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-11-03T03:50:54.0Z,3,REGULAR,substitution,in,['startperiod'],203145,,,1610612747,64,70,2021-11-03T03:51:10Z,3360000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-11-03T03:50:54.0Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612747,64,70,2021-11-03T03:51:10Z,3370000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-11-03T03:51:12.0Z,3,REGULAR,period,start,[],0,,,1610612747,64,70,2021-11-03T03:51:12Z,3380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M43.00S,2021-11-03T03:51:28.7Z,3,REGULAR,2pt,Jump Shot,[],2544,8.327858081471746,88.72549019607843,1610612747,64,70,2021-11-03T03:51:34Z,3390000,-194.0,26.0,1,left,MISS L. James 19' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,19.53,Missed,,,,,,,,,,,,,,,,,,
351,PT11M39.00S,2021-11-03T03:51:32.7Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,64,70,2021-11-03T03:51:34Z,3400000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,350.0,3.0,2.0,1.0,,,,,
352,PT11M31.00S,2021-11-03T03:51:39.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,91.77069645203679,48.0392156862745,1610612745,64,72,2021-11-03T03:51:44Z,3410000,-10.0,25.0,1,right,J. Tate driving Layup (15 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,2.68,Made,15.0,,,,,,,,,,,,,,,,,
353,PT11M14.00S,2021-11-03T03:51:56.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.933639947437584,46.568627450980394,1610612747,66,72,2021-11-03T03:52:00Z,3420000,17.0,22.0,1,left,R. Westbrook Layup (14 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,2.8,Made,14.0,,,,,,,,,,,,,,,,,
354,PT10M56.00S,2021-11-03T03:52:14.9Z,3,REGULAR,3pt,Jump Shot,[],1630256,66.01511169513799,57.84313725490196,1610612745,66,75,2021-11-03T03:52:20Z,3430000,39.0,267.0,1,right,J. Tate 26' 3PT  (18 PTS) (K. Porter Jr. 5 AST),"[1630256, 1629645]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,26.99,Made,18.0,K. Porter Jr.,1629645.0,5.0,,,,,,,,,,,,,,
356,PT10M35.00S,2021-11-03T03:52:38.1Z,3,REGULAR,turnover,out-of-bounds,[],202340,,,1610612747,66,75,2021-11-03T03:52:44Z,3450000,,,0,,A. Bradley bad pass out-of-bounds TURNOVER (1 TO),[202340],1610612747.0,LAL,bad pass,,,Bradley,A. Bradley,,,,,,,,,,,1627964.0,,,,,,,,,,,1.0,,
357,PT10M35.00S,2021-11-03T03:52:44.0Z,3,REGULAR,substitution,out,[],201599,,,1610612745,66,75,2021-11-03T03:52:47Z,3460000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
358,PT10M35.00S,2021-11-03T03:52:44.0Z,3,REGULAR,substitution,in,[],203076,,,1610612745,66,75,2021-11-03T03:52:47Z,3470000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M21.00S,2021-11-03T03:53:10.5Z,3,REGULAR,turnover,bad pass,[],1629645,,,1610612745,66,75,2021-11-03T03:53:14Z,3480000,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 203145]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,2.0,Bazemore,203145.0
360,PT10M21.00S,2021-11-03T03:53:10.5Z,3,REGULAR,steal,,[],203145,,,1610612747,66,75,2021-11-03T03:53:12Z,3490000,,,0,,K. Bazemore STEAL (1 STL),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M18.00S,2021-11-03T03:53:13.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203145,7.408015768725363,50.49019607843137,1610612747,66,75,2021-11-03T03:53:19Z,3500000,-2.0,17.0,1,left,MISS K. Bazemore running Layup,[203145],1610612747.0,LAL,running,,,Bazemore,K. Bazemore,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,
362,PT10M13.00S,2021-11-03T03:53:18.2Z,3,REGULAR,rebound,offensive,[],202340,,,1610612747,66,75,2021-11-03T03:53:18Z,3510000,,,0,,A. Bradley REBOUND (Off:1 Def:0),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,361.0,1.0,0.0,1.0,,,,,
