actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
276,PT03M59.00S,2021-10-30T03:29:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,93.08475689881735,48.774509803921575,1610612747,44,48,2021-10-30T03:29:39Z,2740000,-6.0,13.0,1,right,R. Westbrook running Layup (11 PTS) (A. Davis 3 AST),"[201566, 203076]",1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,,,1.39,Made,11.0,A. Davis,203076.0,3.0,,,,,,,,,,,,,
278,PT03M59.00S,2021-10-30T03:29:35.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630205,,,1610612747,44,48,2021-10-30T03:29:54Z,2760000,,,0,,L. Stevens shooting personal FOUL (3 PF) (Westbrook 1 FT),"[1630205, 201566]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,2715.0,,,,,,,,,,,,,,,,3.0,0.0,Westbrook,201566.0,
280,PT03M59.00S,2021-10-30T03:29:47.1Z,2,REGULAR,substitution,out,[],1630205,,,1610612747,44,48,2021-10-30T03:29:50Z,2780000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M59.00S,2021-10-30T03:29:47.1Z,2,REGULAR,substitution,in,[],1629636,,,1610612747,44,48,2021-10-30T03:29:50Z,2790000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M59.00S,2021-10-30T03:30:02.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],201566,,,1610612747,44,48,2021-10-30T03:30:09Z,2800000,,,0,,MISS R. Westbrook Free Throw 1 of 1,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,
283,PT03M56.00S,2021-10-30T03:30:05.6Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,44,48,2021-10-30T03:30:09Z,2810000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,282.0,3.0,3.0,0.0,,,,,,,,,
284,PT03M38.00S,2021-10-30T03:30:24.5Z,2,REGULAR,foul,personal,['2freethrow'],203076,,,1610612739,44,48,2021-10-30T03:30:30Z,2820000,,,0,,A. Davis shooting personal FOUL (3 PF) (Allen 2 FT),"[203076, 1628386]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,1627541.0,,,,,,,,,,,,,,,,3.0,0.0,Allen,1628386.0,
286,PT03M38.00S,2021-10-30T03:30:50.9Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,44,49,2021-10-30T03:31:15Z,2840000,,,0,,J. Allen Free Throw 1 of 2 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
287,PT03M38.00S,2021-10-30T03:30:53.5Z,2,REGULAR,substitution,out,[],203076,,,1610612739,44,49,2021-10-30T03:31:01Z,2850000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M38.00S,2021-10-30T03:30:53.5Z,2,REGULAR,substitution,in,[],2544,,,1610612739,44,49,2021-10-30T03:31:01Z,2860000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M38.00S,2021-10-30T03:30:50.9Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,44,49,2021-10-30T03:31:15Z,2870000,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,
290,PT03M36.00S,2021-10-30T03:30:52.9Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,44,49,2021-10-30T03:31:15Z,2880000,,,0,,D. Howard REBOUND (Off:1 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,289.0,3.0,2.0,1.0,,,,,,,,,
291,PT03M26.00S,2021-10-30T03:31:22.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201566,87.43429697766098,51.22549019607843,1610612747,44,49,2021-10-30T03:31:27Z,2890000,6.0,66.0,1,right,MISS R. Westbrook 6' driving Hook,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,,,6.59,Missed,,,,,,,,,,,,,,,,,
292,PT03M25.00S,2021-10-30T03:31:24.7Z,2,REGULAR,rebound,offensive,[],2730,,,1610612747,44,49,2021-10-30T03:31:24Z,2900000,,,0,,D. Howard REBOUND (Off:2 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,291.0,4.0,2.0,2.0,,,,,,,,,
293,PT03M24.00S,2021-10-30T03:31:25.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,92.82194480946123,49.01960784313726,1610612747,46,49,2021-10-30T03:31:32Z,2910000,-5.0,15.0,1,right,D. Howard putback Layup (4 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,,,1.58,Made,4.0,,,,,,,,,,,,,,,,
294,PT03M01.00S,2021-10-30T03:31:48.6Z,2,REGULAR,3pt,Jump Shot,[],201567,30.404073587385014,32.1078431372549,1610612739,46,49,2021-10-30T03:31:54Z,2920000,89.0,233.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,24.99,Missed,,,,,,,,,,,,,,,,,
295,PT02M58.00S,2021-10-30T03:31:51.6Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,46,49,2021-10-30T03:31:54Z,2930000,,,0,,J. Allen REBOUND (Off:4 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,294.0,7.0,3.0,4.0,,,,,,,,,
296,PT02M57.00S,2021-10-30T03:31:52.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201937,4.648488830486201,27.696078431372555,1610612739,46,51,2021-10-30T03:31:58Z,2940000,112.0,-9.0,1,left,R. Rubio 11' Jump Shot (4 PTS) (J. Allen 2 AST),"[201937, 1628386]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,11.18,Made,4.0,J. Allen,1628386.0,2.0,,,,,,,,,,,,,
298,PT02M42.00S,2021-10-30T03:32:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.08475689881735,46.32352941176471,1610612747,46,51,2021-10-30T03:32:12Z,2960000,-18.0,13.0,1,right,MISS L. James driving reverse Layup,[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,,,2.22,Missed,,,,,,,,,,,,,,,,,
299,PT02M42.00S,2021-10-30T03:32:10.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,46,51,2021-10-30T03:32:10Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,
300,PT02M42.00S,2021-10-30T03:32:12.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,46,51,2021-10-30T03:32:12Z,2980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M42.00S,2021-10-30T03:32:14.0Z,2,REGULAR,substitution,out,[],201567,,,1610612747,46,51,2021-10-30T03:32:16Z,2990000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M42.00S,2021-10-30T03:32:14.0Z,2,REGULAR,substitution,in,[],1630596,,,1610612747,46,51,2021-10-30T03:32:16Z,3000000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M41.00S,2021-10-30T03:32:39.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628386,,,1610612747,46,51,2021-10-30T03:32:49Z,3010000,,,0,,J. Allen personal FOUL (1 PF) (James 2 FT),"[1628386, 2544]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,2715.0,,,,,,,,,,,,,,,,1.0,0.0,James,2544.0,
305,PT02M41.00S,2021-10-30T03:33:10.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],2544,,,1610612747,47,51,2021-10-30T03:33:10Z,3030000,,,0,,L. James Free Throw 1 of 2 (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
306,PT02M41.00S,2021-10-30T03:33:26.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],2544,,,1610612747,48,51,2021-10-30T03:33:26Z,3040000,,,0,,L. James Free Throw 2 of 2 (11 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
307,PT02M31.00S,2021-10-30T03:33:39.5Z,2,REGULAR,3pt,Jump Shot,[],201937,8.459264126149804,96.32352941176471,1610612739,48,54,2021-10-30T03:33:43Z,3050000,-232.0,27.0,1,left,R. Rubio 3PT  (7 PTS) (C. Sexton 2 AST),"[201937, 1629012]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,23.32,Made,7.0,C. Sexton,1629012.0,2.0,,,,,,,,,,,,,
309,PT02M17.00S,2021-10-30T03:33:53.2Z,2,REGULAR,3pt,Jump Shot,[],2544,71.92838370565046,22.549019607843135,1610612747,48,54,2021-10-30T03:34:05Z,3070000,-137.0,211.0,1,right,MISS L. James 25' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,,,25.21,Missed,,,,,,,,,,,,,,,,,
310,PT02M15.00S,2021-10-30T03:33:55.2Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,48,54,2021-10-30T03:34:05Z,3080000,,,0,,R. Rubio REBOUND (Off:0 Def:3),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,309.0,3.0,3.0,0.0,,,,,,,,,
311,PT02M11.00S,2021-10-30T03:33:59.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630596,6.225361366622863,47.549019607843135,1610612739,48,54,2021-10-30T03:34:17Z,3090000,12.0,6.0,1,left,MISS E. Mobley running DUNK,[1630596],1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,,,1.37,Missed,,,,,,,,,,,,,,,,,
312,PT02M08.00S,2021-10-30T03:34:02.0Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612739,48,54,2021-10-30T03:34:17Z,3100000,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,311.0,1.0,0.0,1.0,,,,,,,,,
313,PT02M08.00S,2021-10-30T03:34:02.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,5.831143232588701,45.09803921568627,1610612739,48,54,2021-10-30T03:34:48Z,3110000,25.0,2.0,1,left,MISS C. Sexton driving Layup,[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,2.46,Missed,,,,,,,,,,,,,,,,,
314,PT02M02.00S,2021-10-30T03:34:08.5Z,2,REGULAR,rebound,defensive,[],203145,,,1610612747,48,54,2021-10-30T03:34:21Z,3120000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,313.0,1.0,1.0,0.0,,,,,,,,,
315,PT02M00.00S,2021-10-30T03:34:09.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,92.69053876478318,51.470588235294116,1610612747,50,54,2021-10-30T03:34:29Z,3130000,7.0,16.0,1,right,L. James alley-oop Layup (13 PTS) (R. Westbrook 1 AST),"[2544, 201566]",1610612747.0,LAL,alley-oop,,,James,L. James,,,,,,,1.78,Made,13.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,
317,PT01M45.00S,2021-10-30T03:34:28.5Z,2,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,50,54,2021-10-30T03:34:34Z,3150000,,,0,,J. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,1627541.0,1.0,,,,,,,,,,,,,,,,,,,
318,PT01M29.00S,2021-10-30T03:34:53.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202340,85.72601839684626,61.51960784313725,1610612747,52,54,2021-10-30T03:34:59Z,3160000,58.0,82.0,1,right,A. Bradley 10' floating Jump Shot (2 PTS) (D. Howard 2 AST),"[202340, 2730]",1610612747.0,LAL,floating,,,Bradley,A. Bradley,,,,,,,10.0,Made,2.0,D. Howard,2730.0,2.0,,,,,,,,,,,,,
320,PT01M05.00S,2021-10-30T03:35:17.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,5.962549277266746,39.950980392156865,1610612739,52,54,2021-10-30T03:35:22Z,3180000,50.0,4.0,1,left,MISS D. Garland driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,5.03,Missed,,,,,,,,,,,,,,,,,
321,PT01M05.00S,2021-10-30T03:35:17.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,52,54,2021-10-30T03:35:22Z,3190000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,
322,PT01M05.00S,2021-10-30T03:35:21.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,52,54,2021-10-30T03:35:21Z,3200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M52.80S,2021-10-30T03:35:42.8Z,2,REGULAR,turnover,3-second-violation,[],2730,,,1610612747,52,54,2021-10-30T03:35:50Z,3210000,,,0,,D. Howard 3-second-violation TURNOVER (2 TO),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,1628951.0,2.0,,,,,,,,,,,,,,,,,,,
324,PT00M31.80S,2021-10-30T03:36:15.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629012,32.37516425755584,40.44117647058824,1610612739,52,54,2021-10-30T03:36:22Z,3220000,48.0,252.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,,
325,PT00M27.90S,2021-10-30T03:36:19.6Z,2,REGULAR,rebound,offensive,[],201937,,,1610612739,52,54,2021-10-30T03:36:22Z,3230000,,,0,,R. Rubio REBOUND (Off:1 Def:3),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,324.0,4.0,3.0,1.0,,,,,,,,,
326,PT00M25.50S,2021-10-30T03:36:22.0Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201937,18.31471747700394,18.137254901960787,1610612739,52,54,2021-10-30T03:36:25Z,3240000,159.0,120.0,1,left,MISS R. Rubio 19' Jump Shot,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,19.93,Missed,,,,,,,,,,,,,,,,,
327,PT00M23.40S,2021-10-30T03:36:24.1Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,52,54,2021-10-30T03:36:25Z,3250000,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,326.0,4.0,3.0,1.0,,,,,,,,,
328,PT00M20.90S,2021-10-30T03:36:27.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2544,92.95335085413929,48.529411764705884,1610612747,54,54,2021-10-30T03:36:34Z,3260000,-7.0,14.0,1,right,L. James running DUNK (15 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,running,,,James,L. James,,,,,,,1.56,Made,15.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,
330,PT00M02.30S,2021-10-30T03:36:50.0Z,2,REGULAR,turnover,bad pass,[],1629636,,,1610612739,54,54,2021-10-30T03:38:12Z,3280000,,,0,,D. Garland bad pass TURNOVER (5 TO),"[1629636, 2730]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,5.0,,,,,,,,,,,Howard,2730.0,,,,,,,
331,PT00M02.30S,2021-10-30T03:36:50.0Z,2,REGULAR,steal,,[],2730,,,1610612747,54,54,2021-10-30T03:38:12Z,3290000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M00.70S,2021-10-30T03:36:57.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203145,37.797716819973715,85.27113970588235,1610612747,54,54,2021-10-30T03:38:55Z,3300000,176.0,532.0,1,right,MISS K. Bazemore 56' 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,56.07,Missed,,,,,,,,,,,,,,,,,
333,PT00M00.10S,2021-10-30T03:36:58.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,54,54,2021-10-30T03:38:55Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,332.0,,,,,,,,,,,,
334,PT00M00.00S,2021-10-30T03:38:19.3Z,2,REGULAR,period,end,[],0,,,1610612747,54,54,2021-10-30T03:38:19Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-10-30T03:38:53.4Z,3,REGULAR,substitution,out,['startperiod'],202340,,,1610612747,54,54,2021-10-30T03:52:11Z,3330000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-10-30T03:38:53.4Z,3,REGULAR,substitution,out,['startperiod'],2730,,,1610612747,54,54,2021-10-30T03:52:11Z,3340000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-10-30T03:38:53.4Z,3,REGULAR,substitution,out,['startperiod'],201937,,,1610612747,54,54,2021-10-30T03:52:11Z,3350000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-10-30T03:38:53.4Z,3,REGULAR,substitution,in,['startperiod'],203076,,,1610612747,54,54,2021-10-30T03:52:11Z,3360000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-10-30T03:38:53.4Z,3,REGULAR,substitution,in,['startperiod'],201599,,,1610612747,54,54,2021-10-30T03:52:11Z,3370000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-10-30T03:38:53.4Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612747,54,54,2021-10-30T03:52:11Z,3380000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-10-30T03:52:17.0Z,3,REGULAR,period,start,[],0,,,1610612747,54,54,2021-10-30T03:52:17Z,3390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M43.00S,2021-10-30T03:52:33.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203076,6.093955321944804,37.5,1610612747,54,54,2021-10-30T03:52:36Z,3400000,62.0,5.0,1,left,MISS A. Davis 6' turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,,,6.27,Missed,,,,,,,,,,,,,,,,,
343,PT11M41.00S,2021-10-30T03:52:35.3Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,54,54,2021-10-30T03:52:36Z,3410000,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,342.0,3.0,1.0,2.0,,,,,,,,,
344,PT11M29.00S,2021-10-30T03:52:47.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,82.83508541392904,55.63725490196079,1610612739,54,54,2021-10-30T03:52:52Z,3420000,28.0,109.0,1,right,MISS C. Sexton 11' pullup Shot - blocked,"[1629012, 201599]",1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,,,11.25,Missed,,,,,,,,,,,Jordan,201599.0,,,,,
345,PT11M29.00S,2021-10-30T03:52:47.2Z,3,REGULAR,block,,[],201599,,,1610612739,54,54,2021-10-30T03:52:49Z,3430000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M28.00S,2021-10-30T03:52:48.2Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,54,54,2021-10-30T03:52:52Z,3440000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,344.0,3.0,2.0,1.0,,,,,,,,,
347,PT11M28.00S,2021-10-30T03:52:52.9Z,3,REGULAR,foul,personal,[],1629012,,,1610612747,54,54,2021-10-30T03:52:59Z,3450000,,,0,,C. Sexton personal FOUL (2 PF),"[1629012, 201599]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,2715.0,,,,,,,,,,,,,,,,2.0,0.0,Jordan,201599.0,
349,PT11M18.00S,2021-10-30T03:53:36.1Z,3,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612747,54,54,2021-10-30T03:53:40Z,3470000,,,0,,C. Sexton shooting personal FOUL (3 PF) (Westbrook 2 FT),"[1629012, 201566]",1610612739.0,CLE,shooting,,,Sexton,C. Sexton,,,,,1628951.0,,,,,,,,,,,,,,,,3.0,0.0,Westbrook,201566.0,
351,PT11M18.00S,2021-10-30T03:54:00.7Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,55,54,2021-10-30T03:54:00Z,3490000,,,0,,R. Westbrook Free Throw 1 of 2 (12 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
352,PT11M18.00S,2021-10-30T03:54:16.0Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,56,54,2021-10-30T03:54:16Z,3500000,,,0,,R. Westbrook Free Throw 2 of 2 (13 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
353,PT11M10.00S,2021-10-30T03:54:26.6Z,3,REGULAR,3pt,Jump Shot,[],1628374,68.38042049934297,35.049019607843135,1610612739,56,54,2021-10-30T03:54:30Z,3510000,-75.0,245.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,,
354,PT11M06.00S,2021-10-30T03:54:30.6Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,56,54,2021-10-30T03:54:30Z,3520000,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,353.0,4.0,3.0,1.0,,,,,,,,,
355,PT10M56.00S,2021-10-30T03:54:39.9Z,3,REGULAR,3pt,Jump Shot,[],2544,32.769382391590014,45.833333333333336,1610612747,56,54,2021-10-30T03:54:45Z,3530000,21.0,256.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,,
356,PT10M53.00S,2021-10-30T03:54:42.9Z,3,REGULAR,rebound,defensive,[],1629012,,,1610612739,56,54,2021-10-30T03:54:45Z,3540000,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,355.0,2.0,1.0,1.0,,,,,,,,,
357,PT10M46.00S,2021-10-30T03:54:50.1Z,3,REGULAR,3pt,Jump Shot,[],1629636,65.48948751642575,45.58823529411765,1610612739,56,54,2021-10-30T03:54:56Z,3550000,-22.0,272.0,1,right,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,27.28,Missed,,,,,,,,,,,,,,,,,
358,PT10M44.00S,2021-10-30T03:54:52.5Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,56,54,2021-10-30T03:54:52Z,3560000,,,0,,J. Allen REBOUND (Off:5 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,357.0,8.0,3.0,5.0,,,,,,,,,
359,PT10M41.00S,2021-10-30T03:54:56.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629636,84.28055190538765,54.16666666666667,1610612739,56,56,2021-10-30T03:55:01Z,3570000,21.0,95.0,1,right,D. Garland 9' driving floating Jump Shot (6 PTS) (J. Allen 3 AST),"[1629636, 1628386]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,9.75,Made,6.0,J. Allen,1628386.0,3.0,,,,,,,,,,,,,
361,PT10M17.00S,2021-10-30T03:55:18.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,3.465834428383701,39.4607843137255,1610612747,56,56,2021-10-30T03:55:27Z,3590000,53.0,-20.0,1,left,MISS A. Davis driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,,,5.63,Missed,,,,,,,,,,,,,,,,,
362,PT10M15.00S,2021-10-30T03:55:20.6Z,3,REGULAR,rebound,offensive,[],201599,,,1610612747,56,56,2021-10-30T03:55:27Z,3600000,,,0,,D. Jordan REBOUND (Off:2 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,361.0,5.0,3.0,2.0,,,,,,,,,
363,PT10M14.00S,2021-10-30T03:55:22.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],2544,41.442181340341655,70.58823529411765,1610612747,59,56,2021-10-30T03:55:29Z,3610000,-103.0,337.0,1,left,L. James 35' 3PT  (18 PTS) (D. Jordan 1 AST),"[2544, 201599]",1610612747.0,LAL,,,,James,L. James,,,,,,,35.25,Made,18.0,D. Jordan,201599.0,1.0,,,,,,,,,,,,,
