actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
366,PT08M39.00S,2021-12-08T04:27:38.8Z,3,REGULAR,2pt,Jump Shot,[],203935,11.613009198423129,67.64705882352942,1610612738,64,57,2021-12-08T04:27:42Z,3640000,-88.0,57.0,1,left,MISS M. Smart 10' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,10.49,Missed,,,,,,,,,,,,,,,,,,,
367,PT08M36.00S,2021-12-08T04:27:41.8Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,64,57,2021-12-08T04:27:42Z,3650000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,366.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
368,PT08M34.00S,2021-12-08T04:27:44.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,93.08475689881735,49.50980392156863,1610612747,66,57,2021-12-08T04:28:46Z,3660000,-2.0,13.0,1,right,L. James cutting Layup (20 PTS) (R. Westbrook 8 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,1.27,Made,,,,,,,,,20.0,R. Westbrook,201566.0,8.0,,,,,,,
370,PT08M34.00S,2021-12-08T04:27:54.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,57,2021-12-08T04:27:54Z,3680000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT08M19.00S,2021-12-08T04:31:35.8Z,3,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612738,66,57,2021-12-08T04:31:47Z,3690000,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Smart 2 FT),"[1629659, 203935]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,1162.0,,,,,,,,,,,2.0,0.0,Smart,203935.0,,,
373,PT08M19.00S,2021-12-08T04:32:12.1Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,66,57,2021-12-08T04:32:12Z,3710000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
374,PT08M19.00S,2021-12-08T04:32:12.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,66,57,2021-12-08T04:32:12Z,3720000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,,,,
375,PT08M19.00S,2021-12-08T04:32:29.5Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,66,58,2021-12-08T04:32:29Z,3730000,,,0,,M. Smart Free Throw 2 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
376,PT08M08.00S,2021-12-08T04:32:41.2Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612747,66,58,2021-12-08T04:32:46Z,3740000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 203935]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,3.0,Smart,203935.0,,,,,,,,,,,
377,PT08M08.00S,2021-12-08T04:32:41.2Z,3,REGULAR,steal,,[],203935,,,1610612738,66,58,2021-12-08T04:32:43Z,3750000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M05.00S,2021-12-08T04:32:44.7Z,3,REGULAR,foul,personal,['2freethrow'],2544,,,1610612738,66,58,2021-12-08T04:32:52Z,3760000,,,0,,L. James shooting personal FOUL (2 PF) (Schroder 2 FT),"[2544, 203471]",1610612747.0,LAL,shooting,,,James,L. James,,,,,,,,202037.0,,,,,,,,,,,2.0,0.0,Schroder,203471.0,,,
380,PT08M05.00S,2021-12-08T04:33:24.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203471,,,1610612738,66,59,2021-12-08T04:33:24Z,3780000,,,0,,D. Schroder Free Throw 1 of 2 (7 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,7.0,,,,,,,,,,
381,PT08M05.00S,2021-12-08T04:34:03.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203471,,,1610612738,66,60,2021-12-08T04:34:03Z,3790000,,,0,,D. Schroder Free Throw 2 of 2 (8 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,8.0,,,,,,,,,,
382,PT07M51.00S,2021-12-08T04:34:16.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.55913272010513,52.450980392156865,1610612747,68,60,2021-12-08T04:34:22Z,3800000,12.0,17.0,1,right,R. Westbrook Layup (10 PTS) (A. Davis 2 AST),"[201566, 203076]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,2.13,Made,,,,,,,,,10.0,A. Davis,203076.0,2.0,,,,,,,
384,PT07M33.00S,2021-12-08T04:34:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.510512483574246,50.0,1610612738,68,60,2021-12-08T04:34:46Z,3820000,0.0,37.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 203076]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.69,Missed,,,,,,,,,,,,,,,,,Davis,203076.0,
388,PT07M33.00S,2021-12-08T04:34:36.8Z,3,REGULAR,block,,[],203076,,,1610612738,68,60,2021-12-08T04:34:59Z,3825000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M33.00S,2021-12-08T04:34:36.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,60,2021-12-08T04:34:59Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,,,,
393,PT07M33.00S,2021-12-08T04:34:46.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,68,60,2021-12-08T04:35:33Z,3835000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M28.00S,2021-12-08T04:34:56.4Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,68,60,2021-12-08T04:35:04Z,3840000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 203076]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,3.0,Davis,203076.0,,,,,,,,,,,
387,PT07M28.00S,2021-12-08T04:34:56.4Z,3,REGULAR,steal,,[],203076,,,1610612747,68,60,2021-12-08T04:35:21Z,3850000,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M25.00S,2021-12-08T04:34:59.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,92.55913272010513,49.754901960784316,1610612747,70,60,2021-12-08T04:35:50Z,3860000,-1.0,17.0,1,right,L. James running DUNK (22 PTS) (A. Davis 3 AST),"[2544, 203076]",1610612747.0,LAL,running,,,James,L. James,,,,,1.74,Made,,,,,,,,,22.0,A. Davis,203076.0,3.0,,,,,,,
391,PT07M11.00S,2021-12-08T04:35:13.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.32128777923785,51.22549019607843,1610612738,70,60,2021-12-08T04:35:18Z,3880000,-6.0,73.0,1,left,MISS M. Smart 7' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,7.3,Missed,,,,,,,,,,,,,,,,,,,
392,PT07M09.00S,2021-12-08T04:35:16.7Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,70,60,2021-12-08T04:35:16Z,3890000,,,0,,A. Davis REBOUND (Off:2 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,391.0,,9.0,7.0,2.0,,,,,,,,,,,,,,
394,PT06M47.00S,2021-12-08T04:35:37.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,88.87976346911958,51.22549019607843,1610612747,70,60,2021-12-08T04:35:41Z,3900000,6.0,52.0,1,right,MISS R. Westbrook pullup bank Shot,[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,5.24,Missed,,,,,,,,,,,,,,,,,,,
395,PT06M46.00S,2021-12-08T04:35:39.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,60,2021-12-08T04:35:39Z,3910000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,394.0,,5.0,3.0,2.0,,,,,,,,,,,,,,
396,PT06M41.00S,2021-12-08T04:35:43.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629057,7.408015768725363,51.22549019607843,1610612738,70,62,2021-12-08T04:35:51Z,3920000,-6.0,17.0,1,left,R. Williams III running alley-oop Layup (13 PTS) (J. Tatum 1 AST),"[1629057, 1628369]",1610612738.0,BOS,running alley-oop,,,Williams III,R. Williams III,,,,,1.82,Made,,,,,,,,,13.0,J. Tatum,1628369.0,1.0,,,,,,,
398,PT06M28.00S,2021-12-08T04:35:57.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.50788436268068,49.01960784313726,1610612747,72,62,2021-12-08T04:38:12Z,3940000,-5.0,27.0,1,right,A. Davis driving Layup (11 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,2.77,Made,,,,,,,,,11.0,,,,,,,,,,
399,PT06M19.00S,2021-12-08T04:36:06.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,5.174113009198422,79.16666666666666,1610612738,72,62,2021-12-08T04:36:27Z,3950000,-146.0,-4.0,1,left,MISS J. Tatum 14' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,14.59,Missed,,,,,,,,,,,,,,,,,,,
400,PT06M16.00S,2021-12-08T04:36:09.4Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612747,72,62,2021-12-08T04:36:12Z,3960000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:5),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,399.0,,5.0,5.0,0.0,,,,,,,,,,,,,,
401,PT06M11.00S,2021-12-08T04:36:15.3Z,3,REGULAR,3pt,Jump Shot,[],201566,74.1622864651774,17.40196078431373,1610612747,75,62,2021-12-08T04:39:15Z,3970000,-163.0,190.0,1,right,R. Westbrook 25' 3PT pullup (13 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,25.06,Made,,,,,,,,,13.0,,,,,,,,,,
402,PT06M11.00S,2021-12-08T04:36:23.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,62,2021-12-08T04:36:23Z,3980000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M11.00S,2021-12-08T04:39:42.7Z,3,REGULAR,substitution,out,[],203935,,,1610612738,75,62,2021-12-08T04:39:54Z,3990000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M11.00S,2021-12-08T04:39:42.7Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,75,62,2021-12-08T04:39:54Z,4000000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M11.00S,2021-12-08T04:39:42.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,75,62,2021-12-08T04:39:54Z,4010000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M11.00S,2021-12-08T04:39:42.7Z,3,REGULAR,substitution,in,[],1626196,,,1610612738,75,62,2021-12-08T04:39:54Z,4020000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M54.00S,2021-12-08T04:40:07.4Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,75,62,2021-12-08T04:40:12Z,4030000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (5 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,202037.0,,,,5.0,,,,,,,,,,,,,
408,PT05M41.00S,2021-12-08T04:40:29.5Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612747,75,62,2021-12-08T04:40:35Z,4040000,,,0,,G. Williams shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629684, 201566]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,200832.0,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,,
410,PT05M41.00S,2021-12-08T04:40:58.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201566,,,1610612747,76,62,2021-12-08T04:40:58Z,4060000,,,0,,R. Westbrook Free Throw 1 of 2 (14 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,14.0,,,,,,,,,,
411,PT05M41.00S,2021-12-08T04:41:06.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612747,76,62,2021-12-08T04:41:09Z,4070000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M41.00S,2021-12-08T04:41:06.7Z,3,REGULAR,substitution,in,[],1629641,,,1610612747,76,62,2021-12-08T04:41:09Z,4080000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M41.00S,2021-12-08T04:41:22.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201566,,,1610612747,77,62,2021-12-08T04:41:22Z,4090000,,,0,,R. Westbrook Free Throw 2 of 2 (15 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,15.0,,,,,,,,,,
414,PT05M27.00S,2021-12-08T04:41:36.7Z,3,REGULAR,2pt,Jump Shot,[],201143,18.183311432325894,19.85294117647058,1610612738,77,64,2021-12-08T04:41:40Z,4100000,151.0,118.0,1,left,A. Horford 19' Jump Shot (4 PTS) (J. Richardson 1 AST),"[201143, 1626196]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,19.16,Made,,,,,,,,,4.0,J. Richardson,1626196.0,1.0,,,,,,,
416,PT05M12.00S,2021-12-08T04:41:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.82194480946123,49.50980392156863,1610612747,79,64,2021-12-08T04:42:46Z,4120000,-2.0,15.0,1,right,R. Westbrook driving Layup (17 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.52,Made,,,,,,,,,17.0,,,,,,,,,,
417,PT04M51.00S,2021-12-08T04:42:15.5Z,3,REGULAR,foul,personal,['2freethrow'],203076,,,1610612738,79,64,2021-12-08T04:42:22Z,4130000,,,0,,A. Davis shooting personal FOUL (3 PF) (Schroder 2 FT),"[203076, 203471]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,,,,202037.0,,,,,,,,,,,3.0,0.0,Schroder,203471.0,,,
419,PT04M51.00S,2021-12-08T04:42:46.8Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,79,65,2021-12-08T04:43:16Z,4150000,,,0,,D. Schroder Free Throw 1 of 2 (9 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,9.0,,,,,,,,,,
420,PT04M51.00S,2021-12-08T04:42:50.9Z,3,REGULAR,substitution,out,[],201566,,,1610612738,79,65,2021-12-08T04:42:57Z,4160000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M51.00S,2021-12-08T04:42:50.9Z,3,REGULAR,substitution,out,[],1629659,,,1610612738,79,65,2021-12-08T04:42:57Z,4170000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M51.00S,2021-12-08T04:42:50.9Z,3,REGULAR,substitution,in,[],1628370,,,1610612738,79,65,2021-12-08T04:42:57Z,4180000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M51.00S,2021-12-08T04:42:50.9Z,3,REGULAR,substitution,in,[],2546,,,1610612738,79,65,2021-12-08T04:42:57Z,4190000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M51.00S,2021-12-08T04:42:46.8Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,79,65,2021-12-08T04:43:16Z,4200000,,,0,,MISS D. Schroder Free Throw 2 of 2,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
425,PT04M49.00S,2021-12-08T04:42:48.8Z,3,REGULAR,rebound,defensive,[],2546,,,1610612747,79,65,2021-12-08T04:43:16Z,4210000,,,0,,C. Anthony REBOUND (Off:2 Def:4),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,424.0,,6.0,4.0,2.0,,,,,,,,,,,,,,
426,PT04M41.00S,2021-12-08T04:43:27.3Z,3,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,79,65,2021-12-08T04:43:31Z,4220000,,,0,,L. James bad pass out-of-bounds TURNOVER (3 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,,,,202037.0,,,,3.0,,,,,,,,,,,,,
427,PT04M27.00S,2021-12-08T04:43:53.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201143,32.637976346911955,58.57843137254902,1610612738,79,68,2021-12-08T04:43:57Z,4230000,-43.0,254.0,1,left,A. Horford 25' 3PT  (7 PTS) (J. Richardson 2 AST),"[201143, 1626196]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.79,Made,,,,,,,,,7.0,J. Richardson,1626196.0,2.0,,,,,,,
429,PT04M22.00S,2021-12-08T04:44:11.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,79,68,2021-12-08T04:44:11Z,4250000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M00.00S,2021-12-08T04:46:02.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,90.32522996057818,52.450980392156865,1610612747,81,68,2021-12-08T04:46:06Z,4260000,12.0,38.0,1,right,L. James floating Jump Shot (24 PTS),[2544],1610612747.0,LAL,floating,,,James,L. James,,,,,4.03,Made,,,,,,,,,24.0,,,,,,,,,,
432,PT03M32.00S,2021-12-08T04:46:29.7Z,3,REGULAR,3pt,Jump Shot,[],1626196,35.66031537450722,66.66666666666667,1610612738,81,68,2021-12-08T04:46:34Z,4280000,-83.0,283.0,1,left,MISS J. Richardson 29' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,29.47,Missed,,,,,,,,,,,,,,,,,,,
433,PT03M29.00S,2021-12-08T04:46:32.7Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,81,68,2021-12-08T04:46:34Z,4290000,,,0,,L. James REBOUND (Off:2 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,432.0,,4.0,2.0,2.0,,,,,,,,,,,,,,
434,PT03M27.00S,2021-12-08T04:46:41.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,81,68,2021-12-08T04:46:41Z,4300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M27.00S,2021-12-08T04:46:43.7Z,3,REGULAR,substitution,out,[],2544,,,1610612747,81,68,2021-12-08T04:46:48Z,4310000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M27.00S,2021-12-08T04:46:43.7Z,3,REGULAR,substitution,in,[],201566,,,1610612747,81,68,2021-12-08T04:46:48Z,4320000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M27.00S,2021-12-08T04:46:50.5Z,3,REGULAR,substitution,out,[],201143,,,1610612747,81,68,2021-12-08T04:46:55Z,4330000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M27.00S,2021-12-08T04:46:50.5Z,3,REGULAR,substitution,in,[],1629057,,,1610612747,81,68,2021-12-08T04:46:55Z,4340000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M20.00S,2021-12-08T04:47:10.5Z,3,REGULAR,2pt,Jump Shot,[],203076,76.7904073587385,67.8921568627451,1610612747,83,68,2021-12-08T04:47:14Z,4350000,89.0,166.0,1,right,A. Davis 18' Jump Shot (13 PTS) (M. Monk 2 AST),"[203076, 1628370]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,18.83,Made,,,,,,,,,13.0,M. Monk,1628370.0,2.0,,,,,,,
441,PT03M13.00S,2021-12-08T04:47:20.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202340,,,1610612738,83,68,2021-12-08T04:47:26Z,4370000,,,0,,A. Bradley personal FOUL (1 PF) (Schroder 2 FT),"[202340, 203471]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,200832.0,,,,,,,,,,,1.0,0.0,Schroder,203471.0,,,
443,PT03M13.00S,2021-12-08T04:47:44.0Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,83,69,2021-12-08T04:48:07Z,4390000,,,0,,D. Schroder Free Throw 1 of 2 (10 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,10.0,,,,,,,,,,
444,PT03M13.00S,2021-12-08T04:47:44.0Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,83,69,2021-12-08T04:48:07Z,4400000,,,0,,MISS D. Schroder Free Throw 2 of 2,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
445,PT03M10.00S,2021-12-08T04:47:47.0Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,83,69,2021-12-08T04:48:07Z,4410000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,444.0,,3.0,2.0,1.0,,,,,,,,,,,,,,
446,PT03M05.00S,2021-12-08T04:48:09.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,91.77069645203679,51.96078431372549,1610612747,85,69,2021-12-08T04:48:16Z,4420000,10.0,25.0,1,right,R. Westbrook running finger roll Layup (19 PTS),[201566],1610612747.0,LAL,running finger roll,,,Westbrook,R. Westbrook,,,,,2.68,Made,,,,,,,,,19.0,,,,,,,,,,
447,PT02M46.00S,2021-12-08T04:48:33.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612738,85,69,2021-12-08T04:48:40Z,4430000,,,0,,M. Monk shooting personal FOUL (2 PF) (Richardson 2 FT),"[1628370, 1626196]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,202037.0,,,,,,,,,,,2.0,0.0,Richardson,1626196.0,,,
449,PT02M46.00S,2021-12-08T04:49:04.8Z,3,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,85,69,2021-12-08T04:49:37Z,4450000,,,0,,MISS J. Richardson Free Throw 1 of 2,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
450,PT02M46.00S,2021-12-08T04:49:04.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,85,69,2021-12-08T04:49:37Z,4460000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,
451,PT02M46.00S,2021-12-08T04:49:04.8Z,3,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,85,69,2021-12-08T04:49:37Z,4470000,,,0,,MISS J. Richardson Free Throw 2 of 2,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
452,PT02M45.00S,2021-12-08T04:49:05.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,85,69,2021-12-08T04:49:37Z,4480000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,,
453,PT02M45.00S,2021-12-08T04:49:37.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2546,,,1610612738,85,69,2021-12-08T04:49:44Z,4490000,,,0,,C. Anthony loose ball personal FOUL (3 PF) (Williams 2 FT),"[2546, 1629684]",1610612747.0,LAL,loose ball,,,Anthony,C. Anthony,,,,,,,,1162.0,,,,,,,,,,,3.0,0.0,Williams,1629684.0,,,
455,PT02M45.00S,2021-12-08T04:49:53.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,85,70,2021-12-08T04:49:53Z,4510000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
456,PT02M45.00S,2021-12-08T04:49:53.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,85,70,2021-12-08T04:50:15Z,4520000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
457,PT02M42.00S,2021-12-08T04:49:56.0Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,85,70,2021-12-08T04:50:15Z,4530000,,,0,,A. Davis REBOUND (Off:2 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,456.0,,10.0,8.0,2.0,,,,,,,,,,,,,,
