actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
273,PT05M21.00S,2021-12-24T04:31:33.1Z,2,REGULAR,3pt,Jump Shot,[],1629640,31.45532194480947,40.44117647058824,1610612759,43,55,2021-12-24T04:31:57Z,2730000,48.0,243.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,
274,PT05M17.00S,2021-12-24T04:31:37.1Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,43,55,2021-12-24T04:31:39Z,2740000,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,273.0,4.0,3.0,1.0,,,,,,,,,,,,,,
275,PT05M07.00S,2021-12-24T04:31:46.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,93.34756898817345,50.98039215686275,1610612747,45,55,2021-12-24T04:31:51Z,2750000,5.0,10.0,1,right,L. James DUNK (23 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,1.11,Made,,,,,,,,23.0,,,,,,,,,,
276,PT04M55.00S,2021-12-24T04:31:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,5.568331143232584,47.30392156862745,1610612759,45,57,2021-12-24T04:35:18Z,2760000,13.0,0.0,1,left,K. Bates-Diop reverse Layup (10 PTS) (D. Murray 5 AST),"[1628966, 1627749]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,1.35,Made,,,,,,,,10.0,D. Murray,1627749.0,5.0,,,,,,,
278,PT04M43.00S,2021-12-24T04:32:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.95335085413929,53.67647058823529,1610612747,45,57,2021-12-24T04:32:13Z,2780000,18.0,14.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,
279,PT04M40.00S,2021-12-24T04:32:12.7Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,45,57,2021-12-24T04:32:12Z,2790000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:4),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,278.0,4.0,4.0,0.0,,,,,,,,,,,,,,
280,PT04M37.00S,2021-12-24T04:32:16.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,5.568331143232584,95.34313725490196,1610612759,45,57,2021-12-24T04:32:25Z,2800000,-227.0,0.0,1,left,MISS K. Johnson running 3PT,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,
281,PT04M34.00S,2021-12-24T04:32:19.2Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,45,57,2021-12-24T04:32:22Z,2810000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,,,,,,
282,PT04M29.00S,2021-12-24T04:32:24.4Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,45,57,2021-12-24T04:32:28Z,2820000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1628401]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,3.0,White,1628401.0,,,,,,,,,,,
283,PT04M29.00S,2021-12-24T04:32:24.4Z,2,REGULAR,steal,,[],1628401,,,1610612759,45,57,2021-12-24T04:32:26Z,2830000,,,0,,D. White STEAL (1 STL),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M22.00S,2021-12-24T04:32:31.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203926,11.875821287779246,95.09803921568627,1610612759,45,57,2021-12-24T04:36:44Z,2840000,-225.0,59.0,1,left,MISS D. McDermott step back 3PT,[203926],1610612759.0,SAS,step back,,,McDermott,D. McDermott,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,
285,PT04M17.00S,2021-12-24T04:32:36.9Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,45,57,2021-12-24T04:32:38Z,2850000,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,284.0,4.0,3.0,1.0,,,,,,,,,,,,,,
286,PT04M17.00S,2021-12-24T04:32:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629640,5.590000152587891,50.0,1610612759,45,59,2021-12-24T04:32:36Z,2860000,0.0,0.0,1,left,K. Johnson tip Layup (6 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,0.0,Made,,,,,,,,6.0,,,,,,,,,,
289,PT03M54.00S,2021-12-24T04:32:59.1Z,2,REGULAR,3pt,Jump Shot,[],201961,66.27792378449408,69.8529411764706,1610612747,45,59,2021-12-24T04:33:04Z,2870000,99.0,264.0,1,right,MISS W. Ellington 28' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,28.25,Missed,,,,,,,,,,,,,,,,,,
290,PT03M51.00S,2021-12-24T04:33:02.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,45,59,2021-12-24T04:33:04Z,2880000,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,289.0,5.0,4.0,1.0,,,,,,,,,,,,,,
291,PT03M51.00S,2021-12-24T04:33:07.2Z,2,REGULAR,foul,personal,[],2544,,,1610612759,45,59,2021-12-24T04:33:14Z,2890000,,,0,,L. James take personal FOUL (1 PF),"[2544, 1629640]",1610612747.0,LAL,take,,,James,L. James,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Johnson,1629640.0
293,PT03M51.00S,2021-12-24T04:33:13.2Z,2,REGULAR,substitution,out,[],2544,,,1610612759,45,59,2021-12-24T04:33:22Z,2910000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M51.00S,2021-12-24T04:33:13.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612759,45,59,2021-12-24T04:33:22Z,2920000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M51.00S,2021-12-24T04:33:13.2Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,45,59,2021-12-24T04:33:22Z,2930000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M51.00S,2021-12-24T04:33:13.2Z,2,REGULAR,substitution,in,[],2730,,,1610612759,45,59,2021-12-24T04:33:22Z,2940000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M51.00S,2021-12-24T04:33:13.2Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,45,59,2021-12-24T04:33:22Z,2950000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M51.00S,2021-12-24T04:33:13.2Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,45,59,2021-12-24T04:33:22Z,2960000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M38.00S,2021-12-24T04:33:40.1Z,2,REGULAR,turnover,bad pass,[],203926,,,1610612759,45,59,2021-12-24T04:33:43Z,2970000,,,0,,D. McDermott bad pass TURNOVER (1 TO),"[203926, 2546]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,1.0,Anthony,2546.0,,,,,,,,,,,
300,PT03M38.00S,2021-12-24T04:33:40.1Z,2,REGULAR,steal,,[],2546,,,1610612747,45,59,2021-12-24T04:33:41Z,2980000,,,0,,C. Anthony STEAL (1 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M25.00S,2021-12-24T04:33:52.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629659,92.82194480946123,46.32352941176471,1610612747,47,59,2021-12-24T04:33:57Z,2990000,-18.0,15.0,1,right,T. Horton-Tucker driving reverse Layup (6 PTS),[1629659],1610612747.0,LAL,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,2.37,Made,,,,,,,,6.0,,,,,,,,,,
302,PT03M15.00S,2021-12-24T04:34:02.4Z,2,REGULAR,3pt,Jump Shot,[],1627749,25.147831800262807,88.72549019607843,1610612759,47,59,2021-12-24T04:39:13Z,3000000,-194.0,184.0,1,left,MISS D. Murray 26' pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,
303,PT03M12.00S,2021-12-24T04:34:05.4Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,47,59,2021-12-24T04:34:07Z,3010000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,302.0,3.0,3.0,0.0,,,,,,,,,,,,,,
304,PT03M03.00S,2021-12-24T04:34:15.0Z,2,REGULAR,2pt,Jump Shot,[],201566,85.3318002628121,32.1078431372549,1610612747,49,59,2021-12-24T04:34:20Z,3020000,-89.0,85.0,1,right,R. Westbrook 12' pullup bank Jump Shot (9 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,12.37,Made,,,,,,,,9.0,,,,,,,,,,
305,PT02M46.00S,2021-12-24T04:34:31.7Z,2,REGULAR,2pt,Jump Shot,[],1630170,16.737844940867276,67.15686274509804,1610612759,49,61,2021-12-24T04:34:37Z,3030000,-86.0,105.0,1,left,D. Vassell 13' pullup Jump Shot (2 PTS) (J. Poeltl 1 AST),"[1630170, 1627751]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,13.54,Made,,,,,,,,2.0,J. Poeltl,1627751.0,1.0,,,,,,,
307,PT02M28.00S,2021-12-24T04:34:49.3Z,2,REGULAR,3pt,Jump Shot,[],201961,71.00854139290408,18.627450980392155,1610612747,49,61,2021-12-24T04:34:55Z,3050000,-157.0,220.0,1,right,MISS W. Ellington 27' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,
308,PT02M24.00S,2021-12-24T04:34:53.3Z,2,REGULAR,rebound,offensive,[],201961,,,1610612747,49,61,2021-12-24T04:34:55Z,3060000,,,0,,W. Ellington REBOUND (Off:1 Def:0),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,307.0,1.0,0.0,1.0,,,,,,,,,,,,,,
309,PT02M22.00S,2021-12-24T04:34:56.1Z,2,REGULAR,turnover,bad pass,[],201961,,,1610612747,49,61,2021-12-24T04:34:59Z,3070000,,,0,,W. Ellington bad pass TURNOVER (1 TO),"[201961, 1627749]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,1.0,Murray,1627749.0,,,,,,,,,,,
310,PT02M22.00S,2021-12-24T04:34:56.1Z,2,REGULAR,steal,,[],1627749,,,1610612759,49,61,2021-12-24T04:38:03Z,3080000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M16.00S,2021-12-24T04:35:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203926,6.225361366622863,54.90196078431372,1610612759,49,63,2021-12-24T04:35:08Z,3090000,-25.0,6.0,1,left,D. McDermott running reverse Layup (10 PTS) (D. Murray 6 AST),"[203926, 1627749]",1610612759.0,SAS,running reverse,,,McDermott,D. McDermott,,,,,2.52,Made,,,,,,,,10.0,D. Murray,1627749.0,6.0,,,,,,,
313,PT01M54.00S,2021-12-24T04:35:24.1Z,2,REGULAR,3pt,Jump Shot,[],201566,71.0372864651774,74.24172794117646,1610612747,49,63,2021-12-24T04:35:30Z,3110000,121.0,220.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
314,PT01M51.00S,2021-12-24T04:35:27.1Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,49,63,2021-12-24T04:35:30Z,3120000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,313.0,2.0,2.0,0.0,,,,,,,,,,,,,,
315,PT01M45.00S,2021-12-24T04:35:32.4Z,2,REGULAR,3pt,Jump Shot,[],1630170,6.093955321944804,4.411764705882348,1610612759,49,63,2021-12-24T04:35:39Z,3130000,228.0,5.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
316,PT01M41.00S,2021-12-24T04:35:36.4Z,2,REGULAR,rebound,defensive,[],201961,,,1610612747,49,63,2021-12-24T04:35:39Z,3140000,,,0,,W. Ellington REBOUND (Off:1 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,315.0,2.0,1.0,1.0,,,,,,,,,,,,,,
317,PT01M37.00S,2021-12-24T04:35:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2546,92.0335085413929,54.65686274509804,1610612747,51,63,2021-12-24T04:35:48Z,3150000,23.0,22.0,1,right,C. Anthony Layup (2 PTS) (W. Ellington 2 AST),"[2546, 201961]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,3.23,Made,,,,,,,,2.0,W. Ellington,201961.0,2.0,,,,,,,
319,PT01M37.00S,2021-12-24T04:35:47.3Z,2,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612747,51,63,2021-12-24T04:35:52Z,3170000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Anthony 1 FT),"[1627751, 2546]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Anthony,2546.0
321,PT01M37.00S,2021-12-24T04:35:53.4Z,2,REGULAR,substitution,out,[],201566,,,1610612747,51,63,2021-12-24T04:36:32Z,3190000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M37.00S,2021-12-24T04:35:53.4Z,2,REGULAR,substitution,out,[],201961,,,1610612747,51,63,2021-12-24T04:36:32Z,3200000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M37.00S,2021-12-24T04:35:53.4Z,2,REGULAR,substitution,in,[],2544,,,1610612747,51,63,2021-12-24T04:36:32Z,3210000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M37.00S,2021-12-24T04:35:53.4Z,2,REGULAR,substitution,in,[],202738,,,1610612747,51,63,2021-12-24T04:36:32Z,3220000,,,0,,SUB in: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M37.00S,2021-12-24T04:36:17.1Z,2,REGULAR,freethrow,1 of 1,[],2546,,,1610612747,52,63,2021-12-24T04:36:17Z,3230000,,,0,,C. Anthony Free Throw 1 of 1 (3 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
326,PT01M26.00S,2021-12-24T04:36:29.4Z,2,REGULAR,2pt,Jump Shot,[],1627749,23.96517739816032,60.78431372549019,1610612759,52,63,2021-12-24T04:36:35Z,3240000,-54.0,173.0,1,left,MISS D. Murray 18' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,18.1,Missed,,,,,,,,,,,,,,,,,,
327,PT01M23.00S,2021-12-24T04:36:32.4Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,52,63,2021-12-24T04:36:35Z,3250000,,,0,,D. Howard REBOUND (Off:1 Def:5),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,326.0,6.0,5.0,1.0,,,,,,,,,,,,,,
328,PT01M04.00S,2021-12-24T04:36:51.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,82.44086727989487,56.372549019607845,1610612747,52,63,2021-12-24T04:36:55Z,3260000,32.0,113.0,1,right,MISS C. Anthony 11' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,11.7,Missed,,,,,,,,,,,,,,,,,,
329,PT01M01.00S,2021-12-24T04:36:54.9Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,52,63,2021-12-24T04:36:55Z,3270000,,,0,,L. James REBOUND (Off:2 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,328.0,5.0,3.0,2.0,,,,,,,,,,,,,,
330,PT00M58.40S,2021-12-24T04:36:58.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2546,66.67214191852825,50.0,1610612747,55,63,2021-12-24T04:37:02Z,3280000,0.0,261.0,1,right,C. Anthony 26' 3PT  (6 PTS) (T. Horton-Tucker 1 AST),"[2546, 1629659]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,26.08,Made,,,,,,,,6.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,
332,PT00M51.30S,2021-12-24T04:37:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,8.459264126149804,45.58823529411765,1610612759,55,63,2021-12-24T04:37:13Z,3300000,22.0,27.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,
333,PT00M49.50S,2021-12-24T04:37:10.5Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,55,63,2021-12-24T04:37:13Z,3310000,,,0,,L. James REBOUND (Off:2 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,332.0,6.0,4.0,2.0,,,,,,,,,,,,,,
334,PT00M43.70S,2021-12-24T04:37:16.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",2544,88.48554533508542,50.49019607843137,1610612747,55,63,2021-12-24T04:37:54Z,3320000,2.0,56.0,1,right,MISS L. James driving floating Shot,[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,
335,PT00M42.80S,2021-12-24T04:37:17.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,55,63,2021-12-24T04:37:54Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,334.0,,,,,,,,,,,,,,,,,
336,PT00M42.80S,2021-12-24T04:37:23.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,55,63,2021-12-24T04:37:23Z,3340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M42.80S,2021-12-24T04:37:32.2Z,2,REGULAR,substitution,out,[],203926,,,1610612747,55,63,2021-12-24T04:37:45Z,3350000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M42.80S,2021-12-24T04:37:32.2Z,2,REGULAR,substitution,out,[],1627751,,,1610612747,55,63,2021-12-24T04:37:45Z,3360000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M42.80S,2021-12-24T04:37:32.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612747,55,63,2021-12-24T04:37:45Z,3370000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M42.80S,2021-12-24T04:37:32.2Z,2,REGULAR,substitution,in,[],1629111,,,1610612747,55,63,2021-12-24T04:37:45Z,3380000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M42.80S,2021-12-24T04:37:49.8Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612747,55,63,2021-12-24T04:37:49Z,3390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M35.70S,2021-12-24T04:38:39.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2546,67.06636005256242,58.57843137254902,1610612747,55,63,2021-12-24T04:42:22Z,3400000,43.0,257.0,1,right,MISS C. Anthony 26' pullup 3PT,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
343,PT00M33.10S,2021-12-24T04:38:41.9Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,55,63,2021-12-24T04:38:42Z,3410000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,342.0,1.0,1.0,0.0,,,,,,,,,,,,,,
344,PT00M13.90S,2021-12-24T04:39:01.0Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.221419185282528,24.75490196078431,1610612759,55,66,2021-12-24T04:39:05Z,3420000,126.0,222.0,1,left,D. White 25' 3PT  (8 PTS) (D. Murray 7 AST),"[1628401, 1627749]",1610612759.0,SAS,,,,White,D. White,,,,,25.55,Made,,,,,,,,8.0,D. Murray,1627749.0,7.0,,,,,,,
346,PT00M00.70S,2021-12-24T04:39:34.4Z,2,REGULAR,turnover,traveling,[],2544,,,1610612747,55,66,2021-12-24T04:39:39Z,3440000,,,0,,L. James traveling TURNOVER (2 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,2.0,,,,,,,,,203593.0,,,,
347,PT00M00.00S,2021-12-24T04:39:49.8Z,2,REGULAR,period,end,[],0,,,1610612759,55,66,2021-12-24T04:39:49Z,3450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612759,55,66,2021-12-24T04:56:00Z,3460000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,out,['startperiod'],202738,,,1610612759,55,66,2021-12-24T04:56:00Z,3470000,,,0,,SUB out: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,55,66,2021-12-24T04:56:00Z,3480000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,55,66,2021-12-24T04:56:00Z,3490000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,in,['startperiod'],201961,,,1610612759,55,66,2021-12-24T04:56:00Z,3500000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,in,['startperiod'],201566,,,1610612759,55,66,2021-12-24T04:56:00Z,3510000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,55,66,2021-12-24T04:56:00Z,3520000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-12-24T04:55:19.4Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,55,66,2021-12-24T04:56:00Z,3530000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-12-24T04:56:09.6Z,3,REGULAR,period,start,[],0,,,1610612747,55,66,2021-12-24T04:56:09Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M57.00S,2021-12-24T04:56:16.0Z,3,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,55,66,2021-12-24T04:56:23Z,3560000,,,0,,R. Westbrook lost ball out-of-bounds TURNOVER (4 TO),[201566],1610612747.0,LAL,lost ball,,,Westbrook,R. Westbrook,,,,,,,,,,,4.0,,,,,,,,,202035.0,,,,
359,PT11M46.00S,2021-12-24T04:56:41.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,90.8508541392904,45.09803921568627,1610612759,55,66,2021-12-24T04:56:47Z,3570000,-25.0,34.0,1,right,MISS J. Poeltl driving Layup,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,
360,PT11M44.00S,2021-12-24T04:56:43.1Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,55,66,2021-12-24T04:56:47Z,3580000,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,359.0,4.0,4.0,0.0,,,,,,,,,,,,,,
361,PT11M32.00S,2021-12-24T04:56:55.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,19.49737187910644,37.00980392156863,1610612747,55,66,2021-12-24T04:57:02Z,3590000,65.0,131.0,1,left,MISS R. Westbrook 14' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,14.61,Missed,,,,,,,,,,,,,,,,,,
