actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
556,PT00M02.60S,2024-10-27T01:50:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.995400788436268,50.245098039215684,1610612760,65,88,2024-10-27T01:50:24Z,5420000,False,-1.0,4.0,1,left,S. Gilgeous-Alexander driving Layup (23 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.41,Made,23.0,,,,,,,,,,,,,,,,,
557,PT00M00.00S,2024-10-27T01:50:26.3Z,3,REGULAR,period,end,[],0,,,1610612741,65,88,2024-10-27T01:50:26Z,5430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT12M00.00S,2024-10-27T01:52:27.9Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612741,65,88,2024-10-27T01:52:54Z,5440000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT12M00.00S,2024-10-27T01:52:27.9Z,4,REGULAR,substitution,out,['startperiod'],1630598,,,1610612741,65,88,2024-10-27T01:52:54Z,5450000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT12M00.00S,2024-10-27T01:52:27.9Z,4,REGULAR,substitution,in,['startperiod'],1631114,,,1610612741,65,88,2024-10-27T01:52:54Z,5460000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT12M00.00S,2024-10-27T01:52:27.9Z,4,REGULAR,substitution,in,['startperiod'],1642349,,,1610612741,65,88,2024-10-27T01:52:54Z,5470000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT12M00.00S,2024-10-27T01:53:02.7Z,4,REGULAR,period,start,[],0,,,1610612760,65,88,2024-10-27T01:53:02Z,5480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT11M50.00S,2024-10-27T01:53:14.7Z,4,REGULAR,foul,personal,[],1630245,,,1610612760,65,88,2024-10-27T01:53:28Z,5490000,False,,,0,,A. Dosunmu personal FOUL (3 PF),"[1630245, 1627936]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,3.0,0.0,,,,,,,,Caruso,1627936.0,,
565,PT11M43.00S,2024-10-27T01:53:41.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,6.389618922470433,47.30392156862745,1610612760,65,88,2024-10-27T01:53:54Z,5510000,False,13.0,8.0,1,left,MISS J. Williams driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
566,PT11M41.00S,2024-10-27T01:53:43.5Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612741,65,88,2024-10-27T01:53:54Z,5520000,False,,,0,,J. Smith REBOUND (Off:2 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,565.0,6.0,4.0,2.0,,,,,,,
567,PT11M36.00S,2024-10-27T01:53:48.8Z,4,REGULAR,3pt,Jump Shot,[],1630245,96.00854139290408,95.09803921568627,1610612741,65,88,2024-10-27T01:54:28Z,5530000,False,225.0,-15.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,22.6,Missed,,,,,,,,,,,,,,,,,,
568,PT11M33.00S,2024-10-27T01:53:51.8Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612760,65,88,2024-10-27T01:54:28Z,5540000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,,,,567.0,2.0,2.0,0.0,,,,,,,
569,PT11M30.00S,2024-10-27T01:53:57.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631172,6.1268068331143235,47.30392156862745,1610612760,65,90,2024-10-27T01:55:27Z,5550000,False,13.0,5.0,1,left,O. Dieng running Layup (2 PTS) (J. Williams 7 AST),"[1631172, 1631114]",1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1.44,Made,2.0,J. Williams,1631114.0,7.0,,,,,,,,,,,,,,
571,PT11M30.00S,2024-10-27T01:53:59.9Z,4,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612760,65,90,2024-10-27T01:54:14Z,5570000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Dieng 1 FT),"[1630188, 1631172]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,,,,,,,,Dieng,1631172.0,,
573,PT11M30.00S,2024-10-27T01:54:17.0Z,4,REGULAR,substitution,out,[],1630245,,,1610612760,65,90,2024-10-27T01:54:28Z,5590000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT11M30.00S,2024-10-27T01:54:17.0Z,4,REGULAR,substitution,in,[],203897,,,1610612760,65,90,2024-10-27T01:54:28Z,5600000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT11M30.00S,2024-10-27T01:54:30.5Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1631172,,,1610612760,65,90,2024-10-27T03:15:53Z,5610000,False,,,0,,MISS O. Dieng Free Throw 1 of 1,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
576,PT11M28.00S,2024-10-27T01:54:32.5Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,65,90,2024-10-27T03:15:53Z,5620000,False,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,575.0,4.0,4.0,0.0,,,,,,,
577,PT11M09.00S,2024-10-27T01:54:50.0Z,4,REGULAR,3pt,Jump Shot,[],1641763,91.40932982917214,2.2058823529411766,1610612741,68,90,2024-10-27T01:54:55Z,5630000,False,-239.0,28.0,1,right,J. Phillips 24' 3PT  (9 PTS) (Z. LaVine 2 AST),"[1641763, 203897]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Left Corner 3,24+ Left,24.07,Made,9.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
579,PT11M01.00S,2024-10-27T01:54:57.6Z,4,REGULAR,3pt,Jump Shot,[],1631114,26.62614980289093,19.11764705882353,1610612760,68,90,2024-10-27T01:55:03Z,5650000,False,154.0,198.0,1,left,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
580,PT10M57.00S,2024-10-27T01:55:01.6Z,4,REGULAR,rebound,defensive,[],1641763,,,1610612741,68,90,2024-10-27T01:55:03Z,5660000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,579.0,1.0,1.0,0.0,,,,,,,
581,PT10M54.00S,2024-10-27T01:55:08.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,85.75886990801577,42.8921568627451,1610612741,70,90,2024-10-27T01:55:36Z,5670000,False,-36.0,81.0,1,right,C. White 8' driving bank Jump Shot (8 PTS),[1629632],1610612741.0,CHI,driving bank,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,8.88,Made,8.0,,,,,,,,,,,,,,,,,
582,PT10M54.00S,2024-10-27T01:55:22.9Z,4,REGULAR,foul,personal,['1freethrow'],1631114,,,1610612741,70,90,2024-10-27T01:55:40Z,5680000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (White 1 FT),"[1631114, 1629632]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627534.0,1.0,0.0,,,,,,,,White,1629632.0,,
584,PT10M54.00S,2024-10-27T01:55:32.1Z,4,REGULAR,substitution,out,[],1630198,,,1610612741,70,90,2024-10-27T01:56:24Z,5700000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT10M54.00S,2024-10-27T01:55:32.1Z,4,REGULAR,substitution,in,[],1631096,,,1610612741,70,90,2024-10-27T01:56:24Z,5710000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT10M54.00S,2024-10-27T01:55:40.8Z,4,REGULAR,freethrow,1 of 1,[],1629632,,,1610612741,71,90,2024-10-27T01:55:40Z,5720000,False,,,0,,C. White Free Throw 1 of 1 (9 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
587,PT10M40.00S,2024-10-27T01:55:55.9Z,4,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,71,90,2024-10-27T01:56:06Z,5730000,False,,,0,,J. Williams bad pass out-of-bounds TURNOVER (2 TO),[1631114],1610612760.0,OKC,bad pass,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,,,,,,,2.0,,,,,,
588,PT10M31.00S,2024-10-27T01:56:19.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641763,76.16622864651774,87.25490196078431,1610612741,71,90,2024-10-27T01:56:26Z,5740000,False,186.0,172.0,1,right,MISS J. Phillips 25' 3PT,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
589,PT10M27.00S,2024-10-27T01:56:23.8Z,4,REGULAR,rebound,defensive,[],1642349,,,1610612760,71,90,2024-10-27T01:56:26Z,5750000,False,,,0,,A. Mitchell REBOUND (Off:0 Def:1),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,588.0,1.0,1.0,0.0,,,,,,,
590,PT10M25.00S,2024-10-27T01:56:25.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631172,5.206964520367937,51.225490196078425,1610612760,71,92,2024-10-27T01:56:34Z,5760000,False,-6.0,-4.0,1,left,O. Dieng running DUNK (4 PTS) (A. Mitchell 1 AST),"[1631172, 1642349]",1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,0.71,Made,4.0,A. Mitchell,1642349.0,1.0,,,,,,,,,,,,,,
592,PT10M17.00S,2024-10-27T01:56:34.1Z,4,REGULAR,3pt,Jump Shot,[],1629632,73.01248357424441,16.911764705882355,1610612741,71,92,2024-10-27T01:56:40Z,5780000,False,-165.0,201.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
593,PT10M13.00S,2024-10-27T01:56:38.1Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,71,92,2024-10-27T01:56:40Z,5790000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:12),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,592.0,15.0,12.0,3.0,,,,,,,
594,PT10M09.00S,2024-10-27T01:57:07.1Z,4,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612760,71,92,2024-10-27T01:58:57Z,5800000,False,,,0,,J. Giddey flagrant-type-1 personal FOUL (2 PF) (Holmgren 2 FT),"[1630581, 1631096]",1610612741.0,CHI,flagrant-type-1,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,,,,,,,,Holmgren,1631096.0,,
597,PT10M09.00S,2024-10-27T01:59:40.9Z,4,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,71,93,2024-10-27T01:59:56Z,5830000,False,,,0,,C. Holmgren flagrant Free Throw 1 of 2 (19 PTS),[1631096],1610612760.0,OKC,flagrant,,,Holmgren,C. Holmgren,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
598,PT10M09.00S,2024-10-27T01:59:40.9Z,4,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,71,93,2024-10-27T01:59:56Z,5840000,False,,,0,,MISS C. Holmgren flagrant Free Throw 2 of 2,[1631096],1610612760.0,OKC,flagrant,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
599,PT10M09.00S,2024-10-27T01:59:40.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,71,93,2024-10-27T01:59:56Z,5850000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,598.0,,,,,,,,,,
600,PT10M09.00S,2024-10-27T02:00:00.4Z,4,REGULAR,substitution,out,[],1629632,,,1610612760,71,93,2024-10-27T02:00:06Z,5860000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT10M09.00S,2024-10-27T02:00:00.4Z,4,REGULAR,substitution,out,[],1630188,,,1610612760,71,93,2024-10-27T02:00:06Z,5870000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT10M09.00S,2024-10-27T02:00:00.4Z,4,REGULAR,substitution,in,[],1630245,,,1610612760,71,93,2024-10-27T02:00:06Z,5880000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT10M09.00S,2024-10-27T02:00:00.4Z,4,REGULAR,substitution,in,[],202696,,,1610612760,71,93,2024-10-27T02:00:06Z,5890000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT10M02.00S,2024-10-27T02:00:11.0Z,4,REGULAR,2pt,Jump Shot,[],1627936,6.389618922470433,66.17647058823529,1610612760,71,93,2024-10-27T02:00:17Z,5900000,False,-81.0,8.0,1,left,MISS A. Caruso 8' turnaround Shot,[1627936],1610612760.0,OKC,turnaround,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,8.13,Missed,,,,,,,,,,,,,,,,,,
605,PT09M59.00S,2024-10-27T02:00:14.0Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612741,71,93,2024-10-27T02:00:17Z,5910000,False,,,0,,J. Giddey REBOUND (Off:2 Def:5),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,,,,604.0,7.0,5.0,2.0,,,,,,,
606,PT09M41.00S,2024-10-27T02:00:31.5Z,4,REGULAR,3pt,Jump Shot,[],203897,68.9388961892247,23.774509803921568,1610612741,74,93,2024-10-27T02:00:37Z,5920000,False,-131.0,239.0,1,right,Z. LaVine 27' 3PT  (19 PTS) (J. Giddey 3 AST),"[203897, 1630581]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.3,Made,19.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
608,PT09M22.00S,2024-10-27T02:00:50.7Z,4,REGULAR,3pt,Jump Shot,[],1631172,24.26084099868594,85.7843137254902,1610612760,74,93,2024-10-27T02:01:05Z,5940000,False,-179.0,176.0,1,left,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
609,PT09M22.00S,2024-10-27T02:00:50.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,74,93,2024-10-27T02:01:05Z,5950000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,608.0,,,,,,,,,,
610,PT09M22.00S,2024-10-27T02:01:03.2Z,4,REGULAR,foul,personal,[],1641763,,,1610612760,74,93,2024-10-27T02:01:10Z,5960000,False,,,0,,J. Phillips loose ball personal FOUL (1 PF),"[1641763, 1631096]",1610612741.0,CHI,loose ball,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,1.0,0.0,,,,,,,,Holmgren,1631096.0,,
612,PT09M22.00S,2024-10-27T02:01:09.2Z,4,REGULAR,substitution,out,[],1631172,,,1610612760,74,93,2024-10-27T02:01:13Z,5980000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT09M22.00S,2024-10-27T02:01:09.2Z,4,REGULAR,substitution,in,[],1641717,,,1610612760,74,93,2024-10-27T02:01:13Z,5990000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT09M14.00S,2024-10-27T02:01:30.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631096,5.863994743758213,51.470588235294116,1610612760,74,95,2024-10-27T02:01:35Z,6000000,False,-7.0,3.0,1,left,C. Holmgren cutting DUNK (21 PTS) (J. Williams 8 AST),"[1631096, 1631114]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.78,Made,21.0,J. Williams,1631114.0,8.0,,,,,,,,,,,,,,
616,PT09M05.00S,2024-10-27T02:01:40.0Z,4,REGULAR,3pt,Jump Shot,[],203897,65.1281208935611,42.40196078431372,1610612741,74,95,2024-10-27T02:01:45Z,6020000,False,-38.0,275.0,1,right,MISS Z. LaVine 27' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,27.79,Missed,,,,,,,,,,,,,,,,,,
617,PT09M02.00S,2024-10-27T02:01:43.0Z,4,REGULAR,rebound,defensive,[],1641717,,,1610612760,74,95,2024-10-27T02:01:45Z,6030000,False,,,0,,C. Wallace REBOUND (Off:1 Def:4),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,616.0,5.0,4.0,1.0,,,,,,,
618,PT08M58.00S,2024-10-27T02:01:50.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.995400788436268,55.14705882352941,1610612760,74,97,2024-10-27T02:01:58Z,6040000,False,-26.0,4.0,1,left,J. Williams driving Layup (19 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.6,Made,19.0,,,,,,,,,,,,,,,,,
619,PT08M58.00S,2024-10-27T02:01:53.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203897,,,1610612760,74,97,2024-10-27T02:02:28Z,6050000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Williams 1 FT),"[203897, 1631114]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,1.0,0.0,,,,,,,,Williams,1631114.0,,
621,PT08M58.00S,2024-10-27T02:02:06.7Z,4,REGULAR,substitution,out,[],1641763,,,1610612760,74,97,2024-10-27T02:02:20Z,6070000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT08M58.00S,2024-10-27T02:02:06.7Z,4,REGULAR,substitution,in,[],1630172,,,1610612760,74,97,2024-10-27T02:02:20Z,6080000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT08M58.00S,2024-10-27T02:02:29.1Z,4,REGULAR,freethrow,1 of 1,[],1631114,,,1610612760,74,98,2024-10-27T02:02:29Z,6090000,False,,,0,,J. Williams Free Throw 1 of 1 (20 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
624,PT08M42.00S,2024-10-27T02:02:45.7Z,4,REGULAR,3pt,Jump Shot,[],1630581,77.4802890932983,87.74509803921569,1610612741,74,98,2024-10-27T02:02:51Z,6100000,False,189.0,159.0,1,right,MISS J. Giddey 24' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
625,PT08M39.00S,2024-10-27T02:02:48.7Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,74,98,2024-10-27T02:02:51Z,6110000,False,,,0,,J. Williams REBOUND (Off:2 Def:5),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,624.0,7.0,5.0,2.0,,,,,,,
626,PT08M35.00S,2024-10-27T02:02:52.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631114,18.610381077529567,36.76470588235294,1610612760,74,98,2024-10-27T02:03:10Z,6120000,False,66.0,122.0,1,left,MISS J. Williams 13' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.92,Missed,,,,,,,,,,,,,,,,,,
627,PT08M28.00S,2024-10-27T02:02:59.8Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,74,98,2024-10-27T02:03:10Z,6130000,False,,,0,,P. Williams REBOUND (Off:2 Def:6),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,626.0,8.0,6.0,2.0,,,,,,,
628,PT08M24.00S,2024-10-27T02:03:03.6Z,4,REGULAR,turnover,bad pass,[],1630581,,,1610612741,74,98,2024-10-27T02:03:13Z,6140000,False,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 1627936]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,3.0,Caruso,1627936.0,,,,
629,PT08M24.00S,2024-10-27T02:03:03.6Z,4,REGULAR,steal,,[],1627936,,,1610612760,74,98,2024-10-27T02:03:05Z,6150000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
630,PT08M18.00S,2024-10-27T02:03:10.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641717,4.418528252299605,97.05882352941177,1610612760,74,98,2024-10-27T02:03:21Z,6160000,False,-235.0,-11.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,,
631,PT08M15.00S,2024-10-27T02:03:13.1Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,74,98,2024-10-27T02:03:13Z,6170000,False,,,0,,N. Vučević REBOUND (Off:3 Def:10),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,,,,,,,,,,630.0,13.0,10.0,3.0,,,,,,,
632,PT08M05.00S,2024-10-27T02:03:23.3Z,4,REGULAR,3pt,Jump Shot,[],1630245,93.24901445466492,2.450980392156863,1610612741,74,98,2024-10-27T02:03:30Z,6180000,False,-238.0,11.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
633,PT08M01.00S,2024-10-27T02:03:26.3Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,74,98,2024-10-27T02:03:26Z,6190000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:13),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,,,,632.0,16.0,13.0,3.0,,,,,,,
634,PT07M55.00S,2024-10-27T02:03:33.1Z,4,REGULAR,3pt,Jump Shot,[],1631096,30.17411300919842,74.50980392156863,1610612760,74,98,2024-10-27T02:03:37Z,6200000,False,-123.0,231.0,1,left,MISS C. Holmgren 26' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
635,PT07M53.00S,2024-10-27T02:03:35.1Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,74,98,2024-10-27T02:03:37Z,6210000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:9),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,634.0,9.0,9.0,0.0,,,,,,,
636,PT07M44.00S,2024-10-27T02:03:44.2Z,4,REGULAR,3pt,Jump Shot,[],1630245,89.83245729303549,4.411764705882353,1610612741,77,98,2024-10-27T02:03:49Z,6220000,False,-228.0,43.0,1,right,A. Dosunmu 3PT  (3 PTS) (J. Giddey 4 AST),"[1630245, 1630581]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.19,Made,3.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,
638,PT07M27.00S,2024-10-27T02:04:00.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.389618922470433,51.470588235294116,1610612760,77,98,2024-10-27T02:04:04Z,6240000,False,-7.0,8.0,1,left,MISS J. Williams cutting Layup,[1631114],1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.06,Missed,,,,,,,,,,,,,,,,,,
639,PT07M25.00S,2024-10-27T02:04:02.9Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,77,98,2024-10-27T02:04:04Z,6250000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,638.0,3.0,3.0,0.0,,,,,,,
