actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
363,PT07M50.00S,2022-02-27T23:29:39.7Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612754,78,65,2022-02-27T23:29:43Z,3570000,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,362.0,3.0,2.0,1.0,,,,,,,,,,,,,,
364,PT07M46.00S,2022-02-27T23:29:44.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,92.72339027595268,52.94117647058824,1610612754,78,65,2022-02-27T23:29:48Z,3580000,15.0,16.0,1,right,MISS B. Hield cutting finger roll Layup,[1627741],1610612754.0,IND,cutting finger roll,,,Hield,B. Hield,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
365,PT07M43.00S,2022-02-27T23:29:47.8Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,78,65,2022-02-27T23:29:48Z,3590000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,364.0,2.0,2.0,0.0,,,,,,,,,,,,,,
366,PT07M38.00S,2022-02-27T23:29:51.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,6.521024967148489,53.431372549019606,1610612738,78,65,2022-02-27T23:31:54Z,3600000,-17.0,9.0,1,left,MISS J. Tatum running finger roll Layup,[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,1.93,Missed,,,,,,,,,,,,,,,,,,
367,PT07M35.00S,2022-02-27T23:29:54.8Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,78,65,2022-02-27T23:31:54Z,3610000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,366.0,7.0,4.0,3.0,,,,,,,,,,,,,,
368,PT07M35.00S,2022-02-27T23:29:55.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,78,65,2022-02-27T23:29:55Z,3620000,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
369,PT07M32.00S,2022-02-27T23:29:57.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,78,65,2022-02-27T23:29:57Z,3630000,,,0,,R. Williams III REBOUND (Off:4 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,368.0,8.0,4.0,4.0,,,,,,,,,,,,,,
370,PT07M32.00S,2022-02-27T23:29:57.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,78,65,2022-02-27T23:30:00Z,3640000,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
371,PT07M32.00S,2022-02-27T23:29:57.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,78,65,2022-02-27T23:30:00Z,3650000,,,0,,R. Williams III REBOUND (Off:5 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,370.0,9.0,4.0,5.0,,,,,,,,,,,,,,
372,PT07M30.00S,2022-02-27T23:29:59.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629057,9.017739816031538,53.92156862745098,1610612738,78,65,2022-02-27T23:30:04Z,3660000,-20.0,32.0,1,left,MISS R. Williams III Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,3.78,Missed,,,,,,,,,,,,,,,,,,
373,PT07M30.00S,2022-02-27T23:29:59.7Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612754,78,65,2022-02-27T23:30:04Z,3670000,,,0,,G. Bitadze REBOUND (Off:1 Def:3),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,372.0,4.0,3.0,1.0,,,,,,,,,,,,,,
374,PT07M26.00S,2022-02-27T23:30:03.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,93.11760840998686,1.9607843137254901,1610612754,78,65,2022-02-27T23:30:09Z,3680000,-240.0,12.0,1,right,MISS B. Hield 24' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
375,PT07M24.00S,2022-02-27T23:30:06.2Z,3,REGULAR,rebound,offensive,[],1629052,,,1610612754,78,65,2022-02-27T23:30:06Z,3690000,,,0,,O. Brissett REBOUND (Off:2 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,374.0,6.0,4.0,2.0,,,,,,,,,,,,,,
376,PT07M17.00S,2022-02-27T23:30:15.2Z,3,REGULAR,foul,offensive,[],1627763,,,1610612754,78,65,2022-02-27T23:30:24Z,3700000,,,0,,M. Brogdon offensive FOUL (3 PF),"[1627763, 1628369]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,201640.0,3.0,0.0,Tatum,1628369.0,,,,,
378,PT07M17.00S,2022-02-27T23:30:15.2Z,3,REGULAR,turnover,offensive foul,[],1627763,,,1610612754,78,65,2022-02-27T23:30:15Z,3720000,,,0,,M. Brogdon offensive foul TURNOVER (2 TO),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,201640.0,,,,,2.0,,,,
379,PT07M07.00S,2022-02-27T23:30:39.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629684,8.360709592641262,47.05882352941176,1610612738,78,65,2022-02-27T23:31:00Z,3730000,15.0,26.0,1,left,MISS G. Williams pullup Shot - blocked,"[1629684, 1630169]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,3.0,Missed,,,,,,,,,,,,,,,Haliburton,1630169.0,,
380,PT07M07.00S,2022-02-27T23:30:39.5Z,3,REGULAR,block,,[],1630169,,,1610612738,78,65,2022-02-27T23:30:41Z,3740000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M06.00S,2022-02-27T23:30:40.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,78,65,2022-02-27T23:30:55Z,3750000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,379.0,,,,,,,,,,,,,,,,,
382,PT07M06.00S,2022-02-27T23:30:49.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,78,65,2022-02-27T23:30:49Z,3760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M05.00S,2022-02-27T23:31:02.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,23.603810775295663,86.51960784313727,1610612738,78,65,2022-02-27T23:31:06Z,3770000,-183.0,169.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,
384,PT07M02.00S,2022-02-27T23:31:05.2Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,78,65,2022-02-27T23:31:06Z,3780000,,,0,,B. Hield REBOUND (Off:0 Def:4),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,383.0,4.0,4.0,0.0,,,,,,,,,,,,,,
385,PT06M59.00S,2022-02-27T23:31:07.8Z,3,REGULAR,turnover,bad pass,[],1627741,,,1610612754,78,65,2022-02-27T23:31:12Z,3790000,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 1629057]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,2.0,,,Williams III,1629057.0
386,PT06M59.00S,2022-02-27T23:31:07.8Z,3,REGULAR,steal,,[],1629057,,,1610612738,78,65,2022-02-27T23:31:10Z,3800000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M53.00S,2022-02-27T23:31:14.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,6.389618922470433,46.32352941176471,1610612738,78,67,2022-02-27T23:31:29Z,3810000,18.0,8.0,1,left,J. Brown running finger roll Layup (13 PTS),[1627759],1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,1.99,Made,,,,,13.0,,,,,,,,,,,,,
388,PT06M37.00S,2022-02-27T23:31:31.5Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612754,78,67,2022-02-27T23:31:40Z,3820000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Brogdon 2 FT),"[1628369, 1627763]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1155.0,3.0,0.0,Brogdon,1627763.0,,,,,
390,PT06M37.00S,2022-02-27T23:31:55.8Z,3,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,79,67,2022-02-27T23:31:55Z,3840000,,,0,,M. Brogdon Free Throw 1 of 2 (17 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
391,PT06M37.00S,2022-02-27T23:31:56.6Z,3,REGULAR,substitution,out,[],1630169,,,1610612754,79,67,2022-02-27T23:32:00Z,3850000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M37.00S,2022-02-27T23:31:56.6Z,3,REGULAR,substitution,in,[],1630537,,,1610612754,79,67,2022-02-27T23:32:00Z,3860000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M37.00S,2022-02-27T23:32:13.1Z,3,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,80,67,2022-02-27T23:32:13Z,3870000,,,0,,M. Brogdon Free Throw 2 of 2 (18 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
394,PT06M26.00S,2022-02-27T23:32:27.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,27.283180026281208,22.54901960784314,1610612738,80,70,2022-02-27T23:32:32Z,3880000,137.0,204.0,1,left,J. Brown 24' 3PT  (16 PTS) (R. Williams III 2 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.59,Made,,,,,16.0,R. Williams III,1629057.0,2.0,,,,,,,,,,
396,PT05M59.00S,2022-02-27T23:32:53.3Z,3,REGULAR,2pt,Jump Shot,[],1629052,77.87450722733246,36.76470588235294,1610612754,80,70,2022-02-27T23:32:58Z,3900000,-66.0,155.0,1,right,MISS O. Brissett 16' Jump Shot,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,16.9,Missed,,,,,,,,,,,,,,,,,,
397,PT05M55.00S,2022-02-27T23:32:57.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,80,70,2022-02-27T23:32:58Z,3910000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,,,,,,,
398,PT05M49.00S,2022-02-27T23:33:03.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,32.933639947437584,56.86274509803921,1610612738,80,70,2022-02-27T23:33:25Z,3920000,-34.0,257.0,1,left,MISS M. Smart 25' running 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
399,PT05M45.00S,2022-02-27T23:33:07.4Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,80,70,2022-02-27T23:33:08Z,3930000,,,0,,R. Williams III REBOUND (Off:6 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,398.0,10.0,4.0,6.0,,,,,,,,,,,,,,
400,PT05M45.00S,2022-02-27T23:33:07.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,80,70,2022-02-27T23:33:10Z,3940000,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
401,PT05M45.00S,2022-02-27T23:33:07.2Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612754,80,70,2022-02-27T23:33:10Z,3950000,,,0,,G. Bitadze REBOUND (Off:1 Def:4),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,400.0,5.0,4.0,1.0,,,,,,,,,,,,,,
402,PT05M42.00S,2022-02-27T23:33:10.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629052,93.9060446780552,50.0,1610612754,82,70,2022-02-27T23:33:17Z,3960000,0.0,5.0,1,right,O. Brissett running DUNK (21 PTS) (G. Bitadze 2 AST),"[1629052, 1629048]",1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,0.48,Made,,,,,21.0,G. Bitadze,1629048.0,2.0,,,,,,,,,,
404,PT05M26.00S,2022-02-27T23:33:27.7Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,82,70,2022-02-27T23:33:30Z,3980000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1627741]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1.0,,,Hield,1627741.0
405,PT05M26.00S,2022-02-27T23:33:27.7Z,3,REGULAR,steal,,[],1627741,,,1610612754,82,70,2022-02-27T23:33:29Z,3990000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M22.00S,2022-02-27T23:33:33.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,82,70,2022-02-27T23:33:33Z,4000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M22.00S,2022-02-27T23:33:34.0Z,3,REGULAR,substitution,out,[],1628369,,,1610612754,82,70,2022-02-27T23:33:41Z,4010000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M22.00S,2022-02-27T23:33:34.0Z,3,REGULAR,substitution,in,[],1628401,,,1610612754,82,70,2022-02-27T23:33:41Z,4020000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M22.00S,2022-02-27T23:33:44.5Z,3,REGULAR,substitution,out,[],1627763,,,1610612754,82,70,2022-02-27T23:33:54Z,4030000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M22.00S,2022-02-27T23:33:44.5Z,3,REGULAR,substitution,in,[],1630169,,,1610612754,82,70,2022-02-27T23:33:54Z,4040000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M16.00S,2022-02-27T23:34:05.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629048,92.32917214191852,46.81372549019608,1610612754,82,70,2022-02-27T23:34:10Z,4050000,-16.0,20.0,1,right,MISS G. Bitadze cutting Layup - blocked,"[1629048, 1628401]",1610612754.0,IND,cutting,,,Bitadze,G. Bitadze,,,,,2.52,Missed,,,,,,,,,,,,,,,White,1628401.0,,
412,PT05M16.00S,2022-02-27T23:34:05.5Z,3,REGULAR,block,,[],1628401,,,1610612754,82,70,2022-02-27T23:34:07Z,4060000,,,0,,D. White BLOCK (3 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M14.00S,2022-02-27T23:34:07.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,82,70,2022-02-27T23:34:10Z,4070000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,411.0,4.0,4.0,0.0,,,,,,,,,,,,,,
414,PT05M05.00S,2022-02-27T23:34:16.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.258212877792378,54.166666666666664,1610612738,82,72,2022-02-27T23:34:20Z,4080000,-21.0,6.0,1,left,R. Williams III Layup (10 PTS) (J. Brown 6 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.17,Made,,,,,10.0,J. Brown,1627759.0,6.0,,,,,,,,,,
416,PT04M44.00S,2022-02-27T23:34:39.4Z,3,REGULAR,2pt,Jump Shot,[],1627741,77.87450722733246,49.01960784313725,1610612754,82,72,2022-02-27T23:37:11Z,4100000,-5.0,155.0,1,right,MISS B. Hield 15' pullup Shot,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,15.56,Missed,,,,,,,,,,,,,,,,,,
417,PT04M43.00S,2022-02-27T23:34:40.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,82,72,2022-02-27T23:37:11Z,4110000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,
418,PT04M43.00S,2022-02-27T23:35:05.4Z,3,REGULAR,instantreplay,altercationrequest,[],0,,,1610612754,82,72,2022-02-27T23:35:27Z,4120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,
419,PT04M43.00S,2022-02-27T23:37:32.3Z,3,REGULAR,foul,technical,['1freethrow'],1627759,,,1610612754,82,72,2022-02-27T23:37:46Z,4130000,,,0,,J. Brown technical FOUL (1 Tech),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201640.0,1.0,1.0,,,,,,,
420,PT04M43.00S,2022-02-27T23:38:14.8Z,3,REGULAR,freethrow,1 of 1,[],1627741,,,1610612754,83,72,2022-02-27T23:38:14Z,4140000,,,0,,B. Hield technical Free Throw 1 of 1 (8 PTS),[1627741],1610612754.0,IND,technical,,,Hield,B. Hield,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
421,PT04M43.00S,2022-02-27T23:38:18.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612754,83,72,2022-02-27T23:38:21Z,4150000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M43.00S,2022-02-27T23:38:18.6Z,3,REGULAR,substitution,in,[],1628464,,,1610612754,83,72,2022-02-27T23:38:21Z,4160000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M41.00S,2022-02-27T23:39:12.5Z,3,REGULAR,jumpball,recovered,[],1630537,,,1610612754,83,72,2022-02-27T23:39:12Z,4170000,,,0,,Jump Ball G. Bitadze vs. J. Brown: Tip to C. Duarte,"[1630537, 1629048, 1627759]",1610612754.0,IND,challenge,C. Duarte,1630537.0,Duarte,C. Duarte,Bitadze,1629048.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,
426,PT04M32.00S,2022-02-27T23:39:24.6Z,3,REGULAR,foul,offensive,[],1630537,,,1610612754,83,72,2022-02-27T23:39:36Z,4200000,,,0,,C. Duarte offensive FOUL (1 PF),"[1630537, 1628464]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,201640.0,1.0,0.0,Theis,1628464.0,,,,,
429,PT04M32.00S,2022-02-27T23:39:24.6Z,3,REGULAR,turnover,offensive foul,[],1630537,,,1610612754,83,72,2022-02-27T23:39:24Z,4220000,,,0,,C. Duarte offensive foul TURNOVER (2 TO),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,201640.0,,,,,2.0,,,,
430,PT04M22.00S,2022-02-27T23:39:48.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,83,72,2022-02-27T23:39:48Z,4230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M20.00S,2022-02-27T23:40:02.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,8.09789750328515,18.38235294117647,1610612738,83,74,2022-02-27T23:40:10Z,4240000,158.0,24.0,1,left,J. Brown 15' Jump Shot (18 PTS) (M. Smart 7 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,15.99,Made,,,,,18.0,M. Smart,203935.0,7.0,,,,,,,,,,
433,PT04M08.00S,2022-02-27T23:40:14.6Z,3,REGULAR,3pt,Jump Shot,[],1629052,68.15045992115637,62.99019607843137,1610612754,83,74,2022-02-27T23:40:20Z,4260000,65.0,247.0,1,right,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
434,PT04M03.00S,2022-02-27T23:40:19.6Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,83,74,2022-02-27T23:40:20Z,4270000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,433.0,4.0,4.0,0.0,,,,,,,,,,,,,,
435,PT03M58.00S,2022-02-27T23:40:27.4Z,3,REGULAR,foul,personal,[],1630537,,,1610612738,83,74,2022-02-27T23:40:31Z,4280000,,,0,,C. Duarte personal FOUL (2 PF),"[1630537, 1628401]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,1626300.0,2.0,0.0,White,1628401.0,,,,,
438,PT03M49.00S,2022-02-27T23:41:02.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,83,74,2022-02-27T23:41:02Z,4310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M46.00S,2022-02-27T23:42:44.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612738,83,74,2022-02-27T23:42:49Z,4320000,,,0,,G. Bitadze personal FOUL (3 PF) (Smart 2 FT),"[1629048, 203935]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,1626300.0,3.0,0.0,Smart,203935.0,,,,,
441,PT03M46.00S,2022-02-27T23:43:14.5Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,83,75,2022-02-27T23:43:14Z,4340000,,,0,,M. Smart Free Throw 1 of 2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
442,PT03M46.00S,2022-02-27T23:43:15.5Z,3,REGULAR,substitution,out,[],1627741,,,1610612738,83,75,2022-02-27T23:43:28Z,4350000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M46.00S,2022-02-27T23:43:15.5Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,83,75,2022-02-27T23:43:28Z,4360000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M46.00S,2022-02-27T23:43:15.5Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,83,75,2022-02-27T23:43:28Z,4370000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M46.00S,2022-02-27T23:43:15.5Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,83,75,2022-02-27T23:43:28Z,4380000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M46.00S,2022-02-27T23:43:43.7Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,83,76,2022-02-27T23:43:43Z,4390000,,,0,,M. Smart Free Throw 2 of 2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
447,PT03M33.00S,2022-02-27T23:44:01.3Z,3,REGULAR,foul,offensive,['inpenalty'],1629048,,,1610612754,83,76,2022-02-27T23:44:09Z,4400000,,,0,,G. Bitadze offensive FOUL (4 PF),"[1629048, 1628464]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,1626300.0,4.0,0.0,Theis,1628464.0,,,,,
449,PT03M33.00S,2022-02-27T23:44:01.3Z,3,REGULAR,turnover,offensive foul,[],1629048,,,1610612754,83,76,2022-02-27T23:44:01Z,4420000,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,1626300.0,,,,,1.0,,,,
450,PT03M18.00S,2022-02-27T23:44:29.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,8.09789750328515,96.56862745098039,1610612738,83,76,2022-02-27T23:44:37Z,4430000,-233.0,24.0,1,left,MISS D. Theis 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
451,PT03M14.00S,2022-02-27T23:44:33.0Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,83,76,2022-02-27T23:44:37Z,4440000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,450.0,1.0,1.0,0.0,,,,,,,,,,,,,,
452,PT03M01.00S,2022-02-27T23:44:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,90.09526938239159,53.92156862745098,1610612754,85,76,2022-02-27T23:44:50Z,4450000,20.0,41.0,1,right,T. Haliburton driving floating Jump Shot (18 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,4.51,Made,,,,,18.0,,,,,,,,,,,,,
453,PT02M55.00S,2022-02-27T23:44:55.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630537,,,1610612738,85,76,2022-02-27T23:45:05Z,4460000,,,0,,C. Duarte personal FOUL (3 PF) (Brown 2 FT),"[1630537, 1627759]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,1155.0,3.0,0.0,Brown,1627759.0,,,,,
