actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
271,PT04M04.00S,2022-01-06T01:30:06.2Z,2,REGULAR,3pt,Jump Shot,[],1630613,93.24901445466492,95.58823529411765,1610612754,61,50,2022-01-06T01:30:10Z,2700000,228.0,11.0,1,right,D. Washington Jr. 3PT  (3 PTS) (K. Sykes 1 AST),"[1630613, 1626208]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,22.82,Made,,3.0,K. Sykes,1626208.0,1.0,,,,,,,,,,,,,,
273,PT03M50.00S,2022-01-06T01:30:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201933,8.09789750328515,44.6078431372549,1610612751,61,50,2022-01-06T01:30:32Z,2720000,27.0,24.0,1,left,MISS B. Griffin reverse Layup,[201933],1610612751.0,BKN,reverse,,,Griffin,B. Griffin,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,,
274,PT03M50.00S,2022-01-06T01:30:20.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,61,50,2022-01-06T01:30:32Z,2730000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,,
275,PT03M50.00S,2022-01-06T01:30:31.1Z,2,REGULAR,foul,personal,[],201933,,,1610612754,61,50,2022-01-06T01:30:38Z,2740000,,,0,,B. Griffin loose ball personal FOUL (1 PF),"[201933, 1630613]",1610612751.0,BKN,loose ball,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,203800.0,1.0,0.0,Washington Jr.,1630613.0,,,
277,PT03M50.00S,2022-01-06T01:30:36.9Z,2,REGULAR,substitution,out,[],201988,,,1610612754,61,50,2022-01-06T01:30:49Z,2760000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M50.00S,2022-01-06T01:30:36.9Z,2,REGULAR,substitution,out,[],202681,,,1610612754,61,50,2022-01-06T01:30:49Z,2770000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M50.00S,2022-01-06T01:30:36.9Z,2,REGULAR,substitution,in,[],201935,,,1610612754,61,50,2022-01-06T01:30:49Z,2780000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M50.00S,2022-01-06T01:30:36.9Z,2,REGULAR,substitution,in,[],1630561,,,1610612754,61,50,2022-01-06T01:30:49Z,2790000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M37.00S,2022-01-06T01:31:03.8Z,2,REGULAR,foul,personal,[],1630561,,,1610612754,61,50,2022-01-06T01:31:49Z,2800000,,,0,,D. Duke Jr. personal FOUL (1 PF),"[1630561, 202362]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Stephenson,202362.0,,,
283,PT03M35.00S,2022-01-06T01:31:34.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630561,,,1610612754,61,50,2022-01-06T01:31:39Z,2820000,,,0,,D. Duke Jr. personal FOUL (2 PF) (Stephenson 2 FT),"[1630561, 202362]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Stephenson,202362.0,,,
285,PT03M35.00S,2022-01-06T01:32:10.8Z,2,REGULAR,freethrow,1 of 2,[],202362,,,1610612754,62,50,2022-01-06T01:32:10Z,2840000,,,0,,L. Stephenson Free Throw 1 of 2 (23 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,Made,,23.0,,,,,,,,,,,,,,,,,
286,PT03M35.00S,2022-01-06T01:32:26.6Z,2,REGULAR,freethrow,2 of 2,[],202362,,,1610612754,63,50,2022-01-06T01:32:26Z,2850000,,,0,,L. Stephenson Free Throw 2 of 2 (24 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,Made,,24.0,,,,,,,,,,,,,,,,,
287,PT03M26.00S,2022-01-06T01:32:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,9.280551905387648,36.27450980392157,1610612751,63,52,2022-01-06T01:32:43Z,2860000,69.0,35.0,1,left,K. Durant 7' turnaround bank Jump Shot (20 PTS),[201142],1610612751.0,BKN,turnaround bank,,,Durant,K. Durant,,,,,7.69,Made,,20.0,,,,,,,,,,,,,,,,,
288,PT03M10.00S,2022-01-06T01:32:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.19776609724047,55.88235294117647,1610612754,65,52,2022-01-06T01:32:59Z,2870000,29.0,21.0,1,right,M. Turner driving Layup (5 PTS) (L. Stephenson 3 AST),"[1626167, 202362]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,3.6,Made,,5.0,L. Stephenson,202362.0,3.0,,,,,,,,,,,,,,
306,PT02M55.00S,2022-01-06T01:33:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200746,8.229303547963205,53.67647058823529,1610612751,65,52,2022-01-06T01:37:18Z,2910000,-18.0,25.0,1,left,MISS L. Aldridge driving Layup,[200746],1610612751.0,BKN,driving,,,Aldridge,L. Aldridge,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,,
307,PT02M55.00S,2022-01-06T01:33:14.6Z,2,REGULAR,rebound,defensive,[],202362,,,1610612754,65,52,2022-01-06T01:36:32Z,2915000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,306.0,,,,,,,,1.0,1.0,0.0,,,,,,,,
293,PT02M49.00S,2022-01-06T01:33:18.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,76.03482260183968,8.823529411764707,1610612754,65,52,2022-01-06T01:36:32Z,2920000,-206.0,173.0,1,right,MISS D. Washington Jr. 26' running 3PT,[1630613],1610612754.0,IND,running,,,Washington Jr.,D. Washington Jr.,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
294,PT02M44.00S,2022-01-06T01:33:23.1Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,65,52,2022-01-06T01:33:30Z,2930000,,,0,,L. Aldridge REBOUND (Off:1 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,293.0,,,,,,,,3.0,2.0,1.0,,,,,,,,
295,PT02M36.00S,2022-01-06T01:33:28.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201933,6.389618922470433,50.0,1610612751,65,52,2022-01-06T01:33:33Z,2940000,0.0,8.0,1,left,MISS B. Griffin Layup - blocked,"[201933, 1626167]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,0.76,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0,
296,PT02M36.00S,2022-01-06T01:33:28.9Z,2,REGULAR,block,,[],1626167,,,1610612751,65,52,2022-01-06T01:33:31Z,2950000,,,0,,M. Turner BLOCK (4 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M34.00S,2022-01-06T01:33:30.9Z,2,REGULAR,rebound,offensive,[],201933,,,1610612751,65,52,2022-01-06T01:33:33Z,2960000,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,295.0,,,,,,,,1.0,0.0,1.0,,,,,,,,
298,PT02M26.00S,2022-01-06T01:33:38.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",200746,7.440867279894875,54.41176470588235,1610612751,65,54,2022-01-06T01:33:44Z,2970000,-22.0,17.0,1,left,L. Aldridge turnaround bank Jump Shot (9 PTS),[200746],1610612751.0,BKN,turnaround bank,,,Aldridge,L. Aldridge,,,,,2.81,Made,,9.0,,,,,,,,,,,,,,,,,
299,PT02M12.00S,2022-01-06T01:33:52.6Z,2,REGULAR,3pt,Jump Shot,[],1626208,71.17279894875165,75.24509803921569,1610612754,68,54,2022-01-06T01:33:56Z,2980000,126.0,218.0,1,right,K. Sykes 25' 3PT pullup (12 PTS),[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,25.23,Made,,12.0,,,,,,,,,,,,,,,,,
300,PT01M52.00S,2022-01-06T01:34:12.6Z,2,REGULAR,2pt,Jump Shot,[],200746,21.632720105124836,58.82352941176471,1610612751,68,56,2022-01-06T01:34:17Z,2990000,-44.0,151.0,1,left,L. Aldridge 15' Jump Shot (11 PTS) (J. Harden 1 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,15.71,Made,,11.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
302,PT01M37.00S,2022-01-06T01:34:28.3Z,2,REGULAR,turnover,lost ball,[],1626208,,,1610612754,68,56,2022-01-06T01:34:31Z,3010000,,,0,,K. Sykes lost ball TURNOVER (1 TO),"[1626208, 201142]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,1.0,Durant,201142.0,,,,,,,,,,,
303,PT01M37.00S,2022-01-06T01:34:28.3Z,2,REGULAR,steal,,[],201142,,,1610612751,68,56,2022-01-06T01:34:30Z,3020000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M34.00S,2022-01-06T01:34:35.6Z,2,REGULAR,turnover,out-of-bounds,[],1630561,,,1610612751,68,56,2022-01-06T01:34:41Z,3030000,,,0,,D. Duke Jr. step out-of-bounds TURNOVER (2 TO),[1630561],1610612751.0,BKN,step,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,2.0,,,,,,202058.0,,,,,,,
305,PT01M34.00S,2022-01-06T01:34:42.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,68,56,2022-01-06T01:34:42Z,3040000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M34.00S,2022-01-06T01:36:46.2Z,2,REGULAR,substitution,out,[],1629052,,,1610612754,68,56,2022-01-06T01:37:25Z,3050000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M34.00S,2022-01-06T01:36:46.2Z,2,REGULAR,substitution,in,[],1627734,,,1610612754,68,56,2022-01-06T01:37:25Z,3060000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M17.00S,2022-01-06T01:37:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,93.11760840998686,47.549019607843135,1610612754,70,56,2022-01-06T01:37:52Z,3070000,-12.0,12.0,1,right,D. Sabonis Layup (15 PTS) (L. Stephenson 4 AST),"[1627734, 202362]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.73,Made,,15.0,L. Stephenson,202362.0,4.0,,,,,,,,,,,,,,
313,PT01M04.00S,2022-01-06T01:38:05.0Z,2,REGULAR,foul,offensive,['inpenalty'],201142,,,1610612751,70,56,2022-01-06T01:38:17Z,3100000,,,0,,K. Durant offensive FOUL (3 PF),"[201142, 202362]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Stephenson,202362.0,,,
315,PT01M04.00S,2022-01-06T01:38:05.0Z,2,REGULAR,turnover,offensive foul,[],201142,,,1610612751,70,56,2022-01-06T01:38:05Z,3120000,,,0,,K. Durant offensive foul TURNOVER (2 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,2.0,,,,,,202058.0,,,,,,,
316,PT00M52.50S,2022-01-06T01:38:33.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630561,,,1610612754,70,56,2022-01-06T01:38:40Z,3130000,,,0,,D. Duke Jr. personal FOUL (3 PF) (Sabonis 2 FT),"[1630561, 1627734]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,203800.0,3.0,0.0,Sabonis,1627734.0,,,
318,PT00M52.50S,2022-01-06T01:39:05.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627734,,,1610612754,70,56,2022-01-06T01:39:05Z,3150000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
319,PT00M52.50S,2022-01-06T01:39:05.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,70,56,2022-01-06T01:39:05Z,3160000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,,
320,PT00M52.50S,2022-01-06T01:39:11.7Z,2,REGULAR,substitution,out,[],1630561,,,1610612754,70,56,2022-01-06T01:39:16Z,3170000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M52.50S,2022-01-06T01:39:11.7Z,2,REGULAR,substitution,in,[],201988,,,1610612754,70,56,2022-01-06T01:39:16Z,3180000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M52.50S,2022-01-06T01:39:34.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627734,,,1610612754,71,56,2022-01-06T01:39:34Z,3190000,,,0,,D. Sabonis Free Throw 2 of 2 (16 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,16.0,,,,,,,,,,,,,,,,,
323,PT00M42.60S,2022-01-06T01:39:47.4Z,2,REGULAR,2pt,Jump Shot,[],200746,24.26084099868594,34.068627450980394,1610612751,71,58,2022-01-06T01:39:52Z,3200000,80.0,176.0,1,left,L. Aldridge 19' Jump Shot (13 PTS) (J. Harden 2 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,19.28,Made,,13.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
325,PT00M28.00S,2022-01-06T01:40:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.46057818659659,45.09803921568628,1610612754,73,58,2022-01-06T01:40:10Z,3220000,-25.0,18.0,1,right,D. Sabonis Layup (18 PTS) (D. Washington Jr. 2 AST),"[1627734, 1630613]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,3.06,Made,,18.0,D. Washington Jr.,1630613.0,2.0,,,,,,,,,,,,,,
327,PT00M06.20S,2022-01-06T01:40:29.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,12.697109067017081,49.754901960784316,1610612751,73,60,2022-01-06T01:40:56Z,3240000,1.0,67.0,1,left,J. Harden 6' floating Jump Shot (8 PTS) (B. Griffin 1 AST),"[201935, 201933]",1610612751.0,BKN,floating,,,Harden,J. Harden,,,,,6.69,Made,,8.0,B. Griffin,201933.0,1.0,,,,,,,,,,,,,,
329,PT00M00.10S,2022-01-06T01:40:37.5Z,2,REGULAR,turnover,lost ball,[],1630613,,,1610612754,73,60,2022-01-06T01:40:44Z,3260000,,,0,,D. Washington Jr. lost ball TURNOVER (2 TO),"[1630613, 201933]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,2.0,Griffin,201933.0,,,,,,,,,,,
330,PT00M00.10S,2022-01-06T01:40:37.5Z,2,REGULAR,steal,,[],201933,,,1610612751,73,60,2022-01-06T01:40:39Z,3270000,,,0,,B. Griffin STEAL (1 STL),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M00.00S,2022-01-06T01:40:44.3Z,2,REGULAR,period,end,[],0,,,1610612751,73,60,2022-01-06T01:40:44Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,out,['startperiod'],202362,,,1610612751,73,60,2022-01-06T01:55:49Z,3290000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,out,['startperiod'],201933,,,1610612751,73,60,2022-01-06T01:55:49Z,3300000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,out,['startperiod'],200746,,,1610612751,73,60,2022-01-06T01:55:49Z,3310000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612751,73,60,2022-01-06T01:55:49Z,3320000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,in,['startperiod'],203200,,,1610612751,73,60,2022-01-06T01:55:49Z,3330000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,73,60,2022-01-06T01:55:49Z,3340000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,in,['startperiod'],1630561,,,1610612751,73,60,2022-01-06T01:55:49Z,3350000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-06T01:55:12.2Z,3,REGULAR,substitution,in,['startperiod'],202681,,,1610612751,73,60,2022-01-06T01:55:49Z,3360000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-06T01:55:58.9Z,3,REGULAR,period,start,[],0,,,1610612754,73,60,2022-01-06T01:55:58Z,3370000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M39.00S,2022-01-06T01:56:19.1Z,3,REGULAR,3pt,Jump Shot,[],1627734,33.065045992115635,49.50980392156863,1610612754,76,60,2022-01-06T01:56:23Z,3380000,2.0,258.0,1,left,D. Sabonis 25' 3PT  (21 PTS) (K. Sykes 2 AST),"[1627734, 1626208]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,25.83,Made,,21.0,K. Sykes,1626208.0,2.0,,,,,,,,,,,,,,
343,PT11M28.00S,2022-01-06T01:56:31.9Z,3,REGULAR,foul,personal,[],1626167,,,1610612751,76,60,2022-01-06T01:56:45Z,3400000,,,0,,M. Turner personal FOUL (1 PF),"[1626167, 1629651]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Claxton,1629651.0,,,
345,PT11M21.00S,2022-01-06T01:56:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.32917214191852,50.73529411764706,1610612751,76,62,2022-01-06T01:57:01Z,3420000,4.0,20.0,1,right,N. Claxton cutting Layup (6 PTS) (J. Harden 3 AST),"[1629651, 201935]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,1.99,Made,,6.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
347,PT11M14.00S,2022-01-06T01:57:05.0Z,3,REGULAR,3pt,Jump Shot,[],1626167,32.933639947437584,37.745098039215684,1610612754,76,62,2022-01-06T01:57:18Z,3440000,61.0,257.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
348,PT11M11.00S,2022-01-06T01:57:08.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,76,62,2022-01-06T01:57:18Z,3450000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,347.0,,,,,,,,,,,,,,,,,,
349,PT11M11.00S,2022-01-06T01:57:14.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,76,62,2022-01-06T01:57:14Z,3460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M00.00S,2022-01-06T01:57:38.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,20.18725361366623,6.862745098039216,1610612754,79,62,2022-01-06T01:57:43Z,3470000,216.0,137.0,1,left,M. Turner 25' 3PT  (8 PTS) (D. Sabonis 7 AST),"[1626167, 1627734]",1610612754.0,IND,,,,Turner,M. Turner,,,,,25.57,Made,,8.0,D. Sabonis,1627734.0,7.0,,,,,,,,,,,,,,
352,PT10M41.00S,2022-01-06T01:57:57.3Z,3,REGULAR,2pt,Jump Shot,[],202681,94.69448094612353,79.90196078431373,1610612751,79,62,2022-01-06T01:58:02Z,3490000,150.0,-3.0,1,right,MISS K. Irving 14' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,14.95,Missed,,,,,,,,,,,,,,,,,,,
353,PT10M38.00S,2022-01-06T01:58:00.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,79,62,2022-01-06T01:58:02Z,3500000,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,352.0,,,,,,,,7.0,6.0,1.0,,,,,,,,
354,PT10M27.00S,2022-01-06T01:58:10.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,6.521024967148489,54.166666666666664,1610612754,79,62,2022-01-06T01:58:15Z,3510000,-21.0,9.0,1,left,MISS D. Washington Jr. driving Layup,[1630613],1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
355,PT10M25.00S,2022-01-06T01:58:12.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,79,62,2022-01-06T01:58:15Z,3520000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,354.0,,,,,,,,4.0,3.0,1.0,,,,,,,,
356,PT10M20.00S,2022-01-06T01:58:18.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629651,92.9862023653088,54.166666666666664,1610612751,79,62,2022-01-06T01:58:23Z,3530000,21.0,13.0,1,right,MISS N. Claxton running finger roll Layup,[1629651],1610612751.0,BKN,running finger roll,,,Claxton,N. Claxton,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,,
357,PT10M18.00S,2022-01-06T01:58:20.2Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,79,62,2022-01-06T01:58:23Z,3540000,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,356.0,,,,,,,,8.0,7.0,1.0,,,,,,,,
358,PT10M11.00S,2022-01-06T01:58:31.1Z,3,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612754,79,62,2022-01-06T01:58:41Z,3550000,,,0,,N. Claxton shooting personal FOUL (3 PF) (Turner 2 FT),"[1629651, 1626167]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,203800.0,3.0,0.0,Turner,1626167.0,,,
360,PT10M11.00S,2022-01-06T01:58:55.1Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,80,62,2022-01-06T01:58:55Z,3570000,,,0,,M. Turner Free Throw 1 of 2 (9 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,,9.0,,,,,,,,,,,,,,,,,
361,PT10M11.00S,2022-01-06T01:59:06.4Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,81,62,2022-01-06T01:59:06Z,3580000,,,0,,M. Turner Free Throw 2 of 2 (10 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
362,PT09M55.00S,2022-01-06T01:59:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.01511169513797,45.34313725490196,1610612751,81,64,2022-01-06T01:59:30Z,3590000,-23.0,32.0,1,right,J. Harden driving Layup (10 PTS) (N. Claxton 3 AST),"[201935, 1629651]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,3.96,Made,,10.0,N. Claxton,1629651.0,3.0,,,,,,,,,,,,,,
364,PT09M45.00S,2022-01-06T01:59:34.6Z,3,REGULAR,3pt,Jump Shot,[],203200,25.969119579500656,13.970588235294118,1610612754,81,64,2022-01-06T01:59:38Z,3610000,180.0,192.0,1,left,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
365,PT09M43.00S,2022-01-06T01:59:36.6Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,81,64,2022-01-06T01:59:38Z,3620000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,364.0,,,,,,,,5.0,4.0,1.0,,,,,,,,
366,PT09M32.00S,2022-01-06T01:59:50.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,81,64,2022-01-06T01:59:50Z,3630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT09M22.00S,2022-01-06T02:00:20.0Z,3,REGULAR,3pt,Jump Shot,[],201935,78.26872536136662,93.38235294117648,1610612751,81,64,2022-01-06T02:00:24Z,3640000,217.0,152.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
