actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
367,PT10M23.00S,2022-04-06T00:25:27.7Z,3,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,65,90,2022-04-06T00:25:27Z,3650000,,,0,,O. Brissett Free Throw 2 of 2 (4 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,,,,,,,,,,,,4.0,,,,,,,
368,PT10M09.00S,2022-04-06T00:25:44.5Z,3,REGULAR,3pt,Jump Shot,[],201935,79.31997371879106,7.598039215686274,1610612755,65,90,2022-04-06T00:25:49Z,3660000,-212.0,142.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
369,PT10M04.00S,2022-04-06T00:25:49.5Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,65,90,2022-04-06T00:25:49Z,3670000,,,0,,T. Haliburton REBOUND (Off:1 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,368.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
370,PT09M59.00S,2022-04-06T00:25:52.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,9.674770039421814,3.1862745098039214,1610612754,65,90,2022-04-06T00:39:08Z,3680000,234.0,38.0,1,left,MISS B. Hield running pullup 3PT,[1627741],1610612754.0,IND,running pullup,,,Hield,B. Hield,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,,
371,PT09M56.00S,2022-04-06T00:25:55.9Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,65,90,2022-04-06T00:26:01Z,3690000,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,370.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
372,PT09M53.00S,2022-04-06T00:25:59.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629680,92.32917214191852,51.470588235294116,1610612755,65,90,2022-04-06T00:26:05Z,3700000,7.0,20.0,1,right,MISS M. Thybulle running Layup,[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
373,PT09M50.00S,2022-04-06T00:26:02.2Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,65,90,2022-04-06T00:26:23Z,3710000,,,0,,O. Brissett REBOUND (Off:2 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,372.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
374,PT09M45.00S,2022-04-06T00:26:07.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,9.280551905387648,54.41176470588235,1610612754,67,90,2022-04-06T00:26:19Z,3720000,-22.0,35.0,1,left,B. Hield running finger roll Layup (12 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612754.0,IND,running finger roll,,,Hield,B. Hield,,,,,4.11,Made,,,,,,,,,,,,12.0,T. Haliburton,1630169.0,3.0,,,,
376,PT09M29.00S,2022-04-06T00:26:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,93.11760840998686,54.65686274509803,1610612755,67,90,2022-04-06T00:28:17Z,3740000,23.0,12.0,1,right,MISS M. Thybulle cutting Layup,[1629680],1610612755.0,PHI,cutting,,,Thybulle,M. Thybulle,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,,
377,PT09M27.00S,2022-04-06T00:26:25.8Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,67,90,2022-04-06T00:26:29Z,3750000,,,0,,T. Haliburton REBOUND (Off:1 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,376.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
378,PT09M24.00S,2022-04-06T00:26:29.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629052,17.427726675427067,94.11764705882352,1610612754,67,90,2022-04-06T00:26:35Z,3760000,-221.0,111.0,1,left,MISS O. Brissett 24' running 3PT,[1629052],1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
379,PT09M19.00S,2022-04-06T00:26:34.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,67,90,2022-04-06T00:26:35Z,3770000,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,378.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
380,PT09M01.00S,2022-04-06T00:26:53.3Z,3,REGULAR,turnover,traveling,[],203954,,,1610612755,67,90,2022-04-06T00:26:58Z,3780000,,,0,,J. Embiid traveling TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,201245.0,,,,,,,,,,,2.0,,,
381,PT08M45.00S,2022-04-06T00:27:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,6.521024967148489,54.65686274509803,1610612754,69,90,2022-04-06T00:27:32Z,3790000,-23.0,9.0,1,left,B. Hield driving finger roll Layup (14 PTS),[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,2.49,Made,,,,,,,,,,,,14.0,,,,,,,
382,PT08M27.00S,2022-04-06T00:27:46.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,89.70105124835742,39.705882352941174,1610612755,69,90,2022-04-06T01:28:02Z,3800000,-51.0,44.0,1,right,MISS J. Embiid 6' driving floating Shot,[203954],1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,6.79,Missed,,,,,,,,,,,,,,,,,,,
383,PT08M26.00S,2022-04-06T00:27:47.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,69,90,2022-04-06T00:28:50Z,3810000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,,
384,PT08M26.00S,2022-04-06T00:27:54.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,69,90,2022-04-06T00:28:53Z,3820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M19.00S,2022-04-06T00:28:07.3Z,3,REGULAR,3pt,Jump Shot,[],1629052,31.882391590013142,43.38235294117647,1610612754,69,90,2022-04-06T00:28:11Z,3830000,33.0,247.0,1,left,MISS O. Brissett 24' pullup 3PT,[1629052],1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
386,PT08M15.00S,2022-04-06T00:28:11.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,69,90,2022-04-06T00:28:11Z,3840000,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,385.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
387,PT08M03.00S,2022-04-06T00:28:22.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,93.11760840998686,49.754901960784316,1610612755,69,92,2022-04-06T00:30:44Z,3850000,-1.0,12.0,1,right,J. Embiid cutting DUNK (34 PTS) (T. Maxey 5 AST),"[203954, 1630178]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,1.23,Made,,,,,,,,,,,,34.0,T. Maxey,1630178.0,5.0,,,,
389,PT07M53.00S,2022-04-06T00:28:35.3Z,3,REGULAR,foul,personal,['2freethrow'],201935,,,1610612754,69,92,2022-04-06T00:28:43Z,3870000,,,0,,J. Harden shooting personal FOUL (2 PF) (Haliburton 2 FT),"[201935, 1630169]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,,,,,,,204059.0,2.0,0.0,Haliburton,1630169.0,,,,,,,,,,
391,PT07M53.00S,2022-04-06T00:28:54.5Z,3,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,70,92,2022-04-06T00:28:54Z,3890000,,,0,,T. Haliburton Free Throw 1 of 2 (10 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,Made,,,,,,,,,,,,10.0,,,,,,,
392,PT07M53.00S,2022-04-06T00:29:05.0Z,3,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,71,92,2022-04-06T00:29:05Z,3900000,,,0,,T. Haliburton Free Throw 2 of 2 (11 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,Made,,,,,,,,,,,,11.0,,,,,,,
393,PT07M37.00S,2022-04-06T00:29:25.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,85.75886990801577,35.53921568627451,1610612755,71,92,2022-04-06T00:29:30Z,3910000,-72.0,81.0,1,right,MISS T. Harris 10' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,10.89,Missed,,,,,,,,,,,,,,,,,,,
394,PT07M33.00S,2022-04-06T00:29:29.3Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,71,92,2022-04-06T00:29:30Z,3920000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,393.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
395,PT07M22.00S,2022-04-06T00:29:39.5Z,3,REGULAR,3pt,Jump Shot,[],1630678,9.674770039421814,3.431372549019608,1610612754,71,92,2022-04-06T00:29:46Z,3930000,233.0,38.0,1,left,MISS T. Taylor 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
396,PT07M20.00S,2022-04-06T00:29:41.5Z,3,REGULAR,rebound,offensive,[],1627741,,,1610612754,71,92,2022-04-06T00:29:46Z,3940000,,,0,,B. Hield REBOUND (Off:2 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,395.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
397,PT07M20.00S,2022-04-06T00:29:44.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,5.590000152587891,50.0,1610612754,73,92,2022-04-06T00:29:44Z,3950000,0.0,0.0,1,left,B. Hield tip Layup (16 PTS),[1627741],1610612754.0,IND,tip,,,Hield,B. Hield,,,,,0.0,Made,,,,,,,,,,,,16.0,,,,,,,
398,PT07M20.00S,2022-04-06T00:29:46.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,73,92,2022-04-06T00:29:46Z,3960000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M20.00S,2022-04-06T00:32:06.9Z,3,REGULAR,substitution,out,[],1629680,,,1610612755,73,92,2022-04-06T00:32:36Z,3970000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M20.00S,2022-04-06T00:32:06.9Z,3,REGULAR,substitution,in,[],201980,,,1610612755,73,92,2022-04-06T00:32:36Z,3980000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M10.00S,2022-04-06T00:32:51.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,89.17542706964521,50.245098039215684,1610612755,73,92,2022-04-06T00:39:29Z,3990000,1.0,49.0,1,right,MISS J. Embiid driving Layup - blocked,"[203954, 1627741]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,4.93,Missed,,,,,,,,,,Hield,1627741.0,,,,,,,,
402,PT07M10.00S,2022-04-06T00:32:51.9Z,3,REGULAR,block,,[],1627741,,,1610612755,73,92,2022-04-06T00:32:53Z,4000000,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M09.00S,2022-04-06T00:32:52.9Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,73,92,2022-04-06T00:34:06Z,4010000,,,0,,J. Embiid REBOUND (Off:2 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,401.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
404,PT07M08.00S,2022-04-06T00:32:55.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,91.93495400788436,45.83333333333333,1610612755,73,94,2022-04-06T00:34:17Z,4020000,-21.0,23.0,1,right,J. Embiid putback Layup (36 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,3.12,Made,,,,,,,,,,,,36.0,,,,,,,
405,PT06M45.00S,2022-04-06T00:33:14.0Z,3,REGULAR,3pt,Jump Shot,[],1627741,7.440867279894875,97.54901960784314,1610612754,76,94,2022-04-06T00:33:18Z,4030000,-238.0,17.0,1,left,B. Hield 3PT  (19 PTS) (T. Taylor 3 AST),"[1627741, 1630678]",1610612754.0,IND,,,,Hield,B. Hield,,,,,23.83,Made,,,,,,,,,,,,19.0,T. Taylor,1630678.0,3.0,,,,
407,PT06M31.00S,2022-04-06T00:33:27.7Z,3,REGULAR,3pt,Jump Shot,[],201980,94.69448094612353,96.07843137254902,1610612755,76,97,2022-04-06T00:33:31Z,4050000,230.0,-3.0,1,right,D. Green 3PT  (3 PTS) (J. Harden 11 AST),"[201980, 201935]",1610612755.0,PHI,,,,Green,D. Green,,,,,23.04,Made,,,,,,,,,,,,3.0,J. Harden,201935.0,11.0,,,,
409,PT06M22.00S,2022-04-06T00:33:37.0Z,3,REGULAR,2pt,Jump Shot,[],1630169,18.347568988173457,19.362745098039216,1610612754,76,97,2022-04-06T00:33:42Z,4070000,153.0,120.0,1,left,MISS T. Haliburton 19' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,,
410,PT06M19.00S,2022-04-06T00:33:40.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,76,97,2022-04-06T00:33:42Z,4080000,,,0,,J. Embiid REBOUND (Off:2 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,409.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
411,PT06M11.00S,2022-04-06T00:33:48.6Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,76,97,2022-04-06T00:33:52Z,4090000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1630169]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,3.0,Haliburton,1630169.0,
412,PT06M11.00S,2022-04-06T00:33:48.6Z,3,REGULAR,steal,,[],1630169,,,1610612754,76,97,2022-04-06T00:33:50Z,4100000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M07.00S,2022-04-06T00:33:51.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630169,6.915243101182654,49.50980392156863,1610612754,78,97,2022-04-06T00:33:56Z,4110000,2.0,13.0,1,left,T. Haliburton running DUNK (13 PTS),[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,1.27,Made,,,,,,,,,,,,13.0,,,,,,,
414,PT05M48.00S,2022-04-06T00:34:10.2Z,3,REGULAR,3pt,Jump Shot,[],201935,80.1084099868594,92.8921568627451,1610612755,78,97,2022-04-06T00:34:15Z,4120000,214.0,134.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
415,PT05M45.00S,2022-04-06T00:34:13.2Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,78,97,2022-04-06T00:34:15Z,4130000,,,0,,T. Haliburton REBOUND (Off:1 Def:5),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,414.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
416,PT05M39.00S,2022-04-06T00:34:19.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,25.443495400788436,88.23529411764706,1610612754,81,97,2022-04-06T00:34:26Z,4140000,-191.0,187.0,1,left,T. Haliburton 26' 3PT running (16 PTS) (O. Brissett 2 AST),"[1630169, 1629052]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,26.72,Made,,,,,,,,,,,,16.0,O. Brissett,1629052.0,2.0,,,,
418,PT05M25.00S,2022-04-06T00:34:33.9Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,81,97,2022-04-06T00:34:37Z,4160000,,,0,,T. Maxey lost ball TURNOVER (2 TO),"[1630178, 1627741]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,2.0,Hield,1627741.0,
419,PT05M25.00S,2022-04-06T00:34:33.9Z,3,REGULAR,steal,,[],1627741,,,1610612754,81,97,2022-04-06T00:34:35Z,4170000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M22.00S,2022-04-06T00:34:37.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,5.995400788436268,50.245098039215684,1610612754,83,97,2022-04-06T00:34:43Z,4180000,-1.0,4.0,1,left,B. Hield running Layup (21 PTS) (O. Brissett 3 AST),"[1627741, 1629052]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,0.41,Made,,,,,,,,,,,,21.0,O. Brissett,1629052.0,3.0,,,,
422,PT05M21.00S,2022-04-06T00:34:53.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,83,97,2022-04-06T00:34:53Z,4200000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M21.00S,2022-04-06T00:36:45.4Z,3,REGULAR,substitution,out,[],201935,,,1610612755,83,97,2022-04-06T00:37:15Z,4210000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M21.00S,2022-04-06T00:36:45.4Z,3,REGULAR,substitution,out,[],202699,,,1610612755,83,97,2022-04-06T00:37:15Z,4220000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M21.00S,2022-04-06T00:36:45.4Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,83,97,2022-04-06T00:37:15Z,4230000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M21.00S,2022-04-06T00:36:45.4Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,83,97,2022-04-06T00:37:15Z,4240000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M09.00S,2022-04-06T00:37:58.6Z,3,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612755,83,97,2022-04-06T00:38:10Z,4250000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630169, 203954]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,,,,,,,2715.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,
429,PT05M09.00S,2022-04-06T00:38:41.1Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,83,98,2022-04-06T00:39:03Z,4270000,,,0,,J. Embiid Free Throw 1 of 2 (37 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,,37.0,,,,,,,
430,PT05M09.00S,2022-04-06T00:38:41.1Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,83,98,2022-04-06T00:39:03Z,4280000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
431,PT05M08.00S,2022-04-06T00:38:42.1Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,83,98,2022-04-06T00:39:03Z,4290000,,,0,,B. Hield REBOUND (Off:2 Def:4),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,430.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
432,PT04M54.00S,2022-04-06T00:39:15.8Z,3,REGULAR,3pt,Jump Shot,[],1630678,9.017739816031538,2.941176470588235,1610612754,83,98,2022-04-06T00:39:22Z,4300000,235.0,32.0,1,left,MISS T. Taylor 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
433,PT04M50.00S,2022-04-06T00:39:19.8Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612754,83,98,2022-04-06T00:39:22Z,4310000,,,0,,T. Haliburton REBOUND (Off:2 Def:5),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,432.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
434,PT04M48.00S,2022-04-06T00:39:21.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629052,7.703679369250986,94.11764705882352,1610612754,83,98,2022-04-06T00:39:27Z,4320000,-221.0,20.0,1,left,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,22.15,Missed,,,,,,,,,,,,,,,,,,,
435,PT04M43.00S,2022-04-06T00:39:26.5Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,83,98,2022-04-06T00:39:27Z,4330000,,,0,,I. Jackson REBOUND (Off:2 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,434.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
436,PT04M42.00S,2022-04-06T00:39:27.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,32.013797634691194,55.88235294117647,1610612754,83,98,2022-04-06T00:39:33Z,4340000,-29.0,248.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
437,PT04M38.00S,2022-04-06T00:39:31.3Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,83,98,2022-04-06T00:39:33Z,4350000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,436.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
438,PT04M26.00S,2022-04-06T00:39:43.4Z,3,REGULAR,3pt,Jump Shot,[],1627777,91.40932982917214,95.34313725490196,1610612755,83,101,2022-04-06T00:39:49Z,4360000,227.0,28.0,1,right,G. Niang 3PT  (9 PTS) (T. Maxey 6 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.85,Made,,,,,,,,,,,,9.0,T. Maxey,1630178.0,6.0,,,,
440,PT04M05.00S,2022-04-06T00:40:04.3Z,3,REGULAR,2pt,Jump Shot,[],1630543,7.703679369250986,9.068627450980392,1610612754,83,101,2022-04-06T00:40:56Z,4380000,205.0,20.0,1,left,MISS I. Jackson 20' Jump Shot,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,20.57,Missed,,,,,,,,,,,,,,,,,,,
441,PT04M04.00S,2022-04-06T00:40:05.3Z,3,REGULAR,rebound,offensive,[],1630678,,,1610612754,83,101,2022-04-06T00:40:56Z,4390000,,,0,,T. Taylor REBOUND (Off:3 Def:0),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,440.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
442,PT04M04.00S,2022-04-06T00:40:07.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,6.521024967148489,56.61764705882353,1610612754,85,101,2022-04-06T00:40:15Z,4400000,-33.0,9.0,1,left,T. Taylor putback Layup (8 PTS),[1630678],1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,3.42,Made,,,,,,,,,,,,8.0,,,,,,,
443,PT04M04.00S,2022-04-06T00:40:10.2Z,3,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612754,85,101,2022-04-06T00:40:14Z,4410000,,,0,,G. Niang shooting personal FOUL (4 PF) (Taylor 1 FT),"[1627777, 1630678]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,2715.0,4.0,0.0,Taylor,1630678.0,,,,,,,,,,
445,PT04M04.00S,2022-04-06T00:40:39.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630678,,,1610612754,86,101,2022-04-06T00:40:39Z,4430000,,,0,,T. Taylor Free Throw 1 of 1 (9 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,Made,,,,,,,,,,,,9.0,,,,,,,
446,PT03M53.00S,2022-04-06T00:40:50.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,89.30683311432325,49.754901960784316,1610612755,86,101,2022-04-06T00:40:58Z,4440000,-1.0,48.0,1,right,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,4.8,Missed,,,,,,,,,,,,,,,,,,,
447,PT03M48.00S,2022-04-06T00:40:55.9Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,86,101,2022-04-06T00:40:58Z,4450000,,,0,,B. Hield REBOUND (Off:2 Def:5),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,446.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
448,PT03M32.00S,2022-04-06T00:41:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.521024967148489,55.63725490196079,1610612754,88,101,2022-04-06T00:41:14Z,4460000,-28.0,9.0,1,left,I. Jackson Layup (12 PTS) (T. Haliburton 4 AST),"[1630543, 1630169]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,2.95,Made,,,,,,,,,,,,12.0,T. Haliburton,1630169.0,4.0,,,,
450,PT03M09.00S,2022-04-06T00:41:36.2Z,3,REGULAR,2pt,Jump Shot,[],203954,78.66294349540078,48.529411764705884,1610612755,88,103,2022-04-06T00:42:16Z,4480000,-7.0,148.0,1,right,J. Embiid 14' Jump Shot (39 PTS) (S. Milton 2 AST),"[203954, 1629003]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,14.83,Made,,,,,,,,,,,,39.0,S. Milton,1629003.0,2.0,,,,
