actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
269,PT04M36.00S,2021-12-22T01:54:58.7Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,34,38,2021-12-22T01:55:04Z,2670000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,1627519.0,,,,,,,,,,,,1.0,,,,,,,,
270,PT04M29.00S,2021-12-22T01:55:16.6Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612740,34,38,2021-12-22T02:06:13Z,2680000,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 203994]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,2.0,Nurkic,203994.0,,,,,,
271,PT04M29.00S,2021-12-22T01:55:16.6Z,2,REGULAR,steal,,[],203994,,,1610612757,34,38,2021-12-22T01:55:18Z,2690000,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M16.00S,2021-12-22T01:55:46.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612757,34,38,2021-12-22T01:55:59Z,2700000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1630530, 203994]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,1627519.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,,
274,PT04M16.00S,2021-12-22T01:56:00.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203994,,,1610612757,34,39,2021-12-22T01:56:00Z,2720000,,,0,,J. Nurkic Free Throw 1 of 2 (10 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
275,PT04M16.00S,2021-12-22T01:56:00.9Z,2,REGULAR,substitution,out,[],203107,,,1610612757,34,39,2021-12-22T01:56:04Z,2730000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M16.00S,2021-12-22T01:56:00.9Z,2,REGULAR,substitution,in,[],1628984,,,1610612757,34,39,2021-12-22T01:56:04Z,2740000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M16.00S,2021-12-22T01:56:13.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203994,,,1610612757,34,40,2021-12-22T01:56:13Z,2750000,,,0,,J. Nurkic Free Throw 2 of 2 (11 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
278,PT03M58.00S,2021-12-22T01:56:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.28449408672799,49.754901960784316,1610612740,36,40,2021-12-22T02:07:05Z,2760000,-1.0,76.0,1,right,B. Ingram 7' pullup Jump Shot (8 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,Made,8.0,,,,,7.64,,,,,,,,,
279,PT03M43.00S,2021-12-22T01:56:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,5.601182654402102,46.32352941176471,1610612757,36,42,2021-12-22T01:56:54Z,2770000,18.0,0.0,1,left,J. Nurkic cutting Layup (13 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,,Made,13.0,,,,,1.84,,,,,,D. Lillard,203081.0,3.0,
281,PT03M28.00S,2021-12-22T01:57:02.4Z,2,REGULAR,3pt,Jump Shot,[],1628984,86.28449408672799,96.81372549019608,1610612740,39,42,2021-12-22T01:57:08Z,2790000,234.0,76.0,1,right,D. Graham 24' 3PT  (6 PTS) (B. Ingram 5 AST),"[1628984, 1627742]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,Made,6.0,,,,,24.63,,,,,,B. Ingram,1627742.0,5.0,
283,PT03M09.00S,2021-12-22T01:57:21.4Z,2,REGULAR,2pt,Jump Shot,[],203994,22.158344283837057,60.049019607843135,1610612757,39,42,2021-12-22T01:57:28Z,2810000,-50.0,156.0,1,left,MISS J. Nurkic 16' Jump Shot,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Missed,,,,,,16.37,,,,,,,,,
284,PT03M07.00S,2021-12-22T01:57:23.4Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,39,42,2021-12-22T01:57:28Z,2820000,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,283.0,5.0,4.0,1.0,,,,,,,,,,
285,PT03M02.00S,2021-12-22T01:57:29.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,95.48291721419186,96.56862745098039,1610612740,39,42,2021-12-22T01:57:36Z,2830000,233.0,-10.0,1,right,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,23.3,,,,,,,,,
286,PT02M58.00S,2021-12-22T01:57:33.0Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612740,39,42,2021-12-22T01:57:33Z,2840000,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,285.0,3.0,2.0,1.0,,,,,,,,,,
287,PT02M57.00S,2021-12-22T01:57:35.0Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612740,39,42,2021-12-22T01:57:41Z,2850000,,,0,,J. Hart bad pass TURNOVER (3 TO),"[1628404, 1626204]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,3.0,Nance Jr.,1626204.0,,,,,,
288,PT02M57.00S,2021-12-22T01:57:35.0Z,2,REGULAR,steal,,[],1626204,,,1610612757,39,42,2021-12-22T01:57:38Z,2860000,,,0,,L. Nance Jr. STEAL (3 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M49.00S,2021-12-22T01:57:42.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,32.40801576872536,44.36274509803921,1610612757,39,42,2021-12-22T01:57:48Z,2870000,28.0,252.0,1,left,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,25.37,,,,,,,,,
290,PT02M45.00S,2021-12-22T01:57:46.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,39,42,2021-12-22T01:57:48Z,2880000,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,289.0,6.0,5.0,1.0,,,,,,,,,,
291,PT02M38.00S,2021-12-22T01:57:59.7Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612740,39,42,2021-12-22T02:00:11Z,2890000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Ingram 2 FT),"[203994, 1627742]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,1627519.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
293,PT02M38.00S,2021-12-22T01:58:18.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,39,42,2021-12-22T01:58:18Z,2910000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M38.00S,2021-12-22T02:00:14.3Z,2,REGULAR,substitution,out,[],202685,,,1610612740,39,42,2021-12-22T02:00:51Z,2920000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M38.00S,2021-12-22T02:00:14.3Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,39,42,2021-12-22T02:00:51Z,2930000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M38.00S,2021-12-22T02:00:14.3Z,2,REGULAR,substitution,in,[],1626195,,,1610612740,39,42,2021-12-22T02:00:51Z,2940000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M38.00S,2021-12-22T02:00:14.3Z,2,REGULAR,substitution,in,[],203496,,,1610612740,39,42,2021-12-22T02:00:51Z,2950000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M38.00S,2021-12-22T02:01:10.3Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,40,42,2021-12-22T02:01:10Z,2960000,,,0,,B. Ingram Free Throw 1 of 2 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
299,PT02M38.00S,2021-12-22T02:01:28.5Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,41,42,2021-12-22T02:01:28Z,2970000,,,0,,B. Ingram Free Throw 2 of 2 (10 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
300,PT02M14.00S,2021-12-22T02:01:52.1Z,2,REGULAR,2pt,Jump Shot,[],203081,5.469776609724048,25.245098039215684,1610612757,41,44,2021-12-22T02:09:13Z,2980000,124.0,-1.0,1,left,D. Lillard 12' turnaround Jump Shot (17 PTS),[203081],1610612757.0,POR,turnaround,,,Lillard,D. Lillard,,,,,,,,,,Made,17.0,,,,,12.38,,,,,,,,,
301,PT01M59.00S,2021-12-22T02:02:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.27792378449409,56.61764705882353,1610612740,41,44,2021-12-22T02:02:38Z,2990000,33.0,29.0,1,right,MISS B. Ingram Layup - blocked,"[1627742, 203496]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,4.43,,,,Covington,203496.0,,,,
302,PT01M59.00S,2021-12-22T02:02:15.3Z,2,REGULAR,block,,[],203496,,,1610612740,41,44,2021-12-22T02:02:19Z,3000000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M59.00S,2021-12-22T02:02:15.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,41,44,2021-12-22T02:02:38Z,3010000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,,
304,PT01M54.00S,2021-12-22T02:02:22.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,41,44,2021-12-22T02:02:22Z,3020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M39.00S,2021-12-22T02:02:36.5Z,2,REGULAR,3pt,Jump Shot,[],203081,29.6484888304862,23.284313725490197,1610612757,41,44,2021-12-22T02:10:19Z,3030000,134.0,226.0,1,left,MISS D. Lillard 26' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,26.27,,,,,,,,,
308,PT01M36.00S,2021-12-22T02:02:39.5Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,41,44,2021-12-22T02:02:42Z,3040000,,,0,,W. Hernangomez REBOUND (Off:0 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,307.0,4.0,4.0,0.0,,,,,,,,,,
309,PT01M29.00S,2021-12-22T02:02:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,87.33574244415243,56.86274509803921,1610612740,43,44,2021-12-22T02:02:51Z,3050000,34.0,67.0,1,right,W. Hernangomez 7' floating Jump Shot (9 PTS) (D. Graham 2 AST),"[1626195, 1628984]",1610612740.0,NOP,floating,,,Hernangomez,W. Hernangomez,,,,,,,,,,Made,9.0,,,,,7.48,,,,,,D. Graham,1628984.0,2.0,
311,PT01M07.00S,2021-12-22T02:03:07.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,7.703679369250986,2.941176470588235,1610612757,43,44,2021-12-22T02:03:12Z,3070000,235.0,20.0,1,left,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,Missed,,,,,,23.61,,,,,,,,,
312,PT01M05.00S,2021-12-22T02:03:09.5Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,43,44,2021-12-22T02:03:12Z,3080000,,,0,,W. Hernangomez REBOUND (Off:0 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,311.0,5.0,5.0,0.0,,,,,,,,,,
313,PT00M55.90S,2021-12-22T02:03:21.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,93.77463863337714,49.50980392156863,1610612740,45,44,2021-12-22T02:03:34Z,3090000,-2.0,6.0,1,right,B. Ingram driving DUNK (12 PTS) (J. Hart 1 AST),"[1627742, 1628404]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,Made,12.0,,,,,0.65,,,,,,J. Hart,1628404.0,1.0,
315,PT00M43.90S,2021-12-22T02:03:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.075558475689881,54.65686274509803,1610612757,45,46,2021-12-22T02:03:40Z,3110000,-23.0,-5.0,1,left,D. Lillard driving Layup (19 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,,,Made,19.0,,,,,2.38,,,,,,,,,
316,PT00M33.90S,2021-12-22T02:03:47.7Z,2,REGULAR,3pt,Jump Shot,[],1627742,79.97700394218134,89.95098039215686,1610612740,48,46,2021-12-22T02:03:53Z,3120000,200.0,136.0,1,right,B. Ingram 24' 3PT  (15 PTS) (W. Hernangomez 2 AST),"[1627742, 1626195]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Made,15.0,,,,,24.15,,,,,,W. Hernangomez,1626195.0,2.0,
318,PT00M24.90S,2021-12-22T02:04:00.9Z,2,REGULAR,3pt,Jump Shot,[],203081,25.969119579500656,18.137254901960784,1610612757,48,49,2021-12-22T02:11:51Z,3140000,159.0,192.0,1,left,D. Lillard 24' 3PT pullup (22 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,,,,Made,22.0,,,,,24.92,,,,,,,,,
319,PT00M04.40S,2021-12-22T02:04:24.9Z,2,REGULAR,3pt,Jump Shot,[],1627742,68.9388961892247,30.392156862745097,1610612740,51,49,2021-12-22T02:04:30Z,3150000,-98.0,239.0,1,right,B. Ingram 25' 3PT  (18 PTS) (D. Graham 3 AST),"[1627742, 1628984]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Made,18.0,,,,,25.88,,,,,,D. Graham,1628984.0,3.0,
321,PT00M01.10S,2021-12-22T02:04:31.1Z,2,REGULAR,3pt,Jump Shot,[],203496,30.436925098554536,17.401960784313726,1610612757,51,49,2021-12-22T02:04:37Z,3170000,163.0,234.0,1,left,MISS R. Covington 28' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,Missed,,,,,,28.48,,,,,,,,,
322,PT00M01.10S,2021-12-22T02:04:31.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,51,49,2021-12-22T02:04:37Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,
323,PT00M00.00S,2021-12-22T02:04:42.6Z,2,REGULAR,period,end,[],0,,,1610612757,51,49,2021-12-22T02:04:42Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,out,['startperiod'],1630530,,,1610612757,51,49,2021-12-22T02:19:54Z,3200000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,out,['startperiod'],1626195,,,1610612757,51,49,2021-12-22T02:19:54Z,3210000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612757,51,49,2021-12-22T02:19:54Z,3220000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,out,['startperiod'],203496,,,1610612757,51,49,2021-12-22T02:19:54Z,3230000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612757,51,49,2021-12-22T02:19:54Z,3240000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612757,51,49,2021-12-22T02:19:54Z,3250000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,in,['startperiod'],1626204,,,1610612757,51,49,2021-12-22T02:19:54Z,3260000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-12-22T02:19:22.4Z,3,REGULAR,substitution,in,['startperiod'],203503,,,1610612757,51,49,2021-12-22T02:19:54Z,3270000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-12-22T02:19:49.8Z,3,REGULAR,period,start,[],0,,,1610612740,51,49,2021-12-22T02:19:54Z,3280000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M41.00S,2021-12-22T02:20:07.9Z,3,REGULAR,3pt,Jump Shot,[],1627742,16.113666228646515,95.09803921568627,1610612740,51,49,2021-12-22T02:20:16Z,3290000,-225.0,99.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,24.63,,,,,,,,,
334,PT11M37.00S,2021-12-22T02:20:11.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,51,49,2021-12-22T02:20:16Z,3300000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,333.0,2.0,2.0,0.0,,,,,,,,,,
335,PT11M20.00S,2021-12-22T02:20:29.1Z,3,REGULAR,3pt,Jump Shot,[],1626181,89.83245729303549,97.54901960784314,1610612757,51,52,2021-12-22T02:20:34Z,3310000,238.0,43.0,1,right,N. Powell 24' 3PT  (7 PTS) (J. Nurkic 4 AST),"[1626181, 203994]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,Made,7.0,,,,,24.16,,,,,,J. Nurkic,203994.0,4.0,
337,PT11M03.00S,2021-12-22T02:20:45.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,5.469776609724048,45.34313725490196,1610612740,53,52,2021-12-22T02:20:51Z,3330000,23.0,-1.0,1,left,J. Hart driving Layup (11 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,,,Made,11.0,,,,,2.33,,,,,,,,,
338,PT10M46.00S,2021-12-22T02:21:02.5Z,3,REGULAR,3pt,Jump Shot,[],1626181,67.23061760840999,40.68627450980392,1610612757,53,52,2021-12-22T02:21:07Z,3340000,-47.0,256.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,25.97,,,,,,,,,
339,PT10M42.00S,2021-12-22T02:21:06.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,53,52,2021-12-22T02:21:07Z,3350000,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,338.0,7.0,6.0,1.0,,,,,,,,,,
340,PT10M22.00S,2021-12-22T02:21:27.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,15.456636005256241,46.568627450980394,1610612740,55,52,2021-12-22T02:21:34Z,3360000,17.0,93.0,1,left,J. Valanciunas 9' turnaround Jump Shot (6 PTS) (D. Graham 4 AST),"[202685, 1628984]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,6.0,,,,,9.44,,,,,,D. Graham,1628984.0,4.0,
342,PT10M00.00S,2021-12-22T02:21:48.5Z,3,REGULAR,3pt,Jump Shot,[],203081,69.59592641261499,25.98039215686275,1610612757,55,52,2021-12-22T02:21:52Z,3380000,-120.0,233.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,26.24,,,,,,,,,
343,PT09M58.00S,2021-12-22T02:21:50.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,55,52,2021-12-22T02:21:52Z,3390000,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,342.0,8.0,7.0,1.0,,,,,,,,,,
344,PT09M55.00S,2021-12-22T02:21:57.1Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612740,55,52,2021-12-22T02:22:09Z,3400000,,,0,,J. Nurkic shooting personal FOUL (3 PF) (Hart 2 FT),"[203994, 1628404]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,1179.0,3.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
346,PT09M55.00S,2021-12-22T02:22:24.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628404,,,1610612740,56,52,2021-12-22T02:22:24Z,3420000,,,0,,J. Hart Free Throw 1 of 2 (12 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
347,PT09M55.00S,2021-12-22T02:22:43.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628404,,,1610612740,57,52,2021-12-22T02:22:43Z,3430000,,,0,,J. Hart Free Throw 2 of 2 (13 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
348,PT09M41.00S,2021-12-22T02:22:57.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,89.70105124835742,51.71568627450981,1610612757,57,52,2021-12-22T02:23:06Z,3440000,9.0,44.0,1,right,MISS N. Powell driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,4.51,,,,,,,,,
349,PT09M39.00S,2021-12-22T02:22:59.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,57,52,2021-12-22T02:22:59Z,3450000,,,0,,J. Valanciunas REBOUND (Off:1 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,348.0,9.0,8.0,1.0,,,,,,,,,,
350,PT09M33.00S,2021-12-22T02:23:06.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,5.601182654402102,50.98039215686274,1610612740,59,52,2021-12-22T02:23:12Z,3460000,-5.0,0.0,1,left,B. Ingram driving DUNK (20 PTS) (J. Hart 2 AST),"[1627742, 1628404]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,Made,20.0,,,,,0.49,,,,,,J. Hart,1628404.0,2.0,
352,PT09M20.00S,2021-12-22T02:23:26.3Z,3,REGULAR,foul,offensive,[],1626204,,,1610612757,59,52,2021-12-22T02:23:33Z,3480000,,,0,,L. Nance Jr. offensive FOUL (3 PF),"[1626204, 1627742]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1627519.0,3.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
354,PT09M20.00S,2021-12-22T02:23:26.3Z,3,REGULAR,turnover,offensive foul,[],1626204,,,1610612757,59,52,2021-12-22T02:23:26Z,3500000,,,0,,L. Nance Jr. offensive foul TURNOVER (1 TO),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1627519.0,,,,,,,,,,,,1.0,,,,,,,,
355,PT09M09.00S,2021-12-22T02:23:49.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,4.155716162943495,94.6078431372549,1610612740,62,52,2021-12-22T02:23:54Z,3510000,-223.0,-13.0,1,left,J. Hart 3PT  (16 PTS) (B. Ingram 6 AST),"[1628404, 1627742]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,Made,16.0,,,,,22.34,,,,,,B. Ingram,1627742.0,6.0,
357,PT09M08.00S,2021-12-22T02:23:55.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,62,52,2021-12-22T02:23:55Z,3530000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT08M45.00S,2021-12-22T02:27:09.3Z,3,REGULAR,turnover,lost ball,[],203994,,,1610612757,62,52,2021-12-22T02:27:14Z,3540000,,,0,,J. Nurkic lost ball TURNOVER (2 TO),"[203994, 1628404]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,2.0,Hart,1628404.0,,,,,,
359,PT08M45.00S,2021-12-22T02:27:09.3Z,3,REGULAR,steal,,[],1628404,,,1610612740,62,52,2021-12-22T02:27:11Z,3550000,,,0,,J. Hart STEAL (2 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
