actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
637,PT01M54.00S,2022-02-11T02:44:39.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200768,70.38436268068331,14.460784313725492,1610612748,97,106,2022-02-11T02:52:13Z,6360000,-178.0,226.0,1,right,MISS K. Lowry 28' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,28.74,Missed,,,,,,,,,,,,,,,,
638,PT01M49.00S,2022-02-11T02:44:44.6Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,97,106,2022-02-11T02:44:46Z,6370000,,,0,,B. Adebayo REBOUND (Off:5 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,637.0,9.0,4.0,5.0,,,,
639,PT01M38.00S,2022-02-11T02:44:54.8Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202710,78.9257555847569,74.75490196078431,1610612748,97,108,2022-02-11T02:45:00Z,6380000,124.0,146.0,1,right,J. Butler 19' step back Jump Shot (27 PTS),[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,,,19.11,Made,27.0,,,,,,,,,,,,,,,
640,PT01M24.00S,2022-02-11T02:45:15.9Z,4,REGULAR,turnover,bad pass,[],1627742,,,1610612740,97,108,2022-02-11T02:45:19Z,6390000,,,0,,B. Ingram bad pass TURNOVER (5 TO),"[1627742, 202710]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,5.0,,,,,,,,,,,,,,,,,Butler,202710.0
641,PT01M24.00S,2022-02-11T02:45:15.9Z,4,REGULAR,steal,,[],202710,,,1610612748,97,108,2022-02-11T02:45:17Z,6400000,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M19.00S,2022-02-11T02:45:20.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",200768,94.1688567674113,52.20588235294118,1610612748,97,108,2022-02-11T02:52:52Z,6410000,11.0,2.0,1,right,MISS K. Lowry running Layup - blocked,"[200768, 1627742]",1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,,,1.12,Missed,,,,,,,,,,,,,Ingram,1627742.0,,
643,PT01M19.00S,2022-02-11T02:45:20.6Z,4,REGULAR,block,,[],1627742,,,1610612748,97,108,2022-02-11T02:45:22Z,6420000,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M19.00S,2022-02-11T02:45:20.6Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,97,108,2022-02-11T02:45:28Z,6430000,,,0,,B. Adebayo REBOUND (Off:6 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,642.0,10.0,4.0,6.0,,,,
645,PT01M19.00S,2022-02-11T02:45:26.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,97,110,2022-02-11T02:45:26Z,6440000,0.0,0.0,1,right,B. Adebayo putback DUNK (29 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,,0.0,Made,29.0,,,,,,,,,,,,,,,
646,PT01M19.00S,2022-02-11T02:45:31.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,97,110,2022-02-11T02:45:31Z,6450000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M14.00S,2022-02-11T02:47:19.7Z,4,REGULAR,3pt,Jump Shot,[],203468,14.668199737187912,94.6078431372549,1610612740,97,110,2022-02-11T02:53:24Z,6460000,-223.0,85.0,1,left,MISS C. McCollum step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,,,23.88,Missed,,,,,,,,,,,,,,,,
648,PT01M12.00S,2022-02-11T02:47:21.7Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,97,110,2022-02-11T02:47:23Z,6470000,,,0,,K. Lowry REBOUND (Off:0 Def:11),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,647.0,11.0,11.0,0.0,,,,
649,PT01M11.00S,2022-02-11T02:47:24.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,94.30026281208936,51.9607843137255,1610612748,97,112,2022-02-11T02:53:58Z,6480000,10.0,1.0,1,right,J. Butler running Layup (29 PTS) (K. Lowry 11 AST),"[202710, 200768]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,,,0.99,Made,29.0,K. Lowry,200768.0,11.0,,,,,,,,,,,,
651,PT00M59.20S,2022-02-11T02:47:38.3Z,4,REGULAR,turnover,bad pass,[],1628984,,,1610612740,97,112,2022-02-11T02:47:44Z,6500000,,,0,,D. Graham bad pass TURNOVER (3 TO),"[1628984, 202710]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,3.0,,,,,,,,,,,,,,,,,Butler,202710.0
652,PT00M59.20S,2022-02-11T02:47:38.3Z,4,REGULAR,steal,,[],202710,,,1610612748,97,112,2022-02-11T02:47:41Z,6510000,,,0,,J. Butler STEAL (4 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M37.90S,2022-02-11T02:47:59.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,93.11760840998686,28.186274509803923,1610612748,97,112,2022-02-11T02:54:29Z,6520000,-109.0,12.0,1,right,MISS B. Adebayo 10' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,,,10.98,Missed,,,,,,,,,,,,,,,,
654,PT00M34.80S,2022-02-11T02:48:02.7Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,97,112,2022-02-11T02:48:05Z,6530000,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,653.0,3.0,2.0,1.0,,,,
655,PT00M30.00S,2022-02-11T02:48:10.0Z,4,REGULAR,foul,personal,[],200782,,,1610612740,97,112,2022-02-11T02:48:19Z,6540000,,,0,,P. Tucker take personal FOUL (5 PF),"[200782, 1627742]",1610612748.0,MIA,take,,,Tucker,P. Tucker,,,,,1626301.0,,,,,,,,5.0,0.0,Ingram,1627742.0,,,,,,,,
657,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,out,[],200768,,,1610612740,97,112,2022-02-11T02:48:27Z,6560000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,out,[],1628389,,,1610612740,97,112,2022-02-11T02:48:27Z,6570000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,out,[],200782,,,1610612740,97,112,2022-02-11T02:48:27Z,6580000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,out,[],202710,,,1610612740,97,112,2022-02-11T02:48:27Z,6590000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,in,[],1629130,,,1610612740,97,112,2022-02-11T02:48:27Z,6600000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,in,[],1629622,,,1610612740,97,112,2022-02-11T02:48:27Z,6610000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,in,[],1629657,,,1610612740,97,112,2022-02-11T02:48:27Z,6620000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M30.00S,2022-02-11T02:48:19.3Z,4,REGULAR,substitution,in,[],1630209,,,1610612740,97,112,2022-02-11T02:48:27Z,6630000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M25.20S,2022-02-11T02:48:39.2Z,4,REGULAR,3pt,Jump Shot,[],1627742,28.728646517739815,74.50980392156863,1610612740,97,112,2022-02-11T02:55:00Z,6640000,-123.0,218.0,1,left,MISS B. Ingram 24' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,24.96,Missed,,,,,,,,,,,,,,,,
666,PT00M21.80S,2022-02-11T02:48:42.6Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,97,112,2022-02-11T02:48:43Z,6650000,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,665.0,2.0,2.0,0.0,,,,
667,PT00M00.00S,2022-02-11T02:49:09.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,97,112,2022-02-11T02:49:51Z,6660000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
668,PT00M00.00S,2022-02-11T02:49:21.8Z,4,REGULAR,period,end,[],0,,,1610612740,97,112,2022-02-11T02:49:21Z,6670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2022-02-11T02:49:30.6Z,4,REGULAR,game,end,[],0,,,0,97,112,2022-02-11T02:49:30Z,6680000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
