actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
446,PT00M03.40S,2021-11-20T02:36:14.3Z,3,REGULAR,2pt,Jump Shot,[],202704,25.312089356110377,28.186274509803923,1610612746,72,69,2021-11-20T02:36:37Z,4370000,109.0,185.0,1,left,MISS R. Jackson 21' Jump Shot,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,21.51,Missed,,,,,,,,,,,,,,,,,,
447,PT00M01.60S,2021-11-20T02:36:33.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,72,69,2021-11-20T02:36:33Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,446.0,,,,,,,,,,,,,,,,
448,PT00M01.60S,2021-11-20T02:36:35.6Z,3,REGULAR,violation,kicked ball,[],1629637,,,1610612746,72,69,2021-11-20T02:36:45Z,4390000,,,0,,J. Hayes kicked ball VIOLATION,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,1148.0,,,,,,
449,PT00M00.00S,2021-11-20T02:36:40.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,17.821944809461236,5.637254901960785,1610612746,72,69,2021-11-20T02:36:49Z,4400000,222.0,115.0,1,left,MISS T. Mann 24' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
450,PT00M00.00S,2021-11-20T02:36:43.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,72,69,2021-11-20T02:36:43Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,
451,PT00M00.00S,2021-11-20T02:36:47.2Z,3,REGULAR,period,end,[],0,,,1610612746,72,69,2021-11-20T02:36:47Z,4420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,out,['startperiod'],1630529,,,1610612746,72,69,2021-11-20T02:39:18Z,4430000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,out,['startperiod'],1629637,,,1610612746,72,69,2021-11-20T02:39:18Z,4440000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,out,['startperiod'],1630184,,,1610612746,72,69,2021-11-20T02:39:18Z,4450000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612746,72,69,2021-11-20T02:39:18Z,4460000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612746,72,69,2021-11-20T02:39:18Z,4480000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,in,['startperiod'],203107,,,1610612746,72,69,2021-11-20T02:39:18Z,4490000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612746,72,69,2021-11-20T02:39:18Z,4500000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,in,['startperiod'],202066,,,1610612746,72,69,2021-11-20T02:39:18Z,4510000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,72,69,2021-11-20T02:39:18Z,4520000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-11-20T02:38:52.5Z,4,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,72,69,2021-11-20T02:39:28Z,4525000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-11-20T02:39:18.0Z,4,REGULAR,period,start,[],0,,,1610612746,72,69,2021-11-20T02:39:19Z,4530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT11M46.00S,2021-11-20T02:39:30.5Z,4,REGULAR,3pt,Jump Shot,[],1628379,32.40801576872536,48.03921568627451,1610612746,72,69,2021-11-20T02:39:36Z,4540000,10.0,252.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
468,PT11M43.00S,2021-11-20T02:39:33.5Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612740,72,69,2021-11-20T02:39:36Z,4550000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:5),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,467.0,5.0,5.0,0.0,,,,,,,,,,,,,
469,PT11M30.00S,2021-11-20T02:39:46.9Z,4,REGULAR,3pt,Jump Shot,[],202685,80.50262812089356,92.8921568627451,1610612740,72,69,2021-11-20T02:39:51Z,4560000,214.0,131.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,
470,PT11M27.00S,2021-11-20T02:39:49.9Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,72,69,2021-11-20T02:39:51Z,4570000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,469.0,2.0,2.0,0.0,,,,,,,,,,,,,
471,PT11M09.00S,2021-11-20T02:40:07.3Z,4,REGULAR,2pt,Jump Shot,[],1628392,11.777266754270697,66.42156862745098,1610612746,72,69,2021-11-20T02:40:12Z,4580000,-82.0,58.0,1,left,MISS I. Hartenstein 10' Jump Shot,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,10.06,Missed,,,,,,,,,,,,,,,,,,
472,PT11M07.00S,2021-11-20T02:40:09.3Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,72,69,2021-11-20T02:40:12Z,4590000,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,471.0,6.0,5.0,1.0,,,,,,,,,,,,,
473,PT11M04.00S,2021-11-20T02:40:13.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,93.64323258869908,52.450980392156865,1610612740,74,69,2021-11-20T02:40:18Z,4600000,12.0,7.0,1,right,J. Hart driving Layup (13 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,1.43,Made,13.0,,,,,,,,,,,,,,,,,
474,PT10M48.00S,2021-11-20T02:40:28.6Z,4,REGULAR,2pt,Jump Shot,[],1628379,15.062417871222076,24.019607843137255,1610612746,74,69,2021-11-20T02:40:44Z,4610000,130.0,89.0,1,left,MISS L. Kennard 15' Jump Shot,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,15.75,Missed,,,,,,,,,,,,,,,,,,
475,PT10M44.00S,2021-11-20T02:40:32.5Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,74,69,2021-11-20T02:40:32Z,4620000,,,0,,J. Valanciunas REBOUND (Off:4 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,474.0,10.0,6.0,4.0,,,,,,,,,,,,,
476,PT10M33.00S,2021-11-20T02:40:46.9Z,4,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612740,74,69,2021-11-20T02:40:53Z,4630000,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (Valanciunas 2 FT),"[1628392, 202685]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,1627529.0,3.0,0.0,Valanciunas,202685.0,,
478,PT10M33.00S,2021-11-20T02:41:11.4Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,74,69,2021-11-20T02:41:11Z,4650000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,
479,PT10M33.00S,2021-11-20T02:41:11.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,74,69,2021-11-20T02:41:11Z,4660000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,
480,PT10M33.00S,2021-11-20T02:41:25.2Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,75,69,2021-11-20T02:41:25Z,4670000,,,0,,J. Valanciunas Free Throw 2 of 2 (19 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
481,PT10M22.00S,2021-11-20T02:41:37.5Z,4,REGULAR,turnover,lost ball,[],202339,,,1610612746,75,69,2021-11-20T02:41:41Z,4680000,,,0,,E. Bledsoe lost ball TURNOVER (2 TO),"[202339, 202066]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,2.0,Temple,202066.0,,,,,,,,,,
482,PT10M22.00S,2021-11-20T02:41:37.5Z,4,REGULAR,steal,,[],202066,,,1610612740,75,69,2021-11-20T02:46:02Z,4690000,,,0,,G. Temple STEAL (2 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
483,PT10M19.00S,2021-11-20T02:41:43.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,75,69,2021-11-20T02:41:43Z,4700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M13.00S,2021-11-20T02:42:03.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202685,92.06636005256242,61.029411764705884,1610612740,75,69,2021-11-20T02:42:19Z,4710000,55.0,22.0,1,right,MISS J. Valanciunas Jump Shot - blocked,"[202685, 1628392]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,5.94,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
485,PT10M13.00S,2021-11-20T02:42:03.1Z,4,REGULAR,block,,[],1628392,,,1610612740,75,69,2021-11-20T02:42:06Z,4720000,,,0,,I. Hartenstein BLOCK (3 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
486,PT10M09.00S,2021-11-20T02:42:07.1Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,75,69,2021-11-20T02:42:19Z,4730000,,,0,,I. Hartenstein REBOUND (Off:2 Def:4),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,484.0,6.0,4.0,2.0,,,,,,,,,,,,,
487,PT10M05.00S,2021-11-20T02:42:11.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202339,5.732588699080158,52.450980392156865,1610612746,75,71,2021-11-20T02:42:22Z,4740000,-12.0,1.0,1,left,E. Bledsoe Layup (7 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1.24,Made,7.0,,,,,,,,,,,,,,,,,
488,PT09M49.00S,2021-11-20T02:42:27.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,66.96780551905388,45.588235294117645,1610612740,75,71,2021-11-20T02:42:35Z,4750000,-22.0,258.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
489,PT09M46.00S,2021-11-20T02:42:30.1Z,4,REGULAR,rebound,defensive,[],202339,,,1610612746,75,71,2021-11-20T02:42:35Z,4760000,,,0,,E. Bledsoe REBOUND (Off:0 Def:5),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,488.0,5.0,5.0,0.0,,,,,,,,,,,,,
490,PT09M37.00S,2021-11-20T02:42:39.7Z,4,REGULAR,3pt,Jump Shot,[],1629599,10.726018396846255,5.392156862745098,1610612746,75,74,2021-11-20T02:42:45Z,4770000,223.0,48.0,1,left,A. Coffey 3PT pullup (3 PTS) (E. Bledsoe 3 AST),"[1629599, 202339]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,22.82,Made,3.0,,,,,,,,E. Bledsoe,202339.0,3.0,,,,,,,
492,PT09M22.00S,2021-11-20T02:42:56.0Z,4,REGULAR,2pt,Jump Shot,[],203107,81.8166885676741,69.11764705882352,1610612740,75,74,2021-11-20T02:43:08Z,4790000,96.0,118.0,1,right,MISS T. Satoransky 15' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,15.22,Missed,,,,,,,,,,,,,,,,,,
493,PT09M19.00S,2021-11-20T02:42:59.0Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,75,74,2021-11-20T02:43:08Z,4800000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,492.0,3.0,3.0,0.0,,,,,,,,,,,,,
494,PT09M06.00S,2021-11-20T02:43:12.0Z,4,REGULAR,2pt,Jump Shot,[],1629611,25.706307490144546,44.85294117647059,1610612746,75,74,2021-11-20T02:43:31Z,4810000,26.0,189.0,1,left,MISS T. Mann 19' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,19.08,Missed,,,,,,,,,,,,,,,,,,
495,PT09M02.00S,2021-11-20T02:43:16.0Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612740,75,74,2021-11-20T02:43:31Z,4820000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:6),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,494.0,6.0,6.0,0.0,,,,,,,,,,,,,
496,PT08M49.00S,2021-11-20T02:43:27.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.30026281208936,51.470588235294116,1610612740,77,74,2021-11-20T02:43:44Z,4830000,7.0,1.0,1,right,J. Hart Layup (15 PTS) (J. Valanciunas 2 AST),"[1628404, 202685]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,0.75,Made,15.0,,,,,,,,J. Valanciunas,202685.0,2.0,,,,,,,
498,PT08M49.00S,2021-11-20T02:43:55.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,77,74,2021-11-20T02:43:55Z,4850000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M49.00S,2021-11-20T02:45:59.1Z,4,REGULAR,substitution,out,[],1629638,,,1610612746,77,74,2021-11-20T02:46:25Z,4860000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M49.00S,2021-11-20T02:45:59.1Z,4,REGULAR,substitution,out,[],1628379,,,1610612746,77,74,2021-11-20T02:46:25Z,4870000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
501,PT08M49.00S,2021-11-20T02:45:59.1Z,4,REGULAR,substitution,in,[],1627742,,,1610612746,77,74,2021-11-20T02:46:25Z,4880000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
502,PT08M49.00S,2021-11-20T02:45:59.1Z,4,REGULAR,substitution,in,[],202331,,,1610612746,77,74,2021-11-20T02:46:25Z,4890000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M35.00S,2021-11-20T02:46:45.4Z,4,REGULAR,3pt,Jump Shot,[],202339,28.991458607095925,26.47058823529412,1610612746,77,74,2021-11-20T02:46:53Z,4900000,118.0,220.0,1,left,MISS E. Bledsoe 24' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,
504,PT08M30.00S,2021-11-20T02:46:50.4Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612746,77,74,2021-11-20T02:46:53Z,4910000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,503.0,4.0,3.0,1.0,,,,,,,,,,,,,
505,PT08M30.00S,2021-11-20T02:46:51.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,6.258212877792378,45.34313725490196,1610612746,77,76,2021-11-20T02:48:43Z,4920000,23.0,6.0,1,left,T. Mann putback Layup (9 PTS),[1629611],1610612746.0,LAC,putback,,,Mann,T. Mann,,,,,2.41,Made,9.0,,,,,,,,,,,,,,,,,
506,PT08M16.00S,2021-11-20T02:47:10.6Z,4,REGULAR,foul,personal,[],1629611,,,1610612740,77,76,2021-11-20T02:47:20Z,4930000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1627742]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Ingram,1627742.0,,
508,PT08M16.00S,2021-11-20T02:47:18.0Z,4,REGULAR,substitution,out,[],1629599,,,1610612740,77,76,2021-11-20T02:47:25Z,4950000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M16.00S,2021-11-20T02:47:18.0Z,4,REGULAR,substitution,out,[],1628392,,,1610612740,77,76,2021-11-20T02:47:25Z,4960000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M16.00S,2021-11-20T02:47:18.0Z,4,REGULAR,substitution,in,[],201587,,,1610612740,77,76,2021-11-20T02:47:25Z,4970000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M16.00S,2021-11-20T02:47:18.0Z,4,REGULAR,substitution,in,[],1627826,,,1610612740,77,76,2021-11-20T02:47:25Z,4980000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M58.00S,2021-11-20T02:47:43.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202066,83.26215505913272,51.71568627450981,1610612740,77,76,2021-11-20T02:47:47Z,4990000,9.0,105.0,1,right,MISS G. Temple 10' floating Shot,[202066],1610612740.0,NOP,floating,,,Temple,G. Temple,,,,,10.52,Missed,,,,,,,,,,,,,,,,,,
513,PT07M55.00S,2021-11-20T02:47:46.2Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,77,76,2021-11-20T02:47:47Z,5000000,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,512.0,5.0,4.0,1.0,,,,,,,,,,,,,
514,PT07M45.00S,2021-11-20T02:47:56.3Z,4,REGULAR,2pt,Jump Shot,[],202339,17.16491458607096,73.77450980392157,1610612746,77,76,2021-11-20T02:48:03Z,5010000,-119.0,109.0,1,left,MISS E. Bledsoe 16' Jump Shot,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,16.12,Missed,,,,,,,,,,,,,,,,,,
515,PT07M41.00S,2021-11-20T02:48:00.3Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,77,76,2021-11-20T02:48:03Z,5020000,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,514.0,7.0,6.0,1.0,,,,,,,,,,,,,
516,PT07M33.00S,2021-11-20T02:48:07.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.24901445466492,52.94117647058824,1610612740,79,76,2021-11-20T02:48:13Z,5030000,15.0,11.0,1,right,J. Valanciunas Layup (21 PTS) (G. Temple 1 AST),"[202685, 202066]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1.84,Made,21.0,,,,,,,,G. Temple,202066.0,1.0,,,,,,,
518,PT07M14.00S,2021-11-20T02:48:33.0Z,4,REGULAR,foul,personal,[],203107,,,1610612746,79,76,2021-11-20T02:48:46Z,5050000,,,0,,T. Satoransky personal FOUL (3 PF),"[203107, 202339]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Bledsoe,202339.0,,
520,PT07M14.00S,2021-11-20T02:48:39.4Z,4,REGULAR,substitution,out,[],203107,,,1610612746,79,76,2021-11-20T02:48:49Z,5070000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M14.00S,2021-11-20T02:48:39.4Z,4,REGULAR,substitution,out,[],202066,,,1610612746,79,76,2021-11-20T02:48:49Z,5080000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M14.00S,2021-11-20T02:48:39.4Z,4,REGULAR,substitution,in,[],1630529,,,1610612746,79,76,2021-11-20T02:48:49Z,5090000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M14.00S,2021-11-20T02:48:39.4Z,4,REGULAR,substitution,in,[],1630184,,,1610612746,79,76,2021-11-20T02:48:49Z,5100000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M07.00S,2021-11-20T02:48:57.8Z,4,REGULAR,2pt,Jump Shot,[],1629611,20.97568988173456,26.96078431372549,1610612746,79,76,2021-11-20T02:49:03Z,5110000,115.0,145.0,1,left,MISS T. Mann 18' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,18.5,Missed,,,,,,,,,,,,,,,,,,
525,PT07M04.00S,2021-11-20T02:49:00.8Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,79,76,2021-11-20T02:56:29Z,5120000,,,0,,I. Zubac REBOUND (Off:2 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,524.0,9.0,7.0,2.0,,,,,,,,,,,,,
526,PT06M57.00S,2021-11-20T02:49:08.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202331,34.90473061760841,45.83333333333333,1610612746,79,76,2021-11-20T02:49:16Z,5130000,21.0,276.0,1,left,MISS P. George 27' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,
527,PT06M51.00S,2021-11-20T02:49:14.4Z,4,REGULAR,rebound,offensive,[],201587,,,1610612746,79,76,2021-11-20T03:00:14Z,5140000,,,0,,N. Batum REBOUND (Off:2 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,526.0,3.0,1.0,2.0,,,,,,,,,,,,,
528,PT06M47.00S,2021-11-20T02:49:18.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202331,20.05584756898817,65.44117647058823,1610612746,79,76,2021-11-20T02:49:27Z,5150000,-77.0,136.0,1,left,MISS P. George 15' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,15.64,Missed,,,,,,,,,,,,,,,,,,
529,PT06M40.00S,2021-11-20T02:49:25.4Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,79,76,2021-11-20T02:49:27Z,5160000,,,0,,I. Zubac REBOUND (Off:3 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,528.0,10.0,7.0,3.0,,,,,,,,,,,,,
530,PT06M35.00S,2021-11-20T02:49:30.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202331,26.49474375821288,80.88235294117648,1610612746,79,76,2021-11-20T02:49:35Z,5170000,-154.0,197.0,1,left,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
531,PT06M32.00S,2021-11-20T02:49:33.0Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,79,76,2021-11-20T02:49:35Z,5180000,,,0,,B. Ingram REBOUND (Off:0 Def:9),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,530.0,9.0,9.0,0.0,,,,,,,,,,,,,
532,PT06M25.00S,2021-11-20T02:49:45.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,79,76,2021-11-20T02:49:45Z,5190000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT06M25.00S,2021-11-20T02:52:11.1Z,4,REGULAR,substitution,out,[],202339,,,1610612740,79,76,2021-11-20T02:52:26Z,5200000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
534,PT06M25.00S,2021-11-20T02:52:11.1Z,4,REGULAR,substitution,in,[],1628379,,,1610612740,79,76,2021-11-20T02:52:26Z,5210000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
