actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
632,PT01M05.00S,2021-12-11T03:14:21.3Z,4,REGULAR,3pt,Jump Shot,[],1630230,27.54599211563732,83.08823529411765,1610612740,109,88,2021-12-11T03:14:29Z,6040000,-165.0,206.0,1,left,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
633,PT01M03.00S,2021-12-11T03:14:23.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,109,88,2021-12-11T03:14:29Z,6050000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,632.0,,,,,,,,,,,,,,
634,PT00M38.80S,2021-12-11T03:14:57.3Z,4,REGULAR,2pt,Jump Shot,[],1630595,95.87713534822602,12.745098039215685,1610612765,109,88,2021-12-11T03:15:02Z,6060000,-186.0,-14.0,1,right,MISS C. Cunningham 18' Jump Shot,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,18.68,Missed,,,,,,,,,,,,,,,,,,,
635,PT00M37.10S,2021-12-11T03:14:59.2Z,4,REGULAR,rebound,offensive,[],1630240,,,1610612765,109,88,2021-12-11T03:14:59Z,6070000,,,0,,S. Lee REBOUND (Off:1 Def:2),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,634.0,,,,,,3.0,2.0,1.0,,,,,,
636,PT00M36.30S,2021-12-11T03:15:00.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630165,92.59198423127464,96.56862745098039,1610612765,109,91,2021-12-11T03:15:14Z,6080000,233.0,17.0,1,right,K. Hayes 3PT  (7 PTS) (S. Lee 2 AST),"[1630165, 1630240]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,23.34,Made,7.0,S. Lee,1630240.0,2.0,,,,,,,,,,,,,,,
638,PT00M24.90S,2021-12-11T03:15:16.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,9.806176084099869,44.6078431372549,1610612740,109,91,2021-12-11T03:34:00Z,6100000,27.0,40.0,1,left,MISS J. Hayes cutting Layup,[1629637],1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,4.8,Missed,,,,,,,,,,,,,,,,,,,
639,PT00M24.70S,2021-12-11T03:15:16.8Z,4,REGULAR,rebound,offensive,[],1629637,,,1610612740,109,91,2021-12-11T03:19:38Z,6110000,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,638.0,,,,,,2.0,1.0,1.0,,,,,,
650,PT00M24.60S,2021-12-11T03:15:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,7.490144546649145,51.248468137254896,1610612740,109,91,2021-12-11T03:34:21Z,6115000,-6.0,18.0,1,left,MISS J. Hayes putback Layup,[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,1.89,Missed,,,,,,,,,,,,,,,,,,,
652,PT00M24.50S,2021-12-11T03:15:18.5Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,109,91,2021-12-11T03:20:04Z,6118750,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,650.0,,,,,,1.0,0.0,1.0,,,,,,
640,PT00M21.20S,2021-12-11T03:15:20.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,8.754927726675426,45.83333333333333,1610612740,109,91,2021-12-11T03:19:21Z,6120000,21.0,30.0,1,left,MISS N. Marshall tip Layup,[1630230],1610612740.0,NOP,tip,,,Marshall,N. Marshall,,,,,3.63,Missed,,,,,,,,,,,,,,,,,,,
641,PT00M18.50S,2021-12-11T03:15:22.9Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612765,109,91,2021-12-11T03:18:00Z,6130000,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,640.0,,,,,,4.0,3.0,1.0,,,,,,
642,PT00M14.00S,2021-12-11T03:15:30.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612765,109,91,2021-12-11T03:18:35Z,6140000,,,0,,J. Hayes personal FOUL (2 PF) (Bey 2 FT),"[1629637, 1630180]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,202056.0,2.0,0.0,Bey,1630180.0,,,,,,,,,
644,PT00M14.00S,2021-12-11T03:15:52.8Z,4,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,109,92,2021-12-11T03:18:40Z,6160000,,,0,,S. Bey Free Throw 1 of 2 (10 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
645,PT00M14.00S,2021-12-11T03:15:52.8Z,4,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,109,93,2021-12-11T03:18:40Z,6170000,,,0,,S. Bey Free Throw 2 of 2 (11 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
646,PT00M00.00S,2021-12-11T03:16:33.4Z,4,REGULAR,period,end,[],0,,,1610612740,109,93,2021-12-11T03:16:33Z,6180000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M00.00S,2021-12-11T03:16:42.6Z,4,REGULAR,game,end,[],0,,,0,109,93,2021-12-11T03:16:42Z,6190000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
