actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
273,PT03M22.00S,2022-02-18T01:57:07.5Z,2,REGULAR,3pt,Jump Shot,[],203915,24.917871222076215,86.51960784313727,1610612742,51,64,2022-02-18T01:57:13Z,2690000,-183.0,182.0,1,left,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,25.76,Missed,,,,,,,,,,,,,
274,PT03M19.00S,2022-02-18T01:57:10.5Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,51,64,2022-02-18T01:57:13Z,2700000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,273.0,1.0,1.0,0.0,,,,,,,,,
275,PT03M10.00S,2022-02-18T01:57:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.38042049934296,51.470588235294116,1610612740,51,64,2022-02-18T01:57:24Z,2710000,7.0,10.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,,1.22,Missed,,,,,,,,,,,,,
276,PT03M07.00S,2022-02-18T01:57:22.8Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,51,64,2022-02-18T01:57:22Z,2720000,,,0,,J. Hayes REBOUND (Off:3 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,275.0,5.0,2.0,3.0,,,,,,,,,
277,PT03M07.00S,2022-02-18T01:57:22.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,53,64,2022-02-18T01:57:43Z,2730000,0.0,0.0,1,right,J. Hayes tip Layup (14 PTS),[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,,,,,,,0.0,Made,,,,,14.0,,,,,,,,
278,PT02M52.00S,2022-02-18T01:57:37.1Z,2,REGULAR,3pt,Jump Shot,[],203915,30.831143232588698,69.6078431372549,1610612742,53,64,2022-02-18T01:58:05Z,2740000,-98.0,237.0,1,left,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,25.67,Missed,,,,,,,,,,,,,
279,PT02M50.00S,2022-02-18T01:57:39.1Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,53,64,2022-02-18T01:57:41Z,2750000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,
280,PT02M44.00S,2022-02-18T01:57:46.3Z,2,REGULAR,2pt,Jump Shot,[],203468,94.56307490144546,68.38235294117648,1610612740,53,64,2022-02-18T02:02:25Z,2760000,92.0,-1.0,1,right,MISS C. McCollum 9' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,,,,,,,9.19,Missed,,,,,,,,,,,,,
281,PT02M42.00S,2022-02-18T01:57:48.3Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,53,64,2022-02-18T01:58:08Z,2770000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,
282,PT02M31.00S,2022-02-18T01:57:58.4Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,53,64,2022-02-18T01:58:12Z,2780000,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1627742]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,3.0,,,,,,,,,,Ingram,1627742.0,,,,
283,PT02M31.00S,2022-02-18T01:57:58.4Z,2,REGULAR,steal,,[],1627742,,,1610612740,53,64,2022-02-18T01:58:00Z,2790000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M24.00S,2022-02-18T01:58:06.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,93.38042049934296,32.59803921568628,1610612740,53,64,2022-02-18T01:58:53Z,2800000,-87.0,10.0,1,right,MISS C. McCollum 8' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,,,,,,,8.75,Missed,,,,,,,,,,,,,
285,PT02M21.00S,2022-02-18T01:58:09.0Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,53,64,2022-02-18T01:58:53Z,2810000,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,284.0,4.0,2.0,2.0,,,,,,,,,
286,PT02M05.00S,2022-02-18T01:58:25.1Z,2,REGULAR,2pt,Jump Shot,[],1629029,20.581471747700395,45.588235294117645,1610612742,53,64,2022-02-18T01:59:09Z,2820000,22.0,141.0,1,left,MISS L. Doncic 14' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,,,,,,,14.27,Missed,,,,,,,,,,,,,
287,PT02M03.00S,2022-02-18T01:58:27.1Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,53,64,2022-02-18T01:58:28Z,2830000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,
288,PT01M57.00S,2022-02-18T01:58:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,93.77463863337714,52.69607843137255,1610612740,55,64,2022-02-18T01:58:42Z,2840000,13.0,6.0,1,right,J. Hayes reverse Layup (16 PTS) (B. Ingram 5 AST),"[1629637, 1627742]",1610612740.0,NOP,reverse,,,Hayes,J. Hayes,,,,,,,,,,,1.48,Made,,,,,16.0,,,,,B. Ingram,1627742.0,5.0,
290,PT01M57.00S,2022-02-18T01:58:38.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203939,,,1610612740,55,64,2022-02-18T01:59:07Z,2860000,,,0,,D. Powell shooting personal FOUL (2 PF) (Hayes 1 FT),"[203939, 1629637]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,1627534.0,2.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
292,PT01M57.00S,2022-02-18T01:58:46.1Z,2,REGULAR,substitution,out,[],203939,,,1610612740,55,64,2022-02-18T01:59:06Z,2880000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M57.00S,2022-02-18T01:58:46.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612740,55,64,2022-02-18T01:59:06Z,2890000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M57.00S,2022-02-18T01:59:09.5Z,2,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,56,64,2022-02-18T01:59:09Z,2900000,,,0,,J. Hayes Free Throw 1 of 1 (17 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,,,,,17.0,,,,,,,,
295,PT01M43.00S,2022-02-18T01:59:33.6Z,2,REGULAR,foul,personal,[],1629637,,,1610612742,56,64,2022-02-18T01:59:39Z,2910000,,,0,,J. Hayes personal FOUL (4 PF),"[1629637, 1629029]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,2003.0,4.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
297,PT01M43.00S,2022-02-18T01:59:43.0Z,2,REGULAR,substitution,out,[],1629637,,,1610612742,56,64,2022-02-18T02:00:00Z,2930000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M43.00S,2022-02-18T01:59:43.0Z,2,REGULAR,substitution,out,[],203915,,,1610612742,56,64,2022-02-18T02:00:00Z,2940000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M43.00S,2022-02-18T01:59:43.0Z,2,REGULAR,substitution,in,[],202685,,,1610612742,56,64,2022-02-18T02:00:00Z,2950000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M43.00S,2022-02-18T01:59:43.0Z,2,REGULAR,substitution,in,[],1630182,,,1610612742,56,64,2022-02-18T02:00:00Z,2960000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M40.00S,2022-02-18T02:00:03.3Z,2,REGULAR,3pt,Jump Shot,[],1629029,30.305519053876477,12.254901960784313,1610612742,56,64,2022-02-18T02:00:09Z,2970000,189.0,232.0,1,left,MISS L. Doncic 29' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,29.94,Missed,,,,,,,,,,,,,
302,PT01M36.00S,2022-02-18T02:00:07.3Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,56,64,2022-02-18T02:00:09Z,2980000,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,301.0,2.0,1.0,1.0,,,,,,,,,
303,PT01M23.00S,2022-02-18T02:00:19.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,34.90473061760841,43.872549019607845,1610612742,56,64,2022-02-18T02:00:46Z,2990000,31.0,276.0,1,left,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,,27.73,Missed,,,,,,,,,,,,,
304,PT01M23.00S,2022-02-18T02:00:24.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,56,64,2022-02-18T02:00:24Z,3000000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,
305,PT01M23.00S,2022-02-18T02:00:25.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612742,56,64,2022-02-18T02:00:32Z,3010000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,1627534.0,,,,,,,,,,,,,,,,,,,,
306,PT01M11.00S,2022-02-18T02:00:50.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,90.88370565045992,70.83333333333334,1610612740,56,64,2022-02-18T02:01:04Z,3020000,104.0,33.0,1,right,MISS B. Ingram 10' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,,,,,,,10.94,Missed,,,,,,,,,,,,,
307,PT01M10.00S,2022-02-18T02:00:51.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,56,64,2022-02-18T02:01:04Z,3030000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,
308,PT01M10.00S,2022-02-18T02:00:58.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612742,56,64,2022-02-18T02:01:32Z,3040000,,,0,,J. Valanciunas loose ball personal FOUL (3 PF) (Kleber 2 FT),"[202685, 1628467]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,2003.0,3.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,,,,
310,PT01M10.00S,2022-02-18T02:01:33.4Z,2,REGULAR,freethrow,1 of 2,[],1628467,,,1610612742,56,65,2022-02-18T02:01:33Z,3060000,,,0,,M. Kleber Free Throw 1 of 2 (10 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
311,PT01M10.00S,2022-02-18T02:01:34.9Z,2,REGULAR,substitution,out,[],202685,,,1610612742,56,65,2022-02-18T02:01:39Z,3070000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M10.00S,2022-02-18T02:01:34.9Z,2,REGULAR,substitution,in,[],203503,,,1610612742,56,65,2022-02-18T02:01:39Z,3080000,,,0,,SUB in: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M10.00S,2022-02-18T02:01:52.3Z,2,REGULAR,freethrow,2 of 2,[],1628467,,,1610612742,56,66,2022-02-18T02:01:52Z,3090000,,,0,,M. Kleber Free Throw 2 of 2 (11 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
314,PT00M54.40S,2022-02-18T02:02:09.6Z,2,REGULAR,3pt,Jump Shot,[],1630529,87.59855453350855,4.166666666666666,1610612740,56,66,2022-02-18T02:02:14Z,3100000,-229.0,64.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,23.8,Missed,,,,,,,,,,,,,
315,PT00M51.00S,2022-02-18T02:02:13.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,56,66,2022-02-18T02:02:14Z,3110000,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,314.0,7.0,7.0,0.0,,,,,,,,,
316,PT00M38.60S,2022-02-18T02:02:30.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628984,,,1610612742,56,66,2022-02-18T02:02:44Z,3120000,,,0,,D. Graham personal FOUL (1 PF) (Brunson 2 FT),"[1628984, 1628973]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,1193.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
318,PT00M38.60S,2022-02-18T02:02:55.9Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,56,67,2022-02-18T02:02:56Z,3140000,,,0,,J. Brunson Free Throw 1 of 2 (13 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,,,,,13.0,,,,,,,,
319,PT00M38.60S,2022-02-18T02:03:02.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628228,,,1610612742,56,67,2022-02-18T02:03:16Z,3150000,,,0,,TEAM foul technical,[1628228],1610612740.0,NOP,,,,,,,,,,1193.0,,,,,,,,,,,,,,,,,,,,
320,PT00M38.60S,2022-02-18T02:03:22.6Z,2,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,56,68,2022-02-18T02:03:22Z,3160000,,,0,,L. Doncic technical Free Throw 1 of 1 (23 PTS),[1629029],1610612742.0,DAL,technical,,,Doncic,L. Doncic,,,,,,,,,,,,Made,,,,,23.0,,,,,,,,
321,PT00M38.60S,2022-02-18T02:03:46.8Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,56,69,2022-02-18T02:03:46Z,3170000,,,0,,J. Brunson Free Throw 2 of 2 (14 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,,,,,14.0,,,,,,,,
322,PT00M34.40S,2022-02-18T02:04:04.1Z,2,REGULAR,foul,offensive,['inpenalty'],1630529,,,1610612740,56,69,2022-02-18T02:04:35Z,3180000,,,0,,H. Jones offensive FOUL (2 PF),"[1630529, 1630182]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1627534.0,2.0,0.0,Green,1630182.0,,,,,,,,,,,,,,,,
324,PT00M34.40S,2022-02-18T02:04:04.1Z,2,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,56,69,2022-02-18T02:04:04Z,3200000,,,0,,H. Jones offensive foul TURNOVER (3 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,1627534.0,,,,,3.0,,,,,,,,,,,,,,,
325,PT00M26.50S,2022-02-18T02:04:26.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,5.469776609724048,48.77450980392157,1610612742,56,71,2022-02-18T02:04:34Z,3210000,6.0,-1.0,1,left,L. Doncic driving Layup (25 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,,0.62,Made,,,,,25.0,,,,,,,,
326,PT00M03.80S,2022-02-18T02:04:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.64323258869908,52.450980392156865,1610612740,58,71,2022-02-18T02:04:59Z,3220000,12.0,7.0,1,right,C. McCollum driving reverse Layup (13 PTS) (B. Ingram 6 AST),"[203468, 1627742]",1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,,,,,,,1.43,Made,,,,,13.0,,,,,B. Ingram,1627742.0,6.0,
328,PT00M00.00S,2022-02-18T02:05:09.2Z,2,REGULAR,period,end,[],0,,,1610612742,58,71,2022-02-18T02:05:09Z,3240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-02-18T02:19:55.7Z,3,REGULAR,substitution,out,['startperiod'],1628984,,,1610612742,58,71,2022-02-18T02:20:35Z,3250000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-02-18T02:19:55.7Z,3,REGULAR,substitution,out,['startperiod'],203503,,,1610612742,58,71,2022-02-18T02:20:35Z,3260000,,,0,,SUB out: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-02-18T02:19:55.7Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,58,71,2022-02-18T02:20:35Z,3270000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-02-18T02:19:55.7Z,3,REGULAR,substitution,in,['startperiod'],1629637,,,1610612742,58,71,2022-02-18T02:20:35Z,3280000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-18T02:19:55.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612742,58,71,2022-02-18T02:20:35Z,3290000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-18T02:19:55.7Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,58,71,2022-02-18T02:20:35Z,3300000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-18T02:20:38.1Z,3,REGULAR,period,start,[],0,,,1610612742,58,71,2022-02-18T02:20:38Z,3310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M34.00S,2022-02-18T02:21:03.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.38042049934296,45.09803921568628,1610612742,58,71,2022-02-18T02:21:11Z,3320000,-25.0,10.0,1,right,MISS J. Brunson driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,,2.64,Missed,,,,,,,,,,,,,
337,PT11M32.00S,2022-02-18T02:21:05.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,58,71,2022-02-18T02:21:05Z,3330000,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,336.0,6.0,4.0,2.0,,,,,,,,,
339,PT11M18.00S,2022-02-18T02:21:27.7Z,3,REGULAR,foul,offensive,[],1630529,,,1610612740,58,71,2022-02-18T02:21:39Z,3350000,,,0,,H. Jones charge offensive FOUL (3 PF),"[1630529, 203939]",1610612740.0,NOP,charge,,,Jones,H. Jones,,,,,1627534.0,3.0,0.0,Powell,203939.0,,,,,,,,,,,,,,,,
341,PT11M18.00S,2022-02-18T02:21:27.7Z,3,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,58,71,2022-02-18T02:21:27Z,3370000,,,0,,H. Jones offensive foul TURNOVER (4 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,1627534.0,,,,,4.0,,,,,,,,,,,,,,,
342,PT11M01.00S,2022-02-18T02:21:54.4Z,3,REGULAR,turnover,lost ball,[],1629029,,,1610612742,58,71,2022-02-18T02:22:15Z,3380000,,,0,,L. Doncic lost ball TURNOVER (4 TO),"[1629029, 203468]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,4.0,,,,,,,,,,McCollum,203468.0,,,,
343,PT11M01.00S,2022-02-18T02:21:54.4Z,3,REGULAR,steal,,[],203468,,,1610612740,58,71,2022-02-18T02:21:56Z,3390000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT10M57.00S,2022-02-18T02:21:58.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,32.40801576872536,47.30392156862745,1610612740,61,71,2022-02-18T02:22:24Z,3400000,13.0,252.0,1,left,C. McCollum 25' 3PT running (16 PTS),[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,,,,,,,25.25,Made,,,,,16.0,,,,,,,,
345,PT10M42.00S,2022-02-18T02:22:14.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.34231274638634,51.225490196078425,1610612742,61,71,2022-02-18T02:22:45Z,3410000,6.0,113.0,1,right,MISS J. Brunson 11' floating Shot,[1628973],1610612742.0,DAL,floating,,,Brunson,J. Brunson,,,,,,,,,,,11.37,Missed,,,,,,,,,,,,,
346,PT10M40.00S,2022-02-18T02:22:16.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,61,71,2022-02-18T02:22:17Z,3420000,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,345.0,7.0,5.0,2.0,,,,,,,,,
347,PT10M33.00S,2022-02-18T02:22:22.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.5722733245729295,49.754901960784316,1610612740,63,71,2022-02-18T02:22:27Z,3430000,1.0,19.0,1,left,J. Valanciunas cutting Layup (14 PTS) (B. Ingram 7 AST),"[202685, 1627742]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1.87,Made,,,,,14.0,,,,,B. Ingram,1627742.0,7.0,
349,PT10M06.00S,2022-02-18T02:22:49.3Z,3,REGULAR,3pt,Jump Shot,[],1630182,72.88107752956637,82.84313725490196,1610612742,63,71,2022-02-18T02:22:56Z,3450000,164.0,202.0,1,right,MISS J. Green 26' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,26.06,Missed,,,,,,,,,,,,,
350,PT09M59.00S,2022-02-18T02:22:56.3Z,3,REGULAR,rebound,offensive,[],1629029,,,1610612742,63,71,2022-02-18T02:22:56Z,3460000,,,0,,L. Doncic REBOUND (Off:1 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,349.0,8.0,7.0,1.0,,,,,,,,,
351,PT09M59.00S,2022-02-18T02:22:55.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,94.40999984741211,50.0,1610612742,63,73,2022-02-18T02:22:55Z,3470000,0.0,0.0,1,right,L. Doncic putback Layup (27 PTS),[1629029],1610612742.0,DAL,putback,,,Doncic,L. Doncic,,,,,,,,,,,0.0,Made,,,,,27.0,,,,,,,,
352,PT09M45.00S,2022-02-18T02:23:09.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.69053876478318,48.529411764705884,1610612740,65,73,2022-02-18T02:23:43Z,3480000,7.0,114.0,1,left,B. Ingram 11' pullup Jump Shot (6 PTS) (J. Valanciunas 3 AST),"[1627742, 202685]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,,11.4,Made,,,,,6.0,,,,,J. Valanciunas,202685.0,3.0,
354,PT09M27.00S,2022-02-18T02:23:28.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,93.51182654402102,49.754901960784316,1610612742,65,75,2022-02-18T02:23:35Z,3500000,-1.0,8.0,1,right,D. Powell alley-oop DUNK (8 PTS) (L. Doncic 6 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,,,,,0.86,Made,,,,,8.0,,,,,L. Doncic,1629029.0,6.0,
356,PT09M06.00S,2022-02-18T02:23:55.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,65,75,2022-02-18T02:23:55Z,3520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT09M03.00S,2022-02-18T02:24:17.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,19.136005256241788,48.529411764705884,1610612740,65,75,2022-02-18T02:24:25Z,3530000,7.0,127.0,1,left,MISS J. Valanciunas 12' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,12.76,Missed,,,,,,,,,,,,,
358,PT08M57.00S,2022-02-18T02:24:23.3Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,65,75,2022-02-18T02:24:25Z,3540000,,,0,,J. Green REBOUND (Off:0 Def:3),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,357.0,3.0,3.0,0.0,,,,,,,,,
359,PT08M47.00S,2022-02-18T02:24:32.1Z,3,REGULAR,2pt,Jump Shot,[],1629029,80.89684625492772,30.88235294117647,1610612742,65,75,2022-02-18T02:24:56Z,3550000,-96.0,127.0,1,right,MISS L. Doncic 15' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,,,,,,,15.9,Missed,,,,,,,,,,,,,
360,PT08M44.00S,2022-02-18T02:24:35.1Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,65,75,2022-02-18T02:24:37Z,3560000,,,0,,J. Valanciunas REBOUND (Off:2 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,359.0,8.0,6.0,2.0,,,,,,,,,
