actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
629,PT02M24.00S,2022-02-15T03:10:41.2Z,4,REGULAR,rebound,offensive,[],1629139,,,1610612761,118,87,2022-02-15T03:10:41Z,6190000,,,0,,Y. Watanabe REBOUND (Off:1 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,628.0,2.0,1.0,1.0,,,,,,,,,,,,,,
630,PT02M18.00S,2022-02-15T03:10:48.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612761,118,87,2022-02-15T03:11:33Z,6200000,,,0,,T. Murphy III personal FOUL (2 PF) (Watanabe 2 FT),"[1630530, 1629139]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Watanabe,1629139.0,,,
632,PT02M18.00S,2022-02-15T03:11:13.0Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629139,,,1610612761,118,87,2022-02-15T03:11:13Z,6220000,,,0,,MISS Y. Watanabe Free Throw 1 of 2,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Missed,,,,,,,,,,,,,,,,,,
633,PT02M18.00S,2022-02-15T03:11:13.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,118,87,2022-02-15T03:11:13Z,6230000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,632.0,,,,,,,,,,,,,,,,,
634,PT02M18.00S,2022-02-15T03:11:22.5Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629139,,,1610612761,118,88,2022-02-15T03:11:22Z,6240000,,,0,,Y. Watanabe Free Throw 2 of 2 (3 PTS),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
635,PT02M10.00S,2022-02-15T03:11:38.9Z,4,REGULAR,foul,personal,[],1629004,,,1610612740,118,88,2022-02-15T03:11:57Z,6250000,,,0,,S. Mykhailiuk personal FOUL (1 PF),"[1629004, 1630230]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Marshall,1630230.0,,,
637,PT02M04.00S,2022-02-15T03:12:07.3Z,4,REGULAR,foul,personal,[],1630173,,,1610612740,118,88,2022-02-15T03:12:21Z,6270000,,,0,,P. Achiuwa personal FOUL (3 PF),"[1630173, 1630631]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Alvarado,1630631.0,,,
639,PT01M57.00S,2022-02-15T03:12:26.7Z,4,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,118,88,2022-02-15T03:21:20Z,6290000,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (2 TO),[1630230],1610612740.0,NOP,bad pass,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,2.0,,
640,PT01M42.00S,2022-02-15T03:12:48.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,67.09921156373193,63.970588235294116,1610612761,118,88,2022-02-15T03:12:58Z,6300000,70.0,257.0,1,right,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,
641,PT01M37.00S,2022-02-15T03:12:53.2Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,118,88,2022-02-15T03:12:58Z,6310000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,640.0,1.0,1.0,0.0,,,,,,,,,,,,,,
642,PT01M26.00S,2022-02-15T03:13:09.4Z,4,REGULAR,2pt,Jump Shot,[],1626195,4.993429697766097,73.79748774509804,1610612740,118,88,2022-02-15T03:23:30Z,6320000,-119.0,-6.0,1,left,MISS W. Hernangomez 11' Jump Shot - blocked,"[1626195, 1629139]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,11.91,Missed,,,,,,Watanabe,1629139.0,,,,,,,,,,,
643,PT01M26.00S,2022-02-15T03:13:09.4Z,4,REGULAR,block,,[],1629139,,,1610612740,118,88,2022-02-15T03:13:14Z,6330000,,,0,,Y. Watanabe BLOCK (1 BLK),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M26.00S,2022-02-15T03:13:09.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,118,88,2022-02-15T03:13:24Z,6340000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,642.0,,,,,,,,,,,,,,,,,
645,PT01M26.00S,2022-02-15T03:13:18.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,118,88,2022-02-15T03:13:18Z,6350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M25.00S,2022-02-15T03:13:19.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630230,6.1268068331143235,53.92156862745098,1610612740,120,88,2022-02-15T03:23:55Z,6360000,-20.0,5.0,1,left,N. Marshall cutting DUNK (8 PTS) (J. Alvarado 4 AST),"[1630230, 1630631]",1610612740.0,NOP,cutting,,,Marshall,N. Marshall,,,,,2.03,Made,,,,,8.0,,,J. Alvarado,1630631.0,4.0,,,,,,,,
648,PT01M15.00S,2022-02-15T03:13:33.1Z,4,REGULAR,3pt,Jump Shot,[],1630201,68.80749014454665,29.411764705882355,1610612761,120,88,2022-02-15T03:24:20Z,6380000,-103.0,241.0,1,right,MISS M. Flynn 26' pullup 3PT,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
649,PT01M12.00S,2022-02-15T03:13:36.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,120,88,2022-02-15T03:13:42Z,6390000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,648.0,1.0,1.0,0.0,,,,,,,,,,,,,,
650,PT00M53.70S,2022-02-15T03:13:54.8Z,4,REGULAR,3pt,Jump Shot,[],1630631,31.61957950065703,71.07843137254902,1610612740,120,88,2022-02-15T03:14:02Z,6400000,-105.0,245.0,1,left,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
651,PT00M51.60S,2022-02-15T03:13:56.9Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,120,88,2022-02-15T03:14:02Z,6410000,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,650.0,4.0,4.0,0.0,,,,,,,,,,,,,,
652,PT00M44.40S,2022-02-15T03:14:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,90.48948751642575,50.0,1610612761,120,88,2022-02-15T03:24:48Z,6420000,0.0,37.0,1,right,MISS P. Achiuwa driving Layup,[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,3.69,Missed,,,,,,,,,,,,,,,,,,
653,PT00M41.80S,2022-02-15T03:14:07.4Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,120,88,2022-02-15T03:14:07Z,6430000,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,652.0,2.0,2.0,0.0,,,,,,,,,,,,,,
654,PT00M34.30S,2022-02-15T03:14:14.9Z,4,REGULAR,3pt,Jump Shot,[],1630230,29.38567674113009,21.323529411764707,1610612740,120,88,2022-02-15T03:14:22Z,6440000,143.0,224.0,1,left,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
655,PT00M31.40S,2022-02-15T03:14:17.8Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,120,88,2022-02-15T03:14:22Z,6450000,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,654.0,5.0,5.0,0.0,,,,,,,,,,,,,,
656,PT00M27.10S,2022-02-15T03:14:22.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630625,92.72339027595268,47.549019607843135,1610612761,120,90,2022-02-15T03:25:42Z,6460000,-12.0,16.0,1,right,D. Banton cutting DUNK (4 PTS) (P. Achiuwa 1 AST),"[1630625, 1630173]",1610612761.0,TOR,cutting,,,Banton,D. Banton,,,,,2.01,Made,,,,,4.0,,,P. Achiuwa,1630173.0,1.0,,,,,,,,
658,PT00M04.80S,2022-02-15T03:14:52.9Z,4,REGULAR,2pt,Jump Shot,[],1626195,24.254681340341655,78.20925245098039,1610612740,120,90,2022-02-15T03:22:45Z,6480000,-141.0,175.0,1,left,MISS W. Hernangomez 22' Jump Shot,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,22.51,Missed,,,,,,,,,,,,,,,,,,
659,PT00M02.50S,2022-02-15T03:14:55.2Z,4,REGULAR,rebound,defensive,[],1629004,,,1610612761,120,90,2022-02-15T03:16:26Z,6490000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,658.0,2.0,2.0,0.0,,,,,,,,,,,,,,
662,PT00M00.00S,2022-02-15T03:15:38.0Z,4,REGULAR,period,end,[],0,,,1610612761,120,90,2022-02-15T03:15:38Z,6520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2022-02-15T03:15:43.9Z,4,REGULAR,game,end,[],0,,,0,120,90,2022-02-15T03:15:43Z,6530000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
