actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
272,PT01M26.00S,2021-12-09T01:57:52.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203932,12.171484888304862,61.274509803921575,1610612743,51,59,2021-12-09T02:00:15Z,2680000,-56.0,62.0,1,left,A. Gordon 8' pullup Jump Shot (2 PTS),[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,8.37,Made,,,,,,2.0,,,,,,,,,,,,,
273,PT01M16.00S,2021-12-09T01:58:02.9Z,2,REGULAR,3pt,Jump Shot,[],1628984,73.80091984231275,18.627450980392158,1610612740,54,59,2021-12-09T01:58:10Z,2690000,-157.0,194.0,1,right,D. Graham 24' 3PT  (9 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,24.94,Made,,,,,,9.0,,,,,,,,,,,,,
274,PT00M59.10S,2021-12-09T01:58:18.9Z,2,REGULAR,3pt,Jump Shot,[],1628420,30.56833114323259,69.11764705882352,1610612743,54,62,2021-12-09T01:58:24Z,2700000,-96.0,235.0,1,left,M. Morris 25' 3PT  (6 PTS) (N. Jokic 8 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.35,Made,,,,,,6.0,N. Jokic,203999.0,8.0,,,,,,,,,,
276,PT00M37.40S,2021-12-09T01:58:45.5Z,2,REGULAR,3pt,Jump Shot,[],1627742,74.19513797634691,84.06862745098039,1610612740,57,62,2021-12-09T01:58:51Z,2720000,170.0,190.0,1,right,B. Ingram 25' 3PT  (6 PTS) (D. Graham 2 AST),"[1627742, 1628984]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.52,Made,,,,,,6.0,D. Graham,1628984.0,2.0,,,,,,,,,,
278,PT00M22.40S,2021-12-09T01:59:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,7.966491458607096,49.50980392156863,1610612743,57,64,2021-12-09T01:59:08Z,2740000,2.0,22.0,1,left,W. Barton Layup (15 PTS) (N. Jokic 9 AST),"[203115, 203999]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,2.25,Made,,,,,,15.0,N. Jokic,203999.0,9.0,,,,,,,,,,
280,PT00M05.50S,2021-12-09T01:59:28.2Z,2,REGULAR,foul,personal,[],203932,,,1610612740,57,64,2021-12-09T02:00:38Z,2760000,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 1627742]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,101283.0,,,,,,,,1.0,0.0,Ingram,1627742.0,,,
282,PT00M05.50S,2021-12-09T01:59:43.1Z,2,REGULAR,substitution,out,[],203999,,,1610612740,57,64,2021-12-09T01:59:46Z,2780000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT00M05.50S,2021-12-09T01:59:43.1Z,2,REGULAR,substitution,in,[],203210,,,1610612740,57,64,2021-12-09T01:59:46Z,2790000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT00M05.50S,2021-12-09T01:59:52.0Z,2,REGULAR,substitution,out,[],1630529,,,1610612740,57,64,2021-12-09T02:00:02Z,2800000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT00M05.50S,2021-12-09T01:59:52.0Z,2,REGULAR,substitution,in,[],1629638,,,1610612740,57,64,2021-12-09T02:00:02Z,2810000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT00M04.90S,2021-12-09T02:00:13.6Z,2,REGULAR,3pt,Jump Shot,[],1628984,71.82982917214193,76.7156862745098,1610612740,57,64,2021-12-09T02:01:24Z,2820000,134.0,212.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
287,PT00M00.40S,2021-12-09T02:00:18.1Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,57,64,2021-12-09T02:01:24Z,2830000,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
288,PT00M00.00S,2021-12-09T02:00:23.7Z,2,REGULAR,period,end,[],0,,,1610612743,57,64,2021-12-09T02:00:23Z,2840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2021-12-09T02:15:19.3Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612743,57,64,2021-12-09T02:15:38Z,2850000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2021-12-09T02:15:19.3Z,3,REGULAR,substitution,out,['startperiod'],203210,,,1610612743,57,64,2021-12-09T02:15:38Z,2860000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT12M00.00S,2021-12-09T02:15:19.3Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612743,57,64,2021-12-09T02:15:38Z,2870000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT12M00.00S,2021-12-09T02:15:19.3Z,3,REGULAR,substitution,in,['startperiod'],203999,,,1610612743,57,64,2021-12-09T02:15:38Z,2880000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2021-12-09T02:15:45.7Z,3,REGULAR,period,start,[],0,,,1610612743,57,64,2021-12-09T02:15:45Z,2890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT11M44.00S,2021-12-09T02:16:01.6Z,3,REGULAR,3pt,Jump Shot,[],203999,67.09921156373193,51.225490196078425,1610612743,57,64,2021-12-09T02:18:45Z,2900000,6.0,257.0,1,right,MISS N. Jokic 25' pullup 3PT,[203999],1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
295,PT11M38.00S,2021-12-09T02:16:07.6Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,57,64,2021-12-09T02:16:11Z,2910000,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,294.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
296,PT11M32.00S,2021-12-09T02:16:12.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,15.062417871222076,48.529411764705884,1610612740,57,64,2021-12-09T02:19:04Z,2920000,7.0,89.0,1,left,MISS J. Valanciunas 8' turnaround Hook,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,8.94,Missed,,,,,,,,,,,,,,,,,,,
297,PT11M30.00S,2021-12-09T02:16:14.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,57,64,2021-12-09T02:16:18Z,2930000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,296.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
298,PT11M24.00S,2021-12-09T02:16:20.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.51182654402102,48.03921568627451,1610612743,57,66,2021-12-09T02:16:25Z,2940000,-10.0,8.0,1,right,A. Gordon Layup (4 PTS) (N. Jokic 10 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,1.3,Made,,,,,,4.0,N. Jokic,203999.0,10.0,,,,,,,,,,
300,PT11M04.00S,2021-12-09T02:16:40.5Z,3,REGULAR,2pt,Jump Shot,[],1627742,3.4986859395532193,79.41176470588235,1610612740,59,66,2021-12-09T02:19:41Z,2960000,-147.0,-20.0,1,left,B. Ingram 14' pullup Jump Shot (8 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,14.84,Made,,,,,,8.0,,,,,,,,,,,,,
301,PT10M45.00S,2021-12-09T02:16:59.2Z,3,REGULAR,turnover,bad pass,[],203115,,,1610612743,59,66,2021-12-09T02:17:05Z,2970000,,,0,,W. Barton bad pass TURNOVER (2 TO),"[203115, 1627742]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,2.0,Ingram,1627742.0,,,,,,,
302,PT10M45.00S,2021-12-09T02:16:59.2Z,3,REGULAR,steal,,[],1627742,,,1610612740,59,66,2021-12-09T02:17:03Z,2980000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT10M35.00S,2021-12-09T02:17:09.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630529,18.478975032851512,41.42156862745098,1610612740,61,66,2021-12-09T02:17:14Z,2990000,43.0,121.0,1,left,H. Jones 12' floating Jump Shot (11 PTS) (J. Hart 4 AST),"[1630529, 1628404]",1610612740.0,NOP,floating,,,Jones,H. Jones,,,,,12.86,Made,,,,,,11.0,J. Hart,1628404.0,4.0,,,,,,,,,,
305,PT10M10.00S,2021-12-09T02:17:35.2Z,3,REGULAR,3pt,Jump Shot,[],203115,72.22404730617609,82.1078431372549,1610612743,61,66,2021-12-09T02:17:42Z,3010000,161.0,209.0,1,right,MISS W. Barton 26' 3PT - blocked,"[203115, 1630529]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.32,Missed,,,,,,,,,,,,,,,,,Jones,1630529.0,
306,PT10M10.00S,2021-12-09T02:17:35.2Z,3,REGULAR,block,,[],1630529,,,1610612743,61,66,2021-12-09T02:17:38Z,3020000,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT10M09.00S,2021-12-09T02:17:36.2Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,61,66,2021-12-09T02:19:47Z,3030000,,,0,,H. Jones REBOUND (Off:1 Def:4),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,305.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
308,PT10M06.00S,2021-12-09T02:17:44.6Z,3,REGULAR,foul,personal,[],203932,,,1610612740,61,66,2021-12-09T02:20:52Z,3040000,,,0,,A. Gordon take personal FOUL (2 PF),"[203932, 1630529]",1610612743.0,DEN,take,,,Gordon,A. Gordon,,,,,,,,,,,203177.0,,,,,,,,2.0,0.0,Jones,1630529.0,,,
310,PT09M57.00S,2021-12-09T02:18:08.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,4.812746386333772,50.73529411764706,1610612740,63,66,2021-12-09T02:18:14Z,3060000,-4.0,-7.0,1,left,J. Valanciunas DUNK (17 PTS) (H. Jones 3 AST),"[202685, 1630529]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,0.82,Made,,,,,,17.0,H. Jones,1630529.0,3.0,,,,,,,,,,
312,PT09M41.00S,2021-12-09T02:18:25.9Z,3,REGULAR,foul,personal,[],202685,,,1610612743,63,66,2021-12-09T02:18:31Z,3080000,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 203999]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Jokic,203999.0,,,
314,PT09M29.00S,2021-12-09T02:18:50.9Z,3,REGULAR,3pt,Jump Shot,[],203999,67.23061760840999,48.28431372549019,1610612743,63,66,2021-12-09T02:19:00Z,3100000,-9.0,256.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
315,PT09M25.00S,2021-12-09T02:18:54.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,63,66,2021-12-09T02:19:00Z,3110000,,,0,,B. Ingram REBOUND (Off:0 Def:6),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,314.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
316,PT09M21.00S,2021-12-09T02:19:01.0Z,3,REGULAR,foul,personal,['2freethrow'],203115,,,1610612740,63,66,2021-12-09T02:19:14Z,3120000,,,0,,W. Barton shooting personal FOUL (1 PF) (Ingram 2 FT),"[203115, 1627742]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Ingram,1627742.0,,,
318,PT09M21.00S,2021-12-09T02:19:28.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627742,,,1610612740,64,66,2021-12-09T02:19:28Z,3140000,,,0,,B. Ingram Free Throw 1 of 2 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,9.0,,,,,,,,,,,,,
319,PT09M21.00S,2021-12-09T02:19:46.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627742,,,1610612740,65,66,2021-12-09T02:19:46Z,3150000,,,0,,B. Ingram Free Throw 2 of 2 (10 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,10.0,,,,,,,,,,,,,
320,PT09M07.00S,2021-12-09T02:20:02.3Z,3,REGULAR,3pt,Jump Shot,[],1628420,72.22404730617609,19.852941176470587,1610612743,65,66,2021-12-09T02:20:08Z,3160000,-151.0,209.0,1,right,MISS M. Morris 25' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
321,PT09M02.00S,2021-12-09T02:20:07.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,65,66,2021-12-09T02:20:08Z,3170000,,,0,,J. Hart REBOUND (Off:2 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,320.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
322,PT08M58.00S,2021-12-09T02:20:10.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,19.793035479632064,58.57843137254902,1610612740,67,66,2021-12-09T02:20:17Z,3180000,-43.0,134.0,1,left,B. Ingram 14' Jump Shot (12 PTS) (J. Hart 5 AST),"[1627742, 1628404]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,14.03,Made,,,,,,12.0,J. Hart,1628404.0,5.0,,,,,,,,,,
324,PT08M38.00S,2021-12-09T02:20:29.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,82.21090670170827,42.40196078431372,1610612743,67,66,2021-12-09T02:20:34Z,3200000,-38.0,115.0,1,right,MISS M. Morris 12' floating Shot,[1628420],1610612743.0,DEN,floating,,,Morris,M. Morris,,,,,12.08,Missed,,,,,,,,,,,,,,,,,,,
325,PT08M36.00S,2021-12-09T02:20:31.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,67,66,2021-12-09T02:20:34Z,3210000,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,324.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
326,PT08M32.00S,2021-12-09T02:20:35.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,5.469776609724048,53.92156862745098,1610612740,69,66,2021-12-09T02:20:46Z,3220000,-20.0,-1.0,1,left,B. Ingram Layup (14 PTS) (J. Hart 6 AST),"[1627742, 1628404]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,1.96,Made,,,,,,14.0,J. Hart,1628404.0,6.0,,,,,,,,,,
327,PT08M32.00S,2021-12-09T02:20:45.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,69,66,2021-12-09T02:20:45Z,3230000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT08M17.00S,2021-12-09T02:23:50.0Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,69,66,2021-12-09T02:24:04Z,3240000,,,0,,N. Jokic bad pass TURNOVER (4 TO),"[203999, 1627742]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,4.0,Ingram,1627742.0,,,,,,,
330,PT08M17.00S,2021-12-09T02:23:50.0Z,3,REGULAR,steal,,[],1627742,,,1610612740,69,66,2021-12-09T02:23:51Z,3250000,,,0,,B. Ingram STEAL (2 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT07M54.00S,2021-12-09T02:24:13.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202685,14.273981603153747,51.71568627450981,1610612740,69,66,2021-12-09T02:26:01Z,3260000,-9.0,82.0,1,left,MISS J. Valanciunas 8' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,8.22,Missed,,,,,,,,,,,,,,,,,,,
332,PT07M52.00S,2021-12-09T02:24:15.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,69,66,2021-12-09T02:24:20Z,3270000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,331.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
333,PT07M39.00S,2021-12-09T02:24:28.0Z,3,REGULAR,2pt,Jump Shot,[],203999,74.45795006570303,48.77450980392157,1610612743,69,68,2021-12-09T02:24:32Z,3280000,-6.0,188.0,1,right,N. Jokic 18' Jump Shot (19 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,18.77,Made,,,,,,19.0,,,,,,,,,,,,,
335,PT07M22.00S,2021-12-09T02:24:44.6Z,3,REGULAR,turnover,bad pass,[],1630529,,,1610612740,69,68,2021-12-09T02:24:52Z,3300000,,,0,,H. Jones bad pass TURNOVER (2 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,2.0,,,,,,,,,
337,PT07M21.00S,2021-12-09T02:24:53.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,69,68,2021-12-09T02:24:53Z,3320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT07M12.00S,2021-12-09T02:25:12.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201145,87.20433639947439,44.36274509803921,1610612743,69,68,2021-12-09T02:25:17Z,3330000,-28.0,68.0,1,right,MISS J. Green 7' Layup - blocked,"[201145, 202685]",1610612743.0,DEN,,,,Green,J. Green,,,,,7.34,Missed,,,,,,,,,,,,,,,,,Valanciunas,202685.0,
339,PT07M12.00S,2021-12-09T02:25:12.5Z,3,REGULAR,block,,[],202685,,,1610612743,69,68,2021-12-09T02:25:15Z,3340000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT07M08.00S,2021-12-09T02:25:16.5Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,69,68,2021-12-09T02:25:17Z,3350000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,338.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
341,PT07M05.00S,2021-12-09T02:25:19.3Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612740,69,68,2021-12-09T02:25:24Z,3360000,,,0,,J. Hart bad pass TURNOVER (5 TO),"[1628404, 1628420]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,5.0,Morris,1628420.0,,,,,,,
342,PT07M05.00S,2021-12-09T02:25:19.3Z,3,REGULAR,steal,,[],1628420,,,1610612743,69,68,2021-12-09T02:25:43Z,3370000,,,0,,M. Morris STEAL (2 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT06M57.00S,2021-12-09T02:25:27.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203932,77.61169513797634,90.68627450980392,1610612743,69,71,2021-12-09T02:25:33Z,3380000,203.0,158.0,1,right,A. Gordon 25' 3PT  (7 PTS) (W. Barton 4 AST),"[203932, 203115]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.76,Made,,,,,,7.0,W. Barton,203115.0,4.0,,,,,,,,,,
345,PT06M35.00S,2021-12-09T02:25:53.2Z,3,REGULAR,foul,personal,[],203115,,,1610612740,69,71,2021-12-09T02:26:18Z,3400000,,,0,,W. Barton personal FOUL (2 PF),"[203115, 202685]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Valanciunas,202685.0,,,
347,PT06M21.00S,2021-12-09T02:26:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.863994743758213,63.23529411764706,1610612740,69,71,2021-12-09T02:27:01Z,3420000,-66.0,3.0,1,left,MISS H. Jones 6' Layup,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,6.63,Missed,,,,,,,,,,,,,,,,,,,
348,PT06M21.00S,2021-12-09T02:26:28.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,69,71,2021-12-09T02:27:01Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,347.0,,,,,,,,,,,,,,,,,,
349,PT06M21.00S,2021-12-09T02:26:32.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612740,69,71,2021-12-09T02:26:38Z,3440000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,
350,PT06M04.00S,2021-12-09T02:26:55.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,87.86136662286465,46.07843137254902,1610612743,69,73,2021-12-09T02:33:00Z,3450000,-20.0,62.0,1,right,N. Jokic 6' driving floating Jump Shot (21 PTS),[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,6.46,Made,,,,,,21.0,,,,,,,,,,,,,
351,PT05M57.00S,2021-12-09T02:27:06.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,69,73,2021-12-09T02:27:06Z,3460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT05M42.00S,2021-12-09T02:27:27.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,10.5946123521682,51.71568627450981,1610612740,71,73,2021-12-09T02:27:38Z,3470000,-9.0,47.0,1,left,J. Valanciunas turnaround fadeaway Jump Shot (19 PTS) (B. Ingram 2 AST),"[202685, 1627742]",1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,4.79,Made,,,,,,19.0,B. Ingram,1627742.0,2.0,,,,,,,,,,
354,PT05M17.00S,2021-12-09T02:28:03.1Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612743,71,73,2021-12-09T02:28:21Z,3490000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Jokic 2 FT),"[202685, 203999]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Jokic,203999.0,,,
356,PT05M17.00S,2021-12-09T02:28:30.0Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,71,74,2021-12-09T02:28:30Z,3510000,,,0,,N. Jokic Free Throw 1 of 2 (22 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,22.0,,,,,,,,,,,,,
357,PT05M17.00S,2021-12-09T02:28:30.0Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,71,74,2021-12-09T02:28:47Z,3520000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
358,PT05M15.00S,2021-12-09T02:28:32.0Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,71,74,2021-12-09T02:28:47Z,3530000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,357.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
359,PT04M52.00S,2021-12-09T02:29:08.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.258212877792378,44.85294117647059,1610612740,71,74,2021-12-09T02:29:13Z,3540000,26.0,6.0,1,left,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,,
360,PT04M49.00S,2021-12-09T02:29:11.3Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,71,74,2021-12-09T02:38:14Z,3550000,,,0,,J. Valanciunas REBOUND (Off:3 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,359.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
403,PT04M49.00S,2021-12-09T02:29:12.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,8.804204993429698,52.473958333333336,1610612740,71,74,2021-12-09T02:38:40Z,3555000,-12.0,30.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,,
404,PT04M49.00S,2021-12-09T02:29:12.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,71,74,2021-12-09T02:38:40Z,3557500,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,403.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
361,PT04M45.00S,2021-12-09T02:29:15.8Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,71,74,2021-12-09T02:29:21Z,3560000,,,0,,N. Jokic bad pass TURNOVER (5 TO),"[203999, 1630529]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,5.0,Jones,1630529.0,,,,,,,
362,PT04M45.00S,2021-12-09T02:29:15.8Z,3,REGULAR,steal,,[],1630529,,,1610612740,71,74,2021-12-09T02:29:18Z,3570000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
