actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
596,PT04M54.00S,2026-01-16T03:12:00.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203482,10.988830486202366,50.245098039215684,1610612759,117,90,2026-01-16T03:13:21Z,5960000,False,-1.0,51.0,1,left,K. Olynyk driving Hook (4 PTS),[203482],1610612759.0,SAS,driving,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,5.08,Made,,4.0,,,,,,,,,,,,,
597,PT04M42.00S,2026-01-16T03:12:12.1Z,4,REGULAR,2pt,Jump Shot,[],1629599,86.28449408672799,74.01960784313727,1610612749,117,90,2026-01-16T03:12:17Z,5970000,False,120.0,76.0,1,right,MISS A. Coffey 14' pullup Shot,[1629599],1610612749.0,MIL,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Right,,,,14.23,Missed,,,,,,,,,,,,,,,
598,PT04M39.00S,2026-01-16T03:12:15.1Z,4,REGULAR,rebound,defensive,[],1630322,,,1610612759,117,90,2026-01-16T03:12:17Z,5980000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,Mid-Range,8-16 Right,,,,,,597.0,,,,,1.0,1.0,0.0,,,,,,,
599,PT04M29.00S,2026-01-16T03:12:27.4Z,4,REGULAR,foul,personal,[],1641748,,,1610612759,117,90,2026-01-16T03:12:32Z,5990000,False,,,0,,A. Jackson Jr. personal FOUL (3 PF),"[1641748, 1630322]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,203593.0,3.0,0.0,Waters III,1630322.0,,
601,PT04M23.00S,2026-01-16T03:12:50.5Z,4,REGULAR,3pt,Jump Shot,[],1630322,32.013797634691194,46.568627450980394,1610612759,117,90,2026-01-16T03:12:55Z,6010000,False,17.0,248.0,1,left,MISS L. Waters III 24' 3PT,[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,,,,24.9,Missed,,,,,,,,,,,,,,,
602,PT04M21.00S,2026-01-16T03:12:52.5Z,4,REGULAR,rebound,defensive,[],1630579,,,1610612749,117,90,2026-01-16T03:12:55Z,6020000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,601.0,,,,,2.0,2.0,0.0,,,,,,,
603,PT04M01.00S,2026-01-16T03:13:12.9Z,4,REGULAR,3pt,Jump Shot,[],1641748,79.31997371879106,7.8431372549019605,1610612749,117,90,2026-01-16T03:13:17Z,6030000,False,-211.0,142.0,1,right,MISS A. Jackson Jr. 25' 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.41,Missed,,,,,,,,,,,,,,,
604,PT03M57.00S,2026-01-16T03:13:16.9Z,4,REGULAR,rebound,defensive,[],1629162,,,1610612759,117,90,2026-01-16T03:13:17Z,6040000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,,,,,,603.0,,,,,1.0,1.0,0.0,,,,,,,
605,PT03M50.00S,2026-01-16T03:13:26.5Z,4,REGULAR,turnover,traveling,[],1642868,,,1610612759,117,90,2026-01-16T03:13:32Z,6050000,False,,,0,,C. Bryant traveling TURNOVER (1 TO),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,,,,2534.0,,,,,,
606,PT03M50.00S,2026-01-16T03:13:33.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,117,90,2026-01-16T03:13:33Z,6060000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M50.00S,2026-01-16T03:16:01.9Z,4,REGULAR,substitution,out,[],1631250,,,1610612749,117,90,2026-01-16T03:16:29Z,6070000,False,,,0,,SUB out: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M50.00S,2026-01-16T03:16:01.9Z,4,REGULAR,substitution,in,[],203648,,,1610612749,117,90,2026-01-16T03:16:29Z,6080000,False,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M31.00S,2026-01-16T03:16:45.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630175,80.3712220762155,48.529411764705884,1610612749,117,90,2026-01-16T03:16:49Z,6090000,False,-7.0,132.0,1,right,MISS C. Anthony 13' pullup Shot,[1630175],1610612749.0,MIL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,13.22,Missed,,,,,,,,,,,,,,,
611,PT03M31.00S,2026-01-16T03:16:45.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,117,90,2026-01-16T03:16:49Z,6100000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,610.0,,,,,,,,,,,,,,
612,PT03M31.00S,2026-01-16T03:16:49.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629162,,,1610612749,117,90,2026-01-16T03:17:36Z,6110000,False,,,0,,J. McLaughlin loose ball personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629162, 1641748]",1610612759.0,SAS,loose ball,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Jackson Jr.,1641748.0,,
614,PT03M31.00S,2026-01-16T03:17:33.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641748,,,1610612749,117,91,2026-01-16T03:17:33Z,6130000,False,,,0,,A. Jackson Jr. Free Throw 1 of 2 (3 PTS),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
615,PT03M31.00S,2026-01-16T03:17:45.4Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641748,,,1610612749,117,92,2026-01-16T03:17:45Z,6140000,False,,,0,,A. Jackson Jr. Free Throw 2 of 2 (4 PTS),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
616,PT03M13.00S,2026-01-16T03:18:05.4Z,4,REGULAR,3pt,Jump Shot,[],1642868,30.436925098554536,68.62745098039215,1610612759,117,92,2026-01-16T03:18:09Z,6150000,False,-93.0,234.0,1,left,MISS C. Bryant 25' pullup 3PT,[1642868],1610612759.0,SAS,pullup,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Left Center,,,,25.15,Missed,,,,,,,,,,,,,,,
617,PT03M11.00S,2026-01-16T03:18:07.4Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612749,117,92,2026-01-16T03:18:09Z,6160000,False,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,616.0,,,,,3.0,3.0,0.0,,,,,,,
618,PT02M58.00S,2026-01-16T03:18:20.0Z,4,REGULAR,3pt,Jump Shot,[],1629599,73.01248357424441,84.55882352941177,1610612749,117,92,2026-01-16T03:18:25Z,6170000,False,173.0,201.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,,26.52,Missed,,,,,,,,,,,,,,,
619,PT02M54.00S,2026-01-16T03:18:23.7Z,4,REGULAR,rebound,offensive,[],1630579,,,1610612749,117,92,2026-01-16T03:18:23Z,6180000,False,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,618.0,,,,,3.0,2.0,1.0,,,,,,,
620,PT02M51.00S,2026-01-16T03:18:29.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612749,117,92,2026-01-16T03:18:39Z,6190000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Sims 2 FT),"[203482, 1630579]",1610612759.0,SAS,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Sims,1630579.0,,
622,PT02M51.00S,2026-01-16T03:18:57.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630579,,,1610612749,117,92,2026-01-16T03:18:57Z,6210000,False,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
623,PT02M51.00S,2026-01-16T03:18:57.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,117,92,2026-01-16T03:18:57Z,6220000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,
624,PT02M51.00S,2026-01-16T03:19:16.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630579,,,1610612749,117,93,2026-01-16T03:19:16Z,6230000,False,,,0,,J. Sims Free Throw 2 of 2 (1 PTS),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
625,PT02M45.00S,2026-01-16T03:19:25.1Z,4,REGULAR,foul,personal,[],1630579,,,1610612759,117,93,2026-01-16T03:19:32Z,6240000,False,,,0,,J. Sims personal FOUL (1 PF),"[1630579, 203482]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1629177.0,1.0,0.0,Olynyk,203482.0,,
627,PT02M42.00S,2026-01-16T03:19:42.3Z,4,REGULAR,turnover,bad pass,[],1629162,,,1610612759,117,93,2026-01-16T03:19:47Z,6260000,False,,,0,,J. McLaughlin bad pass TURNOVER (2 TO),"[1629162, 203648]",1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,2.0,Antetokounmpo,203648.0,,,,,,,,,,,,,,,,,
628,PT02M42.00S,2026-01-16T03:19:42.3Z,4,REGULAR,steal,,[],203648,,,1610612749,117,93,2026-01-16T03:19:44Z,6270000,False,,,0,,T. Antetokounmpo STEAL (1 STL),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
629,PT02M39.00S,2026-01-16T03:19:45.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203648,93.64323258869908,49.26470588235294,1610612749,117,95,2026-01-16T03:19:55Z,6280000,False,-4.0,7.0,1,right,T. Antetokounmpo running DUNK (2 PTS) (J. Sims 1 AST),"[203648, 1630579]",1610612749.0,MIL,running,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,0.82,Made,,2.0,J. Sims,1630579.0,1.0,,,,,,,,,,
631,PT02M29.00S,2026-01-16T03:19:54.9Z,4,REGULAR,3pt,Jump Shot,[],1631110,26.231931668856767,17.647058823529413,1610612759,117,95,2026-01-16T03:20:02Z,6300000,False,162.0,194.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,25.27,Missed,,,,,,,,,,,,,,,
632,PT02M26.00S,2026-01-16T03:19:57.9Z,4,REGULAR,rebound,offensive,[],1642868,,,1610612759,117,95,2026-01-16T03:20:44Z,6310000,False,,,0,,C. Bryant REBOUND (Off:2 Def:3),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,631.0,,,,,5.0,3.0,2.0,,,,,,,
633,PT02M26.00S,2026-01-16T03:20:00.9Z,4,REGULAR,turnover,traveling,[],1629162,,,1610612759,117,95,2026-01-16T03:20:12Z,6320000,False,,,0,,J. McLaughlin traveling TURNOVER (3 TO),[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,8-16 Left,3.0,,,,,,,,,,,,,2534.0,,,,,,
634,PT02M04.00S,2026-01-16T03:20:31.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641748,91.27792378449409,3.1862745098039214,1610612749,117,98,2026-01-16T03:20:35Z,6330000,False,-234.0,29.0,1,right,A. Jackson Jr. 3PT  (7 PTS) (T. Antetokounmpo 1 AST),"[1641748, 203648]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,23.6,Made,,7.0,T. Antetokounmpo,203648.0,1.0,,,,,,,,,,
636,PT01M50.00S,2026-01-16T03:20:50.7Z,4,REGULAR,turnover,out-of-bounds,[],1630322,,,1610612759,117,98,2026-01-16T03:20:59Z,6350000,False,,,0,,L. Waters III bad pass out-of-bounds TURNOVER (1 TO),[1630322],1610612759.0,SAS,bad pass,,,Waters III,L. Waters III,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,2534.0,,,,,,
637,PT01M34.00S,2026-01-16T03:21:16.2Z,4,REGULAR,turnover,bad pass,[],1630175,,,1610612749,117,98,2026-01-16T03:21:23Z,6360000,False,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1642868]",1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,2.0,Bryant,1642868.0,,,,,,,,,,,,,,,,,
638,PT01M34.00S,2026-01-16T03:21:16.2Z,4,REGULAR,steal,,[],1642868,,,1610612759,117,98,2026-01-16T03:21:17Z,6370000,False,,,0,,C. Bryant STEAL (1 STL),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
639,PT01M30.00S,2026-01-16T03:21:20.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642868,5.995400788436268,49.01960784313725,1610612759,117,98,2026-01-16T03:21:28Z,6380000,False,5.0,4.0,1,left,MISS C. Bryant running finger roll Layup,[1642868],1610612759.0,SAS,running finger roll,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,,,,0.63,Missed,,,,,,,,,,,,,,,
640,PT01M26.00S,2026-01-16T03:21:24.9Z,4,REGULAR,rebound,defensive,[],1629599,,,1610612749,117,98,2026-01-16T03:22:00Z,6390000,False,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,639.0,,,,,2.0,2.0,0.0,,,,,,,
641,PT01M11.00S,2026-01-16T03:21:38.5Z,4,REGULAR,3pt,Jump Shot,[],1629599,73.80091984231275,81.37254901960785,1610612749,117,98,2026-01-16T03:21:43Z,6400000,False,157.0,194.0,1,right,MISS A. Coffey 24' 3PT,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,,24.94,Missed,,,,,,,,,,,,,,,
642,PT01M07.00S,2026-01-16T03:21:42.5Z,4,REGULAR,rebound,offensive,[],1630579,,,1610612749,117,98,2026-01-16T03:21:43Z,6410000,False,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,641.0,,,,,4.0,2.0,2.0,,,,,,,
643,PT01M01.00S,2026-01-16T03:21:49.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630175,83.919185282523,55.392156862745104,1610612749,117,98,2026-01-16T03:22:54Z,6420000,False,27.0,99.0,1,right,MISS C. Anthony 10' driving floating bank Shot,[1630175],1610612749.0,MIL,driving floating bank,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,10.23,Missed,,,,,,,,,,,,,,,
644,PT00M56.80S,2026-01-16T03:21:53.2Z,4,REGULAR,rebound,defensive,[],1631110,,,1610612759,117,98,2026-01-16T03:21:54Z,6430000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,643.0,,,,,1.0,1.0,0.0,,,,,,,
645,PT00M45.10S,2026-01-16T03:22:06.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,7.440867279894875,37.99019607843137,1610612759,119,98,2026-01-16T03:23:30Z,6440000,False,60.0,17.0,1,left,J. Sochan 6' cutting Layup (2 PTS) (K. Olynyk 1 AST),"[1631110, 203482]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,6.25,Made,,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,
647,PT00M27.10S,2026-01-16T03:22:27.0Z,4,REGULAR,turnover,lost ball,[],203648,,,1610612749,119,98,2026-01-16T03:22:33Z,6460000,False,,,0,,T. Antetokounmpo lost ball TURNOVER (1 TO),"[203648, 1629162]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,1.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,,
648,PT00M27.10S,2026-01-16T03:22:27.0Z,4,REGULAR,steal,,[],1629162,,,1610612759,119,98,2026-01-16T03:22:28Z,6470000,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
649,PT00M23.40S,2026-01-16T03:22:32.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629162,6.258212877792378,48.77450980392157,1610612759,119,98,2026-01-16T03:22:39Z,6480000,False,6.0,6.0,1,left,MISS J. McLaughlin running Layup - blocked,"[1629162, 1630175]",1610612759.0,SAS,running,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,0.88,Missed,,,,,,,,,,,,,,Anthony,1630175.0
650,PT00M23.40S,2026-01-16T03:22:32.4Z,4,REGULAR,block,,[],1630175,,,1610612759,119,98,2026-01-16T03:22:35Z,6490000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
651,PT00M23.40S,2026-01-16T03:22:32.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,119,98,2026-01-16T03:22:39Z,6500000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,649.0,,,,,,,,,,,,,,
657,PT00M01.60S,2026-01-16T03:23:32.8Z,4,REGULAR,violation,defensive goaltending,[],203482,,,1610612749,119,98,2026-01-16T03:27:23Z,6545000,False,,,0,,K. Olynyk defensive goaltending VIOLATION,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,203593.0,,,,,,
655,PT00M01.60S,2026-01-16T03:23:32.8Z,4,REGULAR,3pt,Jump Shot,[],1630175,63.288436268068324,50.49019607843137,1610612749,119,101,2026-01-16T03:25:07Z,6547500,False,2.0,293.0,1,right,C. Anthony 29' 3PT step back (7 PTS) (A. Jackson Jr. 1 AST),"[1630175, 1641748]",1610612749.0,MIL,step back,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,29.26,Made,,7.0,A. Jackson Jr.,1641748.0,1.0,,,,,,,,,,
656,PT00M00.00S,2026-01-16T03:23:37.0Z,4,REGULAR,period,end,[],0,,,1610612759,119,101,2026-01-16T03:23:37Z,6550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M00.00S,2026-01-16T03:23:54.1Z,4,REGULAR,game,end,[],0,,,0,119,101,2026-01-16T03:23:54Z,6570000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
