actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
256,PT06M05.00S,2024-03-28T00:53:45.4Z,2,REGULAR,steal,,[],1630590,,,1610612763,49,55,2024-03-28T00:53:47Z,2540000,False,,,0,,S. Pippen Jr. STEAL (2 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
257,PT05M58.00S,2024-03-28T00:53:52.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,26.330486202365307,26.470588235294116,1610612763,49,55,2024-03-28T01:14:17Z,2550000,False,118.0,195.0,1,left,MISS D. Bane 22' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,,Mid-Range,16-24 Right Center,22.77,Missed,,,,,,,,,,,,,,,,,
258,PT05M55.00S,2024-03-28T00:53:55.4Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,49,55,2024-03-28T01:14:17Z,2560000,False,,,0,,B. Clarke REBOUND (Off:2 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Mid-Range,16-24 Right Center,,,257.0,2.0,0.0,2.0,,,,,,,,,,,,,
259,PT05M53.00S,2024-03-28T00:53:58.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628991,30.699737187910642,63.970588235294116,1610612763,49,55,2024-03-28T00:54:01Z,2570000,False,-70.0,236.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Center,24.62,Missed,,,,,,,,,,,,,,,,,
260,PT05M50.00S,2024-03-28T00:54:01.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,49,55,2024-03-28T00:54:01Z,2580000,False,,,0,,L. James REBOUND (Off:0 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Center,,,259.0,7.0,7.0,0.0,,,,,,,,,,,,,
261,PT05M30.00S,2024-03-28T00:54:20.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,80.23981603153744,53.92156862745098,1610612747,49,55,2024-03-28T00:54:24Z,2590000,False,20.0,133.0,1,right,MISS A. Reaves 13' turnaround fadeaway Shot,[1630559],1610612747.0,LAL,turnaround fadeaway,,,Reaves,A. Reaves,,,,,,In The Paint (Non-RA),8-16 Center,13.46,Missed,,,,,,,,,,,,,,,,,
262,PT05M27.00S,2024-03-28T00:54:23.4Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,49,55,2024-03-28T00:54:24Z,2600000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,In The Paint (Non-RA),8-16 Center,,,261.0,2.0,2.0,0.0,,,,,,,,,,,,,
263,PT05M16.00S,2024-03-28T00:54:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.514454664914586,37.5,1610612763,49,55,2024-03-28T00:54:38Z,2610000,False,62.0,56.0,1,left,MISS J. Jackson Jr. 8' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),8-16 Right,8.37,Missed,,,,,,,,,,,,,,,,,
264,PT05M12.00S,2024-03-28T00:54:37.9Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,49,55,2024-03-28T00:54:38Z,2620000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,In The Paint (Non-RA),8-16 Right,,,263.0,1.0,1.0,0.0,,,,,,,,,,,,,
265,PT05M09.00S,2024-03-28T00:54:42.4Z,2,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612747,49,55,2024-03-28T00:54:53Z,2630000,False,,,0,,S. Pippen Jr. shooting personal FOUL (1 PF) (James 2 FT),"[1630590, 2544]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,James,2544.0
267,PT05M09.00S,2024-03-28T00:55:11.0Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,49,56,2024-03-28T00:55:11Z,2650000,False,,,0,,L. James Free Throw 1 of 2 (9 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
268,PT05M09.00S,2024-03-28T00:55:29.5Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,49,56,2024-03-28T00:55:29Z,2660000,False,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
269,PT05M07.00S,2024-03-28T00:55:30.4Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,49,56,2024-03-28T00:55:30Z,2670000,False,,,0,,G. Jackson REBOUND (Off:0 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,268.0,2.0,2.0,0.0,,,,,,,,,,,,,
270,PT04M53.00S,2024-03-28T00:55:44.9Z,2,REGULAR,3pt,Jump Shot,[],1630590,22.683968462549277,13.480392156862745,1610612763,52,56,2024-03-28T00:55:48Z,2680000,False,183.0,161.0,1,left,S. Pippen Jr. 24' 3PT  (10 PTS) (D. Bane 6 AST),"[1630590, 1630217]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,Above the Break 3,24+ Right Center,24.32,Made,,,,,,,10.0,D. Bane,1630217.0,6.0,,,,,,,
272,PT04M37.00S,2024-03-28T00:56:00.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.51182654402102,50.0,1610612747,52,58,2024-03-28T00:56:03Z,2700000,False,0.0,8.0,1,right,J. Hayes alley-oop DUNK (10 PTS) (L. James 5 AST),"[1629637, 2544]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,10.0,L. James,2544.0,5.0,,,,,,,
274,PT04M24.00S,2024-03-28T00:56:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,8.754927726675426,62.00980392156863,1610612763,54,58,2024-03-28T00:56:17Z,2720000,False,-60.0,30.0,1,left,J. Jackson Jr. 6' driving Layup (5 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,,,,,,,5.0,,,,,,,,,,
275,PT04M02.00S,2024-03-28T00:56:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,82.07950065703022,41.17647058823529,1610612747,54,60,2024-03-28T00:56:38Z,2730000,False,-44.0,116.0,1,right,L. James 12' turnaround fadeaway Jump Shot (11 PTS) (A. Reaves 6 AST),"[2544, 1630559]",1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,,,11.0,A. Reaves,1630559.0,6.0,,,,,,,
277,PT03M50.00S,2024-03-28T00:56:50.4Z,2,REGULAR,turnover,traveling,[],1630217,,,1610612763,54,60,2024-03-28T00:56:55Z,2750000,False,,,0,,D. Bane traveling TURNOVER (2 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,1193.0,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,,,,,,
278,PT03M30.00S,2024-03-28T00:57:21.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],2544,87.72996057818659,27.696078431372552,1610612747,54,62,2024-03-28T00:57:25Z,2760000,False,-112.0,63.0,1,right,L. James 12' turnaround fadeaway Jump Shot (13 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,Mid-Range,8-16 Left,12.8,Made,,,,,,,13.0,,,,,,,,,,
279,PT03M15.00S,2024-03-28T00:57:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,5.995400788436268,47.794117647058826,1610612763,54,62,2024-03-28T00:57:42Z,2770000,False,11.0,4.0,1,left,MISS B. Clarke driving reverse Layup,[1629634],1610612763.0,MEM,driving reverse,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,
280,PT03M12.00S,2024-03-28T00:57:40.6Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,54,62,2024-03-28T00:57:40Z,2780000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,279.0,3.0,1.0,2.0,,,,,,,,,,,,,
281,PT02M59.00S,2024-03-28T00:57:53.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630590,32.933639947437584,27.941176470588236,1610612763,54,62,2024-03-28T00:57:56Z,2790000,False,110.0,257.0,1,left,MISS S. Pippen Jr. 27' 3PT,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,
282,PT02M56.00S,2024-03-28T00:57:56.1Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,54,62,2024-03-28T00:57:56Z,2800000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Above the Break 3,24+ Right Center,,,281.0,4.0,4.0,0.0,,,,,,,,,,,,,
283,PT02M40.00S,2024-03-28T00:58:13.1Z,2,REGULAR,3pt,Jump Shot,[],1630559,69.85873850197109,25.735294117647058,1610612747,54,62,2024-03-28T00:58:16Z,2810000,False,-121.0,231.0,1,right,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,
284,PT02M37.00S,2024-03-28T00:58:16.1Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,54,62,2024-03-28T00:58:16Z,2820000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Left Center,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,
285,PT02M28.00S,2024-03-28T00:58:26.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,8.09789750328515,56.127450980392155,1610612763,56,62,2024-03-28T00:58:31Z,2830000,False,-31.0,24.0,1,left,J. Jackson Jr. driving Layup (7 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,,,7.0,,,,,,,,,,
286,PT02M28.00S,2024-03-28T00:58:28.4Z,2,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612763,56,62,2024-03-28T00:58:56Z,2840000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Jackson Jr. 1 FT),"[1629637, 1628991]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,1628951.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0
288,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,out,[],1630590,,,1610612763,56,62,2024-03-28T00:58:52Z,2860000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,out,[],1641713,,,1610612763,56,62,2024-03-28T00:58:52Z,2870000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,56,62,2024-03-28T00:58:52Z,2880000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,out,[],2544,,,1610612763,56,62,2024-03-28T00:58:52Z,2890000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,56,62,2024-03-28T00:58:52Z,2900000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,in,[],1630205,,,1610612763,56,62,2024-03-28T00:58:52Z,2910000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,in,[],1631222,,,1610612763,56,62,2024-03-28T00:58:52Z,2920000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M28.00S,2024-03-28T00:58:34.4Z,2,REGULAR,substitution,in,[],1629629,,,1610612763,56,62,2024-03-28T00:58:52Z,2930000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M28.00S,2024-03-28T00:59:32.0Z,2,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,57,62,2024-03-28T00:59:32Z,2940000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,
297,PT02M16.00S,2024-03-28T00:59:46.6Z,2,REGULAR,3pt,Jump Shot,[],1629060,90.75229960578186,4.411764705882353,1610612747,57,65,2024-03-28T00:59:50Z,2950000,False,-228.0,34.0,1,right,R. Hachimura 3PT  (16 PTS) (S. Dinwiddie 1 AST),"[1629060, 203915]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Left Corner 3,24+ Left,23.05,Made,,,,,,,16.0,S. Dinwiddie,203915.0,1.0,,,,,,,
299,PT01M53.00S,2024-03-28T01:00:09.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,13.61695137976347,47.30392156862745,1610612763,59,65,2024-03-28T01:00:13Z,2970000,False,13.0,75.0,1,left,L. Stevens 7' fadeaway Jump Shot (9 PTS),[1630205],1610612763.0,MEM,fadeaway,,,Stevens,L. Stevens,,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,,,,,,,9.0,,,,,,,,,,
300,PT01M34.00S,2024-03-28T01:00:28.5Z,2,REGULAR,3pt,Jump Shot,[],1629629,92.9862023653088,96.32352941176471,1610612747,59,65,2024-03-28T01:00:33Z,2980000,False,232.0,13.0,1,right,MISS C. Reddish 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,
301,PT01M31.00S,2024-03-28T01:00:31.5Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612763,59,65,2024-03-28T01:00:33Z,2990000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,Right Corner 3,24+ Right,,,300.0,2.0,2.0,0.0,,,,,,,,,,,,,
302,PT01M26.00S,2024-03-28T01:00:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630205,10.33180026281209,47.30392156862745,1610612763,59,65,2024-03-28T01:00:42Z,3000000,False,13.0,45.0,1,left,MISS L. Stevens running Layup - blocked,"[1630205, 1629637]",1610612763.0,MEM,running,,,Stevens,L. Stevens,,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,Hayes,1629637.0,,,,,,,,,,,
303,PT01M26.00S,2024-03-28T01:00:37.3Z,2,REGULAR,block,,[],1629637,,,1610612763,59,65,2024-03-28T01:00:39Z,3010000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
304,PT01M21.00S,2024-03-28T01:00:42.3Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,59,65,2024-03-28T01:07:19Z,3020000,False,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,In The Paint (Non-RA),0-8 Center,,,302.0,3.0,3.0,0.0,,,,,,,,,,,,,
305,PT01M19.00S,2024-03-28T01:00:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630559,93.9060446780552,49.50980392156863,1610612747,59,67,2024-03-28T01:00:47Z,3030000,False,-2.0,5.0,1,right,A. Reaves running finger roll Layup (5 PTS),[1630559],1610612747.0,LAL,running finger roll,,,Reaves,A. Reaves,,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,5.0,,,,,,,,,,
306,PT00M59.90S,2024-03-28T01:01:02.9Z,2,REGULAR,3pt,Jump Shot,[],1630205,7.835085413929041,95.83333333333334,1610612763,59,67,2024-03-28T01:01:07Z,3040000,False,-229.0,21.0,1,left,MISS L. Stevens 3PT,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,Left Corner 3,24+ Left,23.02,Missed,,,,,,,,,,,,,,,,,
307,PT00M56.40S,2024-03-28T01:01:06.4Z,2,REGULAR,rebound,defensive,[],203915,,,1610612747,59,67,2024-03-28T01:01:07Z,3050000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:4),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Left Corner 3,24+ Left,,,306.0,4.0,4.0,0.0,,,,,,,,,,,,,
308,PT00M54.00S,2024-03-28T01:01:11.4Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612747,59,67,2024-03-28T01:01:22Z,3060000,False,,,0,,D. Bane shooting personal FOUL (2 PF) (Reaves 2 FT),"[1630217, 1630559]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,1162.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Reaves,1630559.0
310,PT00M54.00S,2024-03-28T01:01:38.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630559,,,1610612747,59,68,2024-03-28T01:01:38Z,3080000,False,,,0,,A. Reaves Free Throw 1 of 2 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
311,PT00M54.00S,2024-03-28T01:01:53.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630559,,,1610612747,59,69,2024-03-28T01:01:53Z,3090000,False,,,0,,A. Reaves Free Throw 2 of 2 (7 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
312,PT00M39.00S,2024-03-28T01:02:10.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,11.251642575558476,40.931372549019606,1610612763,61,69,2024-03-28T01:02:24Z,3100000,False,45.0,53.0,1,left,J. Jackson Jr. 6' turnaround bank Hook (10 PTS) (D. Bane 7 AST),"[1628991, 1630217]",1610612763.0,MEM,turnaround bank,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,6.99,Made,,,,,,,10.0,D. Bane,1630217.0,7.0,,,,,,,
314,PT00M30.60S,2024-03-28T01:02:23.3Z,2,REGULAR,3pt,Jump Shot,[],203915,64.60249671484888,51.9607843137255,1610612747,61,69,2024-03-28T01:02:26Z,3120000,False,10.0,280.0,1,right,MISS S. Dinwiddie 28' pullup 3PT,[203915],1610612747.0,LAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,Above the Break 3,24+ Center,28.04,Missed,,,,,,,,,,,,,,,,,
315,PT00M27.70S,2024-03-28T01:02:26.2Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,61,69,2024-03-28T01:02:26Z,3130000,False,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Center,,,314.0,4.0,4.0,0.0,,,,,,,,,,,,,
316,PT00M13.10S,2024-03-28T01:02:43.7Z,2,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,61,69,2024-03-28T01:59:30Z,3140000,False,,,0,,D. Bane lost ball out-of-bounds TURNOVER (3 TO),[1630217],1610612763.0,MEM,lost ball,,,Bane,D. Bane,,,,,1628951.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,3.0,,,,,,
317,PT00M02.10S,2024-03-28T01:03:06.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,69.99014454664915,21.568627450980394,1610612747,61,69,2024-03-28T01:03:14Z,3150000,False,-142.0,230.0,1,right,MISS A. Reaves 27' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,
318,PT00M02.10S,2024-03-28T01:03:06.7Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,61,69,2024-03-28T01:03:14Z,3160000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Left Center,,,317.0,2.0,2.0,0.0,,,,,,,,,,,,,
319,PT00M00.00S,2024-03-28T01:03:14.1Z,2,REGULAR,period,end,[],0,,,1610612763,61,69,2024-03-28T01:03:14Z,3170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,out,['startperiod'],1630205,,,1610612763,61,69,2024-03-28T01:18:24Z,3180000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612763,61,69,2024-03-28T01:18:24Z,3190000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,out,['startperiod'],203915,,,1610612763,61,69,2024-03-28T01:18:24Z,3200000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,out,['startperiod'],1629629,,,1610612763,61,69,2024-03-28T01:18:24Z,3210000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,in,['startperiod'],1630590,,,1610612763,61,69,2024-03-28T01:18:24Z,3220000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,in,['startperiod'],1641713,,,1610612763,61,69,2024-03-28T01:18:24Z,3230000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,in,['startperiod'],2544,,,1610612763,61,69,2024-03-28T01:18:24Z,3240000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2024-03-28T01:17:18.0Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612763,61,69,2024-03-28T01:18:24Z,3250000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2024-03-28T01:18:36.6Z,3,REGULAR,period,start,[],0,,,1610612747,61,69,2024-03-28T01:18:36Z,3260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M42.00S,2024-03-28T01:18:59.4Z,3,REGULAR,foul,offensive,[],1629637,,,1610612747,61,69,2024-03-28T01:19:39Z,3270000,False,,,0,,J. Hayes offensive FOUL (3 PF),"[1629637, 1641713]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,1162.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,0.0,Jackson,1641713.0
331,PT11M42.00S,2024-03-28T01:18:59.4Z,3,REGULAR,turnover,offensive foul,[],1629637,,,1610612747,61,69,2024-03-28T01:18:59Z,3290000,False,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,1162.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,,,,
332,PT11M36.00S,2024-03-28T01:19:22.9Z,3,REGULAR,foul,personal,[],1629060,,,1610612763,61,69,2024-03-28T01:20:21Z,3300000,False,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 1641713]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,1162.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,0.0,Jackson,1641713.0
334,PT11M31.00S,2024-03-28T01:19:41.8Z,3,REGULAR,turnover,out-of-bounds,[],1630590,,,1610612763,61,69,2024-03-28T01:19:46Z,3320000,False,,,0,,S. Pippen Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630590],1610612763.0,MEM,bad pass,,,Pippen Jr.,S. Pippen Jr.,,,,,1193.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,
