actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
252,PT04M26.00S,2023-12-31T00:54:30.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629614,92.46057818659659,46.81372549019608,1610612754,49,46,2023-12-31T00:54:36Z,2480000,False,-16.0,18.0,1,right,MISS A. Nembhard finger roll Layup,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,finger roll,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M23.00S,2023-12-31T00:54:33.5Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,49,46,2023-12-31T00:54:36Z,2490000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Restricted Area,0-8 Center,,,252.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
254,PT04M08.00S,2023-12-31T00:54:48.5Z,2,REGULAR,3pt,Jump Shot,[],1628973,28.07161629434954,79.65686274509804,1610612752,49,49,2023-12-31T00:54:52Z,2500000,False,-148.0,211.0,1,left,J. Brunson 25' 3PT  (12 PTS) (D. DiVincenzo 1 AST),"[1628973, 1628978]",1610612752.0,NYK,,Brunson,J. Brunson,,Above the Break 3,24+ Left Center,25.82,Made,,,,,12.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,,,
256,PT03M53.00S,2023-12-31T00:55:03.8Z,2,REGULAR,3pt,Jump Shot,[],1630167,94.03745072273325,96.32352941176471,1610612754,52,49,2023-12-31T00:55:11Z,2520000,False,232.0,4.0,1,right,O. Toppin 3PT  (5 PTS) (T. Haliburton 10 AST),"[1630167, 1630169]",1610612754.0,IND,,Toppin,O. Toppin,,Right Corner 3,24+ Right,23.16,Made,,,,,5.0,T. Haliburton,1630169.0,10.0,,,,,,,,,,,,,,,
258,PT03M50.00S,2023-12-31T00:55:10.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,52,49,2023-12-31T00:55:20Z,2540000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,203592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M32.00S,2023-12-31T00:55:45.9Z,2,REGULAR,substitution,out,[],1630543,,,1610612752,52,49,2023-12-31T00:55:53Z,2560000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M32.00S,2023-12-31T00:55:45.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612752,52,49,2023-12-31T00:55:53Z,2570000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M29.00S,2023-12-31T00:56:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,15.062417871222076,47.30392156862745,1610612752,52,51,2023-12-31T01:02:55Z,2580000,False,13.0,89.0,1,left,I. Hartenstein 9' floating Jump Shot (2 PTS) (J. Brunson 2 AST),"[1628392, 1628973]",1610612752.0,NYK,,Hartenstein,I. Hartenstein,floating,In The Paint (Non-RA),8-16 Center,9.01,Made,,,,,2.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,,
265,PT03M17.00S,2023-12-31T00:57:43.1Z,2,REGULAR,3pt,Jump Shot,[],1630169,74.19513797634691,12.5,1610612754,52,51,2023-12-31T00:57:49Z,2610000,False,-188.0,190.0,1,right,MISS T. Haliburton 26' step back 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,step back,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M13.00S,2023-12-31T00:57:47.1Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612754,52,51,2023-12-31T00:57:49Z,2620000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Above the Break 3,24+ Left Center,,,265.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
267,PT03M13.00S,2023-12-31T00:57:47.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630167,94.40999984741211,50.0,1610612754,52,51,2023-12-31T00:57:55Z,2630000,False,0.0,0.0,1,right,MISS O. Toppin tip DUNK,[1630167],1610612754.0,IND,,Toppin,O. Toppin,tip,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M12.00S,2023-12-31T00:57:48.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,52,51,2023-12-31T00:57:55Z,2640000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:3),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Restricted Area,0-8 Center,,,267.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
269,PT03M05.00S,2023-12-31T00:57:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,5.995400788436268,53.67647058823529,1610612752,52,51,2023-12-31T00:58:00Z,2650000,False,-18.0,4.0,1,left,MISS I. Hartenstein Layup - blocked,"[1628392, 1630167]",1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,Toppin,1630167.0,,,,,,,,,,
270,PT03M05.00S,2023-12-31T00:57:55.2Z,2,REGULAR,block,,[],1630167,,,1610612752,52,51,2023-12-31T00:57:56Z,2660000,False,,,0,,O. Toppin BLOCK (2 BLK),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M01.00S,2023-12-31T00:57:59.2Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,52,51,2023-12-31T00:58:00Z,2670000,False,,,0,,O. Toppin REBOUND (Off:1 Def:3),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Restricted Area,0-8 Center,,,269.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
272,PT02M55.00S,2023-12-31T00:58:04.3Z,2,REGULAR,3pt,Jump Shot,[],1629614,94.43166885676742,3.6764705882352944,1610612754,55,51,2023-12-31T00:58:20Z,2680000,False,-232.0,0.0,1,right,A. Nembhard 3PT  (8 PTS) (A. Nesmith 2 AST),"[1629614, 1630174]",1610612754.0,IND,,Nembhard,A. Nembhard,,Left Corner 3,24+ Left,23.16,Made,,,,,8.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,,,,,,
274,PT02M31.00S,2023-12-31T00:58:27.4Z,2,REGULAR,3pt,Jump Shot,[],1628978,9.806176084099869,2.696078431372549,1610612752,55,54,2023-12-31T00:58:31Z,2700000,False,237.0,40.0,1,left,D. DiVincenzo 3PT  (11 PTS) (J. Brunson 3 AST),"[1628978, 1628973]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Right Corner 3,24+ Right,23.98,Made,,,,,11.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,,
276,PT02M20.00S,2023-12-31T00:58:39.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,80.1084099868594,5.88235294117647,1610612754,55,54,2023-12-31T00:58:45Z,2720000,False,-221.0,134.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M16.00S,2023-12-31T00:58:44.0Z,2,REGULAR,rebound,offensive,[],1629614,,,1610612754,55,54,2023-12-31T00:58:44Z,2730000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:1),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Left Center,,,276.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
278,PT02M15.00S,2023-12-31T00:58:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612754,55,54,2023-12-31T00:58:53Z,2740000,False,,,0,,M. McBride shooting personal FOUL (3 PF) (Nembhard 2 FT),"[1630540, 1629614]",1610612752.0,NYK,201639.0,McBride,M. McBride,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Nembhard,1629614.0,,,,,,
280,PT02M15.00S,2023-12-31T00:59:15.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629614,,,1610612754,56,54,2023-12-31T00:59:15Z,2760000,False,,,0,,A. Nembhard Free Throw 1 of 2 (9 PTS),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,Made,,,,,9.0,,,,,,,,,,,,,,,,,,
281,PT02M15.00S,2023-12-31T00:59:16.6Z,2,REGULAR,substitution,out,[],1630540,,,1610612754,56,54,2023-12-31T00:59:19Z,2770000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M15.00S,2023-12-31T00:59:16.6Z,2,REGULAR,substitution,in,[],1628404,,,1610612754,56,54,2023-12-31T00:59:19Z,2780000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M15.00S,2023-12-31T00:59:32.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629614,,,1610612754,57,54,2023-12-31T00:59:32Z,2790000,False,,,0,,A. Nembhard Free Throw 2 of 2 (10 PTS),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,Made,,,,,10.0,,,,,,,,,,,,,,,,,,
284,PT02M00.00S,2023-12-31T00:59:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.966491458607096,64.70588235294117,1610612752,57,54,2023-12-31T01:06:20Z,2800000,False,-74.0,22.0,1,left,MISS J. Brunson 7' Layup,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M56.00S,2023-12-31T00:59:54.0Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612752,57,54,2023-12-31T01:00:05Z,2810000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,In The Paint (Non-RA),0-8 Center,,,284.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
286,PT01M56.00S,2023-12-31T00:59:52.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628978,5.590000152587891,50.0,1610612752,57,56,2023-12-31T01:00:07Z,2820000,False,0.0,0.0,1,left,D. DiVincenzo tip Layup (13 PTS),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,tip,Restricted Area,0-8 Center,0.0,Made,,,,,13.0,,,,,,,,,,,,,,,,,,
287,PT01M39.00S,2023-12-31T01:00:09.5Z,2,REGULAR,3pt,Jump Shot,[],1629614,65.25952693823915,41.42156862745098,1610612754,57,56,2023-12-31T01:00:13Z,2830000,False,-43.0,274.0,1,right,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Center,27.74,Missed,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M36.00S,2023-12-31T01:00:12.5Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612752,57,56,2023-12-31T01:00:13Z,2840000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Center,,,287.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
289,PT01M35.00S,2023-12-31T01:00:16.2Z,2,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612752,57,56,2023-12-31T01:00:23Z,2850000,False,,,0,,A. Nembhard shooting personal FOUL (2 PF) (Randle 2 FT),"[1629614, 203944]",1610612754.0,IND,201639.0,Nembhard,A. Nembhard,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Randle,203944.0,,,,,,
291,PT01M35.00S,2023-12-31T01:00:51.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203944,,,1610612752,57,56,2023-12-31T01:00:51Z,2870000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M35.00S,2023-12-31T01:00:51.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,57,56,2023-12-31T01:00:51Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,291.0,,,,,,,,,,,,,,,,,,,,,,
293,PT01M35.00S,2023-12-31T01:01:12.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203944,,,1610612752,57,57,2023-12-31T01:01:12Z,2890000,False,,,0,,J. Randle Free Throw 2 of 2 (13 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Made,,,,,13.0,,,,,,,,,,,,,,,,,,
294,PT01M21.00S,2023-12-31T01:01:32.2Z,2,REGULAR,turnover,bad pass,[],1629614,,,1610612754,57,57,2023-12-31T01:01:38Z,2900000,False,,,0,,A. Nembhard bad pass TURNOVER (3 TO),"[1629614, 1628978]",1610612754.0,IND,,Nembhard,A. Nembhard,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,DiVincenzo,1628978.0,,,,,,,,,,,,
295,PT01M21.00S,2023-12-31T01:01:32.2Z,2,REGULAR,steal,,[],1628978,,,1610612752,57,57,2023-12-31T01:01:33Z,2910000,False,,,0,,D. DiVincenzo STEAL (3 STL),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M08.00S,2023-12-31T01:01:44.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203944,32.802233902759525,55.392156862745104,1610612752,57,57,2023-12-31T01:01:49Z,2920000,False,-27.0,256.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,,Randle,J. Randle,pullup,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M05.00S,2023-12-31T01:01:47.6Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,57,57,2023-12-31T01:01:49Z,2930000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,Above the Break 3,24+ Center,,,296.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
298,PT01M02.00S,2023-12-31T01:01:51.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626167,92.85479632063075,54.65686274509803,1610612754,59,57,2023-12-31T01:07:27Z,2940000,False,23.0,15.0,1,right,M. Turner running Layup (11 PTS) (T. Haliburton 11 AST),"[1626167, 1630169]",1610612754.0,IND,,Turner,M. Turner,running,Restricted Area,0-8 Center,2.75,Made,,,,,11.0,T. Haliburton,1630169.0,11.0,,,,,,,,,,,,,,,
300,PT00M49.90S,2023-12-31T01:02:05.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612752,59,57,2023-12-31T01:02:12Z,2960000,False,,,0,,A. Nembhard shooting personal FOUL (3 PF) (Brunson 2 FT),"[1629614, 1628973]",1610612754.0,IND,1628172.0,Nembhard,A. Nembhard,shooting,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,0.0,Brunson,1628973.0,,,,,,
302,PT00M49.90S,2023-12-31T01:02:37.4Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,59,57,2023-12-31T01:02:37Z,2980000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M49.90S,2023-12-31T01:02:37.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,59,57,2023-12-31T01:02:37Z,2990000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,
304,PT00M49.90S,2023-12-31T01:02:38.0Z,2,REGULAR,substitution,out,[],1629614,,,1610612752,59,57,2023-12-31T01:02:40Z,3000000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M49.90S,2023-12-31T01:02:38.0Z,2,REGULAR,substitution,in,[],1627741,,,1610612752,59,57,2023-12-31T01:02:40Z,3010000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M49.90S,2023-12-31T01:02:58.6Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,59,58,2023-12-31T01:02:58Z,3020000,False,,,0,,J. Brunson Free Throw 2 of 2 (13 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Made,,,,,13.0,,,,,,,,,,,,,,,,,,
307,PT00M38.30S,2023-12-31T01:03:14.2Z,2,REGULAR,3pt,Jump Shot,[],1630169,81.02825229960578,92.64705882352942,1610612754,62,58,2023-12-31T01:03:19Z,3030000,False,213.0,126.0,1,right,T. Haliburton 24' 3PT step back (8 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,step back,Above the Break 3,24+ Right Center,24.75,Made,,,,,8.0,,,,,,,,,,,,,,,,,,
308,PT00M28.00S,2023-12-31T01:03:29.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628978,7.5722733245729295,52.94117647058824,1610612752,62,60,2023-12-31T01:03:34Z,3040000,False,-15.0,19.0,1,left,D. DiVincenzo cutting DUNK (15 PTS) (J. Brunson 4 AST),"[1628978, 1628973]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,cutting,Restricted Area,0-8 Center,2.38,Made,,,,,15.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,,
310,PT00M05.50S,2023-12-31T01:03:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,88.78120893561103,43.38235294117647,1610612754,64,60,2023-12-31T01:03:58Z,3060000,False,-33.0,53.0,1,right,B. Hield 6' driving Layup (5 PTS) (T. Haliburton 12 AST),"[1627741, 1630169]",1610612754.0,IND,,Hield,B. Hield,driving,In The Paint (Non-RA),0-8 Center,6.25,Made,,,,,5.0,T. Haliburton,1630169.0,12.0,,,,,,,,,,,,,,,
312,PT00M00.80S,2023-12-31T01:04:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,9.806176084099869,50.245098039215684,1610612752,64,62,2023-12-31T01:04:07Z,3080000,False,-1.0,40.0,1,left,J. Randle driving Layup (15 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,driving,Restricted Area,0-8 Center,3.97,Made,,,,,15.0,,,,,,,,,,,,,,,,,,
677,PT00M00.10S,2023-12-31T01:04:07.3Z,2,REGULAR,3pt,Jump Shot,[],1630169,42.657687253613666,6.372549019607843,1610612754,64,62,2023-12-31T03:11:40Z,3085000,False,-218.0,487.0,1,right,MISS T. Haliburton 53' floating 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,floating,Above the Break 3,24+ Right Center,53.32,Missed,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M00.10S,2023-12-31T01:04:07.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,64,62,2023-12-31T03:11:40Z,3087500,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,Above the Break 3,24+ Right Center,,,677.0,,,,,,,,,,,,,,,,,,,,,,
313,PT00M00.00S,2023-12-31T01:04:12.6Z,2,REGULAR,period,end,[],0,,,1610612754,64,62,2023-12-31T01:04:12Z,3090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2023-12-31T01:18:46.8Z,3,REGULAR,substitution,out,['startperiod'],1630167,,,1610612754,64,62,2023-12-31T01:19:26Z,3100000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2023-12-31T01:18:46.8Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612754,64,62,2023-12-31T01:19:26Z,3110000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-12-31T01:18:46.8Z,3,REGULAR,substitution,in,['startperiod'],1629614,,,1610612754,64,62,2023-12-31T01:19:26Z,3120000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-12-31T01:18:46.8Z,3,REGULAR,substitution,in,['startperiod'],1630188,,,1610612754,64,62,2023-12-31T01:19:26Z,3130000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-12-31T01:19:32.2Z,3,REGULAR,period,start,[],0,,,1610612754,64,62,2023-12-31T01:19:32Z,3140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M54.00S,2023-12-31T01:19:41.7Z,3,REGULAR,foul,offensive,[],1630188,,,1610612754,64,62,2023-12-31T01:19:56Z,3150000,False,,,0,,J. Smith offensive FOUL (1 PF),"[1630188, 1628973]",1610612754.0,IND,201639.0,Smith,J. Smith,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,,,,
321,PT11M54.00S,2023-12-31T01:19:41.7Z,3,REGULAR,turnover,offensive foul,[],1630188,,,1610612754,64,62,2023-12-31T01:19:41Z,3170000,False,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612754.0,IND,201639.0,Smith,J. Smith,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,,,,,,,,,,,,
322,PT11M37.00S,2023-12-31T01:20:07.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203944,86.5473061760841,31.61764705882353,1610612752,64,64,2023-12-31T01:20:15Z,3180000,False,-92.0,74.0,1,right,J. Randle 11' turnaround bank Jump Shot (17 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,turnaround bank,Mid-Range,8-16 Left,11.8,Made,,,,,17.0,,,,,,,,,,,,,,,,,,
323,PT11M27.00S,2023-12-31T01:20:27.3Z,3,REGULAR,foul,technical,['1freethrow'],1320,,,1610612754,64,64,2023-12-31T01:20:37Z,3190000,False,,,0,,TEAM foul technical,[1320],1610612754.0,IND,201639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M27.00S,2023-12-31T01:20:45.8Z,3,REGULAR,freethrow,1 of 1,[],1628973,,,1610612754,64,64,2023-12-31T01:20:45Z,3200000,False,,,0,,MISS J. Brunson technical Free Throw 1 of 1,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,technical,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M27.00S,2023-12-31T01:20:45.8Z,3,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612754,64,64,2023-12-31T01:20:45Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,
326,PT11M19.00S,2023-12-31T01:21:11.6Z,3,REGULAR,2pt,Jump Shot,[],1629614,6.1268068331143235,68.13725490196079,1610612754,64,64,2023-12-31T01:21:16Z,3220000,False,-91.0,5.0,1,left,MISS A. Nembhard 9' pullup Shot,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,pullup,Mid-Range,8-16 Left,9.08,Missed,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M16.00S,2023-12-31T01:21:14.6Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,64,64,2023-12-31T01:21:16Z,3230000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:4),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Mid-Range,8-16 Left,,,326.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
328,PT11M09.00S,2023-12-31T01:21:21.5Z,3,REGULAR,3pt,Jump Shot,[],203944,67.49342969776609,63.48039215686274,1610612752,64,64,2023-12-31T01:21:25Z,3240000,False,67.0,253.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,Randle,J. Randle,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M06.00S,2023-12-31T01:21:24.5Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,64,64,2023-12-31T01:21:25Z,3250000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,Smith,J. Smith,,Above the Break 3,24+ Center,,,328.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
330,PT11M03.00S,2023-12-31T01:21:27.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,34.641918528252305,25.735294117647058,1610612754,64,64,2023-12-31T01:21:37Z,3260000,False,121.0,273.0,1,left,MISS T. Haliburton 29' running pullup 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,running pullup,Above the Break 3,24+ Right Center,29.88,Missed,,,,,,,,,,,,,,,,,,,,,,,
331,PT10M59.00S,2023-12-31T01:21:31.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,64,64,2023-12-31T01:21:37Z,3270000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,Above the Break 3,24+ Right Center,,,330.0,,,,,,,,,,,,,,,,,,,,,,
333,PT10M45.00S,2023-12-31T01:21:54.9Z,3,REGULAR,3pt,Jump Shot,[],1628978,69.85873850197109,73.2843137254902,1610612752,64,67,2023-12-31T01:21:59Z,3290000,False,116.0,231.0,1,right,D. DiVincenzo 25' 3PT  (18 PTS) (I. Hartenstein 5 AST),"[1628978, 1628392]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Right Center,25.85,Made,,,,,18.0,I. Hartenstein,1628392.0,5.0,,,,,,,,,,,,,,,
