actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
263,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,55,43,2024-02-29T01:32:17Z,2560000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,in,[],1630188,,,1610612754,55,43,2024-02-29T01:32:17Z,2570000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,55,43,2024-02-29T01:32:17Z,2580000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M08.00S,2024-02-29T01:32:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,8.492115637319317,58.333333333333336,1610612754,55,43,2024-02-29T01:36:37Z,2590000,False,-42.0,27.0,1,left,MISS J. Smith Layup,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
267,PT05M04.00S,2024-02-29T01:32:54.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,55,43,2024-02-29T01:32:57Z,2600000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,,
268,PT04M51.00S,2024-02-29T01:33:06.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,92.9862023653088,51.71568627450981,1610612740,55,45,2024-02-29T01:33:11Z,2610000,False,9.0,13.0,1,right,B. Ingram driving DUNK (11 PTS) (T. Murphy III 3 AST),"[1627742, 1630530]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,11.0,,,,,,,T. Murphy III,1630530.0,3.0,,
272,PT04M29.00S,2024-02-29T01:33:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,8.623521681997373,45.34313725490196,1610612754,55,45,2024-02-29T01:34:02Z,2650000,False,23.0,29.0,1,left,MISS B. Mathurin driving finger roll Layup,[1631097],1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
273,PT04M25.00S,2024-02-29T01:34:01.0Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,55,45,2024-02-29T01:34:02Z,2660000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,272.0,1.0,1.0,0.0,,,,,,,,,,,,
274,PT04M20.00S,2024-02-29T01:34:05.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,69.99014454664915,75.0,1610612740,55,45,2024-02-29T01:34:11Z,2670000,False,125.0,230.0,1,right,MISS J. Hawkins 26' running pullup 3PT,[1641722],1610612740.0,NOP,running pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
275,PT04M17.00S,2024-02-29T01:34:08.7Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,55,45,2024-02-29T01:34:08Z,2680000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,,,274.0,3.0,2.0,1.0,,,,,,,,,,,,
276,PT04M15.00S,2024-02-29T01:34:10.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,67.09921156373193,43.872549019607845,1610612740,55,45,2024-02-29T01:34:15Z,2690000,False,-31.0,257.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
277,PT04M12.00S,2024-02-29T01:34:13.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,55,45,2024-02-29T01:34:15Z,2700000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,
278,PT04M10.00S,2024-02-29T01:34:16.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627783,4.812746386333772,50.98039215686274,1610612754,57,45,2024-02-29T01:34:20Z,2710000,False,-5.0,-7.0,1,left,P. Siakam running DUNK (12 PTS) (T. Haliburton 4 AST),"[1627783, 1630169]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,12.0,,,,,,,T. Haliburton,1630169.0,4.0,,
280,PT03M44.00S,2024-02-29T01:34:40.7Z,2,REGULAR,3pt,Jump Shot,[],1641722,69.33311432325887,70.58823529411765,1610612740,57,48,2024-02-29T01:34:46Z,2730000,False,103.0,236.0,1,right,J. Hawkins 25' 3PT  (5 PTS) (T. Murphy III 4 AST),"[1641722, 1630530]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.73,Made,,,,,,,5.0,,,,,,,T. Murphy III,1630530.0,4.0,,
282,PT03M28.00S,2024-02-29T01:34:58.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,18.084756898817346,52.20588235294118,1610612754,57,48,2024-02-29T01:35:02Z,2750000,False,-11.0,117.0,1,left,MISS P. Siakam 11' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.8,Missed,,,,,,,,,,,,,,,,,,
283,PT03M23.00S,2024-02-29T01:35:03.0Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,57,48,2024-02-29T01:35:02Z,2760000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,282.0,2.0,1.0,1.0,,,,,,,,,,,,
284,PT03M13.00S,2024-02-29T01:35:12.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,90.22667542706965,55.88235294117647,1610612740,57,48,2024-02-29T01:35:16Z,2770000,False,29.0,39.0,1,right,MISS B. Ingram Layup - blocked,"[1627742, 1627783]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,Siakam,1627783.0,,,,,,,,,,,,,,,,
285,PT03M13.00S,2024-02-29T01:35:12.5Z,2,REGULAR,block,,[],1627783,,,1610612740,57,48,2024-02-29T01:35:14Z,2780000,False,,,0,,P. Siakam BLOCK (2 BLK),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT03M11.00S,2024-02-29T01:35:14.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,57,48,2024-02-29T01:35:16Z,2790000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,284.0,4.0,4.0,0.0,,,,,,,,,,,,
287,PT03M00.00S,2024-02-29T01:35:26.8Z,2,REGULAR,turnover,traveling,[],1627783,,,1610612754,57,48,2024-02-29T01:35:30Z,2800000,False,,,0,,P. Siakam traveling TURNOVER (2 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left,,,,,,,,,,101284.0,2.0,,,,,,,,,
288,PT03M00.00S,2024-02-29T01:35:28.8Z,2,REGULAR,substitution,out,[],1630188,,,1610612740,57,48,2024-02-29T01:35:38Z,2810000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M00.00S,2024-02-29T01:35:28.8Z,2,REGULAR,substitution,out,[],1627742,,,1610612740,57,48,2024-02-29T01:35:38Z,2820000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M00.00S,2024-02-29T01:35:28.8Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,57,48,2024-02-29T01:35:38Z,2830000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M00.00S,2024-02-29T01:35:28.8Z,2,REGULAR,substitution,in,[],1626167,,,1610612740,57,48,2024-02-29T01:35:38Z,2840000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M00.00S,2024-02-29T01:35:28.8Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,57,48,2024-02-29T01:35:38Z,2850000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M00.00S,2024-02-29T01:35:28.8Z,2,REGULAR,substitution,in,[],203468,,,1610612740,57,48,2024-02-29T01:35:38Z,2860000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M43.00S,2024-02-29T01:36:05.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,70.25295663600527,24.019607843137255,1610612740,57,48,2024-02-29T01:36:23Z,2870000,False,-130.0,227.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
295,PT02M39.00S,2024-02-29T01:36:09.8Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,57,48,2024-02-29T01:36:23Z,2880000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,294.0,1.0,0.0,1.0,,,,,,,,,,,,
296,PT02M39.00S,2024-02-29T01:36:13.7Z,2,REGULAR,foul,personal,[],1631097,,,1610612740,57,48,2024-02-29T01:36:16Z,2890000,False,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 1629627]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,101284.0,,1.0,0.0,Williamson,1629627.0,,,,,
298,PT02M32.00S,2024-02-29T01:36:44.7Z,2,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612740,57,48,2024-02-29T01:36:52Z,2910000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Williamson 2 FT),"[1626167, 1629627]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,,3.0,0.0,Williamson,1629627.0,,,,,
300,PT02M32.00S,2024-02-29T01:37:06.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629627,,,1610612740,57,48,2024-02-29T01:37:06Z,2930000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
301,PT02M32.00S,2024-02-29T01:37:06.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,57,48,2024-02-29T01:37:06Z,2940000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,
302,PT02M32.00S,2024-02-29T01:37:07.2Z,2,REGULAR,substitution,out,[],1626167,,,1610612740,57,48,2024-02-29T01:37:10Z,2950000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M32.00S,2024-02-29T01:37:07.2Z,2,REGULAR,substitution,in,[],1630188,,,1610612740,57,48,2024-02-29T01:37:10Z,2960000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M32.00S,2024-02-29T01:37:28.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629627,,,1610612740,57,49,2024-02-29T01:37:28Z,2970000,False,,,0,,Z. Williamson Free Throw 2 of 2 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
305,PT02M19.00S,2024-02-29T01:37:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,6.783837056504599,48.03921568627451,1610612754,57,49,2024-02-29T01:37:48Z,2980000,False,10.0,11.0,1,left,MISS J. Smith Layup,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
306,PT02M17.00S,2024-02-29T01:37:47.0Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,57,49,2024-02-29T01:38:03Z,2990000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,305.0,2.0,1.0,1.0,,,,,,,,,,,,
307,PT02M10.00S,2024-02-29T01:37:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.5407358738502,46.07843137254902,1610612740,57,51,2024-02-29T01:37:57Z,3000000,False,-20.0,27.0,1,right,H. Jones driving Layup (7 PTS) (T. Murphy III 5 AST),"[1630529, 1630530]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,7.0,,,,,,,T. Murphy III,1630530.0,5.0,,
310,PT02M01.00S,2024-02-29T01:38:15.9Z,2,REGULAR,3pt,Jump Shot,[],1630169,36.21879106438896,51.225490196078425,1610612754,57,51,2024-02-29T01:38:25Z,3030000,False,-6.0,288.0,1,left,MISS T. Haliburton 28' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,28.81,Missed,,,,,,,,,,,,,,,,,,
311,PT01M57.00S,2024-02-29T01:38:19.0Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,57,51,2024-02-29T01:38:19Z,3040000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,310.0,3.0,2.0,1.0,,,,,,,,,,,,
313,PT01M45.00S,2024-02-29T01:38:45.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630169,15.588042049934298,43.872549019607845,1610612754,57,51,2024-02-29T01:38:50Z,3060000,False,31.0,94.0,1,left,MISS T. Haliburton 9' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,9.89,Missed,,,,,,,,,,,,,,,,,,
314,PT01M41.00S,2024-02-29T01:38:49.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,57,51,2024-02-29T01:38:50Z,3070000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,313.0,4.0,3.0,1.0,,,,,,,,,,,,
315,PT01M32.00S,2024-02-29T01:38:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.14651773981603,49.754901960784316,1610612740,57,51,2024-02-29T01:39:08Z,3080000,False,-1.0,31.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
316,PT01M31.00S,2024-02-29T01:38:58.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,57,51,2024-02-29T01:39:01Z,3090000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,315.0,4.0,3.0,1.0,,,,,,,,,,,,
317,PT01M26.00S,2024-02-29T01:39:04.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,8.623521681997373,2.450980392156863,1610612754,60,51,2024-02-29T01:39:18Z,3100000,False,238.0,29.0,1,left,B. Mathurin 3PT running (6 PTS) (A. Nembhard 1 AST),"[1631097, 1629614]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,23.94,Made,,,,,,,6.0,,,,,,,A. Nembhard,1629614.0,1.0,,
319,PT01M07.00S,2024-02-29T01:39:25.3Z,2,REGULAR,foul,offensive,[],1629627,,,1610612740,60,51,2024-02-29T01:39:32Z,3120000,False,,,0,,Z. Williamson offensive FOUL (1 PF),"[1629627, 1629614]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,202037.0,,1.0,0.0,Nembhard,1629614.0,,,,,
321,PT01M07.00S,2024-02-29T01:39:25.3Z,2,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,60,51,2024-02-29T01:39:25Z,3140000,False,,,0,,Z. Williamson offensive foul TURNOVER (1 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,202037.0,1.0,,,,,,,,,
322,PT01M07.00S,2024-02-29T01:39:30.1Z,2,REGULAR,substitution,out,[],1630530,,,1610612754,60,51,2024-02-29T01:39:38Z,3150000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M07.00S,2024-02-29T01:39:30.1Z,2,REGULAR,substitution,in,[],1627742,,,1610612754,60,51,2024-02-29T01:39:38Z,3160000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M58.10S,2024-02-29T01:39:55.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,20.844283837056505,93.87254901960785,1610612754,60,51,2024-02-29T01:40:00Z,3170000,False,-219.0,143.0,1,left,MISS T. Haliburton 26' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
325,PT00M54.30S,2024-02-29T01:39:59.0Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,60,51,2024-02-29T01:40:00Z,3180000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,324.0,2.0,2.0,0.0,,,,,,,,,,,,
326,PT00M42.40S,2024-02-29T01:40:10.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,92.19776609724047,50.0,1610612740,60,53,2024-02-29T01:40:14Z,3190000,False,0.0,21.0,1,right,H. Jones cutting DUNK (9 PTS) (B. Ingram 2 AST),"[1630529, 1627742]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,9.0,,,,,,,B. Ingram,1627742.0,2.0,,
328,PT00M38.10S,2024-02-29T01:40:20.3Z,2,REGULAR,2pt,Jump Shot,[],1629614,5.781865965834428,8.60140931372549,1610612754,62,53,2024-02-29T01:40:29Z,3210000,False,207.0,2.0,1,left,A. Nembhard 20' Jump Shot (2 PTS) (T. Haliburton 5 AST),"[1629614, 1630169]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right,20.7,Made,,,,,,,2.0,,,,,,,T. Haliburton,1630169.0,5.0,,
330,PT00M31.00S,2024-02-29T01:40:33.8Z,2,REGULAR,foul,personal,[],1627783,,,1610612740,62,53,2024-02-29T01:41:02Z,3230000,False,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 1629627]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,101284.0,,2.0,0.0,Williamson,1629627.0,,,,,
332,PT00M26.40S,2024-02-29T01:40:53.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,86.15308804204993,39.705882352941174,1610612740,62,53,2024-02-29T01:40:58Z,3250000,False,-51.0,78.0,1,right,MISS Z. Williamson 9' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Left,9.32,Missed,,,,,,,,,,,,,,,,,,
333,PT00M24.10S,2024-02-29T01:40:55.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,62,53,2024-02-29T01:40:58Z,3260000,False,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,332.0,5.0,5.0,0.0,,,,,,,,,,,,
334,PT00M03.40S,2024-02-29T01:41:16.7Z,2,REGULAR,2pt,Jump Shot,[],1630169,13.485545335085414,74.26470588235294,1610612754,64,53,2024-02-29T01:41:28Z,3270000,False,-121.0,74.0,1,left,T. Haliburton 14' pullup Jump Shot (7 PTS) (P. Siakam 4 AST),"[1630169, 1627783]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,14.22,Made,,,,,,,7.0,,,,,,,P. Siakam,1627783.0,4.0,,
335,PT00M00.00S,2024-02-29T01:41:25.2Z,2,REGULAR,3pt,Jump Shot,[],1630529,36.48160315374508,79.41176470588235,1610612740,64,53,2024-02-29T01:46:06Z,3280000,False,147.0,545.0,1,right,MISS H. Jones 56' pullup 3PT,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,56.41,Missed,,,,,,,,,,,,,,,,,,
336,PT00M00.00S,2024-02-29T01:41:27.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,64,53,2024-02-29T01:41:27Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,335.0,,,,,,,,,,,,,,,
337,PT00M00.00S,2024-02-29T01:41:28.1Z,2,REGULAR,period,end,[],0,,,1610612740,64,53,2024-02-29T01:41:28Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-02-29T01:57:10.0Z,3,REGULAR,substitution,out,['startperiod'],1630188,,,1610612740,64,53,2024-02-29T01:57:41Z,3310000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-02-29T01:57:10.0Z,3,REGULAR,substitution,in,['startperiod'],1626167,,,1610612740,64,53,2024-02-29T01:57:41Z,3320000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-02-29T01:57:49.5Z,3,REGULAR,period,start,[],0,,,1610612754,64,53,2024-02-29T01:57:49Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M43.00S,2024-02-29T01:58:05.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.8166885676741,46.32352941176471,1610612754,66,53,2024-02-29T01:58:11Z,3340000,False,-18.0,118.0,1,right,P. Siakam 11' turnaround Jump Shot (14 PTS),[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.98,Made,,,,,,,14.0,,,,,,,,,,,
343,PT11M27.00S,2024-02-29T01:58:23.5Z,3,REGULAR,turnover,out-of-bounds,[],1626204,,,1610612740,66,53,2024-02-29T01:58:31Z,3350000,False,,,0,,L. Nance Jr. bad pass out-of-bounds TURNOVER (2 TO),[1626204],1610612740.0,NOP,bad pass,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628480.0,2.0,,,,,,,,,
344,PT11M23.00S,2024-02-29T01:58:31.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,92.19776609724047,46.568627450980394,1610612754,66,53,2024-02-29T01:58:38Z,3360000,False,-17.0,21.0,1,right,MISS B. Mathurin Layup - blocked,"[1631097, 1626204]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.7,Missed,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
345,PT11M23.00S,2024-02-29T01:58:31.3Z,3,REGULAR,block,,[],1626204,,,1610612754,66,53,2024-02-29T01:58:33Z,3370000,False,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT11M20.00S,2024-02-29T01:58:34.3Z,3,REGULAR,rebound,offensive,[],1631097,,,1610612754,66,53,2024-02-29T01:58:38Z,3380000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,344.0,1.0,0.0,1.0,,,,,,,,,,,,
347,PT11M19.00S,2024-02-29T01:58:34.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631097,92.85479632063075,46.81372549019608,1610612754,68,53,2024-02-29T01:58:41Z,3390000,False,-16.0,15.0,1,right,B. Mathurin putback Layup (8 PTS),[1631097],1610612754.0,IND,putback,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,8.0,,,,,,,,,,,
