actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
598,PT04M00.00S,2023-11-23T02:41:25.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,73.66951379763469,83.82352941176471,1610612754,123,116,2023-11-23T02:41:30Z,5910000,False,169.0,195.0,1,right,T. Haliburton 25' 3PT  (27 PTS) (B. Hield 5 AST),"[1630169, 1627741]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.81,Made,,27.0,B. Hield,1627741.0,5.0,,,,,,,,,,,,,
600,PT03M48.00S,2023-11-23T02:41:37.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.492115637319317,49.754901960784316,1610612761,123,118,2023-11-23T02:41:42Z,5930000,False,1.0,27.0,1,left,P. Siakam Layup (34 PTS) (D. Schroder 5 AST),"[1627783, 203471]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.73,Made,,34.0,D. Schroder,203471.0,5.0,,,,,,,,,,,,,
602,PT03M37.00S,2023-11-23T02:41:50.5Z,4,REGULAR,foul,offensive,[],1626167,,,1610612754,123,118,2023-11-23T02:41:56Z,5950000,False,,,0,,M. Turner offensive FOUL (2 PF),"[1626167, 1628384]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Anunoby,1628384.0
604,PT03M37.00S,2023-11-23T02:41:50.5Z,4,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,123,118,2023-11-23T02:41:50Z,5970000,False,,,0,,M. Turner offensive foul TURNOVER (2 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202007.0,2.0,,,,,,,,
605,PT03M37.00S,2023-11-23T02:41:57.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,123,118,2023-11-23T02:41:57Z,5980000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M37.00S,2023-11-23T02:43:17.5Z,4,REGULAR,substitution,out,[],1630201,,,1610612761,123,118,2023-11-23T02:43:26Z,5990000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M37.00S,2023-11-23T02:43:17.5Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,123,118,2023-11-23T02:43:26Z,6000000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M22.00S,2023-11-23T02:43:49.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,6.915243101182654,46.81372549019608,1610612761,123,118,2023-11-23T02:43:54Z,6010000,False,16.0,13.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 1627741]",1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,Hield,1627741.0,,,,,,
609,PT03M22.00S,2023-11-23T02:43:49.6Z,4,REGULAR,block,,[],1627741,,,1610612761,123,118,2023-11-23T02:43:52Z,6020000,False,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
610,PT03M22.00S,2023-11-23T02:43:49.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,123,118,2023-11-23T02:43:54Z,6030000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,608.0,,,,,,,,,,,,,,,,,
612,PT03M04.00S,2023-11-23T02:44:14.6Z,4,REGULAR,3pt,Jump Shot,[],1628971,94.82588699080158,94.11764705882352,1610612754,123,118,2023-11-23T02:44:19Z,6050000,False,221.0,-4.0,1,right,MISS B. Brown 3PT - blocked,"[1628971, 1627751]",1610612754.0,IND,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,22.06,Missed,,,,,,,,,,,Poeltl,1627751.0,,,,,,
613,PT03M04.00S,2023-11-23T02:44:14.6Z,4,REGULAR,block,,[],1627751,,,1610612754,123,118,2023-11-23T02:44:17Z,6060000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
614,PT03M00.00S,2023-11-23T02:44:18.6Z,4,REGULAR,rebound,defensive,[],203471,,,1610612761,123,118,2023-11-23T02:44:19Z,6070000,False,,,0,,D. Schroder REBOUND (Off:0 Def:4),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Right Corner 3,24+ Right,,,612.0,,,,,4.0,4.0,0.0,,,,,,,,,,
615,PT02M57.00S,2023-11-23T02:44:21.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,31.750985545335087,25.98039215686275,1610612761,123,118,2023-11-23T02:47:34Z,6080000,False,120.0,246.0,1,left,MISS S. Barnes 27' running pullup 3PT,[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,27.38,Missed,,,,,,,,,,,,,,,,,,
616,PT02M55.00S,2023-11-23T02:44:23.4Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612754,123,118,2023-11-23T02:44:48Z,6090000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,615.0,,,,,3.0,3.0,0.0,,,,,,,,,,
617,PT02M48.00S,2023-11-23T02:44:29.5Z,4,REGULAR,3pt,Jump Shot,[],1630167,73.66951379763469,87.99019607843137,1610612754,123,118,2023-11-23T02:44:40Z,6100000,False,190.0,195.0,1,right,MISS O. Toppin 27' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
618,PT02M45.00S,2023-11-23T02:44:32.5Z,4,REGULAR,rebound,defensive,[],203471,,,1610612761,123,118,2023-11-23T02:44:40Z,6110000,False,,,0,,D. Schroder REBOUND (Off:0 Def:5),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,617.0,,,,,5.0,5.0,0.0,,,,,,,,,,
619,PT02M36.00S,2023-11-23T02:44:42.3Z,4,REGULAR,3pt,Jump Shot,[],203471,27.94021024967148,80.63725490196079,1610612761,123,121,2023-11-23T02:44:46Z,6120000,False,-153.0,210.0,1,left,D. Schroder 26' 3PT  (26 PTS) (P. Siakam 3 AST),"[203471, 1627783]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,26.0,Made,,26.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,,,
621,PT02M19.00S,2023-11-23T02:44:58.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.9060446780552,49.754901960784316,1610612754,125,121,2023-11-23T02:45:01Z,6140000,False,-1.0,5.0,1,right,T. Haliburton driving Layup (29 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.49,Made,,29.0,,,,,,,,,,,,,,,,
622,PT02M00.00S,2023-11-23T02:45:21.1Z,4,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612761,125,121,2023-11-23T02:45:29Z,6150000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1630167, 1628384]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,1.0,0.0,Anunoby,1628384.0
624,PT02M00.00S,2023-11-23T02:45:46.3Z,4,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,125,122,2023-11-23T02:45:46Z,6170000,False,,,0,,O. Anunoby Free Throw 1 of 2 (9 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
625,PT02M00.00S,2023-11-23T02:45:46.9Z,4,REGULAR,substitution,out,[],1627751,,,1610612761,125,122,2023-11-23T02:45:58Z,6180000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M00.00S,2023-11-23T02:45:46.9Z,4,REGULAR,substitution,in,[],1629018,,,1610612761,125,122,2023-11-23T02:45:58Z,6190000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M00.00S,2023-11-23T02:46:08.4Z,4,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,125,123,2023-11-23T02:46:08Z,6200000,False,,,0,,O. Anunoby Free Throw 2 of 2 (10 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
628,PT01M36.00S,2023-11-23T02:46:34.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,88.38699080157687,41.66666666666667,1610612754,125,123,2023-11-23T02:49:56Z,6210000,False,-42.0,57.0,1,right,MISS M. Turner 7' turnaround Hook,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,,,,
629,PT01M33.00S,2023-11-23T02:46:37.2Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,125,123,2023-11-23T02:46:38Z,6220000,False,,,0,,P. Siakam REBOUND (Off:3 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,628.0,,,,,10.0,7.0,3.0,,,,,,,,,,
630,PT01M22.00S,2023-11-23T02:46:48.1Z,4,REGULAR,3pt,Jump Shot,[],1628384,7.440867279894875,2.2058823529411766,1610612761,125,126,2023-11-23T02:46:52Z,6230000,False,239.0,17.0,1,left,O. Anunoby 3PT  (13 PTS) (P. Siakam 4 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.96,Made,,13.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,,,
632,PT01M13.00S,2023-11-23T02:47:09.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,95.0886990801577,51.225490196078425,1610612754,127,126,2023-11-23T02:47:20Z,6250000,False,6.0,-6.0,1,right,B. Hield driving finger roll Layup (31 PTS),[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,0.88,Made,,31.0,,,,,,,,,,,,,,,,
633,PT01M04.00S,2023-11-23T02:47:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,9.017739816031538,48.28431372549019,1610612761,127,126,2023-11-23T02:47:24Z,6260000,False,9.0,32.0,1,left,MISS D. Schroder driving Layup,[203471],1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
634,PT01M00.00S,2023-11-23T02:47:25.6Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612754,127,126,2023-11-23T02:47:24Z,6270000,False,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,633.0,,,,,4.0,4.0,0.0,,,,,,,,,,
635,PT00M43.10S,2023-11-23T02:47:41.8Z,4,REGULAR,3pt,Jump Shot,[],1627741,69.99014454664915,77.69607843137256,1610612754,127,126,2023-11-23T02:47:50Z,6280000,False,138.0,230.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
636,PT00M41.00S,2023-11-23T02:47:43.9Z,4,REGULAR,rebound,defensive,[],203471,,,1610612761,127,126,2023-11-23T02:47:46Z,6290000,False,,,0,,D. Schroder REBOUND (Off:0 Def:6),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,635.0,,,,,6.0,6.0,0.0,,,,,,,,,,
637,PT00M35.90S,2023-11-23T02:47:52.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630169,,,1610612761,127,126,2023-11-23T02:48:00Z,6300000,False,,,0,,T. Haliburton personal FOUL (3 PF) (Siakam 2 FT),"[1630169, 1627783]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202007.0,,,,,,3.0,0.0,Siakam,1627783.0
639,PT00M35.90S,2023-11-23T02:48:25.4Z,4,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,127,127,2023-11-23T02:48:25Z,6320000,False,,,0,,P. Siakam Free Throw 1 of 2 (35 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,35.0,,,,,,,,,,,,,,,,
640,PT00M35.90S,2023-11-23T02:48:54.6Z,4,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,127,128,2023-11-23T02:48:54Z,6330000,False,,,0,,P. Siakam Free Throw 2 of 2 (36 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,36.0,,,,,,,,,,,,,,,,
641,PT00M35.90S,2023-11-23T02:48:57.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,127,128,2023-11-23T02:48:57Z,6340000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M35.90S,2023-11-23T02:50:20.9Z,4,REGULAR,substitution,out,[],1630167,,,1610612754,127,128,2023-11-23T02:50:40Z,6350000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M35.90S,2023-11-23T02:50:20.9Z,4,REGULAR,substitution,out,[],1629018,,,1610612754,127,128,2023-11-23T02:50:40Z,6360000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M35.90S,2023-11-23T02:50:20.9Z,4,REGULAR,substitution,in,[],1631097,,,1610612754,127,128,2023-11-23T02:50:40Z,6370000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M35.90S,2023-11-23T02:50:20.9Z,4,REGULAR,substitution,in,[],1630201,,,1610612754,127,128,2023-11-23T02:50:40Z,6380000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M31.00S,2023-11-23T02:50:50.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,88.12417871222075,60.5392156862745,1610612754,129,128,2023-11-23T02:50:55Z,6390000,False,53.0,59.0,1,right,T. Haliburton 7' floating Jump Shot (31 PTS),[1630169],1610612754.0,IND,floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,31.0,,,,,,,,,,,,,,,,
647,PT00M30.30S,2023-11-23T02:50:57.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,129,128,2023-11-23T02:50:57Z,6400000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M30.30S,2023-11-23T02:52:07.0Z,4,REGULAR,substitution,out,[],1631097,,,1610612761,129,128,2023-11-23T02:52:19Z,6410000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M30.30S,2023-11-23T02:52:07.0Z,4,REGULAR,substitution,out,[],1630201,,,1610612761,129,128,2023-11-23T02:52:19Z,6420000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M30.30S,2023-11-23T02:52:07.0Z,4,REGULAR,substitution,in,[],1630167,,,1610612761,129,128,2023-11-23T02:52:19Z,6430000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M30.30S,2023-11-23T02:52:07.0Z,4,REGULAR,substitution,in,[],1629018,,,1610612761,129,128,2023-11-23T02:52:19Z,6440000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M27.10S,2023-11-23T02:52:40.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,7.046649145860711,49.754901960784316,1610612761,129,130,2023-11-23T02:52:47Z,6450000,False,1.0,14.0,1,left,S. Barnes driving DUNK (18 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.38,Made,,18.0,,,,,,,,,,,,,,,,
653,PT00M27.10S,2023-11-23T02:52:43.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626167,,,1610612761,129,130,2023-11-23T02:52:53Z,6460000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Barnes 1 FT),"[1626167, 1630567]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,3.0,0.0,Barnes,1630567.0
655,PT00M27.10S,2023-11-23T02:53:04.9Z,4,REGULAR,substitution,out,[],1629018,,,1610612761,129,130,2023-11-23T02:53:34Z,6480000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M27.10S,2023-11-23T02:53:04.9Z,4,REGULAR,substitution,in,[],1630201,,,1610612761,129,130,2023-11-23T02:53:34Z,6490000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M27.10S,2023-11-23T02:53:21.5Z,4,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,129,131,2023-11-23T02:53:21Z,6500000,False,,,0,,S. Barnes Free Throw 1 of 1 (19 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,19.0,,,,,,,,,,,,,,,,
658,PT00M20.50S,2023-11-23T02:53:30.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,87.46714848883047,36.27450980392157,1610612754,129,131,2023-11-23T02:53:37Z,6510000,False,-69.0,65.0,1,right,MISS T. Haliburton 9' driving floating bank Shot,[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Left,9.47,Missed,,,,,,,,,,,,,,,,,,
659,PT00M17.10S,2023-11-23T02:53:34.1Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,129,131,2023-11-23T02:53:34Z,6520000,False,,,0,,S. Barnes REBOUND (Off:3 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,658.0,,,,,11.0,8.0,3.0,,,,,,,,,,
660,PT00M16.60S,2023-11-23T02:53:37.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612761,129,131,2023-11-23T02:53:42Z,6530000,False,,,0,,B. Brown take personal FOUL (4 PF) (Barnes 2 FT),"[1628971, 1630567]",1610612754.0,IND,take,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,4.0,0.0,Barnes,1630567.0
662,PT00M16.60S,2023-11-23T02:54:08.8Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,129,131,2023-11-23T02:54:08Z,6550000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
663,PT00M16.60S,2023-11-23T02:54:08.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,129,131,2023-11-23T02:54:08Z,6560000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,662.0,,,,,,,,,,,,,,,,,
664,PT00M16.60S,2023-11-23T02:54:09.4Z,4,REGULAR,substitution,out,[],1627741,,,1610612761,129,131,2023-11-23T02:54:23Z,6570000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M16.60S,2023-11-23T02:54:09.4Z,4,REGULAR,substitution,in,[],1630188,,,1610612761,129,131,2023-11-23T02:54:23Z,6580000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M16.60S,2023-11-23T02:54:30.3Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,129,132,2023-11-23T02:54:30Z,6590000,False,,,0,,S. Barnes Free Throw 2 of 2 (20 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
667,PT00M16.60S,2023-11-23T02:54:33.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,129,132,2023-11-23T02:54:33Z,6600000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M16.60S,2023-11-23T02:55:31.4Z,4,REGULAR,substitution,out,[],1630188,,,1610612754,129,132,2023-11-23T02:56:02Z,6610000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M16.60S,2023-11-23T02:55:31.4Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,129,132,2023-11-23T02:56:02Z,6620000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M15.50S,2023-11-23T02:56:08.3Z,4,REGULAR,foul,personal,[],203471,,,1610612754,129,132,2023-11-23T02:56:14Z,6630000,False,,,0,,D. Schroder take personal FOUL (3 PF),"[203471, 1627741]",1610612761.0,TOR,take,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202007.0,,,,,,3.0,0.0,Hield,1627741.0
672,PT00M12.40S,2023-11-23T02:56:33.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612754,129,132,2023-11-23T03:02:28Z,6650000,False,,,0,,O. Anunoby shooting personal FOUL (3 PF) (Haliburton 2 FT),"[1628384, 1630169]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,3.0,0.0,Haliburton,1630169.0
674,PT00M12.40S,2023-11-23T02:56:53.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,129,132,2023-11-23T02:58:33Z,6670000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M12.40S,2023-11-23T02:59:03.0Z,4,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,130,132,2023-11-23T02:59:25Z,6690000,False,,,0,,T. Haliburton Free Throw 1 of 2 (32 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,32.0,,,,,,,,,,,,,,,,
677,PT00M12.40S,2023-11-23T02:59:03.6Z,4,REGULAR,substitution,out,[],1630201,,,1610612754,130,132,2023-11-23T02:59:05Z,6700000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M12.40S,2023-11-23T02:59:03.6Z,4,REGULAR,substitution,in,[],1629018,,,1610612754,130,132,2023-11-23T02:59:05Z,6710000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M12.40S,2023-11-23T02:59:03.0Z,4,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,131,132,2023-11-23T02:59:25Z,6720000,False,,,0,,T. Haliburton Free Throw 2 of 2 (33 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,33.0,,,,,,,,,,,,,,,,
680,PT00M08.20S,2023-11-23T02:59:36.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612761,131,132,2023-11-23T02:59:44Z,6730000,False,,,0,,B. Hield take personal FOUL (2 PF) (Trent Jr. 2 FT),"[1627741, 1629018]",1610612754.0,IND,take,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Trent Jr.,1629018.0
682,PT00M08.20S,2023-11-23T02:59:59.5Z,4,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,131,132,2023-11-23T02:59:59Z,6750000,False,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
683,PT00M08.20S,2023-11-23T02:59:59.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,131,132,2023-11-23T02:59:59Z,6760000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,682.0,,,,,,,,,,,,,,,,,
684,PT00M08.20S,2023-11-23T02:59:59.5Z,4,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,131,132,2023-11-23T03:00:29Z,6770000,False,,,0,,MISS G. Trent Jr. Free Throw 2 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
685,PT00M07.40S,2023-11-23T03:00:00.3Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,131,132,2023-11-23T03:00:29Z,6780000,False,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,684.0,,,,,3.0,3.0,0.0,,,,,,,,,,
