actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
259,PT05M26.00S,2024-02-27T00:53:32.2Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,45,49,2024-02-27T00:53:46Z,2560000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M26.00S,2024-02-27T00:53:32.2Z,2,REGULAR,substitution,out,[],1641767,,,1610612754,45,49,2024-02-27T00:53:46Z,2570000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M26.00S,2024-02-27T00:53:32.2Z,2,REGULAR,substitution,out,[],1630534,,,1610612754,45,49,2024-02-27T00:53:46Z,2580000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M26.00S,2024-02-27T00:53:32.2Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,45,49,2024-02-27T00:53:46Z,2590000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M26.00S,2024-02-27T00:53:32.2Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,45,49,2024-02-27T00:53:46Z,2600000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M26.00S,2024-02-27T00:53:32.2Z,2,REGULAR,substitution,in,[],1629018,,,1610612754,45,49,2024-02-27T00:53:46Z,2610000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M08.00S,2024-02-27T00:54:18.8Z,2,REGULAR,turnover,traveling,[],1629614,,,1610612754,45,49,2024-02-27T00:54:23Z,2620000,False,,,0,,A. Nembhard traveling TURNOVER (1 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1662.0,1.0,,,,,,
266,PT05M08.00S,2024-02-27T00:54:20.9Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,45,49,2024-02-27T00:54:25Z,2630000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M08.00S,2024-02-27T00:54:20.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,45,49,2024-02-27T00:54:25Z,2640000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M56.00S,2024-02-27T00:54:42.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,69.72733245729303,27.205882352941174,1610612761,45,49,2024-02-27T00:54:55Z,2650000,False,-114.0,232.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
269,PT04M53.00S,2024-02-27T00:54:45.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,45,49,2024-02-27T00:54:55Z,2660000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,268.0,,,,,,,,,,,,,,,,
271,PT04M41.00S,2024-02-27T00:55:16.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629018,91.80354796320631,4.901960784313726,1610612761,45,49,2024-02-27T00:55:20Z,2680000,False,-225.0,25.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
272,PT04M37.00S,2024-02-27T00:55:20.0Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,45,49,2024-02-27T00:55:20Z,2690000,False,,,0,,M. Turner REBOUND (Off:1 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,,271.0,5.0,4.0,1.0,,,,,,,,,,,,,
273,PT04M27.00S,2024-02-27T00:55:29.5Z,2,REGULAR,3pt,Jump Shot,[],1626167,34.11629434954008,49.50980392156863,1610612754,45,49,2024-02-27T00:55:34Z,2700000,False,2.0,268.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
274,PT04M24.00S,2024-02-27T00:55:32.5Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,45,49,2024-02-27T00:55:34Z,2710000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:3),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,273.0,4.0,3.0,1.0,,,,,,,,,,,,,
275,PT04M09.00S,2024-02-27T00:55:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,90.62089356110381,46.568627450980394,1610612761,45,51,2024-02-27T00:55:52Z,2720000,False,-17.0,36.0,1,right,R. Barrett driving finger roll Layup (7 PTS) (J. Poeltl 2 AST),"[1629628, 1627751]",1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.96,Made,7.0,,,,,,,J. Poeltl,1627751.0,2.0,,,,,,,,
277,PT03M53.00S,2024-02-27T00:56:04.7Z,2,REGULAR,3pt,Jump Shot,[],1627783,31.35676741130092,53.67647058823529,1610612754,48,51,2024-02-27T00:56:09Z,2740000,False,-18.0,242.0,1,left,P. Siakam 24' 3PT  (11 PTS) (M. Turner 1 AST),"[1627783, 1626167]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,24.3,Made,11.0,,,,,,,M. Turner,1626167.0,1.0,,,,,,,,
279,PT03M32.00S,2024-02-27T00:56:24.8Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,48,51,2024-02-27T00:56:29Z,2760000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1631097]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,,,,,Mathurin,1631097.0
280,PT03M32.00S,2024-02-27T00:56:24.8Z,2,REGULAR,steal,,[],1631097,,,1610612754,48,51,2024-02-27T00:56:27Z,2770000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
281,PT03M29.00S,2024-02-27T00:56:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,6.389618922470433,53.92156862745098,1610612754,50,51,2024-02-27T00:56:33Z,2780000,False,-20.0,8.0,1,left,B. Mathurin running finger roll Layup (7 PTS),[1631097],1610612754.0,IND,running finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.1,Made,7.0,,,,,,,,,,,,,,,,,
282,PT03M15.00S,2024-02-27T00:56:45.4Z,2,REGULAR,foul,personal,[],1627783,,,1610612761,50,51,2024-02-27T00:56:50Z,2790000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1630567]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1662.0,,1.0,0.0,Barnes,1630567.0,,
284,PT03M08.00S,2024-02-27T00:57:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.9060446780552,56.61764705882353,1610612761,50,53,2024-02-27T00:57:17Z,2810000,False,33.0,5.0,1,right,R. Barrett Layup (9 PTS) (J. Poeltl 3 AST),"[1629628, 1627751]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.34,Made,9.0,,,,,,,J. Poeltl,1627751.0,3.0,,,,,,,,
286,PT02M58.00S,2024-02-27T00:57:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630169,31.09395532194481,14.950980392156863,1610612754,50,53,2024-02-27T00:57:22Z,2830000,False,175.0,240.0,1,left,MISS T. Haliburton 29' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,29.7,Missed,,,,,,,,,,,,,,,,,,
287,PT02M58.00S,2024-02-27T00:57:17.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,50,53,2024-02-27T00:57:22Z,2840000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,286.0,1.0,1.0,0.0,,,,,,,,,,,,,
288,PT02M46.00S,2024-02-27T00:57:28.6Z,2,REGULAR,3pt,Jump Shot,[],1630567,91.80354796320631,5.392156862745098,1610612761,50,53,2024-02-27T00:57:35Z,2850000,False,-223.0,25.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
289,PT02M43.00S,2024-02-27T00:57:31.5Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,50,53,2024-02-27T00:57:31Z,2860000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,288.0,6.0,3.0,3.0,,,,,,,,,,,,,
290,PT02M43.00S,2024-02-27T00:57:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.32917214191852,50.73529411764706,1610612761,50,53,2024-02-27T00:58:22Z,2870000,False,4.0,20.0,1,right,MISS J. Poeltl reverse Layup - blocked,"[1627751, 1626167]",1610612761.0,TOR,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,Turner,1626167.0,,,,,,,,,,,
291,PT02M43.00S,2024-02-27T00:57:32.3Z,2,REGULAR,block,,[],1626167,,,1610612761,50,53,2024-02-27T00:57:34Z,2880000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
292,PT02M43.00S,2024-02-27T00:57:32.3Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,50,53,2024-02-27T00:57:48Z,2890000,False,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,290.0,3.0,1.0,2.0,,,,,,,,,,,,,
293,PT02M41.00S,2024-02-27T00:57:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,91.93495400788436,50.98039215686274,1610612761,50,55,2024-02-27T00:57:51Z,2900000,False,5.0,23.0,1,right,S. Barnes putback Layup (6 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.38,Made,6.0,,,,,,,,,,,,,,,,,
294,PT02M41.00S,2024-02-27T00:57:44.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,50,55,2024-02-27T00:57:44Z,2910000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M30.00S,2024-02-27T00:59:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.966491458607096,55.14705882352941,1610612754,50,55,2024-02-27T00:59:21Z,2920000,False,-26.0,22.0,1,left,MISS P. Siakam driving finger roll Layup - blocked,"[1627783, 1630567]",1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,Barnes,1630567.0,,,,,,,,,,,
296,PT02M30.00S,2024-02-27T00:59:16.4Z,2,REGULAR,block,,[],1630567,,,1610612754,50,55,2024-02-27T01:01:38Z,2930000,False,,,0,,S. Barnes BLOCK (3 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
297,PT02M30.00S,2024-02-27T00:59:16.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,50,55,2024-02-27T00:59:21Z,2940000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,295.0,,,,,,,,,,,,,,,,
299,PT02M22.00S,2024-02-27T00:59:40.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,34.247700394218136,50.73529411764706,1610612754,53,55,2024-02-27T00:59:44Z,2960000,False,-4.0,269.0,1,left,B. Mathurin 26' 3PT step back (10 PTS),[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,26.94,Made,10.0,,,,,,,,,,,,,,,,,
300,PT02M07.00S,2024-02-27T00:59:54.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,87.59855453350855,56.127450980392155,1610612761,53,55,2024-02-27T01:01:37Z,2970000,False,31.0,64.0,1,right,MISS R. Barrett 7' turnaround Hook,[1629628],1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.1,Missed,,,,,,,,,,,,,,,,,,
301,PT02M03.00S,2024-02-27T00:59:58.2Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,53,55,2024-02-27T01:00:03Z,2980000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:5),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,300.0,5.0,5.0,0.0,,,,,,,,,,,,,
302,PT01M56.00S,2024-02-27T01:00:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,7.440867279894875,44.85294117647059,1610612754,53,55,2024-02-27T01:00:10Z,2990000,False,26.0,17.0,1,left,MISS T. Haliburton driving Layup - blocked,"[1630169, 1627751]",1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,Poeltl,1627751.0,,,,,,,,,,,
303,PT01M56.00S,2024-02-27T01:00:05.2Z,2,REGULAR,block,,[],1627751,,,1610612754,53,55,2024-02-27T01:00:07Z,3000000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
304,PT01M53.00S,2024-02-27T01:00:08.2Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,53,55,2024-02-27T01:00:10Z,3010000,False,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,302.0,4.0,4.0,0.0,,,,,,,,,,,,,
305,PT01M49.00S,2024-02-27T01:00:11.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,68.15045992115637,72.54901960784314,1610612761,53,55,2024-02-27T01:00:20Z,3020000,False,113.0,247.0,1,right,MISS G. Trent Jr. 27' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,27.14,Missed,,,,,,,,,,,,,,,,,,
306,PT01M45.00S,2024-02-27T01:00:15.6Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,53,55,2024-02-27T01:00:20Z,3030000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,305.0,7.0,3.0,4.0,,,,,,,,,,,,,
307,PT01M45.00S,2024-02-27T01:00:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,53,57,2024-02-27T01:00:15Z,3040000,False,0.0,0.0,1,right,J. Poeltl tip Layup (9 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
308,PT01M29.00S,2024-02-27T01:00:33.5Z,2,REGULAR,foul,personal,[],1629018,,,1610612754,53,57,2024-02-27T01:01:08Z,3050000,False,,,0,,G. Trent Jr. personal FOUL (2 PF),"[1629018, 1631097]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,2.0,0.0,Mathurin,1631097.0,,
310,PT01M27.00S,2024-02-27T01:01:11.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612754,53,57,2024-02-27T01:01:16Z,3070000,False,,,0,,J. Poeltl personal FOUL (1 PF) (Siakam 2 FT),"[1627751, 1627783]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1662.0,,1.0,0.0,Siakam,1627783.0,,
312,PT01M27.00S,2024-02-27T01:01:36.7Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,54,57,2024-02-27T01:01:36Z,3090000,False,,,0,,P. Siakam Free Throw 1 of 2 (12 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
313,PT01M27.00S,2024-02-27T01:01:54.8Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,55,57,2024-02-27T01:01:54Z,3100000,False,,,0,,P. Siakam Free Throw 2 of 2 (13 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
314,PT01M14.00S,2024-02-27T01:02:12.8Z,2,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612761,55,57,2024-02-27T01:02:17Z,3110000,False,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (2 TO),[1630193],1610612761.0,TOR,bad pass,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1627962.0,2.0,,,,,,
315,PT01M08.00S,2024-02-27T01:02:22.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,6.915243101182654,46.32352941176471,1610612754,55,57,2024-02-27T01:04:49Z,3120000,False,18.0,13.0,1,left,MISS M. Turner cutting Layup,[1626167],1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
316,PT01M06.00S,2024-02-27T01:02:24.2Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,55,57,2024-02-27T01:02:25Z,3130000,False,,,0,,M. Turner REBOUND (Off:2 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,315.0,6.0,4.0,2.0,,,,,,,,,,,,,
317,PT01M06.00S,2024-02-27T01:02:25.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626167,5.590000152587891,50.0,1610612754,55,57,2024-02-27T01:02:25Z,3140000,False,0.0,0.0,1,left,MISS M. Turner tip Layup,[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
318,PT01M06.00S,2024-02-27T01:02:25.7Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,55,57,2024-02-27T01:02:25Z,3150000,False,,,0,,M. Turner REBOUND (Off:3 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,317.0,7.0,4.0,3.0,,,,,,,,,,,,,
319,PT01M06.00S,2024-02-27T01:02:28.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612754,55,57,2024-02-27T01:02:36Z,3160000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Turner 2 FT),"[1627751, 1626167]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,2.0,0.0,Turner,1626167.0,,
321,PT01M06.00S,2024-02-27T01:02:48.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626167,,,1610612754,56,57,2024-02-27T01:03:21Z,3180000,False,,,0,,M. Turner Free Throw 1 of 2 (11 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
322,PT01M06.00S,2024-02-27T01:02:48.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626167,,,1610612754,56,57,2024-02-27T01:03:21Z,3190000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
323,PT01M04.00S,2024-02-27T01:02:50.1Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,56,57,2024-02-27T01:03:21Z,3200000,False,,,0,,M. Turner REBOUND (Off:4 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,322.0,8.0,4.0,4.0,,,,,,,,,,,,,
324,PT01M03.00S,2024-02-27T01:03:21.5Z,2,REGULAR,foul,offensive,[],1626167,,,1610612754,56,57,2024-02-27T01:07:35Z,3210000,False,,,0,,M. Turner offensive FOUL (2 PF),"[1626167, 1629628]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,2.0,0.0,Barrett,1629628.0,,
326,PT01M03.00S,2024-02-27T01:03:21.5Z,2,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,56,57,2024-02-27T01:03:21Z,3230000,False,,,0,,M. Turner offensive foul TURNOVER (2 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,2.0,,,,,,
327,PT00M51.40S,2024-02-27T01:04:23.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,92.9862023653088,45.09803921568628,1610612761,56,59,2024-02-27T01:04:27Z,3240000,False,-25.0,13.0,1,right,J. Poeltl Layup (11 PTS) (G. Trent Jr. 2 AST),"[1627751, 1629018]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.79,Made,11.0,,,,,,,G. Trent Jr.,1629018.0,2.0,,,,,,,,
329,PT00M30.70S,2024-02-27T01:04:48.0Z,2,REGULAR,3pt,Jump Shot,[],1630169,6.258212877792378,3.431372549019608,1610612754,56,59,2024-02-27T01:05:57Z,3260000,False,233.0,6.0,1,left,MISS T. Haliburton step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
330,PT00M27.40S,2024-02-27T01:04:51.3Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,56,59,2024-02-27T01:04:52Z,3270000,False,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,329.0,4.0,2.0,2.0,,,,,,,,,,,,,
331,PT00M09.20S,2024-02-27T01:05:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,92.19776609724047,56.86274509803921,1610612761,56,59,2024-02-27T01:05:13Z,3280000,False,34.0,21.0,1,right,MISS I. Quickley driving finger roll Layup,[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,,
332,PT00M08.00S,2024-02-27T01:05:10.5Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,56,59,2024-02-27T01:05:13Z,3290000,False,,,0,,J. Poeltl REBOUND (Off:5 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,331.0,8.0,3.0,5.0,,,,,,,,,,,,,
333,PT00M08.00S,2024-02-27T01:05:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.46057818659659,49.50980392156863,1610612761,56,61,2024-02-27T01:05:15Z,3300000,False,-2.0,18.0,1,right,J. Poeltl tip Layup (13 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.86,Made,13.0,,,,,,,,,,,,,,,,,
334,PT00M03.00S,2024-02-27T01:05:20.1Z,2,REGULAR,3pt,Jump Shot,[],1631097,32.933639947437584,29.166666666666668,1610612754,56,61,2024-02-27T01:05:25Z,3310000,False,104.0,257.0,1,left,MISS B. Mathurin 27' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,27.74,Missed,,,,,,,,,,,,,,,,,,
335,PT00M03.00S,2024-02-27T01:05:20.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,56,61,2024-02-27T01:05:25Z,3320000,False,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,334.0,5.0,3.0,2.0,,,,,,,,,,,,,
336,PT00M00.00S,2024-02-27T01:05:25.5Z,2,REGULAR,period,end,[],0,,,1610612761,56,61,2024-02-27T01:05:25Z,3330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2024-02-27T01:20:44.3Z,3,REGULAR,period,start,[],0,,,1610612761,56,61,2024-02-27T01:20:44Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M45.00S,2024-02-27T01:20:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.995400788436268,55.14705882352941,1610612761,56,63,2024-02-27T01:21:03Z,3350000,False,-26.0,4.0,1,left,S. Barnes reverse Layup (8 PTS) (R. Barrett 3 AST),"[1630567, 1629628]",1610612761.0,TOR,reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.6,Made,8.0,,,,,,,R. Barrett,1629628.0,3.0,,,,,,,,
