actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
266,PT03M02.00S,2025-12-06T01:56:57.3Z,2,REGULAR,3pt,Jump Shot,[],1631230,75.1149802890933,87.74509803921569,1610612755,38,62,2025-12-06T01:57:05Z,2660000,False,189.0,181.0,1,right,MISS D. Barlow 26' 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
267,PT02M59.00S,2025-12-06T01:56:59.9Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,38,62,2025-12-06T01:56:59Z,2670000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,266.0,4.0,2.0,2.0,,,,,
268,PT02M47.00S,2025-12-06T01:57:11.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203083,86.02168199737189,2.450980392156863,1610612755,38,62,2025-12-06T01:57:16Z,2680000,False,-238.0,79.0,1,right,MISS A. Drummond 25' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,25.05,Missed,,,,,,,,,,,,,,,,,,
269,PT02M44.00S,2025-12-06T01:57:14.7Z,2,REGULAR,rebound,defensive,[],1631157,,,1610612749,38,62,2025-12-06T01:57:16Z,2690000,False,,,0,,R. Rollins REBOUND (Off:0 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,268.0,2.0,2.0,0.0,,,,,
270,PT02M38.00S,2025-12-06T01:57:23.0Z,2,REGULAR,foul,personal,[],1631230,,,1610612749,38,62,2025-12-06T01:57:38Z,2700000,False,,,0,,D. Barlow personal FOUL (1 PF),"[1631230, 1626167]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Center,,,,,,,202041.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
272,PT02M38.00S,2025-12-06T01:57:38.9Z,2,REGULAR,substitution,out,[],203083,,,1610612749,38,62,2025-12-06T01:57:48Z,2720000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M38.00S,2025-12-06T01:57:38.9Z,2,REGULAR,substitution,out,[],1642845,,,1610612749,38,62,2025-12-06T01:57:48Z,2730000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M38.00S,2025-12-06T01:57:38.9Z,2,REGULAR,substitution,in,[],1641737,,,1610612749,38,62,2025-12-06T01:57:48Z,2740000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M38.00S,2025-12-06T01:57:38.9Z,2,REGULAR,substitution,in,[],1642272,,,1610612749,38,62,2025-12-06T01:57:48Z,2750000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M28.00S,2025-12-06T01:58:02.6Z,2,REGULAR,3pt,Jump Shot,[],1631157,22.339027595269382,12.032781862745098,1610612749,41,62,2025-12-06T01:58:12Z,2760000,False,190.0,157.0,1,left,R. Rollins 24' 3PT  (12 PTS) (A. Green 2 AST),"[1631157, 1631260]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,24.66,Made,12.0,,,,,,,,,,,,,A. Green,1631260.0,2.0,,
278,PT02M17.00S,2025-12-06T01:58:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.85479632063075,50.98039215686274,1610612755,41,64,2025-12-06T01:58:18Z,2780000,False,5.0,15.0,1,right,T. Maxey driving finger roll Layup (8 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.55,Made,8.0,,,,,,,,,,,,,,,,,
279,PT02M13.00S,2025-12-06T01:58:20.5Z,2,REGULAR,foul,personal,[],1642272,,,1610612749,41,64,2025-12-06T01:59:00Z,2790000,False,,,0,,J. McCain personal FOUL (1 PF),"[1642272, 1628398]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101283.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,
281,PT02M13.00S,2025-12-06T01:58:31.6Z,2,REGULAR,substitution,out,[],1631260,,,1610612749,41,64,2025-12-06T01:58:37Z,2810000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M13.00S,2025-12-06T01:58:31.6Z,2,REGULAR,substitution,in,[],203914,,,1610612749,41,64,2025-12-06T02:03:32Z,2827500,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M07.00S,2025-12-06T01:58:52.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612749,41,64,2025-12-06T01:59:03Z,2830000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Turner 2 FT),"[1631230, 1626167]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,2.0,0.0,Turner,1626167.0,,,,,,,,,
285,PT02M07.00S,2025-12-06T01:59:20.7Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,42,64,2025-12-06T02:05:29Z,2850000,False,,,0,,M. Turner Free Throw 1 of 2 (8 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
324,PT02M07.00S,2025-12-06T01:59:44.2Z,2,REGULAR,substitution,out,[],1631230,,,1610612749,42,64,2025-12-06T02:05:45Z,2852500,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M07.00S,2025-12-06T01:59:44.2Z,2,REGULAR,substitution,in,[],1631133,,,1610612749,42,64,2025-12-06T02:05:45Z,2853750,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M07.00S,2025-12-06T01:59:20.7Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,43,64,2025-12-06T02:05:29Z,2855000,False,,,0,,M. Turner Free Throw 2 of 2 (9 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
290,PT01M46.00S,2025-12-06T02:00:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,92.59198423127464,48.77450980392157,1610612755,43,64,2025-12-06T02:07:42Z,2875000,False,-6.0,17.0,1,right,MISS A. Bona driving Layup,[1641737],1610612755.0,PHI,driving,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
291,PT01M44.00S,2025-12-06T02:00:09.8Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612749,43,64,2025-12-06T02:02:54Z,2877500,False,,,0,,J. Sims REBOUND (Off:2 Def:4),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,290.0,6.0,4.0,2.0,,,,,
292,PT01M36.00S,2025-12-06T02:00:15.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631157,6.258212877792378,41.911764705882355,1610612749,43,64,2025-12-06T02:09:51Z,2910000,False,40.0,6.0,1,left,MISS R. Rollins driving Layup,[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
293,PT01M32.00S,2025-12-06T02:00:19.4Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612755,43,64,2025-12-06T02:00:21Z,2920000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,292.0,2.0,2.0,0.0,,,,,
294,PT01M22.00S,2025-12-06T02:00:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,93.24901445466492,50.0,1610612755,43,66,2025-12-06T02:00:38Z,2930000,False,0.0,11.0,1,right,Q. Grimes driving Layup (8 PTS),[1629656],1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.1,Made,8.0,,,,,,,,,,,,,,,,,
295,PT01M22.00S,2025-12-06T02:00:34.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628398,,,1610612755,43,66,2025-12-06T02:00:54Z,2940000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Grimes 1 FT),"[1628398, 1629656]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,1.0,0.0,Grimes,1629656.0,,,,,,,,,
297,PT01M22.00S,2025-12-06T02:00:57.9Z,2,REGULAR,freethrow,1 of 1,[],1629656,,,1610612755,43,67,2025-12-06T02:00:57Z,2960000,False,,,0,,Q. Grimes Free Throw 1 of 1 (9 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
298,PT01M10.00S,2025-12-06T02:01:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,4.944152431011826,50.245098039215684,1610612749,45,67,2025-12-06T02:11:03Z,2970000,False,-1.0,-6.0,1,left,M. Turner driving Layup (11 PTS),[1626167],1610612749.0,MIL,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.61,Made,11.0,,,,,,,,,,,,,,,,,
299,PT01M03.00S,2025-12-06T02:01:19.7Z,2,REGULAR,turnover,lost ball,[],1630178,,,1610612755,45,67,2025-12-06T02:01:25Z,2980000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1631157]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,1.0,Rollins,1631157.0,,,,,,,,,,,,,,
300,PT01M03.00S,2025-12-06T02:01:19.7Z,2,REGULAR,steal,,[],1631157,,,1610612749,45,67,2025-12-06T02:01:23Z,2990000,False,,,0,,R. Rollins STEAL (2 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
301,PT01M00.00S,2025-12-06T02:01:24.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628398,4.944152431011826,49.754901960784316,1610612749,47,67,2025-12-06T02:12:36Z,3000000,False,1.0,-6.0,1,left,K. Kuzma running DUNK (4 PTS),[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.61,Made,4.0,,,,,,,,,,,,,,,,,
302,PT00M42.40S,2025-12-06T02:01:42.0Z,2,REGULAR,3pt,Jump Shot,[],1631133,81.42247043363994,93.62745098039215,1610612755,47,67,2025-12-06T02:12:58Z,3010000,False,218.0,122.0,1,right,MISS J. Walker 25' pullup 3PT,[1631133],1610612755.0,PHI,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
303,PT00M41.00S,2025-12-06T02:01:43.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,47,67,2025-12-06T02:01:51Z,3020000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,302.0,,,,,,,,
305,PT00M41.00S,2025-12-06T02:02:12.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,47,67,2025-12-06T02:02:12Z,3040000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M41.00S,2025-12-06T02:03:34.8Z,2,REGULAR,substitution,out,[],1630579,,,1610612749,47,67,2025-12-06T02:04:07Z,3060000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M41.00S,2025-12-06T02:03:34.8Z,2,REGULAR,substitution,in,[],1629645,,,1610612749,47,67,2025-12-06T02:04:07Z,3070000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M35.60S,2025-12-06T02:03:58.9Z,2,REGULAR,3pt,Jump Shot,[],1626167,32.802233902759525,40.931372549019606,1610612749,47,67,2025-12-06T02:05:01Z,3075000,False,45.0,256.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
314,PT00M33.00S,2025-12-06T02:04:01.5Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612749,47,67,2025-12-06T02:09:02Z,3077500,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,313.0,1.0,0.0,1.0,,,,,
321,PT00M32.20S,2025-12-06T02:04:11.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,28.33442838370565,22.058823529411764,1610612749,47,67,2025-12-06T02:05:36Z,3078750,False,140.0,214.0,1,left,MISS K. Porter Jr. 25' 3PT,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
322,PT00M29.50S,2025-12-06T02:04:13.7Z,2,REGULAR,rebound,defensive,[],1642272,,,1610612755,47,67,2025-12-06T02:09:19Z,3079375,False,,,0,,J. McCain REBOUND (Off:0 Def:4),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,321.0,4.0,4.0,0.0,,,,,
310,PT00M13.70S,2025-12-06T02:04:23.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612755,47,67,2025-12-06T02:04:46Z,3080000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Walker 2 FT),"[1626167, 1631133]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,2.0,0.0,Walker,1631133.0,,,,,,,,,
312,PT00M13.70S,2025-12-06T02:04:47.5Z,2,REGULAR,freethrow,1 of 2,[],1631133,,,1610612755,47,68,2025-12-06T02:04:47Z,3100000,False,,,0,,J. Walker Free Throw 1 of 2 (15 PTS),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
315,PT00M13.70S,2025-12-06T02:04:48.5Z,2,REGULAR,substitution,out,[],1642272,,,1610612755,47,68,2025-12-06T02:05:10Z,3110000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M13.70S,2025-12-06T02:04:48.5Z,2,REGULAR,substitution,in,[],1631230,,,1610612755,47,68,2025-12-06T02:05:10Z,3120000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M13.70S,2025-12-06T02:05:16.6Z,2,REGULAR,freethrow,2 of 2,[],1631133,,,1610612755,47,69,2025-12-06T02:05:16Z,3130000,False,,,0,,J. Walker Free Throw 2 of 2 (16 PTS),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
318,PT00M04.10S,2025-12-06T02:05:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,5.863994743758213,50.49019607843137,1610612749,49,69,2025-12-06T02:15:07Z,3140000,False,-2.0,3.0,1,left,K. Kuzma cutting Layup (6 PTS) (R. Rollins 3 AST),"[1628398, 1631157]",1610612749.0,MIL,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.36,Made,6.0,,,,,,,,,,,,,R. Rollins,1631157.0,3.0,,
320,PT00M04.10S,2025-12-06T02:05:32.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641737,,,1610612749,49,69,2025-12-06T02:06:20Z,3160000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Kuzma 1 FT),"[1641737, 1628398]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,
326,PT00M04.10S,2025-12-06T02:05:45.4Z,2,REGULAR,substitution,out,[],203914,,,1610612749,49,69,2025-12-06T02:06:14Z,3180000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M04.10S,2025-12-06T02:05:45.4Z,2,REGULAR,substitution,out,[],1641737,,,1610612749,49,69,2025-12-06T02:06:14Z,3190000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M04.10S,2025-12-06T02:05:45.4Z,2,REGULAR,substitution,out,[],1631230,,,1610612749,49,69,2025-12-06T02:06:14Z,3200000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M04.10S,2025-12-06T02:05:45.4Z,2,REGULAR,substitution,in,[],1630579,,,1610612749,49,69,2025-12-06T02:06:14Z,3210000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M04.10S,2025-12-06T02:05:45.4Z,2,REGULAR,substitution,in,[],1642272,,,1610612749,49,69,2025-12-06T02:06:14Z,3220000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M04.10S,2025-12-06T02:05:45.4Z,2,REGULAR,substitution,in,[],202331,,,1610612749,49,69,2025-12-06T02:06:14Z,3230000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M04.10S,2025-12-06T02:06:24.7Z,2,REGULAR,freethrow,1 of 1,[],1628398,,,1610612749,49,69,2025-12-06T02:06:24Z,3240000,False,,,0,,MISS K. Kuzma Free Throw 1 of 1,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
333,PT00M03.50S,2025-12-06T02:06:25.3Z,2,REGULAR,rebound,defensive,[],1642272,,,1610612755,49,69,2025-12-06T02:07:38Z,3250000,False,,,0,,J. McCain REBOUND (Off:0 Def:5),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,332.0,5.0,5.0,0.0,,,,,
334,PT00M00.70S,2025-12-06T02:06:36.7Z,2,REGULAR,3pt,Jump Shot,[],1642272,60.13469119579501,72.30392156862744,1610612755,49,69,2025-12-06T02:16:11Z,3260000,False,112.0,322.0,1,right,MISS J. McCain 34' pullup 3PT,[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,34.09,Missed,,,,,,,,,,,,,,,,,,
335,PT00M00.10S,2025-12-06T02:06:37.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,49,69,2025-12-06T02:07:07Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,334.0,,,,,,,,
336,PT00M00.00S,2025-12-06T02:06:50.7Z,2,REGULAR,period,end,[],0,,,1610612755,49,69,2025-12-06T02:06:50Z,3280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-12-06T02:20:53.0Z,3,REGULAR,substitution,out,['startperiod'],1629656,,,1610612755,49,69,2025-12-06T02:21:35Z,3300000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-12-06T02:20:53.0Z,3,REGULAR,substitution,out,['startperiod'],1642272,,,1610612755,49,69,2025-12-06T02:21:35Z,3310000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-12-06T02:20:53.0Z,3,REGULAR,substitution,in,['startperiod'],1642845,,,1610612755,49,69,2025-12-06T02:21:35Z,3320000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-12-06T02:20:53.0Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612755,49,69,2025-12-06T02:21:35Z,3330000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-12-06T02:20:53.0Z,3,REGULAR,substitution,in,['startperiod'],1631230,,,1610612755,49,69,2025-12-06T02:21:35Z,3340000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2025-12-06T02:20:53.0Z,3,REGULAR,substitution,out,['startperiod'],1631133,,,1610612755,49,69,2025-12-06T02:22:38Z,3345000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-12-06T02:21:43.5Z,3,REGULAR,period,start,[],0,,,1610612749,49,69,2025-12-06T02:21:43Z,3350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M42.00S,2025-12-06T02:22:03.7Z,3,REGULAR,turnover,lost ball,[],1631157,,,1610612749,49,69,2025-12-06T02:23:03Z,3360000,False,,,0,,R. Rollins lost ball TURNOVER (1 TO),"[1631157, 203083]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right Center,,,,1.0,Drummond,203083.0,,,,,,,,,,,,,,
345,PT11M42.00S,2025-12-06T02:22:03.7Z,3,REGULAR,steal,,[],203083,,,1610612755,49,69,2025-12-06T02:22:07Z,3370000,False,,,0,,A. Drummond STEAL (2 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
346,PT11M37.00S,2025-12-06T02:22:09.8Z,3,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612755,49,69,2025-12-06T02:22:36Z,3380000,False,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Barlow 2 FT),"[1628398, 1631230]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,2.0,0.0,Barlow,1631230.0,,,,,,,,,
349,PT11M37.00S,2025-12-06T02:22:38.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631230,,,1610612755,49,70,2025-12-06T02:22:38Z,3400000,False,,,0,,D. Barlow Free Throw 1 of 2 (5 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
350,PT11M37.00S,2025-12-06T02:22:38.3Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631230,,,1610612755,49,71,2025-12-06T02:23:09Z,3410000,False,,,0,,D. Barlow Free Throw 2 of 2 (6 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
353,PT11M12.00S,2025-12-06T02:23:38.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612749,49,71,2025-12-06T02:23:53Z,3440000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,202041.0,,,,,,,,,,,,,
354,PT10M56.00S,2025-12-06T02:24:07.4Z,3,REGULAR,turnover,bad pass,[],1631230,,,1610612755,49,71,2025-12-06T02:24:13Z,3450000,False,,,0,,D. Barlow bad pass TURNOVER (1 TO),"[1631230, 1631157]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,,,,1.0,Rollins,1631157.0,,,,,,,,,,,,,,
355,PT10M56.00S,2025-12-06T02:24:07.4Z,3,REGULAR,steal,,[],1631157,,,1610612749,49,71,2025-12-06T02:24:10Z,3460000,False,,,0,,R. Rollins STEAL (3 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
356,PT10M50.00S,2025-12-06T02:24:13.7Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1628398,79.45137976346912,17.15686274509804,1610612749,51,71,2025-12-06T02:24:22Z,3470000,False,-164.0,141.0,1,right,K. Kuzma 21' running Jump Shot (8 PTS) (R. Rollins 4 AST),"[1628398, 1631157]",1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,21.62,Made,8.0,,,,,,,,,,,,,R. Rollins,1631157.0,4.0,,
358,PT10M31.00S,2025-12-06T02:24:32.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,9.724047306176084,47.40732230392157,1610612755,51,71,2025-12-06T02:25:40Z,3490000,False,13.0,39.0,1,left,MISS V. Edgecombe driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
