actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
545,PT03M06.00S,2022-03-13T21:09:54.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.327858081471746,51.71568627450981,1610612765,96,97,2022-03-13T21:09:59Z,5380000,-9.0,26.0,1,left,C. Cunningham driving Layup (19 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,2.72,Made,,,,,19.0,,,,,,,,,,,,,
546,PT03M06.00S,2022-03-13T21:10:04.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,96,97,2022-03-13T21:10:04Z,5390000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT03M06.00S,2022-03-13T21:11:38.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,96,97,2022-03-13T21:11:38Z,5400000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT03M06.00S,2022-03-13T21:11:39.7Z,4,REGULAR,substitution,out,[],1629599,,,1610612746,96,97,2022-03-13T21:12:48Z,5410000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M06.00S,2022-03-13T21:11:39.7Z,4,REGULAR,substitution,out,[],1629611,,,1610612746,96,97,2022-03-13T21:12:48Z,5420000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
550,PT03M06.00S,2022-03-13T21:11:39.7Z,4,REGULAR,substitution,out,[],1628392,,,1610612746,96,97,2022-03-13T21:12:48Z,5430000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M06.00S,2022-03-13T21:11:39.7Z,4,REGULAR,substitution,in,[],1627826,,,1610612746,96,97,2022-03-13T21:12:48Z,5440000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
552,PT03M06.00S,2022-03-13T21:11:39.7Z,4,REGULAR,substitution,in,[],201587,,,1610612746,96,97,2022-03-13T21:12:48Z,5450000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
553,PT03M06.00S,2022-03-13T21:11:39.7Z,4,REGULAR,substitution,in,[],202694,,,1610612746,96,97,2022-03-13T21:12:48Z,5460000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
554,PT02M43.00S,2022-03-13T21:13:18.6Z,4,REGULAR,3pt,Jump Shot,[],202704,67.7233902759527,33.33333333333334,1610612746,96,97,2022-03-13T21:13:59Z,5470000,-83.0,251.0,1,right,MISS R. Jackson 26' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,
555,PT02M41.00S,2022-03-13T21:13:20.6Z,4,REGULAR,rebound,offensive,[],201587,,,1610612746,96,97,2022-03-13T21:13:24Z,5480000,,,0,,N. Batum REBOUND (Off:1 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,554.0,3.0,2.0,1.0,,,,,,,,,,,,,,
556,PT02M35.00S,2022-03-13T21:13:25.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201587,93.47897503285151,97.05882352941177,1610612746,96,97,2022-03-13T21:13:29Z,5490000,235.0,9.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
557,PT02M32.00S,2022-03-13T21:13:28.9Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612765,96,97,2022-03-13T21:13:28Z,5500000,,,0,,M. Bagley III REBOUND (Off:3 Def:5),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,556.0,8.0,5.0,3.0,,,,,,,,,,,,,,
558,PT02M18.00S,2022-03-13T21:13:48.3Z,4,REGULAR,foul,personal,[],202694,,,1610612765,96,97,2022-03-13T21:14:08Z,5510000,,,0,,M. Morris Sr. personal FOUL (3 PF),"[202694, 203924]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,202056.0,,,,,3.0,0.0,Grant,203924.0,,,,
560,PT02M03.00S,2022-03-13T21:14:31.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,10.298948751642584,41.42156862745098,1610612765,96,97,2022-03-13T21:14:36Z,5530000,43.0,44.0,1,left,MISS C. Cunningham 6' fadeaway Shot,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,6.17,Missed,,,,,,,,,,,,,,,,,,
561,PT02M01.00S,2022-03-13T21:14:33.8Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,96,97,2022-03-13T21:14:36Z,5540000,,,0,,I. Zubac REBOUND (Off:4 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,560.0,14.0,10.0,4.0,,,,,,,,,,,,,,
562,PT01M39.00S,2022-03-13T21:14:58.9Z,4,REGULAR,3pt,Jump Shot,[],202704,72.87697109067017,15.663296568627445,1610612746,96,100,2022-03-13T21:15:05Z,5550000,-172.0,202.0,1,right,R. Jackson 26' 3PT step back (13 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,26.55,Made,,,,,13.0,,,,,,,,,,,,,
563,PT01M30.00S,2022-03-13T21:15:08.0Z,4,REGULAR,turnover,lost ball,[],1630595,,,1610612765,96,100,2022-03-13T21:15:12Z,5560000,,,0,,C. Cunningham lost ball TURNOVER (3 TO),"[1630595, 202704]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,3.0,,,,,,,,,,Jackson,202704.0
564,PT01M30.00S,2022-03-13T21:15:08.0Z,4,REGULAR,steal,,[],202704,,,1610612746,96,100,2022-03-13T21:15:10Z,5570000,,,0,,R. Jackson STEAL (2 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
565,PT01M10.00S,2022-03-13T21:15:29.6Z,4,REGULAR,turnover,traveling,[],202694,,,1610612746,96,100,2022-03-13T21:15:37Z,5580000,,,0,,M. Morris Sr. traveling TURNOVER (2 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,2004.0,2.0,,,,,,,,,,,
566,PT00M56.40S,2022-03-13T21:15:59.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628963,14.565538764783184,42.37898284313726,1610612765,96,100,2022-03-13T21:16:07Z,5590000,38.0,84.0,1,left,MISS M. Bagley III 9' floating Shot,[1628963],1610612765.0,DET,floating,,,Bagley III,M. Bagley III,,,,,9.26,Missed,,,,,,,,,,,,,,,,,,
567,PT00M54.40S,2022-03-13T21:16:01.7Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,96,100,2022-03-13T21:16:07Z,5600000,,,0,,I. Zubac REBOUND (Off:4 Def:11),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,566.0,15.0,11.0,4.0,,,,,,,,,,,,,,
568,PT00M36.50S,2022-03-13T21:16:20.7Z,4,REGULAR,2pt,Jump Shot,[],202694,92.0335085413929,18.382352941176478,1610612746,96,102,2022-03-13T21:16:25Z,5610000,-158.0,22.0,1,right,M. Morris Sr. 15' step back Jump Shot (29 PTS),[202694],1610612746.0,LAC,step back,,,Morris Sr.,M. Morris Sr.,,,,,15.97,Made,,,,,29.0,,,,,,,,,,,,,
569,PT00M36.50S,2022-03-13T21:16:28.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,96,102,2022-03-13T21:16:28Z,5620000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT00M36.50S,2022-03-13T21:16:28.6Z,4,REGULAR,substitution,out,[],1628379,,,1610612765,96,102,2022-03-13T21:17:51Z,5630000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
571,PT00M36.50S,2022-03-13T21:16:28.6Z,4,REGULAR,substitution,out,[],1627826,,,1610612765,96,102,2022-03-13T21:17:51Z,5640000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
572,PT00M36.50S,2022-03-13T21:16:28.6Z,4,REGULAR,substitution,in,[],1629611,,,1610612765,96,102,2022-03-13T21:17:51Z,5650000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
573,PT00M36.50S,2022-03-13T21:16:28.6Z,4,REGULAR,substitution,in,[],1629599,,,1610612765,96,102,2022-03-13T21:17:51Z,5660000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
574,PT00M30.80S,2022-03-13T21:18:16.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.276609724047319,43.38235294117647,1610612765,98,102,2022-03-13T21:18:21Z,5670000,33.0,16.0,1,left,C. Cunningham driving Layup (21 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,3.67,Made,,,,,21.0,,,,,,,,,,,,,
576,PT00M28.40S,2022-03-13T21:18:26.2Z,4,REGULAR,foul,personal,[],1630595,,,1610612746,98,102,2022-03-13T21:18:50Z,5690000,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 202704]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Jackson,202704.0,,,,
578,PT00M28.40S,2022-03-13T21:18:50.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,98,102,2022-03-13T21:18:50Z,5710000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M28.40S,2022-03-13T21:18:52.0Z,4,REGULAR,substitution,out,[],1629611,,,1610612746,98,102,2022-03-13T21:20:07Z,5720000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
580,PT00M28.40S,2022-03-13T21:18:52.0Z,4,REGULAR,substitution,in,[],1628379,,,1610612746,98,102,2022-03-13T21:20:07Z,5730000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
581,PT00M20.10S,2022-03-13T21:20:32.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,94.00459921156373,45.58823529411765,1610612746,98,104,2022-03-13T21:20:37Z,5740000,-22.0,4.0,1,right,R. Jackson driving Layup (15 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,2.24,Made,,,,,15.0,,,,,,,,,,,,,
582,PT00M14.80S,2022-03-13T21:20:39.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.8823915900131425,53.67647058823529,1610612765,100,104,2022-03-13T21:20:44Z,5750000,-18.0,12.0,1,left,C. Cunningham driving Layup (23 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,2.21,Made,,,,,23.0,,,,,,,,,,,,,
583,PT00M13.40S,2022-03-13T21:20:45.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630587,,,1610612746,100,104,2022-03-13T21:20:55Z,5760000,,,0,,I. Livers take personal FOUL (2 PF) (Morris Sr. 2 FT),"[1630587, 202694]",1610612765.0,DET,take,,,Livers,I. Livers,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Morris Sr.,202694.0,,,,
585,PT00M13.40S,2022-03-13T21:21:16.8Z,4,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,100,105,2022-03-13T21:21:16Z,5780000,,,0,,M. Morris Sr. Free Throw 1 of 2 (30 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
586,PT00M13.40S,2022-03-13T21:21:17.5Z,4,REGULAR,substitution,out,[],1628379,,,1610612746,100,105,2022-03-13T21:21:21Z,5790000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M13.40S,2022-03-13T21:21:17.5Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,100,105,2022-03-13T21:21:21Z,5800000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M13.40S,2022-03-13T21:21:37.4Z,4,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,100,106,2022-03-13T21:21:37Z,5810000,,,0,,M. Morris Sr. Free Throw 2 of 2 (31 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
589,PT00M08.20S,2022-03-13T21:21:48.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.619579500657039,46.07843137254902,1610612765,102,106,2022-03-13T21:21:53Z,5820000,20.0,10.0,1,left,M. Bagley III Layup (15 PTS) (C. Cunningham 10 AST),"[1628963, 1630595]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,2.19,Made,,,,,15.0,,,C. Cunningham,1630595.0,10.0,,,,,,,,
591,PT00M00.00S,2022-03-13T21:22:02.1Z,4,REGULAR,period,end,[],0,,,1610612746,102,106,2022-03-13T21:22:02Z,5840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT00M00.00S,2022-03-13T21:22:06.5Z,4,REGULAR,game,end,[],0,,,0,102,106,2022-03-13T21:22:06Z,5850000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
