actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
283,PT04M05.00S,2022-01-16T19:03:48.7Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,47,52,2022-01-16T19:03:48Z,2770000,,,0,,J. Crowder REBOUND (Off:1 Def:4),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,282.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
284,PT03M45.00S,2022-01-16T19:04:08.8Z,2,REGULAR,2pt,Jump Shot,[],1626164,84.57621550591328,81.37254901960785,1610612756,47,54,2022-01-16T19:04:15Z,2780000,157.0,92.0,1,right,D. Booker 18' fadeaway Jump Shot (17 PTS),[1626164],1610612756.0,PHX,fadeaway,,,,,,,Booker,D. Booker,18.21,Made,,,,,17.0,,,,,,,,,,,,,,
285,PT03M29.00S,2022-01-16T19:04:26.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,9.280551905387648,50.245098039215684,1610612765,49,54,2022-01-16T19:04:31Z,2790000,-1.0,35.0,1,left,I. Stewart Hook (4 PTS) (K. Hayes 3 AST),"[1630191, 1630165]",1610612765.0,DET,,,,,,,,Stewart,I. Stewart,3.47,Made,,,,,4.0,K. Hayes,1630165.0,3.0,,,,,,,,,,,
287,PT03M29.00S,2022-01-16T19:04:30.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202687,,,1610612765,49,54,2022-01-16T19:04:50Z,2810000,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Stewart 1 FT),"[202687, 1630191]",1610612756.0,PHX,shooting,,,,,,204058.0,Biyombo,B. Biyombo,,,,,,,,,,,1.0,0.0,Stewart,1630191.0,,,,,,,
289,PT03M29.00S,2022-01-16T19:04:56.0Z,2,REGULAR,freethrow,1 of 1,[],1630191,,,1610612765,50,54,2022-01-16T19:04:56Z,2830000,,,0,,I. Stewart Free Throw 1 of 1 (5 PTS),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,Made,,,,,5.0,,,,,,,,,,,,,,
290,PT03M13.00S,2022-01-16T19:05:11.9Z,2,REGULAR,3pt,Jump Shot,[],1626166,95.0886990801577,95.83333333333334,1610612756,50,57,2022-01-16T19:05:17Z,2840000,229.0,-6.0,1,right,C. Payne 3PT  (9 PTS) (J. Crowder 2 AST),"[1626166, 203109]",1610612756.0,PHX,,,,,,,,Payne,C. Payne,22.93,Made,,,,,9.0,J. Crowder,203109.0,2.0,,,,,,,,,,,
292,PT02M53.00S,2022-01-16T19:05:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,17.427726675427067,40.44117647058824,1610612765,50,57,2022-01-16T19:05:37Z,2860000,48.0,111.0,1,left,MISS H. Diallo 12' driving floating Shot,[1628977],1610612765.0,DET,driving floating,,,,,,,Diallo,H. Diallo,12.11,Missed,,,,,,,,,,,,,,,,,,,
293,PT02M50.00S,2022-01-16T19:05:35.1Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,50,57,2022-01-16T19:05:37Z,2870000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,,292.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
294,PT02M42.00S,2022-01-16T19:05:42.8Z,2,REGULAR,2pt,Jump Shot,[],1626164,77.7431011826544,60.78431372549019,1610612756,50,59,2022-01-16T19:06:04Z,2880000,54.0,157.0,1,right,D. Booker 16' fadeaway Jump Shot (19 PTS),[1626164],1610612756.0,PHX,fadeaway,,,,,,,Booker,D. Booker,16.57,Made,,,,,19.0,,,,,,,,,,,,,,
295,PT02M22.00S,2022-01-16T19:06:02.7Z,2,REGULAR,3pt,Jump Shot,[],1630180,34.37910643889619,56.127450980392155,1610612765,50,59,2022-01-16T19:06:09Z,2890000,-31.0,271.0,1,left,MISS S. Bey 27' 3PT,[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,27.24,Missed,,,,,,,,,,,,,,,,,,,
296,PT02M20.00S,2022-01-16T19:06:04.7Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,50,59,2022-01-16T19:06:09Z,2900000,,,0,,J. Crowder REBOUND (Off:1 Def:5),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,295.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
297,PT02M13.00S,2022-01-16T19:06:12.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202687,92.19776609724047,42.8921568627451,1610612756,50,59,2022-01-16T19:06:16Z,2910000,-36.0,21.0,1,right,MISS B. Biyombo Hook,[202687],1610612756.0,PHX,,,,,,,,Biyombo,B. Biyombo,4.11,Missed,,,,,,,,,,,,,,,,,,,
298,PT02M09.00S,2022-01-16T19:06:16.3Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,50,59,2022-01-16T19:06:16Z,2920000,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,,,,,,,,Hayes,K. Hayes,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
299,PT01M57.00S,2022-01-16T19:06:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.178055190538765,54.90196078431373,1610612765,52,59,2022-01-16T19:06:33Z,2930000,-25.0,15.0,1,left,C. Cunningham driving Layup (13 PTS),[1630595],1610612765.0,DET,driving,,,,,,,Cunningham,C. Cunningham,2.87,Made,,,,,13.0,,,,,,,,,,,,,,
300,PT01M41.00S,2022-01-16T19:06:44.4Z,2,REGULAR,3pt,Jump Shot,[],1626166,80.23981603153744,92.64705882352942,1610612756,52,62,2022-01-16T19:06:50Z,2940000,213.0,133.0,1,right,C. Payne 25' 3PT  (12 PTS),[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,25.14,Made,,,,,12.0,,,,,,,,,,,,,,
301,PT01M26.00S,2022-01-16T19:06:58.2Z,2,REGULAR,2pt,Jump Shot,[],1628977,6.521024967148489,76.22549019607843,1610612765,54,62,2022-01-16T19:07:07Z,2950000,-131.0,9.0,1,left,H. Diallo 13' turnaround fadeaway Jump Shot (9 PTS) (C. Cunningham 4 AST),"[1628977, 1630595]",1610612765.0,DET,turnaround fadeaway,,,,,,,Diallo,H. Diallo,13.14,Made,,,,,9.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,,
303,PT01M19.00S,2022-01-16T19:07:05.9Z,2,REGULAR,2pt,Jump Shot,[],1626164,77.4802890932983,59.068627450980394,1610612756,54,64,2022-01-16T19:07:11Z,2970000,45.0,159.0,1,right,D. Booker 16' pullup Jump Shot (21 PTS),[1626164],1610612756.0,PHX,pullup,,,,,,,Booker,D. Booker,16.55,Made,,,,,21.0,,,,,,,,,,,,,,
304,PT01M04.00S,2022-01-16T19:07:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630191,33.590670170827856,51.9607843137255,1610612765,54,64,2022-01-16T19:07:26Z,2980000,-10.0,263.0,1,left,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,26.35,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M02.00S,2022-01-16T19:07:22.8Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,54,64,2022-01-16T19:07:26Z,2990000,,,0,,J. Crowder REBOUND (Off:1 Def:6),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,304.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
306,PT00M50.10S,2022-01-16T19:07:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,90.88370565045992,46.07843137254902,1610612756,54,64,2022-01-16T19:07:42Z,3000000,-20.0,33.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,,,,,Booker,D. Booker,3.86,Missed,,,,,,,,,,,,,,,,,,,
307,PT00M47.40S,2022-01-16T19:07:38.9Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,54,64,2022-01-16T19:07:42Z,3010000,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,,,,,Diallo,H. Diallo,,,306.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
308,PT00M41.10S,2022-01-16T19:07:45.2Z,2,REGULAR,3pt,Jump Shot,[],1630595,34.773324572930356,34.80392156862745,1610612765,54,64,2022-01-16T19:07:49Z,3020000,76.0,274.0,1,left,MISS C. Cunningham 28' 3PT,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,28.47,Missed,,,,,,,,,,,,,,,,,,,
309,PT00M38.00S,2022-01-16T19:07:48.1Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,54,64,2022-01-16T19:07:48Z,3030000,,,0,,J. Crowder REBOUND (Off:1 Def:7),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,308.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
310,PT00M31.40S,2022-01-16T19:07:54.8Z,2,REGULAR,3pt,Jump Shot,[],1626166,67.36202365308804,62.745098039215684,1610612756,54,64,2022-01-16T19:08:00Z,3040000,64.0,254.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,26.22,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M28.70S,2022-01-16T19:07:57.6Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,54,64,2022-01-16T19:07:57Z,3050000,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,,,,,Biyombo,B. Biyombo,,,310.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
312,PT00M26.40S,2022-01-16T19:07:59.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,87.07293035479631,3.9215686274509802,1610612756,54,64,2022-01-16T19:08:05Z,3060000,-230.0,69.0,1,right,MISS M. Bridges 24' 3PT,[1628969],1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,24.05,Missed,,,,,,,,,,,,,,,,,,,
313,PT00M23.30S,2022-01-16T19:08:02.8Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,54,64,2022-01-16T19:08:05Z,3070000,,,0,,H. Diallo REBOUND (Off:1 Def:3),[1628977],1610612765.0,DET,,,,,,,,Diallo,H. Diallo,,,312.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
314,PT00M02.70S,2022-01-16T19:08:28.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612765,54,64,2022-01-16T19:08:40Z,3080000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,204058.0,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M02.70S,2022-01-16T19:08:39.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,54,64,2022-01-16T19:08:39Z,3090000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M02.70S,2022-01-16T19:10:33.2Z,2,REGULAR,substitution,out,[],1630595,,,1610612756,54,64,2022-01-16T19:10:57Z,3100000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,
317,PT00M02.70S,2022-01-16T19:10:33.2Z,2,REGULAR,substitution,out,[],202687,,,1610612756,54,64,2022-01-16T19:10:57Z,3110000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,
318,PT00M02.70S,2022-01-16T19:10:33.2Z,2,REGULAR,substitution,in,[],202709,,,1610612756,54,64,2022-01-16T19:10:57Z,3120000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,
319,PT00M02.70S,2022-01-16T19:10:33.2Z,2,REGULAR,substitution,in,[],201580,,,1610612756,54,64,2022-01-16T19:10:57Z,3130000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
320,PT00M00.30S,2022-01-16T19:11:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626166,89.56964520367937,43.872549019607845,1610612756,54,64,2022-01-16T19:12:05Z,3140000,-31.0,46.0,1,right,MISS C. Payne Layup,[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,5.48,Missed,,,,,,,,,,,,,,,,,,,
321,PT00M00.10S,2022-01-16T19:11:29.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,54,64,2022-01-16T19:12:05Z,3150000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,
322,PT00M00.00S,2022-01-16T19:11:36.5Z,2,REGULAR,period,end,[],0,,,1610612756,54,64,2022-01-16T19:11:36Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-01-16T19:25:43.3Z,3,REGULAR,substitution,out,['startperiod'],202709,,,1610612756,54,64,2022-01-16T19:26:54Z,3170000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-01-16T19:25:43.3Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,54,64,2022-01-16T19:26:54Z,3180000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-01-16T19:25:43.3Z,3,REGULAR,substitution,in,['startperiod'],1630595,,,1610612756,54,64,2022-01-16T19:26:54Z,3190000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-01-16T19:25:43.3Z,3,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,54,64,2022-01-16T19:26:54Z,3200000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-01-16T19:26:57.7Z,3,REGULAR,period,start,[],0,,,1610612756,54,64,2022-01-16T19:26:57Z,3210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M44.00S,2022-01-16T19:27:13.5Z,3,REGULAR,2pt,Jump Shot,[],101108,4.681340341655716,87.74509803921569,1610612756,54,66,2022-01-16T19:27:21Z,3220000,-189.0,-8.0,1,left,C. Paul 18' Jump Shot (5 PTS) (M. Bridges 3 AST),"[101108, 1628969]",1610612756.0,PHX,,,,,,,,Paul,C. Paul,18.89,Made,,,,,5.0,M. Bridges,1628969.0,3.0,,,,,,,,,,,
330,PT11M23.00S,2022-01-16T19:27:33.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,79.97700394218134,54.41176470588235,1610612765,54,66,2022-01-16T19:28:14Z,3240000,22.0,136.0,1,right,MISS C. Cunningham 13' pullup Shot,[1630595],1610612765.0,DET,pullup,,,,,,,Cunningham,C. Cunningham,13.75,Missed,,,,,,,,,,,,,,,,,,,
331,PT11M21.00S,2022-01-16T19:27:35.3Z,3,REGULAR,rebound,defensive,[],201580,,,1610612756,54,66,2022-01-16T19:27:38Z,3250000,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,330.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
332,PT11M11.00S,2022-01-16T19:27:45.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,14.011169513797633,62.745098039215684,1610612756,54,66,2022-01-16T19:27:51Z,3260000,-64.0,79.0,1,left,MISS D. Booker 10' Jump Shot,[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,10.16,Missed,,,,,,,,,,,,,,,,,,,
333,PT11M06.00S,2022-01-16T19:27:50.8Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,54,66,2022-01-16T19:34:06Z,3270000,,,0,,J. McGee REBOUND (Off:2 Def:1),[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,332.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
334,PT11M03.00S,2022-01-16T19:27:53.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201580,11.645860709592641,44.36274509803921,1610612756,54,68,2022-01-16T19:27:57Z,3280000,28.0,57.0,1,left,J. McGee 6' Hook (10 PTS) (D. Booker 1 AST),"[201580, 1626164]",1610612756.0,PHX,,,,,,,,McGee,J. McGee,6.36,Made,,,,,10.0,D. Booker,1626164.0,1.0,,,,,,,,,,,
336,PT10M54.00S,2022-01-16T19:28:02.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,90.75229960578186,55.63725490196079,1610612765,56,68,2022-01-16T19:28:07Z,3300000,28.0,34.0,1,right,C. Cunningham driving Layup (15 PTS) (K. Hayes 4 AST),"[1630595, 1630165]",1610612765.0,DET,driving,,,,,,,Cunningham,C. Cunningham,4.45,Made,,,,,15.0,K. Hayes,1630165.0,4.0,,,,,,,,,,,
337,PT10M31.00S,2022-01-16T19:28:25.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201580,8.492115637319317,56.61764705882353,1610612756,56,70,2022-01-16T19:28:34Z,3310000,-33.0,27.0,1,left,J. McGee cutting Layup (12 PTS) (D. Booker 2 AST),"[201580, 1626164]",1610612756.0,PHX,cutting,,,,,,,McGee,J. McGee,4.29,Made,,,,,12.0,D. Booker,1626164.0,2.0,,,,,,,,,,,
340,PT10M20.00S,2022-01-16T19:28:40.6Z,3,REGULAR,foul,personal,[],101108,,,1610612765,56,70,2022-01-16T19:30:00Z,3330000,,,0,,C. Paul personal FOUL (2 PF),"[101108, 1630191]",1610612756.0,PHX,,,,,,,204058.0,Paul,C. Paul,,,,,,,,,,,2.0,0.0,Stewart,1630191.0,,,,,,,
342,PT10M14.00S,2022-01-16T19:29:07.0Z,3,REGULAR,foul,personal,['2freethrow'],201580,,,1610612765,56,70,2022-01-16T19:29:21Z,3350000,,,0,,J. McGee shooting personal FOUL (3 PF) (Hayes 2 FT),"[201580, 1630165]",1610612756.0,PHX,shooting,,,,,,201246.0,McGee,J. McGee,,,,,,,,,,,3.0,1.0,Hayes,1630165.0,,,,,,,
344,PT10M14.00S,2022-01-16T19:29:40.0Z,3,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,57,70,2022-01-16T19:29:40Z,3370000,,,0,,K. Hayes Free Throw 1 of 2 (5 PTS),[1630165],1610612765.0,DET,,,,,,,,Hayes,K. Hayes,,Made,,,,,5.0,,,,,,,,,,,,,,
345,PT10M14.00S,2022-01-16T19:29:58.6Z,3,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,58,70,2022-01-16T19:29:58Z,3380000,,,0,,K. Hayes Free Throw 2 of 2 (6 PTS),[1630165],1610612765.0,DET,,,,,,,,Hayes,K. Hayes,,Made,,,,,6.0,,,,,,,,,,,,,,
346,PT10M05.00S,2022-01-16T19:30:12.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,8.492115637319317,41.911764705882355,1610612756,58,70,2022-01-16T19:31:12Z,3390000,40.0,27.0,1,left,MISS M. Bridges driving Layup,[1628969],1610612756.0,PHX,driving,,,,,,,Bridges,M. Bridges,4.88,Missed,,,,,,,,,,,,,,,,,,,
347,PT10M05.00S,2022-01-16T19:30:12.6Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,58,70,2022-01-16T19:30:22Z,3400000,,,0,,J. McGee REBOUND (Off:3 Def:1),[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,346.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
348,PT10M05.00S,2022-01-16T19:30:18.3Z,3,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612756,58,70,2022-01-16T19:30:30Z,3410000,,,0,,I. Stewart shooting personal FOUL (1 PF) (McGee 2 FT),"[1630191, 201580]",1610612765.0,DET,shooting,,,,,,201246.0,Stewart,I. Stewart,,,,,,,,,,,1.0,0.0,McGee,201580.0,,,,,,,
350,PT10M05.00S,2022-01-16T19:30:44.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201580,,,1610612756,58,70,2022-01-16T19:30:44Z,3430000,,,0,,MISS J. McGee Free Throw 1 of 2,[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,Missed,,,,,,,,,,,,,,,,,,,
351,PT10M05.00S,2022-01-16T19:30:44.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,58,70,2022-01-16T19:30:44Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,
352,PT10M05.00S,2022-01-16T19:31:05.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201580,,,1610612756,58,71,2022-01-16T19:31:05Z,3450000,,,0,,J. McGee Free Throw 2 of 2 (13 PTS),[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,Made,,,,,13.0,,,,,,,,,,,,,,
353,PT09M50.00S,2022-01-16T19:31:21.8Z,3,REGULAR,2pt,Jump Shot,[],1630595,79.188567674113,60.78431372549019,1610612765,58,71,2022-01-16T19:31:27Z,3460000,54.0,143.0,1,right,MISS C. Cunningham 15' Jump Shot,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,15.29,Missed,,,,,,,,,,,,,,,,,,,
354,PT09M47.00S,2022-01-16T19:31:24.1Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,58,71,2022-01-16T19:31:24Z,3470000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,353.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
355,PT09M46.00S,2022-01-16T19:31:25.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,92.59198423127464,51.9607843137255,1610612765,58,71,2022-01-16T19:34:52Z,3480000,10.0,17.0,1,right,MISS I. Stewart putback Layup,[1630191],1610612765.0,DET,putback,,,,,,,Stewart,I. Stewart,1.97,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M46.00S,2022-01-16T19:31:25.2Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,58,71,2022-01-16T19:31:33Z,3490000,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,355.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
357,PT09M38.00S,2022-01-16T19:31:32.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,58,71,2022-01-16T19:31:37Z,3500000,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,,,,,Stewart,I. Stewart,0.0,Missed,,,,,,,,,,,,,,,,,,,
358,PT09M38.00S,2022-01-16T19:31:32.5Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,58,71,2022-01-16T19:31:37Z,3510000,,,0,,C. Paul REBOUND (Off:0 Def:5),[101108],1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,357.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
359,PT09M35.00S,2022-01-16T19:31:36.3Z,3,REGULAR,2pt,Jump Shot,[],101108,7.835085413929041,69.36274509803921,1610612756,58,71,2022-01-16T19:31:42Z,3520000,-97.0,21.0,1,left,MISS C. Paul 9' floating Shot,[101108],1610612756.0,PHX,floating,,,,,,,Paul,C. Paul,9.91,Missed,,,,,,,,,,,,,,,,,,,
360,PT09M33.00S,2022-01-16T19:31:38.3Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,58,71,2022-01-16T19:31:42Z,3530000,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,359.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
361,PT09M29.00S,2022-01-16T19:31:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,90.62089356110381,53.67647058823529,1610612765,58,71,2022-01-16T19:32:29Z,3540000,18.0,36.0,1,right,MISS C. Cunningham driving finger roll Layup,[1630595],1610612765.0,DET,driving finger roll,,,,,,,Cunningham,C. Cunningham,4.02,Missed,,,,,,,,,,,,,,,,,,,
362,PT09M25.00S,2022-01-16T19:31:45.5Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,58,71,2022-01-16T19:31:45Z,3550000,,,0,,J. Crowder REBOUND (Off:1 Def:8),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,361.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
363,PT09M21.00S,2022-01-16T19:31:49.6Z,3,REGULAR,3pt,Jump Shot,[],1626164,28.597240473061763,77.45098039215686,1610612756,58,71,2022-01-16T19:35:47Z,3560000,-137.0,216.0,1,left,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,,,,,Booker,D. Booker,25.62,Missed,,,,,,,,,,,,,,,,,,,
364,PT09M19.00S,2022-01-16T19:31:52.1Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612756,58,71,2022-01-16T19:31:52Z,3570000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,,,363.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
365,PT09M12.00S,2022-01-16T19:31:59.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201580,19.136005256241788,50.0,1610612756,58,73,2022-01-16T19:32:23Z,3580000,0.0,127.0,1,left,J. McGee 12' Jump Shot (15 PTS) (J. Crowder 3 AST),"[201580, 203109]",1610612756.0,PHX,,,,,,,,McGee,J. McGee,12.74,Made,,,,,15.0,J. Crowder,203109.0,3.0,,,,,,,,,,,
367,PT09M10.00S,2022-01-16T19:32:06.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,58,73,2022-01-16T19:32:06Z,3600000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT09M10.00S,2022-01-16T19:32:36.4Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,58,73,2022-01-16T19:34:30Z,3610000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,
373,PT09M10.00S,2022-01-16T19:32:36.4Z,3,REGULAR,substitution,in,[],1626168,,,1610612765,58,73,2022-01-16T19:34:30Z,3620000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,
