actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
353,PT10M03.00S,2021-11-03T00:20:51.0Z,3,REGULAR,3pt,Jump Shot,[],203924,35.00328515111694,76.22549019607843,1610612765,44,61,2021-11-03T00:21:15Z,3440000,-131.0,277.0,1,left,J. Grant 30' 3PT  (17 PTS) (K. Hayes 2 AST),"[203924, 1630165]",1610612765.0,DET,Grant,J. Grant,,,,,,,,,,30.6,Made,17.0,K. Hayes,1630165.0,2.0,,,,,,,,,,,,
355,PT09M48.00S,2021-11-03T00:21:09.0Z,3,REGULAR,foul,personal,[],1630165,,,1610612749,44,61,2021-11-03T00:21:17Z,3460000,,,0,,K. Hayes personal FOUL (2 PF),"[1630165, 203507]",1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Antetokounmpo,203507.0,
357,PT09M33.00S,2021-11-03T00:21:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,90.71944809461235,39.70588235294118,1610612749,44,61,2021-11-03T00:33:55Z,3480000,-51.0,35.0,1,right,MISS G. Hill 6' driving floating Shot,[201588],1610612749.0,MIL,Hill,G. Hill,driving floating,,,,,,,,,6.21,Missed,,,,,,,,,,,,,,,,
358,PT09M31.00S,2021-11-03T00:21:43.5Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,44,61,2021-11-03T00:21:47Z,3490000,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,357.0,4.0,3.0,1.0,,,,,,
359,PT09M23.00S,2021-11-03T00:21:51.9Z,3,REGULAR,3pt,Jump Shot,[],203924,5.305519053876466,96.81372549019608,1610612765,44,61,2021-11-03T00:21:58Z,3500000,-234.0,-3.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,23.41,Missed,,,,,,,,,,,,,,,,
360,PT09M20.00S,2021-11-03T00:21:54.2Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,44,61,2021-11-03T00:21:54Z,3510000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,359.0,2.0,2.0,0.0,,,,,,
361,PT09M18.00S,2021-11-03T00:22:00.0Z,3,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612749,44,61,2021-11-03T00:22:14Z,3520000,,,0,,K. Hayes shooting personal FOUL (3 PF) (Allen 2 FT),"[1630165, 1628960]",1610612765.0,DET,Hayes,K. Hayes,shooting,,,,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Allen,1628960.0,
363,PT09M18.00S,2021-11-03T00:22:22.9Z,3,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,44,62,2021-11-03T00:22:22Z,3540000,,,0,,G. Allen Free Throw 1 of 2 (7 PTS),[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
364,PT09M18.00S,2021-11-03T00:22:37.3Z,3,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,44,63,2021-11-03T00:22:37Z,3550000,,,0,,G. Allen Free Throw 2 of 2 (8 PTS),[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
365,PT09M05.00S,2021-11-03T00:22:52.2Z,3,REGULAR,turnover,bad pass,[],1630165,,,1610612765,44,63,2021-11-03T00:22:56Z,3560000,,,0,,K. Hayes bad pass TURNOVER (2 TO),"[1630165, 201588]",1610612765.0,DET,Hayes,K. Hayes,,,,,,,2.0,Hill,201588.0,,,,,,,,,,,,,,,,,,
366,PT09M05.00S,2021-11-03T00:22:52.2Z,3,REGULAR,steal,,[],201588,,,1610612749,44,63,2021-11-03T00:22:54Z,3570000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M56.00S,2021-11-03T00:23:01.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626192,94.26741130091985,52.94117647058824,1610612749,44,65,2021-11-03T00:23:07Z,3580000,15.0,1.0,1,right,P. Connaughton Layup (13 PTS) (T. Antetokounmpo 1 AST),"[1626192, 203648]",1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,1.48,Made,13.0,T. Antetokounmpo,203648.0,1.0,,,,,,,,,,,,
369,PT08M55.00S,2021-11-03T00:23:09.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,44,65,2021-11-03T00:23:09Z,3600000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M42.00S,2021-11-03T00:26:09.9Z,3,REGULAR,3pt,Jump Shot,[],1630595,28.695795006570307,78.92156862745098,1610612765,44,65,2021-11-03T00:35:29Z,3610000,-145.0,217.0,1,left,MISS C. Cunningham 26' pullup 3PT,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,pullup,,,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,
373,PT08M39.00S,2021-11-03T00:26:12.9Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,44,65,2021-11-03T00:26:12Z,3620000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,372.0,5.0,3.0,2.0,,,,,,
374,PT08M39.00S,2021-11-03T00:26:12.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.590000152587891,50.0,1610612765,44,65,2021-11-03T00:26:12Z,3630000,0.0,0.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,Stewart,I. Stewart,tip,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
375,PT08M39.00S,2021-11-03T00:26:13.3Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,44,65,2021-11-03T00:26:13Z,3640000,,,0,,I. Stewart REBOUND (Off:3 Def:3),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,374.0,6.0,3.0,3.0,,,,,,
376,PT08M38.00S,2021-11-03T00:26:16.9Z,3,REGULAR,foul,personal,[],203507,,,1610612765,44,65,2021-11-03T00:26:31Z,3650000,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 203924]",1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Grant,203924.0,
378,PT08M28.00S,2021-11-03T00:26:44.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203924,11.350197109067011,97.05882352941177,1610612765,44,65,2021-11-03T00:26:50Z,3670000,-235.0,54.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,24.15,Missed,,,,,,,,,,,,,,,,
379,PT08M26.00S,2021-11-03T00:26:46.6Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,44,65,2021-11-03T00:26:46Z,3680000,,,0,,S. Bey REBOUND (Off:5 Def:1),[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,378.0,6.0,1.0,5.0,,,,,,
380,PT08M19.00S,2021-11-03T00:26:53.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630180,4.648488830486201,30.637254901960787,1610612765,44,65,2021-11-03T00:37:27Z,3690000,97.0,-9.0,1,left,MISS S. Bey 9' pullup Shot,[1630180],1610612765.0,DET,Bey,S. Bey,pullup,,,,,,,,,9.72,Missed,,,,,,,,,,,,,,,,
381,PT08M16.00S,2021-11-03T00:26:56.1Z,3,REGULAR,rebound,defensive,[],203648,,,1610612749,44,65,2021-11-03T00:26:56Z,3700000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:4),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,380.0,4.0,4.0,0.0,,,,,,
382,PT08M11.00S,2021-11-03T00:27:01.9Z,3,REGULAR,3pt,Jump Shot,[],203507,67.46057818659658,50.49019607843137,1610612749,44,65,2021-11-03T00:38:32Z,3710000,2.0,253.0,1,right,MISS G. Antetokounmpo 25' pullup 3PT,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,pullup,,,,,,,,,25.34,Missed,,,,,,,,,,,,,,,,
383,PT08M08.00S,2021-11-03T00:27:04.9Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,44,65,2021-11-03T00:27:08Z,3720000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,382.0,2.0,2.0,0.0,,,,,,
384,PT08M04.00S,2021-11-03T00:27:08.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630180,6.356767411300922,55.3921568627451,1610612765,44,65,2021-11-03T00:39:25Z,3730000,-27.0,7.0,1,left,MISS S. Bey cutting Layup - blocked,"[1630180, 203507]",1610612765.0,DET,Bey,S. Bey,cutting,,,,,,,,,2.8,Missed,,,,,Antetokounmpo,203507.0,,,,,,,,,,
385,PT08M04.00S,2021-11-03T00:27:08.5Z,3,REGULAR,block,,[],203507,,,1610612765,44,65,2021-11-03T00:27:11Z,3740000,,,0,,G. Antetokounmpo BLOCK (3 BLK),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M01.00S,2021-11-03T00:27:11.5Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,44,65,2021-11-03T00:27:13Z,3750000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,,,,,,,,,384.0,2.0,2.0,0.0,,,,,,
387,PT07M51.00S,2021-11-03T00:27:23.7Z,3,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612749,44,65,2021-11-03T00:27:47Z,3760000,,,0,,I. Stewart shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1630191, 203648]",1610612765.0,DET,Stewart,I. Stewart,shooting,,,,,,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Antetokounmpo,203648.0,
389,PT07M51.00S,2021-11-03T00:27:52.1Z,3,REGULAR,freethrow,1 of 2,[],203648,,,1610612749,44,65,2021-11-03T00:27:52Z,3780000,,,0,,MISS T. Antetokounmpo Free Throw 1 of 2,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
390,PT07M51.00S,2021-11-03T00:27:52.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,44,65,2021-11-03T00:27:52Z,3790000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,389.0,,,,,,,,,
391,PT07M51.00S,2021-11-03T00:28:06.6Z,3,REGULAR,freethrow,2 of 2,[],203648,,,1610612749,44,66,2021-11-03T00:28:06Z,3800000,,,0,,T. Antetokounmpo Free Throw 2 of 2 (9 PTS),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
392,PT07M34.00S,2021-11-03T00:28:25.2Z,3,REGULAR,3pt,Jump Shot,[],1630595,7.276609724047319,4.901960784313729,1610612765,44,66,2021-11-03T00:28:30Z,3810000,225.0,16.0,1,left,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,22.61,Missed,,,,,,,,,,,,,,,,
393,PT07M30.00S,2021-11-03T00:28:29.2Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,44,66,2021-11-03T00:28:30Z,3820000,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,,,,,,,,,392.0,3.0,3.0,0.0,,,,,,
394,PT07M27.00S,2021-11-03T00:28:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.63929040735874,50.49019607843137,1610612749,44,66,2021-11-03T00:41:30Z,3830000,2.0,26.0,1,right,MISS G. Antetokounmpo driving finger roll Layup - blocked,"[203507, 1630191]",1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,driving finger roll,,,,,,,,,2.62,Missed,,,,,Stewart,1630191.0,,,,,,,,,,
395,PT07M27.00S,2021-11-03T00:28:33.2Z,3,REGULAR,block,,[],1630191,,,1610612749,44,66,2021-11-03T00:28:36Z,3840000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M23.00S,2021-11-03T00:28:37.2Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,44,66,2021-11-03T00:28:40Z,3850000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,394.0,2.0,2.0,0.0,,,,,,
397,PT07M14.00S,2021-11-03T00:28:48.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,8.065045992115643,58.088235294117645,1610612765,44,66,2021-11-03T00:28:53Z,3860000,-40.0,23.0,1,left,MISS K. Hayes floating Shot - blocked,"[1630165, 203507]",1610612765.0,DET,Hayes,K. Hayes,floating,,,,,,,,,4.66,Missed,,,,,Antetokounmpo,203507.0,,,,,,,,,,
398,PT07M14.00S,2021-11-03T00:28:48.2Z,3,REGULAR,block,,[],203507,,,1610612765,44,66,2021-11-03T00:28:51Z,3870000,,,0,,G. Antetokounmpo BLOCK (4 BLK),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M14.00S,2021-11-03T00:28:48.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,44,66,2021-11-03T00:28:53Z,3880000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,
400,PT07M14.00S,2021-11-03T00:28:53.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,44,66,2021-11-03T00:28:53Z,3890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M14.00S,2021-11-03T00:28:57.8Z,3,REGULAR,substitution,out,[],203648,,,1610612765,44,66,2021-11-03T00:29:07Z,3900000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M14.00S,2021-11-03T00:28:57.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612765,44,66,2021-11-03T00:29:07Z,3910000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M06.00S,2021-11-03T00:29:20.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203924,23.702365308804204,28.92156862745098,1610612765,46,66,2021-11-03T00:42:21Z,3920000,105.0,170.0,1,left,J. Grant 20' step back Jump Shot (19 PTS),[203924],1610612765.0,DET,Grant,J. Grant,step back,,,,,,,,,20.03,Made,19.0,,,,,,,,,,,,,,,
404,PT06M58.00S,2021-11-03T00:29:32.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612749,46,66,2021-11-03T00:29:59Z,3930000,,,0,,K. Hayes personal FOUL (4 PF) (Hill 2 FT),"[1630165, 201588]",1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,1628951.0,4.0,0.0,Hill,201588.0,
406,PT06M58.00S,2021-11-03T00:30:00.0Z,3,REGULAR,freethrow,1 of 2,[],201588,,,1610612749,46,67,2021-11-03T00:30:00Z,3950000,,,0,,G. Hill Free Throw 1 of 2 (3 PTS),[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
407,PT06M58.00S,2021-11-03T00:30:15.0Z,3,REGULAR,freethrow,2 of 2,[],201588,,,1610612749,46,68,2021-11-03T00:30:15Z,3960000,,,0,,G. Hill Free Throw 2 of 2 (4 PTS),[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
408,PT06M37.00S,2021-11-03T00:30:38.0Z,3,REGULAR,3pt,Jump Shot,[],1630165,23.176741130091983,92.40196078431373,1610612765,49,68,2021-11-03T00:30:42Z,3970000,-212.0,165.0,1,left,K. Hayes 26' 3PT  (5 PTS),[1630165],1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,26.89,Made,5.0,,,,,,,,,,,,,,,
409,PT06M27.00S,2021-11-03T00:30:47.3Z,3,REGULAR,3pt,Jump Shot,[],203507,68.64323258869908,28.186274509803923,1610612749,49,71,2021-11-03T00:30:52Z,3980000,-109.0,242.0,1,right,G. Antetokounmpo 26' 3PT  (19 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,26.57,Made,19.0,,,,,,,,,,,,,,,
410,PT06M15.00S,2021-11-03T00:30:58.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.750985545335084,56.61764705882353,1610612765,49,71,2021-11-03T00:43:40Z,3990000,-33.0,11.0,1,left,MISS J. Grant driving finger roll Layup,[203924],1610612765.0,DET,Grant,J. Grant,driving finger roll,,,,,,,,,3.49,Missed,,,,,,,,,,,,,,,,
411,PT06M12.00S,2021-11-03T00:31:01.4Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,49,71,2021-11-03T00:31:04Z,4000000,,,0,,S. Bey REBOUND (Off:6 Def:1),[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,410.0,7.0,1.0,6.0,,,,,,
412,PT06M11.00S,2021-11-03T00:31:03.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203924,6.8823915900131425,48.28431372549019,1610612765,51,71,2021-11-03T00:31:08Z,4010000,9.0,12.0,1,left,J. Grant DUNK (21 PTS) (S. Bey 3 AST),"[203924, 1630180]",1610612765.0,DET,Grant,J. Grant,,,,,,,,,,1.49,Made,21.0,S. Bey,1630180.0,3.0,,,,,,,,,,,,
414,PT06M01.00S,2021-11-03T00:31:17.8Z,3,REGULAR,foul,offensive,[],1626171,,,1610612749,51,71,2021-11-03T00:32:02Z,4030000,,,0,,B. Portis offensive FOUL (2 PF),"[1626171, 203924]",1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Grant,203924.0,
416,PT06M01.00S,2021-11-03T00:31:17.8Z,3,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,51,71,2021-11-03T00:31:17Z,4050000,,,0,,B. Portis offensive foul TURNOVER (1 TO),[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,1.0,,,,,,,,,,,,,,,1628951.0,,,,,
417,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,51,71,2021-11-03T00:31:46Z,4060000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,51,71,2021-11-03T00:31:46Z,4070000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,out,[],1626192,,,1610612765,51,71,2021-11-03T00:31:46Z,4080000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,out,[],203507,,,1610612765,51,71,2021-11-03T00:31:46Z,4090000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,in,[],203482,,,1610612765,51,71,2021-11-03T00:31:46Z,4100000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,in,[],202709,,,1610612765,51,71,2021-11-03T00:31:46Z,4110000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,in,[],1628400,,,1610612765,51,71,2021-11-03T00:31:46Z,4120000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M01.00S,2021-11-03T00:31:24.5Z,3,REGULAR,substitution,in,[],1629670,,,1610612765,51,71,2021-11-03T00:31:46Z,4130000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M42.00S,2021-11-03T00:32:08.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203924,33.295006570302235,27.450980392156865,1610612765,51,71,2021-11-03T00:32:16Z,4140000,113.0,260.0,1,left,MISS J. Grant 28' 3PT,[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,28.38,Missed,,,,,,,,,,,,,,,,
426,PT05M42.00S,2021-11-03T00:32:08.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,51,71,2021-11-03T00:32:16Z,4150000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,
427,PT05M42.00S,2021-11-03T00:32:13.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,51,71,2021-11-03T00:32:13Z,4160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M33.00S,2021-11-03T00:32:29.1Z,3,REGULAR,turnover,traveling,[],1626171,,,1610612749,51,71,2021-11-03T00:32:41Z,4170000,,,0,,B. Portis traveling TURNOVER (2 TO),[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,2.0,,,,,,,,,,,,,,,101283.0,,,,,
429,PT05M21.00S,2021-11-03T00:32:50.7Z,3,REGULAR,foul,personal,[],201588,,,1610612765,51,71,2021-11-03T00:33:28Z,4180000,,,0,,G. Hill personal FOUL (1 PF),"[201588, 203482]",1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Olynyk,203482.0,
431,PT05M21.00S,2021-11-03T00:33:03.6Z,3,REGULAR,substitution,out,[],201588,,,1610612765,51,71,2021-11-03T00:33:08Z,4200000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M21.00S,2021-11-03T00:33:03.6Z,3,REGULAR,substitution,in,[],1629620,,,1610612765,51,71,2021-11-03T00:33:08Z,4210000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M10.00S,2021-11-03T00:33:21.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202709,12.532851511169525,55.3921568627451,1610612765,53,71,2021-11-03T00:33:32Z,4220000,-27.0,65.0,1,left,C. Joseph 7' turnaround Jump Shot (4 PTS),[202709],1610612765.0,DET,Joseph,C. Joseph,turnaround,,,,,,,,,7.07,Made,4.0,,,,,,,,,,,,,,,
434,PT04M54.00S,2021-11-03T00:33:37.6Z,3,REGULAR,3pt,Jump Shot,[],1629670,73.89947437582128,86.02941176470588,1610612749,53,74,2021-11-03T00:33:44Z,4230000,180.0,193.0,1,right,J. Nwora 26' 3PT step back (7 PTS),[1629670],1610612749.0,MIL,Nwora,J. Nwora,step back,,,,,,,,,26.38,Made,7.0,,,,,,,,,,,,,,,
435,PT04M49.00S,2021-11-03T00:33:47.9Z,3,REGULAR,foul,offensive,['inpenalty'],203482,,,1610612765,53,74,2021-11-03T00:35:51Z,4240000,,,0,,K. Olynyk offensive FOUL (2 PF),"[203482, 1629620]",1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Robinson,1629620.0,
437,PT04M49.00S,2021-11-03T00:33:47.9Z,3,REGULAR,turnover,offensive foul,[],203482,,,1610612765,53,74,2021-11-03T00:33:47Z,4260000,,,0,,K. Olynyk offensive foul TURNOVER (1 TO),[203482],1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,1.0,,,,,,,,,,,,,,,201245.0,,,,,
438,PT04M49.00S,2021-11-03T00:34:00.4Z,3,REGULAR,substitution,out,[],1630595,,,1610612749,53,74,2021-11-03T00:34:03Z,4270000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M49.00S,2021-11-03T00:34:00.4Z,3,REGULAR,substitution,in,[],1628367,,,1610612749,53,74,2021-11-03T00:34:03Z,4280000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M34.00S,2021-11-03T00:34:23.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629670,93.87319316688567,46.32352941176471,1610612749,53,74,2021-11-03T00:34:34Z,4290000,-18.0,5.0,1,right,MISS J. Nwora driving reverse Layup,[1629670],1610612749.0,MIL,Nwora,J. Nwora,driving reverse,,,,,,,,,1.91,Missed,,,,,,,,,,,,,,,,
441,PT04M29.00S,2021-11-03T00:34:28.7Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,53,74,2021-11-03T00:34:34Z,4300000,,,0,,B. Portis REBOUND (Off:4 Def:4),[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,440.0,8.0,4.0,4.0,,,,,,
442,PT04M29.00S,2021-11-03T00:34:29.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,94.40999984741211,50.0,1610612749,53,76,2021-11-03T00:34:29Z,4310000,0.0,0.0,1,right,B. Portis tip DUNK (7 PTS),[1626171],1610612749.0,MIL,Portis,B. Portis,tip,,,,,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,
