actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
434,PT06M39.00S,2022-10-20T02:40:40.6Z,3,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,81,65,2022-10-20T02:40:40Z,4330000,,,0,,W. Kessler Free Throw 2 of 2 (8 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
435,PT06M26.00S,2022-10-20T02:40:56.0Z,3,REGULAR,3pt,Jump Shot,[],203999,67.09921156373193,38.970588235294116,1610612743,81,65,2022-10-20T02:41:29Z,4340000,-55.0,257.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,26.26,Missed,,,,,,,,,,,,,,,
436,PT06M22.00S,2022-10-20T02:41:00.0Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,81,65,2022-10-20T02:41:29Z,4350000,,,0,,M. Porter Jr. REBOUND (Off:2 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,435.0,,,,,,6.0,4.0,2.0,,,,,
437,PT06M12.00S,2022-10-20T02:41:09.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203484,83.919185282523,95.83333333333334,1610612743,81,65,2022-10-20T02:41:32Z,4360000,229.0,99.0,1,right,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,24.95,Missed,,,,,,,,,,,,,,,
438,PT06M09.00S,2022-10-20T02:41:12.6Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,81,65,2022-10-20T02:41:34Z,4370000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,437.0,,,,,,3.0,3.0,0.0,,,,,
439,PT06M00.00S,2022-10-20T02:41:21.2Z,3,REGULAR,3pt,Jump Shot,[],200752,27.151773981603156,76.7156862745098,1610612762,81,65,2022-10-20T02:41:36Z,4380000,-134.0,203.0,1,left,MISS R. Gay 24' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,24.28,Missed,,,,,,,,,,,,,,,
440,PT05M59.00S,2022-10-20T02:41:22.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,81,65,2022-10-20T02:41:36Z,4390000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,439.0,,,,,,,,,,,,,
442,PT05M56.00S,2022-10-20T02:41:44.8Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612762,81,65,2022-10-20T02:41:50Z,4410000,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (Kessler 2 FT),"[1629008, 1631117]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,203177.0,3.0,0.0,Kessler,1631117.0,,,,,,,,
444,PT05M56.00S,2022-10-20T02:42:06.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631117,,,1610612762,81,65,2022-10-20T02:42:29Z,4430000,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
445,PT05M56.00S,2022-10-20T02:42:06.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,81,65,2022-10-20T02:42:29Z,4440000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,444.0,,,,,,,,,,,,,
446,PT05M56.00S,2022-10-20T02:42:06.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631117,,,1610612762,81,65,2022-10-20T02:42:29Z,4450000,,,0,,MISS W. Kessler Free Throw 2 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
447,PT05M55.00S,2022-10-20T02:42:07.4Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,81,65,2022-10-20T02:42:29Z,4460000,,,0,,A. Gordon REBOUND (Off:3 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,446.0,,,,,,7.0,4.0,3.0,,,,,
448,PT05M43.00S,2022-10-20T02:42:35.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.67214191852825,63.23529411764706,1610612743,81,67,2022-10-20T02:42:40Z,4470000,66.0,26.0,1,right,N. Jokic 7' cutting Layup (20 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,7.1,Made,20.0,,,,,,,,,,M. Porter Jr.,1629008.0,1.0,,
449,PT05M25.00S,2022-10-20T02:42:53.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,16.770696452036795,49.26470588235294,1610612762,81,67,2022-10-20T02:42:58Z,4480000,4.0,105.0,1,left,MISS C. Sexton 10' floating Shot,[1629012],1610612762.0,UTA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,10.52,Missed,,,,,,,,,,,,,,,
450,PT05M24.00S,2022-10-20T02:42:54.2Z,3,REGULAR,rebound,offensive,[],1629012,,,1610612762,81,67,2022-10-20T02:42:58Z,4490000,,,0,,C. Sexton REBOUND (Off:1 Def:2),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,449.0,,,,,,3.0,2.0,1.0,,,,,
451,PT05M21.00S,2022-10-20T02:42:57.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629012,10.85742444152431,49.754901960784316,1610612762,81,67,2022-10-20T02:43:02Z,4500000,1.0,50.0,1,left,MISS C. Sexton Jump Shot,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,4.96,Missed,,,,,,,,,,,,,,,
452,PT05M19.00S,2022-10-20T02:42:59.3Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,81,67,2022-10-20T02:42:59Z,4510000,,,0,,M. Porter Jr. REBOUND (Off:2 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,451.0,,,,,,7.0,5.0,2.0,,,,,
453,PT05M15.00S,2022-10-20T02:43:05.8Z,3,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612743,81,67,2022-10-20T02:43:10Z,4520000,,,0,,L. Markkanen shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[1628374, 1629008]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203177.0,3.0,0.0,Porter Jr.,1629008.0,,,,,,,,
455,PT05M15.00S,2022-10-20T02:43:28.4Z,3,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,81,68,2022-10-20T02:43:28Z,4540000,,,0,,M. Porter Jr. Free Throw 1 of 2 (11 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
456,PT05M15.00S,2022-10-20T02:43:29.1Z,3,REGULAR,substitution,out,[],203484,,,1610612743,81,68,2022-10-20T02:43:35Z,4550000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M15.00S,2022-10-20T02:43:29.1Z,3,REGULAR,substitution,in,[],1630538,,,1610612743,81,68,2022-10-20T02:43:35Z,4560000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M15.00S,2022-10-20T02:43:52.1Z,3,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,81,69,2022-10-20T02:43:52Z,4570000,,,0,,M. Porter Jr. Free Throw 2 of 2 (12 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
459,PT04M53.00S,2022-10-20T02:44:19.6Z,3,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,81,69,2022-10-20T02:44:29Z,4580000,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (5 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Center,5.0,,,,,,,203177.0,,,,,,,,,,,,
460,PT04M44.00S,2022-10-20T02:44:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630538,91.01511169513797,58.333333333333336,1610612743,81,69,2022-10-20T02:44:38Z,4590000,42.0,32.0,1,right,MISS B. Hyland driving Layup,[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,5.26,Missed,,,,,,,,,,,,,,,
461,PT04M41.00S,2022-10-20T02:44:37.0Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,81,69,2022-10-20T02:44:37Z,4600000,,,0,,N. Jokic REBOUND (Off:2 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,460.0,,,,,,3.0,1.0,2.0,,,,,
462,PT04M41.00S,2022-10-20T02:44:37.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,94.40999984741211,50.0,1610612743,81,71,2022-10-20T02:44:37Z,4610000,0.0,0.0,1,right,N. Jokic putback Layup (22 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,0.0,Made,22.0,,,,,,,,,,,,,,
463,PT04M17.00S,2022-10-20T02:45:00.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,4.944152431011826,53.92156862745098,1610612762,83,71,2022-10-20T02:45:09Z,4620000,-20.0,-6.0,1,left,W. Kessler reverse Layup (10 PTS) (R. Gay 2 AST),"[1631117, 200752]",1610612762.0,UTA,reverse,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,2.05,Made,10.0,,,,,,,,,,R. Gay,200752.0,2.0,,
465,PT04M05.00S,2022-10-20T02:45:20.4Z,3,REGULAR,foul,personal,[],1629012,,,1610612743,83,71,2022-10-20T02:45:28Z,4640000,,,0,,C. Sexton personal FOUL (2 PF),"[1629012, 203999]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,201246.0,2.0,0.0,Jokic,203999.0,,,,,,,,
467,PT04M05.00S,2022-10-20T02:45:24.7Z,3,REGULAR,substitution,out,[],203903,,,1610612743,83,71,2022-10-20T02:45:28Z,4660000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M05.00S,2022-10-20T02:45:24.7Z,3,REGULAR,substitution,out,[],203932,,,1610612743,83,71,2022-10-20T02:45:28Z,4670000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M05.00S,2022-10-20T02:45:24.7Z,3,REGULAR,substitution,in,[],1627736,,,1610612743,83,71,2022-10-20T02:45:28Z,4680000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M05.00S,2022-10-20T02:45:24.7Z,3,REGULAR,substitution,in,[],201145,,,1610612743,83,71,2022-10-20T02:45:28Z,4690000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M55.00S,2022-10-20T02:45:44.8Z,3,REGULAR,3pt,Jump Shot,[],1630538,69.46452036793693,73.2843137254902,1610612743,83,71,2022-10-20T02:45:50Z,4700000,116.0,235.0,1,right,MISS B. Hyland 26' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,26.18,Missed,,,,,,,,,,,,,,,
472,PT03M52.00S,2022-10-20T02:45:47.8Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,83,71,2022-10-20T02:45:50Z,4710000,,,0,,W. Kessler REBOUND (Off:2 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,471.0,,,,,,7.0,5.0,2.0,,,,,
473,PT03M47.00S,2022-10-20T02:45:54.9Z,3,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612762,83,71,2022-10-20T02:46:01Z,4720000,,,0,,B. Hyland shooting personal FOUL (3 PF) (Sexton 2 FT),"[1630538, 1629012]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,203177.0,3.0,0.0,Sexton,1629012.0,,,,,,,,
476,PT03M47.00S,2022-10-20T02:46:21.5Z,3,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,84,71,2022-10-20T02:46:21Z,4740000,,,0,,C. Sexton Free Throw 1 of 2 (9 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
477,PT03M47.00S,2022-10-20T02:46:22.2Z,3,REGULAR,substitution,out,[],200752,,,1610612762,84,71,2022-10-20T02:46:28Z,4750000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M47.00S,2022-10-20T02:46:22.2Z,3,REGULAR,substitution,in,[],1629659,,,1610612762,84,71,2022-10-20T02:46:28Z,4760000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M47.00S,2022-10-20T02:46:41.4Z,3,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,85,71,2022-10-20T02:46:41Z,4770000,,,0,,C. Sexton Free Throw 2 of 2 (10 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
480,PT03M36.00S,2022-10-20T02:46:55.7Z,3,REGULAR,3pt,Jump Shot,[],203999,66.5735873850197,50.73529411764706,1610612743,85,74,2022-10-20T02:47:03Z,4780000,4.0,262.0,1,right,N. Jokic 26' 3PT  (25 PTS) (B. Hyland 1 AST),"[203999, 1630538]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,26.17,Made,25.0,,,,,,,,,,B. Hyland,1630538.0,1.0,,
482,PT03M07.00S,2022-10-20T02:47:23.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,18.2161629434954,44.85294117647059,1610612762,87,74,2022-10-20T02:47:29Z,4800000,26.0,119.0,1,left,L. Markkanen 12' turnaround fadeaway Jump Shot (15 PTS),[1628374],1610612762.0,UTA,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,12.15,Made,15.0,,,,,,,,,,,,,,
483,PT02M57.00S,2022-10-20T02:47:33.6Z,3,REGULAR,3pt,Jump Shot,[],1630538,72.48685939553219,83.33333333333334,1610612743,87,74,2022-10-20T02:47:38Z,4810000,167.0,206.0,1,right,MISS B. Hyland 26' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,26.51,Missed,,,,,,,,,,,,,,,
484,PT02M55.00S,2022-10-20T02:47:35.6Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,87,74,2022-10-20T02:47:38Z,4820000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,483.0,,,,,,4.0,4.0,0.0,,,,,
485,PT02M49.00S,2022-10-20T02:47:41.4Z,3,REGULAR,3pt,Jump Shot,[],1627736,30.17411300919842,68.62745098039215,1610612762,87,74,2022-10-20T02:47:47Z,4830000,-93.0,231.0,1,left,MISS M. Beasley 24' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,24.91,Missed,,,,,,,,,,,,,,,
486,PT02M46.00S,2022-10-20T02:47:44.4Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,87,74,2022-10-20T02:47:47Z,4840000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,485.0,,,,,,1.0,1.0,0.0,,,,,
487,PT02M30.00S,2022-10-20T02:48:03.0Z,3,REGULAR,turnover,out-of-bounds,[],201145,,,1610612743,87,74,2022-10-20T02:48:11Z,4850000,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[201145],1610612743.0,DEN,bad pass,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,1146.0,,,,,,,,,,,,
488,PT02M30.00S,2022-10-20T02:48:08.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,87,74,2022-10-20T02:48:08Z,4860000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M30.00S,2022-10-20T02:50:44.3Z,3,REGULAR,substitution,out,[],1629008,,,1610612762,87,74,2022-10-20T02:50:54Z,4870000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M30.00S,2022-10-20T02:50:44.3Z,3,REGULAR,substitution,out,[],203999,,,1610612762,87,74,2022-10-20T02:50:54Z,4880000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M30.00S,2022-10-20T02:50:44.3Z,3,REGULAR,substitution,in,[],1628432,,,1610612762,87,74,2022-10-20T02:50:54Z,4890000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M30.00S,2022-10-20T02:50:44.3Z,3,REGULAR,substitution,in,[],203484,,,1610612762,87,74,2022-10-20T02:50:54Z,4900000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M17.00S,2022-10-20T02:51:09.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629659,12.565703022339028,52.20588235294118,1610612762,87,74,2022-10-20T02:51:15Z,4910000,-11.0,66.0,1,left,MISS T. Horton-Tucker 6' turnaround fadeaway Shot,[1629659],1610612762.0,UTA,turnaround fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,6.65,Missed,,,,,,,,,,,,,,,
494,PT02M13.00S,2022-10-20T02:51:13.1Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,87,74,2022-10-20T02:51:15Z,4920000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,493.0,,,,,,2.0,2.0,0.0,,,,,
495,PT02M03.00S,2022-10-20T02:51:23.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,81.2910643889619,62.5,1610612743,87,76,2022-10-20T02:51:31Z,4930000,62.0,123.0,1,right,B. Brown 13' driving floating Jump Shot (2 PTS),[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,13.83,Made,2.0,,,,,,,,,,,,,,
497,PT01M50.00S,2022-10-20T02:51:41.1Z,3,REGULAR,substitution,out,[],1628374,,,1610612762,87,76,2022-10-20T02:51:45Z,4950000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT01M50.00S,2022-10-20T02:51:41.1Z,3,REGULAR,substitution,in,[],201144,,,1610612762,87,76,2022-10-20T02:51:45Z,4960000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M41.00S,2022-10-20T02:52:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.703679369250986,49.01960784313725,1610612762,89,76,2022-10-20T02:52:10Z,4970000,5.0,20.0,1,left,C. Sexton driving Layup (12 PTS) (M. Conley 6 AST),"[1629012, 201144]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,2.05,Made,12.0,,,,,,,,,,M. Conley,201144.0,6.0,,
501,PT01M22.00S,2022-10-20T02:52:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,92.9862023653088,50.0,1610612743,89,76,2022-10-20T02:52:30Z,4990000,0.0,13.0,1,right,MISS B. Hyland driving reverse Layup,[1630538],1610612743.0,DEN,driving reverse,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,1.34,Missed,,,,,,,,,,,,,,,
502,PT01M20.00S,2022-10-20T02:52:27.2Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,89,76,2022-10-20T02:52:30Z,5000000,,,0,,W. Kessler REBOUND (Off:2 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,501.0,,,,,,8.0,6.0,2.0,,,,,
503,PT01M05.00S,2022-10-20T02:52:41.9Z,3,REGULAR,3pt,Jump Shot,[],1627736,8.360709592641262,4.166666666666666,1610612762,92,76,2022-10-20T02:52:47Z,5010000,229.0,26.0,1,left,M. Beasley 3PT  (12 PTS) (M. Conley 7 AST),"[1627736, 201144]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,23.07,Made,12.0,,,,,,,,,,M. Conley,201144.0,7.0,,
505,PT00M43.00S,2022-10-20T02:53:04.1Z,3,REGULAR,3pt,Jump Shot,[],1628971,88.78120893561103,96.07843137254902,1610612743,92,76,2022-10-20T02:53:10Z,5030000,230.0,53.0,1,right,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,23.64,Missed,,,,,,,,,,,,,,,
506,PT00M39.70S,2022-10-20T02:53:07.4Z,3,REGULAR,rebound,offensive,[],201145,,,1610612743,92,76,2022-10-20T02:53:10Z,5040000,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,505.0,,,,,,1.0,0.0,1.0,,,,,
507,PT00M29.20S,2022-10-20T02:53:20.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631117,,,1610612743,92,76,2022-10-20T02:53:26Z,5050000,,,0,,W. Kessler shooting personal FOUL (2 PF) (Green 2 FT),"[1631117, 201145]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,1146.0,2.0,0.0,Green,201145.0,,,,,,,,
509,PT00M29.20S,2022-10-20T02:53:48.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201145,,,1610612743,92,77,2022-10-20T02:53:48Z,5070000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
510,PT00M29.20S,2022-10-20T02:53:49.3Z,3,REGULAR,substitution,out,[],1630538,,,1610612743,92,77,2022-10-20T02:53:52Z,5080000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M29.20S,2022-10-20T02:53:49.3Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,92,77,2022-10-20T02:53:52Z,5090000,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M29.20S,2022-10-20T02:54:11.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201145,,,1610612743,92,78,2022-10-20T02:54:11Z,5100000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
513,PT00M11.30S,2022-10-20T02:54:38.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631128,,,1610612762,92,78,2022-10-20T02:54:42Z,5110000,,,0,,C. Braun shooting personal FOUL (1 PF) (Sexton 2 FT),"[1631128, 1629012]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1146.0,1.0,0.0,Sexton,1629012.0,,,,,,,,
515,PT00M11.30S,2022-10-20T02:55:01.8Z,3,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,93,78,2022-10-20T02:55:01Z,5130000,,,0,,C. Sexton Free Throw 1 of 2 (13 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
516,PT00M11.30S,2022-10-20T02:55:02.6Z,3,REGULAR,substitution,out,[],1631128,,,1610612762,93,78,2022-10-20T02:55:06Z,5140000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M11.30S,2022-10-20T02:55:02.6Z,3,REGULAR,substitution,in,[],1630538,,,1610612762,93,78,2022-10-20T02:55:06Z,5150000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M11.30S,2022-10-20T02:55:13.5Z,3,REGULAR,substitution,out,[],1628432,,,1610612762,93,78,2022-10-20T02:55:19Z,5160000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
