actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
261,PT04M42.00S,2022-11-08T04:02:11.6Z,2,REGULAR,3pt,Jump Shot,[],201144,26.888961892247043,21.07843137254902,1610612762,62,56,2022-11-08T04:03:35Z,2580000,145.0,200.0,1,left,M. Conley 24' 3PT pullup (8 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,24.7,Made,8.0,,,,,,,,,,,,
263,PT04M27.00S,2022-11-08T04:02:27.1Z,2,REGULAR,2pt,Jump Shot,[],1629134,79.84559789750328,18.872549019607842,1610612747,62,56,2022-11-08T04:02:31Z,2600000,-156.0,137.0,1,right,MISS K. Nunn 20' pullup Shot,[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Left Center,,,,,,20.73,Missed,,,,,,,,,,,,,
264,PT04M24.00S,2022-11-08T04:02:30.1Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,62,56,2022-11-08T04:02:31Z,2610000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,263.0,1.0,1.0,0.0,,,,,
265,PT04M02.00S,2022-11-08T04:02:50.8Z,2,REGULAR,2pt,Jump Shot,[],1629012,14.536793692509855,25.0,1610612762,62,56,2022-11-08T04:04:36Z,2620000,125.0,84.0,1,left,MISS C. Sexton 15' fadeaway Shot,[1629012],1610612762.0,UTA,fadeaway,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Right,,,,,,15.07,Missed,,,,,,,,,,,,,
266,PT04M01.00S,2022-11-08T04:02:51.8Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612747,62,56,2022-11-08T04:02:57Z,2630000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,265.0,2.0,2.0,0.0,,,,,
267,PT03M52.00S,2022-11-08T04:03:01.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,90.88370565045992,50.245098039215684,1610612747,62,58,2022-11-08T04:03:07Z,2640000,1.0,33.0,1,right,A. Davis cutting DUNK (17 PTS) (T. Brown Jr. 1 AST),"[203076, 1628972]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,3.32,Made,17.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,
269,PT03M31.00S,2022-11-08T04:03:22.3Z,2,REGULAR,turnover,bad pass,[],203482,,,1610612762,62,58,2022-11-08T04:03:26Z,2660000,,,0,,K. Olynyk bad pass TURNOVER (3 TO),"[203482, 1629117]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,3.0,,,Gabriel,1629117.0
270,PT03M31.00S,2022-11-08T04:03:22.3Z,2,REGULAR,steal,,[],1629117,,,1610612747,62,58,2022-11-08T04:03:24Z,2670000,,,0,,W. Gabriel STEAL (2 STL),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
271,PT03M30.00S,2022-11-08T04:03:26.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630559,92.72339027595268,54.90196078431373,1610612747,62,60,2022-11-08T04:06:25Z,2680000,25.0,16.0,1,right,A. Reaves running Layup (8 PTS) (W. Gabriel 2 AST),"[1630559, 1629117]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,2.92,Made,8.0,W. Gabriel,1629117.0,2.0,,,,,,,,,
273,PT03M30.00S,2022-11-08T04:03:29.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627736,,,1610612747,62,60,2022-11-08T04:03:45Z,2700000,,,0,,M. Beasley shooting personal FOUL (1 PF) (Reaves 1 FT),"[1627736, 1630559]",1610612762.0,UTA,shooting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,1151.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
275,PT03M30.00S,2022-11-08T04:03:38.8Z,2,REGULAR,substitution,out,[],1629134,,,1610612747,62,60,2022-11-08T04:03:43Z,2720000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M30.00S,2022-11-08T04:03:38.8Z,2,REGULAR,substitution,in,[],201566,,,1610612747,62,60,2022-11-08T04:03:43Z,2730000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M30.00S,2022-11-08T04:03:53.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630559,,,1610612747,62,61,2022-11-08T04:03:53Z,2740000,,,0,,A. Reaves Free Throw 1 of 1 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
278,PT03M19.00S,2022-11-08T04:04:06.2Z,2,REGULAR,3pt,Jump Shot,[],1627736,33.590670170827856,33.088235294117645,1610612762,65,61,2022-11-08T04:04:12Z,2750000,85.0,263.0,1,left,M. Beasley 27' 3PT  (9 PTS) (M. Conley 4 AST),"[1627736, 201144]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,27.66,Made,9.0,M. Conley,201144.0,4.0,,,,,,,,,
280,PT03M02.00S,2022-11-08T04:04:22.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,92.19776609724047,48.03921568627451,1610612747,65,63,2022-11-08T04:04:27Z,2770000,-10.0,21.0,1,right,A. Davis DUNK (19 PTS) (R. Westbrook 2 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,2.3,Made,19.0,R. Westbrook,201566.0,2.0,,,,,,,,,
282,PT02M42.00S,2022-11-08T04:04:42.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,10.33180026281209,58.08823529411765,1610612762,67,63,2022-11-08T04:04:48Z,2790000,-40.0,45.0,1,left,L. Markkanen 6' turnaround Hook (4 PTS),[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.02,Made,4.0,,,,,,,,,,,,
283,PT02M24.00S,2022-11-08T04:05:01.1Z,2,REGULAR,3pt,Jump Shot,[],1628972,67.49342969776609,61.029411764705884,1610612747,67,66,2022-11-08T04:05:06Z,2800000,55.0,253.0,1,right,T. Brown Jr. 25' 3PT  (10 PTS) (R. Westbrook 3 AST),"[1628972, 201566]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,,,25.9,Made,10.0,R. Westbrook,201566.0,3.0,,,,,,,,,
285,PT02M13.00S,2022-11-08T04:05:14.5Z,2,REGULAR,foul,personal,[],201566,,,1610612762,67,66,2022-11-08T04:05:19Z,2820000,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 203482]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,1151.0,2.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,
287,PT02M13.00S,2022-11-08T04:05:24.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,67,66,2022-11-08T04:05:37Z,2840000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M13.00S,2022-11-08T04:07:55.8Z,2,REGULAR,substitution,out,[],1629117,,,1610612762,67,66,2022-11-08T04:08:03Z,2850000,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M13.00S,2022-11-08T04:07:55.8Z,2,REGULAR,substitution,in,[],1631108,,,1610612762,67,66,2022-11-08T04:08:03Z,2860000,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M03.00S,2022-11-08T04:08:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,7.966491458607096,34.068627450980394,1610612762,69,66,2022-11-08T04:08:28Z,2870000,80.0,22.0,1,left,K. Olynyk 8' Layup (8 PTS) (M. Conley 5 AST),"[203482, 201144]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Right,,,,,,8.28,Made,8.0,M. Conley,201144.0,5.0,,,,,,,,,
292,PT01M40.00S,2022-11-08T04:08:46.5Z,2,REGULAR,2pt,Jump Shot,[],203076,90.09526938239159,31.372549019607842,1610612747,69,66,2022-11-08T04:08:51Z,2890000,-93.0,41.0,1,right,MISS A. Davis 10' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,10.16,Missed,,,,,,,,,,,,,
293,PT01M38.00S,2022-11-08T04:08:48.5Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,69,66,2022-11-08T04:08:51Z,2900000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,292.0,1.0,1.0,0.0,,,,,
294,PT01M33.00S,2022-11-08T04:08:55.1Z,2,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612762,69,66,2022-11-08T04:08:59Z,2910000,,,0,,T. Brown Jr. shooting personal FOUL (2 PF) (Conley 2 FT),"[1628972, 201144]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,1628480.0,2.0,0.0,Conley,201144.0,,,,,,,,,,,,,,,
296,PT01M33.00S,2022-11-08T04:09:20.2Z,2,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,69,66,2022-11-08T04:09:20Z,2930000,,,0,,MISS M. Conley Free Throw 1 of 2,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
297,PT01M33.00S,2022-11-08T04:09:20.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,69,66,2022-11-08T04:09:20Z,2940000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,296.0,,,,,,,,
298,PT01M33.00S,2022-11-08T04:09:39.2Z,2,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,70,66,2022-11-08T04:09:39Z,2950000,,,0,,M. Conley Free Throw 2 of 2 (9 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
299,PT01M26.00S,2022-11-08T04:09:47.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201566,90.75229960578186,48.529411764705884,1610612747,70,66,2022-11-08T04:11:17Z,2960000,-7.0,34.0,1,right,MISS R. Westbrook driving DUNK,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,3.52,Missed,,,,,,,,,,,,,
300,PT01M24.00S,2022-11-08T04:09:49.9Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612762,70,66,2022-11-08T04:09:52Z,2970000,,,0,,C. Sexton REBOUND (Off:0 Def:2),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,299.0,2.0,2.0,0.0,,,,,
301,PT01M23.00S,2022-11-08T04:09:53.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629012,5.338370565045992,54.65686274509803,1610612762,72,66,2022-11-08T04:11:58Z,2980000,-23.0,-2.0,1,left,C. Sexton running Layup (9 PTS),[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,2.34,Made,9.0,,,,,,,,,,,,
302,PT01M23.00S,2022-11-08T04:09:56.6Z,2,REGULAR,violation,defensive goaltending,[],1631108,,,1610612762,72,66,2022-11-08T04:10:21Z,2990000,,,0,,M. Christie defensive goaltending VIOLATION,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,
303,PT01M23.00S,2022-11-08T04:10:07.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628972,,,1610612762,72,66,2022-11-08T04:10:14Z,3000000,,,0,,T. Brown Jr. shooting personal FOUL (3 PF) (Sexton 1 FT),"[1628972, 1629012]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,202049.0,3.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
305,PT01M23.00S,2022-11-08T04:10:18.7Z,2,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,73,66,2022-11-08T04:10:18Z,3020000,,,0,,C. Sexton Free Throw 1 of 1 (10 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
306,PT01M07.00S,2022-11-08T04:10:37.4Z,2,REGULAR,3pt,Jump Shot,[],1628972,72.7496714848883,79.16666666666666,1610612747,73,66,2022-11-08T04:10:42Z,3030000,146.0,204.0,1,right,MISS T. Brown Jr. 25' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.05,Missed,,,,,,,,,,,,,
307,PT01M05.00S,2022-11-08T04:10:39.4Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612762,73,66,2022-11-08T04:10:42Z,3040000,,,0,,C. Sexton REBOUND (Off:0 Def:3),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,306.0,3.0,3.0,0.0,,,,,
308,PT00M59.30S,2022-11-08T04:10:48.6Z,2,REGULAR,turnover,traveling,[],1628374,,,1610612762,73,66,2022-11-08T04:10:57Z,3050000,,,0,,L. Markkanen traveling TURNOVER (1 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,202049.0,,,,,,,,,,,,,,,1.0,,,,
309,PT00M59.30S,2022-11-08T04:10:52.6Z,2,REGULAR,substitution,out,[],1628972,,,1610612747,73,66,2022-11-08T04:10:56Z,3060000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M59.30S,2022-11-08T04:10:52.6Z,2,REGULAR,substitution,in,[],1629134,,,1610612747,73,66,2022-11-08T04:10:56Z,3070000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M52.70S,2022-11-08T04:11:10.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629134,73.14388961892247,81.61764705882352,1610612747,73,69,2022-11-08T04:11:15Z,3080000,158.0,200.0,1,right,K. Nunn 25' 3PT  (5 PTS) (R. Westbrook 4 AST),"[1629134, 201566]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,,,,,,25.49,Made,5.0,R. Westbrook,201566.0,4.0,,,,,,,,,
313,PT00M33.30S,2022-11-08T04:11:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,14.14257555847569,45.83333333333333,1610612762,73,69,2022-11-08T04:11:39Z,3100000,21.0,80.0,1,left,MISS C. Sexton 8' pullup Shot,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.3,Missed,,,,,,,,,,,,,
314,PT00M30.80S,2022-11-08T04:11:36.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,73,69,2022-11-08T04:11:39Z,3110000,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,313.0,2.0,1.0,1.0,,,,,
316,PT00M10.80S,2022-11-08T04:12:10.4Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,73,69,2022-11-08T04:12:14Z,3130000,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 203482]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,,,Olynyk,203482.0
317,PT00M10.80S,2022-11-08T04:12:10.4Z,2,REGULAR,steal,,[],203482,,,1610612762,73,69,2022-11-08T04:12:12Z,3140000,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
318,PT00M05.90S,2022-11-08T04:12:19.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628374,10.33180026281209,49.26470588235294,1610612762,75,69,2022-11-08T04:14:51Z,3150000,4.0,45.0,1,left,L. Markkanen running finger roll Layup (6 PTS) (M. Conley 6 AST),"[1628374, 201144]",1610612762.0,UTA,running finger roll,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.48,Made,6.0,M. Conley,201144.0,6.0,,,,,,,,,
320,PT00M05.90S,2022-11-08T04:12:23.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201566,,,1610612762,75,69,2022-11-08T04:13:24Z,3170000,,,0,,R. Westbrook shooting personal FOUL (3 PF) (Markkanen 1 FT),"[201566, 1628374]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,3.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
322,PT00M05.90S,2022-11-08T04:12:41.5Z,2,REGULAR,substitution,out,[],203482,,,1610612762,75,69,2022-11-08T04:12:45Z,3190000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M05.90S,2022-11-08T04:12:41.5Z,2,REGULAR,substitution,in,[],1629638,,,1610612762,75,69,2022-11-08T04:12:45Z,3200000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M05.90S,2022-11-08T04:13:26.3Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628374,,,1610612762,76,69,2022-11-08T04:13:26Z,3230000,,,0,,L. Markkanen Free Throw 1 of 1 (7 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
327,PT00M03.50S,2022-11-08T04:13:33.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629012,,,1610612747,76,69,2022-11-08T04:13:38Z,3240000,,,0,,C. Sexton personal FOUL (1 PF) (Westbrook 2 FT),"[1629012, 201566]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,1151.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
329,PT00M03.50S,2022-11-08T04:14:00.1Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,76,70,2022-11-08T04:14:00Z,3260000,,,0,,R. Westbrook Free Throw 1 of 2 (17 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,
330,PT00M03.50S,2022-11-08T04:14:00.5Z,2,REGULAR,substitution,out,[],203076,,,1610612747,76,70,2022-11-08T04:14:09Z,3270000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M03.50S,2022-11-08T04:14:00.5Z,2,REGULAR,substitution,out,[],1629134,,,1610612747,76,70,2022-11-08T04:14:09Z,3280000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M03.50S,2022-11-08T04:14:00.5Z,2,REGULAR,substitution,in,[],1627745,,,1610612747,76,70,2022-11-08T04:14:09Z,3290000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M03.50S,2022-11-08T04:14:00.5Z,2,REGULAR,substitution,in,[],1629308,,,1610612747,76,70,2022-11-08T04:14:09Z,3300000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M03.50S,2022-11-08T04:14:23.3Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,76,71,2022-11-08T04:14:23Z,3310000,,,0,,R. Westbrook Free Throw 2 of 2 (18 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,
335,PT00M00.00S,2022-11-08T04:14:32.0Z,2,REGULAR,3pt,Jump Shot,[],1627736,8.09789750328515,2.941176470588235,1610612762,76,71,2022-11-08T04:14:37Z,3320000,235.0,24.0,1,left,MISS M. Beasley 3PT - blocked,"[1627736, 201566]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,,,23.65,Missed,,,,,,,,,,Westbrook,201566.0,,
336,PT00M00.00S,2022-11-08T04:14:32.0Z,2,REGULAR,block,,[],201566,,,1610612762,76,71,2022-11-08T04:14:34Z,3330000,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
337,PT00M00.00S,2022-11-08T04:14:32.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,76,71,2022-11-08T04:14:37Z,3340000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,335.0,,,,,,,,
338,PT00M00.00S,2022-11-08T04:14:38.8Z,2,REGULAR,period,end,[],0,,,1610612762,76,71,2022-11-08T04:14:38Z,3350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,out,['startperiod'],1629012,,,1610612762,76,71,2022-11-08T04:29:39Z,3360000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612762,76,71,2022-11-08T04:29:39Z,3370000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,out,['startperiod'],201566,,,1610612762,76,71,2022-11-08T04:29:39Z,3380000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,out,['startperiod'],1631108,,,1610612762,76,71,2022-11-08T04:29:39Z,3390000,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,out,['startperiod'],1627745,,,1610612762,76,71,2022-11-08T04:29:39Z,3400000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,out,['startperiod'],1629308,,,1610612762,76,71,2022-11-08T04:29:39Z,3410000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,in,['startperiod'],203903,,,1610612762,76,71,2022-11-08T04:29:39Z,3420000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,in,['startperiod'],203482,,,1610612762,76,71,2022-11-08T04:29:39Z,3430000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,in,['startperiod'],1629134,,,1610612762,76,71,2022-11-08T04:29:39Z,3440000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,in,['startperiod'],1629117,,,1610612762,76,71,2022-11-08T04:29:39Z,3450000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,in,['startperiod'],203076,,,1610612762,76,71,2022-11-08T04:29:39Z,3460000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-11-08T04:29:02.9Z,3,REGULAR,substitution,in,['startperiod'],1628972,,,1610612762,76,71,2022-11-08T04:29:39Z,3470000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-11-08T04:29:51.1Z,3,REGULAR,period,start,[],0,,,1610612762,76,71,2022-11-08T04:29:51Z,3480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
