actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
254,PT04M39.00S,2022-12-23T02:54:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,82.7365308804205,64.95098039215686,1610612764,47,50,2022-12-23T02:54:41Z,2530000,False,75.0,110.0,1,right,B. Beal 13' pullup Jump Shot (10 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,13.29,Made,,10.0,,,,,,,,,,,,,,,,
255,PT04M15.00S,2022-12-23T02:55:00.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,14.668199737187912,49.01960784313725,1610612762,47,50,2022-12-23T03:20:41Z,2540000,False,5.0,85.0,1,left,MISS J. Clarkson 8' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,8.55,Missed,,,,,,,,,,,,,,,,,,
256,PT04M14.00S,2022-12-23T02:55:01.4Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,47,50,2022-12-23T02:55:08Z,2550000,False,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,255.0,,,,,,,3.0,3.0,0.0,,,,,,,,
257,PT04M11.00S,2022-12-23T02:55:05.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630557,92.85479632063075,53.67647058823529,1610612764,47,52,2022-12-23T03:21:32Z,2560000,False,18.0,15.0,1,right,C. Kispert running alley-oop DUNK (7 PTS) (B. Beal 3 AST),"[1630557, 203078]",1610612764.0,WAS,running alley-oop,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.36,Made,,7.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,
259,PT03M58.00S,2022-12-23T02:55:18.0Z,2,REGULAR,2pt,Jump Shot,[],1627736,10.726018396846255,30.14705882352941,1610612762,49,52,2022-12-23T02:55:22Z,2580000,False,99.0,48.0,1,left,M. Beasley 11' driving floating bank Jump Shot (11 PTS),[1627736],1610612762.0,UTA,driving floating bank,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,11.04,Made,,11.0,,,,,,,,,,,,,,,,
260,PT03M40.00S,2022-12-23T02:55:36.8Z,2,REGULAR,turnover,bad pass,[],1628420,,,1610612764,49,52,2022-12-23T02:55:43Z,2590000,False,,,0,,M. Morris bad pass TURNOVER (2 TO),"[1628420, 203903]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,,,,Clarkson,203903.0
261,PT03M40.00S,2022-12-23T02:55:36.8Z,2,REGULAR,steal,,[],203903,,,1610612762,49,52,2022-12-23T02:55:38Z,2600000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
262,PT03M31.00S,2022-12-23T02:55:45.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203903,9.674770039421814,62.99019607843137,1610612762,49,52,2022-12-23T02:55:53Z,2610000,False,-65.0,38.0,1,left,MISS J. Clarkson 7' floating Shot,[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,,,,,
263,PT03M28.00S,2022-12-23T02:55:48.7Z,2,REGULAR,rebound,defensive,[],201959,,,1610612764,49,52,2022-12-23T02:55:53Z,2620000,False,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,262.0,,,,,,,1.0,1.0,0.0,,,,,,,,
264,PT03M25.00S,2022-12-23T02:55:50.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,77.7431011826544,10.53921568627451,1610612764,49,55,2022-12-23T04:19:51Z,2630000,False,-197.0,157.0,1,right,M. Morris 25' 3PT running pullup (5 PTS) (C. Kispert 2 AST),"[1628420, 1630557]",1610612764.0,WAS,running pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,25.2,Made,,5.0,C. Kispert,1630557.0,2.0,,,,,,,,,,,,,
266,PT03M24.00S,2022-12-23T02:55:56.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,49,55,2022-12-23T02:55:56Z,2650000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M24.00S,2022-12-23T02:57:12.8Z,2,REGULAR,substitution,out,[],1631117,,,1610612762,49,55,2022-12-23T02:58:40Z,2660000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M24.00S,2022-12-23T02:57:12.8Z,2,REGULAR,substitution,in,[],1628374,,,1610612762,49,55,2022-12-23T02:58:40Z,2670000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M12.00S,2022-12-23T02:59:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,14.799605781865965,35.049019607843135,1610612762,51,55,2022-12-23T02:59:12Z,2680000,False,75.0,87.0,1,left,M. Conley 11' driving floating Jump Shot (6 PTS),[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Right,11.44,Made,,6.0,,,,,,,,,,,,,,,,
270,PT02M48.00S,2022-12-23T02:59:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,89.17542706964521,45.588235294117645,1610612764,51,55,2022-12-23T02:59:30Z,2690000,False,-22.0,49.0,1,right,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
271,PT02M47.00S,2022-12-23T02:59:26.4Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,51,55,2022-12-23T02:59:30Z,2700000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,270.0,,,,,,,2.0,2.0,0.0,,,,,,,,
272,PT02M41.00S,2022-12-23T02:59:33.2Z,2,REGULAR,3pt,Jump Shot,[],1628374,20.71287779237845,90.93137254901961,1610612762,51,55,2022-12-23T02:59:37Z,2710000,False,-205.0,142.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
273,PT02M37.00S,2022-12-23T02:59:37.2Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,51,55,2022-12-23T02:59:37Z,2720000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,272.0,,,,,,,3.0,3.0,0.0,,,,,,,,
274,PT02M21.00S,2022-12-23T02:59:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,91.5407358738502,40.44117647058824,1610612764,51,55,2022-12-23T02:59:57Z,2730000,False,-48.0,27.0,1,right,MISS R. Hachimura Layup,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
275,PT02M19.00S,2022-12-23T02:59:55.3Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,51,55,2022-12-23T02:59:57Z,2740000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,274.0,,,,,,,3.0,3.0,0.0,,,,,,,,
276,PT02M17.00S,2022-12-23T02:59:59.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201959,,,1610612762,51,55,2022-12-23T03:00:03Z,2750000,False,,,0,,T. Gibson shooting personal FOUL (2 PF) (Markkanen 2 FT),"[201959, 1628374]",1610612764.0,WAS,shooting,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,,,1628480.0,,,,,,,2.0,0.0,Markkanen,1628374.0,,
278,PT02M17.00S,2022-12-23T03:00:29.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628374,,,1610612762,52,55,2022-12-23T03:00:29Z,2770000,False,,,0,,L. Markkanen Free Throw 1 of 2 (10 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
279,PT02M17.00S,2022-12-23T03:00:32.8Z,2,REGULAR,substitution,out,[],1630557,,,1610612762,52,55,2022-12-23T03:00:36Z,2780000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M17.00S,2022-12-23T03:00:32.8Z,2,REGULAR,substitution,in,[],1628398,,,1610612762,52,55,2022-12-23T03:00:36Z,2790000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M17.00S,2022-12-23T03:00:29.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628374,,,1610612762,53,55,2022-12-23T04:20:05Z,2800000,False,,,0,,L. Markkanen Free Throw 2 of 2 (11 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
282,PT02M00.00S,2022-12-23T03:01:08.8Z,2,REGULAR,3pt,Jump Shot,[],1628420,94.03745072273325,2.696078431372549,1610612764,53,55,2022-12-23T03:01:14Z,2810000,False,-237.0,4.0,1,right,MISS M. Morris 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
283,PT01M56.00S,2022-12-23T03:01:12.8Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,53,55,2022-12-23T03:01:14Z,2820000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:4),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,,,282.0,,,,,,,4.0,4.0,0.0,,,,,,,,
284,PT01M55.00S,2022-12-23T03:01:15.9Z,2,REGULAR,foul,offensive,[],1629020,,,1610612762,53,55,2022-12-23T03:01:21Z,2830000,False,,,0,,J. Vanderbilt offensive FOUL (1 PF),"[1629020, 1628420]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,202053.0,,,,,,,1.0,0.0,Morris,1628420.0,,
286,PT01M55.00S,2022-12-23T03:01:15.9Z,2,REGULAR,turnover,offensive foul,[],1629020,,,1610612762,53,55,2022-12-23T03:01:15Z,2850000,False,,,0,,J. Vanderbilt offensive foul TURNOVER (1 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,202053.0,1.0,,,,,,,,,,,
287,PT01M55.00S,2022-12-23T03:01:25.6Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,53,55,2022-12-23T03:01:29Z,2860000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M55.00S,2022-12-23T03:01:25.6Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,53,55,2022-12-23T03:01:29Z,2870000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M44.00S,2022-12-23T03:01:49.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203078,92.32917214191852,78.18627450980392,1610612764,53,57,2022-12-23T04:20:17Z,2880000,False,141.0,20.0,1,right,B. Beal 14' step back Jump Shot (12 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,14.23,Made,,12.0,,,,,,,,,,,,,,,,
290,PT01M25.00S,2022-12-23T03:02:08.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,15.193823915900131,45.83333333333333,1610612762,55,57,2022-12-23T03:02:14Z,2890000,False,21.0,90.0,1,left,M. Conley 9' floating Jump Shot (8 PTS),[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,9.27,Made,,8.0,,,,,,,,,,,,,,,,
291,PT01M08.00S,2022-12-23T03:02:30.0Z,2,REGULAR,foul,personal,[],1628374,,,1610612764,55,57,2022-12-23T03:03:07Z,2900000,False,,,0,,L. Markkanen personal FOUL (3 PF),"[1628374, 203078]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,,,,,,202053.0,,,,,,,3.0,0.0,Beal,203078.0,,
293,PT01M08.00S,2022-12-23T03:02:43.8Z,2,REGULAR,substitution,out,[],1628374,,,1610612764,55,57,2022-12-23T03:02:52Z,2920000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M08.00S,2022-12-23T03:02:43.8Z,2,REGULAR,substitution,in,[],1629638,,,1610612764,55,57,2022-12-23T03:02:52Z,2930000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M02.00S,2022-12-23T03:03:05.6Z,2,REGULAR,2pt,Jump Shot,[],203078,81.42247043363994,20.833333333333336,1610612764,55,59,2022-12-23T03:03:12Z,2940000,False,-146.0,122.0,1,right,B. Beal 19' step back Jump Shot (14 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,19.02,Made,,14.0,,,,,,,,,,,,,,,,
296,PT00M52.30S,2022-12-23T03:03:17.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,31.09395532194481,38.23529411764706,1610612762,58,59,2022-12-23T03:03:22Z,2950000,False,59.0,240.0,1,left,M. Beasley 24' 3PT  (14 PTS) (M. Conley 4 AST),"[1627736, 201144]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,24.69,Made,,14.0,M. Conley,201144.0,4.0,,,,,,,,,,,,,
298,PT00M33.70S,2022-12-23T03:03:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.32917214191852,55.14705882352941,1610612764,58,61,2022-12-23T03:03:43Z,2970000,False,26.0,20.0,1,right,B. Beal driving Layup (16 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.23,Made,,16.0,,,,,,,,,,,,,,,,
299,PT00M12.70S,2022-12-23T03:04:02.6Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,58,61,2022-12-23T03:04:06Z,2980000,False,,,0,,J. Clarkson lost ball TURNOVER (2 TO),"[203903, 201959]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,,,,,,,,,,Gibson,201959.0
300,PT00M12.70S,2022-12-23T03:04:02.6Z,2,REGULAR,steal,,[],201959,,,1610612764,58,61,2022-12-23T03:04:08Z,2990000,False,,,0,,T. Gibson STEAL (1 STL),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
301,PT00M09.20S,2022-12-23T03:04:10.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612764,58,61,2022-12-23T03:04:18Z,3000000,False,,,0,,M. Beasley personal FOUL (1 PF) (Kispert 2 FT),"[1627736, 1630557]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,,,,,,1628480.0,,,,,,,1.0,0.0,Kispert,1630557.0,,
303,PT00M09.20S,2022-12-23T03:04:35.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630557,,,1610612764,58,62,2022-12-23T03:04:35Z,3020000,False,,,0,,C. Kispert Free Throw 1 of 2 (8 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
304,PT00M09.20S,2022-12-23T03:04:45.1Z,2,REGULAR,substitution,out,[],201959,,,1610612764,58,62,2022-12-23T03:04:48Z,3030000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M09.20S,2022-12-23T03:04:45.1Z,2,REGULAR,substitution,in,[],1630692,,,1610612764,58,62,2022-12-23T03:04:48Z,3040000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M09.20S,2022-12-23T03:05:02.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630557,,,1610612764,58,63,2022-12-23T03:05:02Z,3050000,False,,,0,,C. Kispert Free Throw 2 of 2 (9 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
307,PT00M03.80S,2022-12-23T03:05:16.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203078,,,1610612762,58,63,2022-12-23T03:05:24Z,3060000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Beasley 2 FT),"[203078, 1627736]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,,,1.0,0.0,Beasley,1627736.0,,
309,PT00M03.80S,2022-12-23T03:05:46.4Z,2,REGULAR,freethrow,1 of 2,[],1627736,,,1610612762,59,63,2022-12-23T03:05:46Z,3080000,False,,,0,,M. Beasley Free Throw 1 of 2 (15 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
310,PT00M03.80S,2022-12-23T03:05:46.9Z,2,REGULAR,substitution,out,[],1630692,,,1610612762,59,63,2022-12-23T03:05:50Z,3090000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M03.80S,2022-12-23T03:05:46.9Z,2,REGULAR,substitution,in,[],1629655,,,1610612762,59,63,2022-12-23T03:05:50Z,3100000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M03.80S,2022-12-23T03:06:04.9Z,2,REGULAR,freethrow,2 of 2,[],1627736,,,1610612762,60,63,2022-12-23T03:06:05Z,3110000,False,,,0,,M. Beasley Free Throw 2 of 2 (16 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
313,PT00M00.40S,2022-12-23T03:06:10.1Z,2,REGULAR,3pt,Jump Shot,[],1630557,50.410643889618925,46.07843137254902,1610612764,60,66,2022-12-23T04:20:33Z,3120000,False,-20.0,414.0,1,right,C. Kispert 41' 3PT pullup (12 PTS) (K. Kuzma 2 AST),"[1630557, 1628398]",1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,41.41,Made,,12.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,
315,PT00M00.00S,2022-12-23T03:06:20.1Z,2,REGULAR,period,end,[],0,,,1610612762,60,66,2022-12-23T03:06:20Z,3140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-12-23T03:22:13.7Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612762,60,66,2022-12-23T03:22:27Z,3150000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-12-23T03:22:13.7Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612762,60,66,2022-12-23T03:22:27Z,3160000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-12-23T03:22:13.7Z,3,REGULAR,substitution,in,['startperiod'],1631117,,,1610612762,60,66,2022-12-23T03:22:27Z,3170000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-12-23T03:22:13.7Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612762,60,66,2022-12-23T03:22:27Z,3180000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-12-23T03:22:27.5Z,3,REGULAR,period,start,[],0,,,1610612764,60,66,2022-12-23T03:22:27Z,3190000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M40.00S,2022-12-23T03:23:05.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,9.806176084099869,44.85294117647059,1610612764,60,68,2022-12-23T03:23:10Z,3210000,False,26.0,40.0,1,left,D. Gafford alley-oop DUNK (9 PTS) (B. Beal 4 AST),"[1629655, 203078]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,4.73,Made,,9.0,B. Beal,203078.0,4.0,,,,,,,,,,,,,
327,PT11M12.00S,2022-12-23T03:23:34.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,84.70762155059133,55.14705882352941,1610612762,60,68,2022-12-23T03:23:38Z,3230000,False,26.0,91.0,1,right,MISS M. Conley 9' floating Shot,[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,,
328,PT11M10.00S,2022-12-23T03:23:36.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,60,68,2022-12-23T03:23:41Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,327.0,,,,,,,,,,,,,,,,,
330,PT11M03.00S,2022-12-23T03:24:00.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628374,84.05059132720105,44.6078431372549,1610612762,62,68,2022-12-23T03:26:06Z,3260000,False,-27.0,97.0,1,right,L. Markkanen 10' turnaround fadeaway Jump Shot (13 PTS),[1628374],1610612762.0,UTA,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,10.11,Made,,13.0,,,,,,,,,,,,,,,,
331,PT10M46.00S,2022-12-23T03:24:17.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.5722733245729295,46.81372549019608,1610612764,62,70,2022-12-23T03:24:21Z,3270000,False,16.0,19.0,1,left,D. Gafford DUNK (11 PTS) (M. Morris 2 AST),"[1629655, 1628420]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.45,Made,,11.0,M. Morris,1628420.0,2.0,,,,,,,,,,,,,
334,PT10M21.00S,2022-12-23T03:24:58.0Z,3,REGULAR,turnover,lost ball,[],1628374,,,1610612762,62,70,2022-12-23T03:25:02Z,3300000,False,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1628398]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1.0,,,,,,,,,,Kuzma,1628398.0
335,PT10M21.00S,2022-12-23T03:24:58.0Z,3,REGULAR,steal,,[],1628398,,,1610612764,62,70,2022-12-23T03:24:59Z,3310000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
336,PT10M18.00S,2022-12-23T03:25:01.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630557,23.866622864651774,12.009803921568627,1610612764,62,70,2022-12-23T03:27:06Z,3320000,False,190.0,172.0,1,left,MISS C. Kispert 25' running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
337,PT10M14.00S,2022-12-23T03:25:05.5Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,62,70,2022-12-23T03:25:07Z,3330000,False,,,0,,W. Kessler REBOUND (Off:2 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,336.0,,,,,,,6.0,4.0,2.0,,,,,,,,
338,PT10M05.00S,2022-12-23T03:25:16.7Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612762,62,70,2022-12-23T03:25:21Z,3340000,False,,,0,,D. Gafford shooting personal FOUL (3 PF) (Clarkson 2 FT),"[1629655, 203903]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202053.0,,,,,,,3.0,0.0,Clarkson,203903.0,,
340,PT10M05.00S,2022-12-23T03:25:44.9Z,3,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,63,70,2022-12-23T03:25:44Z,3360000,False,,,0,,J. Clarkson Free Throw 1 of 2 (9 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
341,PT10M05.00S,2022-12-23T03:26:00.2Z,3,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,64,70,2022-12-23T03:26:00Z,3370000,False,,,0,,J. Clarkson Free Throw 2 of 2 (10 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
