actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
247,PT06M33.00S,2023-04-08T20:22:40.1Z,2,REGULAR,turnover,out-of-bounds,[],1627739,,,1610612762,43,34,2023-04-08T20:22:47Z,2460000,False,,,0,,K. Dunn bad pass out-of-bounds TURNOVER (2 TO),[1627739],1610612762.0,UTA,bad pass,Above the Break 3,24+ Center,202037.0,,,Dunn,K. Dunn,,,2.0,,,,,,,,,,,,,,,,,,,,
248,PT06M22.00S,2023-04-08T20:22:58.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202704,7.440867279894875,50.49019607843137,1610612743,43,36,2023-04-08T20:23:03Z,2470000,False,-2.0,17.0,1,left,R. Jackson cutting DUNK (7 PTS) (N. Jokic 3 AST),"[202704, 203999]",1610612743.0,DEN,cutting,Restricted Area,0-8 Center,,,,Jackson,R. Jackson,,,,1.76,Made,,,,,,,7.0,N. Jokic,203999.0,3.0,,,,,,,,
250,PT05M58.00S,2023-04-08T20:23:21.7Z,2,REGULAR,3pt,Jump Shot,[],1629677,70.25295663600527,27.450980392156865,1610612762,43,36,2023-04-08T20:23:25Z,2490000,False,-113.0,227.0,1,right,MISS L. Samanic 25' 3PT - blocked,"[1629677, 203484]",1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Samanic,L. Samanic,,,,25.35,Missed,,,,,,,,,,,Caldwell-Pope,203484.0,,,,,,
307,PT05M58.00S,2023-04-08T20:23:21.7Z,2,REGULAR,block,,[],203484,,,1610612762,43,36,2023-04-08T20:31:18Z,2495000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M57.00S,2023-04-08T20:23:22.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,43,36,2023-04-08T20:23:25Z,2500000,False,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Jokic,N. Jokic,,,,,,250.0,5.0,5.0,0.0,,,,,,,,,,,,,,
252,PT05M52.00S,2023-04-08T20:23:28.6Z,2,REGULAR,3pt,Jump Shot,[],1631128,6.258212877792378,95.58823529411765,1610612743,43,36,2023-04-08T20:23:35Z,2510000,False,-228.0,6.0,1,left,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,Left Corner 3,24+ Left,,,,Braun,C. Braun,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
253,PT05M47.00S,2023-04-08T20:23:33.6Z,2,REGULAR,rebound,defensive,[],1629677,,,1610612762,43,36,2023-04-08T20:23:35Z,2520000,False,,,0,,L. Samanic REBOUND (Off:0 Def:3),[1629677],1610612762.0,UTA,,Left Corner 3,24+ Left,,,,Samanic,L. Samanic,,,,,,252.0,3.0,3.0,0.0,,,,,,,,,,,,,,
254,PT05M37.00S,2023-04-08T20:23:45.6Z,2,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612762,43,36,2023-04-08T20:23:52Z,2530000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Dunn 2 FT),"[1631128, 1627739]",1610612743.0,DEN,shooting,In The Paint (Non-RA),8-16 Right,1151.0,1.0,0.0,Braun,C. Braun,Dunn,1627739.0,,,,,,,,,,,,,,,,,,,,,
256,PT05M37.00S,2023-04-08T20:24:15.2Z,2,REGULAR,freethrow,1 of 2,[],1627739,,,1610612762,44,36,2023-04-08T20:24:15Z,2550000,False,,,0,,K. Dunn Free Throw 1 of 2 (5 PTS),[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Made,,,,,,,5.0,,,,,,,,,,,
257,PT05M37.00S,2023-04-08T20:24:16.3Z,2,REGULAR,substitution,out,[],1631128,,,1610612762,44,36,2023-04-08T20:24:24Z,2560000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M37.00S,2023-04-08T20:24:16.3Z,2,REGULAR,substitution,out,[],202704,,,1610612762,44,36,2023-04-08T20:24:24Z,2570000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M37.00S,2023-04-08T20:24:16.3Z,2,REGULAR,substitution,out,[],201145,,,1610612762,44,36,2023-04-08T20:24:24Z,2580000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M37.00S,2023-04-08T20:24:16.3Z,2,REGULAR,substitution,in,[],1627750,,,1610612762,44,36,2023-04-08T20:24:24Z,2590000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M37.00S,2023-04-08T20:24:16.3Z,2,REGULAR,substitution,in,[],1629008,,,1610612762,44,36,2023-04-08T20:24:24Z,2600000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M37.00S,2023-04-08T20:24:16.3Z,2,REGULAR,substitution,in,[],203932,,,1610612762,44,36,2023-04-08T20:24:24Z,2610000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M37.00S,2023-04-08T20:24:37.0Z,2,REGULAR,freethrow,2 of 2,[],1627739,,,1610612762,45,36,2023-04-08T20:24:37Z,2620000,False,,,0,,K. Dunn Free Throw 2 of 2 (6 PTS),[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Made,,,,,,,6.0,,,,,,,,,,,
264,PT05M21.00S,2023-04-08T20:24:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,7.046649145860711,43.627450980392155,1610612743,45,36,2023-04-08T20:25:03Z,2630000,False,32.0,14.0,1,left,MISS M. Porter Jr. floating Shot,[1629008],1610612743.0,DEN,floating,Restricted Area,0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,3.47,Missed,,,,,,,,,,,,,,,,,,
265,PT05M20.00S,2023-04-08T20:24:57.6Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,45,36,2023-04-08T20:25:03Z,2640000,False,,,0,,U. Azubuike REBOUND (Off:2 Def:5),[1628962],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Azubuike,U. Azubuike,,,,,,264.0,7.0,5.0,2.0,,,,,,,,,,,,,,
266,PT05M18.00S,2023-04-08T20:25:03.2Z,2,REGULAR,foul,personal,['2freethrow'],203484,,,1610612762,45,36,2023-04-08T20:25:18Z,2650000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Samanic 2 FT),"[203484, 1629677]",1610612743.0,DEN,shooting,Restricted Area,0-8 Center,2003.0,1.0,0.0,Caldwell-Pope,K. Caldwell-Pope,Samanic,1629677.0,,,,,,,,,,,,,,,,,,,,,
268,PT05M18.00S,2023-04-08T20:25:29.3Z,2,REGULAR,freethrow,1 of 2,[],1629677,,,1610612762,45,36,2023-04-08T20:25:29Z,2670000,False,,,0,,MISS L. Samanic Free Throw 1 of 2,[1629677],1610612762.0,UTA,,,,,,,Samanic,L. Samanic,,,,,Missed,,,,,,,,,,,,,,,,,,
269,PT05M18.00S,2023-04-08T20:25:29.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,45,36,2023-04-08T20:25:29Z,2680000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,
270,PT05M18.00S,2023-04-08T20:25:42.0Z,2,REGULAR,freethrow,2 of 2,[],1629677,,,1610612762,46,36,2023-04-08T20:25:42Z,2690000,False,,,0,,L. Samanic Free Throw 2 of 2 (6 PTS),[1629677],1610612762.0,UTA,,,,,,,Samanic,L. Samanic,,,,,Made,,,,,,,6.0,,,,,,,,,,,
271,PT04M59.00S,2023-04-08T20:26:03.6Z,2,REGULAR,2pt,Jump Shot,[],203932,7.30946123521682,19.852941176470587,1610612743,46,36,2023-04-08T20:26:08Z,2700000,False,151.0,16.0,1,left,MISS A. Gordon 15' Jump Shot,[203932],1610612743.0,DEN,,Mid-Range,8-16 Right,,,,Gordon,A. Gordon,,,,15.16,Missed,,,,,,,,,,,,,,,,,,
272,PT04M56.00S,2023-04-08T20:26:06.6Z,2,REGULAR,rebound,defensive,[],1629677,,,1610612762,46,36,2023-04-08T20:26:08Z,2710000,False,,,0,,L. Samanic REBOUND (Off:0 Def:4),[1629677],1610612762.0,UTA,,Mid-Range,8-16 Right,,,,Samanic,L. Samanic,,,,,,271.0,4.0,4.0,0.0,,,,,,,,,,,,,,
273,PT04M45.00S,2023-04-08T20:26:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,92.9862023653088,45.34313725490196,1610612762,48,36,2023-04-08T20:28:52Z,2720000,False,-23.0,13.0,1,right,J. Toscano-Anderson driving Layup (2 PTS),[1629308],1610612762.0,UTA,driving,Restricted Area,0-8 Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,2.69,Made,,,,,,,2.0,,,,,,,,,,,
274,PT04M33.00S,2023-04-08T20:26:29.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,4.944152431011826,45.34313725490196,1610612743,48,38,2023-04-08T20:26:33Z,2730000,False,23.0,-6.0,1,left,A. Gordon DUNK (12 PTS) (K. Caldwell-Pope 1 AST),"[203932, 203484]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Gordon,A. Gordon,,,,2.41,Made,,,,,,,12.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
276,PT04M16.00S,2023-04-08T20:26:45.5Z,2,REGULAR,3pt,Jump Shot,[],1630695,68.28186596583443,34.068627450980394,1610612762,48,38,2023-04-08T20:26:53Z,2750000,False,-80.0,246.0,1,right,MISS M. Potter 25' 3PT,[1630695],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Potter,M. Potter,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
277,PT04M11.00S,2023-04-08T20:26:50.5Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,48,38,2023-04-08T20:26:53Z,2760000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Porter Jr.,M. Porter Jr.,,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,
278,PT04M06.00S,2023-04-08T20:26:58.7Z,2,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612743,48,38,2023-04-08T20:27:05Z,2770000,False,,,0,,M. Porter Jr. step out-of-bounds TURNOVER (1 TO),[1629008],1610612743.0,DEN,step,Left Corner 3,24+ Left,202037.0,,,Porter Jr.,M. Porter Jr.,,,1.0,,,,,,,,,,,,,,,,,,,,
279,PT04M06.00S,2023-04-08T20:27:05.8Z,2,REGULAR,substitution,out,[],1630695,,,1610612762,48,38,2023-04-08T20:27:08Z,2780000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M06.00S,2023-04-08T20:27:05.8Z,2,REGULAR,substitution,in,[],1630534,,,1610612762,48,38,2023-04-08T20:27:08Z,2790000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M51.00S,2023-04-08T20:27:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630534,90.22667542706965,40.68627450980392,1610612762,48,38,2023-04-08T20:27:33Z,2800000,False,-47.0,39.0,1,right,MISS O. Agbaji 6' driving Layup,[1630534],1610612762.0,UTA,driving,In The Paint (Non-RA),0-8 Center,,,,Agbaji,O. Agbaji,,,,6.1,Missed,,,,,,,,,,,,,,,,,,
282,PT03M49.00S,2023-04-08T20:27:30.4Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,48,38,2023-04-08T20:27:33Z,2810000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,,,,281.0,1.0,1.0,0.0,,,,,,,,,,,,,,
283,PT03M43.00S,2023-04-08T20:27:36.1Z,2,REGULAR,3pt,Jump Shot,[],203932,5.863994743758213,95.34313725490196,1610612743,48,38,2023-04-08T20:27:41Z,2820000,False,-227.0,3.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,Left Corner 3,24+ Left,,,,Gordon,A. Gordon,,,,22.67,Missed,,,,,,,,,,,,,,,,,,
284,PT03M40.00S,2023-04-08T20:27:39.1Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612762,48,38,2023-04-08T20:27:41Z,2830000,False,,,0,,K. Dunn REBOUND (Off:0 Def:4),[1627739],1610612762.0,UTA,,Left Corner 3,24+ Left,,,,Dunn,K. Dunn,,,,,,283.0,4.0,4.0,0.0,,,,,,,,,,,,,,
285,PT03M36.00S,2023-04-08T20:27:42.7Z,2,REGULAR,turnover,bad pass,[],1627739,,,1610612762,48,38,2023-04-08T20:27:46Z,2840000,False,,,0,,K. Dunn bad pass TURNOVER (3 TO),"[1627739, 203999]",1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Dunn,K. Dunn,,,3.0,,,,,,,Jokic,203999.0,,,,,,,,,,,,
286,PT03M36.00S,2023-04-08T20:27:42.7Z,2,REGULAR,steal,,[],203999,,,1610612743,48,38,2023-04-08T20:27:44Z,2850000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M25.00S,2023-04-08T20:27:54.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,12.959921156373195,46.568627450980394,1610612743,48,38,2023-04-08T20:27:59Z,2860000,False,17.0,69.0,1,left,MISS N. Jokic 7' floating Shot,[203999],1610612743.0,DEN,floating,In The Paint (Non-RA),0-8 Center,,,,Jokic,N. Jokic,,,,7.14,Missed,,,,,,,,,,,,,,,,,,
288,PT03M23.00S,2023-04-08T20:27:56.2Z,2,REGULAR,rebound,defensive,[],1629677,,,1610612762,48,38,2023-04-08T20:27:59Z,2870000,False,,,0,,L. Samanic REBOUND (Off:0 Def:5),[1629677],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Samanic,L. Samanic,,,,,,287.0,5.0,5.0,0.0,,,,,,,,,,,,,,
289,PT03M19.00S,2023-04-08T20:28:01.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627739,91.67214191852825,54.41176470588235,1610612762,50,38,2023-04-08T20:28:17Z,2880000,False,22.0,26.0,1,right,K. Dunn running Layup (8 PTS),[1627739],1610612762.0,UTA,running,Restricted Area,0-8 Center,,,,Dunn,K. Dunn,,,,3.4,Made,,,,,,,8.0,,,,,,,,,,,
290,PT03M19.00S,2023-04-08T20:28:04.1Z,2,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612762,50,38,2023-04-08T20:28:11Z,2890000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Dunn 1 FT),"[1627750, 1627739]",1610612743.0,DEN,shooting,Restricted Area,0-8 Center,202037.0,2.0,0.0,Murray,J. Murray,Dunn,1627739.0,,,,,,,,,,,,,,,,,,,,,
292,PT03M19.00S,2023-04-08T20:28:29.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1627739,,,1610612762,51,38,2023-04-08T20:28:29Z,2910000,False,,,0,,K. Dunn Free Throw 1 of 1 (9 PTS),[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Made,,,,,,,9.0,,,,,,,,,,,
293,PT03M09.00S,2023-04-08T20:28:43.6Z,2,REGULAR,3pt,Jump Shot,[],203484,24.392247043363994,87.5,1610612743,51,41,2023-04-08T20:28:49Z,2920000,False,-188.0,177.0,1,left,K. Caldwell-Pope 25' 3PT  (10 PTS) (A. Gordon 1 AST),"[203484, 203932]",1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,25.77,Made,,,,,,,10.0,A. Gordon,203932.0,1.0,,,,,,,,
296,PT02M43.00S,2023-04-08T20:29:08.1Z,2,REGULAR,3pt,Jump Shot,[],1629677,68.41327201051249,64.4607843137255,1610612762,54,41,2023-04-08T20:29:13Z,2950000,False,72.0,244.0,1,right,L. Samanic 25' 3PT  (9 PTS) (O. Agbaji 2 AST),"[1629677, 1630534]",1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Samanic,L. Samanic,,,,25.49,Made,,,,,,,9.0,O. Agbaji,1630534.0,2.0,,,,,,,,
298,PT02M31.00S,2023-04-08T20:29:20.6Z,2,REGULAR,3pt,Jump Shot,[],1629008,27.283180026281208,21.323529411764707,1610612743,54,44,2023-04-08T20:29:25Z,2970000,False,143.0,204.0,1,left,M. Porter Jr. 24' 3PT  (3 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Porter Jr.,M. Porter Jr.,,,,24.94,Made,,,,,,,3.0,N. Jokic,203999.0,4.0,,,,,,,,
300,PT02M17.00S,2023-04-08T20:29:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,92.59198423127464,54.41176470588235,1610612762,54,44,2023-04-08T20:29:39Z,2990000,False,22.0,17.0,1,right,MISS O. Agbaji driving Layup,[1630534],1610612762.0,UTA,driving,Restricted Area,0-8 Center,,,,Agbaji,O. Agbaji,,,,2.79,Missed,,,,,,,,,,,,,,,,,,
301,PT02M15.00S,2023-04-08T20:29:37.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,54,44,2023-04-08T20:29:39Z,3000000,False,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Jokic,N. Jokic,,,,,,300.0,6.0,6.0,0.0,,,,,,,,,,,,,,
302,PT02M12.00S,2023-04-08T20:29:40.3Z,2,REGULAR,3pt,Jump Shot,[],203484,20.581471747700395,7.352941176470589,1610612743,54,44,2023-04-08T20:29:47Z,3010000,False,213.0,141.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
303,PT02M11.00S,2023-04-08T20:29:41.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,54,44,2023-04-08T20:29:47Z,3020000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,
304,PT02M11.00S,2023-04-08T20:29:43.7Z,2,REGULAR,foul,personal,[],1630534,,,1610612743,54,44,2023-04-08T20:29:50Z,3030000,False,,,0,,O. Agbaji loose ball personal FOUL (1 PF),"[1630534, 203932]",1610612762.0,UTA,loose ball,Restricted Area,0-8 Center,202037.0,1.0,0.0,Agbaji,O. Agbaji,Gordon,203932.0,,,,,,,,,,,,,,,,,,,,,
306,PT02M11.00S,2023-04-08T20:29:52.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,54,44,2023-04-08T20:29:52Z,3050000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M59.00S,2023-04-08T20:32:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,4.5499342969776615,46.07843137254902,1610612743,54,46,2023-04-08T20:33:01Z,3060000,False,20.0,-10.0,1,left,M. Porter Jr. alley-oop Layup (5 PTS) (N. Jokic 5 AST),"[1629008, 203999]",1610612743.0,DEN,alley-oop,Restricted Area,0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,2.19,Made,,,,,,,5.0,N. Jokic,203999.0,5.0,,,,,,,,
310,PT01M42.00S,2023-04-08T20:33:11.5Z,2,REGULAR,turnover,bad pass,[],1629677,,,1610612762,54,46,2023-04-08T20:33:15Z,3080000,False,,,0,,L. Samanic bad pass TURNOVER (2 TO),"[1629677, 203999]",1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Samanic,L. Samanic,,,2.0,,,,,,,Jokic,203999.0,,,,,,,,,,,,
311,PT01M42.00S,2023-04-08T20:33:11.5Z,2,REGULAR,steal,,[],203999,,,1610612743,54,46,2023-04-08T20:33:13Z,3090000,False,,,0,,N. Jokic STEAL (2 STL),[203999],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M36.00S,2023-04-08T20:33:16.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203484,7.440867279894875,43.627450980392155,1610612743,54,46,2023-04-08T20:33:25Z,3100000,False,32.0,17.0,1,left,MISS K. Caldwell-Pope driving Layup,[203484],1610612743.0,DEN,driving,Restricted Area,0-8 Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,3.63,Missed,,,,,,,,,,,,,,,,,,
313,PT01M34.00S,2023-04-08T20:33:18.9Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,54,46,2023-04-08T20:33:25Z,3110000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,,,312.0,3.0,2.0,1.0,,,,,,,,,,,,,,
314,PT01M31.00S,2023-04-08T20:33:22.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629008,6.783837056504599,50.73529411764706,1610612743,54,48,2023-04-08T20:33:46Z,3120000,False,-4.0,11.0,1,left,M. Porter Jr. tip DUNK (7 PTS),[1629008],1610612743.0,DEN,tip,Restricted Area,0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,1.19,Made,,,,,,,7.0,,,,,,,,,,,
315,PT01M12.00S,2023-04-08T20:33:40.8Z,2,REGULAR,3pt,Jump Shot,[],1629308,84.97043363994744,4.166666666666666,1610612762,54,48,2023-04-08T20:33:45Z,3130000,False,-229.0,89.0,1,right,MISS J. Toscano-Anderson 24' 3PT,[1629308],1610612762.0,UTA,,Left Corner 3,24+ Left,,,,Toscano-Anderson,J. Toscano-Anderson,,,,24.58,Missed,,,,,,,,,,,,,,,,,,
316,PT01M10.00S,2023-04-08T20:33:42.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,54,48,2023-04-08T20:33:45Z,3140000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612743.0,DEN,,Left Corner 3,24+ Left,,,,Porter Jr.,M. Porter Jr.,,,,,,315.0,4.0,3.0,1.0,,,,,,,,,,,,,,
317,PT01M03.00S,2023-04-08T20:33:50.3Z,2,REGULAR,3pt,Jump Shot,[],1627750,32.40801576872536,35.049019607843135,1610612743,54,51,2023-04-08T20:35:07Z,3150000,False,75.0,252.0,1,left,J. Murray 26' 3PT step back (9 PTS) (M. Porter Jr. 1 AST),"[1627750, 1629008]",1610612743.0,DEN,step back,Above the Break 3,24+ Center,,,,Murray,J. Murray,,,,26.3,Made,,,,,,,9.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,
319,PT00M52.00S,2023-04-08T20:34:02.4Z,2,REGULAR,turnover,bad pass,[],1629308,,,1610612762,54,51,2023-04-08T20:34:06Z,3170000,False,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1627750]",1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,1.0,,,,,,,Murray,1627750.0,,,,,,,,,,,,
320,PT00M52.00S,2023-04-08T20:34:02.4Z,2,REGULAR,steal,,[],1627750,,,1610612743,54,51,2023-04-08T20:34:03Z,3180000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M47.20S,2023-04-08T20:34:07.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203999,5.338370565045992,46.07843137254902,1610612743,54,53,2023-04-08T20:34:21Z,3190000,False,20.0,-2.0,1,left,N. Jokic Layup (4 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Jokic,N. Jokic,,,,1.97,Made,,,,,,,4.0,J. Murray,1627750.0,3.0,,,,,,,,
323,PT00M30.60S,2023-04-08T20:34:30.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612762,54,53,2023-04-08T20:34:38Z,3210000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Dunn 2 FT),"[203484, 1627739]",1610612743.0,DEN,shooting,Restricted Area,0-8 Center,202037.0,2.0,0.0,Caldwell-Pope,K. Caldwell-Pope,Dunn,1627739.0,,,,,,,,,,,,,,,,,,,,,
325,PT00M30.60S,2023-04-08T20:34:56.8Z,2,REGULAR,freethrow,1 of 2,[],1627739,,,1610612762,55,53,2023-04-08T20:34:56Z,3230000,False,,,0,,K. Dunn Free Throw 1 of 2 (10 PTS),[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Made,,,,,,,10.0,,,,,,,,,,,
326,PT00M30.60S,2023-04-08T20:35:12.6Z,2,REGULAR,freethrow,2 of 2,[],1627739,,,1610612762,56,53,2023-04-08T20:35:12Z,3240000,False,,,0,,K. Dunn Free Throw 2 of 2 (11 PTS),[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Made,,,,,,,11.0,,,,,,,,,,,
327,PT00M16.00S,2023-04-08T20:35:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.178055190538765,41.42156862745098,1610612743,56,55,2023-04-08T20:35:35Z,3250000,False,43.0,15.0,1,left,J. Murray driving Layup (11 PTS),[1627750],1610612743.0,DEN,driving,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,,4.54,Made,,,,,,,11.0,,,,,,,,,,,
