actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
576,PT11M22.00S,2022-10-27T02:54:59.8Z,4,REGULAR,block,,[],200752,,,1610612745,89,77,2022-10-27T02:55:01Z,5650000,,,0,,R. Gay BLOCK (1 BLK),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
577,PT11M20.00S,2022-10-27T02:55:01.8Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,89,77,2022-10-27T02:55:04Z,5660000,,,0,,R. Gay REBOUND (Off:0 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,,,,575.0,,,,,,,4.0,4.0,0.0
578,PT11M16.00S,2022-10-27T02:55:06.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,27.94021024967148,79.41176470588235,1610612762,89,77,2022-10-27T02:55:14Z,5670000,-147.0,210.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,25.65,Missed,,,,,,,,,,,,
579,PT11M12.00S,2022-10-27T02:55:10.2Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612745,89,77,2022-10-27T02:55:13Z,5680000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,578.0,,,,,,,3.0,2.0,1.0
580,PT11M02.00S,2022-10-27T02:55:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,90.09526938239159,47.30392156862745,1610612745,89,77,2022-10-27T02:55:26Z,5690000,-13.0,41.0,1,right,MISS K. Porter Jr. Layup,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,4.28,Missed,,,,,,,,,,,,
581,PT11M00.00S,2022-10-27T02:55:22.1Z,4,REGULAR,rebound,offensive,[],1629645,,,1610612745,89,77,2022-10-27T02:55:22Z,5700000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,580.0,,,,,,,4.0,2.0,2.0
582,PT10M59.00S,2022-10-27T02:55:22.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629645,91.40932982917214,47.05882352941176,1610612745,89,79,2022-10-27T02:58:24Z,5710000,-15.0,28.0,1,right,K. Porter Jr. putback Layup (13 PTS),[1629645],1610612745.0,HOU,putback,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,3.19,Made,,,,13.0,,,,,,,,
583,PT10M39.00S,2022-10-27T02:55:42.4Z,4,REGULAR,3pt,Jump Shot,[],1631323,25.837713534822605,85.7843137254902,1610612762,89,79,2022-10-27T02:55:47Z,5720000,-179.0,190.0,1,left,MISS S. Fontecchio 26' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,26.13,Missed,,,,,,,,,,,,
584,PT10M36.00S,2022-10-27T02:55:45.4Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,89,79,2022-10-27T02:55:47Z,5730000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,583.0,,,,,,,6.0,5.0,1.0
585,PT10M23.00S,2022-10-27T02:55:58.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.46057818659659,54.166666666666664,1610612745,89,81,2022-10-27T02:56:04Z,5740000,21.0,18.0,1,right,K. Porter Jr. driving reverse Layup (15 PTS),[1629645],1610612745.0,HOU,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.78,Made,,,,15.0,,,,,,,,
586,PT10M23.00S,2022-10-27T02:56:03.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,89,81,2022-10-27T02:56:03Z,5750000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT10M23.00S,2022-10-27T02:58:31.6Z,4,REGULAR,substitution,out,[],1631323,,,1610612762,89,81,2022-10-27T02:58:44Z,5760000,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT10M23.00S,2022-10-27T02:58:31.6Z,4,REGULAR,substitution,in,[],203482,,,1610612762,89,81,2022-10-27T02:58:44Z,5770000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT10M15.00S,2022-10-27T02:59:03.4Z,4,REGULAR,turnover,bad pass,[],1628374,,,1610612762,89,81,2022-10-27T02:59:09Z,5780000,,,0,,L. Markkanen bad pass TURNOVER (4 TO),"[1628374, 1629726]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,4.0,,,,,,,,,,,,,,,Mathews,1629726.0,,,
590,PT10M15.00S,2022-10-27T02:59:03.4Z,4,REGULAR,steal,,[],1629726,,,1610612745,89,81,2022-10-27T02:59:05Z,5790000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
591,PT10M11.00S,2022-10-27T02:59:07.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,92.19776609724047,51.225490196078425,1610612745,89,83,2022-10-27T02:59:14Z,5800000,6.0,21.0,1,right,K. Porter Jr. DUNK (17 PTS) (G. Mathews 1 AST),"[1629645, 1629726]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.17,Made,,,,17.0,G. Mathews,1629726.0,1.0,,,,,
593,PT09M53.00S,2022-10-27T02:59:25.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201144,7.30946123521682,55.392156862745104,1610612762,89,83,2022-10-27T02:59:29Z,5820000,-27.0,16.0,1,left,MISS M. Conley Layup,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,3.15,Missed,,,,,,,,,,,,
594,PT09M50.00S,2022-10-27T02:59:28.1Z,4,REGULAR,rebound,offensive,[],203482,,,1610612762,89,83,2022-10-27T02:59:29Z,5830000,,,0,,K. Olynyk REBOUND (Off:3 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,593.0,,,,,,,5.0,2.0,3.0
595,PT09M50.00S,2022-10-27T02:59:28.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203482,5.590000152587891,50.0,1610612762,89,83,2022-10-27T02:59:33Z,5840000,0.0,0.0,1,left,MISS K. Olynyk tip Layup,[203482],1610612762.0,UTA,tip,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
596,PT09M49.00S,2022-10-27T02:59:29.0Z,4,REGULAR,rebound,defensive,[],201569,,,1610612745,89,83,2022-10-27T02:59:33Z,5850000,,,0,,E. Gordon REBOUND (Off:0 Def:2),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,595.0,,,,,,,2.0,2.0,0.0
597,PT09M43.00S,2022-10-27T02:59:35.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.46057818659659,43.13725490196079,1610612745,89,83,2022-10-27T02:59:39Z,5860000,-34.0,18.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,3.89,Missed,,,,,,,,,,,,
598,PT09M41.00S,2022-10-27T02:59:37.1Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,89,83,2022-10-27T02:59:39Z,5870000,,,0,,R. Gay REBOUND (Off:0 Def:5),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,,,,597.0,,,,,,,5.0,5.0,0.0
599,PT09M37.00S,2022-10-27T02:59:41.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201144,5.863994743758213,2.941176470588235,1610612762,92,83,2022-10-27T02:59:48Z,5880000,235.0,3.0,1,left,M. Conley 3PT  (12 PTS) (K. Olynyk 6 AST),"[201144, 203482]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,,,,,,,23.53,Made,,,,12.0,K. Olynyk,203482.0,6.0,,,,,
601,PT09M28.00S,2022-10-27T02:59:53.4Z,4,REGULAR,foul,personal,[],201144,,,1610612745,92,83,2022-10-27T03:00:04Z,5900000,,,0,,M. Conley personal FOUL (5 PF),"[201144, 1629645]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,,1627963.0,5.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,
603,PT09M24.00S,2022-10-27T03:00:11.8Z,4,REGULAR,3pt,Jump Shot,[],1629726,73.9323258869908,16.911764705882355,1610612745,92,83,2022-10-27T03:00:17Z,5920000,-165.0,193.0,1,right,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,,,,,,,25.38,Missed,,,,,,,,,,,,
604,PT09M20.00S,2022-10-27T03:00:15.8Z,4,REGULAR,rebound,defensive,[],203482,,,1610612762,92,83,2022-10-27T03:00:17Z,5930000,,,0,,K. Olynyk REBOUND (Off:3 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,603.0,,,,,,,6.0,3.0,3.0
605,PT09M10.00S,2022-10-27T03:00:27.0Z,4,REGULAR,foul,personal,[],1631095,,,1610612762,92,83,2022-10-27T03:00:48Z,5940000,,,0,,J. Smith Jr. personal FOUL (3 PF),"[1631095, 1628374]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,1627963.0,3.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,
611,PT09M10.00S,2022-10-27T03:00:27.1Z,4,REGULAR,substitution,out,[],201144,,,1610612762,92,83,2022-10-27T03:00:53Z,6000000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT09M10.00S,2022-10-27T03:00:27.1Z,4,REGULAR,substitution,in,[],1629659,,,1610612762,92,83,2022-10-27T03:00:53Z,6010000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT08M59.00S,2022-10-27T03:01:00.4Z,4,REGULAR,2pt,Jump Shot,[],1628374,9.674770039421814,14.705882352941178,1610612762,92,83,2022-10-27T03:01:07Z,6020000,176.0,38.0,1,left,MISS L. Markkanen 18' Jump Shot,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right,,,,,,,18.06,Missed,,,,,,,,,,,,
614,PT08M56.00S,2022-10-27T03:01:03.4Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,92,83,2022-10-27T03:01:07Z,6030000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:6),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,613.0,,,,,,,7.0,6.0,1.0
615,PT08M48.00S,2022-10-27T03:01:10.5Z,4,REGULAR,3pt,Jump Shot,[],201569,74.98357424441524,7.8431372549019605,1610612745,92,83,2022-10-27T03:01:15Z,6040000,-211.0,183.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,27.9,Missed,,,,,,,,,,,,
616,PT08M46.00S,2022-10-27T03:01:12.5Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,92,83,2022-10-27T03:01:15Z,6050000,,,0,,R. Gay REBOUND (Off:0 Def:6),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,615.0,,,,,,,6.0,6.0,0.0
617,PT08M39.00S,2022-10-27T03:01:22.9Z,4,REGULAR,foul,personal,[],1631095,,,1610612762,92,83,2022-10-27T03:01:38Z,6060000,,,0,,J. Smith Jr. personal FOUL (4 PF),"[1631095, 203482]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,202026.0,4.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,
619,PT08M39.00S,2022-10-27T03:01:36.2Z,4,REGULAR,substitution,out,[],200752,,,1610612762,92,83,2022-10-27T03:01:39Z,6080000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT08M39.00S,2022-10-27T03:01:36.2Z,4,REGULAR,substitution,in,[],203903,,,1610612762,92,83,2022-10-27T03:01:39Z,6090000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT08M35.00S,2022-10-27T03:01:56.0Z,4,REGULAR,foul,offensive,[],203482,,,1610612762,92,83,2022-10-27T03:02:02Z,6100000,,,0,,K. Olynyk offensive FOUL (3 PF),"[203482, 1631095]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,101284.0,3.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,
623,PT08M35.00S,2022-10-27T03:01:56.0Z,4,REGULAR,turnover,offensive foul,[],203482,,,1610612762,92,83,2022-10-27T03:01:56Z,6120000,,,0,,K. Olynyk offensive foul TURNOVER (4 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,4.0,101284.0,,,,,,,,,,,,,,,,,,
624,PT08M27.00S,2022-10-27T03:02:29.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630256,91.27792378449409,3.6764705882352944,1610612745,92,86,2022-10-27T03:02:34Z,6130000,-232.0,29.0,1,right,J. Tate 3PT  (7 PTS) (K. Porter Jr. 5 AST),"[1630256, 1629645]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Left Corner 3,24+ Left,,,,,,,23.35,Made,,,,7.0,K. Porter Jr.,1629645.0,5.0,,,,,
626,PT08M14.00S,2022-10-27T03:02:43.6Z,4,REGULAR,foul,personal,[],1629726,,,1610612762,92,86,2022-10-27T03:02:50Z,6150000,,,0,,G. Mathews personal FOUL (3 PF),"[1629726, 1629659]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Left Center,,202026.0,3.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,
628,PT08M14.00S,2022-10-27T03:02:49.2Z,4,REGULAR,substitution,out,[],1627736,,,1610612762,92,86,2022-10-27T03:02:56Z,6170000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT08M14.00S,2022-10-27T03:02:49.2Z,4,REGULAR,substitution,in,[],1629020,,,1610612762,92,86,2022-10-27T03:02:56Z,6180000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT08M02.00S,2022-10-27T03:03:14.4Z,4,REGULAR,3pt,Jump Shot,[],1629659,26.231931668856767,78.92156862745098,1610612762,92,86,2022-10-27T03:03:22Z,6190000,-145.0,194.0,1,left,MISS T. Horton-Tucker 24' step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,24.2,Missed,,,,,,,,,,,,
631,PT07M58.00S,2022-10-27T03:03:18.4Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,92,86,2022-10-27T03:03:22Z,6200000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:7),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,630.0,,,,,,,8.0,7.0,1.0
632,PT07M49.00S,2022-10-27T03:03:29.2Z,4,REGULAR,foul,personal,[],203482,,,1610612745,92,86,2022-10-27T03:03:34Z,6210000,,,0,,K. Olynyk personal FOUL (4 PF),"[203482, 1631095]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left,,101284.0,4.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,
634,PT07M45.00S,2022-10-27T03:03:57.1Z,4,REGULAR,foul,personal,['3freethrow'],1629020,,,1610612745,92,86,2022-10-27T03:04:02Z,6230000,,,0,,J. Vanderbilt shooting personal FOUL (6 PF) (Porter Jr. 3 FT),"[1629020, 1629645]",1610612762.0,UTA,shooting,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Center,,202026.0,6.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,
636,PT07M45.00S,2022-10-27T03:04:22.1Z,4,REGULAR,substitution,out,[],1629020,,,1610612745,92,86,2022-10-27T03:04:24Z,6250000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT07M45.00S,2022-10-27T03:04:22.1Z,4,REGULAR,substitution,in,[],1627736,,,1610612745,92,86,2022-10-27T03:04:24Z,6260000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT07M45.00S,2022-10-27T03:04:36.2Z,4,REGULAR,freethrow,1 of 3,[],1629645,,,1610612745,92,87,2022-10-27T03:04:36Z,6270000,,,0,,K. Porter Jr. Free Throw 1 of 3 (18 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,Made,,,,18.0,,,,,,,,
639,PT07M45.00S,2022-10-27T03:04:55.6Z,4,REGULAR,freethrow,2 of 3,[],1629645,,,1610612745,92,88,2022-10-27T03:04:55Z,6280000,,,0,,K. Porter Jr. Free Throw 2 of 3 (19 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,Made,,,,19.0,,,,,,,,
640,PT07M45.00S,2022-10-27T03:05:11.8Z,4,REGULAR,freethrow,3 of 3,[],1629645,,,1610612745,92,89,2022-10-27T03:05:11Z,6290000,,,0,,K. Porter Jr. Free Throw 3 of 3 (20 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,Made,,,,20.0,,,,,,,,
641,PT07M25.00S,2022-10-27T03:05:33.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203482,8.09789750328515,54.65686274509803,1610612762,92,89,2022-10-27T03:05:38Z,6300000,-23.0,24.0,1,left,MISS K. Olynyk Layup,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,3.32,Missed,,,,,,,,,,,,
642,PT07M20.00S,2022-10-27T03:05:38.8Z,4,REGULAR,rebound,defensive,[],1630256,,,1610612745,92,89,2022-10-27T03:05:38Z,6310000,,,0,,J. Tate REBOUND (Off:2 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,,,641.0,,,,,,,5.0,3.0,2.0
643,PT07M15.00S,2022-10-27T03:05:43.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,91.80354796320631,55.392156862745104,1610612745,92,89,2022-10-27T03:05:49Z,6320000,27.0,25.0,1,right,MISS J. Tate Layup,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,3.65,Missed,,,,,,,,,,,,
644,PT07M14.00S,2022-10-27T03:05:44.3Z,4,REGULAR,rebound,defensive,[],203482,,,1610612762,92,89,2022-10-27T03:05:49Z,6330000,,,0,,K. Olynyk REBOUND (Off:3 Def:4),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,643.0,,,,,,,7.0,4.0,3.0
646,PT07M11.00S,2022-10-27T03:05:52.7Z,4,REGULAR,substitution,out,[],1630256,,,1610612762,92,89,2022-10-27T03:05:57Z,6350000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT07M11.00S,2022-10-27T03:05:52.7Z,4,REGULAR,substitution,in,[],1631106,,,1610612762,92,89,2022-10-27T03:05:57Z,6360000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT07M04.00S,2022-10-27T03:06:15.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,6.1268068331143235,50.0,1610612762,94,89,2022-10-27T03:06:22Z,6370000,0.0,5.0,1,left,L. Markkanen alley-oop DUNK (21 PTS) (J. Clarkson 4 AST),"[1628374, 203903]",1610612762.0,UTA,alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,0.51,Made,,,,21.0,J. Clarkson,203903.0,4.0,,,,,
650,PT06M48.00S,2022-10-27T03:06:34.5Z,4,REGULAR,foul,personal,[],1629659,,,1610612745,94,89,2022-10-27T03:06:46Z,6390000,,,0,,T. Horton-Tucker personal FOUL (2 PF),"[1629659, 1629645]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Left Center,,1627963.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,
652,PT06M48.00S,2022-10-27T03:06:50.5Z,4,REGULAR,substitution,out,[],1631095,,,1610612745,94,89,2022-10-27T03:06:54Z,6410000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT06M48.00S,2022-10-27T03:06:50.5Z,4,REGULAR,substitution,in,[],1630231,,,1610612745,94,89,2022-10-27T03:06:54Z,6420000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT06M48.00S,2022-10-27T03:06:50.5Z,4,REGULAR,substitution,out,[],201569,,,1610612745,94,89,2022-10-27T03:07:02Z,6430000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT06M48.00S,2022-10-27T03:06:50.5Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,94,89,2022-10-27T03:07:02Z,6440000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT06M43.00S,2022-10-27T03:07:19.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612745,94,89,2022-10-27T03:07:24Z,6450000,,,0,,T. Horton-Tucker shooting personal FOUL (3 PF) (Martin Jr. 2 FT),"[1629659, 1630231]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,202026.0,3.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,,
658,PT06M43.00S,2022-10-27T03:07:48.0Z,4,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,94,90,2022-10-27T03:07:48Z,6470000,,,0,,K. Martin Jr. Free Throw 1 of 2 (10 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,Made,,,,10.0,,,,,,,,
659,PT06M43.00S,2022-10-27T03:08:05.6Z,4,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,94,91,2022-10-27T03:08:05Z,6480000,,,0,,K. Martin Jr. Free Throw 2 of 2 (11 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,Made,,,,11.0,,,,,,,,
660,PT06M32.00S,2022-10-27T03:08:23.1Z,4,REGULAR,3pt,Jump Shot,[],1627736,27.151773981603156,77.45098039215686,1610612762,97,91,2022-10-27T03:08:28Z,6490000,-137.0,203.0,1,left,M. Beasley 24' 3PT  (9 PTS) (J. Clarkson 5 AST),"[1627736, 203903]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,24.48,Made,,,,9.0,J. Clarkson,203903.0,5.0,,,,,
662,PT06M15.00S,2022-10-27T03:08:44.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612745,97,91,2022-10-27T03:08:56Z,6510000,,,0,,K. Olynyk shooting personal FOUL (5 PF) (Mathews 2 FT),"[203482, 1629726]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,1627963.0,5.0,0.0,Mathews,1629726.0,,,,,,,,,,,,,,
664,PT06M15.00S,2022-10-27T03:09:16.7Z,4,REGULAR,freethrow,1 of 2,[],1629726,,,1610612745,97,92,2022-10-27T03:09:16Z,6530000,,,0,,G. Mathews Free Throw 1 of 2 (10 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,Made,,,,10.0,,,,,,,,
665,PT06M15.00S,2022-10-27T03:09:32.7Z,4,REGULAR,freethrow,2 of 2,[],1629726,,,1610612745,97,93,2022-10-27T03:09:32Z,6540000,,,0,,G. Mathews Free Throw 2 of 2 (11 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,Made,,,,11.0,,,,,,,,
