actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
372,PT08M51.00S,2022-01-13T04:31:44.4Z,3,REGULAR,3pt,Jump Shot,[],203897,95.6143232588699,3.9215686274509802,1610612741,69,71,2022-01-13T04:31:52Z,3660000,-230.0,-11.0,1,right,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,
373,PT08M45.00S,2022-01-13T04:31:50.4Z,3,REGULAR,rebound,offensive,[],1628035,,,1610612741,69,71,2022-01-13T04:31:52Z,3670000,,,0,,A. McKinnie REBOUND (Off:3 Def:1),[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,372.0,4.0,1.0,3.0,,,,,,,,,,,,,,
374,PT08M45.00S,2022-01-13T04:31:50.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628035,94.40999984741211,50.0,1610612741,69,71,2022-01-13T04:32:03Z,3680000,0.0,0.0,1,right,MISS A. McKinnie putback Layup,[1628035],1610612741.0,CHI,putback,,,McKinnie,A. McKinnie,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
375,PT08M45.00S,2022-01-13T04:31:50.8Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,69,71,2022-01-13T04:31:59Z,3690000,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,374.0,4.0,2.0,2.0,,,,,,,,,,,,,,
376,PT08M43.00S,2022-01-13T04:31:52.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,71,71,2022-01-13T04:32:06Z,3700000,0.0,0.0,1,right,N. Vucevic tip Layup (10 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Made,,,,,,,,,,,,,,,10.0,,,
377,PT08M31.00S,2022-01-13T04:32:07.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,71,71,2022-01-13T04:32:07Z,3710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M29.00S,2022-01-13T04:32:28.8Z,3,REGULAR,foul,personal,['2freethrow'],1628035,,,1610612751,71,71,2022-01-13T04:32:40Z,3720000,,,0,,A. McKinnie shooting personal FOUL (4 PF) (Durant 2 FT),"[1628035, 201142]",1610612741.0,CHI,shooting,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,1626301.0,4.0,0.0,Durant,201142.0,,,,,,
380,PT08M29.00S,2022-01-13T04:32:54.5Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,71,72,2022-01-13T04:32:54Z,3740000,,,0,,K. Durant Free Throw 1 of 2 (16 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,,,16.0,,,
381,PT08M29.00S,2022-01-13T04:33:08.7Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,71,73,2022-01-13T04:33:08Z,3750000,,,0,,K. Durant Free Throw 2 of 2 (17 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,,,17.0,,,
382,PT08M10.00S,2022-01-13T04:33:29.7Z,3,REGULAR,3pt,Jump Shot,[],1628035,71.04139290407359,15.441176470588236,1610612741,71,73,2022-01-13T04:33:37Z,3760000,-173.0,220.0,1,right,MISS A. McKinnie 27' 3PT,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,
383,PT08M04.00S,2022-01-13T04:33:35.7Z,3,REGULAR,rebound,offensive,[],1628366,,,1610612741,71,73,2022-01-13T04:33:37Z,3770000,,,0,,L. Ball REBOUND (Off:2 Def:5),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,382.0,7.0,5.0,2.0,,,,,,,,,,,,,,
384,PT08M04.00S,2022-01-13T04:33:36.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628366,94.40999984741211,50.0,1610612741,71,73,2022-01-13T04:33:54Z,3780000,0.0,0.0,1,right,MISS L. Ball putback Layup - blocked,"[1628366, 1630556]",1610612741.0,CHI,putback,,,Ball,L. Ball,,,,,0.0,Missed,,,,,,,,,,,,,Edwards,1630556.0,,,,
388,PT08M04.00S,2022-01-13T04:33:36.6Z,3,REGULAR,block,,[],1630556,,,1610612741,71,73,2022-01-13T04:33:54Z,3782500,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
387,PT08M04.00S,2022-01-13T04:33:36.6Z,3,REGULAR,rebound,offensive,[],1628035,,,1610612741,71,73,2022-01-13T04:33:54Z,3785000,,,0,,A. McKinnie REBOUND (Off:4 Def:1),[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,384.0,5.0,1.0,4.0,,,,,,,,,,,,,,
385,PT07M55.00S,2022-01-13T04:33:44.7Z,3,REGULAR,turnover,bad pass,[],1628035,,,1610612741,71,73,2022-01-13T04:33:57Z,3790000,,,0,,A. McKinnie bad pass TURNOVER (2 TO),"[1628035, 1630556]",1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,2.0,Edwards,1630556.0,,,,,,,,,,,
386,PT07M55.00S,2022-01-13T04:33:44.7Z,3,REGULAR,steal,,[],1630556,,,1610612751,71,73,2022-01-13T04:33:46Z,3800000,,,0,,K. Edwards STEAL (3 STL),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M39.00S,2022-01-13T04:34:01.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,6.521024967148489,48.529411764705884,1610612751,71,75,2022-01-13T04:34:06Z,3810000,7.0,9.0,1,left,D. Sharpe Layup (10 PTS) (J. Harden 8 AST),"[1630549, 201935]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,1.15,Made,,,,,,,,,,,,,,,10.0,J. Harden,201935.0,8.0
391,PT07M23.00S,2022-01-13T04:34:16.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.51182654402102,48.529411764705884,1610612741,71,75,2022-01-13T04:34:21Z,3830000,-7.0,8.0,1,right,MISS N. Vucevic driving Layup - blocked,"[202696, 1630549]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,1.13,Missed,,,,,,,,,,,,,Sharpe,1630549.0,,,,
392,PT07M23.00S,2022-01-13T04:34:16.3Z,3,REGULAR,block,,[],1630549,,,1610612741,71,75,2022-01-13T04:34:19Z,3840000,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M20.00S,2022-01-13T04:34:19.3Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,71,75,2022-01-13T04:34:21Z,3850000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,391.0,4.0,4.0,0.0,,,,,,,,,,,,,,
394,PT07M07.00S,2022-01-13T04:34:32.8Z,3,REGULAR,3pt,Jump Shot,[],201935,28.991458607095925,21.323529411764707,1610612751,71,78,2022-01-13T04:35:16Z,3860000,143.0,220.0,1,left,J. Harden 26' 3PT pullup (19 PTS),[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,26.26,Made,,,,,,,,,,,,,,,19.0,,,
395,PT07M07.00S,2022-01-13T04:34:38.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,71,78,2022-01-13T04:34:42Z,3870000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M07.00S,2022-01-13T04:36:31.0Z,3,REGULAR,substitution,out,[],1628035,,,1610612741,71,78,2022-01-13T04:37:31Z,3880000,,,0,,SUB out: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M07.00S,2022-01-13T04:36:31.0Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,71,78,2022-01-13T04:37:31Z,3890000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M53.00S,2022-01-13T04:38:14.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,83.78777923784494,51.71568627450981,1610612741,71,78,2022-01-13T04:38:18Z,3900000,9.0,100.0,1,right,MISS D. DeRozan 10' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,10.03,Missed,,,,,,,,,,,,,,,,,,
399,PT06M51.00S,2022-01-13T04:38:16.8Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,71,78,2022-01-13T04:38:18Z,3910000,,,0,,D. Sharpe REBOUND (Off:1 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,398.0,5.0,4.0,1.0,,,,,,,,,,,,,,
400,PT06M41.00S,2022-01-13T04:38:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,5.469776609724048,49.754901960784316,1610612751,71,80,2022-01-13T04:38:30Z,3920000,1.0,-1.0,1,left,K. Edwards Layup (7 PTS) (J. Harden 9 AST),"[1630556, 201935]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,0.16,Made,,,,,,,,,,,,,,,7.0,J. Harden,201935.0,9.0
402,PT06M34.00S,2022-01-13T04:38:39.6Z,3,REGULAR,foul,personal,[],1630556,,,1610612741,71,80,2022-01-13T04:38:53Z,3940000,,,0,,K. Edwards personal FOUL (4 PF),"[1630556, 203897]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,1626301.0,4.0,0.0,LaVine,203897.0,,,,,,
404,PT06M34.00S,2022-01-13T04:38:44.6Z,3,REGULAR,substitution,out,[],202681,,,1610612741,71,80,2022-01-13T04:38:48Z,3960000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M34.00S,2022-01-13T04:38:44.6Z,3,REGULAR,substitution,in,[],201988,,,1610612741,71,80,2022-01-13T04:38:48Z,3970000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M34.00S,2022-01-13T04:38:52.0Z,3,REGULAR,substitution,out,[],1630556,,,1610612741,71,80,2022-01-13T04:38:55Z,3980000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M34.00S,2022-01-13T04:38:52.0Z,3,REGULAR,substitution,in,[],1627761,,,1610612741,71,80,2022-01-13T04:38:55Z,3990000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M23.00S,2022-01-13T04:39:15.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,92.32917214191852,36.76470588235294,1610612741,73,80,2022-01-13T04:39:18Z,4000000,-66.0,20.0,1,right,D. DeRozan 6' floating Jump Shot (19 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,6.9,Made,,,,,,,,,,,,,,,19.0,,,
409,PT06M13.00S,2022-01-13T04:39:25.0Z,3,REGULAR,3pt,Jump Shot,[],201988,5.469776609724048,4.411764705882353,1610612751,73,80,2022-01-13T04:39:33Z,4010000,228.0,-1.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,
410,PT06M08.00S,2022-01-13T04:39:30.0Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,73,80,2022-01-13T04:39:33Z,4020000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,409.0,1.0,1.0,0.0,,,,,,,,,,,,,,
411,PT06M01.00S,2022-01-13T04:39:41.0Z,3,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612741,73,80,2022-01-13T04:39:52Z,4030000,,,0,,D. Sharpe shooting personal FOUL (4 PF) (Vucevic 2 FT),"[1630549, 202696]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,202058.0,4.0,0.0,Vucevic,202696.0,,,,,,
413,PT06M01.00S,2022-01-13T04:40:09.7Z,3,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,74,80,2022-01-13T04:40:09Z,4050000,,,0,,N. Vucevic Free Throw 1 of 2 (11 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
414,PT06M01.00S,2022-01-13T04:40:10.5Z,3,REGULAR,substitution,out,[],1630549,,,1610612741,74,80,2022-01-13T04:40:13Z,4060000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M01.00S,2022-01-13T04:40:10.5Z,3,REGULAR,substitution,in,[],201933,,,1610612741,74,80,2022-01-13T04:40:13Z,4070000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M01.00S,2022-01-13T04:40:30.7Z,3,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,75,80,2022-01-13T04:40:30Z,4080000,,,0,,N. Vucevic Free Throw 2 of 2 (12 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
417,PT05M48.00S,2022-01-13T04:40:47.1Z,3,REGULAR,3pt,Jump Shot,[],201935,23.99802890932983,84.80392156862744,1610612751,75,83,2022-01-13T04:41:05Z,4090000,-174.0,173.0,1,left,J. Harden 24' 3PT pullup (22 PTS) (K. Durant 7 AST),"[201935, 201142]",1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,24.54,Made,,,,,,,,,,,,,,,22.0,K. Durant,201142.0,7.0
419,PT05M34.00S,2022-01-13T04:41:00.6Z,3,REGULAR,3pt,Jump Shot,[],202696,66.44218134034165,44.36274509803921,1610612741,75,83,2022-01-13T04:41:06Z,4110000,-28.0,263.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,
420,PT05M30.00S,2022-01-13T04:41:04.6Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,75,83,2022-01-13T04:41:06Z,4120000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,419.0,2.0,2.0,0.0,,,,,,,,,,,,,,
421,PT05M19.00S,2022-01-13T04:41:14.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201933,6.389618922470433,65.68627450980392,1610612751,75,85,2022-01-13T04:41:19Z,4130000,-78.0,8.0,1,left,B. Griffin 7' turnaround fadeaway Jump Shot (6 PTS) (K. Durant 8 AST),"[201933, 201142]",1610612751.0,BKN,turnaround fadeaway,,,Griffin,B. Griffin,,,,,7.88,Made,,,,,,,,,,,,,,,6.0,K. Durant,201142.0,8.0
423,PT04M56.00S,2022-01-13T04:41:37.7Z,3,REGULAR,3pt,Jump Shot,[],1630245,96.92838370565046,96.32352941176471,1610612741,75,85,2022-01-13T04:41:47Z,4150000,232.0,-24.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
424,PT04M53.00S,2022-01-13T04:41:40.7Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,75,85,2022-01-13T04:41:47Z,4160000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,423.0,2.0,2.0,0.0,,,,,,,,,,,,,,
425,PT04M49.00S,2022-01-13T04:41:49.8Z,3,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612751,75,85,2022-01-13T04:41:58Z,4170000,,,0,,L. Ball shooting personal FOUL (2 PF) (Griffin 2 FT),"[1628366, 201933]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,202058.0,2.0,0.0,Griffin,201933.0,,,,,,
427,PT04M49.00S,2022-01-13T04:42:25.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201933,,,1610612751,75,85,2022-01-13T04:42:25Z,4190000,,,0,,MISS B. Griffin Free Throw 1 of 2,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Missed,,,,,,,,,,,,,,,,,,
428,PT04M49.00S,2022-01-13T04:42:25.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,75,85,2022-01-13T04:42:25Z,4200000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,427.0,,,,,,,,,,,,,,,,,
429,PT04M49.00S,2022-01-13T04:42:41.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201933,,,1610612751,75,86,2022-01-13T04:42:41Z,4210000,,,0,,B. Griffin Free Throw 2 of 2 (7 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
430,PT04M32.00S,2022-01-13T04:43:05.2Z,3,REGULAR,foul,personal,[],1627761,,,1610612741,75,86,2022-01-13T04:43:11Z,4220000,,,0,,D. Bembry personal FOUL (2 PF),"[1627761, 203897]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,202026.0,2.0,0.0,LaVine,203897.0,,,,,,
432,PT04M32.00S,2022-01-13T04:43:15.1Z,3,REGULAR,substitution,out,[],1628366,,,1610612741,75,86,2022-01-13T04:43:21Z,4240000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M32.00S,2022-01-13T04:43:15.1Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,75,86,2022-01-13T04:43:21Z,4250000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M32.00S,2022-01-13T04:43:30.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,75,86,2022-01-13T04:43:30Z,4260000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M32.00S,2022-01-13T04:46:06.2Z,3,REGULAR,substitution,out,[],201942,,,1610612741,75,86,2022-01-13T04:46:25Z,4270000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M32.00S,2022-01-13T04:46:06.2Z,3,REGULAR,substitution,in,[],1628972,,,1610612741,75,86,2022-01-13T04:46:25Z,4280000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M23.00S,2022-01-13T04:47:08.8Z,3,REGULAR,3pt,Jump Shot,[],203897,65.65374507227332,61.76470588235294,1610612741,75,86,2022-01-13T04:47:31Z,4290000,59.0,270.0,1,right,MISS Z. LaVine 27' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,
438,PT04M21.00S,2022-01-13T04:47:10.8Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,75,86,2022-01-13T04:47:12Z,4300000,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,437.0,5.0,4.0,1.0,,,,,,,,,,,,,,
439,PT04M12.00S,2022-01-13T04:47:20.1Z,3,REGULAR,3pt,Jump Shot,[],201988,28.597240473061763,78.43137254901961,1610612751,75,89,2022-01-13T04:47:26Z,4310000,-142.0,216.0,1,left,P. Mills 25' 3PT  (14 PTS) (K. Durant 9 AST),"[201988, 201142]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.89,Made,,,,,,,,,,,,,,,14.0,K. Durant,201142.0,9.0
441,PT03M51.00S,2022-01-13T04:47:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,93.51182654402102,49.01960784313725,1610612741,77,89,2022-01-13T04:47:45Z,4330000,-5.0,8.0,1,right,T. Brown Jr. Layup (5 PTS) (Z. LaVine 5 AST),"[1628972, 203897]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,0.98,Made,,,,,,,,,,,,,,,5.0,Z. LaVine,203897.0,5.0
443,PT03M37.00S,2022-01-13T04:47:54.8Z,3,REGULAR,2pt,Jump Shot,[],201142,18.2161629434954,23.284313725490197,1610612751,77,91,2022-01-13T04:48:02Z,4350000,134.0,119.0,1,left,K. Durant 17' Jump Shot (19 PTS) (J. Harden 10 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,17.87,Made,,,,,,,,,,,,,,,19.0,J. Harden,201935.0,10.0
446,PT03M37.00S,2022-01-13T04:48:07.9Z,3,REGULAR,foul,personal,['1freethrow'],1628972,,,1610612751,77,91,2022-01-13T04:48:32Z,4380000,,,0,,T. Brown Jr. shooting personal FOUL (4 PF) (Durant 1 FT),"[1628972, 201142]",1610612741.0,CHI,shooting,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,1626301.0,4.0,0.0,Durant,201142.0,,,,,,
448,PT03M37.00S,2022-01-13T04:48:20.6Z,3,REGULAR,substitution,out,[],1628972,,,1610612751,77,91,2022-01-13T04:48:23Z,4400000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M37.00S,2022-01-13T04:48:20.6Z,3,REGULAR,substitution,in,[],1628035,,,1610612751,77,91,2022-01-13T04:48:23Z,4410000,,,0,,SUB in: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M37.00S,2022-01-13T04:48:33.5Z,3,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,77,92,2022-01-13T04:48:33Z,4420000,,,0,,K. Durant Free Throw 1 of 1 (20 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,,,20.0,,,
451,PT03M23.00S,2022-01-13T04:48:48.6Z,3,REGULAR,3pt,Jump Shot,[],202696,71.30420499342969,22.54901960784314,1610612741,77,92,2022-01-13T04:48:53Z,4430000,-137.0,217.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
452,PT03M20.00S,2022-01-13T04:48:51.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,77,92,2022-01-13T04:48:53Z,4440000,,,0,,J. Harden REBOUND (Off:1 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,451.0,6.0,5.0,1.0,,,,,,,,,,,,,,
453,PT03M00.00S,2022-01-13T04:49:11.7Z,3,REGULAR,3pt,Jump Shot,[],201935,24.78646517739816,17.15686274509804,1610612751,77,92,2022-01-13T04:49:20Z,4450000,164.0,180.0,1,left,MISS J. Harden 24' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,
454,PT02M58.00S,2022-01-13T04:49:13.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,77,92,2022-01-13T04:49:20Z,4460000,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,453.0,5.0,3.0,2.0,,,,,,,,,,,,,,
455,PT02M49.00S,2022-01-13T04:49:22.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,89.83245729303549,41.17647058823529,1610612741,79,92,2022-01-13T04:49:26Z,4470000,-44.0,43.0,1,right,N. Vucevic 6' Hook (14 PTS) (Z. LaVine 6 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,6.17,Made,,,,,,,,,,,,,,,14.0,Z. LaVine,203897.0,6.0
457,PT02M37.00S,2022-01-13T04:49:36.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628035,,,1610612751,79,92,2022-01-13T04:49:46Z,4490000,,,0,,A. McKinnie shooting personal FOUL (5 PF) (Durant 2 FT),"[1628035, 201142]",1610612741.0,CHI,shooting,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,202026.0,5.0,0.0,Durant,201142.0,,,,,,
459,PT02M37.00S,2022-01-13T04:50:18.9Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,79,93,2022-01-13T04:50:18Z,4510000,,,0,,K. Durant Free Throw 1 of 2 (21 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,,,,21.0,,,
460,PT02M37.00S,2022-01-13T04:50:22.1Z,3,REGULAR,substitution,out,[],202696,,,1610612751,79,93,2022-01-13T04:50:38Z,4520000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M37.00S,2022-01-13T04:50:22.1Z,3,REGULAR,substitution,out,[],201935,,,1610612751,79,93,2022-01-13T04:50:38Z,4530000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M37.00S,2022-01-13T04:50:22.1Z,3,REGULAR,substitution,in,[],1628396,,,1610612751,79,93,2022-01-13T04:50:38Z,4540000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M37.00S,2022-01-13T04:50:22.1Z,3,REGULAR,substitution,in,[],202681,,,1610612751,79,93,2022-01-13T04:50:38Z,4550000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
