actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
273,PT04M39.00S,2021-11-11T01:57:17.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,51,51,2021-11-11T01:57:17Z,2650000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M21.00S,2021-11-11T02:00:29.2Z,2,REGULAR,3pt,Jump Shot,[],1629029,68.9388961892247,68.62745098039215,1610612742,51,51,2021-11-11T02:00:34Z,2660000,93.0,239.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,Missed,,25.7,,,,,,,,,,,,,
275,PT04M19.00S,2021-11-11T02:00:31.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,51,51,2021-11-11T02:00:34Z,2670000,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,274.0,6.0,5.0,1.0,,,,,,,,,
276,PT04M13.00S,2021-11-11T02:00:37.4Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,51,51,2021-11-11T02:00:40Z,2680000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1629029]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,
277,PT04M13.00S,2021-11-11T02:00:37.4Z,2,REGULAR,steal,,[],1629029,,,1610612742,51,51,2021-11-11T02:00:39Z,2690000,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M59.00S,2021-11-11T02:00:51.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,71.96123521681997,83.33333333333334,1610612742,51,51,2021-11-11T02:00:56Z,2700000,167.0,211.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,26.9,,,,,,,,,,,,,
279,PT03M55.00S,2021-11-11T02:00:55.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,51,51,2021-11-11T02:00:56Z,2710000,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,278.0,7.0,6.0,1.0,,,,,,,,,
280,PT03M50.00S,2021-11-11T02:00:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628366,6.915243101182654,49.26470588235294,1610612741,51,51,2021-11-11T02:01:05Z,2720000,4.0,13.0,1,left,MISS L. Ball driving Layup - blocked,"[1628366, 203939]",1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,,,,,,Missed,,1.3,,,,,,,,,,,,Powell,203939.0
281,PT03M50.00S,2021-11-11T02:00:59.9Z,2,REGULAR,block,,[],203939,,,1610612741,51,51,2021-11-11T02:01:02Z,2730000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M47.00S,2021-11-11T02:01:02.9Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,51,51,2021-11-11T02:01:05Z,2740000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,280.0,4.0,4.0,0.0,,,,,,,,,
283,PT03M45.00S,2021-11-11T02:01:05.2Z,2,REGULAR,3pt,Jump Shot,[],203493,79.188567674113,12.009803921568627,1610612742,51,51,2021-11-11T02:01:11Z,2750000,-190.0,143.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,23.79,,,,,,,,,,,,,
284,PT03M44.00S,2021-11-11T02:01:06.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,51,51,2021-11-11T02:01:11Z,2760000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,,,,
285,PT03M44.00S,2021-11-11T02:01:12.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,51,51,2021-11-11T02:01:12Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M44.00S,2021-11-11T02:01:12.8Z,2,REGULAR,substitution,out,[],203939,,,1610612741,51,51,2021-11-11T02:01:18Z,2780000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M44.00S,2021-11-11T02:01:12.8Z,2,REGULAR,substitution,in,[],204001,,,1610612741,51,51,2021-11-11T02:01:18Z,2790000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M17.00S,2021-11-11T02:01:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,5.995400788436268,53.67647058823529,1610612741,51,51,2021-11-11T02:01:54Z,2800000,-18.0,4.0,1,left,MISS L. Ball cutting Layup,[1628366],1610612741.0,CHI,cutting,,,Ball,L. Ball,,,,,,,,,,Missed,,1.88,,,,,,,,,,,,,
289,PT03M15.00S,2021-11-11T02:01:52.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,51,51,2021-11-11T02:01:52Z,2810000,,,0,,K. Porzingis REBOUND (Off:2 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,288.0,5.0,3.0,2.0,,,,,,,,,
290,PT03M08.00S,2021-11-11T02:01:58.5Z,2,REGULAR,3pt,Jump Shot,[],203493,72.35545335085413,81.61764705882352,1610612742,51,51,2021-11-11T02:02:06Z,2820000,158.0,207.0,1,right,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,26.08,,,,,,,,,,,,,
291,PT03M05.00S,2021-11-11T02:02:01.5Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,51,51,2021-11-11T02:02:06Z,2830000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,290.0,4.0,4.0,0.0,,,,,,,,,
292,PT03M03.00S,2021-11-11T02:02:03.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203897,5.206964520367937,51.9607843137255,1610612741,53,51,2021-11-11T02:02:12Z,2840000,-10.0,-4.0,1,left,Z. LaVine DUNK (14 PTS) (L. Ball 4 AST),"[203897, 1628366]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,Made,14.0,1.04,,,,,L. Ball,1628366.0,4.0,,,,,,
295,PT02M50.00S,2021-11-11T02:02:33.1Z,2,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612742,53,51,2021-11-11T02:02:46Z,2870000,,,0,,L. Ball shooting personal FOUL (2 PF) (Doncic 2 FT),"[1628366, 1629029]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,2534.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
297,PT02M50.00S,2021-11-11T02:02:47.0Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,53,51,2021-11-11T02:02:47Z,2890000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,,,,,,,
298,PT02M50.00S,2021-11-11T02:02:47.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,53,51,2021-11-11T02:02:47Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,
299,PT02M50.00S,2021-11-11T02:02:49.1Z,2,REGULAR,substitution,out,[],203493,,,1610612742,53,51,2021-11-11T02:02:54Z,2910000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M50.00S,2021-11-11T02:02:49.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,53,51,2021-11-11T02:02:54Z,2920000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M50.00S,2021-11-11T02:03:05.8Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,53,52,2021-11-11T02:03:05Z,2930000,,,0,,L. Doncic Free Throw 2 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
302,PT02M42.00S,2021-11-11T02:03:19.4Z,2,REGULAR,foul,personal,[],204001,,,1610612741,53,52,2021-11-11T02:03:52Z,2940000,,,0,,K. Porzingis personal FOUL (1 PF),"[204001, 202696]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,1193.0,1.0,0.0,Vucevic,202696.0,,,,,,,,,,,,,,,,
304,PT02M30.00S,2021-11-11T02:03:50.2Z,2,REGULAR,2pt,Jump Shot,[],201942,6.783837056504599,26.96078431372549,1610612741,55,52,2021-11-11T02:04:00Z,2960000,115.0,11.0,1,left,D. DeRozan 11' step back Jump Shot (7 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,,,,,Made,7.0,11.58,,,,,,,,,,,,,
305,PT02M17.00S,2021-11-11T02:04:02.2Z,2,REGULAR,2pt,Jump Shot,[],204001,76.69185282522996,51.9607843137255,1610612742,55,52,2021-11-11T02:04:08Z,2970000,10.0,167.0,1,right,MISS K. Porzingis 16' Jump Shot,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,16.69,,,,,,,,,,,,,
306,PT02M14.00S,2021-11-11T02:04:05.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,55,52,2021-11-11T02:04:08Z,2980000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,305.0,3.0,3.0,0.0,,,,,,,,,
307,PT02M03.00S,2021-11-11T02:04:16.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,5.206964520367937,49.50980392156863,1610612741,57,52,2021-11-11T02:04:20Z,2990000,2.0,-4.0,1,left,J. Green Layup (5 PTS) (Z. LaVine 2 AST),"[1629750, 203897]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,Made,5.0,0.44,,,,,Z. LaVine,203897.0,2.0,,,,,,
309,PT01M44.00S,2021-11-11T02:04:35.7Z,2,REGULAR,2pt,Jump Shot,[],1629029,83.919185282523,18.137254901960784,1610612742,57,52,2021-11-11T02:05:39Z,3010000,-159.0,99.0,1,right,MISS L. Doncic 18' turnaround Shot,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,,,,,,Missed,,18.74,,,,,,,,,,,,,
310,PT01M40.00S,2021-11-11T02:04:39.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,57,52,2021-11-11T02:04:42Z,3020000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,309.0,4.0,4.0,0.0,,,,,,,,,
311,PT01M31.00S,2021-11-11T02:04:48.3Z,2,REGULAR,3pt,Jump Shot,[],202696,32.14520367936925,51.470588235294116,1610612741,57,52,2021-11-11T02:04:54Z,3030000,-7.0,250.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,Missed,,24.98,,,,,,,,,,,,,
312,PT01M28.00S,2021-11-11T02:04:51.3Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612741,57,52,2021-11-11T02:04:54Z,3040000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,311.0,2.0,1.0,1.0,,,,,,,,,
313,PT01M27.00S,2021-11-11T02:04:52.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628366,29.6484888304862,22.54901960784314,1610612741,60,52,2021-11-11T02:04:57Z,3050000,137.0,226.0,1,left,L. Ball 26' 3PT  (15 PTS) (J. Green 1 AST),"[1628366, 1629750]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,15.0,26.46,,,,,J. Green,1629750.0,1.0,,,,,,
315,PT01M07.00S,2021-11-11T02:05:16.1Z,2,REGULAR,foul,offensive,[],204001,,,1610612742,60,52,2021-11-11T02:12:30Z,3070000,,,0,,K. Porzingis off-the-ball offensive FOUL (2 PF),"[204001, 1629750]",1610612742.0,DAL,off-the-ball,,,Porzingis,K. Porzingis,,,,,203054.0,2.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,,
317,PT01M07.00S,2021-11-11T02:05:16.1Z,2,REGULAR,turnover,offensive foul,[],204001,,,1610612742,60,52,2021-11-11T02:05:16Z,3090000,,,0,,K. Porzingis offensive foul TURNOVER (1 TO),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,203054.0,,,,,,,,,,,,,,,1.0,,,,,
337,PT00M58.40S,2021-11-11T02:05:47.8Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,60,52,2021-11-11T02:10:16Z,3115000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1627827]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,2.0,Finney-Smith,1627827.0,,,
338,PT00M58.40S,2021-11-11T02:05:47.8Z,2,REGULAR,steal,,[],1627827,,,1610612742,60,52,2021-11-11T02:10:16Z,3117500,,,0,,D. Finney-Smith STEAL (3 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M55.40S,2021-11-11T02:05:50.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203501,93.64323258869908,48.77450980392157,1610612742,60,54,2021-11-11T02:14:23Z,3120000,-6.0,7.0,1,right,T. Hardaway Jr. alley-oop Layup (7 PTS) (L. Doncic 4 AST),"[203501, 1629029]",1610612742.0,DAL,alley-oop,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,7.0,0.95,,,,,L. Doncic,1629029.0,4.0,,,,,,
322,PT00M37.10S,2021-11-11T02:06:14.2Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612741,60,54,2021-11-11T02:06:21Z,3140000,,,0,,K. Porzingis shooting personal FOUL (3 PF) (LaVine 2 FT),"[204001, 203897]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,203054.0,3.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,,
324,PT00M37.10S,2021-11-11T02:06:44.9Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,60,54,2021-11-11T02:06:44Z,3160000,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,Missed,,,,,,,,,,,,,,,
325,PT00M37.10S,2021-11-11T02:06:44.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,60,54,2021-11-11T02:06:44Z,3170000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,
326,PT00M37.10S,2021-11-11T02:07:06.7Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,61,54,2021-11-11T02:07:06Z,3180000,,,0,,Z. LaVine Free Throw 2 of 2 (15 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
327,PT00M23.10S,2021-11-11T02:07:27.4Z,2,REGULAR,2pt,Jump Shot,[],1629029,92.46057818659659,17.401960784313726,1610612742,61,54,2021-11-11T02:07:34Z,3190000,-163.0,18.0,1,right,MISS L. Doncic 16' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,,,,,,Missed,,16.4,,,,,,,,,,,,,
328,PT00M20.90S,2021-11-11T02:07:30.0Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,61,54,2021-11-11T02:07:30Z,3200000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,327.0,2.0,1.0,1.0,,,,,,,,,
329,PT00M20.90S,2021-11-11T02:07:32.5Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,61,54,2021-11-11T02:07:40Z,3210000,,,0,,L. Doncic step out-of-bounds TURNOVER (3 TO),[1629029],1610612742.0,DAL,step,,,Doncic,L. Doncic,,,,,2534.0,,,,,,,,,,,,,,,3.0,,,,,
330,PT00M20.90S,2021-11-11T02:07:50.5Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,61,54,2021-11-11T02:08:13Z,3220000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M20.90S,2021-11-11T02:07:50.5Z,2,REGULAR,substitution,in,[],1629744,,,1610612741,61,54,2021-11-11T02:08:13Z,3230000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M02.60S,2021-11-11T02:08:36.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,14.799605781865965,75.0,1610612741,61,54,2021-11-11T02:08:42Z,3240000,-125.0,87.0,1,left,MISS D. DeRozan 15' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,15.21,,,,,,,,,,,,,
333,PT00M00.70S,2021-11-11T02:08:38.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,61,54,2021-11-11T02:08:38Z,3250000,,,0,,K. Porzingis REBOUND (Off:2 Def:4),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,332.0,6.0,4.0,2.0,,,,,,,,,
336,PT00M00.00S,2021-11-11T02:08:58.0Z,2,REGULAR,period,end,[],0,,,1610612742,61,54,2021-11-11T02:08:58Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-11-11T02:22:54.8Z,3,REGULAR,substitution,out,['startperiod'],1629744,,,1610612742,61,54,2021-11-11T02:23:51Z,3290000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-11-11T02:22:54.8Z,3,REGULAR,substitution,out,['startperiod'],1628973,,,1610612742,61,54,2021-11-11T02:23:51Z,3300000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-11-11T02:22:54.8Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612742,61,54,2021-11-11T02:23:51Z,3310000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-11-11T02:22:54.8Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,61,54,2021-11-11T02:23:51Z,3320000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-11-11T02:24:01.1Z,3,REGULAR,period,start,[],0,,,1610612741,61,54,2021-11-11T02:24:01Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M48.00S,2021-11-11T02:24:40.2Z,3,REGULAR,foul,technical,['1freethrow'],204001,,,1610612741,61,54,2021-11-11T02:24:49Z,3350000,,,0,,K. Porzingis defensive-3-second technical FOUL (1 Tech),[204001],1610612742.0,DAL,defensive-3-second,,,Porzingis,K. Porzingis,,,,,1193.0,3.0,1.0,,,,,,,,,,,,,,,,,,
346,PT11M48.00S,2021-11-11T02:24:50.2Z,3,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,62,54,2021-11-11T02:24:50Z,3360000,,,0,,N. Vucevic technical Free Throw 1 of 1 (10 PTS),[202696],1610612741.0,CHI,technical,,,Vucevic,N. Vucevic,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
347,PT11M38.00S,2021-11-11T02:25:02.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.06636005256242,47.794117647058826,1610612741,64,54,2021-11-11T02:25:34Z,3370000,-11.0,22.0,1,right,N. Vucevic driving Layup (12 PTS) (D. DeRozan 5 AST),"[202696, 201942]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,,,,,Made,12.0,2.47,,,,,D. DeRozan,201942.0,5.0,,,,,,
348,PT11M17.00S,2021-11-11T02:25:23.4Z,3,REGULAR,3pt,Jump Shot,[],203939,5.601182654402102,2.696078431372549,1610612742,64,57,2021-11-11T02:25:42Z,3380000,237.0,0.0,1,left,D. Powell 3PT  (7 PTS) (K. Porzingis 1 AST),"[203939, 204001]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Made,7.0,23.65,,,,,K. Porzingis,204001.0,1.0,,,,,,
350,PT11M05.00S,2021-11-11T02:25:35.9Z,3,REGULAR,2pt,Jump Shot,[],202696,70.51576872536137,46.568627450980394,1610612741,64,57,2021-11-11T02:25:45Z,3400000,-17.0,225.0,1,right,MISS N. Vucevic 22' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,Missed,,22.54,,,,,,,,,,,,,
351,PT11M05.00S,2021-11-11T02:25:35.9Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,64,57,2021-11-11T02:25:45Z,3410000,,,0,,K. Porzingis REBOUND (Off:2 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,350.0,7.0,5.0,2.0,,,,,,,,,
352,PT10M54.00S,2021-11-11T02:25:46.4Z,3,REGULAR,3pt,Jump Shot,[],203501,23.73521681997372,12.5,1610612742,64,60,2021-11-11T02:25:54Z,3420000,188.0,171.0,1,left,T. Hardaway Jr. 25' 3PT  (10 PTS) (L. Doncic 5 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,10.0,25.35,,,,,L. Doncic,1629029.0,5.0,,,,,,
355,PT10M28.00S,2021-11-11T02:26:12.0Z,3,REGULAR,3pt,Jump Shot,[],1628366,80.23981603153744,91.42156862745098,1610612741,67,60,2021-11-11T02:26:17Z,3440000,207.0,133.0,1,right,L. Ball 24' 3PT  (18 PTS) (N. Vucevic 3 AST),"[1628366, 202696]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,18.0,24.62,,,,,N. Vucevic,202696.0,3.0,,,,,,
357,PT10M08.00S,2021-11-11T02:26:32.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,13.748357424441524,56.372549019607845,1610612742,67,60,2021-11-11T02:26:38Z,3460000,-32.0,77.0,1,left,MISS K. Porzingis 8' Jump Shot - blocked,"[204001, 201942]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,8.31,,,,,,,,,,,,DeRozan,201942.0
358,PT10M08.00S,2021-11-11T02:26:32.6Z,3,REGULAR,block,,[],201942,,,1610612742,67,60,2021-11-11T02:26:35Z,3470000,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M04.00S,2021-11-11T02:26:36.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,67,60,2021-11-11T02:26:38Z,3480000,,,0,,D. DeRozan REBOUND (Off:0 Def:5),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,357.0,5.0,5.0,0.0,,,,,,,,,
360,PT10M03.00S,2021-11-11T02:26:37.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,93.9060446780552,51.225490196078425,1610612741,69,60,2021-11-11T02:26:43Z,3490000,6.0,5.0,1,right,D. DeRozan running Layup (9 PTS),[201942],1610612741.0,CHI,running,,,DeRozan,D. DeRozan,,,,,,,,,,Made,9.0,0.78,,,,,,,,,,,,,
361,PT09M47.00S,2021-11-11T02:26:53.7Z,3,REGULAR,3pt,Jump Shot,[],203501,29.122864651773984,25.735294117647058,1610612742,69,63,2021-11-11T02:26:59Z,3500000,121.0,221.0,1,left,T. Hardaway Jr. 25' 3PT  (13 PTS) (L. Doncic 6 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,13.0,25.24,,,,,L. Doncic,1629029.0,6.0,,,,,,
363,PT09M21.00S,2021-11-11T02:27:18.9Z,3,REGULAR,2pt,Jump Shot,[],201942,89.70105124835742,69.85294117647058,1610612741,71,63,2021-11-11T02:27:27Z,3520000,99.0,44.0,1,right,D. DeRozan 10' fadeaway Jump Shot (11 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,,,,Made,11.0,10.87,,,,,,,,,,,,,
364,PT09M01.00S,2021-11-11T02:27:42.9Z,3,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612742,71,63,2021-11-11T02:27:50Z,3530000,,,0,,J. Green shooting personal FOUL (2 PF) (Doncic 2 FT),"[1629750, 1629029]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,1193.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
366,PT09M01.00S,2021-11-11T02:28:08.5Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,71,64,2021-11-11T02:28:29Z,3550000,,,0,,L. Doncic Free Throw 1 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
367,PT09M01.00S,2021-11-11T02:28:08.5Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,71,64,2021-11-11T02:28:29Z,3560000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,,,,,,,
