actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
252,PT06M13.00S,2026-04-05T20:21:26.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629674,7.703679369250986,44.11764705882353,1610612738,36,38,2026-04-05T20:21:32Z,2490000,False,29.0,20.0,1,left,N. Queta putback Layup (12 PTS),[1629674],1610612738.0,BOS,putback,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,3.55,Made,12.0,,,,,,,,,,,,,,,,,
253,PT06M07.00S,2026-04-05T20:21:36.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,36,38,2026-04-05T20:21:36Z,2500000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M07.00S,2026-04-05T20:24:19.4Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,36,38,2026-04-05T20:24:33Z,2510000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M07.00S,2026-04-05T20:24:19.4Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,36,38,2026-04-05T20:24:33Z,2520000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M57.00S,2026-04-05T20:24:48.2Z,2,REGULAR,3pt,Jump Shot,[],1642347,70.77858081471747,22.30392156862745,1610612761,36,38,2026-04-05T20:25:19Z,2530000,False,-138.0,222.0,1,right,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
257,PT05M54.00S,2026-04-05T20:24:51.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,36,38,2026-04-05T20:25:19Z,2540000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,256.0,,,,,,,,,,,,,,,,
258,PT05M53.00S,2026-04-05T20:24:59.8Z,2,REGULAR,foul,personal,[],1629674,,,1610612761,36,38,2026-04-05T20:25:06Z,2550000,False,,,0,,N. Queta loose ball personal FOUL (2 PF),"[1629674, 1627751]",1610612738.0,BOS,loose ball,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,,,,,,,2.0,0.0,Poeltl,1627751.0,,
260,PT05M39.00S,2026-04-05T20:25:21.6Z,2,REGULAR,2pt,Layup,['2ndchance'],1642347,92.85479632063075,68.38235294117648,1610612761,36,38,2026-04-05T20:25:27Z,2570000,False,92.0,15.0,1,right,MISS J. Shead 9' driving Layup,[1642347],1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,9.31,Missed,,,,,,,,,,,,,,,,,,
261,PT05M37.00S,2026-04-05T20:25:23.6Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,36,38,2026-04-05T20:25:27Z,2580000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:3),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Mid-Range,8-16 Right,,,,260.0,,,,,4.0,3.0,1.0,,,,,,,,,
262,PT05M25.00S,2026-04-05T20:25:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631248,17.559132720105126,48.77450980392157,1610612738,36,38,2026-04-05T20:26:08Z,2590000,False,6.0,113.0,1,left,MISS B. Scheierman 11' driving floating bank Shot,[1631248],1610612738.0,BOS,driving floating bank,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Center,11.28,Missed,,,,,,,,,,,,,,,,,,
263,PT05M23.00S,2026-04-05T20:25:39.9Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,36,38,2026-04-05T20:26:08Z,2600000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,262.0,,,,,3.0,3.0,0.0,,,,,,,,,
264,PT05M03.00S,2026-04-05T20:26:03.2Z,2,REGULAR,foul,personal,[],1631248,,,1610612761,36,38,2026-04-05T20:26:20Z,2610000,False,,,0,,B. Scheierman personal FOUL (1 PF),"[1631248, 1630567]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,203054.0,,,,,,,1.0,0.0,Barnes,1630567.0,,
266,PT05M03.00S,2026-04-05T20:26:16.5Z,2,REGULAR,substitution,out,[],1631248,,,1610612761,36,38,2026-04-05T20:26:18Z,2630000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M03.00S,2026-04-05T20:26:16.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612761,36,38,2026-04-05T20:26:18Z,2640000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M59.00S,2026-04-05T20:26:37.5Z,2,REGULAR,2pt,Jump Shot,[],1627742,77.87450722733246,40.931372549019606,1610612761,36,38,2026-04-05T20:27:05Z,2650000,False,-45.0,155.0,1,right,MISS B. Ingram 16' Jump Shot,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,16.2,Missed,,,,,,,,,,,,,,,,,,
269,PT04M57.00S,2026-04-05T20:26:39.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,36,38,2026-04-05T20:27:05Z,2660000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,268.0,,,,,7.0,7.0,0.0,,,,,,,,,
270,PT04M51.00S,2026-04-05T20:26:47.5Z,2,REGULAR,foul,personal,[],1642266,,,1610612738,36,38,2026-04-05T20:26:52Z,2670000,False,,,0,,J. Walter personal FOUL (1 PF),"[1642266, 1627759]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,8-16 Left,,,,,,,,203054.0,,,,,,,1.0,0.0,Brown,1627759.0,,
272,PT04M47.00S,2026-04-05T20:27:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.30946123521682,60.049019607843135,1610612738,36,38,2026-04-05T20:27:39Z,2690000,False,-50.0,16.0,1,left,MISS J. Brown driving reverse Layup - blocked,"[1627759, 1627742]",1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,Ingram,1627742.0
273,PT04M47.00S,2026-04-05T20:27:13.1Z,2,REGULAR,block,,[],1627742,,,1610612738,36,38,2026-04-05T20:27:15Z,2700000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
274,PT04M45.00S,2026-04-05T20:27:15.1Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,36,38,2026-04-05T20:27:34Z,2710000,False,,,0,,J. Walter REBOUND (Off:0 Def:2),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,272.0,,,,,2.0,2.0,0.0,,,,,,,,,
275,PT04M34.00S,2026-04-05T20:27:29.0Z,2,REGULAR,turnover,3-second-violation,[],1627751,,,1610612761,36,38,2026-04-05T20:27:47Z,2720000,False,,,0,,J. Poeltl 3-second-violation TURNOVER (2 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,2.0,,,203054.0,,,,,,,,,,,,
276,PT04M34.00S,2026-04-05T20:27:36.6Z,2,REGULAR,substitution,out,[],1642266,,,1610612738,36,38,2026-04-05T20:27:40Z,2730000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M34.00S,2026-04-05T20:27:36.6Z,2,REGULAR,substitution,in,[],1629628,,,1610612738,36,38,2026-04-05T20:27:40Z,2740000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M14.00S,2026-04-05T20:28:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,6.783837056504599,58.82352941176471,1610612738,38,38,2026-04-05T20:28:11Z,2750000,False,-44.0,11.0,1,left,J. Brown driving Layup (8 PTS) (S. Hauser 1 AST),"[1627759, 1630573]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,8.0,,,,,,,,,S. Hauser,1630573.0,1.0,,,,,,
280,PT04M05.00S,2026-04-05T20:28:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.9060446780552,53.67647058823529,1610612761,38,40,2026-04-05T20:28:45Z,2770000,False,18.0,5.0,1,right,S. Barnes driving Layup (2 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.9,Made,2.0,,,,,,,,,,,,,,,,,
281,PT03M44.00S,2026-04-05T20:28:37.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,5.338370565045992,51.9607843137255,1610612738,40,40,2026-04-05T20:28:41Z,2780000,False,-10.0,-2.0,1,left,N. Queta cutting DUNK (14 PTS) (J. Tatum 3 AST),"[1629674, 1628369]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.01,Made,14.0,,,,,,,,,J. Tatum,1628369.0,3.0,,,,,,
283,PT03M29.00S,2026-04-05T20:28:51.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,86.67871222076215,43.872549019607845,1610612761,40,42,2026-04-05T20:29:10Z,2800000,False,-31.0,73.0,1,right,R. Barrett 7' driving floating Jump Shot (6 PTS) (S. Barnes 3 AST),"[1629628, 1630567]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,6.0,,,,,,,,,S. Barnes,1630567.0,3.0,,,,,,
285,PT03M13.00S,2026-04-05T20:29:08.7Z,2,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612738,40,42,2026-04-05T20:29:18Z,2820000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629628, 1628369]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,203054.0,,,,,,,1.0,1.0,Tatum,1628369.0,,
287,PT03M13.00S,2026-04-05T20:29:36.9Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,41,42,2026-04-05T20:29:36Z,2840000,False,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
288,PT03M13.00S,2026-04-05T20:29:38.6Z,2,REGULAR,substitution,out,[],1627751,,,1610612738,41,42,2026-04-05T20:29:44Z,2850000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M13.00S,2026-04-05T20:29:38.6Z,2,REGULAR,substitution,in,[],1642867,,,1610612738,41,42,2026-04-05T20:29:44Z,2860000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M13.00S,2026-04-05T20:29:48.9Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,41,42,2026-04-05T20:29:52Z,2870000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M13.00S,2026-04-05T20:29:48.9Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,41,42,2026-04-05T20:29:52Z,2880000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M13.00S,2026-04-05T20:30:14.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,42,42,2026-04-05T20:30:14Z,2890000,False,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
293,PT02M59.00S,2026-04-05T20:30:30.9Z,2,REGULAR,3pt,Jump Shot,[],1630567,88.38699080157687,3.9215686274509802,1610612761,42,42,2026-04-05T20:30:37Z,2900000,False,-230.0,57.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
294,PT02M56.00S,2026-04-05T20:30:33.9Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,42,42,2026-04-05T20:30:37Z,2910000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,293.0,,,,,3.0,2.0,1.0,,,,,,,,,
295,PT02M46.00S,2026-04-05T20:30:45.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,6.1268068331143235,95.34313725490196,1610612738,45,42,2026-04-05T20:30:53Z,2920000,False,-227.0,5.0,1,left,D. White 3PT  (5 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.68,Made,5.0,,,,,,,,,J. Brown,1627759.0,3.0,,,,,,
297,PT02M22.00S,2026-04-05T20:31:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.9862023653088,56.372549019607845,1610612761,45,44,2026-04-05T20:31:12Z,2940000,False,32.0,13.0,1,right,S. Barnes driving Layup (4 PTS) (J. Shead 2 AST),"[1630567, 1642347]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.46,Made,4.0,,,,,,,,,J. Shead,1642347.0,2.0,,,,,,
299,PT02M13.00S,2026-04-05T20:31:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.601182654402102,50.73529411764706,1610612738,47,44,2026-04-05T20:31:52Z,2960000,False,-4.0,0.0,1,left,J. Brown driving Layup (10 PTS) (D. White 3 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.37,Made,10.0,,,,,,,,,D. White,1628401.0,3.0,,,,,,
301,PT01M56.00S,2026-04-05T20:31:33.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,80.6340341655716,44.11764705882353,1610612761,47,46,2026-04-05T20:31:38Z,2980000,False,-29.0,130.0,1,right,S. Barnes 13' Jump Shot (6 PTS) (R. Barrett 3 AST),"[1630567, 1629628]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,13.28,Made,6.0,,,,,,,,,R. Barrett,1629628.0,3.0,,,,,,
303,PT01M31.00S,2026-04-05T20:31:58.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629674,9.806176084099869,36.76470588235294,1610612738,49,46,2026-04-05T20:32:04Z,3000000,False,66.0,40.0,1,left,N. Queta 7' turnaround Hook (16 PTS),[1629674],1610612738.0,BOS,turnaround,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,7.72,Made,16.0,,,,,,,,,,,,,,,,,
304,PT01M19.00S,2026-04-05T20:32:10.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,85.10183968462549,64.4607843137255,1610612761,49,46,2026-04-05T20:32:18Z,3010000,False,72.0,88.0,1,right,MISS B. Ingram 11' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,11.35,Missed,,,,,,,,,,,,,,,,,,
305,PT01M16.00S,2026-04-05T20:32:13.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,46,2026-04-05T20:32:18Z,3020000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,304.0,,,,,8.0,8.0,0.0,,,,,,,,,
306,PT01M06.00S,2026-04-05T20:32:23.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,38.71550591327201,50.73529411764706,1610612738,52,46,2026-04-05T20:44:42Z,3030000,False,-4.0,311.0,1,left,J. Tatum 31' 3PT pullup (11 PTS) (D. White 4 AST),"[1628369, 1628401]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,31.14,Made,11.0,,,,,,,,,D. White,1628401.0,4.0,,,,,,
308,PT00M42.40S,2026-04-05T20:32:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.24901445466492,57.35294117647059,1610612761,52,46,2026-04-05T20:32:52Z,3050000,False,37.0,11.0,1,right,MISS R. Barrett cutting Layup,[1629628],1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
309,PT00M40.70S,2026-04-05T20:32:50.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,46,2026-04-05T20:32:52Z,3060000,False,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,308.0,,,,,5.0,3.0,2.0,,,,,,,,,
310,PT00M27.30S,2026-04-05T20:33:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.12023653088042,51.470588235294116,1610612738,54,46,2026-04-05T20:33:44Z,3070000,False,-7.0,52.0,1,left,J. Brown driving floating Jump Shot (12 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,12.0,,,,,,,,,,,,,,,,,
312,PT00M05.40S,2026-04-05T20:33:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,93.24901445466492,35.78431372549019,1610612761,54,46,2026-04-05T20:33:37Z,3090000,False,-71.0,11.0,1,right,MISS S. Barnes 7' turnaround bank Shot,[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.19,Missed,,,,,,,,,,,,,,,,,,
313,PT00M03.70S,2026-04-05T20:33:32.5Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,54,46,2026-04-05T20:33:32Z,3100000,False,,,0,,N. Queta REBOUND (Off:4 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,312.0,,,,,5.0,1.0,4.0,,,,,,,,,
314,PT00M00.20S,2026-04-05T20:33:42.7Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,54,46,2026-04-05T20:34:06Z,3110000,False,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 1629628]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,202007.0,,,,,,,3.0,0.0,Barrett,1629628.0,,
316,PT00M00.20S,2026-04-05T20:33:42.7Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,54,46,2026-04-05T20:33:42Z,3130000,False,,,0,,J. Tatum offensive foul TURNOVER (5 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,5.0,,,202007.0,,,,,,,,,,,,
317,PT00M00.00S,2026-04-05T20:34:10.2Z,2,REGULAR,period,end,[],0,,,1610612761,54,46,2026-04-05T20:34:10Z,3140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2026-04-05T20:49:03.4Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612761,54,46,2026-04-05T20:49:22Z,3150000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2026-04-05T20:49:03.4Z,3,REGULAR,substitution,out,['startperiod'],1642867,,,1610612761,54,46,2026-04-05T20:49:22Z,3160000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2026-04-05T20:49:03.4Z,3,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,54,46,2026-04-05T20:49:22Z,3170000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2026-04-05T20:49:03.4Z,3,REGULAR,substitution,in,['startperiod'],1630573,,,1610612761,54,46,2026-04-05T20:49:22Z,3180000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2026-04-05T20:49:03.4Z,3,REGULAR,substitution,in,['startperiod'],1642266,,,1610612761,54,46,2026-04-05T20:49:22Z,3190000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2026-04-05T20:49:03.4Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,54,46,2026-04-05T20:49:22Z,3200000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2026-04-05T20:49:29.6Z,3,REGULAR,period,start,[],0,,,1610612761,54,46,2026-04-05T20:49:29Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M50.00S,2026-04-05T20:49:39.3Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.632720105124836,55.88235294117647,1610612761,54,46,2026-04-05T20:49:45Z,3220000,False,-29.0,151.0,1,left,MISS B. Ingram 15' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,15.36,Missed,,,,,,,,,,,,,,,,,,
326,PT11M45.00S,2026-04-05T20:49:44.3Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,54,46,2026-04-05T20:49:45Z,3230000,False,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Center,,,,325.0,,,,,4.0,3.0,1.0,,,,,,,,,
327,PT11M36.00S,2026-04-05T20:49:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.09526938239159,37.99019607843137,1610612738,54,46,2026-04-05T20:50:56Z,3240000,False,-60.0,41.0,1,right,MISS J. Brown 7' driving Layup - blocked,"[1627759, 1629628]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,Barrett,1629628.0
328,PT11M36.00S,2026-04-05T20:49:52.7Z,3,REGULAR,block,,[],1629628,,,1610612738,54,46,2026-04-05T20:49:55Z,3250000,False,,,0,,R. Barrett BLOCK (1 BLK),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
329,PT11M33.00S,2026-04-05T20:49:55.7Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,54,46,2026-04-05T20:49:59Z,3260000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,327.0,,,,,1.0,1.0,0.0,,,,,,,,,
330,PT11M29.00S,2026-04-05T20:49:59.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,9.937582128777924,41.911764705882355,1610612761,54,46,2026-04-05T20:50:07Z,3270000,False,40.0,41.0,1,left,MISS R. Barrett driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
331,PT11M27.00S,2026-04-05T20:50:01.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,46,2026-04-05T20:50:07Z,3280000,False,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,330.0,,,,,9.0,9.0,0.0,,,,,,,,,
332,PT11M21.00S,2026-04-05T20:50:07.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,70.51576872536137,19.362745098039216,1610612738,54,46,2026-04-05T20:50:14Z,3290000,False,-153.0,225.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.2,Missed,,,,,,,,,,,,,,,,,,
333,PT11M18.00S,2026-04-05T20:50:10.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,54,46,2026-04-05T20:50:14Z,3300000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,332.0,,,,,2.0,2.0,0.0,,,,,,,,,
334,PT11M08.00S,2026-04-05T20:50:21.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.258212877792378,39.950980392156865,1610612761,54,48,2026-04-05T20:50:26Z,3310000,False,50.0,6.0,1,left,J. Poeltl Layup (6 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,6.0,,,,,,,,,,,,,,,,,
