actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
275,PT04M56.00S,2021-12-09T02:01:20.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629717,90.48948751642575,50.245098039215684,1610612745,54,41,2021-12-09T02:01:29Z,2750000,1.0,37.0,1,right,A. Brooks driving Layup (10 PTS),[1629717],1610612745.0,HOU,driving,,,Brooks,A. Brooks,,,,,3.69,Made,10.0,,,,,,,,,,,,,,,,,,
276,PT04M56.00S,2021-12-09T02:01:24.1Z,2,REGULAR,foul,personal,['1freethrow'],201933,,,1610612745,54,41,2021-12-09T02:01:33Z,2760000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Brooks 1 FT),"[201933, 1629717]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Brooks,1629717.0,,,,
278,PT04M56.00S,2021-12-09T02:01:50.0Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629717,,,1610612745,55,41,2021-12-09T02:01:50Z,2780000,,,0,,A. Brooks Free Throw 1 of 1 (11 PTS),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
279,PT04M44.00S,2021-12-09T02:02:06.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201569,,,1610612751,55,41,2021-12-09T02:02:13Z,2790000,,,0,,E. Gordon shooting personal FOUL (1 PF) (Harden 2 FT),"[201569, 201935]",1610612745.0,HOU,shooting,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Harden,201935.0,,,,
281,PT04M44.00S,2021-12-09T02:02:45.0Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,55,42,2021-12-09T02:03:09Z,2810000,,,0,,J. Harden Free Throw 1 of 2 (11 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
282,PT04M44.00S,2021-12-09T02:02:45.0Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,55,42,2021-12-09T02:03:09Z,2820000,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
283,PT04M44.00S,2021-12-09T02:02:45.0Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,55,42,2021-12-09T02:03:09Z,2830000,,,0,,C. Wood REBOUND (Off:1 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,282.0,6.0,5.0,1.0,,,,,,,,,,,,,,
284,PT04M29.00S,2021-12-09T02:03:17.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626174,89.96386333771353,44.85294117647059,1610612745,57,42,2021-12-09T02:03:23Z,2840000,-26.0,42.0,1,right,C. Wood driving bank Hook (2 PTS) (J. Tate 3 AST),"[1626174, 1630256]",1610612745.0,HOU,driving bank,,,Wood,C. Wood,,,,,4.91,Made,2.0,,,,,,,,,,,,,,,J. Tate,1630256.0,3.0,
286,PT04M18.00S,2021-12-09T02:03:28.5Z,2,REGULAR,3pt,Jump Shot,[],201935,32.276609724047304,33.82352941176471,1610612751,57,45,2021-12-09T02:03:34Z,2860000,81.0,251.0,1,left,J. Harden 26' 3PT step back (14 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,26.36,Made,14.0,,,,,,,,,,,,,,,,,,
287,PT04M03.00S,2021-12-09T02:03:44.1Z,2,REGULAR,turnover,bad pass,[],1626174,,,1610612745,57,45,2021-12-09T02:03:55Z,2870000,,,0,,C. Wood bad pass TURNOVER (1 TO),"[1626174, 1628971]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,1.0,Brown,1628971.0,,,,,,,,,,,
288,PT04M03.00S,2021-12-09T02:03:44.1Z,2,REGULAR,steal,,[],1628971,,,1610612751,57,45,2021-12-09T02:03:46Z,2880000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M57.00S,2021-12-09T02:03:49.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201933,8.229303547963205,49.754901960784316,1610612751,57,47,2021-12-09T02:04:04Z,2890000,1.0,25.0,1,left,B. Griffin cutting Layup (2 PTS) (D. Duke Jr. 1 AST),"[201933, 1630561]",1610612751.0,BKN,cutting,,,Griffin,B. Griffin,,,,,2.49,Made,2.0,,,,,,,,,,,,,,,D. Duke Jr.,1630561.0,1.0,
291,PT03M57.00S,2021-12-09T02:03:55.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629717,,,1610612751,57,47,2021-12-09T02:04:08Z,2910000,,,0,,A. Brooks shooting personal FOUL (2 PF) (Griffin 1 FT),"[1629717, 201933]",1610612745.0,HOU,shooting,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Griffin,201933.0,,,,
293,PT03M57.00S,2021-12-09T02:04:08.8Z,2,REGULAR,substitution,out,[],201988,,,1610612751,57,47,2021-12-09T02:04:50Z,2930000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M57.00S,2021-12-09T02:04:08.8Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,57,47,2021-12-09T02:04:50Z,2940000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M57.00S,2021-12-09T02:04:24.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201933,,,1610612751,57,48,2021-12-09T02:04:24Z,2950000,,,0,,B. Griffin Free Throw 1 of 1 (3 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
296,PT03M37.00S,2021-12-09T02:04:46.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,90.22667542706965,42.40196078431372,1610612745,57,48,2021-12-09T02:04:53Z,2960000,-38.0,39.0,1,right,MISS J. Tate driving Hook,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
297,PT03M36.00S,2021-12-09T02:04:47.6Z,2,REGULAR,rebound,offensive,[],1626174,,,1610612745,57,48,2021-12-09T02:05:02Z,2970000,,,0,,C. Wood REBOUND (Off:2 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,296.0,7.0,5.0,2.0,,,,,,,,,,,,,,
298,PT03M36.00S,2021-12-09T02:04:50.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626174,94.40999984741211,50.0,1610612745,59,48,2021-12-09T02:05:09Z,2980000,0.0,0.0,1,right,C. Wood tip Layup (4 PTS),[1626174],1610612745.0,HOU,tip,,,Wood,C. Wood,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
299,PT03M20.00S,2021-12-09T02:05:03.9Z,2,REGULAR,3pt,Jump Shot,[],201935,25.837713534822605,18.627450980392158,1610612751,59,48,2021-12-09T02:05:09Z,2990000,157.0,190.0,1,left,MISS J. Harden 24' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
300,PT03M19.00S,2021-12-09T02:05:04.9Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,59,48,2021-12-09T02:05:09Z,3000000,,,0,,C. Wood REBOUND (Off:2 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,299.0,8.0,6.0,2.0,,,,,,,,,,,,,,
301,PT03M10.00S,2021-12-09T02:05:15.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626174,93.24901445466492,53.67647058823529,1610612745,59,48,2021-12-09T02:06:42Z,3010000,18.0,11.0,1,right,MISS C. Wood turnaround Hook,[1626174],1610612745.0,HOU,turnaround,,,Wood,C. Wood,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
302,PT03M08.00S,2021-12-09T02:05:17.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,59,48,2021-12-09T02:10:56Z,3020000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,301.0,,,,,,,,,,,,,,,,,
305,PT03M08.00S,2021-12-09T02:05:20.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,59,48,2021-12-09T02:06:34Z,3050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M08.00S,2021-12-09T02:05:24.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,59,48,2021-12-09T02:06:34Z,3060000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M59.00S,2021-12-09T02:07:33.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201569,86.81011826544021,13.23529411764706,1610612745,59,48,2021-12-09T02:07:39Z,3070000,-184.0,71.0,1,right,MISS E. Gordon 19' step back Shot,[201569],1610612745.0,HOU,step back,,,Gordon,E. Gordon,,,,,19.72,Missed,,,,,,,,,,,,,,,,,,,
308,PT02M58.00S,2021-12-09T02:07:34.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,59,48,2021-12-09T02:07:39Z,3080000,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,307.0,3.0,1.0,2.0,,,,,,,,,,,,,,
309,PT02M47.00S,2021-12-09T02:07:44.7Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,59,48,2021-12-09T02:07:48Z,3090000,,,0,,J. Harden bad pass TURNOVER (6 TO),"[201935, 1630256]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,6.0,Tate,1630256.0,,,,,,,,,,,
310,PT02M47.00S,2021-12-09T02:07:44.7Z,2,REGULAR,steal,,[],1630256,,,1610612745,59,48,2021-12-09T02:07:46Z,3100000,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M45.00S,2021-12-09T02:07:52.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612745,59,48,2021-12-09T02:08:10Z,3110000,,,0,,B. Brown take personal FOUL (2 PF) (Tate 2 FT),"[1628971, 1630256]",1610612751.0,BKN,take,,,Brown,B. Brown,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Tate,1630256.0,,,,
313,PT02M45.00S,2021-12-09T02:08:18.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630256,,,1610612745,59,48,2021-12-09T02:08:18Z,3130000,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Missed,,,,,,,,,,,,,,,,,,,
314,PT02M45.00S,2021-12-09T02:08:18.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,59,48,2021-12-09T02:08:18Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,
315,PT02M45.00S,2021-12-09T02:08:38.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630256,,,1610612745,60,48,2021-12-09T02:08:38Z,3150000,,,0,,J. Tate Free Throw 2 of 2 (6 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
316,PT02M26.00S,2021-12-09T02:08:56.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201933,7.440867279894875,37.5,1610612751,60,50,2021-12-09T02:09:01Z,3160000,62.0,17.0,1,left,B. Griffin 6' turnaround Hook (5 PTS),[201933],1610612751.0,BKN,turnaround,,,Griffin,B. Griffin,,,,,6.49,Made,5.0,,,,,,,,,,,,,,,,,,
317,PT02M09.00S,2021-12-09T02:09:14.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,87.99277266754271,46.568627450980394,1610612745,62,50,2021-12-09T02:09:20Z,3170000,-17.0,60.0,1,right,C. Wood 6' floating Jump Shot (6 PTS) (A. Brooks 3 AST),"[1626174, 1629717]",1610612745.0,HOU,floating,,,Wood,C. Wood,,,,,6.28,Made,6.0,,,,,,,,,,,,,,,A. Brooks,1629717.0,3.0,
319,PT01M59.00S,2021-12-09T02:09:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630560,22.026938239159,10.294117647058822,1610612751,62,50,2021-12-09T02:09:31Z,3190000,199.0,155.0,1,left,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
320,PT01M57.00S,2021-12-09T02:09:26.3Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,62,50,2021-12-09T02:09:31Z,3200000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,319.0,2.0,2.0,0.0,,,,,,,,,,,,,,
321,PT01M48.00S,2021-12-09T02:09:36.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612745,62,50,2021-12-09T02:09:43Z,3210000,,,0,,B. Brown shooting personal FOUL (3 PF) (Gordon 2 FT),"[1628971, 201569]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Gordon,201569.0,,,,
323,PT01M48.00S,2021-12-09T02:10:10.8Z,2,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,63,50,2021-12-09T02:10:10Z,3230000,,,0,,E. Gordon Free Throw 1 of 2 (16 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
324,PT01M48.00S,2021-12-09T02:10:11.4Z,2,REGULAR,substitution,out,[],1628971,,,1610612745,63,50,2021-12-09T02:10:18Z,3240000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M48.00S,2021-12-09T02:10:11.4Z,2,REGULAR,substitution,out,[],1630561,,,1610612745,63,50,2021-12-09T02:10:18Z,3250000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M48.00S,2021-12-09T02:10:11.4Z,2,REGULAR,substitution,in,[],1627761,,,1610612745,63,50,2021-12-09T02:10:18Z,3260000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M48.00S,2021-12-09T02:10:11.4Z,2,REGULAR,substitution,in,[],201988,,,1610612745,63,50,2021-12-09T02:10:18Z,3270000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M48.00S,2021-12-09T02:10:32.2Z,2,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,64,50,2021-12-09T02:10:32Z,3280000,,,0,,E. Gordon Free Throw 2 of 2 (17 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
329,PT01M37.00S,2021-12-09T02:10:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201933,7.30946123521682,46.568627450980394,1610612751,64,52,2021-12-09T02:10:52Z,3290000,17.0,16.0,1,left,B. Griffin driving Layup (7 PTS) (J. Harden 4 AST),"[201933, 201935]",1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,2.36,Made,7.0,,,,,,,,,,,,,,,J. Harden,201935.0,4.0,
331,PT01M22.00S,2021-12-09T02:10:59.9Z,2,REGULAR,3pt,Jump Shot,[],1626174,69.20170827858082,72.54901960784314,1610612745,67,52,2021-12-09T02:11:04Z,3310000,113.0,237.0,1,right,C. Wood 26' 3PT  (9 PTS) (J. Tate 4 AST),"[1626174, 1630256]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.24,Made,9.0,,,,,,,,,,,,,,,J. Tate,1630256.0,4.0,
333,PT01M13.00S,2021-12-09T02:11:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.863994743758213,55.14705882352941,1610612751,67,52,2021-12-09T02:11:28Z,3330000,-26.0,3.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 1626174]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,2.58,Missed,,,,,,,,,Wood,1626174.0,,,,,,,,,
334,PT01M13.00S,2021-12-09T02:11:10.0Z,2,REGULAR,block,,[],1626174,,,1610612751,67,52,2021-12-09T02:11:12Z,3340000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M13.00S,2021-12-09T02:11:10.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,67,52,2021-12-09T02:11:28Z,3350000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,
336,PT01M13.00S,2021-12-09T02:11:14.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,67,52,2021-12-09T02:11:14Z,3360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M01.00S,2021-12-09T02:11:37.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201988,11.777266754270697,3.1862745098039214,1610612751,67,52,2021-12-09T02:11:44Z,3370000,234.0,58.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.12,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M59.10S,2021-12-09T02:11:39.7Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,67,52,2021-12-09T02:11:44Z,3380000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,337.0,1.0,1.0,0.0,,,,,,,,,,,,,,
339,PT00M52.50S,2021-12-09T02:11:49.6Z,2,REGULAR,foul,offensive,['inpenalty'],1630256,,,1610612745,67,52,2021-12-09T02:12:02Z,3390000,,,0,,J. Tate charge offensive FOUL (3 PF),"[1630256, 201933]",1610612745.0,HOU,charge,,,Tate,J. Tate,,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Griffin,201933.0,,,,
341,PT00M52.50S,2021-12-09T02:11:49.6Z,2,REGULAR,turnover,offensive foul,[],1630256,,,1610612745,67,52,2021-12-09T02:12:02Z,3410000,,,0,,J. Tate offensive foul TURNOVER (2 TO),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,2.0,,,,,204059.0,,,,,,,,
342,PT00M32.80S,2021-12-09T02:12:23.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201988,15.982260183968464,3.1862745098039214,1610612751,67,52,2021-12-09T02:12:30Z,3420000,234.0,98.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
343,PT00M31.60S,2021-12-09T02:12:25.0Z,2,REGULAR,rebound,defensive,[],1629717,,,1610612745,67,52,2021-12-09T02:12:30Z,3430000,,,0,,A. Brooks REBOUND (Off:0 Def:3),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,342.0,3.0,3.0,0.0,,,,,,,,,,,,,,
344,PT00M08.00S,2021-12-09T02:12:49.2Z,2,REGULAR,3pt,Jump Shot,[],1626174,94.1688567674113,3.6764705882352944,1610612745,67,52,2021-12-09T02:13:49Z,3440000,-232.0,2.0,1,right,MISS C. Wood 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
345,PT00M08.00S,2021-12-09T02:12:49.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,67,52,2021-12-09T02:13:49Z,3450000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,
346,PT00M07.90S,2021-12-09T02:12:54.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612745,67,52,2021-12-09T02:13:28Z,3460000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,
347,PT00M07.90S,2021-12-09T02:12:58.7Z,2,REGULAR,substitution,out,[],1630256,,,1610612751,67,52,2021-12-09T02:13:02Z,3470000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M07.90S,2021-12-09T02:12:58.7Z,2,REGULAR,substitution,in,[],1630528,,,1610612751,67,52,2021-12-09T02:13:02Z,3480000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M02.80S,2021-12-09T02:13:19.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,67,52,2021-12-09T02:13:19Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M00.00S,2021-12-09T02:13:30.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,31.882391590013142,65.44117647058823,1610612751,67,52,2021-12-09T02:15:54Z,3500000,-77.0,247.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
351,PT00M00.00S,2021-12-09T02:13:30.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,67,52,2021-12-09T02:13:56Z,3510000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2021-12-09T02:13:58.9Z,2,REGULAR,period,end,[],0,,,1610612751,67,52,2021-12-09T02:13:58Z,3520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-12-09T02:27:50.7Z,3,REGULAR,substitution,out,['startperiod'],1630528,,,1610612751,67,52,2021-12-09T02:28:49Z,3530000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-12-09T02:27:50.7Z,3,REGULAR,substitution,out,['startperiod'],201933,,,1610612751,67,52,2021-12-09T02:28:49Z,3540000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-12-09T02:27:50.7Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,67,52,2021-12-09T02:28:49Z,3550000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-12-09T02:27:50.7Z,3,REGULAR,substitution,in,['startperiod'],1630256,,,1610612751,67,52,2021-12-09T02:28:49Z,3560000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-12-09T02:27:50.7Z,3,REGULAR,substitution,in,['startperiod'],201949,,,1610612751,67,52,2021-12-09T02:28:49Z,3570000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-12-09T02:27:50.7Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,67,52,2021-12-09T02:28:49Z,3580000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2021-12-09T02:28:59.7Z,3,REGULAR,period,start,[],0,,,1610612751,67,52,2021-12-09T02:28:59Z,3590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M47.00S,2021-12-09T02:29:11.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627761,93.77463863337714,46.568627450980394,1610612751,67,54,2021-12-09T02:29:22Z,3600000,-17.0,6.0,1,right,D. Bembry cutting DUNK (3 PTS) (J. Johnson 2 AST),"[1627761, 201949]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,1.82,Made,3.0,,,,,,,,,,,,,,,J. Johnson,201949.0,2.0,
362,PT11M41.00S,2021-12-09T02:29:33.7Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612745,67,54,2021-12-09T02:29:38Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M17.00S,2021-12-09T02:29:58.9Z,3,REGULAR,2pt,Jump Shot,[],1626174,15.193823915900131,14.950980392156863,1610612745,67,54,2021-12-09T02:30:27Z,3630000,175.0,90.0,1,left,MISS C. Wood 19' Jump Shot,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,19.71,Missed,,,,,,,,,,,,,,,,,,,
364,PT11M16.00S,2021-12-09T02:29:59.9Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,67,54,2021-12-09T02:30:08Z,3640000,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,363.0,4.0,3.0,1.0,,,,,,,,,,,,,,
365,PT11M03.00S,2021-12-09T02:30:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,91.67214191852825,49.754901960784316,1610612751,67,56,2021-12-09T02:30:17Z,3650000,-1.0,26.0,1,right,D. Bembry driving Layup (5 PTS),[1627761],1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,2.58,Made,5.0,,,,,,,,,,,,,,,,,,
366,PT10M54.00S,2021-12-09T02:30:26.2Z,3,REGULAR,foul,personal,[],1627761,,,1610612745,67,56,2021-12-09T02:30:36Z,3660000,,,0,,D. Bembry personal FOUL (2 PF),"[1627761, 1630256]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Tate,1630256.0,,,,
