actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
630,PT04M40.00S,2021-12-06T02:16:45.4Z,4,REGULAR,block,,[],202685,,,1610612745,110,98,2021-12-06T02:16:48Z,6280000,,,0,,J. Valanciunas BLOCK (3 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M40.00S,2021-12-06T02:16:45.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,110,98,2021-12-06T02:16:58Z,6290000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,,
632,PT04M40.00S,2021-12-06T02:16:50.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,110,98,2021-12-06T02:16:50Z,6300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M37.00S,2021-12-06T02:17:11.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612745,110,98,2021-12-06T02:17:22Z,6310000,,,0,,H. Jones personal FOUL (6 PF) (Wood 2 FT),"[1630529, 1626174]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,1628168.0,,6.0,0.0,Wood,1626174.0,,,,,,,,
635,PT04M37.00S,2021-12-06T02:17:28.3Z,4,REGULAR,substitution,out,[],1630529,,,1610612745,110,98,2021-12-06T02:17:32Z,6330000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M37.00S,2021-12-06T02:17:28.3Z,4,REGULAR,substitution,in,[],202066,,,1610612745,110,98,2021-12-06T02:17:32Z,6340000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M37.00S,2021-12-06T02:17:47.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626174,,,1610612745,111,98,2021-12-06T02:18:13Z,6350000,,,0,,C. Wood Free Throw 1 of 2 (23 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,,,,,,,23.0,,,,,,,
638,PT04M37.00S,2021-12-06T02:17:47.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626174,,,1610612745,111,98,2021-12-06T02:18:13Z,6360000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
639,PT04M36.00S,2021-12-06T02:17:48.6Z,4,REGULAR,rebound,offensive,[],1626174,,,1610612745,111,98,2021-12-06T02:18:37Z,6370000,,,0,,C. Wood REBOUND (Off:3 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,638.0,7.0,4.0,3.0,,,,,,,,,,,,,,
640,PT04M25.00S,2021-12-06T02:18:20.7Z,4,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612745,111,98,2021-12-06T02:18:31Z,6380000,,,0,,C. Wood bad pass out-of-bounds TURNOVER (2 TO),[1626174],1610612745.0,HOU,bad pass,,,Wood,C. Wood,,,,,,,,,,,2715.0,2.0,,,,,,,,,,,,
641,PT04M11.00S,2021-12-06T02:18:35.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,22.158344283837057,49.01960784313725,1610612740,111,98,2021-12-06T02:18:42Z,6390000,5.0,156.0,1,left,MISS B. Ingram 15' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,15.59,Missed,,,,,,,,,,,,,,,,,,
642,PT04M08.00S,2021-12-06T02:18:38.5Z,4,REGULAR,rebound,defensive,[],1630256,,,1610612745,111,98,2021-12-06T02:18:42Z,6400000,,,0,,J. Tate REBOUND (Off:0 Def:5),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,641.0,5.0,5.0,0.0,,,,,,,,,,,,,,
643,PT03M51.00S,2021-12-06T02:18:55.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,81.15965834428384,60.78431372549019,1610612745,111,98,2021-12-06T02:19:05Z,6410000,54.0,125.0,1,right,MISS C. Wood 13' turnaround Shot,[1626174],1610612745.0,HOU,turnaround,,,Wood,C. Wood,,,,,13.58,Missed,,,,,,,,,,,,,,,,,,
644,PT03M49.00S,2021-12-06T02:18:57.6Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,111,98,2021-12-06T02:19:05Z,6420000,,,0,,J. Valanciunas REBOUND (Off:2 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,643.0,8.0,6.0,2.0,,,,,,,,,,,,,,
645,PT03M43.00S,2021-12-06T02:19:07.5Z,4,REGULAR,3pt,Jump Shot,[],1628984,7.046649145860711,4.411764705882353,1610612740,111,101,2021-12-06T02:22:27Z,6430000,228.0,14.0,1,left,D. Graham 3PT step back (9 PTS) (N. Alexander-Walker 5 AST),"[1628984, 1629638]",1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,22.83,Made,,,,,,,,,,,9.0,N. Alexander-Walker,1629638.0,5.0,,,,
647,PT03M14.00S,2021-12-06T02:19:36.5Z,4,REGULAR,turnover,bad pass,[],1630256,,,1610612745,111,101,2021-12-06T02:19:42Z,6450000,,,0,,J. Tate bad pass TURNOVER (5 TO),"[1630256, 1627742]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,5.0,,,,,,,,,Ingram,1627742.0,,
648,PT03M14.00S,2021-12-06T02:19:36.5Z,4,REGULAR,steal,,[],1627742,,,1610612740,111,101,2021-12-06T02:19:40Z,6460000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
649,PT03M05.00S,2021-12-06T02:19:45.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202685,16.770696452036795,59.31372549019608,1610612740,111,103,2021-12-06T02:19:50Z,6470000,-47.0,105.0,1,left,J. Valanciunas 11' Jump Shot (17 PTS) (B. Ingram 4 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,11.5,Made,,,,,,,,,,,17.0,B. Ingram,1627742.0,4.0,,,,
651,PT03M04.00S,2021-12-06T02:19:53.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,111,103,2021-12-06T02:19:59Z,6490000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT03M04.00S,2021-12-06T02:22:38.3Z,4,REGULAR,substitution,out,[],1630578,,,1610612745,111,103,2021-12-06T02:22:52Z,6500000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
655,PT03M04.00S,2021-12-06T02:22:38.3Z,4,REGULAR,substitution,in,[],1627863,,,1610612745,111,103,2021-12-06T02:22:52Z,6510000,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
656,PT02M46.00S,2021-12-06T02:23:10.8Z,4,REGULAR,turnover,lost ball,[],1627863,,,1610612745,111,103,2021-12-06T02:23:15Z,6520000,,,0,,D. House Jr. lost ball TURNOVER (3 TO),"[1627863, 202066]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,3.0,,,,,,,,,Temple,202066.0,,
657,PT02M46.00S,2021-12-06T02:23:10.8Z,4,REGULAR,steal,,[],202066,,,1610612740,111,103,2021-12-06T02:23:12Z,6530000,,,0,,G. Temple STEAL (2 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M42.00S,2021-12-06T02:23:15.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629638,6.915243101182654,41.42156862745098,1610612740,111,103,2021-12-06T02:23:23Z,6540000,43.0,13.0,1,left,MISS N. Alexander-Walker running Layup,[1629638],1610612740.0,NOP,running,,,Alexander-Walker,N. Alexander-Walker,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,
659,PT02M39.00S,2021-12-06T02:23:18.5Z,4,REGULAR,rebound,defensive,[],1629726,,,1610612745,111,103,2021-12-06T02:23:18Z,6550000,,,0,,G. Mathews REBOUND (Off:0 Def:7),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,658.0,7.0,7.0,0.0,,,,,,,,,,,,,,
660,PT02M23.00S,2021-12-06T02:23:34.0Z,4,REGULAR,3pt,Jump Shot,[],201569,67.88764783180025,75.24509803921569,1610612745,111,103,2021-12-06T02:23:40Z,6560000,126.0,249.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,
661,PT02M22.00S,2021-12-06T02:23:35.0Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,111,103,2021-12-06T02:23:40Z,6570000,,,0,,D. Graham REBOUND (Off:1 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,660.0,3.0,2.0,1.0,,,,,,,,,,,,,,
662,PT02M12.00S,2021-12-06T02:23:45.3Z,4,REGULAR,2pt,Jump Shot,[],1627742,8.360709592641262,30.392156862745097,1610612740,111,105,2021-12-06T02:23:50Z,6580000,98.0,26.0,1,left,B. Ingram 10' turnaround fadeaway Jump Shot (39 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,10.14,Made,,,,,,,,,,,39.0,,,,,,,
663,PT01M47.00S,2021-12-06T02:24:10.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612745,111,105,2021-12-06T02:24:19Z,6590000,,,0,,B. Ingram shooting personal FOUL (4 PF) (House Jr. 2 FT),"[1627742, 1627863]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,2002.0,,4.0,0.0,House Jr.,1627863.0,,,,,,,,
665,PT01M47.00S,2021-12-06T02:24:40.5Z,4,REGULAR,freethrow,1 of 2,[],1627863,,,1610612745,112,105,2021-12-06T02:24:40Z,6610000,,,0,,D. House Jr. Free Throw 1 of 2 (5 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
666,PT01M47.00S,2021-12-06T02:24:55.8Z,4,REGULAR,freethrow,2 of 2,[],1627863,,,1610612745,113,105,2021-12-06T02:24:55Z,6620000,,,0,,D. House Jr. Free Throw 2 of 2 (6 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
667,PT01M35.00S,2021-12-06T02:25:12.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612740,113,105,2021-12-06T02:25:18Z,6630000,,,0,,D. House Jr. personal FOUL (2 PF) (Ingram 2 FT),"[1627863, 1627742]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,2002.0,,2.0,0.0,Ingram,1627742.0,,,,,,,,
669,PT01M35.00S,2021-12-06T02:25:42.5Z,4,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,113,105,2021-12-06T02:25:42Z,6650000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Missed,,,,,,,,,,,,,,,,,,
670,PT01M35.00S,2021-12-06T02:25:42.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,113,105,2021-12-06T02:25:42Z,6660000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,669.0,,,,,,,,,,,,,,,,,
671,PT01M35.00S,2021-12-06T02:26:01.9Z,4,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,113,106,2021-12-06T02:26:01Z,6670000,,,0,,B. Ingram Free Throw 2 of 2 (40 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,,,40.0,,,,,,,
672,PT01M19.00S,2021-12-06T02:26:21.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630256,90.62089356110381,36.27450980392157,1610612745,115,106,2021-12-06T02:26:29Z,6680000,-69.0,36.0,1,right,J. Tate 7' turnaround bank Jump Shot (11 PTS),[1630256],1610612745.0,HOU,turnaround bank,,,Tate,J. Tate,,,,,7.73,Made,,,,,,,,,,,11.0,,,,,,,
673,PT01M11.00S,2021-12-06T02:26:35.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,115,106,2021-12-06T02:26:35Z,6690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT01M06.00S,2021-12-06T02:26:53.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,29.122864651773984,75.49019607843137,1610612740,115,106,2021-12-06T02:27:01Z,6700000,-127.0,221.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
675,PT01M05.00S,2021-12-06T02:26:54.1Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612745,115,106,2021-12-06T02:27:01Z,6710000,,,0,,C. Wood REBOUND (Off:3 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,674.0,8.0,5.0,3.0,,,,,,,,,,,,,,
676,PT00M48.30S,2021-12-06T02:27:13.7Z,4,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,115,106,2021-12-06T02:27:20Z,6720000,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (2 TO),[201569],1610612745.0,HOU,lost ball,,,Gordon,E. Gordon,,,,,,,,,,,2715.0,2.0,,,,,,,,,,,,
677,PT00M41.90S,2021-12-06T02:27:30.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,28.33442838370565,17.892156862745097,1610612740,115,106,2021-12-06T02:29:01Z,6730000,161.0,214.0,1,left,MISS D. Graham 26' step back 3PT,[1628984],1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
678,PT00M38.20S,2021-12-06T02:27:33.9Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,115,106,2021-12-06T02:27:40Z,6740000,,,0,,J. Valanciunas REBOUND (Off:3 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,677.0,9.0,6.0,3.0,,,,,,,,,,,,,,
679,PT00M38.20S,2021-12-06T02:27:33.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202685,5.590000152587891,50.0,1610612740,115,106,2021-12-06T02:29:56Z,6750000,0.0,0.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
680,PT00M38.20S,2021-12-06T02:27:33.8Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,115,106,2021-12-06T02:30:58Z,6760000,,,0,,J. Valanciunas REBOUND (Off:4 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,679.0,10.0,6.0,4.0,,,,,,,,,,,,,,
685,PT00M38.10S,2021-12-06T02:27:35.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202685,7.752956636005257,50.78125,1610612740,115,106,2021-12-06T02:32:43Z,6765000,-4.0,20.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
686,PT00M38.10S,2021-12-06T02:27:35.0Z,4,REGULAR,rebound,offensive,[],202066,,,1610612740,115,106,2021-12-06T02:32:43Z,6767500,,,0,,G. Temple REBOUND (Off:2 Def:4),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,685.0,6.0,4.0,2.0,,,,,,,,,,,,,,
681,PT00M37.80S,2021-12-06T02:27:37.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202066,5.590000152587891,50.0,1610612740,115,108,2021-12-06T02:27:37Z,6770000,0.0,0.0,1,left,G. Temple tip Layup (5 PTS),[202066],1610612740.0,NOP,tip,,,Temple,G. Temple,,,,,0.0,Made,,,,,,,,,,,5.0,,,,,,,
682,PT00M18.10S,2021-12-06T02:27:59.1Z,4,REGULAR,3pt,Jump Shot,[],1629726,95.74572930354796,5.147058823529411,1610612745,118,108,2021-12-06T02:28:19Z,6780000,-224.0,-13.0,1,right,G. Mathews 3PT  (13 PTS) (J. Tate 7 AST),"[1629726, 1630256]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,22.46,Made,,,,,,,,,,,13.0,J. Tate,1630256.0,7.0,,,,
684,PT00M18.10S,2021-12-06T02:28:07.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,118,108,2021-12-06T02:28:07Z,6800000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M12.90S,2021-12-06T02:30:04.5Z,4,REGULAR,3pt,Jump Shot,[],1628984,27.283180026281208,12.745098039215685,1610612740,118,108,2021-12-06T02:30:25Z,6810000,186.0,204.0,1,left,MISS D. Graham 27' 3PT - blocked,"[1628984, 1626174]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,27.63,Missed,,,,,,,,,,,,,,,,,Wood,1626174.0
688,PT00M12.90S,2021-12-06T02:30:04.5Z,4,REGULAR,block,,[],1626174,,,1610612740,118,108,2021-12-06T02:30:06Z,6820000,,,0,,C. Wood BLOCK (2 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M09.40S,2021-12-06T02:30:08.0Z,4,REGULAR,rebound,defensive,[],1627863,,,1610612745,118,108,2021-12-06T02:30:08Z,6830000,,,0,,D. House Jr. REBOUND (Off:1 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,687.0,2.0,1.0,1.0,,,,,,,,,,,,,,
690,PT00M00.00S,2021-12-06T02:31:20.8Z,4,REGULAR,period,end,[],0,,,1610612745,118,108,2021-12-06T02:31:20Z,6840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M00.00S,2021-12-06T02:31:22.0Z,4,REGULAR,game,end,[],0,,,0,118,108,2021-12-06T02:31:22Z,6850000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
