actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT04M59.00S,2023-01-21T00:53:44.9Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,47,48,2023-01-21T00:53:45Z,2540000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT04M56.00S,2023-01-21T00:53:46.9Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,47,48,2023-01-21T00:53:46Z,2550000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,262.0,2.0,2.0,0.0,,,,,,,,,,,,
264,PT04M44.00S,2023-01-21T00:53:58.7Z,2,REGULAR,3pt,Jump Shot,[],203468,31.750985545335087,59.55882352941176,1610612740,47,51,2023-01-21T00:56:46Z,2560000,False,-48.0,246.0,1,left,C. McCollum 25' 3PT pullup (11 PTS) (D. Daniels 3 AST),"[203468, 1630700]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,,,11.0,,,,D. Daniels,1630700.0,3.0,,,,,
267,PT04M26.00S,2023-01-21T00:54:30.6Z,2,REGULAR,turnover,traveling,[],203914,,,1610612753,47,51,2023-01-21T00:54:37Z,2590000,False,,,0,,G. Harris traveling TURNOVER (1 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right,,,,,,,,,,1.0,,,,,,204059.0,,,,
268,PT04M19.00S,2023-01-21T00:54:47.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,26.10052562417871,18.872549019607842,1610612740,47,51,2023-01-21T00:54:53Z,2600000,False,156.0,193.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
269,PT04M14.00S,2023-01-21T00:54:52.9Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,47,51,2023-01-21T00:54:53Z,2610000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,268.0,5.0,4.0,1.0,,,,,,,,,,,,
270,PT04M08.00S,2023-01-21T00:54:58.0Z,2,REGULAR,3pt,Jump Shot,[],1631094,66.3107752956636,61.51960784313726,1610612753,47,51,2023-01-21T00:55:05Z,2620000,False,58.0,264.0,1,right,MISS P. Banchero 27' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
271,PT04M05.00S,2023-01-21T00:55:01.0Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,47,51,2023-01-21T00:55:05Z,2630000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,270.0,3.0,3.0,0.0,,,,,,,,,,,,
272,PT03M54.00S,2023-01-21T00:55:12.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,4.5499342969776615,46.32352941176471,1610612740,47,53,2023-01-21T00:55:22Z,2640000,False,18.0,-10.0,1,left,T. Murphy III cutting DUNK (3 PTS) (D. Daniels 4 AST),"[1630530, 1630700]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,3.0,,,,D. Daniels,1630700.0,4.0,,,,,
274,PT03M41.00S,2023-01-21T00:55:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,84.97043363994744,50.245098039215684,1610612753,47,53,2023-01-21T00:55:41Z,2660000,False,1.0,89.0,1,right,MISS M. Fultz 8' driving Layup - blocked,"[1628365, 1630529]",1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,Jones,1630529.0,,,,,,,,,,,,,,,,
275,PT03M41.00S,2023-01-21T00:55:26.9Z,2,REGULAR,block,,[],1630529,,,1610612753,47,53,2023-01-21T00:55:33Z,2670000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
276,PT03M41.00S,2023-01-21T00:55:26.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,47,53,2023-01-21T00:55:43Z,2680000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,274.0,,,,,,,,,,,,,,,
278,PT03M24.00S,2023-01-21T00:55:53.9Z,2,REGULAR,3pt,Jump Shot,[],1630700,31.09395532194481,35.53921568627451,1610612740,47,53,2023-01-21T00:56:01Z,2700000,False,72.0,240.0,1,left,MISS D. Daniels 25' 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
279,PT03M20.00S,2023-01-21T00:55:58.1Z,2,REGULAR,rebound,offensive,[],203468,,,1610612740,47,53,2023-01-21T00:55:58Z,2710000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,278.0,1.0,0.0,1.0,,,,,,,,,,,,
280,PT03M18.00S,2023-01-21T00:56:00.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626204,7.30946123521682,51.71568627450981,1610612740,47,55,2023-01-21T00:57:06Z,2720000,False,-9.0,16.0,1,left,L. Nance Jr. DUNK (5 PTS) (T. Murphy III 2 AST),"[1626204, 1630530]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,5.0,,,,T. Murphy III,1630530.0,2.0,,,,,
282,PT03M18.00S,2023-01-21T00:56:44.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,47,55,2023-01-21T00:57:17Z,2740000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M18.00S,2023-01-21T00:57:23.9Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,47,55,2023-01-21T00:58:52Z,2750000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M18.00S,2023-01-21T00:57:23.9Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,47,55,2023-01-21T00:58:52Z,2760000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M07.00S,2023-01-21T00:59:10.6Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612753,47,55,2023-01-21T00:59:20Z,2770000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Banchero 2 FT),"[1630529, 1631094]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Banchero,1631094.0
287,PT03M07.00S,2023-01-21T00:59:37.9Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,48,55,2023-01-21T00:59:37Z,2790000,False,,,0,,P. Banchero Free Throw 1 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
288,PT03M07.00S,2023-01-21T00:59:55.3Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,49,55,2023-01-21T00:59:55Z,2800000,False,,,0,,P. Banchero Free Throw 2 of 2 (5 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
289,PT02M45.00S,2023-01-21T01:00:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,17.69053876478318,44.11764705882353,1610612740,49,55,2023-01-21T01:00:25Z,2810000,False,29.0,114.0,1,left,MISS D. Daniels 11' turnaround fadeaway Shot,[1630700],1610612740.0,NOP,turnaround fadeaway,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,11.75,Missed,,,,,,,,,,,,,,,,,,
290,PT02M42.00S,2023-01-21T01:00:22.5Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,49,55,2023-01-21T01:00:25Z,2820000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,289.0,3.0,3.0,0.0,,,,,,,,,,,,
293,PT02M29.00S,2023-01-21T01:00:43.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,90.48948751642575,56.86274509803921,1610612753,49,55,2023-01-21T01:01:06Z,2850000,False,34.0,37.0,1,right,MISS M. Fultz pullup Shot - blocked,"[1628365, 1626204]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
294,PT02M29.00S,2023-01-21T01:00:43.3Z,2,REGULAR,block,,[],1626204,,,1610612753,49,55,2023-01-21T01:00:48Z,2860000,False,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT02M29.00S,2023-01-21T01:00:43.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,49,55,2023-01-21T01:01:06Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,293.0,,,,,,,,,,,,,,,
296,PT02M21.00S,2023-01-21T01:00:56.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628365,91.01511169513797,19.11764705882353,1610612753,49,55,2023-01-21T01:01:49Z,2880000,False,-154.0,32.0,1,right,MISS M. Fultz 15' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,15.77,Missed,,,,,,,,,,,,,,,,,,
297,PT02M19.00S,2023-01-21T01:00:58.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,49,55,2023-01-21T01:01:14Z,2890000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,296.0,2.0,1.0,1.0,,,,,,,,,,,,
298,PT02M13.00S,2023-01-21T01:01:05.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203468,22.946780551905388,53.67647058823529,1610612740,49,55,2023-01-21T01:02:13Z,2900000,False,-18.0,163.0,1,left,MISS C. McCollum 16' running pullup Shot,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,16.42,Missed,,,,,,,,,,,,,,,,,,
299,PT02M10.00S,2023-01-21T01:01:08.3Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,49,55,2023-01-21T01:01:30Z,2910000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,298.0,4.0,4.0,0.0,,,,,,,,,,,,
300,PT02M02.00S,2023-01-21T01:01:16.1Z,2,REGULAR,3pt,Jump Shot,[],1628976,68.9388961892247,62.99019607843137,1610612753,49,55,2023-01-21T01:01:34Z,2920000,False,65.0,239.0,1,right,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,24.82,Missed,,,,,,,,,,,,,,,,,,
301,PT01M59.00S,2023-01-21T01:01:19.1Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,49,55,2023-01-21T01:01:34Z,2930000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,300.0,4.0,4.0,0.0,,,,,,,,,,,,
303,PT01M45.00S,2023-01-21T01:01:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,7.835085413929041,50.98039215686274,1610612740,49,57,2023-01-21T01:01:39Z,2940000,False,-5.0,21.0,1,left,H. Jones Layup (5 PTS) (L. Nance Jr. 2 AST),"[1630529, 1626204]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,5.0,,,,L. Nance Jr.,1626204.0,2.0,,,,,
304,PT01M31.00S,2023-01-21T01:01:47.6Z,2,REGULAR,3pt,Jump Shot,[],1630532,90.75229960578186,4.166666666666666,1610612753,52,57,2023-01-21T01:01:55Z,2950000,False,-229.0,34.0,1,right,F. Wagner 3PT  (19 PTS) (M. Fultz 3 AST),"[1630532, 1628365]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.18,Made,,,,,,,19.0,,,,M. Fultz,1628365.0,3.0,,,,,
306,PT01M10.00S,2023-01-21T01:02:10.9Z,2,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,52,57,2023-01-21T01:02:17Z,2970000,False,,,0,,D. Daniels step out-of-bounds TURNOVER (2 TO),[1630700],1610612740.0,NOP,step,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left,,,,,,,,,,2.0,,,,,,204059.0,,,,
307,PT00M58.10S,2023-01-21T01:02:35.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203914,78.26872536136662,9.803921568627452,1610612753,52,57,2023-01-21T01:02:41Z,2980000,False,-201.0,152.0,1,right,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
308,PT00M56.70S,2023-01-21T01:02:36.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,52,57,2023-01-21T01:08:14Z,2990000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,307.0,,,,,,,,,,,,,,,
310,PT00M39.40S,2023-01-21T01:03:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630529,13.485545335085414,1.9607843137254901,1610612740,52,60,2023-01-21T01:08:17Z,3010000,False,240.0,74.0,1,left,H. Jones 25' 3PT  (8 PTS) (D. Daniels 5 AST),"[1630529, 1630700]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,25.14,Made,,,,,,,8.0,,,,D. Daniels,1630700.0,5.0,,,,,
312,PT00M32.70S,2023-01-21T01:03:27.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,86.22289750328515,62.768075980392155,1610612753,52,60,2023-01-21T01:06:11Z,3030000,False,64.0,77.0,1,right,MISS P. Banchero 10' pullup Shot - blocked,"[1631094, 1630530]",1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,10.0,Missed,Murphy III,1630530.0,,,,,,,,,,,,,,,,
313,PT00M32.70S,2023-01-21T01:03:27.3Z,2,REGULAR,block,,[],1630530,,,1610612753,52,60,2023-01-21T01:03:48Z,3040000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
314,PT00M31.70S,2023-01-21T01:03:28.3Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,52,60,2023-01-21T01:03:48Z,3050000,False,,,0,,P. Banchero REBOUND (Off:1 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,,,,,312.0,5.0,4.0,1.0,,,,,,,,,,,,
315,PT00M31.70S,2023-01-21T01:03:33.9Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612753,52,60,2023-01-21T01:03:45Z,3060000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Banchero 2 FT),"[1626204, 1631094]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Banchero,1631094.0
317,PT00M31.70S,2023-01-21T01:04:03.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631094,,,1610612753,53,60,2023-01-21T01:04:03Z,3080000,False,,,0,,P. Banchero Free Throw 1 of 2 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
318,PT00M31.70S,2023-01-21T01:04:20.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631094,,,1610612753,54,60,2023-01-21T01:04:20Z,3090000,False,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
319,PT00M08.40S,2023-01-21T01:04:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,15.062417871222076,46.32352941176471,1610612740,54,60,2023-01-21T01:09:49Z,3100000,False,18.0,89.0,1,left,MISS L. Nance Jr. 9' floating Shot,[1626204],1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.1,Missed,,,,,,,,,,,,,,,,,,
320,PT00M04.10S,2023-01-21T01:04:50.7Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,54,60,2023-01-21T01:04:55Z,3110000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,319.0,3.0,1.0,2.0,,,,,,,,,,,,
321,PT00M04.10S,2023-01-21T01:04:50.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626204,5.590000152587891,50.0,1610612740,54,60,2023-01-21T01:10:43Z,3120000,False,0.0,0.0,1,left,MISS L. Nance Jr. tip Layup,[1626204],1610612740.0,NOP,tip,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
322,PT00M03.30S,2023-01-21T01:04:51.5Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,54,60,2023-01-21T01:05:16Z,3130000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,321.0,6.0,5.0,1.0,,,,,,,,,,,,
323,PT00M01.80S,2023-01-21T01:04:56.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612753,54,60,2023-01-21T01:05:15Z,3140000,False,,,0,,H. Jones shooting personal FOUL (3 PF) (Wagner 2 FT),"[1630529, 1630532]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Wagner,1630532.0
325,PT00M01.80S,2023-01-21T01:05:19.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630532,,,1610612753,55,60,2023-01-21T01:05:19Z,3160000,False,,,0,,F. Wagner Free Throw 1 of 2 (20 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
326,PT00M01.80S,2023-01-21T01:05:33.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630532,,,1610612753,56,60,2023-01-21T01:05:33Z,3170000,False,,,0,,F. Wagner Free Throw 2 of 2 (21 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
327,PT00M00.00S,2023-01-21T01:05:49.5Z,2,REGULAR,period,end,[],0,,,1610612740,56,60,2023-01-21T01:05:49Z,3180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-01-21T01:15:46.8Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612740,56,60,2023-01-21T01:20:51Z,3190000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-01-21T01:15:46.8Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,56,60,2023-01-21T01:20:51Z,3200000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-01-21T01:20:59.4Z,3,REGULAR,period,start,[],0,,,1610612740,56,60,2023-01-21T01:20:59Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M43.00S,2023-01-21T01:21:15.6Z,3,REGULAR,2pt,Jump Shot,[],202685,95.6143232588699,68.87254901960785,1610612740,56,60,2023-01-21T01:21:22Z,3220000,False,94.0,-11.0,1,right,MISS J. Valanciunas 9' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,9.51,Missed,,,,,,,,,,,,,,,,,,
334,PT11M40.00S,2023-01-21T01:21:18.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,56,60,2023-01-21T01:21:22Z,3230000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,333.0,7.0,6.0,1.0,,,,,,,,,,,,
335,PT11M30.00S,2023-01-21T01:21:28.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,10.726018396846255,52.69607843137255,1610612753,56,60,2023-01-21T01:21:38Z,3240000,False,-13.0,48.0,1,left,MISS F. Wagner driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,,,,,,,,,,,,,,,,,,
336,PT11M30.00S,2023-01-21T01:21:28.4Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,56,60,2023-01-21T01:21:38Z,3250000,False,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,335.0,4.0,3.0,1.0,,,,,,,,,,,,
337,PT11M30.00S,2023-01-21T01:21:31.3Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612753,56,60,2023-01-21T01:21:44Z,3260000,False,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Wagner 2 FT),"[202685, 1630532]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Wagner,1630532.0
339,PT11M30.00S,2023-01-21T01:22:01.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630532,,,1610612753,57,60,2023-01-21T01:22:01Z,3280000,False,,,0,,F. Wagner Free Throw 1 of 2 (22 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
340,PT11M30.00S,2023-01-21T01:22:18.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630532,,,1610612753,58,60,2023-01-21T01:22:18Z,3290000,False,,,0,,F. Wagner Free Throw 2 of 2 (23 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
341,PT11M20.00S,2023-01-21T01:22:29.5Z,3,REGULAR,3pt,Jump Shot,[],1630530,65.91655716162943,59.068627450980394,1610612740,58,63,2023-01-21T01:22:35Z,3300000,False,45.0,268.0,1,right,T. Murphy III 27' 3PT  (6 PTS) (J. Valanciunas 1 AST),"[1630530, 202685]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,27.17,Made,,,,,,,6.0,,,,J. Valanciunas,202685.0,1.0,,,,,
343,PT11M06.00S,2023-01-21T01:22:43.9Z,3,REGULAR,2pt,Jump Shot,[],1628976,13.485545335085414,72.30392156862744,1610612753,58,63,2023-01-21T01:24:59Z,3320000,False,-112.0,74.0,1,left,MISS W. Carter Jr. 13' fadeaway bank Shot,[1628976],1610612753.0,ORL,fadeaway bank,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,13.4,Missed,,,,,,,,,,,,,,,,,,
344,PT11M03.00S,2023-01-21T01:22:46.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,58,63,2023-01-21T01:22:54Z,3330000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,,343.0,6.0,5.0,1.0,,,,,,,,,,,,
345,PT10M57.00S,2023-01-21T01:22:52.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,72.48685939553219,22.30392156862745,1610612740,58,63,2023-01-21T01:25:23Z,3340000,False,-138.0,206.0,1,right,MISS C. McCollum 24' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
346,PT10M57.00S,2023-01-21T01:22:52.4Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,58,63,2023-01-21T01:22:57Z,3350000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,345.0,8.0,7.0,1.0,,,,,,,,,,,,
