actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId
418,PT05M01.00S,2023-03-10T01:42:28.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630532,,,1610612753,80,85,2023-03-10T01:42:29Z,4090000,False,,,0,,F. Wagner Free Throw 2 of 2 (19 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
419,PT04M43.00S,2023-03-10T01:42:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.5407358738502,45.09803921568628,1610612762,80,87,2023-03-10T01:42:58Z,4100000,False,-25.0,27.0,1,right,T. Horton-Tucker driving Layup (18 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,3.65,Made,18.0,,,,,,,,,,,,,,,,,
420,PT04M37.00S,2023-03-10T01:42:58.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630534,,,1610612753,80,87,2023-03-10T01:43:08Z,4110000,False,,,0,,O. Agbaji shooting personal FOUL (3 PF) (Fultz 2 FT),"[1630534, 1628365]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,3.0,0.0,,,,,,Fultz,1628365.0
422,PT04M37.00S,2023-03-10T01:43:23.1Z,3,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,80,87,2023-03-10T01:43:23Z,4130000,False,,,0,,MISS M. Fultz Free Throw 1 of 2,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
423,PT04M37.00S,2023-03-10T01:43:23.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,80,87,2023-03-10T01:43:23Z,4140000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,
424,PT04M37.00S,2023-03-10T01:43:24.2Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,80,87,2023-03-10T01:43:29Z,4150000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M37.00S,2023-03-10T01:43:24.2Z,3,REGULAR,substitution,in,[],1630175,,,1610612753,80,87,2023-03-10T01:43:29Z,4160000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M37.00S,2023-03-10T01:43:52.1Z,3,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,81,87,2023-03-10T01:43:52Z,4170000,False,,,0,,M. Fultz Free Throw 2 of 2 (16 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
427,PT04M23.00S,2023-03-10T01:44:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,90.75229960578186,55.14705882352941,1610612762,81,89,2023-03-10T01:44:14Z,4180000,False,26.0,34.0,1,right,T. Horton-Tucker finger roll Layup (20 PTS),[1629659],1610612762.0,UTA,finger roll,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,4.29,Made,20.0,,,,,,,,,,,,,,,,,
428,PT04M17.00S,2023-03-10T01:44:17.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612753,81,89,2023-03-10T01:44:25Z,4190000,False,,,0,,R. Gay personal FOUL (2 PF) (Fultz 2 FT),"[200752, 1628365]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1146.0,2.0,0.0,,,,,,Fultz,1628365.0
430,PT04M17.00S,2023-03-10T01:44:53.2Z,3,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,82,89,2023-03-10T01:44:53Z,4210000,False,,,0,,M. Fultz Free Throw 1 of 2 (17 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
431,PT04M17.00S,2023-03-10T01:44:53.8Z,3,REGULAR,substitution,out,[],203914,,,1610612753,82,89,2023-03-10T01:45:00Z,4220000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M17.00S,2023-03-10T01:44:53.8Z,3,REGULAR,substitution,out,[],1628374,,,1610612753,82,89,2023-03-10T01:45:00Z,4230000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M17.00S,2023-03-10T01:44:53.8Z,3,REGULAR,substitution,in,[],1630591,,,1610612753,82,89,2023-03-10T01:45:00Z,4240000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M17.00S,2023-03-10T01:44:53.8Z,3,REGULAR,substitution,in,[],1631323,,,1610612753,82,89,2023-03-10T01:45:00Z,4250000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M17.00S,2023-03-10T01:45:16.5Z,3,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,83,89,2023-03-10T01:45:16Z,4260000,False,,,0,,M. Fultz Free Throw 2 of 2 (18 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
436,PT04M04.00S,2023-03-10T01:45:31.7Z,3,REGULAR,3pt,Jump Shot,[],1630534,67.62483574244416,22.794117647058822,1610612762,83,89,2023-03-10T01:45:50Z,4270000,False,-136.0,252.0,1,right,MISS O. Agbaji 28' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,28.62,Missed,,,,,,,,,,,,,,,,,,
437,PT04M01.00S,2023-03-10T01:45:34.7Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,83,89,2023-03-10T01:45:50Z,4280000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,436.0,3.0,3.0,0.0,,,,,,,,,,
438,PT03M52.00S,2023-03-10T01:45:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.835085413929041,47.549019607843135,1610612753,85,89,2023-03-10T01:45:54Z,4290000,False,12.0,21.0,1,left,P. Banchero driving Layup (13 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.44,Made,13.0,,,,,,,,,,,,,,,,,
439,PT03M37.00S,2023-03-10T01:45:57.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,86.5473061760841,56.127450980392155,1610612762,85,89,2023-03-10T01:46:03Z,4300000,False,31.0,74.0,1,right,MISS T. Horton-Tucker 8' driving floating bank Shot,[1629659],1610612762.0,UTA,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
440,PT03M36.00S,2023-03-10T01:45:58.9Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,85,89,2023-03-10T01:46:03Z,4310000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,439.0,4.0,4.0,0.0,,,,,,,,,,
441,PT03M30.00S,2023-03-10T01:46:05.9Z,3,REGULAR,3pt,Jump Shot,[],1630175,14.273981603153747,5.147058823529411,1610612753,88,89,2023-03-10T01:46:12Z,4320000,False,224.0,82.0,1,left,C. Anthony 3PT  (6 PTS) (M. Fultz 5 AST),"[1630175, 1628365]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,23.87,Made,6.0,M. Fultz,1628365.0,5.0,,,,,,,,,,,,,,
443,PT03M06.00S,2023-03-10T01:46:28.9Z,3,REGULAR,turnover,bad pass,[],1631323,,,1610612762,88,89,2023-03-10T01:46:37Z,4340000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1630175]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Anthony,1630175.0,,
444,PT03M06.00S,2023-03-10T01:46:28.9Z,3,REGULAR,steal,,[],1630175,,,1610612753,88,89,2023-03-10T01:46:32Z,4350000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
445,PT03M01.00S,2023-03-10T01:46:34.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,9.411957950065702,48.28431372549019,1610612753,88,89,2023-03-10T01:46:49Z,4360000,False,9.0,36.0,1,left,MISS P. Banchero Layup - blocked,"[1631094, 1630534]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,Agbaji,1630534.0,,,,,
446,PT03M01.00S,2023-03-10T01:46:34.6Z,3,REGULAR,block,,[],1630534,,,1610612753,88,89,2023-03-10T01:46:36Z,4370000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
447,PT02M57.00S,2023-03-10T01:46:38.6Z,3,REGULAR,rebound,offensive,[],1630591,,,1610612753,88,89,2023-03-10T01:46:49Z,4380000,False,,,0,,J. Suggs REBOUND (Off:2 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,445.0,2.0,0.0,2.0,,,,,,,,,,
448,PT02M55.00S,2023-03-10T01:46:40.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628365,15.193823915900131,95.58823529411765,1610612753,91,89,2023-03-10T01:47:14Z,4390000,False,-228.0,90.0,1,left,M. Fultz 24' 3PT step back (21 PTS) (J. Suggs 2 AST),"[1628365, 1630591]",1610612753.0,ORL,step back,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left,24.51,Made,21.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,,
450,PT02M55.00S,2023-03-10T01:46:54.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,91,89,2023-03-10T01:46:54Z,4410000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M55.00S,2023-03-10T01:47:34.2Z,3,REGULAR,substitution,out,[],1629021,,,1610612762,91,89,2023-03-10T01:48:13Z,4420000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M55.00S,2023-03-10T01:47:34.2Z,3,REGULAR,substitution,out,[],1629659,,,1610612762,91,89,2023-03-10T01:48:13Z,4430000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M55.00S,2023-03-10T01:47:34.2Z,3,REGULAR,substitution,out,[],1630534,,,1610612762,91,89,2023-03-10T01:48:13Z,4440000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M55.00S,2023-03-10T01:47:34.2Z,3,REGULAR,substitution,in,[],1629048,,,1610612762,91,89,2023-03-10T01:48:13Z,4450000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M55.00S,2023-03-10T01:47:34.2Z,3,REGULAR,substitution,in,[],1627739,,,1610612762,91,89,2023-03-10T01:48:13Z,4460000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M55.00S,2023-03-10T01:47:34.2Z,3,REGULAR,substitution,in,[],1630548,,,1610612762,91,89,2023-03-10T01:48:13Z,4470000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M44.00S,2023-03-10T01:48:37.8Z,3,REGULAR,turnover,out-of-bounds,[],1627739,,,1610612762,91,89,2023-03-10T01:48:48Z,4480000,False,,,0,,K. Dunn lost ball out-of-bounds TURNOVER (1 TO),[1627739],1610612762.0,UTA,lost ball,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,203593.0,,,,,1.0,,,,
458,PT02M34.00S,2023-03-10T01:48:53.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628365,6.258212877792378,58.08823529411765,1610612753,93,89,2023-03-10T01:48:59Z,4490000,False,-40.0,6.0,1,left,M. Fultz driving Layup (23 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,4.09,Made,23.0,,,,,,,,,,,,,,,,,
459,PT02M08.00S,2023-03-10T01:49:18.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,88.78120893561103,59.068627450980394,1610612762,93,89,2023-03-10T01:49:23Z,4500000,False,45.0,53.0,1,right,MISS K. Dunn 6' floating Shot,[1627739],1610612762.0,UTA,floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
460,PT02M05.00S,2023-03-10T01:49:21.6Z,3,REGULAR,rebound,offensive,[],1631323,,,1610612762,93,89,2023-03-10T01:49:23Z,4510000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:0),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,459.0,1.0,0.0,1.0,,,,,,,,,,
461,PT02M05.00S,2023-03-10T01:49:21.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631323,94.40999984741211,50.0,1610612762,93,91,2023-03-10T01:49:21Z,4520000,False,0.0,0.0,1,right,S. Fontecchio putback DUNK (8 PTS),[1631323],1610612762.0,UTA,putback,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
462,PT01M57.00S,2023-03-10T01:49:29.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,7.703679369250986,60.5392156862745,1610612753,93,91,2023-03-10T01:49:34Z,4530000,False,-53.0,20.0,1,left,MISS C. Anthony driving reverse Layup,[1630175],1610612753.0,ORL,driving reverse,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,,,,,,
463,PT01M56.00S,2023-03-10T01:49:30.3Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612762,93,91,2023-03-10T01:49:34Z,4540000,False,,,0,,K. Dunn REBOUND (Off:1 Def:4),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,462.0,5.0,4.0,1.0,,,,,,,,,,
464,PT01M50.00S,2023-03-10T01:49:37.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,88.25558475689881,45.588235294117645,1610612762,93,91,2023-03-10T01:49:45Z,4550000,False,-22.0,58.0,1,right,MISS K. Dunn 6' driving floating Shot,[1627739],1610612762.0,UTA,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
466,PT01M43.00S,2023-03-10T01:49:44.1Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612762,93,91,2023-03-10T01:49:45Z,4570000,False,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,464.0,2.0,1.0,1.0,,,,,,,,,,
467,PT01M43.00S,2023-03-10T01:49:43.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,94.40999984741211,50.0,1610612762,93,93,2023-03-10T01:49:43Z,4580000,False,0.0,0.0,1,right,D. Jones putback Layup (7 PTS),[1627745],1610612762.0,UTA,putback,,,Jones,D. Jones,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,,
469,PT01M29.00S,2023-03-10T01:50:01.6Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,93,93,2023-03-10T01:50:20Z,4600000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M29.00S,2023-03-10T01:50:01.6Z,3,REGULAR,substitution,out,[],1628365,,,1610612753,93,93,2023-03-10T01:50:20Z,4610000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M29.00S,2023-03-10T01:50:01.6Z,3,REGULAR,substitution,in,[],1629626,,,1610612753,93,93,2023-03-10T01:50:20Z,4620000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M29.00S,2023-03-10T01:50:01.6Z,3,REGULAR,substitution,in,[],1630532,,,1610612753,93,93,2023-03-10T01:50:20Z,4630000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M26.00S,2023-03-10T01:50:31.0Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,93,93,2023-03-10T01:50:37Z,4640000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1627739]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1.0,Dunn,1627739.0,,
474,PT01M26.00S,2023-03-10T01:50:31.0Z,3,REGULAR,steal,,[],1627739,,,1610612762,93,93,2023-03-10T01:51:16Z,4650000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
475,PT01M25.00S,2023-03-10T01:50:37.4Z,3,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612762,93,93,2023-03-10T01:50:46Z,4660000,False,,,0,,J. Suggs shooting personal FOUL (3 PF) (Fontecchio 2 FT),"[1630591, 1631323]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,3.0,0.0,,,,,,Fontecchio,1631323.0
477,PT01M25.00S,2023-03-10T01:51:15.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631323,,,1610612762,93,94,2023-03-10T01:51:15Z,4680000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (9 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
478,PT01M25.00S,2023-03-10T01:51:30.5Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631323,,,1610612762,93,95,2023-03-10T01:51:30Z,4690000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (10 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
479,PT01M05.00S,2023-03-10T01:51:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.754927726675426,61.76470588235294,1610612753,93,95,2023-03-10T01:52:01Z,4700000,False,-59.0,30.0,1,left,MISS F. Wagner 6' driving Layup - blocked,"[1630532, 1627739]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.59,Missed,,,,,,,,,,,,Dunn,1627739.0,,,,,
480,PT01M05.00S,2023-03-10T01:51:55.3Z,3,REGULAR,block,,[],1627739,,,1610612753,93,95,2023-03-10T01:51:58Z,4710000,False,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
481,PT01M02.00S,2023-03-10T01:51:58.3Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612762,93,95,2023-03-10T01:52:01Z,4720000,False,,,0,,K. Dunn REBOUND (Off:1 Def:5),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,479.0,6.0,5.0,1.0,,,,,,,,,,
482,PT00M59.70S,2023-03-10T01:52:01.7Z,3,REGULAR,turnover,lost ball,[],200752,,,1610612762,93,95,2023-03-10T01:54:01Z,4730000,False,,,0,,R. Gay lost ball TURNOVER (2 TO),"[200752, 1630175]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,Anthony,1630175.0,,
483,PT00M59.70S,2023-03-10T01:52:01.7Z,3,REGULAR,steal,,[],1630175,,,1610612753,93,95,2023-03-10T01:52:03Z,4740000,False,,,0,,C. Anthony STEAL (2 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT00M55.40S,2023-03-10T01:52:06.4Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,93,95,2023-03-10T01:52:12Z,4750000,False,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1631323]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Fontecchio,1631323.0,,
485,PT00M55.40S,2023-03-10T01:52:06.4Z,3,REGULAR,steal,,[],1631323,,,1610612762,93,95,2023-03-10T01:52:08Z,4760000,False,,,0,,S. Fontecchio STEAL (2 STL),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
486,PT00M46.80S,2023-03-10T01:52:14.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200752,92.32917214191852,62.254901960784316,1610612762,93,95,2023-03-10T02:02:10Z,4770000,False,61.0,20.0,1,right,MISS R. Gay 6' driving Layup,[200752],1610612762.0,UTA,driving,,,Gay,R. Gay,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
487,PT00M46.00S,2023-03-10T01:52:15.7Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,93,95,2023-03-10T01:52:36Z,4780000,False,,,0,,J. Suggs REBOUND (Off:2 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,486.0,3.0,1.0,2.0,,,,,,,,,,
488,PT00M46.00S,2023-03-10T01:52:21.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200752,,,1610612753,93,95,2023-03-10T01:52:41Z,4790000,False,,,0,,R. Gay transition take personal FOUL (3 PF) (Suggs 1 FT),"[200752, 1630591]",1610612762.0,UTA,transition take,,,Gay,R. Gay,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203593.0,3.0,0.0,,,,,,Suggs,1630591.0
490,PT00M46.00S,2023-03-10T01:52:46.0Z,3,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,93,95,2023-03-10T01:52:48Z,4810000,False,,,0,,MISS C. Anthony transition take Free Throw 1 of 1,[1630175],1610612753.0,ORL,transition take,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT00M46.00S,2023-03-10T01:52:46.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,93,95,2023-03-10T01:52:48Z,4820000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,
492,PT00M32.60S,2023-03-10T01:53:16.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630175,23.340998685939553,32.1078431372549,1610612753,93,95,2023-03-10T02:02:20Z,4830000,False,89.0,167.0,1,left,MISS C. Anthony 18' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,18.94,Missed,,,,,,,,,,,,,,,,,,
493,PT00M31.50S,2023-03-10T01:53:17.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,93,95,2023-03-10T01:53:30Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,492.0,,,,,,,,,,,,,
494,PT00M31.50S,2023-03-10T01:53:23.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612753,93,95,2023-03-10T01:53:34Z,4850000,False,,,0,,D. Jones loose ball personal FOUL (3 PF) (Bitadze 2 FT),"[1627745, 1629048]",1610612762.0,UTA,loose ball,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,3.0,0.0,,,,,,Bitadze,1629048.0
496,PT00M31.50S,2023-03-10T01:53:43.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629048,,,1610612753,93,95,2023-03-10T01:53:43Z,4870000,False,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT00M31.50S,2023-03-10T01:53:43.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,93,95,2023-03-10T01:53:43Z,4880000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,
