actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
265,PT06M21.00S,2023-01-26T00:57:25.8Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612754,54,47,2023-01-26T00:57:37Z,2590000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Duarte 2 FT),"[1628976, 1630537]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,202901.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,
267,PT06M21.00S,2023-01-26T00:57:54.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630537,,,1610612754,54,48,2023-01-26T00:57:54Z,2610000,False,,,0,,C. Duarte Free Throw 1 of 2 (4 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
268,PT06M21.00S,2023-01-26T00:58:13.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630537,,,1610612754,54,49,2023-01-26T00:58:13Z,2620000,False,,,0,,C. Duarte Free Throw 2 of 2 (5 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
269,PT06M02.00S,2023-01-26T00:58:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,5.469776609724048,54.90196078431373,1610612753,56,49,2023-01-26T00:58:39Z,2630000,False,-25.0,-1.0,1,left,B. Bol driving Layup (5 PTS),[1629626],1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,2.45,,,,,,,,,,,
270,PT05M48.00S,2023-01-26T00:58:47.7Z,2,REGULAR,2pt,Jump Shot,[],1630537,91.67214191852825,68.38235294117648,1610612754,56,51,2023-01-26T01:02:15Z,2640000,False,92.0,26.0,1,right,C. Duarte 9' fadeaway Jump Shot (7 PTS),[1630537],1610612754.0,IND,fadeaway,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Right,,,,,,Made,7.0,,9.55,,,,,,,,,,,
271,PT05M40.00S,2023-01-26T00:58:59.5Z,2,REGULAR,foul,personal,[],1630537,,,1610612753,56,51,2023-01-26T00:59:10Z,2650000,False,,,0,,C. Duarte personal FOUL (2 PF),"[1630537, 1629626]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,2.0,0.0,Bol,1629626.0,,,,,,,,,,,,,,,
273,PT05M40.00S,2023-01-26T00:59:10.1Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,56,51,2023-01-26T00:59:16Z,2670000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M40.00S,2023-01-26T00:59:10.1Z,2,REGULAR,substitution,in,[],203914,,,1610612753,56,51,2023-01-26T00:59:16Z,2680000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M31.00S,2023-01-26T00:59:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,6.258212877792378,54.65686274509803,1610612753,56,51,2023-01-26T00:59:35Z,2690000,False,-23.0,6.0,1,left,MISS B. Bol driving Layup,[1629626],1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.41,,,,,,,,,,,
277,PT05M29.00S,2023-01-26T00:59:31.3Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,56,51,2023-01-26T00:59:35Z,2710000,False,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,275.0,2.0,2.0,0.0,,,,
278,PT05M25.00S,2023-01-26T00:59:36.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1626167,89.17542706964521,50.245098039215684,1610612754,56,51,2023-01-26T01:04:58Z,2720000,False,1.0,49.0,1,right,MISS M. Turner turnaround Hook,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.93,,,,,,,,,,,
279,PT05M22.00S,2023-01-26T00:59:39.6Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,56,51,2023-01-26T00:59:50Z,2730000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,278.0,2.0,2.0,0.0,,,,
280,PT05M20.00S,2023-01-26T00:59:44.2Z,2,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612753,56,51,2023-01-26T00:59:55Z,2740000,False,,,0,,B. Bol bad pass out-of-bounds TURNOVER (1 TO),[1629626],1610612753.0,ORL,bad pass,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,1146.0,,,,,,,1.0,,,,,,,,,,,,
281,PT05M10.00S,2023-01-26T01:00:05.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,61.84296977660972,49.50980392156863,1610612754,56,54,2023-01-26T01:05:33Z,2750000,False,-2.0,306.0,1,right,B. Hield 30' 3PT pullup (11 PTS) (B. Mathurin 4 AST),"[1627741, 1631097]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Made,11.0,,30.62,B. Mathurin,1631097.0,4.0,,,,,,,,
283,PT04M53.00S,2023-01-26T01:00:22.6Z,2,REGULAR,2pt,Jump Shot,[],203914,23.866622864651774,29.166666666666668,1610612753,58,54,2023-01-26T01:00:29Z,2770000,False,104.0,172.0,1,left,G. Harris 20' pullup Jump Shot (8 PTS) (W. Carter Jr. 2 AST),"[203914, 1628976]",1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,Made,8.0,,20.09,W. Carter Jr.,1628976.0,2.0,,,,,,,,
285,PT04M41.00S,2023-01-26T01:00:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,91.67214191852825,44.6078431372549,1610612754,58,54,2023-01-26T01:00:40Z,2790000,False,-27.0,26.0,1,right,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.73,,,,,,,,,,,
286,PT04M38.00S,2023-01-26T01:00:38.0Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,58,54,2023-01-26T01:00:40Z,2800000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,285.0,2.0,1.0,1.0,,,,
287,PT04M33.00S,2023-01-26T01:00:43.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,15.062417871222076,44.11764705882353,1610612753,58,54,2023-01-26T01:02:39Z,2810000,False,29.0,89.0,1,left,MISS P. Banchero 9' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.38,,,,,,,,,,,
288,PT04M32.00S,2023-01-26T01:00:44.5Z,2,REGULAR,rebound,offensive,[],1629626,,,1610612753,58,54,2023-01-26T01:02:39Z,2820000,False,,,0,,B. Bol REBOUND (Off:1 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,287.0,3.0,2.0,1.0,,,,
289,PT04M32.00S,2023-01-26T01:00:53.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629626,5.590000152587891,50.0,1610612753,60,54,2023-01-26T01:00:53Z,2830000,False,0.0,0.0,1,left,B. Bol tip Layup (7 PTS),[1629626],1610612753.0,ORL,tip,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,Made,7.0,,0.0,,,,,,,,,,,
290,PT04M32.00S,2023-01-26T01:01:29.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,60,54,2023-01-26T01:01:29Z,2840000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M32.00S,2023-01-26T01:03:09.3Z,2,REGULAR,substitution,out,[],1629626,,,1610612754,60,54,2023-01-26T01:03:30Z,2850000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M32.00S,2023-01-26T01:03:09.3Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,60,54,2023-01-26T01:03:30Z,2860000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M32.00S,2023-01-26T01:03:09.3Z,2,REGULAR,substitution,out,[],1626167,,,1610612754,60,54,2023-01-26T01:03:30Z,2870000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M32.00S,2023-01-26T01:03:09.3Z,2,REGULAR,substitution,in,[],1630532,,,1610612754,60,54,2023-01-26T01:03:30Z,2880000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M32.00S,2023-01-26T01:03:09.3Z,2,REGULAR,substitution,in,[],204456,,,1610612754,60,54,2023-01-26T01:03:30Z,2890000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M32.00S,2023-01-26T01:03:09.3Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,60,54,2023-01-26T01:03:30Z,2900000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M17.00S,2023-01-26T01:03:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,86.5473061760841,49.26470588235294,1610612754,60,56,2023-01-26T01:03:59Z,2910000,False,-4.0,74.0,1,right,T. McConnell 7' pullup Jump Shot (7 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,,7.41,,,,,,,,,,,
298,PT04M01.00S,2023-01-26T01:04:09.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.732588699080158,50.0,1610612753,62,56,2023-01-26T01:04:17Z,2920000,False,0.0,1.0,1,left,W. Carter Jr. driving DUNK (9 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,0.14,P. Banchero,1631094.0,2.0,,,,,,,,
300,PT03M39.00S,2023-01-26T01:04:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,87.46714848883047,50.245098039215684,1610612754,62,56,2023-01-26T01:07:45Z,2940000,False,1.0,65.0,1,right,MISS I. Jackson 6' cutting Layup,[1630543],1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.53,,,,,,,,,,,
301,PT03M36.00S,2023-01-26T01:04:34.7Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,62,56,2023-01-26T01:04:39Z,2950000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,300.0,8.0,7.0,1.0,,,,
302,PT03M29.00S,2023-01-26T01:04:41.5Z,2,REGULAR,turnover,bad pass,[],1628365,,,1610612753,62,56,2023-01-26T01:04:45Z,2960000,False,,,0,,M. Fultz bad pass TURNOVER (1 TO),"[1628365, 1630537]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,Duarte,1630537.0,,
303,PT03M29.00S,2023-01-26T01:04:41.5Z,2,REGULAR,steal,,[],1630537,,,1610612754,62,56,2023-01-26T01:04:43Z,2970000,False,,,0,,C. Duarte STEAL (2 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
304,PT03M25.00S,2023-01-26T01:04:45.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630543,93.51182654402102,50.49019607843137,1610612754,62,58,2023-01-26T01:05:41Z,2980000,False,2.0,8.0,1,right,I. Jackson running alley-oop DUNK (4 PTS) (B. Hield 2 AST),"[1630543, 1627741]",1610612754.0,IND,running alley-oop,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,0.89,B. Hield,1627741.0,2.0,,,,,,,,
306,PT03M01.00S,2023-01-26T01:05:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,14.799605781865965,44.11764705882353,1610612753,62,58,2023-01-26T01:08:17Z,3000000,False,29.0,87.0,1,left,MISS F. Wagner 9' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.15,,,,,,,,,,,
307,PT02M58.00S,2023-01-26T01:05:12.7Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,62,58,2023-01-26T01:05:17Z,3010000,False,,,0,,O. Brissett REBOUND (Off:0 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,306.0,3.0,3.0,0.0,,,,
308,PT02M54.00S,2023-01-26T01:05:16.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",204456,92.46057818659659,48.03921568627451,1610612754,62,60,2023-01-26T01:09:14Z,3020000,False,-10.0,18.0,1,right,T. McConnell running reverse Layup (9 PTS),[204456],1610612754.0,IND,running reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,2.08,,,,,,,,,,,
310,PT02M31.00S,2023-01-26T01:05:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.863994743758213,61.029411764705884,1610612753,62,60,2023-01-26T01:10:01Z,3040000,False,-55.0,3.0,1,left,MISS P. Banchero cutting Layup - blocked,"[1631094, 1630543]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.52,,,,,,,,,,Jackson,1630543.0
311,PT02M31.00S,2023-01-26T01:05:40.7Z,2,REGULAR,block,,[],1630543,,,1610612753,62,60,2023-01-26T01:05:43Z,3050000,False,,,0,,I. Jackson BLOCK (3 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT02M31.00S,2023-01-26T01:05:40.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,62,60,2023-01-26T01:05:58Z,3060000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,310.0,,,,,,,
314,PT02M29.00S,2023-01-26T01:05:58.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,6.521024967148489,54.90196078431373,1610612753,64,60,2023-01-26T01:06:05Z,3080000,False,-25.0,9.0,1,left,P. Banchero cutting Layup (15 PTS) (M. Fultz 5 AST),"[1631094, 1628365]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,,2.6,M. Fultz,1628365.0,5.0,,,,,,,,
317,PT02M00.00S,2023-01-26T01:06:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,92.06636005256242,46.07843137254902,1610612754,64,60,2023-01-26T01:10:35Z,3110000,False,-20.0,22.0,1,right,MISS O. Brissett cutting Layup,[1629052],1610612754.0,IND,cutting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.95,,,,,,,,,,,
318,PT01M58.00S,2023-01-26T01:06:31.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,64,60,2023-01-26T01:07:26Z,3120000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,317.0,9.0,8.0,1.0,,,,
319,PT01M52.00S,2023-01-26T01:06:35.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203914,6.521024967148489,96.32352941176471,1610612753,67,60,2023-01-26T01:06:44Z,3130000,False,-232.0,9.0,1,left,G. Harris 3PT running (11 PTS) (F. Wagner 3 AST),"[203914, 1630532]",1610612753.0,ORL,running,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,,,,,,Made,11.0,,23.18,F. Wagner,1630532.0,3.0,,,,,,,,
321,PT01M28.00S,2023-01-26T01:06:58.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,93.77463863337714,50.49019607843137,1610612754,67,62,2023-01-26T01:07:04Z,3150000,False,2.0,6.0,1,right,I. Jackson cutting DUNK (6 PTS) (T. McConnell 5 AST),"[1630543, 204456]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,0.65,T. McConnell,204456.0,5.0,,,,,,,,
323,PT01M13.00S,2023-01-26T01:07:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,15.325229960578188,57.35294117647059,1610612753,69,62,2023-01-26T01:07:18Z,3170000,False,-37.0,92.0,1,left,W. Carter Jr. 9' Jump Shot (11 PTS) (M. Fultz 6 AST),"[1628976, 1628365]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,11.0,,9.87,M. Fultz,1628365.0,6.0,,,,,,,,
325,PT00M59.20S,2023-01-26T01:07:28.5Z,2,REGULAR,turnover,bad pass,[],204456,,,1610612754,69,62,2023-01-26T01:07:33Z,3190000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1631094]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,,,Banchero,1631094.0,,
326,PT00M59.20S,2023-01-26T01:07:28.5Z,2,REGULAR,steal,,[],1631094,,,1610612753,69,62,2023-01-26T01:07:30Z,3200000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
327,PT00M56.00S,2023-01-26T01:07:33.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,5.732588699080158,50.0,1610612753,71,62,2023-01-26T01:07:42Z,3210000,False,0.0,1.0,1,left,P. Banchero running alley-oop DUNK (17 PTS) (F. Wagner 4 AST),"[1631094, 1630532]",1610612753.0,ORL,running alley-oop,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,0.14,F. Wagner,1630532.0,4.0,,,,,,,,
329,PT00M41.40S,2023-01-26T01:07:52.6Z,2,REGULAR,3pt,Jump Shot,[],1627741,67.7562417871222,33.088235294117645,1610612754,71,65,2023-01-26T01:12:34Z,3230000,False,-85.0,251.0,1,right,B. Hield 26' 3PT pullup (14 PTS) (T. McConnell 6 AST),"[1627741, 204456]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,Made,14.0,,26.45,T. McConnell,204456.0,6.0,,,,,,,,
331,PT00M35.30S,2023-01-26T01:08:05.5Z,2,REGULAR,foul,offensive,[],1628976,,,1610612753,71,65,2023-01-26T01:13:06Z,3250000,False,,,0,,W. Carter Jr. offensive FOUL (3 PF),"[1628976, 1629052]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,202901.0,3.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
333,PT00M35.30S,2023-01-26T01:08:05.5Z,2,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,71,65,2023-01-26T01:08:05Z,3270000,False,,,0,,W. Carter Jr. offensive foul TURNOVER (3 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,202901.0,,,,,,,3.0,,,,,,,,,,,,
334,PT00M23.20S,2023-01-26T01:08:33.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,66.96780551905388,47.794117647058826,1610612754,71,68,2023-01-26T01:13:29Z,3280000,False,-11.0,258.0,1,right,B. Hield 25' 3PT pullup (17 PTS) (T. McConnell 7 AST),"[1627741, 204456]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Made,17.0,,25.82,T. McConnell,204456.0,7.0,,,,,,,,
336,PT00M01.10S,2023-01-26T01:09:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.835085413929041,48.529411764705884,1610612753,73,68,2023-01-26T01:13:57Z,3300000,False,7.0,21.0,1,left,F. Wagner driving finger roll Layup (8 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,2.24,,,,,,,,,,,
337,PT00M00.00S,2023-01-26T01:09:08.1Z,2,REGULAR,period,end,[],0,,,1610612754,73,68,2023-01-26T01:09:08Z,3310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-01-26T01:23:58.5Z,3,REGULAR,substitution,out,['startperiod'],1629052,,,1610612754,73,68,2023-01-26T01:24:17Z,3320000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2023-01-26T01:23:58.5Z,3,REGULAR,substitution,out,['startperiod'],1630543,,,1610612754,73,68,2023-01-26T01:24:17Z,3330000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-01-26T01:23:58.5Z,3,REGULAR,substitution,in,['startperiod'],1630174,,,1610612754,73,68,2023-01-26T01:24:17Z,3340000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2023-01-26T01:23:58.5Z,3,REGULAR,substitution,in,['startperiod'],1626167,,,1610612754,73,68,2023-01-26T01:24:17Z,3350000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-01-26T01:24:22.9Z,3,REGULAR,period,start,[],0,,,1610612754,73,68,2023-01-26T01:24:22Z,3360000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M48.00S,2023-01-26T01:24:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,10.64388961892247,54.65303308823529,1610612754,73,70,2023-01-26T01:24:51Z,3370000,False,-23.0,48.0,1,left,T. McConnell fadeaway Jump Shot (11 PTS) (M. Turner 1 AST),"[204456, 1626167]",1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,11.0,,5.3,M. Turner,1626167.0,1.0,,,,,,,,
345,PT11M27.00S,2023-01-26T01:24:54.4Z,3,REGULAR,3pt,Jump Shot,[],1628976,67.62483574244416,66.42156862745098,1610612753,73,70,2023-01-26T01:25:08Z,3390000,False,82.0,252.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.48,,,,,,,,,,,
346,PT11M26.00S,2023-01-26T01:24:55.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,73,70,2023-01-26T01:25:08Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,345.0,,,,,,,
348,PT11M15.00S,2023-01-26T01:25:27.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203914,93.9060446780552,54.166666666666664,1610612753,75,70,2023-01-26T01:25:33Z,3420000,False,21.0,5.0,1,right,G. Harris driving Layup (13 PTS) (P. Banchero 3 AST),"[203914, 1631094]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,2.13,P. Banchero,1631094.0,3.0,,,,,,,,
350,PT10M59.00S,2023-01-26T01:25:47.6Z,3,REGULAR,foul,personal,[],1630532,,,1610612754,75,70,2023-01-26T01:25:57Z,3440000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1630537]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right,1628953.0,1.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,
352,PT10M47.00S,2023-01-26T01:26:11.3Z,3,REGULAR,3pt,Jump Shot,[],1630174,31.09395532194481,36.029411764705884,1610612754,75,70,2023-01-26T01:26:17Z,3460000,False,70.0,240.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,24.98,,,,,,,,,,,
353,PT10M44.00S,2023-01-26T01:26:14.3Z,3,REGULAR,rebound,defensive,[],203914,,,1610612753,75,70,2023-01-26T01:26:17Z,3470000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,352.0,1.0,1.0,0.0,,,,
