actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
627,PT02M02.00S,2021-11-25T03:19:16.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,7.178055190538765,49.754901960784316,1610612761,113,122,2021-11-25T03:19:22Z,6160000,1.0,15.0,1,left,MISS P. Achiuwa driving DUNK - blocked,"[1630173, 1628991]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,1.5,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,
628,PT02M02.00S,2021-11-25T03:19:16.1Z,4,REGULAR,block,,[],1628991,,,1610612761,113,122,2021-11-25T03:23:05Z,6170000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M57.00S,2021-11-25T03:19:21.1Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,113,122,2021-11-25T03:19:22Z,6180000,,,0,,S. Barnes REBOUND (Off:3 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,627.0,9.0,6.0,3.0,,,,,,,,,,,,,,
661,PT01M57.00S,2021-11-25T03:19:21.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629018,10.068988173455978,49.01960784313725,1610612761,113,122,2021-11-25T03:25:24Z,6185000,5.0,42.0,1,left,MISS G. Trent Jr. driving finger roll Layup - blocked,"[1629018, 1628991]",1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,4.24,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,
662,PT01M57.00S,2021-11-25T03:19:21.2Z,4,REGULAR,block,,[],1628991,,,1610612761,113,122,2021-11-25T03:24:56Z,6187500,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M55.00S,2021-11-25T03:19:23.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,113,122,2021-11-25T03:25:34Z,6188750,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,661.0,,,,,,,,,,,,,,,,,
630,PT01M55.00S,2021-11-25T03:19:26.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,113,122,2021-11-25T03:19:26Z,6190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M53.00S,2021-11-25T03:19:45.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627783,15.588042049934298,46.07843137254902,1610612761,113,122,2021-11-25T03:24:56Z,6200000,20.0,94.0,1,left,MISS P. Siakam 9' Hook,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,9.6,Missed,,,,,,,,,,,,,,,,,,,
632,PT01M50.00S,2021-11-25T03:19:48.9Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,113,122,2021-11-25T03:19:51Z,6210000,,,0,,B. Clarke REBOUND (Off:2 Def:5),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,631.0,7.0,5.0,2.0,,,,,,,,,,,,,,
633,PT01M44.00S,2021-11-25T03:19:54.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,89.17542706964521,55.63725490196079,1610612763,113,122,2021-11-25T03:20:03Z,6220000,28.0,49.0,1,right,MISS D. Bane driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,5.68,Missed,,,,,,,,,,,,,,,,,,,
634,PT01M43.00S,2021-11-25T03:19:55.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,113,122,2021-11-25T03:20:03Z,6230000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,633.0,,,,,,,,,,,,,,,,,
635,PT01M43.00S,2021-11-25T03:20:00.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,113,122,2021-11-25T03:20:00Z,6240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M25.00S,2021-11-25T03:20:34.0Z,4,REGULAR,2pt,Jump Shot,[],1629018,21.76412614980289,36.029411764705884,1610612761,113,122,2021-11-25T03:25:16Z,6250000,70.0,152.0,1,left,MISS G. Trent Jr. 16' step back bank Shot,[1629018],1610612761.0,TOR,step back bank,,,Trent Jr.,G. Trent Jr.,,,,,16.74,Missed,,,,,,,,,,,,,,,,,,,
637,PT01M21.00S,2021-11-25T03:20:38.0Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,113,122,2021-11-25T03:20:49Z,6260000,,,0,,B. Clarke REBOUND (Off:2 Def:6),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,636.0,8.0,6.0,2.0,,,,,,,,,,,,,,
638,PT01M21.00S,2021-11-25T03:20:48.5Z,4,REGULAR,foul,personal,[],1627783,,,1610612763,113,122,2021-11-25T03:21:12Z,6270000,,,0,,P. Siakam personal FOUL (3 PF),"[1627783, 1629630]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,1148.0,3.0,0.0,Morant,1629630.0,,,,,,
640,PT01M11.00S,2021-11-25T03:21:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.64323258869908,49.01960784313725,1610612763,113,122,2021-11-25T03:21:16Z,6290000,-5.0,7.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,0.88,Missed,,,,,,,,,,,,,,,,,,,
641,PT01M08.00S,2021-11-25T03:21:13.2Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,113,122,2021-11-25T03:21:16Z,6300000,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,640.0,4.0,2.0,2.0,,,,,,,,,,,,,,
642,PT00M52.10S,2021-11-25T03:21:30.1Z,4,REGULAR,2pt,Jump Shot,[],1627783,22.815374507227332,24.509803921568626,1610612761,113,122,2021-11-25T03:21:35Z,6310000,127.0,162.0,1,left,MISS P. Siakam 20' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,20.62,Missed,,,,,,,,,,,,,,,,,,,
643,PT00M50.10S,2021-11-25T03:21:32.1Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,113,122,2021-11-25T03:21:35Z,6320000,,,0,,J. Morant REBOUND (Off:4 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,642.0,6.0,2.0,4.0,,,,,,,,,,,,,,
644,PT00M43.60S,2021-11-25T03:21:38.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,67.36202365308804,21.07843137254902,1610612763,113,122,2021-11-25T03:21:46Z,6330000,-145.0,254.0,1,right,MISS D. Brooks 29' running 3PT,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,29.25,Missed,,,,,,,,,,,,,,,,,,,
645,PT00M40.40S,2021-11-25T03:21:41.8Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,113,122,2021-11-25T03:21:46Z,6340000,,,0,,F. VanVleet REBOUND (Off:1 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,644.0,5.0,4.0,1.0,,,,,,,,,,,,,,
646,PT00M40.10S,2021-11-25T03:21:44.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,113,122,2021-11-25T03:21:44Z,6350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M39.30S,2021-11-25T03:22:04.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612761,113,122,2021-11-25T03:22:22Z,6360000,,,0,,J. Morant take personal FOUL (1 PF) (Siakam 2 FT),"[1629630, 1627783]",1610612763.0,MEM,take,,,Morant,J. Morant,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Siakam,1627783.0,,,,,,
649,PT00M39.30S,2021-11-25T03:22:37.9Z,4,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,113,123,2021-11-25T03:22:37Z,6380000,,,0,,P. Siakam Free Throw 1 of 2 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
650,PT00M39.30S,2021-11-25T03:22:46.5Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,113,123,2021-11-25T03:22:53Z,6390000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M39.30S,2021-11-25T03:22:46.5Z,4,REGULAR,substitution,in,[],1630625,,,1610612761,113,123,2021-11-25T03:22:53Z,6400000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M39.30S,2021-11-25T03:23:11.0Z,4,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,113,124,2021-11-25T03:23:11Z,6410000,,,0,,P. Siakam Free Throw 2 of 2 (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
653,PT00M31.40S,2021-11-25T03:23:19.7Z,4,REGULAR,3pt,Jump Shot,[],1628415,93.11760840998686,3.1862745098039214,1610612763,113,124,2021-11-25T03:23:25Z,6420000,-234.0,12.0,1,right,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
654,PT00M28.20S,2021-11-25T03:23:22.9Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,113,124,2021-11-25T03:23:25Z,6430000,,,0,,F. VanVleet REBOUND (Off:1 Def:5),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,653.0,6.0,5.0,1.0,,,,,,,,,,,,,,
655,PT00M13.10S,2021-11-25T03:23:38.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.863994743758213,50.73529411764706,1610612761,113,126,2021-11-25T03:23:44Z,6440000,-4.0,3.0,1,left,P. Siakam cutting Layup (17 PTS) (F. VanVleet 7 AST),"[1627783, 1627832]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,0.45,Made,17.0,,,,,F. VanVleet,1627832.0,7.0,,,,,,,,,,,
657,PT00M07.80S,2021-11-25T03:23:45.9Z,4,REGULAR,3pt,Jump Shot,[],1628415,71.82982917214193,19.852941176470587,1610612763,113,126,2021-11-25T03:24:01Z,6460000,-151.0,212.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
658,PT00M04.90S,2021-11-25T03:23:48.8Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,113,126,2021-11-25T03:23:48Z,6470000,,,0,,P. Siakam REBOUND (Off:2 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,657.0,7.0,5.0,2.0,,,,,,,,,,,,,,
659,PT00M00.00S,2021-11-25T03:24:03.4Z,4,REGULAR,period,end,[],0,,,1610612761,113,126,2021-11-25T03:24:03Z,6480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M00.00S,2021-11-25T03:24:06.4Z,4,REGULAR,game,end,[],0,,,0,113,126,2021-11-25T03:24:06Z,6490000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
