actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
609,PT05M21.00S,2021-11-11T03:00:59.9Z,4,REGULAR,freethrow,3 of 3,[],1626162,,,1610612766,90,100,2021-11-11T03:01:56Z,6000000,,,0,,K. Oubre Jr. Free Throw 3 of 3 (29 PTS),[1626162],1610612766.0,CHA,,,,,,,,Made,29.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
610,PT05M07.00S,2021-11-11T03:01:56.8Z,4,REGULAR,3pt,Jump Shot,[],1628415,70.12155059132719,20.098039215686274,1610612763,93,100,2021-11-11T03:02:03Z,6010000,-150.0,228.0,1,right,D. Brooks 27' 3PT  (17 PTS) (J. Morant 7 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,,,,27.3,Made,17.0,Brooks,D. Brooks,J. Morant,1629630.0,7.0,,,,,,,,,,,,,,,
612,PT04M48.00S,2021-11-11T03:02:15.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,19.398817345597898,49.50980392156863,1610612766,93,102,2021-11-11T03:02:20Z,6030000,2.0,130.0,1,left,K. Oubre Jr. 12' Jump Shot (31 PTS) (M. Plumlee 5 AST),"[1626162, 203486]",1610612766.0,CHA,,,,,,,12.98,Made,31.0,Oubre Jr.,K. Oubre Jr.,M. Plumlee,203486.0,5.0,,,,,,,,,,,,,,,
614,PT04M43.00S,2021-11-11T03:02:20.3Z,4,REGULAR,turnover,bad pass,[],203500,,,1610612763,93,102,2021-11-11T03:02:25Z,6050000,,,0,,S. Adams bad pass TURNOVER (2 TO),"[203500, 1626179]",1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,2.0,Rozier,1626179.0,,,,,
615,PT04M43.00S,2021-11-11T03:02:20.3Z,4,REGULAR,steal,,[],1626179,,,1610612766,93,102,2021-11-11T03:02:23Z,6060000,,,0,,T. Rozier STEAL (2 STL),[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
616,PT04M33.00S,2021-11-11T03:02:30.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,29.6484888304862,73.0392156862745,1610612766,93,102,2021-11-11T03:02:37Z,6070000,-115.0,226.0,1,left,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,,,,25.38,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
617,PT04M30.00S,2021-11-11T03:02:33.6Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,93,102,2021-11-11T03:02:37Z,6080000,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:3),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,616.0,6.0,3.0,3.0,,,,,,,,,,,
618,PT04M22.00S,2021-11-11T03:02:41.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203500,87.20433639947439,48.529411764705884,1610612763,95,102,2021-11-11T03:02:51Z,6090000,-7.0,68.0,1,right,S. Adams 6' driving Hook (9 PTS) (D. Brooks 5 AST),"[203500, 1628415]",1610612763.0,MEM,driving,,,,,,6.82,Made,9.0,Adams,S. Adams,D. Brooks,1628415.0,5.0,,,,,,,,,,,,,,,
620,PT04M01.00S,2021-11-11T03:03:02.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,7.835085413929041,54.65686274509803,1610612766,95,102,2021-11-11T03:03:52Z,6110000,-23.0,21.0,1,left,MISS J. McDaniels driving floating Shot - blocked,"[1629667, 1628991]",1610612766.0,CHA,driving floating,,,,,,3.14,Missed,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
621,PT04M01.00S,2021-11-11T03:03:02.7Z,4,REGULAR,block,,[],1628991,,,1610612766,95,102,2021-11-11T03:03:05Z,6120000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
622,PT04M01.00S,2021-11-11T03:03:02.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,95,102,2021-11-11T03:03:52Z,6130000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,620.0,,,,,,,,,,,,,,
623,PT04M01.00S,2021-11-11T03:03:08.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,95,102,2021-11-11T03:03:08Z,6140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M01.00S,2021-11-11T03:03:20.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,95,102,2021-11-11T03:03:20Z,6150000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT04M01.00S,2021-11-11T03:05:36.5Z,4,REGULAR,substitution,out,[],203500,,,1610612766,95,102,2021-11-11T03:06:02Z,6160000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
628,PT04M01.00S,2021-11-11T03:05:36.5Z,4,REGULAR,substitution,out,[],1626179,,,1610612766,95,102,2021-11-11T03:06:02Z,6170000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
629,PT04M01.00S,2021-11-11T03:05:36.5Z,4,REGULAR,substitution,in,[],1629001,,,1610612766,95,102,2021-11-11T03:06:02Z,6180000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
630,PT04M01.00S,2021-11-11T03:05:36.5Z,4,REGULAR,substitution,in,[],1630163,,,1610612766,95,102,2021-11-11T03:06:02Z,6190000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
631,PT03M58.00S,2021-11-11T03:06:16.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,95,102,2021-11-11T03:06:16Z,6200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M57.00S,2021-11-11T03:06:31.2Z,4,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612766,95,102,2021-11-11T03:07:03Z,6210000,,,0,,D. Bane shooting personal FOUL (6 PF) (Hayward 2 FT),"[1630217, 202330]",1610612763.0,MEM,shooting,,,,,,,,,Bane,D. Bane,,,,,,,,202035.0,6.0,0.0,,,,Hayward,202330.0,,,
634,PT03M57.00S,2021-11-11T03:06:54.2Z,4,REGULAR,substitution,out,[],1630217,,,1610612766,95,102,2021-11-11T03:06:58Z,6230000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
635,PT03M57.00S,2021-11-11T03:06:54.2Z,4,REGULAR,substitution,in,[],203937,,,1610612766,95,102,2021-11-11T03:06:58Z,6240000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
638,PT03M57.00S,2021-11-11T03:07:19.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],202330,,,1610612766,95,103,2021-11-11T03:07:19Z,6250000,,,0,,G. Hayward Free Throw 1 of 2 (20 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,20.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
639,PT03M57.00S,2021-11-11T03:07:43.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],202330,,,1610612766,95,104,2021-11-11T03:07:43Z,6260000,,,0,,G. Hayward Free Throw 2 of 2 (21 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,21.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
640,PT03M45.00S,2021-11-11T03:08:02.3Z,4,REGULAR,foul,personal,['2freethrow'],203486,,,1610612763,95,104,2021-11-11T03:08:17Z,6270000,,,0,,M. Plumlee shooting personal FOUL (5 PF) (Anderson 2 FT),"[203486, 203937]",1610612766.0,CHA,shooting,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,202035.0,5.0,0.0,,,,Anderson,203937.0,,,
642,PT03M45.00S,2021-11-11T03:08:37.8Z,4,REGULAR,freethrow,1 of 2,[],203937,,,1610612763,95,104,2021-11-11T03:08:37Z,6290000,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612763.0,MEM,,,,,,,,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
643,PT03M45.00S,2021-11-11T03:08:37.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,95,104,2021-11-11T03:08:37Z,6300000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,642.0,,,,,,,,,,,,,,
644,PT03M45.00S,2021-11-11T03:08:56.0Z,4,REGULAR,freethrow,2 of 2,[],203937,,,1610612763,96,104,2021-11-11T03:08:56Z,6310000,,,0,,K. Anderson Free Throw 2 of 2 (10 PTS),[203937],1610612763.0,MEM,,,,,,,,Made,10.0,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
645,PT03M30.00S,2021-11-11T03:09:14.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,14.011169513797633,37.254901960784316,1610612766,96,104,2021-11-11T03:09:20Z,6320000,64.0,79.0,1,left,MISS L. Ball 10' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,,,,10.16,Missed,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
646,PT03M27.00S,2021-11-11T03:09:17.7Z,4,REGULAR,rebound,defensive,[],1628415,,,1610612763,96,104,2021-11-11T03:09:20Z,6330000,,,0,,D. Brooks REBOUND (Off:0 Def:4),[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,645.0,4.0,4.0,0.0,,,,,,,,,,,
647,PT03M22.00S,2021-11-11T03:09:21.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,92.85479632063075,48.03921568627451,1610612763,96,104,2021-11-11T03:09:31Z,6340000,-10.0,15.0,1,right,MISS D. Brooks running Layup - blocked,"[1628415, 203486]",1610612763.0,MEM,running,,,,,,1.77,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,Plumlee,203486.0,
648,PT03M22.00S,2021-11-11T03:09:21.8Z,4,REGULAR,block,,[],203486,,,1610612763,96,104,2021-11-11T03:09:24Z,6350000,,,0,,M. Plumlee BLOCK (2 BLK),[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
649,PT03M20.00S,2021-11-11T03:09:23.8Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,96,104,2021-11-11T03:09:31Z,6360000,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,647.0,5.0,5.0,0.0,,,,,,,,,,,
650,PT03M20.00S,2021-11-11T03:09:28.3Z,4,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,96,104,2021-11-11T03:09:51Z,6370000,,,0,,J. McDaniels step out-of-bounds TURNOVER (1 TO),[1629667],1610612766.0,CHA,step,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,1146.0,,,1.0,,,,,,,
651,PT03M11.00S,2021-11-11T03:09:57.9Z,4,REGULAR,foul,personal,[],1629667,,,1610612763,96,104,2021-11-11T03:10:06Z,6380000,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 1628415]",1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,2002.0,1.0,0.0,,,,Brooks,1628415.0,,,
653,PT02M58.00S,2021-11-11T03:10:34.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203937,73.9323258869908,48.529411764705884,1610612763,96,104,2021-11-11T03:10:41Z,6400000,-7.0,193.0,1,right,MISS K. Anderson 19' step back Shot,[203937],1610612763.0,MEM,step back,,,,,,19.26,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
654,PT02M54.00S,2021-11-11T03:10:38.0Z,4,REGULAR,rebound,offensive,[],1629630,,,1610612763,96,104,2021-11-11T03:10:41Z,6410000,,,0,,J. Morant REBOUND (Off:2 Def:5),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,653.0,7.0,5.0,2.0,,,,,,,,,,,
655,PT02M54.00S,2021-11-11T03:10:37.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629630,94.40999984741211,50.0,1610612763,96,104,2021-11-11T03:10:37Z,6420000,0.0,0.0,1,right,MISS J. Morant tip Layup,[1629630],1610612763.0,MEM,tip,,,,,,0.0,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
656,PT02M52.00S,2021-11-11T03:10:39.7Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,96,104,2021-11-11T03:10:39Z,6430000,,,0,,J. McDaniels REBOUND (Off:0 Def:6),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,655.0,6.0,6.0,0.0,,,,,,,,,,,
657,PT02M32.00S,2021-11-11T03:11:00.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,8.229303547963205,48.77450980392157,1610612766,96,106,2021-11-11T03:11:06Z,6440000,6.0,25.0,1,left,L. Ball driving finger roll Layup (12 PTS) (J. McDaniels 1 AST),"[1630163, 1629667]",1610612766.0,CHA,driving finger roll,,,,,,2.56,Made,12.0,Ball,L. Ball,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,,
659,PT02M16.00S,2021-11-11T03:11:17.2Z,4,REGULAR,foul,personal,['2freethrow'],203486,,,1610612763,96,106,2021-11-11T03:12:08Z,6460000,,,0,,M. Plumlee shooting personal FOUL (6 PF) (Morant 2 FT),"[203486, 1629630]",1610612766.0,CHA,shooting,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,1146.0,6.0,0.0,,,,Morant,1629630.0,,,
661,PT02M16.00S,2021-11-11T03:11:38.0Z,4,REGULAR,substitution,out,[],203486,,,1610612763,96,106,2021-11-11T03:12:04Z,6480000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
662,PT02M16.00S,2021-11-11T03:11:38.0Z,4,REGULAR,substitution,in,[],1628970,,,1610612763,96,106,2021-11-11T03:12:04Z,6490000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
663,PT02M16.00S,2021-11-11T03:12:15.7Z,4,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,97,106,2021-11-11T03:12:15Z,6500000,,,0,,J. Morant Free Throw 1 of 2 (29 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,29.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
664,PT02M16.00S,2021-11-11T03:12:25.5Z,4,REGULAR,substitution,out,[],1629667,,,1610612763,97,106,2021-11-11T03:12:28Z,6510000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
665,PT02M16.00S,2021-11-11T03:12:25.5Z,4,REGULAR,substitution,in,[],1626179,,,1610612763,97,106,2021-11-11T03:12:28Z,6520000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
666,PT02M16.00S,2021-11-11T03:12:38.3Z,4,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,98,106,2021-11-11T03:12:38Z,6530000,,,0,,J. Morant Free Throw 2 of 2 (30 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,30.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
667,PT02M00.00S,2021-11-11T03:12:56.9Z,4,REGULAR,3pt,Jump Shot,[],1626162,32.013797634691194,66.42156862745098,1610612766,98,109,2021-11-11T03:13:01Z,6540000,-82.0,248.0,1,left,K. Oubre Jr. 26' 3PT  (34 PTS) (L. Ball 8 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,,,,26.16,Made,34.0,Oubre Jr.,K. Oubre Jr.,L. Ball,1630163.0,8.0,,,,,,,,,,,,,,,
669,PT01M48.00S,2021-11-11T03:13:12.1Z,4,REGULAR,3pt,Jump Shot,[],1628415,68.54467805519053,71.07843137254902,1610612763,98,109,2021-11-11T03:13:17Z,6560000,105.0,243.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,,,,26.51,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
670,PT01M44.00S,2021-11-11T03:13:16.1Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,98,109,2021-11-11T03:13:17Z,6570000,,,0,,L. Ball REBOUND (Off:1 Def:8),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,669.0,9.0,8.0,1.0,,,,,,,,,,,
671,PT01M24.00S,2021-11-11T03:13:35.4Z,4,REGULAR,3pt,Jump Shot,[],1630163,32.013797634691194,82.35294117647058,1610612766,98,109,2021-11-11T03:13:41Z,6580000,-162.0,248.0,1,left,MISS L. Ball 29' 3PT,[1630163],1610612766.0,CHA,,,,,,,29.64,Missed,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
672,PT01M23.00S,2021-11-11T03:13:36.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,98,109,2021-11-11T03:13:41Z,6590000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,671.0,,,,,,,,,,,,,,
673,PT01M23.00S,2021-11-11T03:13:39.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,98,109,2021-11-11T03:13:39Z,6600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT01M23.00S,2021-11-11T03:13:42.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,98,109,2021-11-11T03:13:42Z,6610000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT01M19.00S,2021-11-11T03:15:20.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,83.13074901445466,36.27450980392157,1610612763,98,109,2021-11-11T03:15:25Z,6620000,-69.0,106.0,1,right,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,,,,12.63,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
676,PT01M16.00S,2021-11-11T03:15:23.0Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,98,109,2021-11-11T03:15:25Z,6630000,,,0,,M. Bridges REBOUND (Off:2 Def:7),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,675.0,9.0,7.0,2.0,,,,,,,,,,,
677,PT01M05.00S,2021-11-11T03:15:33.6Z,4,REGULAR,3pt,Jump Shot,[],1626162,7.30946123521682,4.166666666666666,1610612766,98,112,2021-11-11T03:15:37Z,6640000,229.0,16.0,1,left,K. Oubre Jr. 3PT  (37 PTS) (M. Bridges 6 AST),"[1626162, 1628970]",1610612766.0,CHA,,,,,,,22.98,Made,37.0,Oubre Jr.,K. Oubre Jr.,M. Bridges,1628970.0,6.0,,,,,,,,,,,,,,,
679,PT00M58.40S,2021-11-11T03:15:44.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,84.57621550591328,48.28431372549019,1610612763,100,112,2021-11-11T03:15:49Z,6660000,-9.0,92.0,1,right,K. Anderson 9' driving floating Jump Shot (12 PTS) (D. Melton 3 AST),"[203937, 1629001]",1610612763.0,MEM,driving floating,,,,,,9.29,Made,12.0,Anderson,K. Anderson,D. Melton,1629001.0,3.0,,,,,,,,,,,,,,,
681,PT00M55.10S,2021-11-11T03:15:51.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612766,100,112,2021-11-11T03:16:32Z,6680000,,,0,,D. Brooks take personal FOUL (3 PF) (Hayward 2 FT),"[1628415, 202330]",1610612763.0,MEM,take,,,,,,,,,Brooks,D. Brooks,,,,,,,,202035.0,3.0,1.0,,,,Hayward,202330.0,,,
683,PT00M55.10S,2021-11-11T03:16:18.4Z,4,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,100,113,2021-11-11T03:16:18Z,6700000,,,0,,G. Hayward Free Throw 1 of 2 (22 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,22.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
684,PT00M55.10S,2021-11-11T03:16:29.2Z,4,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,100,114,2021-11-11T03:16:29Z,6710000,,,0,,G. Hayward Free Throw 2 of 2 (23 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,23.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
685,PT00M49.80S,2021-11-11T03:16:36.5Z,4,REGULAR,3pt,Jump Shot,[],1628415,73.80091984231275,17.401960784313726,1610612763,103,114,2021-11-11T03:16:40Z,6720000,-163.0,194.0,1,right,D. Brooks 25' 3PT  (20 PTS) (J. Morant 8 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,,,,25.32,Made,20.0,Brooks,D. Brooks,J. Morant,1629630.0,8.0,,,,,,,,,,,,,,,
687,PT00M45.70S,2021-11-11T03:16:45.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612766,103,114,2021-11-11T03:16:55Z,6740000,,,0,,D. Melton personal FOUL (1 PF) (Rozier 2 FT),"[1629001, 1626179]",1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,202035.0,1.0,0.0,,,,Rozier,1626179.0,,,
689,PT00M45.70S,2021-11-11T03:17:13.9Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,103,114,2021-11-11T03:17:13Z,6760000,,,0,,MISS T. Rozier Free Throw 1 of 2,[1626179],1610612766.0,CHA,,,,,,,,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
690,PT00M45.70S,2021-11-11T03:17:13.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,103,114,2021-11-11T03:17:13Z,6770000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,689.0,,,,,,,,,,,,,,
691,PT00M45.70S,2021-11-11T03:17:29.5Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,103,115,2021-11-11T03:17:29Z,6780000,,,0,,T. Rozier Free Throw 2 of 2 (11 PTS),[1626179],1610612766.0,CHA,,,,,,,,Made,11.0,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
692,PT00M41.90S,2021-11-11T03:17:37.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,92.9862023653088,48.77450980392157,1610612763,105,115,2021-11-11T03:20:13Z,6790000,-6.0,13.0,1,right,J. Morant running DUNK (32 PTS),[1629630],1610612763.0,MEM,running,,,,,,1.47,Made,32.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
693,PT00M38.40S,2021-11-11T03:17:43.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612766,105,115,2021-11-11T03:18:03Z,6800000,,,0,,J. Jackson Jr. take personal FOUL (2 PF) (Bridges 2 FT),"[1628991, 1628970]",1610612763.0,MEM,take,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,202035.0,2.0,0.0,,,,Bridges,1628970.0,,,
695,PT00M38.40S,2021-11-11T03:18:09.4Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,105,116,2021-11-11T03:18:09Z,6820000,,,0,,M. Bridges Free Throw 1 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,,,,,Made,10.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
696,PT00M38.40S,2021-11-11T03:18:22.4Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,105,116,2021-11-11T03:18:22Z,6830000,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,,,,,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
697,PT00M37.20S,2021-11-11T03:18:23.3Z,4,REGULAR,rebound,defensive,[],203937,,,1610612763,105,116,2021-11-11T03:18:23Z,6840000,,,0,,K. Anderson REBOUND (Off:1 Def:6),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,696.0,7.0,6.0,1.0,,,,,,,,,,,
698,PT00M30.90S,2021-11-11T03:18:29.5Z,4,REGULAR,turnover,lost ball,[],1629630,,,1610612763,105,116,2021-11-11T03:20:26Z,6850000,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 1626162]",1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,
699,PT00M30.90S,2021-11-11T03:18:29.5Z,4,REGULAR,steal,,[],1626162,,,1610612766,105,116,2021-11-11T03:18:31Z,6860000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
700,PT00M27.20S,2021-11-11T03:18:33.3Z,4,REGULAR,turnover,bad pass,[],1630163,,,1610612766,105,116,2021-11-11T03:18:38Z,6870000,,,0,,L. Ball bad pass TURNOVER (4 TO),"[1630163, 1628415]",1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,4.0,Brooks,1628415.0,,,,,
701,PT00M27.20S,2021-11-11T03:18:33.3Z,4,REGULAR,steal,,[],1628415,,,1610612763,105,116,2021-11-11T03:18:35Z,6880000,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
702,PT00M23.60S,2021-11-11T03:18:36.9Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628991,71.96123521681997,80.3921568627451,1610612763,108,116,2021-11-11T03:18:48Z,6890000,152.0,211.0,1,right,J. Jackson Jr. 26' 3PT  (19 PTS) (D. Brooks 6 AST),"[1628991, 1628415]",1610612763.0,MEM,,,,,,,26.01,Made,19.0,Jackson Jr.,J. Jackson Jr.,D. Brooks,1628415.0,6.0,,,,,,,,,,,,,,,
704,PT00M11.50S,2021-11-11T03:18:54.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612766,108,116,2021-11-11T03:24:17Z,6910000,,,0,,D. Brooks personal FOUL (4 PF) (Hayward 2 FT),"[1628415, 202330]",1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,202035.0,4.0,1.0,,,,Hayward,202330.0,,,
