actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
356,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612759,68,58,2022-03-01T02:22:22Z,3450000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612759,68,58,2022-03-01T02:22:22Z,3460000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,out,['startperiod'],1629022,,,1610612759,68,58,2022-03-01T02:22:22Z,3470000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,out,['startperiod'],1630563,,,1610612759,68,58,2022-03-01T02:22:22Z,3480000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,68,58,2022-03-01T02:22:22Z,3490000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612759,68,58,2022-03-01T02:22:22Z,3500000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,in,['startperiod'],1630217,,,1610612759,68,58,2022-03-01T02:22:22Z,3510000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,68,58,2022-03-01T02:22:22Z,3520000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612759,68,58,2022-03-01T02:22:22Z,3530000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-03-01T02:21:12.2Z,3,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,68,58,2022-03-01T02:22:22Z,3540000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-03-01T02:22:34.1Z,3,REGULAR,period,start,[],0,,,1610612759,68,58,2022-03-01T02:22:34Z,3550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M41.00S,2022-03-01T02:22:52.7Z,3,REGULAR,3pt,Jump Shot,[],1629640,30.17411300919842,34.55882352941176,1610612759,68,58,2022-03-01T02:22:56Z,3560000,77.0,231.0,1,left,MISS K. Johnson 24' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,,,,24.37,Missed,,,,,,,,,,,,,,,,
368,PT11M38.00S,2022-03-01T02:22:55.7Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,68,58,2022-03-01T02:22:56Z,3570000,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,367.0,,,,2.0,2.0,0.0,,,,,,
369,PT11M26.00S,2022-03-01T02:23:16.5Z,3,REGULAR,foul,personal,[],1630170,,,1610612763,68,58,2022-03-01T02:23:19Z,3580000,,,0,,D. Vassell personal FOUL (3 PF),"[1630170, 1628991]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Jackson Jr.,1628991.0,
371,PT11M14.00S,2022-03-01T02:23:36.0Z,3,REGULAR,2pt,Jump Shot,[],1629630,77.08607095926413,50.245098039215684,1610612763,68,58,2022-03-01T02:23:40Z,3600000,1.0,163.0,1,right,MISS J. Morant 16' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,,,16.29,Missed,,,,,,,,,,,,,,,,
372,PT11M10.00S,2022-03-01T02:23:40.0Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,68,58,2022-03-01T02:23:40Z,3610000,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,371.0,,,,4.0,4.0,0.0,,,,,,
373,PT10M59.00S,2022-03-01T02:23:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.783837056504599,49.01960784313725,1610612759,68,60,2022-03-01T02:23:59Z,3620000,5.0,11.0,1,left,D. Murray driving finger roll Layup (12 PTS) (D. McDermott 3 AST),"[1627749, 203926]",1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,,,,1.23,Made,12.0,,,,D. McDermott,203926.0,3.0,,,,,,,,,
375,PT10M59.00S,2022-03-01T02:23:57.3Z,3,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612759,68,60,2022-03-01T02:24:08Z,3640000,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Murray 1 FT),"[1628991, 1627749]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Murray,1627749.0,
377,PT10M59.00S,2022-03-01T02:24:18.2Z,3,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,68,61,2022-03-01T02:24:18Z,3660000,,,0,,D. Murray Free Throw 1 of 1 (13 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
378,PT10M47.00S,2022-03-01T02:24:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.64323258869908,52.69607843137255,1610612763,70,61,2022-03-01T02:24:35Z,3670000,13.0,7.0,1,right,J. Morant driving finger roll Layup (31 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,,,1.53,Made,31.0,,,,,,,,,,,,,,,
379,PT10M31.00S,2022-03-01T02:24:48.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,9.543363994743759,45.34313725490196,1610612759,70,61,2022-03-01T02:25:48Z,3680000,23.0,37.0,1,left,MISS K. Johnson driving bank Hook,[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,,,,4.39,Missed,,,,,,,,,,,,,,,,
380,PT10M29.00S,2022-03-01T02:24:50.2Z,3,REGULAR,rebound,offensive,[],1629640,,,1610612759,70,61,2022-03-01T02:25:48Z,3690000,,,0,,K. Johnson REBOUND (Off:3 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,379.0,,,,6.0,3.0,3.0,,,,,,
381,PT10M22.00S,2022-03-01T02:24:57.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627749,18.610381077529567,53.67647058823529,1610612759,70,61,2022-03-01T02:25:02Z,3700000,-18.0,122.0,1,left,MISS D. Murray 12' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,12.38,Missed,,,,,,,,,,,,,,,,
382,PT10M18.00S,2022-03-01T02:25:01.5Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,70,61,2022-03-01T02:25:02Z,3710000,,,0,,S. Adams REBOUND (Off:3 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,381.0,,,,9.0,6.0,3.0,,,,,,
383,PT10M08.00S,2022-03-01T02:25:37.1Z,3,REGULAR,jumpball,recovered,[],203500,,,1610612763,70,61,2022-03-01T02:25:37Z,3720000,,,0,,Jump Ball D. Bane vs. D. Murray: Tip to S. Adams,"[203500, 1630217, 1627749]",1610612763.0,MEM,heldball,S. Adams,203500.0,Adams,S. Adams,Bane,1630217.0,Murray,1627749.0,,,,,,,,,,,,,,,,,,,,,
386,PT09M58.00S,2022-03-01T02:25:47.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.02825229960578,61.274509803921575,1610612763,70,61,2022-03-01T02:25:52Z,3750000,56.0,126.0,1,right,MISS J. Morant 13' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,,,13.79,Missed,,,,,,,,,,,,,,,,
387,PT09M56.00S,2022-03-01T02:25:49.2Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,70,61,2022-03-01T02:25:52Z,3760000,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,386.0,,,,6.0,4.0,2.0,,,,,,
388,PT09M56.00S,2022-03-01T02:26:05.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,70,61,2022-03-01T02:26:05Z,3770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT09M48.00S,2022-03-01T02:26:14.8Z,3,REGULAR,3pt,Jump Shot,[],1630170,32.40801576872536,61.029411764705884,1610612759,70,61,2022-03-01T02:26:18Z,3780000,-55.0,252.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,25.81,Missed,,,,,,,,,,,,,,,,
390,PT09M46.00S,2022-03-01T02:26:16.8Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,70,61,2022-03-01T02:26:18Z,3790000,,,0,,S. Adams REBOUND (Off:3 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,389.0,,,,10.0,7.0,3.0,,,,,,
391,PT09M38.00S,2022-03-01T02:26:29.7Z,3,REGULAR,foul,offensive,[],1628991,,,1610612763,70,61,2022-03-01T02:26:37Z,3800000,,,0,,J. Jackson Jr. offensive FOUL (3 PF),"[1628991, 1629640]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Johnson,1629640.0,
393,PT09M38.00S,2022-03-01T02:26:29.7Z,3,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,70,61,2022-03-01T02:26:29Z,3820000,,,0,,J. Jackson Jr. offensive foul TURNOVER (4 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,4.0,,,,,,,,,,,,,,,1179.0,,,,,
394,PT09M21.00S,2022-03-01T02:26:56.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203926,6.521024967148489,82.84313725490196,1610612759,70,63,2022-03-01T02:26:59Z,3830000,-164.0,9.0,1,left,D. McDermott 16' pullup Jump Shot (5 PTS) (J. Poeltl 2 AST),"[203926, 1627751]",1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,,,,16.44,Made,5.0,,,,J. Poeltl,1627751.0,2.0,,,,,,,,,
396,PT09M05.00S,2022-03-01T02:27:11.6Z,3,REGULAR,3pt,Jump Shot,[],1630217,70.38436268068331,72.54901960784314,1610612763,70,63,2022-03-01T02:27:16Z,3850000,113.0,226.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,25.25,Missed,,,,,,,,,,,,,,,,
397,PT09M03.00S,2022-03-01T02:27:13.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,70,63,2022-03-01T02:27:16Z,3860000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,396.0,,,,,,,,,,,,
398,PT09M03.00S,2022-03-01T02:27:17.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,70,63,2022-03-01T02:27:17Z,3870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M46.00S,2022-03-01T02:27:39.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,6.915243101182654,62.00980392156863,1610612759,70,65,2022-03-01T02:27:43Z,3880000,-60.0,13.0,1,left,J. Poeltl 6' turnaround Hook (12 PTS) (D. McDermott 4 AST),"[1627751, 203926]",1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,,,,6.13,Made,12.0,,,,D. McDermott,203926.0,4.0,,,,,,,,,
401,PT08M32.00S,2022-03-01T02:27:57.5Z,3,REGULAR,foul,personal,[],1629640,,,1610612763,70,65,2022-03-01T02:28:01Z,3900000,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 1628991]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,202026.0,2.0,0.0,Jackson Jr.,1628991.0,
403,PT08M23.00S,2022-03-01T02:28:26.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.77463863337714,48.03921568627451,1610612763,70,65,2022-03-01T02:28:30Z,3920000,-10.0,6.0,1,right,MISS J. Morant driving finger roll Layup - blocked,"[1629630, 1629640]",1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,,,1.15,Missed,,Johnson,1629640.0,,,,,,,,,,,,,
404,PT08M23.00S,2022-03-01T02:28:26.6Z,3,REGULAR,block,,[],1629640,,,1610612763,70,65,2022-03-01T02:28:29Z,3930000,,,0,,K. Johnson BLOCK (1 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M19.00S,2022-03-01T02:28:30.6Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,70,65,2022-03-01T02:28:30Z,3940000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,403.0,,,,1.0,1.0,0.0,,,,,,
406,PT08M17.00S,2022-03-01T02:28:34.1Z,3,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612759,70,65,2022-03-01T02:28:46Z,3950000,,,0,,J. Jackson Jr. shooting personal FOUL (4 PF) (Johnson 2 FT),"[1628991, 1629640]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,202026.0,4.0,0.0,Johnson,1629640.0,
408,PT08M17.00S,2022-03-01T02:29:07.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,70,65,2022-03-01T02:29:07Z,3970000,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
409,PT08M17.00S,2022-03-01T02:29:07.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,70,65,2022-03-01T02:29:07Z,3980000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,408.0,,,,,,,,,,,,
410,PT08M17.00S,2022-03-01T02:29:07.9Z,3,REGULAR,substitution,out,[],1628991,,,1610612759,70,65,2022-03-01T02:29:11Z,3990000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT08M17.00S,2022-03-01T02:29:07.9Z,3,REGULAR,substitution,in,[],203937,,,1610612759,70,65,2022-03-01T02:29:11Z,4000000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT08M17.00S,2022-03-01T02:29:32.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,70,66,2022-03-01T02:29:32Z,4010000,,,0,,K. Johnson Free Throw 2 of 2 (8 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
413,PT08M03.00S,2022-03-01T02:29:46.8Z,3,REGULAR,2pt,Jump Shot,[],203937,75.64060446780552,59.55882352941176,1610612763,70,66,2022-03-01T02:29:50Z,4020000,48.0,176.0,1,right,MISS K. Anderson 18' pullup Shot,[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,,,,18.29,Missed,,,,,,,,,,,,,,,,
414,PT08M00.00S,2022-03-01T02:29:49.8Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,70,66,2022-03-01T02:29:50Z,4030000,,,0,,K. Johnson REBOUND (Off:3 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,413.0,,,,7.0,4.0,3.0,,,,,,
415,PT07M50.00S,2022-03-01T02:29:59.8Z,3,REGULAR,2pt,Jump Shot,[],1627749,21.632720105124836,70.34313725490196,1610612759,70,68,2022-03-01T02:30:05Z,4040000,-102.0,151.0,1,left,D. Murray 18' Jump Shot (15 PTS) (J. Poeltl 3 AST),"[1627749, 1627751]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,18.19,Made,15.0,,,,J. Poeltl,1627751.0,3.0,,,,,,,,,
417,PT07M49.00S,2022-03-01T02:30:03.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,70,68,2022-03-01T02:30:03Z,4060000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M32.00S,2022-03-01T02:33:14.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,71.43561103810775,76.9607843137255,1610612763,73,68,2022-03-01T02:33:23Z,4070000,135.0,216.0,1,right,D. Bane 25' 3PT pullup (6 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,25.46,Made,6.0,,,,,,,,,,,,,,,
419,PT07M21.00S,2022-03-01T02:33:26.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,18.873193166885677,63.23529411764706,1610612759,73,70,2022-03-01T02:33:29Z,4080000,-66.0,125.0,1,left,D. Murray 14' pullup Jump Shot (17 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,14.14,Made,17.0,,,,,,,,,,,,,,,
420,PT07M01.00S,2022-03-01T02:33:45.5Z,3,REGULAR,3pt,Jump Shot,[],203937,92.19776609724047,3.9215686274509802,1610612763,76,70,2022-03-01T02:33:50Z,4090000,-230.0,21.0,1,right,K. Anderson 3PT  (5 PTS) (Z. Williams 1 AST),"[203937, 1630533]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,23.13,Made,5.0,,,,Z. Williams,1630533.0,1.0,,,,,,,,,
422,PT06M46.00S,2022-03-01T02:34:00.5Z,3,REGULAR,3pt,Jump Shot,[],203926,31.61957950065703,28.676470588235293,1610612759,76,73,2022-03-01T02:34:03Z,4110000,107.0,245.0,1,left,D. McDermott 26' 3PT  (8 PTS) (D. Murray 5 AST),"[203926, 1627749]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,26.69,Made,8.0,,,,D. Murray,1627749.0,5.0,,,,,,,,,
424,PT06M29.00S,2022-03-01T02:34:18.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.9060446780552,47.794117647058826,1610612763,78,73,2022-03-01T02:34:22Z,4130000,-11.0,5.0,1,right,J. Morant driving finger roll Layup (33 PTS) (K. Anderson 4 AST),"[1629630, 203937]",1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,,,1.2,Made,33.0,,,,K. Anderson,203937.0,4.0,,,,,,,,,
426,PT06M13.00S,2022-03-01T02:34:34.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,6.1268068331143235,54.166666666666664,1610612759,78,75,2022-03-01T02:34:37Z,4150000,-21.0,5.0,1,left,D. Vassell driving Layup (7 PTS) (D. McDermott 5 AST),"[1630170, 203926]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,,,,2.14,Made,7.0,,,,D. McDermott,203926.0,5.0,,,,,,,,,
428,PT05M52.00S,2022-03-01T02:34:54.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203500,89.70105124835742,46.07843137254902,1610612763,80,75,2022-03-01T02:34:58Z,4170000,-20.0,44.0,1,right,S. Adams Hook (4 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,4.84,Made,4.0,,,,,,,,,,,,,,,
429,PT05M40.00S,2022-03-01T02:35:07.1Z,3,REGULAR,2pt,Jump Shot,[],1627749,22.28975032851511,65.93137254901961,1610612759,80,75,2022-03-01T02:35:10Z,4180000,-80.0,157.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,17.61,Missed,,,,,,,,,,,,,,,,
430,PT05M37.00S,2022-03-01T02:35:10.1Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,80,75,2022-03-01T02:35:10Z,4190000,,,0,,K. Anderson REBOUND (Off:0 Def:5),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,429.0,,,,5.0,5.0,0.0,,,,,,
431,PT05M31.00S,2022-03-01T02:35:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,80.6340341655716,51.9607843137255,1610612763,80,75,2022-03-01T02:35:20Z,4200000,10.0,130.0,1,right,MISS K. Anderson 12' driving floating Shot,[203937],1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,,,,12.99,Missed,,,,,,,,,,,,,,,,
432,PT05M28.00S,2022-03-01T02:35:19.4Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,80,75,2022-03-01T02:35:20Z,4210000,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,431.0,,,,2.0,1.0,1.0,,,,,,
433,PT05M23.00S,2022-03-01T02:35:24.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203926,4.155716162943495,96.07843137254902,1610612759,80,78,2022-03-01T02:35:28Z,4220000,-230.0,-13.0,1,left,D. McDermott 3PT  (11 PTS) (D. Vassell 3 AST),"[203926, 1630170]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,23.08,Made,11.0,,,,D. Vassell,1630170.0,3.0,,,,,,,,,
435,PT05M01.00S,2022-03-01T02:35:46.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.67871222076215,37.5,1610612763,82,78,2022-03-01T02:35:49Z,4240000,-62.0,73.0,1,right,J. Morant 9' driving floating Jump Shot (35 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,,,9.59,Made,35.0,,,,,,,,,,,,,,,
436,PT04M48.00S,2022-03-01T02:35:59.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,14.668199737187912,53.92156862745098,1610612759,82,80,2022-03-01T02:36:02Z,4250000,-20.0,85.0,1,left,J. Poeltl 8' driving floating Jump Shot (14 PTS) (D. Murray 6 AST),"[1627751, 1627749]",1610612759.0,SAS,driving floating,,,Poeltl,J. Poeltl,,,,,,,,8.76,Made,14.0,,,,D. Murray,1627749.0,6.0,,,,,,,,,
438,PT04M25.00S,2022-03-01T02:36:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,94.03745072273325,47.794117647058826,1610612763,84,80,2022-03-01T02:36:26Z,4270000,-11.0,4.0,1,right,D. Bane driving finger roll Layup (8 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,,,,1.15,Made,8.0,,,,J. Morant,1629630.0,2.0,,,,,,,,,
440,PT04M13.00S,2022-03-01T02:36:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,6.783837056504599,53.18627450980392,1610612759,84,80,2022-03-01T02:36:40Z,4290000,-16.0,11.0,1,left,MISS D. McDermott driving Layup - blocked,"[203926, 203500]",1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,,,,1.95,Missed,,Adams,203500.0,,,,,,,,,,,,,
441,PT04M13.00S,2022-03-01T02:36:35.3Z,3,REGULAR,block,,[],203500,,,1610612759,84,80,2022-03-01T02:36:37Z,4300000,,,0,,S. Adams BLOCK (2 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M13.00S,2022-03-01T02:36:35.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,84,80,2022-03-01T02:36:40Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,
443,PT04M13.00S,2022-03-01T02:36:39.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,84,80,2022-03-01T02:36:39Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,out,[],1630533,,,1610612759,84,80,2022-03-01T02:36:58Z,4330000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,out,[],1630217,,,1610612759,84,80,2022-03-01T02:36:58Z,4340000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,out,[],1629640,,,1610612759,84,80,2022-03-01T02:36:58Z,4350000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,out,[],1630170,,,1610612759,84,80,2022-03-01T02:36:58Z,4360000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
