actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
445,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,in,[],1630583,,,1610612738,67,91,2022-04-11T00:49:00Z,4430000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,in,[],1629633,,,1610612738,67,91,2022-04-11T00:49:00Z,4440000,,,0,,SUB in: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,67,91,2022-04-11T00:49:00Z,4450000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,67,91,2022-04-11T00:49:00Z,4460000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M20.00S,2022-04-11T00:49:28.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,67,91,2022-04-11T00:49:28Z,4470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M18.00S,2022-04-11T00:49:40.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,69.33311432325887,22.058823529411764,1610612738,67,91,2022-04-11T00:49:45Z,4480000,-140.0,236.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,27.41,Missed,,,,,,,,,,,,,,,,
451,PT04M14.00S,2022-04-11T00:49:44.9Z,3,REGULAR,rebound,offensive,[],1628401,,,1610612738,67,91,2022-04-11T00:49:45Z,4490000,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,450.0,4.0,3.0,1.0,,,,,,,,,,,,
452,PT04M07.00S,2022-04-11T00:49:55.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,67,91,2022-04-11T00:49:55Z,4500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M04.00S,2022-04-11T00:50:13.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,69.99014454664915,81.86274509803921,1610612738,67,91,2022-04-11T00:50:18Z,4510000,159.0,230.0,1,right,MISS J. Brown 27' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,27.95,Missed,,,,,,,,,,,,,,,,
454,PT04M01.00S,2022-04-11T00:50:16.0Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,67,91,2022-04-11T00:50:18Z,4520000,,,0,,Z. Williams REBOUND (Off:1 Def:3),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,453.0,4.0,3.0,1.0,,,,,,,,,,,,
455,PT03M53.00S,2022-04-11T00:50:23.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,22.026938239159,10.049019607843137,1610612763,70,91,2022-04-11T00:50:32Z,4530000,200.0,155.0,1,left,Z. Williams 25' 3PT pullup (18 PTS),[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,,,,25.26,Made,,,,,,,,,,18.0,,,,,,
456,PT03M40.00S,2022-04-11T00:50:36.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.99277266754271,51.470588235294116,1610612738,70,93,2022-04-11T00:50:42Z,4540000,7.0,60.0,1,right,M. Smart 6' driving floating Jump Shot (4 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,,6.09,Made,,,,,,,,,,4.0,,,,,,
457,PT03M31.00S,2022-04-11T00:50:44.7Z,3,REGULAR,3pt,Jump Shot,[],1630533,30.305519053876477,27.205882352941174,1610612763,70,93,2022-04-11T00:50:50Z,4550000,114.0,232.0,1,left,MISS Z. Williams 25' pullup 3PT,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,,,,25.89,Missed,,,,,,,,,,,,,,,,
458,PT03M28.00S,2022-04-11T00:50:47.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,70,93,2022-04-11T00:50:50Z,4560000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,457.0,3.0,3.0,0.0,,,,,,,,,,,,
459,PT03M24.00S,2022-04-11T00:50:52.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628464,93.24901445466492,49.26470588235294,1610612738,70,95,2022-04-11T00:50:58Z,4570000,-4.0,11.0,1,right,D. Theis running DUNK (11 PTS) (J. Brown 4 AST),"[1628464, 1627759]",1610612738.0,BOS,running,,,Theis,D. Theis,,,,,,,,1.16,Made,,,,,,,,,,11.0,J. Brown,1627759.0,4.0,,,
461,PT03M02.00S,2022-04-11T00:51:14.1Z,3,REGULAR,3pt,Jump Shot,[],1630583,9.937582128777924,4.411764705882353,1610612763,73,95,2022-04-11T00:51:18Z,4590000,228.0,41.0,1,left,S. Aldama 3PT  (11 PTS) (J. Konchar 7 AST),"[1630583, 1629723]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,23.15,Made,,,,,,,,,,11.0,J. Konchar,1629723.0,7.0,,,
463,PT02M37.00S,2022-04-11T00:51:39.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,92.46057818659659,3.9215686274509802,1610612738,73,98,2022-04-11T00:51:46Z,4610000,-230.0,18.0,1,right,G. Williams 3PT  (3 PTS) (D. White 3 AST),"[1629684, 1628401]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,23.11,Made,,,,,,,,,,3.0,D. White,1628401.0,3.0,,,
465,PT02M26.00S,2022-04-11T00:51:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,6.1268068331143235,53.18627450980392,1610612763,75,98,2022-04-11T00:51:54Z,4630000,-16.0,5.0,1,left,S. Aldama Layup (13 PTS) (J. Culver 1 AST),"[1630583, 1629633]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,1.67,Made,,,,,,,,,,13.0,J. Culver,1629633.0,1.0,,,
467,PT02M08.00S,2022-04-11T00:52:08.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203935,88.91261498028909,37.00980392156863,1610612738,75,98,2022-04-11T00:52:14Z,4650000,-65.0,52.0,1,right,MISS M. Smart 8' turnaround Hook,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,,,,8.31,Missed,,,,,,,,,,,,,,,,
468,PT02M05.00S,2022-04-11T00:52:11.8Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,75,98,2022-04-11T00:52:14Z,4660000,,,0,,S. Aldama REBOUND (Off:3 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,467.0,4.0,1.0,3.0,,,,,,,,,,,,
469,PT02M02.00S,2022-04-11T00:52:14.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630214,6.258212877792378,48.77450980392157,1610612763,75,98,2022-04-11T00:52:21Z,4670000,6.0,6.0,1,left,MISS X. Tillman running DUNK,[1630214],1610612763.0,MEM,running,,,Tillman,X. Tillman,,,,,,,,0.88,Missed,,,,,,,,,,,,,,,,
470,PT01M59.00S,2022-04-11T00:52:18.0Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612763,75,98,2022-04-11T00:52:18Z,4680000,,,0,,J. Konchar REBOUND (Off:4 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,469.0,7.0,3.0,4.0,,,,,,,,,,,,
471,PT01M58.00S,2022-04-11T00:52:19.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,23.340998685939553,11.27450980392157,1610612763,75,98,2022-04-11T00:52:24Z,4690000,194.0,167.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,25.56,Missed,,,,,,,,,,,,,,,,
472,PT01M58.00S,2022-04-11T00:52:19.4Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612763,75,98,2022-04-11T00:52:24Z,4700000,,,0,,J. Konchar REBOUND (Off:5 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,471.0,8.0,3.0,5.0,,,,,,,,,,,,
473,PT01M49.00S,2022-04-11T00:52:28.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630583,18.2161629434954,45.09803921568628,1610612763,75,98,2022-04-11T00:52:34Z,4710000,25.0,119.0,1,left,MISS S. Aldama 12' turnaround fadeaway Shot,[1630583],1610612763.0,MEM,turnaround fadeaway,,,Aldama,S. Aldama,,,,,,,,12.12,Missed,,,,,,,,,,,,,,,,
474,PT01M44.00S,2022-04-11T00:52:33.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,75,98,2022-04-11T00:52:34Z,4720000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,473.0,2.0,2.0,0.0,,,,,,,,,,,,
475,PT01M26.00S,2022-04-11T00:52:50.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.65374507227332,39.705882352941174,1610612738,75,98,2022-04-11T00:52:55Z,4730000,-51.0,270.0,1,right,MISS J. Brown 27' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,27.53,Missed,,,,,,,,,,,,,,,,
476,PT01M23.00S,2022-04-11T00:52:53.2Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,75,98,2022-04-11T00:52:55Z,4740000,,,0,,D. Theis REBOUND (Off:6 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,475.0,10.0,4.0,6.0,,,,,,,,,,,,
477,PT01M13.00S,2022-04-11T00:53:05.9Z,3,REGULAR,foul,personal,['2freethrow'],1629633,,,1610612738,75,98,2022-04-11T00:53:31Z,4750000,,,0,,J. Culver shooting personal FOUL (3 PF) (Williams 2 FT),"[1629633, 1629684]",1610612763.0,MEM,shooting,,,Culver,J. Culver,,,,,,,,,,,,,,2530.0,3.0,0.0,Williams,1629684.0,,,,,,,
479,PT01M13.00S,2022-04-11T00:53:34.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,75,99,2022-04-11T00:53:34Z,4770000,,,0,,G. Williams Free Throw 1 of 2 (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,,,,,,,,,,4.0,,,,,,
480,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,out,[],1630214,,,1610612738,75,99,2022-04-11T00:53:49Z,4780000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,out,[],1630533,,,1610612738,75,99,2022-04-11T00:53:49Z,4790000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,75,99,2022-04-11T00:53:49Z,4800000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,75,99,2022-04-11T00:53:49Z,4810000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,out,[],203935,,,1610612738,75,99,2022-04-11T00:53:49Z,4820000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,in,[],1630582,,,1610612738,75,99,2022-04-11T00:53:49Z,4830000,,,0,,SUB in: Y. Pons,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,in,[],1629001,,,1610612738,75,99,2022-04-11T00:53:49Z,4840000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,75,99,2022-04-11T00:53:49Z,4850000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,75,99,2022-04-11T00:53:49Z,4860000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M13.00S,2022-04-11T00:53:35.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,75,99,2022-04-11T00:53:49Z,4870000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M13.00S,2022-04-11T00:53:55.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,75,100,2022-04-11T00:53:55Z,4880000,,,0,,G. Williams Free Throw 2 of 2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,,,,,,,,,,5.0,,,,,,
491,PT00M55.00S,2022-04-11T00:54:17.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,13.222733245729303,37.5,1610612763,75,100,2022-04-11T00:54:24Z,4890000,62.0,72.0,1,left,MISS D. Melton 9' driving floating bank Shot,[1629001],1610612763.0,MEM,driving floating bank,,,Melton,D. Melton,,,,,,,,9.52,Missed,,,,,,,,,,,,,,,,
492,PT00M53.90S,2022-04-11T00:54:18.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,75,100,2022-04-11T00:54:24Z,4900000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,
493,PT00M53.90S,2022-04-11T00:54:24.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,75,100,2022-04-11T00:54:24Z,4910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M34.90S,2022-04-11T00:54:47.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,71.82982917214193,18.38235294117647,1610612738,75,100,2022-04-11T00:54:54Z,4920000,-158.0,212.0,1,right,MISS D. White 26' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,,,,26.47,Missed,,,,,,,,,,,,,,,,
495,PT00M30.60S,2022-04-11T00:54:51.7Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,75,100,2022-04-11T01:05:36Z,4930000,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,494.0,1.0,0.0,1.0,,,,,,,,,,,,
496,PT00M29.40S,2022-04-11T00:54:53.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,91.93495400788436,45.34313725490196,1610612738,75,102,2022-04-11T00:55:08Z,4940000,-23.0,23.0,1,right,P. Pritchard driving reverse Layup (12 PTS) (L. Kornet 1 AST),"[1630202, 1628436]",1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,,,,3.3,Made,,,,,,,,,,12.0,L. Kornet,1628436.0,1.0,,,
498,PT00M09.30S,2022-04-11T00:55:18.9Z,3,REGULAR,2pt,Jump Shot,[],1629001,8.623521681997373,69.36274509803921,1610612763,75,102,2022-04-11T00:55:25Z,4960000,-97.0,29.0,1,left,MISS D. Melton 10' turnaround fadeaway Shot,[1629001],1610612763.0,MEM,turnaround fadeaway,,,Melton,D. Melton,,,,,,,,10.09,Missed,,,,,,,,,,,,,,,,
499,PT00M07.30S,2022-04-11T00:55:20.9Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612763,75,102,2022-04-11T00:55:25Z,4970000,,,0,,J. Konchar REBOUND (Off:6 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,498.0,9.0,3.0,6.0,,,,,,,,,,,,
500,PT00M07.30S,2022-04-11T00:55:23.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,5.590000152587891,50.0,1610612763,77,102,2022-04-11T00:55:23Z,4980000,0.0,0.0,1,left,J. Konchar tip Layup (15 PTS),[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,,,,0.0,Made,,,,,,,,,,15.0,,,,,,
501,PT00M02.50S,2022-04-11T00:55:29.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,93.51182654402102,46.81372549019608,1610612738,77,104,2022-04-11T00:55:36Z,4990000,-16.0,8.0,1,right,L. Kornet running alley-oop DUNK (2 PTS) (P. Pritchard 1 AST),"[1628436, 1630202]",1610612738.0,BOS,running alley-oop,,,Kornet,L. Kornet,,,,,,,,1.8,Made,,,,,,,,,,2.0,P. Pritchard,1630202.0,1.0,,,
503,PT00M00.20S,2022-04-11T00:55:35.3Z,3,REGULAR,2pt,Jump Shot,[],1629633,4.681340341655716,22.058823529411764,1610612763,79,104,2022-04-11T00:55:41Z,5010000,140.0,-8.0,1,left,J. Culver 14' fadeaway Jump Shot (2 PTS) (D. Melton 5 AST),"[1629633, 1629001]",1610612763.0,MEM,fadeaway,,,Culver,J. Culver,,,,,,,,14.0,Made,,,,,,,,,,2.0,D. Melton,1629001.0,5.0,,,
505,PT00M00.00S,2022-04-11T00:55:42.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,79,104,2022-04-11T00:56:31Z,5030000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,End Period - Good Basket,,
506,PT00M00.00S,2022-04-11T00:55:50.4Z,3,REGULAR,period,end,[],0,,,1610612738,79,104,2022-04-11T00:55:50Z,5040000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-04-11T00:56:41.7Z,4,REGULAR,substitution,out,['startperiod'],1629723,,,1610612738,79,104,2022-04-11T00:58:44Z,5050000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-04-11T00:56:41.7Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,79,104,2022-04-11T00:58:44Z,5060000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-04-11T00:56:41.7Z,4,REGULAR,substitution,in,['startperiod'],203937,,,1610612738,79,104,2022-04-11T00:58:44Z,5070000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-04-11T00:56:41.7Z,4,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,79,104,2022-04-11T00:58:44Z,5080000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-04-11T00:59:15.4Z,4,REGULAR,period,start,[],0,,,1610612738,79,104,2022-04-11T00:59:15Z,5090000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M40.00S,2022-04-11T00:59:35.0Z,4,REGULAR,3pt,Jump Shot,[],1630174,78.13731931668858,88.97058823529412,1610612738,79,107,2022-04-11T00:59:40Z,5100000,195.0,153.0,1,right,A. Nesmith 24' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1630174, 1630202]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,24.78,Made,,,,,,,,,,3.0,P. Pritchard,1630202.0,2.0,,,
514,PT11M26.00S,2022-04-11T00:59:47.7Z,4,REGULAR,3pt,Jump Shot,[],1629001,28.728646517739815,74.01960784313727,1610612763,79,107,2022-04-11T00:59:54Z,5120000,-120.0,218.0,1,left,MISS D. Melton 24' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,24.85,Missed,,,,,,,,,,,,,,,,
515,PT11M24.00S,2022-04-11T00:59:49.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,79,107,2022-04-11T00:59:54Z,5130000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,
516,PT11M24.00S,2022-04-11T00:59:54.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,79,107,2022-04-11T00:59:54Z,5140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M13.00S,2022-04-11T01:00:08.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,85.3646517739816,57.35294117647059,1610612738,79,107,2022-04-11T01:00:16Z,5150000,37.0,85.0,1,right,MISS G. Williams 9' driving floating Shot,[1629684],1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,,,,9.27,Missed,,,,,,,,,,,,,,,,
518,PT11M09.00S,2022-04-11T01:00:12.5Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,79,107,2022-04-11T01:00:12Z,5160000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,517.0,3.0,2.0,1.0,,,,,,,,,,,,
519,PT11M08.00S,2022-04-11T01:00:13.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,88.91261498028909,49.50980392156863,1610612738,79,109,2022-04-11T01:00:20Z,5170000,-2.0,52.0,1,right,G. Williams putback Layup (7 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,,,,5.18,Made,,,,,,,,,,7.0,,,,,,
520,PT11M06.00S,2022-04-11T01:00:19.7Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,79,109,2022-04-11T01:00:31Z,5180000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,
521,PT10M49.00S,2022-04-11T01:00:43.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629633,14.011169513797633,42.15686274509804,1610612763,79,109,2022-04-11T01:00:49Z,5190000,39.0,79.0,1,left,MISS J. Culver 8' driving floating Shot,[1629633],1610612763.0,MEM,driving floating,,,Culver,J. Culver,,,,,,,,8.84,Missed,,,,,,,,,,,,,,,,
522,PT10M44.00S,2022-04-11T01:00:48.9Z,4,REGULAR,rebound,offensive,[],1630583,,,1610612763,79,109,2022-04-11T01:00:49Z,5200000,,,0,,S. Aldama REBOUND (Off:4 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,521.0,5.0,1.0,4.0,,,,,,,,,,,,
523,PT10M44.00S,2022-04-11T01:00:48.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630583,5.590000152587891,50.0,1610612763,79,109,2022-04-11T01:00:54Z,5210000,0.0,0.0,1,left,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
524,PT10M44.00S,2022-04-11T01:00:48.3Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,79,109,2022-04-11T01:00:54Z,5220000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,523.0,3.0,3.0,0.0,,,,,,,,,,,,
525,PT10M39.00S,2022-04-11T01:00:53.8Z,4,REGULAR,3pt,Jump Shot,[],1629684,69.59592641261499,68.62745098039215,1610612738,79,109,2022-04-11T01:01:09Z,5230000,93.0,233.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,25.12,Missed,,,,,,,,,,,,,,,,
526,PT10M34.00S,2022-04-11T01:00:58.5Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,79,109,2022-04-11T01:00:58Z,5240000,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,525.0,2.0,0.0,2.0,,,,,,,,,,,,
527,PT10M34.00S,2022-04-11T01:00:58.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.40999984741211,50.0,1610612738,79,109,2022-04-11T01:00:58Z,5250000,0.0,0.0,1,right,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
528,PT10M33.00S,2022-04-11T01:00:59.7Z,4,REGULAR,rebound,defensive,[],203937,,,1610612763,79,109,2022-04-11T01:00:59Z,5260000,,,0,,K. Anderson REBOUND (Off:1 Def:6),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,527.0,7.0,6.0,1.0,,,,,,,,,,,,
529,PT10M25.00S,2022-04-11T01:01:07.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,5.469776609724048,46.568627450980394,1610612763,79,109,2022-04-11T01:01:17Z,5270000,17.0,-1.0,1,left,MISS S. Aldama driving reverse Layup,[1630583],1610612763.0,MEM,driving reverse,,,Aldama,S. Aldama,,,,,,,,1.72,Missed,,,,,,,,,,,,,,,,
530,PT10M25.00S,2022-04-11T01:01:07.6Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,79,109,2022-04-11T01:01:17Z,5280000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,529.0,1.0,1.0,0.0,,,,,,,,,,,,
