actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
610,PT05M09.00S,2025-12-30T02:08:38.4Z,4,REGULAR,substitution,out,[],1628398,,,1610612766,105,114,2025-12-30T02:11:12Z,6050000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M09.00S,2025-12-30T02:08:38.4Z,4,REGULAR,substitution,out,[],203507,,,1610612766,105,114,2025-12-30T02:11:12Z,6060000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M09.00S,2025-12-30T02:08:38.4Z,4,REGULAR,substitution,in,[],1630163,,,1610612766,105,114,2025-12-30T02:11:12Z,6070000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M09.00S,2025-12-30T02:08:38.4Z,4,REGULAR,substitution,in,[],1631157,,,1610612766,105,114,2025-12-30T02:11:12Z,6080000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M09.00S,2025-12-30T02:08:38.4Z,4,REGULAR,substitution,in,[],1626167,,,1610612766,105,114,2025-12-30T02:11:12Z,6090000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M52.00S,2025-12-30T02:11:44.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,13.354139290407357,57.59803921568627,1610612766,107,114,2025-12-30T02:11:53Z,6100000,False,-38.0,73.0,1,left,L. Ball 8' driving floating Jump Shot (24 PTS) (B. Miller 5 AST),"[1630163, 1641706]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.23,Made,,,,,,,24.0,B. Miller,1641706.0,5.0,,,,,,,,
617,PT04M39.00S,2025-12-30T02:11:58.2Z,4,REGULAR,3pt,Jump Shot,[],1631157,91.67214191852825,5.147058823529411,1610612749,107,114,2025-12-30T02:12:02Z,6120000,False,-224.0,26.0,1,right,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
618,PT04M36.00S,2025-12-30T02:12:00.8Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,107,114,2025-12-30T02:12:00Z,6130000,False,,,0,,B. Miller REBOUND (Off:2 Def:6),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,617.0,,,8.0,6.0,2.0,,,,,,,,,,,,
619,PT04M22.00S,2025-12-30T02:12:15.5Z,4,REGULAR,3pt,Jump Shot,[],1641706,10.5946123521682,2.696078431372549,1610612766,107,114,2025-12-30T02:12:29Z,6140000,False,237.0,47.0,1,left,MISS B. Miller 24' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,24.11,Missed,,,,,,,,,,,,,,,,,,
620,PT04M22.00S,2025-12-30T02:12:15.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,107,114,2025-12-30T02:12:29Z,6150000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Right Corner 3,24+ Right,,,619.0,,,,,,,,,,,,,,,,,
622,PT04M03.00S,2025-12-30T02:12:42.2Z,4,REGULAR,2pt,Jump Shot,[],1626171,91.93495400788436,19.852941176470587,1610612749,107,114,2025-12-30T02:12:50Z,6170000,False,-151.0,23.0,1,right,MISS B. Portis 15' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,15.25,Missed,,,,,,,,,,,,,,,,,,
623,PT03M59.00S,2025-12-30T02:12:46.2Z,4,REGULAR,rebound,defensive,[],1642275,,,1610612766,107,114,2025-12-30T02:12:50Z,6180000,False,,,0,,T. Salaün REBOUND (Off:1 Def:9),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Mid-Range,8-16 Left,,,622.0,,,10.0,9.0,1.0,,,,,,,,,,,,
624,PT03M54.00S,2025-12-30T02:12:50.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642275,8.229303547963205,45.09803921568628,1610612766,107,114,2025-12-30T02:12:56Z,6190000,False,25.0,25.0,1,left,MISS T. Salaün running Layup - blocked,"[1642275, 1626167]",1610612766.0,CHA,running,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,3.49,Missed,,Turner,1626167.0,,,,,,,,,,,,,,,
625,PT03M54.00S,2025-12-30T02:12:50.6Z,4,REGULAR,block,,[],1626167,,,1610612766,107,114,2025-12-30T02:12:53Z,6200000,False,,,0,,M. Turner BLOCK (4 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
626,PT03M51.00S,2025-12-30T02:12:53.6Z,4,REGULAR,rebound,defensive,[],203914,,,1610612749,107,114,2025-12-30T02:12:56Z,6210000,False,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,624.0,,,2.0,2.0,0.0,,,,,,,,,,,,
627,PT03M47.00S,2025-12-30T02:12:58.8Z,4,REGULAR,turnover,lost ball,[],1626171,,,1610612749,107,114,2025-12-30T02:13:08Z,6220000,False,,,0,,B. Portis lost ball TURNOVER (1 TO),"[1626171, 1630163]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0
628,PT03M47.00S,2025-12-30T02:12:58.8Z,4,REGULAR,steal,,[],1630163,,,1610612766,107,114,2025-12-30T02:13:01Z,6230000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
629,PT03M39.00S,2025-12-30T02:13:06.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641706,33.722076215505915,58.333333333333336,1610612766,107,114,2025-12-30T02:21:27Z,6240000,False,-42.0,264.0,1,left,MISS B. Miller 26' running pullup 3PT,[1641706],1610612766.0,CHA,running pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,26.78,Missed,,,,,,,,,,,,,,,,,,
630,PT03M37.00S,2025-12-30T02:13:08.0Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612749,107,114,2025-12-30T02:13:23Z,6250000,False,,,0,,M. Turner REBOUND (Off:1 Def:4),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,629.0,,,5.0,4.0,1.0,,,,,,,,,,,,
631,PT03M23.00S,2025-12-30T02:13:23.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,91.80354796320631,53.92156862745098,1610612749,107,114,2025-12-30T02:13:26Z,6260000,False,20.0,25.0,1,right,MISS R. Rollins driving Layup,[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
632,PT03M21.00S,2025-12-30T02:13:25.0Z,4,REGULAR,rebound,defensive,[],1631217,,,1610612766,107,114,2025-12-30T02:13:26Z,6270000,False,,,0,,M. Diabaté REBOUND (Off:6 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,631.0,,,9.0,3.0,6.0,,,,,,,,,,,,
633,PT03M12.00S,2025-12-30T02:13:33.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.1268068331143235,52.450980392156865,1610612766,109,114,2025-12-30T02:13:37Z,6280000,False,-12.0,5.0,1,left,L. Ball driving Layup (26 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,26.0,,,,,,,,,,,
634,PT03M12.00S,2025-12-30T02:13:52.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,109,114,2025-12-30T02:13:52Z,6290000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M12.00S,2025-12-30T02:13:53.4Z,4,REGULAR,substitution,out,[],1630182,,,1610612749,109,114,2025-12-30T02:15:24Z,6300000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M12.00S,2025-12-30T02:13:53.4Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,109,114,2025-12-30T02:15:24Z,6310000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M12.00S,2025-12-30T02:13:53.4Z,4,REGULAR,substitution,in,[],1642883,,,1610612749,109,114,2025-12-30T02:15:24Z,6320000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M12.00S,2025-12-30T02:13:53.4Z,4,REGULAR,substitution,in,[],203507,,,1610612749,109,114,2025-12-30T02:15:24Z,6330000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT02M50.00S,2025-12-30T02:15:46.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,90.88370565045992,50.245098039215684,1610612749,109,116,2025-12-30T02:15:51Z,6340000,False,1.0,33.0,1,right,M. Turner Layup (21 PTS) (R. Rollins 4 AST),"[1626167, 1631157]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,,,21.0,R. Rollins,1631157.0,4.0,,,,,,,,
641,PT02M28.00S,2025-12-30T02:16:09.6Z,4,REGULAR,3pt,Jump Shot,[],1630163,6.652431011826544,94.36274509803921,1610612766,109,116,2025-12-30T02:16:13Z,6360000,False,-222.0,10.0,1,left,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,22.2,Missed,,,,,,,,,,,,,,,,,,
642,PT02M28.00S,2025-12-30T02:16:09.6Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,109,116,2025-12-30T02:16:13Z,6370000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,641.0,,,4.0,2.0,2.0,,,,,,,,,,,,
643,PT02M28.00S,2025-12-30T02:16:15.4Z,4,REGULAR,foul,personal,[],1642883,,,1610612749,109,116,2025-12-30T02:16:32Z,6380000,False,,,0,,S. James personal FOUL (2 PF),"[1642883, 203507]",1610612766.0,CHA,,,,James,S. James,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1151.0,2.0,0.0,Antetokounmpo,203507.0,,,
645,PT02M28.00S,2025-12-30T02:16:23.6Z,4,REGULAR,substitution,out,[],203914,,,1610612749,109,116,2025-12-30T02:16:29Z,6400000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT02M28.00S,2025-12-30T02:16:23.6Z,4,REGULAR,substitution,in,[],1631260,,,1610612749,109,116,2025-12-30T02:16:29Z,6410000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M13.00S,2025-12-30T02:16:48.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,47.30392156862745,1610612749,109,118,2025-12-30T02:16:52Z,6420000,False,-13.0,11.0,1,right,G. Antetokounmpo driving Layup (21 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,21.0,,,,,,,,,,,
648,PT02M13.00S,2025-12-30T02:17:01.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,109,118,2025-12-30T02:17:01Z,6430000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M46.00S,2025-12-30T02:18:47.5Z,4,REGULAR,3pt,Jump Shot,[],1630163,7.046649145860711,3.9215686274509802,1610612766,109,118,2025-12-30T02:18:54Z,6440000,False,230.0,14.0,1,left,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
650,PT01M46.00S,2025-12-30T02:18:51.3Z,4,REGULAR,rebound,offensive,[],1642275,,,1610612766,109,118,2025-12-30T02:18:51Z,6450000,False,,,0,,T. Salaün REBOUND (Off:2 Def:9),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Right Corner 3,24+ Right,,,649.0,,,11.0,9.0,2.0,,,,,,,,,,,,
651,PT01M46.00S,2025-12-30T02:18:58.3Z,4,REGULAR,foul,personal,[],1631157,,,1610612766,109,118,2025-12-30T02:19:28Z,6460000,False,,,0,,R. Rollins personal FOUL (3 PF),"[1631157, 1642275]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2004.0,3.0,0.0,Salaün,1642275.0,,,
653,PT01M31.00S,2025-12-30T02:19:26.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,14.011169513797633,41.66666666666667,1610612766,109,118,2025-12-30T02:19:31Z,6480000,False,42.0,79.0,1,left,MISS L. Ball 8' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.95,Missed,,,,,,,,,,,,,,,,,,
654,PT01M28.00S,2025-12-30T02:19:28.9Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612749,109,118,2025-12-30T02:19:28Z,6490000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:4),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,653.0,,,5.0,4.0,1.0,,,,,,,,,,,,
655,PT01M21.00S,2025-12-30T02:19:41.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,91.93495400788436,50.0,1610612749,109,120,2025-12-30T02:19:47Z,6500000,False,0.0,23.0,1,right,G. Antetokounmpo driving DUNK (23 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,23.0,,,,,,,,,,,
656,PT01M21.00S,2025-12-30T02:19:49.2Z,4,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612749,109,120,2025-12-30T02:19:58Z,6510000,False,,,0,,B. Miller shooting personal FOUL (4 PF) (Antetokounmpo 1 FT),"[1641706, 203507]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,4.0,0.0,Antetokounmpo,203507.0,,,
658,PT01M21.00S,2025-12-30T02:20:12.1Z,4,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,109,121,2025-12-30T02:20:12Z,6530000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (24 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
659,PT01M12.00S,2025-12-30T02:20:27.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631157,,,1610612766,109,121,2025-12-30T02:20:35Z,6540000,False,,,0,,R. Rollins personal FOUL (4 PF) (Miller 2 FT),"[1631157, 1641706]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1151.0,4.0,0.0,Miller,1641706.0,,,
661,PT01M12.00S,2025-12-30T02:20:50.0Z,4,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,110,121,2025-12-30T02:20:50Z,6560000,False,,,0,,B. Miller Free Throw 1 of 2 (30 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,30.0,,,,,,,,,,,
662,PT01M12.00S,2025-12-30T02:21:03.2Z,4,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,111,121,2025-12-30T02:21:03Z,6570000,False,,,0,,B. Miller Free Throw 2 of 2 (31 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,31.0,,,,,,,,,,,
663,PT00M52.80S,2025-12-30T02:21:42.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.32917214191852,55.14705882352941,1610612749,111,123,2025-12-30T02:21:47Z,6580000,False,26.0,20.0,1,right,M. Turner driving Layup (23 PTS) (G. Antetokounmpo 7 AST),"[1626167, 203507]",1610612749.0,MIL,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,23.0,G. Antetokounmpo,203507.0,7.0,,,,,,,,
665,PT00M32.10S,2025-12-30T02:22:04.3Z,4,REGULAR,2pt,Jump Shot,[],1630163,3.4986859395532193,30.392156862745097,1610612766,111,123,2025-12-30T02:22:19Z,6600000,False,98.0,-20.0,1,left,MISS L. Ball 9' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,9.99,Missed,,,,,,,,,,,,,,,,,,
666,PT00M29.90S,2025-12-30T02:22:06.5Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612749,111,123,2025-12-30T02:22:11Z,6610000,False,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,665.0,,,6.0,5.0,1.0,,,,,,,,,,,,
667,PT00M10.00S,2025-12-30T02:22:28.5Z,4,REGULAR,3pt,Jump Shot,[],203507,58.42641261498029,26.715686274509803,1610612749,111,123,2025-12-30T02:22:35Z,6620000,False,-116.0,338.0,1,right,MISS G. Antetokounmpo 35' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,35.78,Missed,,,,,,,,,,,,,,,,,,
668,PT00M10.00S,2025-12-30T02:22:28.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,111,123,2025-12-30T02:22:48Z,6630000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,667.0,,,,,,,,,,,,,,,,,
674,PT00M10.00S,2025-12-30T02:22:31.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612749,111,123,2025-12-30T02:23:30Z,6635000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2004.0,,,,,,,
670,PT00M04.50S,2025-12-30T02:23:00.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631217,6.652431011826544,45.588235294117645,1610612766,113,123,2025-12-30T02:23:30Z,6650000,False,22.0,10.0,1,left,M. Diabaté alley-oop Layup (14 PTS) (L. Ball 7 AST),"[1631217, 1630163]",1610612766.0,CHA,alley-oop,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,14.0,L. Ball,1630163.0,7.0,,,,,,,,
672,PT00M00.00S,2025-12-30T02:23:17.7Z,4,REGULAR,period,end,[],0,,,1610612749,113,123,2025-12-30T02:23:17Z,6670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M00.00S,2025-12-30T02:23:24.0Z,4,REGULAR,game,end,[],0,,,0,113,123,2025-12-30T02:23:24Z,6680000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
