actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
626,PT00M33.40S,2021-10-28T01:18:51.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,111,118,2021-10-28T01:18:51Z,6210000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M33.40S,2021-10-28T01:19:39.1Z,4,REGULAR,substitution,out,[],203486,,,1610612766,111,118,2021-10-28T01:20:07Z,6220000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M33.40S,2021-10-28T01:19:39.1Z,4,REGULAR,substitution,in,[],1626162,,,1610612766,111,118,2021-10-28T01:20:07Z,6230000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M30.70S,2021-10-28T01:20:23.7Z,4,REGULAR,foul,personal,[],1630532,,,1610612766,111,118,2021-10-28T01:20:37Z,6240000,,,0,,F. Wagner take personal FOUL (3 PF),"[1630532, 202397]",1610612753.0,ORL,take,,,Wagner,F. Wagner,,,,,,,,,,,,,,,201639.0,3.0,0.0,Smith,202397.0,,,,,
631,PT00M28.10S,2021-10-28T01:20:46.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612766,111,118,2021-10-28T01:20:57Z,6260000,,,0,,T. Ross take personal FOUL (3 PF) (Oubre Jr. 2 FT),"[203082, 1626162]",1610612753.0,ORL,take,,,Ross,T. Ross,,,,,,,,,,,,,,,201639.0,3.0,0.0,Oubre Jr.,1626162.0,,,,,
633,PT00M28.10S,2021-10-28T01:21:13.1Z,4,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,111,119,2021-10-28T01:21:13Z,6280000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (3 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
634,PT00M28.10S,2021-10-28T01:21:26.4Z,4,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,111,120,2021-10-28T01:21:26Z,6290000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (4 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
635,PT00M24.10S,2021-10-28T01:21:38.5Z,4,REGULAR,3pt,Jump Shot,[],1630591,65.91655716162943,33.82352941176471,1610612753,111,120,2021-10-28T01:21:46Z,6300000,-81.0,268.0,1,right,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,27.98,Missed,,,,,,,,,,,,,,,,,,
636,PT00M19.90S,2021-10-28T01:21:42.6Z,4,REGULAR,rebound,defensive,[],202330,,,1610612766,111,120,2021-10-28T01:21:42Z,6310000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,635.0,5.0,5.0,0.0,,,,,,,,,,,,,,
637,PT00M00.00S,2021-10-28T01:22:06.1Z,4,REGULAR,period,end,[],0,,,1610612766,111,120,2021-10-28T01:22:06Z,6320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M00.00S,2021-10-28T01:22:09.1Z,4,REGULAR,game,end,[],0,,,0,111,120,2021-10-28T01:22:09Z,6330000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
