actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
353,PT07M55.00S,2022-04-02T00:24:01.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629962,76.69185282522996,10.784313725490197,1610612753,57,67,2022-04-02T00:24:09Z,3460000,-196.0,167.0,1,right,D. Cannady 25' 3PT running (9 PTS) (C. Okeke 1 AST),"[1629962, 1629643]",1610612753.0,ORL,running,,,Cannady,D. Cannady,,,,,,,,,,25.73,Made,9.0,,C. Okeke,1629643.0,1.0,,,,,,,,,
355,PT07M46.00S,2022-04-02T00:24:12.1Z,3,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612761,57,67,2022-04-02T00:24:31Z,3480000,,,0,,M. Bamba shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1628964, 1628384]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,1627524.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
357,PT07M46.00S,2022-04-02T00:24:39.3Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,57,67,2022-04-02T00:24:39Z,3500000,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Missed,,,,,,,,,,,,,,
358,PT07M46.00S,2022-04-02T00:24:39.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,57,67,2022-04-02T00:24:39Z,3510000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,357.0,,,,,,
359,PT07M46.00S,2022-04-02T00:24:52.8Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,57,68,2022-04-02T00:24:52Z,3520000,,,0,,O. Anunoby Free Throw 2 of 2 (9 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
360,PT07M22.00S,2022-04-02T00:25:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,91.14651773981603,58.333333333333336,1610612753,57,68,2022-04-02T00:25:38Z,3530000,42.0,31.0,1,right,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,,,,5.18,Missed,,,,,,,,,,,,,,
361,PT07M20.00S,2022-04-02T00:25:19.0Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,57,68,2022-04-02T00:25:38Z,3540000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,360.0,1.0,1.0,0.0,,,
365,PT07M08.00S,2022-04-02T00:25:41.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,57,68,2022-04-02T00:25:41Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT07M08.00S,2022-04-02T00:25:42.6Z,3,REGULAR,substitution,out,[],1629962,,,1610612761,57,68,2022-04-02T00:25:46Z,3590000,,,0,,SUB out: D. Cannady,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT07M08.00S,2022-04-02T00:25:42.6Z,3,REGULAR,substitution,in,[],1630175,,,1610612761,57,68,2022-04-02T00:25:46Z,3600000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M04.00S,2022-04-02T00:25:57.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,5.338370565045992,2.696078431372549,1610612761,57,71,2022-04-02T00:28:05Z,3610000,237.0,-2.0,1,left,F. VanVleet 3PT  (14 PTS) (G. Trent Jr. 2 AST),"[1627832, 1629018]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,23.65,Made,14.0,,G. Trent Jr.,1629018.0,2.0,,,,,,,,,
370,PT06M45.00S,2022-04-02T00:26:16.0Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,57,71,2022-04-02T00:26:23Z,3630000,,,0,,C. Anthony bad pass TURNOVER (4 TO),"[1630175, 1629018]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,4.0,,,,Trent Jr.,1629018.0,,,,,,,
371,PT06M45.00S,2022-04-02T00:26:16.0Z,3,REGULAR,steal,,[],1629018,,,1610612761,57,71,2022-04-02T00:26:17Z,3640000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M42.00S,2022-04-02T00:26:20.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627832,5.075558475689881,53.67647058823529,1610612761,57,73,2022-04-02T00:26:32Z,3650000,-18.0,-5.0,1,left,F. VanVleet running Layup (16 PTS) (G. Trent Jr. 3 AST),"[1627832, 1629018]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,,,,,,1.9,Made,16.0,,G. Trent Jr.,1629018.0,3.0,,,,,,,,,
374,PT06M42.00S,2022-04-02T00:26:27.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,57,73,2022-04-02T00:26:27Z,3670000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M14.00S,2022-04-02T00:29:44.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,88.43626806833115,38.45741421568627,1610612753,57,73,2022-04-02T00:30:33Z,3680000,-58.0,56.0,1,right,MISS C. Anthony 8' driving floating bank Shot,[1630175],1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,,,,,,8.05,Missed,,,,,,,,,,,,,,
377,PT06M14.00S,2022-04-02T00:29:44.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,57,73,2022-04-02T00:30:33Z,3690000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,376.0,,,,,,
378,PT06M14.00S,2022-04-02T00:29:47.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612753,57,73,2022-04-02T00:30:07Z,3700000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,1627524.0,,,,,,,,,,,,,,,,,,,,
379,PT06M01.00S,2022-04-02T00:30:16.2Z,3,REGULAR,turnover,traveling,[],1629018,,,1610612761,57,73,2022-04-02T00:30:23Z,3710000,,,0,,G. Trent Jr. traveling TURNOVER (1 TO),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,1627524.0,,,,,,,,1.0,,,,,,,,,,,,
380,PT05M48.00S,2022-04-02T00:30:36.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,78.13731931668858,90.93137254901961,1610612753,57,73,2022-04-02T00:30:40Z,3720000,205.0,153.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,25.56,Missed,,,,,,,,,,,,,,
381,PT05M45.00S,2022-04-02T00:30:39.2Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,57,73,2022-04-02T00:30:40Z,3730000,,,0,,F. VanVleet REBOUND (Off:1 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,380.0,4.0,3.0,1.0,,,
382,PT05M36.00S,2022-04-02T00:30:48.3Z,3,REGULAR,3pt,Jump Shot,[],1629018,27.151773981603156,77.94117647058823,1610612761,57,73,2022-04-02T00:30:51Z,3740000,-140.0,203.0,1,left,MISS G. Trent Jr. 24' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,24.62,Missed,,,,,,,,,,,,,,
383,PT05M34.00S,2022-04-02T00:30:50.3Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,57,73,2022-04-02T00:30:51Z,3750000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,382.0,2.0,2.0,0.0,,,
384,PT05M13.00S,2022-04-02T00:31:11.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629649,65.1281208935611,68.13725490196079,1610612753,57,73,2022-04-02T00:31:26Z,3760000,91.0,275.0,1,right,MISS I. Brazdeikis 28' running 3PT,[1629649],1610612753.0,ORL,running,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,28.99,Missed,,,,,,,,,,,,,,
385,PT05M11.00S,2022-04-02T00:31:13.4Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,57,73,2022-04-02T00:31:26Z,3770000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,384.0,3.0,3.0,0.0,,,
386,PT05M06.00S,2022-04-02T00:31:18.7Z,3,REGULAR,2pt,Jump Shot,[],1630567,22.07621550591327,77.22886029411765,1610612761,57,73,2022-04-02T00:33:13Z,3780000,-136.0,155.0,1,left,MISS S. Barnes 20' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,20.63,Missed,,,,,,,,,,,,,,
387,PT05M03.00S,2022-04-02T00:31:21.7Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,57,73,2022-04-02T00:31:39Z,3790000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,386.0,3.0,3.0,0.0,,,
388,PT04M52.00S,2022-04-02T00:31:32.4Z,3,REGULAR,3pt,Jump Shot,[],1629643,79.45137976346912,5.392156862745098,1610612753,57,73,2022-04-02T00:31:42Z,3800000,-223.0,141.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,26.37,Missed,,,,,,,,,,,,,,
389,PT04M48.00S,2022-04-02T00:31:36.4Z,3,REGULAR,rebound,offensive,[],1629649,,,1610612753,57,73,2022-04-02T00:31:42Z,3810000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:0),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,388.0,1.0,0.0,1.0,,,
390,PT04M36.00S,2022-04-02T00:31:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630181,92.19776609724047,43.13725490196079,1610612753,59,73,2022-04-02T00:31:53Z,3820000,-34.0,21.0,1,right,R. Hampton driving Layup (7 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,,,,4.01,Made,7.0,,,,,,,,,,,,,
391,PT04M09.00S,2022-04-02T00:32:14.7Z,3,REGULAR,3pt,Jump Shot,[],1627832,24.917871222076215,15.931372549019606,1610612761,59,73,2022-04-02T00:32:19Z,3830000,170.0,182.0,1,left,MISS F. VanVleet 24' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,24.9,Missed,,,,,,,,,,,,,,
392,PT04M07.00S,2022-04-02T00:32:16.7Z,3,REGULAR,rebound,defensive,[],1629649,,,1610612753,59,73,2022-04-02T00:32:50Z,3840000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,391.0,2.0,1.0,1.0,,,
393,PT04M07.00S,2022-04-02T00:32:21.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,59,73,2022-04-02T00:32:21Z,3850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M07.00S,2022-04-02T00:32:22.7Z,3,REGULAR,substitution,out,[],1630181,,,1610612753,59,73,2022-04-02T00:32:33Z,3860000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M07.00S,2022-04-02T00:32:22.7Z,3,REGULAR,substitution,out,[],1628384,,,1610612753,59,73,2022-04-02T00:32:33Z,3870000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M07.00S,2022-04-02T00:32:22.7Z,3,REGULAR,substitution,out,[],1630567,,,1610612753,59,73,2022-04-02T00:32:33Z,3880000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M07.00S,2022-04-02T00:32:22.7Z,3,REGULAR,substitution,in,[],1628365,,,1610612753,59,73,2022-04-02T00:32:33Z,3890000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M07.00S,2022-04-02T00:32:22.7Z,3,REGULAR,substitution,in,[],1628449,,,1610612753,59,73,2022-04-02T00:32:33Z,3900000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M07.00S,2022-04-02T00:32:22.7Z,3,REGULAR,substitution,in,[],1630173,,,1610612753,59,73,2022-04-02T00:32:33Z,3910000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M56.00S,2022-04-02T00:32:53.3Z,3,REGULAR,turnover,out-of-bounds,[],1628365,,,1610612753,59,73,2022-04-02T00:33:01Z,3920000,,,0,,M. Fultz bad pass out-of-bounds TURNOVER (3 TO),[1628365],1610612753.0,ORL,bad pass,,,Fultz,M. Fultz,,,,,1627961.0,,,,,,,,3.0,,,,,,,,,,,,
401,PT03M43.00S,2022-04-02T00:33:11.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,6.389618922470433,53.431372549019606,1610612761,59,75,2022-04-02T00:33:18Z,3930000,-17.0,8.0,1,left,P. Siakam cutting Layup (14 PTS) (P. Achiuwa 1 AST),"[1627783, 1630173]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,,,,,,1.88,Made,14.0,,P. Achiuwa,1630173.0,1.0,,,,,,,,,
403,PT03M31.00S,2022-04-02T00:33:23.6Z,3,REGULAR,3pt,Jump Shot,[],1629649,91.5407358738502,95.34313725490196,1610612753,59,75,2022-04-02T00:39:26Z,3950000,227.0,27.0,1,right,MISS I. Brazdeikis 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,22.83,Missed,,,,,,,,,,,,,,
409,PT03M30.00S,2022-04-02T00:33:24.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,59,75,2022-04-02T00:39:26Z,3955000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,403.0,,,,,,
404,PT03M30.00S,2022-04-02T00:33:46.5Z,3,REGULAR,substitution,out,[],1628964,,,1610612761,59,75,2022-04-02T00:34:08Z,3960000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M30.00S,2022-04-02T00:33:46.5Z,3,REGULAR,substitution,in,[],1629021,,,1610612761,59,75,2022-04-02T00:34:08Z,3970000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M30.00S,2022-04-02T00:34:08.8Z,3,REGULAR,jumpball,recovered,[],1627832,,,1610612761,59,75,2022-04-02T00:39:39Z,3980000,,,0,,Jump Ball P. Achiuwa vs. M. Fultz: Tip to F. VanVleet,"[1627832, 1630173, 1628365]",1610612761.0,TOR,lodgedball,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Achiuwa,1630173.0,Fultz,1628365.0,,,,,,,,,,,,,,,,,,,,,
410,PT03M12.00S,2022-04-02T00:34:23.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,5.601182654402102,43.13725490196079,1610612761,59,77,2022-04-02T00:34:29Z,4010000,34.0,0.0,1,left,P. Achiuwa DUNK (6 PTS) (F. VanVleet 3 AST),"[1630173, 1627832]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,3.43,Made,6.0,,F. VanVleet,1627832.0,3.0,,,,,,,,,
412,PT02M55.00S,2022-04-02T00:34:40.6Z,3,REGULAR,3pt,Jump Shot,[],1629021,68.54467805519053,20.833333333333336,1610612753,59,77,2022-04-02T00:34:48Z,4030000,-146.0,243.0,1,right,MISS M. Wagner 28' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,28.36,Missed,,,,,,,,,,,,,,
413,PT02M53.00S,2022-04-02T00:34:42.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,59,77,2022-04-02T00:34:48Z,4040000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,412.0,,,,,,
414,PT02M53.00S,2022-04-02T00:34:46.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,59,77,2022-04-02T00:34:46Z,4050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M53.00S,2022-04-02T00:34:57.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,59,77,2022-04-02T00:34:57Z,4060000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,out,[],1629643,,,1610612761,59,77,2022-04-02T00:37:38Z,4070000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,out,[],1629649,,,1610612761,59,77,2022-04-02T00:37:38Z,4080000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,59,77,2022-04-02T00:37:38Z,4090000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,59,77,2022-04-02T00:37:38Z,4100000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,in,[],1629962,,,1610612761,59,77,2022-04-02T00:37:38Z,4110000,,,0,,SUB in: D. Cannady,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,in,[],1629678,,,1610612761,59,77,2022-04-02T00:37:38Z,4120000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,in,[],201152,,,1610612761,59,77,2022-04-02T00:37:38Z,4130000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M53.00S,2022-04-02T00:35:01.7Z,3,REGULAR,substitution,in,[],1630567,,,1610612761,59,77,2022-04-02T00:37:38Z,4140000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M43.00S,2022-04-02T00:37:52.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,28.86005256241787,74.50980392156863,1610612761,59,77,2022-04-02T00:37:59Z,4150000,-123.0,219.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,25.08,Missed,,,,,,,,,,,,,,
425,PT02M39.00S,2022-04-02T00:37:56.6Z,3,REGULAR,rebound,defensive,[],1629678,,,1610612753,59,77,2022-04-02T00:37:59Z,4160000,,,0,,A. Schofield REBOUND (Off:2 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,424.0,4.0,2.0,2.0,,,
426,PT02M26.00S,2022-04-02T00:38:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,93.51182654402102,54.65686274509803,1610612753,61,77,2022-04-02T00:38:17Z,4170000,23.0,8.0,1,right,M. Fultz driving Layup (6 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,,,,,,2.48,Made,6.0,,,,,,,,,,,,,
427,PT02M11.00S,2022-04-02T00:38:27.4Z,3,REGULAR,foul,personal,['2freethrow'],1629678,,,1610612761,61,77,2022-04-02T00:38:43Z,4180000,,,0,,A. Schofield shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1629678, 1630173]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,1627524.0,1.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
429,PT02M11.00S,2022-04-02T00:38:55.3Z,3,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,61,78,2022-04-02T00:38:55Z,4200000,,,0,,P. Achiuwa Free Throw 1 of 2 (7 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
430,PT02M11.00S,2022-04-02T00:39:11.5Z,3,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,61,79,2022-04-02T00:39:11Z,4210000,,,0,,P. Achiuwa Free Throw 2 of 2 (8 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
431,PT01M57.00S,2022-04-02T00:39:26.1Z,3,REGULAR,3pt,Jump Shot,[],1629962,85.10183968462549,94.85294117647058,1610612753,61,79,2022-04-02T00:39:30Z,4220000,224.0,88.0,1,right,MISS D. Cannady 24' 3PT,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,24.08,Missed,,,,,,,,,,,,,,
432,PT01M54.00S,2022-04-02T00:39:29.1Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,61,79,2022-04-02T00:39:30Z,4230000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,431.0,2.0,2.0,0.0,,,
433,PT01M44.00S,2022-04-02T00:39:39.0Z,3,REGULAR,2pt,Jump Shot,[],1630567,10.33180026281209,74.01960784313727,1610612761,61,79,2022-04-02T00:39:48Z,4240000,-120.0,45.0,1,left,MISS S. Barnes 12' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,,,,,,12.81,Missed,,,,,,,,,,,,,,
434,PT01M42.00S,2022-04-02T00:39:41.0Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,61,79,2022-04-02T00:39:42Z,4250000,,,0,,M. Wagner REBOUND (Off:0 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,433.0,4.0,4.0,0.0,,,
435,PT01M35.00S,2022-04-02T00:39:47.8Z,3,REGULAR,3pt,Jump Shot,[],1630175,86.5473061760841,95.58823529411765,1610612753,61,79,2022-04-02T00:39:53Z,4260000,228.0,74.0,1,right,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,23.96,Missed,,,,,,,,,,,,,,
436,PT01M32.00S,2022-04-02T00:39:50.7Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,61,79,2022-04-02T00:39:50Z,4270000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,435.0,3.0,3.0,0.0,,,
437,PT01M26.00S,2022-04-02T00:39:56.4Z,3,REGULAR,3pt,Jump Shot,[],1628449,25.837713534822605,15.441176470588236,1610612761,61,82,2022-04-02T00:40:00Z,4280000,173.0,190.0,1,left,C. Boucher 25' 3PT  (5 PTS) (S. Barnes 4 AST),"[1628449, 1630567]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,25.71,Made,5.0,,S. Barnes,1630567.0,4.0,,,,,,,,,
439,PT01M15.00S,2022-04-02T00:40:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,92.9862023653088,46.07843137254902,1610612753,63,82,2022-04-02T00:40:20Z,4300000,-20.0,13.0,1,right,M. Fultz driving reverse Layup (8 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,,,,,,2.37,Made,8.0,,,,,,,,,,,,,
440,PT00M56.30S,2022-04-02T00:40:27.5Z,3,REGULAR,3pt,Jump Shot,[],1630567,4.944152431011826,94.6078431372549,1610612761,63,82,2022-04-02T00:40:31Z,4310000,-223.0,-6.0,1,left,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,22.31,Missed,,,,,,,,,,,,,,
441,PT00M54.10S,2022-04-02T00:40:29.7Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,63,82,2022-04-02T00:40:31Z,4320000,,,0,,M. Wagner REBOUND (Off:0 Def:5),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,440.0,5.0,5.0,0.0,,,
442,PT00M41.50S,2022-04-02T00:40:42.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,92.19776609724047,42.8921568627451,1610612753,63,82,2022-04-02T00:40:47Z,4330000,-36.0,21.0,1,right,MISS M. Fultz driving Layup,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,,,,,,4.11,Missed,,,,,,,,,,,,,,
