actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
625,PT04M04.00S,2021-11-08T01:10:18.6Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,94,94,2021-11-08T01:10:20Z,6160000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,624.0,3.0,3.0,0.0,,,,,,,
626,PT03M56.00S,2021-11-08T01:10:27.5Z,4,REGULAR,3pt,Jump Shot,[],1630175,27.151773981603156,84.31372549019608,1610612753,94,94,2021-11-08T01:10:33Z,6170000,-172.0,203.0,1,left,MISS C. Anthony 26' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,
627,PT03M53.00S,2021-11-08T01:10:30.5Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,94,94,2021-11-08T01:10:33Z,6180000,,,0,,B. Bogdanovic REBOUND (Off:2 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,626.0,4.0,2.0,2.0,,,,,,,
628,PT03M41.00S,2021-11-08T01:10:41.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.80354796320631,48.77450980392157,1610612762,94,96,2021-11-08T01:10:46Z,6190000,-6.0,25.0,1,right,R. Gobert DUNK (19 PTS) (D. Mitchell 7 AST),"[203497, 1628378]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,2.52,Made,19.0,D. Mitchell,1628378.0,7.0,,,,,,,,,,,,,,
630,PT03M24.00S,2021-11-08T01:10:58.7Z,4,REGULAR,3pt,Jump Shot,[],1628976,23.73521681997372,86.51960784313727,1610612753,94,96,2021-11-08T01:11:05Z,6210000,-183.0,171.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
631,PT03M22.00S,2021-11-08T01:11:00.7Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612762,94,96,2021-11-08T01:12:38Z,6220000,,,0,,D. Mitchell REBOUND (Off:3 Def:4),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,630.0,7.0,4.0,3.0,,,,,,,
632,PT03M14.00S,2021-11-08T01:11:08.1Z,4,REGULAR,3pt,Jump Shot,[],1628378,70.38436268068331,85.5392156862745,1610612762,94,96,2021-11-08T01:11:17Z,6230000,178.0,226.0,1,right,MISS D. Mitchell 28' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,28.74,Missed,,,,,,,,,,,,,,,,,,
633,PT03M09.00S,2021-11-08T01:11:13.1Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,94,96,2021-11-08T01:11:17Z,6240000,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,632.0,4.0,3.0,1.0,,,,,,,
634,PT02M58.00S,2021-11-08T01:11:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,7.5722733245729295,48.28431372549019,1610612753,96,96,2021-11-08T01:11:34Z,6250000,9.0,19.0,1,left,R. Hampton driving reverse Layup (3 PTS) (W. Carter Jr. 6 AST),"[1630181, 1628976]",1610612753.0,ORL,driving reverse,,,Hampton,R. Hampton,,,,,2.06,Made,3.0,W. Carter Jr.,1628976.0,6.0,,,,,,,,,,,,,,
636,PT02M39.00S,2021-11-08T01:11:46.1Z,4,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612762,96,96,2021-11-08T01:12:04Z,6270000,,,0,,C. Anthony shooting personal FOUL (3 PF) (Gobert 2 FT),"[1630175, 203497]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,202037.0,,,,,,,3.0,1.0,Gobert,203497.0,,,
638,PT02M39.00S,2021-11-08T01:12:24.6Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,96,97,2021-11-08T01:12:24Z,6290000,,,0,,R. Gobert Free Throw 1 of 2 (20 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
639,PT02M39.00S,2021-11-08T01:12:47.1Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,96,98,2021-11-08T01:12:47Z,6300000,,,0,,R. Gobert Free Throw 2 of 2 (21 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
640,PT02M19.00S,2021-11-08T01:13:19.2Z,4,REGULAR,2pt,Jump Shot,[],1630181,16.90210249671485,70.34313725490196,1610612753,98,98,2021-11-08T01:13:24Z,6310000,-102.0,106.0,1,left,R. Hampton 14' pullup Jump Shot (5 PTS),[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,14.72,Made,5.0,,,,,,,,,,,,,,,,,
641,PT01M53.00S,2021-11-08T01:13:44.2Z,4,REGULAR,3pt,Jump Shot,[],1626220,74.19513797634691,14.460784313725492,1610612762,98,98,2021-11-08T01:13:50Z,6320000,-178.0,190.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
642,PT01M49.00S,2021-11-08T01:13:48.2Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,98,98,2021-11-08T01:13:50Z,6330000,,,0,,R. Hampton REBOUND (Off:1 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,641.0,2.0,1.0,1.0,,,,,,,
643,PT01M28.00S,2021-11-08T01:14:10.1Z,4,REGULAR,2pt,Jump Shot,[],1630175,21.55059132720105,27.527573529411764,1610612753,100,98,2021-11-08T01:14:31Z,6340000,112.0,150.0,1,left,C. Anthony 18' pullup Jump Shot (29 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,18.75,Made,29.0,,,,,,,,,,,,,,,,,
644,PT01M28.00S,2021-11-08T01:14:22.5Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612762,100,98,2021-11-08T01:14:38Z,6350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M13.00S,2021-11-08T01:15:01.1Z,4,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612762,100,98,2021-11-08T01:15:19Z,6360000,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (3 TO),[1628378],1610612762.0,UTA,lost ball,,,Mitchell,D. Mitchell,,,,,,,,,,,2004.0,,,,,,,,,,,3.0,,
646,PT00M54.30S,2021-11-08T01:15:32.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,14.011169513797633,70.83333333333334,1610612753,102,98,2021-11-08T01:15:36Z,6370000,-104.0,79.0,1,left,C. Anthony 13' pullup Jump Shot (31 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,13.09,Made,31.0,,,,,,,,,,,,,,,,,
647,PT00M44.40S,2021-11-08T01:15:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,89.96386333771353,57.107843137254896,1610612762,102,100,2021-11-08T01:15:50Z,6380000,36.0,42.0,1,right,D. Mitchell driving Layup (21 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,5.48,Made,21.0,,,,,,,,,,,,,,,,,
648,PT00M21.50S,2021-11-08T01:16:13.6Z,4,REGULAR,3pt,Jump Shot,[],1630181,28.991458607095925,19.362745098039216,1610612753,105,100,2021-11-08T01:16:33Z,6390000,153.0,220.0,1,left,R. Hampton 26' 3PT  (8 PTS) (G. Harris 1 AST),"[1630181, 203914]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.81,Made,8.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,,
650,PT00M21.50S,2021-11-08T01:16:36.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,105,100,2021-11-08T01:16:36Z,6410000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M19.90S,2021-11-08T01:18:09.4Z,4,REGULAR,foul,offensive,[],203497,,,1610612762,105,100,2021-11-08T01:20:30Z,6420000,,,0,,R. Gobert offensive FOUL (3 PF),"[203497, 203914]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,202056.0,,,,,,,3.0,0.0,Harris,203914.0,,,
653,PT00M19.90S,2021-11-08T01:18:09.4Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612762,105,100,2021-11-08T01:18:09Z,6440000,,,0,,R. Gobert offensive foul TURNOVER (4 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,202056.0,,,,,,,,,,,4.0,,
654,PT00M18.20S,2021-11-08T01:18:41.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204060,,,1610612753,105,100,2021-11-08T01:21:18Z,6450000,,,0,,J. Ingles take personal FOUL (2 PF) (Anthony 2 FT),"[204060, 1630175]",1610612762.0,UTA,take,,,Ingles,J. Ingles,,,,,,,,,,,2004.0,,,,,,,2.0,0.0,Anthony,1630175.0,,,
656,PT00M18.20S,2021-11-08T01:19:23.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630175,,,1610612753,106,100,2021-11-08T01:19:23Z,6470000,,,0,,C. Anthony Free Throw 1 of 2 (32 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
657,PT00M18.20S,2021-11-08T01:19:42.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630175,,,1610612753,107,100,2021-11-08T01:19:42Z,6480000,,,0,,C. Anthony Free Throw 2 of 2 (33 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
658,PT00M10.80S,2021-11-08T01:19:56.2Z,4,REGULAR,3pt,Jump Shot,[],1628378,76.03482260183968,89.95098039215686,1610612762,107,100,2021-11-08T01:20:10Z,6490000,200.0,173.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,
659,PT00M07.10S,2021-11-08T01:19:59.9Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,107,100,2021-11-08T01:19:59Z,6500000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:14),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,658.0,15.0,14.0,1.0,,,,,,,
660,PT00M00.00S,2021-11-08T01:20:37.5Z,4,REGULAR,period,end,[],0,,,1610612753,107,100,2021-11-08T01:20:37Z,6510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M00.00S,2021-11-08T01:22:05.6Z,4,REGULAR,game,end,[],0,,,0,107,100,2021-11-08T01:22:05Z,6520000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
